pid,gl2_absence_blocks,gl2_absence_blocks_car,gl2_absence_max_len,gl2_ast40,gl2_avail,gl2_avail_car,gl2_away_minus_home_gmsc40,gl2_best_seed_car,gl2_blk40,gl2_blow_d_mpg,gl2_blow_mpg,gl2_box_completeness,gl2_champion,gl2_champion_car,gl2_close_d_gmsc40,gl2_close_d_mpg,gl2_close_d_ts,gl2_close_gmsc40,gl2_close_minus_blow_gmsc40,gl2_close_minus_blow_mpg,gl2_close_mpg,gl2_d100_ast40,gl2_d100_blk40,gl2_d100_efg,gl2_d100_fg,gl2_d100_fg3,gl2_d100_ft,gl2_d100_ftr,gl2_d100_gmsc40,gl2_d100_mpg,gl2_d100_pts40,gl2_d100_reb40,gl2_d100_stl40,gl2_d100_tov40,gl2_d100_ts,gl2_d50_ast40,gl2_d50_blk40,gl2_d50_efg,gl2_d50_fg,gl2_d50_fg3,gl2_d50_ft,gl2_d50_ftr,gl2_d50_gmsc40,gl2_d50_mpg,gl2_d50_pts40,gl2_d50_reb40,gl2_d50_stl40,gl2_d50_tov40,gl2_d50_ts,gl2_dnp_rows,gl2_efg,gl2_exp_wins,gl2_fg,gl2_fg3,gl2_final4,gl2_final4_car,gl2_final_is_predraft_season,gl2_final_season_end,gl2_ft,gl2_ftr,gl2_g_all,gl2_g_t100,gl2_g_t50,gl2_gmsc40,gl2_gmsc_cv,gl2_gmsc_mean,gl2_gmsc_pg,gl2_gmsc_sd,gl2_gmsc_skew,gl2_gp,gl2_gp_car,gl2_last10_d_gmsc40,gl2_last10_d_mpg,gl2_last10_d_pts40,gl2_late_d_ast40,gl2_late_d_gmsc40,gl2_late_d_mpg,gl2_late_d_pts40,gl2_late_d_reb40,gl2_late_d_ts,gl2_min_share,gl2_missed,gl2_mpg,gl2_n_blowout,gl2_n_close,gl2_n_neutral,gl2_n_seasons,gl2_ncaa_d_ast40,gl2_ncaa_d_gmsc40,gl2_ncaa_d_mpg,gl2_ncaa_d_pts40,gl2_ncaa_d_reb40,gl2_ncaa_d_stl40,gl2_ncaa_d_tov40,gl2_ncaa_d_ts,gl2_ncaa_g,gl2_ncaa_g_car,gl2_ncaa_w_car,gl2_neutral_d_gmsc40,gl2_pase,gl2_pase_neg,gl2_pase_pos,gl2_ppg,gl2_pts40,gl2_reb40,gl2_season_gaps,gl2_seasons_no_archive,gl2_seed,gl2_share_gmsc_above_1sd,gl2_share_gmsc_below_1sd,gl2_start_share,gl2_stl40,gl2_t100_apg,gl2_t100_bpg,gl2_t100_efg,gl2_t100_fg,gl2_t100_fg3,gl2_t100_ft,gl2_t100_ftr,gl2_t100_gmsc,gl2_t100_mpg,gl2_t100_ppg,gl2_t100_rpg,gl2_t100_spg,gl2_t100_topg,gl2_t100_ts,gl2_t50_apg,gl2_t50_bpg,gl2_t50_efg,gl2_t50_fg,gl2_t50_fg3,gl2_t50_ft,gl2_t50_ftr,gl2_t50_gmsc,gl2_t50_mpg,gl2_t50_ppg,gl2_t50_rpg,gl2_t50_spg,gl2_t50_topg,gl2_t50_ts,gl2_team_g,gl2_team_g_car,gl2_team_g_sched,gl2_team_ncaa_w,gl2_tier_src_torvik,gl2_tov40,gl2_ts
Pd2d3c5dc1a,0,0,0,8.7947,0.96,0.9636,1.8551,,0.1589,-4.058,27.4,1.0,0,0,-2.9245,1.142,-0.09029,12.0,-7.1241,5.2,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.52475,0.5362,0.4802,0.375,0,0,1,2021,0.69565,0.56931,24,0,0,14.9245,0.44,11.7375,11.737,5.1646,0.0555,24,53,-0.0142,-1.358,0.8753,-0.252,-1.2387,-2.261,-1.0141,3.0135,-0.02889,0.1573,1,31.458,5,5,2,2,,,,,,,,,0,0,0,,-0.5362,-0.5362,0.0,12.167,15.4702,9.1126,0,1,12,0.1667,0.125,0.9167,1.6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,55,25,0,1.0,4.2914,0.57799
Pd30706ab20,0,0,0,1.1613,0.9714,0.9848,-6.0693,,3.0968,-8.353,19.0,0.9722,0,0,-4.5166,1.247,-0.07816,11.1049,-7.7723,9.6,28.6,-0.4359,-0.7134,-0.03076,-0.03076,,-0.00237,-0.06276,-0.9583,0.218,-0.5086,0.4156,0.4791,-0.1542,-0.02485,-0.9016,-1.0189,-0.0389,-0.0389,,-0.13314,-0.12662,-1.3618,-1.686,0.4201,1.3294,-0.0363,-0.4597,-0.05628,0,0.58276,,0.58276,,0,0,0,2010,0.47929,0.58276,34,14,6,15.6215,0.5708,10.6824,10.682,6.0978,-0.4848,34,65,3.2124,-0.253,2.7903,-0.6755,1.105,0.868,0.9498,-0.4828,0.05028,0.1329,1,27.353,3,10,3,2,,,,,,,,,0,0,0,0.3359,,,,12.324,18.0215,11.3978,0,0,,0.1765,0.2059,0.9412,1.0753,0.5,1.643,0.552,0.552,,0.47692,0.52,10.107,27.571,12.071,8.143,1.071,1.643,0.55013,0.167,1.333,0.54386,0.54386,,0.34615,0.45614,9.15,25.667,11.833,8.167,0.667,1.333,0.5187,35,66,36,0,1.0,2.5376,0.57498
Pd31d743729,1,1,4,2.0449,0.8611,0.8611,-6.8178,4,4.9377,-2.871,23.0,1.0,0,0,-3.1925,1.311,-0.09407,17.0569,-11.3779,4.182,27.182,-0.0791,0.5324,-0.06833,-0.06833,,0.01667,-0.07838,-3.2836,0.129,-2.8414,-0.0121,-0.5205,-0.058,-0.05771,-0.157,0.8441,-0.01403,-0.01403,,-0.06667,-0.162,-2.916,0.206,-2.7242,-1.0174,-0.4842,-0.4331,-0.03029,0,0.60166,1.25,0.60166,,1,1,1,2006,0.66667,0.52282,31,18,13,20.2494,0.4607,13.0968,13.097,6.0336,-0.0267,31,31,-1.3596,-1.371,-1.184,-0.5712,-3.7027,-1.103,-2.88,-0.7718,-0.00859,0.1283,5,25.871,6,11,0,1,-0.4616,-2.0456,-1.992,-2.1126,0.118,-0.6529,0.2146,0.05425,5,5,4,,2.75,0.0,2.75,12.065,18.6534,14.1147,0,0,4,0.1935,0.1613,0.7742,1.5461,1.278,3.556,0.53333,0.53333,,0.68333,0.44444,11.028,26.0,10.278,9.167,0.667,1.778,0.57311,1.231,3.769,0.58763,0.58763,,0.6,0.36082,11.3,26.077,10.385,8.538,0.692,1.538,0.60053,36,36,36,4,0.0,2.793,0.63082
Pd3473cff83,0,0,0,0.7595,0.6129,0.661,-5.1195,,7.173,-0.947,24.0,1.0,0,0,-4.1363,-0.281,-0.05141,14.5135,-12.8754,0.667,24.667,-0.3975,-1.5621,-0.01129,-0.01129,,-0.10941,0.10031,-5.3104,2.678,-3.7971,-0.5915,-0.0477,0.3276,-0.03983,-0.2001,-1.2989,0.0069,0.0069,,-0.16101,-0.02241,-5.475,3.653,-2.4478,-1.3319,-0.5907,0.7719,-0.02946,0,0.5931,,0.5931,0.0,0,0,1,2015,0.43373,0.57241,19,8,5,18.6498,0.488,11.6316,11.632,5.6762,-0.5456,19,39,-3.9478,5.253,-2.9832,,,,,,,0.1239,12,24.947,3,6,5,2,,,,,,,,,0,0,0,0.4561,,,,10.947,17.5527,13.0802,1,0,,0.1053,0.2105,0.2105,0.5907,0.25,3.875,0.58182,0.58182,,0.32432,0.67273,9.212,27.625,9.5,8.625,0.375,1.625,0.53311,0.4,4.2,0.6,0.6,,0.27273,0.55,9.42,28.6,10.8,8.4,0.0,2.0,0.54348,31,59,31,0,1.0,2.0253,0.57294
Pd35ff11e6d,0,0,0,0.6171,0.95,0.9515,-1.3345,7,1.9601,-3.429,25.571,1.0,1,1,0.3155,3.545,0.03557,13.2737,-7.5754,6.974,32.545,-0.0789,0.0728,-0.0179,-0.02193,-0.00571,0.00894,-0.02725,-1.2154,2.857,-2.0395,0.1546,0.1325,-0.1194,-0.01933,-0.0789,0.0728,-0.0179,-0.02193,-0.00571,0.00894,-0.02725,-1.2154,2.857,-2.0395,0.1546,0.1325,-0.1194,-0.01933,0,0.53117,0.8636,0.46883,0.41667,1,1,1,2014,0.78652,0.22195,38,21,21,12.9583,0.722,9.3947,9.395,6.783,0.4216,38,98,1.102,4.2,0.912,-0.0009,-1.5782,-0.317,-0.8154,1.4016,-0.04364,0.1441,2,29.0,7,11,12,3,-0.5149,0.2987,5.74,1.1187,0.2415,-0.1907,-0.3178,0.02557,6,7,6,0.0041,5.1364,0.0,5.1364,13.053,18.0036,8.2759,0,0,7,0.1579,0.1842,1.0,0.9437,0.429,1.619,0.51327,0.4469,0.41096,0.79545,0.19469,9.352,31.857,12.714,6.714,0.857,1.524,0.5441,0.429,1.619,0.51327,0.4469,0.41096,0.79545,0.19469,9.352,31.857,12.714,6.714,0.857,1.524,0.5441,40,103,40,6,1.0,2.0327,0.56343
Pd35ff5934d,0,0,0,1.5351,0.8919,0.8919,0.0668,1,2.3684,-1.303,26.333,0.9737,0,0,-5.814,2.364,-0.11304,12.8,-9.2,3.667,30.0,-0.5077,-0.3136,-0.01372,-0.01372,,-0.03437,-0.03571,-1.7305,0.173,-0.6032,0.0721,-0.3323,0.0042,-0.01711,-0.5621,-0.0982,-0.02469,-0.02469,,-0.08873,-0.07394,-3.4897,-1.208,-1.8502,0.3357,-0.6029,0.27,-0.03419,3,0.65372,2.875,0.65372,,0,0,1,2007,0.55385,0.42071,33,21,14,18.614,0.4066,12.8606,12.861,5.2291,-0.0918,33,33,-2.6938,2.464,-2.0068,-0.6681,-1.443,2.647,-1.4347,-0.6466,0.00187,0.1371,4,27.636,12,4,0,1,-0.7596,-8.7149,-3.339,-7.3971,2.3156,-0.5742,0.1315,-0.14179,2,2,1,,-1.875,-1.875,0.0,14.424,20.8772,8.4211,0,0,1,0.1818,0.1515,0.9697,1.3596,0.714,1.429,0.64,0.64,,0.51948,0.385,11.738,27.81,14.095,5.905,0.714,1.619,0.6328,0.643,1.5,0.62903,0.62903,,0.46512,0.34677,9.993,26.429,12.571,5.786,0.5,1.714,0.61573,37,37,38,1,0.0,2.3246,0.64992
Pd382320a3c,0,0,0,1.9254,0.871,0.871,-7.4031,3,2.3586,-7.111,23.667,1.0,0,0,-6.4251,-0.111,-0.08623,10.9275,-15.157,7.0,30.667,-0.2927,-0.1137,0.0117,0.01547,-0.33333,-0.04684,0.08981,-2.6179,1.889,-3.711,0.5828,-0.1213,0.0653,-0.00204,,,,,,,,,,,,,,,4,0.5283,1.8,0.52453,0.33333,0,0,1,2005,0.67727,0.83019,27,6,2,17.3526,0.6488,13.3519,13.352,8.662,0.4511,27,27,-0.3429,0.122,-0.5851,-0.706,-1.5739,0.835,-1.7041,0.881,-0.01334,0.1539,4,30.778,3,9,0,1,-0.3087,-3.8256,6.18,-7.0199,2.1621,0.621,-0.0571,-0.05484,2,2,1,,-0.8,-0.8,0.0,15.889,20.6498,12.2744,0,2,3,0.1111,0.1111,0.963,0.5295,1.333,1.833,0.54,0.54,0.0,0.63043,0.92,12.033,32.667,13.833,10.5,0.333,2.333,0.59083,,,,,,,,,,,,,,,31,31,31,1,0.0,2.7918,0.59287
Pd3cfd798be,0,1,0,2.623,1.0,0.96,-8.1441,5,1.3552,-4.294,25.222,0.9688,0,0,3.382,4.151,0.02175,18.4158,-4.1568,8.444,33.667,-0.0255,-0.374,-0.01363,-0.01401,0.00585,-0.02933,-0.0707,-1.9603,1.984,-1.3681,-1.4502,0.2067,-0.0761,-0.0235,-0.0365,-0.3928,-0.01349,-0.01395,0.00968,-0.03125,-0.07445,-1.6685,2.151,-1.2283,-1.5225,0.2577,-0.2985,-0.02408,0,0.51797,,0.44444,0.42453,0,0,1,2020,0.73125,0.52288,31,22,21,15.0339,0.5729,11.0935,11.094,6.355,0.3161,31,96,-0.8509,2.184,-1.0547,-1.0795,-0.4071,3.286,-1.4955,-2.5105,0.00401,0.1476,0,29.516,9,3,2,3,,,,,,,,,0,4,2,,,,,14.0,18.9727,12.5902,0,0,,0.0968,0.1613,1.0,1.0055,2.045,0.773,0.50435,0.43043,0.43038,0.70192,0.45217,10.295,31.5,13.864,8.773,0.955,2.591,0.55302,2.048,0.762,0.50448,0.43049,0.43421,0.7,0.44843,10.581,31.667,14.048,8.762,1.0,2.429,0.55243,31,100,32,0,1.0,3.3661,0.57651
Pd3d2fde686,0,0,0,3.0069,1.0,0.7125,-1.8819,,2.1365,-5.594,26.0,1.0,0,0,-4.6256,-1.483,-0.10534,12.6642,-15.1307,4.111,30.111,0.4713,-0.7452,-0.06749,-0.05966,-0.07483,0.04084,-0.13789,-5.8811,-2.844,-2.7867,-1.8417,-0.1765,0.74,-0.06736,,,,,,,,,,,,,,,0,0.53261,,0.47826,0.40816,0,0,1,2024,0.7284,0.44022,32,4,2,17.2898,0.4465,13.6562,13.656,6.0972,0.6249,32,114,-0.8786,0.506,0.0089,0.1072,-0.7538,0.481,-0.7091,1.0391,-0.04687,0.1618,0,31.594,6,9,1,5,,,,,,,,,0,0,0,,,,,15.938,20.178,7.7547,0,0,,0.1875,0.0938,1.0,2.6113,2.5,1.0,0.46512,0.4186,0.33333,0.76923,0.30233,8.2,28.75,12.5,4.25,1.75,2.75,0.51314,,,,,,,,,,,,,,,32,160,32,0,1.0,3.0861,0.5805
Pd3ead775c1,0,0,0,2.1496,0.9375,0.9375,-0.6511,,1.4331,-6.433,25.2,1.0,0,0,4.5773,1.067,0.02264,24.8807,-1.9764,7.5,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.64183,,0.6361,0.25,0,0,0,2023,0.67839,0.5702,30,2,0,20.3035,0.5662,16.0567,16.057,9.0919,0.6286,30,30,-2.2501,2.067,-0.7157,0.5527,-2.0483,2.375,-0.4224,0.8095,-0.08825,0.1562,2,31.633,5,10,1,1,,,,,,,,,0,0,0,,,,,19.433,24.5732,9.9052,0,0,,0.1333,0.1667,1.0,0.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,0,1.0,2.529,0.66772
Pd4282e2cb6,0,0,0,9.85,1.0,1.0,-12.0701,10,0.2824,-4.031,31.375,1.0,0,0,2.5654,3.483,0.05098,25.1886,0.6308,7.514,38.889,-1.1013,-0.0301,-0.01392,-0.01342,-0.00468,0.00449,0.00431,-1.9333,1.171,-0.6428,-0.1649,-0.1819,0.1609,-0.01018,-1.3977,-0.0133,-0.01532,-0.01538,-0.00492,-0.00648,0.01817,-2.6823,1.744,-0.5634,-0.2677,-0.3452,0.4029,-0.01141,0,0.5178,0.55,0.42233,0.35976,0,0,1,2018,0.86131,0.44337,32,26,20,22.6231,0.4425,20.025,20.025,8.8604,-0.1907,32,32,-8.2253,1.294,-6.8395,-3.2552,-12.9128,2.429,-11.4541,-0.9054,-0.11329,0.175,0,35.406,8,9,6,1,,,,,,,,,1,1,0,3.1833,-0.55,-0.55,0.0,27.375,30.9267,4.4131,0,0,10,0.2188,0.1875,1.0,1.9064,8.0,0.231,0.50388,0.40891,0.35507,0.8658,0.44767,18.919,36.577,27.692,3.885,1.577,5.538,0.58286,7.85,0.25,0.50248,0.40695,0.35484,0.85484,0.46154,18.52,37.15,28.2,3.85,1.45,5.85,0.58164,32,32,32,0,1.0,5.8959,0.59305
Pd43d378f42,0,0,0,2.8108,0.9697,0.9697,-6.3367,8,0.7207,-2.438,32.25,1.0,0,0,-5.5202,3.04,-0.06697,10.159,-13.7479,5.477,37.727,-0.2993,0.0143,-0.06695,-0.03625,-0.08144,-0.02181,0.03005,-3.6303,1.59,-2.6073,-0.0724,-0.2271,0.5725,-0.0538,-0.1563,-0.2631,-0.10371,-0.06709,-0.10927,0.0092,-0.02981,-4.1461,1.729,-3.8793,-0.2695,0.0426,-0.1167,-0.08264,0,0.51529,0.55,0.43294,0.33654,0,0,1,2008,0.83394,0.65176,32,18,12,15.6793,0.5355,13.5969,13.597,7.2808,0.331,32,32,-2.9998,1.812,-2.1903,-0.4311,-5.0474,4.154,-4.1206,-0.3305,-0.10309,0.1714,1,34.688,8,11,7,1,,,,,,,,,1,1,0,-0.4923,-0.55,-0.55,0.0,20.906,24.1081,3.7477,0,0,8,0.125,0.1875,1.0,1.5135,2.278,0.667,0.44835,0.39669,0.2551,0.81212,0.68182,10.928,36.278,19.5,3.333,1.167,4.278,0.55785,2.417,0.417,0.41159,0.36585,0.22727,0.84314,0.62195,10.5,36.417,18.417,3.167,1.417,3.667,0.52901,33,33,33,0,1.0,4.1441,0.61165
Pd46f6361f5,1,1,3,1.5156,0.6571,0.7218,-5.438,15,1.6779,-12.464,19.667,1.0,0,0,-1.4863,2.203,0.05719,19.055,-25.7585,14.667,34.333,-0.7389,-0.5129,-0.01465,-0.0426,0.14286,-0.07212,-0.27608,-6.5219,2.203,-3.1725,-2.6365,-0.1435,1.0148,-0.03872,,,,,,,,,,,,,,,0,0.60288,0.0682,0.57202,0.35714,0,0,1,2016,0.6875,0.65844,23,3,2,20.5413,0.3885,16.5,16.5,6.4094,0.0741,23,96,-1.2458,3.07,-1.1314,-0.2234,-1.8538,5.079,-1.7391,-3.688,0.01976,0.1589,12,32.13,3,9,7,4,,,,,,,,,1,2,0,-7.5806,-0.0682,-0.0682,0.0,17.522,21.8133,16.6171,0,0,15,0.2174,0.1739,1.0,0.9202,0.667,1.0,0.58824,0.52941,0.5,0.61538,0.38235,12.033,34.333,16.0,12.0,0.667,3.333,0.60423,,,,,,,,,,,,,,,35,133,35,0,1.0,2.8687,0.64295
Pd47bfc21b1,0,0,0,2.7291,0.973,0.973,-2.5634,1,1.9959,-2.378,24.9,1.0,0,0,-1.4405,0.056,-0.08929,13.2683,-2.5871,2.433,27.333,-0.4011,0.1205,0.02,0.01978,0.00292,-0.05203,-0.02428,0.0143,1.072,0.1634,0.5516,-0.1319,0.1574,0.00586,-0.5642,-0.1403,-0.01947,-0.00811,-0.05772,-0.09233,-0.0643,-2.4098,2.568,-1.3694,1.0603,-0.7995,0.1027,-0.03884,0,0.48,2.9167,0.416,0.31169,0,0,1,2006,0.78621,0.38667,36,20,13,14.7088,0.61,10.0306,10.031,6.1189,0.0597,36,36,-1.1661,2.022,-0.6045,-1.3587,-2.2171,2.152,-3.0797,-1.7821,-0.00514,0.1364,1,27.278,10,3,0,1,-0.5456,-1.7814,-0.594,-3.2085,-1.7577,-0.6075,-1.6051,0.02381,4,4,3,,0.0833,0.0,0.0833,13.167,19.3075,9.0428,0,0,1,0.25,0.1389,0.7778,2.0367,1.65,1.5,0.5,0.43578,0.31461,0.73418,0.36239,10.435,28.35,13.8,6.8,1.35,2.45,0.54597,1.615,1.385,0.46053,0.40789,0.25397,0.69388,0.32237,9.177,29.846,13.385,7.538,0.923,2.538,0.50127,37,37,37,3,0.0,3.2994,0.54011
Pd4c3f94c64,0,1,0,3.5815,1.0,0.9538,-1.0503,6,0.3219,-3.11,26.125,1.0,0,0,-0.221,3.265,-0.01518,11.3846,-6.7972,6.375,32.5,-1.1828,0.0022,-0.05729,-0.0569,0.04521,0.01355,0.0404,-2.5424,1.615,-1.6149,-0.2776,-0.2549,-0.17,-0.04609,-1.287,-0.169,-0.0487,-0.04885,0.04101,-0.02937,0.03053,-3.4068,1.529,-2.3503,-0.4891,-0.4342,-0.1563,-0.04493,0,0.5,0.625,0.45794,0.31034,0,0,0,2024,0.60714,0.26168,34,20,17,11.6056,0.7001,8.4824,8.482,5.9384,0.769,34,124,-1.8083,0.365,-0.3752,-0.6858,-3.9115,-0.007,-2.4221,-0.2088,-0.09252,0.1441,0,29.235,8,10,7,4,,,,,,,,,1,5,2,0.4929,-0.625,-0.625,0.0,10.941,14.9698,6.7606,0,0,9,0.1176,0.1471,1.0,1.8109,1.85,0.25,0.44271,0.40104,0.35556,0.62069,0.30208,6.99,30.85,10.3,5.0,1.2,1.7,0.47352,1.765,0.118,0.4513,0.40909,0.35135,0.57778,0.29221,6.306,30.765,9.706,4.824,1.059,1.706,0.47468,34,130,34,0,0.9697,2.3742,0.51961
Pd4ca66045e,0,1,0,5.8537,0.9167,0.9211,-1.4648,7,0.1084,-6.345,27.2,1.0,0,0,0.7135,2.378,0.02781,16.5653,-2.3465,8.723,35.923,-0.2263,0.0437,-0.01029,-0.00151,-0.02872,0.00263,0.00475,-0.0749,0.759,0.2575,0.1695,0.0313,-0.0835,-0.0071,-0.4154,0.1063,-0.0333,-0.01909,-0.08761,0.0031,0.04156,-0.3742,1.392,0.2473,0.0253,-0.0107,-0.1226,-0.02031,0,0.49298,0.9873,0.44382,0.44872,0,0,1,2024,0.84737,0.53371,33,23,16,15.8519,0.3777,13.2939,13.294,5.0208,-0.1445,33,140,-0.4717,0.655,-0.6057,-0.5156,-1.5547,3.278,-1.1773,-0.1796,0.01691,0.1646,3,33.545,5,13,10,5,,,,,,,,,1,1,0,-0.4179,-0.9873,-0.9873,0.0,15.515,18.5005,4.6974,0,0,7,0.1515,0.1515,0.8182,1.084,4.826,0.13,0.48269,0.44231,0.42,0.85,0.53846,13.53,34.304,16.087,4.174,0.957,1.261,0.57525,4.75,0.188,0.45968,0.42473,0.36111,0.85047,0.57527,13.519,34.938,16.375,4.125,0.938,1.25,0.56204,36,152,36,0,1.0,1.5537,0.58235
Pd50459cb6d,0,0,0,0.198,0.7105,0.7105,-5.7984,1,4.5545,1.894,9.375,1.0,0,0,-14.0015,-3.148,,-0.6154,-19.4421,-5.042,4.333,-0.198,-1.0146,-0.04516,-0.04516,,-0.05556,0.10591,-4.9614,-1.831,-6.1281,-1.076,0.3838,-0.5345,-0.04684,-0.198,-1.9738,0.03103,0.03103,,-0.22222,0.13448,-6.2248,-3.053,-7.0073,-2.4976,0.5493,-0.7857,-0.02577,0,0.56897,3.1346,0.56897,,0,0,1,2016,0.55556,0.46552,27,20,14,13.3861,1.3976,2.5037,2.504,3.4993,1.631,27,27,-0.4882,-2.581,-3.7947,-0.2837,-1.9858,-4.317,-7.0085,6.0737,0.02388,0.0367,11,7.481,8,3,2,1,,,,,,,,,1,1,3,,-0.1346,-0.1346,0.0,3.0,16.0396,13.4653,0,0,1,0.1481,0.0,0.037,1.3861,0.0,0.5,0.52381,0.52381,,0.5,0.57143,1.19,5.65,1.4,1.75,0.25,0.4,0.53272,0.0,0.286,0.6,0.6,,0.33333,0.6,0.793,4.429,1.0,1.214,0.214,0.286,0.5538,38,38,38,3,1.0,3.3663,0.57956
Pd50729b5d0,0,0,0,1.1314,1.0,1.0,1.0057,2,0.6569,-1.622,28.0,1.0,0,0,1.434,6.378,-0.05223,15.4815,-2.6471,8.0,36.0,-0.2254,0.0226,0.0016,-0.00038,0.00155,0.01238,-0.02393,-0.3985,0.827,-0.3398,-0.133,0.0024,-0.048,0.0005,-0.2618,-0.0979,-0.0134,-0.01603,-0.00337,-0.00621,-0.05253,-1.5878,1.045,-1.677,-0.1308,0.0449,-0.0639,-0.0187,0,0.53071,2.2712,0.46192,0.39161,0,0,1,2019,0.77333,0.36855,37,29,21,14.0474,0.611,10.4027,10.403,6.356,-0.8433,37,37,0.8711,1.078,0.8469,-0.6669,-2.2147,0.336,-1.2621,-0.2196,-0.00962,0.1481,0,29.622,10,3,8,1,-0.7164,-3.3419,-1.402,-3.316,3.781,-0.0084,0.2206,-0.1203,3,3,2,-1.5788,-0.2712,-0.2712,0.0,14.811,20.0,7.3358,0,0,2,0.1892,0.1892,1.0,0.9489,0.69,0.517,0.53231,0.46154,0.39316,0.78571,0.34462,10.39,30.448,14.966,5.483,0.724,1.241,0.57978,0.667,0.429,0.51732,0.44589,0.38824,0.76712,0.31602,9.552,30.667,14.048,5.524,0.762,1.238,0.56058,37,37,37,2,1.0,1.6788,0.57928
Pd51160cf5e,0,0,0,3.8824,1.0,0.9052,,1,3.5294,-2.533,25.8,0.3871,0,0,,,,,,,,-0.47,0.2621,0.00555,-0.00495,0.05042,0.03524,0.03135,1.3197,1.81,1.8205,-0.2598,0.2225,0.0725,0.01707,0.2272,-1.3376,0.05525,0.03505,0.12834,0.0216,-0.00198,2.323,0.867,4.6978,-0.2546,-0.1982,0.0322,0.04711,0,0.52475,,0.50495,0.23529,0,0,1,2026,0.7284,0.80198,12,7,5,18.9647,0.53,13.4333,13.433,7.1195,0.1135,12,105,,,,,,,,,,0.1417,0,28.333,5,2,4,4,,,,,,,,,0,4,2,-1.6766,,,,13.75,19.4118,10.1176,0,0,,0.0833,0.1667,1.0,1.2941,2.571,2.857,0.5303,0.5,0.28571,0.76364,0.83333,15.286,30.143,16.0,7.429,1.143,2.714,0.62084,3.0,1.6,0.58,0.54,0.36364,0.75,0.8,15.54,29.2,17.6,7.2,0.8,2.6,0.65089,12,116,31,0,1.0,3.5294,0.60378
Pd51997c12f,0,0,0,3.0499,1.0,1.0,-5.0362,,0.4692,,,1.0,0,0,-2.0844,0.9,-0.05678,8.6429,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48498,,0.43777,0.36667,0,0,1,2021,0.69474,0.40773,20,1,1,10.7273,0.5137,9.145,9.145,4.6978,-0.6759,20,20,0.8704,0.7,1.6095,,,,,,,0.1705,0,34.1,2,8,2,1,,,,,,,,,0,0,0,,,,,14.6,17.1261,3.6364,0,1,,0.1,0.2,1.0,1.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1.0,2.522,0.5313
Pd5316f2e65,0,0,0,1.6851,0.9375,0.9375,-2.8901,,0.4012,-3.108,30.125,1.0,0,0,-0.7037,8.517,-0.0495,11.521,0.1517,11.625,41.75,-0.18,-0.1118,-0.03591,-0.03244,-0.01595,0.00829,-0.03932,-1.915,-0.329,-0.9528,-0.6661,-0.1479,0.0195,-0.03446,-0.3057,-0.2173,-0.03471,-0.02617,-0.03664,0.0547,-0.10274,-2.0821,0.228,-0.9973,-0.9137,-0.1069,-0.0448,-0.03667,1,0.45561,,0.4047,0.27857,0,0,1,2022,0.82222,0.46997,30,21,13,12.2247,0.6829,10.1567,10.157,6.9365,0.1612,30,30,0.7969,-0.733,1.5986,-0.6048,-0.5112,-1.921,0.5738,-0.4858,-0.00371,0.1628,2,33.233,8,4,2,1,,,,,,,,,0,0,0,,,,,16.567,19.9398,6.339,0,0,,0.2,0.1667,1.0,0.8425,1.238,0.238,0.41971,0.37226,0.26263,0.83051,0.43066,8.481,32.905,15.619,4.667,0.571,2.095,0.50319,1.154,0.154,0.4209,0.37853,0.24194,0.87692,0.36723,8.485,33.462,15.846,4.538,0.615,2.077,0.50097,32,32,32,0,1.0,2.5276,0.53765
Pd559eb82c1,0,0,0,2.6538,1.0,0.8488,-6.1803,4,1.0615,-2.982,21.4,1.0,0,0,-2.3369,-2.799,-0.0715,9.5135,-4.6173,0.183,21.583,-0.1538,-0.1171,-0.03695,-0.04045,-0.01559,0.01808,0.00946,-0.7171,0.445,-0.3213,-0.1181,-0.0294,-0.0631,-0.02431,0.0184,-0.1429,-0.04236,-0.05849,0.02867,0.0788,-0.12887,-1.3452,-0.432,0.2,-1.2939,-0.2209,0.2189,-0.02815,0,0.57143,1.506,0.48872,0.38596,0,0,1,2025,0.6962,0.59398,34,29,20,11.8504,0.6629,7.2235,7.224,4.7882,0.1382,34,146,2.6231,3.918,3.581,1.4699,2.9044,2.993,3.7568,0.9557,0.03128,0.121,0,24.382,5,12,8,5,0.2181,0.3136,3.844,3.0771,-0.2458,-0.9933,-1.9146,-0.11929,2,5,2,-1.695,-0.506,-0.506,0.0,6.088,9.9879,10.2292,0,0,4,0.2059,0.1471,0.3235,1.6405,1.552,0.586,0.53448,0.44828,0.37037,0.71429,0.60345,6.91,24.828,6.0,6.276,1.0,1.069,0.59264,1.6,0.55,0.52907,0.43023,0.41463,0.775,0.46512,6.29,23.95,6.1,5.35,0.85,1.2,0.5888,34,172,34,1,0.9706,1.7853,0.61695
