pid,bb_nd_board_rank_final,bb_nd_board_rank_30d,bb_nd_board_rank_60d,bb_nd_board_change_60d,bb_nd_board_first_seen_days,bb_nd_mock_rank_final,bb_nd_crowd_mock_rank_final,bb_nd_fit_gap,bb_nd_unranked_board,bb_dx_board_rank_final,bb_dx_board_rank_30d,bb_dx_mock_pick_final,bb_dx_fit_gap,bb_dx_mock_volatility,bb_dx_board_momentum_30d,bb_dx_first_mock_lead_days,bb_dx_age_listed,bb_stepien_consensus_rank,bb_stepien_dispersion,bb_stepien_tier,bb_stepien_preseason_to_final_delta,bb_fit_gap_mean,bb_n_board_sources
Pa9426d162d,22,22,22,,346.9,18,16,-4,0,19,21,18,-1,1.329,2,36.8,23.0,,,,,-2.5,2
Paf95fb158c,85,85,85,,137.9,11,55,-74,0,6,11,11,5,1.366,5,36.8,19.0,,,,,-34.5,2
Pf7c7a85a9a,14,14,14,,346.9,22,12,8,0,30,15,25,-5,3.728,-15,36.8,18.0,,,,,1.5,2
Pea7725adea,13,13,13,,217.1,20,19,7,0,14,12,20,6,1.862,-2,36.8,19.0,,,,,6.5,2
P465ab55c02,6,6,6,,346.9,10,7,4,0,16,13,17,1,0.0,-3,36.8,19.0,,,,,2.5,2
Pe73b4eac92,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pccdaab2014,93,93,93,,346.9,,44,,0,24,29,21,-3,0.0,5,36.8,22.0,,,,,-3.0,2
Pd907989bcb,56,56,56,,346.9,23,,-33,0,27,26,23,-4,3.869,-1,36.8,19.0,,,,,-18.5,2
P2f95e0c256,9,9,9,,346.9,12,9,3,0,23,22,16,-7,2.066,-1,36.8,21.0,,,,,-2.0,2
P5c19a79a93,45,45,45,,346.9,19,30,-26,0,32,28,19,-13,2.229,-4,36.8,22.0,,,,,-19.5,2
P360c31499c,24,24,24,,137.9,29,34,5,0,11,18,22,11,1.049,7,36.8,20.0,,,,,8.0,2
Pfe357344e4,32,32,32,,346.9,,33,,0,20,24,24,4,1.169,4,36.8,21.0,,,,,4.0,2
P44154d877a,87,87,87,,212.3,30,,-57,0,34,31,30,-4,0.408,-3,36.8,21.0,,,,,-30.5,2
Pe966e23e9c,39,39,39,,346.9,27,32,-12,0,38,42,35,-3,5.854,4,36.8,23.0,,,,,-7.5,2
Pa5d86611c0,101,101,101,,346.9,,,,1,44,54,47,3,7.506,10,7.2,22.0,,,,,3.0,1
P4f181909b7,18,18,18,,346.9,17,17,-1,0,21,17,28,7,1.033,-4,36.8,20.0,,,,,3.0,2
Pf78412d8c5,101,101,101,,,,,,1,26,40,32,6,1.897,14,36.8,19.0,,,,,6.0,1
P24fc987f38,101,101,101,,,,,,1,18,20,34,16,2.787,2,36.8,21.0,,,,,16.0,1
P944e30c99c,101,101,101,,,,,,1,49,69,36,-13,11.798,20,36.8,22.0,,,,,-13.0,1
Pd5729dac8f,101,101,101,,346.9,26,49,-75,1,39,30,38,-1,0.516,-9,36.8,23.0,,,,,-38.0,1
P31e153a014,91,91,91,,346.9,,,,0,25,41,26,1,2.739,16,36.8,20.0,,,,,1.0,2
Pd6e0b051bb,79,79,79,,346.9,,,,0,41,44,49,8,0.837,3,36.8,21.0,,,,,8.0,2
Pab87e9a8b8,92,92,92,,346.9,,,,0,29,36,29,0,0.816,7,36.8,21.0,,,,,0.0,2
Pd8244d9a42,88,88,88,,346.9,28,13,-60,0,22,19,37,15,0.816,-3,36.8,20.0,,,,,-22.5,2
Pdd79d6ef7f,17,17,17,,346.9,24,22,7,0,35,33,27,-8,1.643,-2,36.8,20.0,,,,,-0.5,2
P962232fdc6,101,101,101,,,,,,1,42,45,43,1,0.408,3,36.8,19.0,,,,,1.0,1
Pb51c66667f,29,29,29,,346.9,,39,,0,54,51,44,-10,2.563,-3,36.8,21.0,,,,,-10.0,2
Pbac4f67696,101,101,101,,,,,,1,33,34,33,0,0.548,1,36.8,22.0,,,,,0.0,1
Pb59be03b24,28,28,28,,346.9,,26,,0,51,66,55,4,1.835,15,36.8,22.0,,,,,4.0,2
P6e49424689,101,101,101,,346.9,,,,1,48,49,56,8,0.837,1,36.8,22.0,,,,,8.0,1
P6cee28a4f3,12,12,12,,313.1,25,24,13,0,47,47,31,-16,6.831,0,36.8,22.0,,,,,-1.5,2
P83de6de3ec,64,64,64,,346.9,,53,,0,28,48,39,11,1.966,20,36.8,23.0,,,,,11.0,2
P9e30954b9f,71,71,71,,137.9,,,,0,58,68,,,,10,,22.0,,,,,,2
P8c383a7533,101,101,101,,,,,,1,57,94,,,,37,,23.0,,,,,,1
P25150e1302,68,68,68,,212.3,,,,0,65,61,41,-24,0.408,-4,36.8,21.0,,,,,-24.0,2
Pbed27928bf,21,21,21,,313.1,,23,,0,36,38,40,4,1.506,2,36.8,20.0,,,,,4.0,2
Pb8a773b356,26,26,26,,346.9,,21,,0,67,63,,,,-4,,21.0,,,,,,2
Pc0fff42784,101,101,101,,,,,,1,50,50,51,1,0.837,0,36.8,21.0,,,,,1.0,1
P9da0cf7014,95,95,95,,346.9,,,,0,70,71,60,-10,0.753,1,36.8,23.0,,,,,-10.0,2
Pa47459a77d,76,76,76,,346.9,,40,,0,66,57,,,,-9,,23.0,,,,,,2
P331cffbdbb,30,30,30,,137.9,,52,,0,46,46,45,-1,1.033,0,36.8,21.0,,,,,-1.0,2
P59ddf4705a,,,,,346.9,,,,,81,88,57,-24,,7,1.0,24.0,,,,,-24.0,1
Pee1a8f2e9d,,,,,,,,,,89,89,,,,0,,22.0,,,,,,1
Pa380a0ce3c,36,36,36,,346.9,,31,,0,74,59,,,,-15,,21.0,,,,,,2
P1b1aa3dc82,,,,,,,,,,71,85,,,,14,,21.0,,,,,,1
Pd856b04e96,,,,,,,,,,82,92,,,,10,,22.0,,,,,,1
Pbda800ed55,,,,,346.9,,,,,98,82,,,,-16,,21.0,,,,,,1
Pa76f81d8c3,,,,,346.9,,,,,86,99,,,,13,,22.0,,,,,,1
P2dde5c1214,,,,,,,,,,77,75,,,,-2,,23.0,,,,,,1
Pcb993abaa5,,,,,,,,,,73,97,,,,24,,21.0,,,,,,1
P0ee95e3925,98,98,98,,212.3,,,,0,,,,,,,,,,,,,,1
P7632bd626c,,,,,346.9,,,,,,,,,,,,,,,,,,0
Pd35ff11e6d,,,,,346.9,,,,,64,32,50,-14,1.169,-32,36.8,22.0,,,,,-14.0,1
P8c2c5e7b71,83,83,83,,346.9,,45,,0,,35,,,1.0,,36.8,,,,,,,1
P80e599186b,62,62,62,,346.9,,37,,0,63,56,,,0.894,-7,36.8,21.0,,,,,,2
P98ee7e9798,78,78,78,,346.9,,51,,0,62,52,,,,-10,,21.0,,,,,,2
P645a205457,42,42,42,,346.9,,38,,0,,,,,,,,,,,,,,1
P5a591d3e24,2,1,1,-1.0,293.2,1,1,-1,0,1,1,1,0,1.014,0,295.2,19.6,,,,,-0.5,2
P67cf99c3eb,3,4,2,-1.0,206.1,2,3,-1,0,3,4,4,1,3.477,1,209.9,19.3,,,,,0.0,2
Pb9c495a67d,4,2,4,0.0,293.2,3,2,-1,0,2,2,2,0,0.507,0,295.2,19.5,,,,,-0.5,2
Pf1eb0b11c1,5,6,8,3.0,293.2,5,4,0,0,10,8,3,-7,11.951,-2,295.2,19.9,,,,,-3.5,2
P11ed05516e,7,7,6,-1.0,293.2,6,7,-1,0,5,7,6,1,19.622,2,295.2,20.3,,,,,0.0,2
P9b0b27ae5d,14,13,10,-4.0,293.2,,,,0,6,6,5,-1,22.312,0,295.2,21.8,,,,,-1.0,2
P3e493925a2,1,3,3,2.0,293.2,4,5,3,0,4,3,7,3,2.23,-1,295.2,19.3,,,,,3.0,2
Pff77feae98,8,8,5,-3.0,293.2,8,9,0,0,8,9,10,2,28.632,1,295.2,19.0,,,,,1.0,2
Pec96a14b85,25,19,25,0.0,293.2,9,,-16,0,9,10,12,3,4.43,1,295.2,22.2,,,,,-6.5,2
Pc3390f55d0,6,5,7,1.0,293.2,7,6,1,0,7,5,8,1,24.871,-2,295.2,19.2,,,,,1.0,2
Peaf1686cc0,11,11,15,4.0,293.2,10,12,-1,0,11,11,11,0,2.526,0,295.2,19.2,,,,,-0.5,2
P2297a93a7f,9,9,12,3.0,293.2,12,11,3,0,18,17,13,-5,8.867,-1,119.9,19.6,,,,,-1.0,2
P7d77f683c0,13,12,14,1.0,293.2,15,10,2,0,12,15,9,-3,12.801,3,156.8,18.6,,,,,-0.5,2
Pce2a43b358,10,10,32,22.0,99.6,11,13,1,0,20,20,14,-6,6.343,0,45.5,20.8,,,,,-2.5,2
Ped4ca8f8d6,15,14,9,-6.0,293.2,16,17,1,0,16,12,15,-1,5.811,-4,295.2,19.5,,,,,0.0,2
Pe71646e585,18,24,19,1.0,293.2,22,27,4,0,47,33,29,-18,6.845,-14,167.6,21.2,,,,,-7.0,2
Pcf63b744fe,23,31,72,49.0,293.2,24,25,1,0,38,41,23,-15,2.763,3,216.2,18.8,,,,,-7.0,2
P94d904f95a,12,15,28,16.0,293.2,17,15,5,0,21,13,16,-5,7.245,-8,295.2,21.1,,,,,0.0,2
P8d6369038a,20,17,17,-3.0,293.2,21,18,1,0,15,14,19,4,15.097,-1,295.2,22.7,,,,,2.5,2
P16f77dc0c6,19,16,18,-1.0,293.2,29,24,10,0,28,26,27,-1,4.892,-2,295.2,23.1,,,,,4.5,2
Pb067831a66,21,20,22,1.0,206.1,26,23,5,0,23,28,25,2,4.019,5,167.6,21.6,,,,,3.5,2
P5492e07ad3,17,18,11,-6.0,293.2,13,16,-4,0,17,16,17,0,7.352,-1,295.2,20.3,,,,,-2.0,2
Pb4e1522182,22,25,49,27.0,293.2,,,,0,13,22,22,9,3.321,9,295.2,20.4,,,,,9.0,2
P9a02cf437c,30,28,45,15.0,293.2,18,19,-12,0,14,19,18,4,5.393,5,295.2,19.1,,,,,-4.0,2
Pd0eaa15469,37,29,41,4.0,99.6,25,,-12,0,39,25,36,-3,7.883,-14,295.2,21.0,,,,,-7.5,2
Pdaafce7eb6,61,85,101,40.0,33.6,58,,-3,0,64,88,56,-8,1.155,24,8.3,22.4,,,,,-5.5,2
P3cfad83e39,35,27,33,-2.0,293.2,34,26,-1,0,26,24,21,-5,3.76,-2,295.2,21.6,,,,,-3.0,2
P128f74a48f,28,22,27,-1.0,293.2,28,28,0,0,30,35,28,-2,1.749,5,209.9,20.3,,,,,-1.0,2
P1c43036b93,24,21,13,-11.0,293.2,23,21,-1,0,19,18,20,1,7.673,-1,216.2,19.3,,,,,0.0,2
P5849f19551,34,34,66,32.0,102.1,35,33,1,0,48,44,44,-4,4.155,-4,295.2,20.1,,,,,-1.5,2
P1b292d5147,16,23,16,0.0,293.2,19,20,3,0,22,21,24,2,5.814,-1,295.2,21.4,,,,,2.5,2
P4a125216bc,27,37,34,7.0,293.2,33,35,6,0,31,49,33,2,2.221,18,295.2,20.9,,,,,4.0,2
Pf634b73f97,48,74,101,53.0,47.9,50,,2,0,27,38,26,-1,11.073,11,209.9,22.6,,,,,0.5,2
Pa779a7b0cf,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P2e8c779b09,38,36,59,21.0,206.1,,36,,0,43,53,35,-8,1.581,10,33.2,23.5,,,,,-8.0,2
Pe7f5f31a46,31,42,101,70.0,47.9,31,42,0,0,34,45,46,12,2.489,11,33.2,21.6,,,,,6.0,2
Pf38454d2db,86,101,101,17.0,293.2,,,,0,62,69,,,,7,,22.1,,,,,,2
P944090784f,64,88,101,37.0,47.9,46,60,-18,0,59,65,45,-14,7.506,6,8.3,21.7,,,,,-16.0,2
Pea73008ab4,49,56,101,52.0,33.6,49,49,0,0,58,98,53,-5,5.727,40,14.0,22.4,,,,,-2.5,2
P6c859977a5,46,45,101,55.0,47.9,42,40,-4,0,53,58,50,-3,3.728,5,295.2,22.9,,,,,-3.5,2
P0ba0d4e186,51,57,85,34.0,293.2,54,47,3,0,44,47,42,-2,8.262,3,295.2,20.6,,,,,0.5,2
P831df49905,26,26,30,4.0,293.2,32,32,6,0,41,39,49,8,11.057,-2,295.2,22.0,,,,,7.0,2
Pf21d262b1c,40,48,64,24.0,293.2,45,38,5,0,45,34,39,-6,11.002,-11,295.2,19.7,,,,,-0.5,2
Ped46c6be82,53,75,67,14.0,293.2,,,,0,76,84,,,6.238,8,295.2,22.3,,,,,,2
Peda2227014,71,70,98,27.0,293.2,,59,,0,75,60,,,10.534,-15,295.2,20.6,,,,,,2
P6f3f385e9b,81,84,,20.0,33.6,,,,0,54,59,,,1.808,5,295.2,22.3,,,,,,2
P7570f82c10,60,54,,41.0,293.2,,,,0,,,,,,,,,,,,,,1
P4ba2b4830d,43,,,58.0,4.0,43,54,0,0,,,,,,,,,,,,,0.0,1
Pe00e8a81b3,73,79,,28.0,47.9,,,,0,57,61,,,,4,,23.2,,,,,,2
Pa24dadc449,36,39,37,1.0,293.2,39,34,3,0,42,27,40,-2,14.475,-15,295.2,19.5,,,,,0.5,2
P84b2e1b413,33,35,35,2.0,293.2,37,31,4,0,25,23,41,16,7.945,-2,209.9,19.7,,,,,10.0,2
P98102db2bd,,,,,,,,,,94,,,,,,295.2,22.4,,,,,,1
Pa48064fa8c,47,46,71,24.0,293.2,52,50,5,0,91,78,,,2.944,-13,295.2,20.9,,,,,5.0,2
P9cedd79bd8,76,80,,25.0,293.2,,,,0,63,52,,,8.687,-11,295.2,20.4,,,,,,2
P83f630794b,42,41,,59.0,47.9,47,41,5,0,46,42,43,-3,3.604,-4,179.3,21.7,,,,,1.0,2
P9e418f4c91,57,82,,44.0,206.1,57,56,0,0,32,55,47,15,4.577,23,295.2,21.2,,,,,7.5,2
P0c888043b8,68,67,,33.0,47.9,,,,0,40,36,,,3.899,-4,33.2,21.4,,,,,,2
Pcfe0d93659,39,38,39,0.0,293.2,40,37,1,0,50,50,48,-2,2.186,0,33.2,22.3,,,,,-0.5,2
Pd3473cff83,62,63,79,17.0,293.2,56,46,-6,0,29,30,37,8,9.903,1,167.6,21.4,,,,,1.0,2
Pfd690eb68d,32,32,51,19.0,293.2,41,39,9,0,82,94,,,,12,,22.6,,,,,9.0,2
P7b91fe948e,91,94,,10.0,47.9,,,,0,,,,,,,,,,,,,,1
Pb88d2f0541,72,66,,29.0,47.9,,58,,0,60,48,55,-5,3.153,-12,33.2,21.9,,,,,-5.0,2
P2c58b86e78,52,44,73,21.0,170.1,53,52,1,0,56,71,54,-2,2.994,15,14.0,20.8,,,,,-0.5,2
P0fde3dedb2,1,1,1,0.0,244.2,1,1,0,0,2,2,1,-1,0.624,0,636.0,19.9,,,,,-0.5,2
P117a6c6fb1,2,2,2,0.0,244.2,2,2,0,0,1,1,2,1,3.765,0,636.0,18.8,,,,,0.5,2
P8a2a3c7c07,3,7,3,-3.0,244.2,9,7,6,0,5,5,8,3,2.136,0,636.0,19.6,,,,,4.5,2
P53f786523f,6,4,4,0.0,244.2,4,3,-2,0,3,3,7,4,3.371,0,636.0,18.6,,,,,1.0,2
P9155961dd2,4,6,6,0.0,244.2,3,4,-1,0,4,4,3,-1,2.83,0,426.3,22.2,,,,,-1.0,2
P4ec4ee54f1,5,3,5,1.0,244.2,5,6,0,0,8,7,5,-3,17.107,-1,636.0,22.5,,,,,-1.5,2
Pf9ebd1b271,8,5,7,1.0,244.2,6,5,-2,0,7,6,6,-1,4.518,-1,426.3,19.3,,,,,-1.5,2
P47380ec945,7,19,30,26.0,128.7,7,15,0,0,6,11,4,-2,5.0,5,102.7,18.9,,,,,-1.0,2
P88f4dbf943,15,9,9,-8.0,244.2,13,8,-2,0,9,8,9,0,1.338,-1,531.1,20.6,,,,,-1.0,2
P4b59f5fe56,25,31,101,75.0,43.4,36,29,11,0,41,40,10,-31,12.104,-1,483.8,19.3,,,,,-10.0,2
P620501ed0d,9,8,12,3.0,244.2,8,9,-1,0,18,17,11,-7,4.242,-1,636.0,20.1,,,,,-4.0,2
Pc5a8d9d1d6,32,24,33,3.0,244.2,,25,,0,19,18,21,2,10.204,-1,426.3,21.8,,,,,2.0,2
Paca468f5b5,51,92,101,30.0,244.2,,,,0,50,50,22,-28,16.44,0,636.0,19.0,,,,,-28.0,2
P88064c1c05,20,16,16,-1.0,191.3,18,14,-2,0,25,12,14,-11,10.21,-13,257.9,22.6,,,,,-6.5,2
P7222e0f90b,28,48,28,-18.0,205.9,19,33,-9,0,15,26,18,3,12.197,11,257.9,20.7,,,,,-3.0,2
Pd7c989b67a,27,18,27,-2.0,244.2,29,,2,0,32,34,32,0,11.57,2,318.9,20.5,,,,,1.0,2
Pf93789f1b5,31,39,47,8.0,191.3,26,20,-5,0,14,15,23,9,2.356,1,197.1,20.2,,,,,2.0,2
P9264b6e63a,18,21,19,1.0,244.2,14,10,-4,0,13,13,19,6,2.105,0,636.0,19.4,,,,,1.0,2
P4a1b07df85,21,12,17,-8.0,166.4,12,16,-9,0,23,24,12,-11,2.555,1,102.7,19.5,,,,,-10.0,2
P55d1c5e102,17,17,29,3.0,244.2,32,28,15,0,46,46,50,4,11.814,0,426.3,21.8,,,,,9.5,2
Pddcf4609af,30,29,101,68.0,244.2,24,31,-6,0,27,29,29,2,7.658,2,474.0,21.9,,,,,-2.0,2
P6f92e02de4,19,25,34,19.0,191.3,17,26,-2,0,35,37,17,-18,10.0,2,32.3,20.4,,,,,-10.0,2
P1a32cd4176,33,62,74,38.0,191.3,28,34,-5,0,22,23,26,4,1.616,1,102.7,19.4,,,,,-0.5,2
Pcb0e772806,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pbfe4edf289,14,14,13,5.0,244.2,25,18,11,0,34,30,25,-9,6.498,-4,426.3,22.0,,,,,1.0,2
P07954fea73,10,10,22,7.0,244.2,22,11,12,0,20,21,28,8,3.75,1,531.1,18.9,,,,,10.0,2
P85fbcb1dce,34,40,41,12.0,191.3,38,43,4,0,52,54,43,-9,5.677,2,149.0,22.3,,,,,-2.5,2
Pd856e50561,16,13,10,-6.0,244.2,11,12,-5,0,10,9,15,5,4.979,-1,483.8,20.2,,,,,0.0,2
Pc1c99fe2be,11,11,11,1.0,191.3,20,17,9,0,30,32,20,-10,6.621,2,102.7,19.7,,,,,-0.5,2
P25bfc6427b,13,23,21,8.0,244.2,21,22,8,0,21,22,30,9,4.672,1,636.0,20.9,,,,,8.5,2
P9668122fb9,12,15,14,-2.0,191.3,10,13,-2,0,11,10,16,5,2.449,-1,117.5,19.5,,,,,1.5,2
P64adb31e4d,24,42,63,39.0,244.2,16,38,-8,0,16,20,27,11,2.378,4,117.5,19.2,,,,,1.5,2
Pd50459cb6d,23,22,32,13.0,244.2,27,24,4,0,24,25,31,7,10.128,1,636.0,19.7,,,,,5.5,2
P0edb7d3b99,43,36,43,4.0,244.2,47,32,4,0,28,19,35,7,12.586,-9,531.1,20.4,,,,,5.5,2
Pf5fb4e36b6,38,56,101,58.0,43.4,31,45,-7,0,42,41,45,3,3.5,-1,117.5,23.5,,,,,-2.0,2
Pe2eac4ddf4,89,99,101,15.0,140.4,,,,0,38,38,41,3,6.721,0,318.9,19.6,,,,,3.0,2
Pf20205fffb,22,38,101,79.0,43.4,35,35,13,0,29,31,42,13,4.382,2,72.2,20.6,,,,,13.0,2
Pfa4c05beee,36,33,20,-4.0,244.2,34,23,-2,0,31,33,33,2,9.569,2,636.0,19.3,,,,,0.0,2
Pb3a7a6f86b,26,20,15,-12.0,244.2,37,21,11,0,40,35,44,4,9.338,-5,197.1,19.8,,,,,7.5,2
Pf8b83ac1f0,47,68,101,32.0,43.4,42,56,-5,0,57,59,38,-19,10.376,2,531.1,21.3,,,,,-12.0,2
P9c2d575f48,48,53,48,-1.0,244.2,43,36,-5,0,36,28,36,0,6.635,-8,483.8,20.4,,,,,-2.5,2
Pa466887b08,37,34,35,-3.0,244.2,33,27,-4,0,17,16,24,7,4.839,-1,483.8,21.7,,,,,1.5,2
P8e900c2247,49,27,26,-22.0,244.2,59,39,10,0,43,42,49,6,5.672,-1,483.8,23.8,,,,,8.0,2
Pfd95ad31d4,74,88,99,29.0,244.2,,,,0,49,49,53,4,10.251,0,426.3,22.3,,,,,4.0,2
Pcf60b82b9d,79,73,84,2.0,140.4,51,59,-28,0,26,43,34,8,7.398,17,318.9,22.3,,,,,-10.0,2
Pa307fde308,41,28,40,8.0,244.2,41,41,0,0,53,55,54,1,1.32,2,197.1,24.0,,,,,0.5,2
P521ea871d2,78,101,101,14.0,7.6,60,,-18,0,69,74,,,5.737,5,636.0,23.0,,,,,-18.0,2
Pd5a40a7ee0,45,52,60,18.0,105.9,46,42,1,0,45,45,48,3,3.101,0,102.7,21.2,,,,,2.0,2
Pd46f6361f5,40,41,37,0.0,205.9,40,44,0,0,62,64,58,-4,2.168,2,257.9,22.4,,,,,-2.0,2
P83cf60968a,61,58,56,3.0,244.2,53,49,-8,0,37,27,39,2,3.108,-10,483.8,20.9,,,,,-3.0,2
P9260f65add,42,75,58,13.0,105.9,52,52,10,0,56,58,57,1,4.751,2,162.6,21.2,,,,,5.5,2
P22b18d36a6,68,91,97,34.0,191.3,,,,0,64,66,,,7.324,2,474.0,22.7,,,,,,2
P3ea09a4d42,53,30,78,25.0,244.2,49,50,-4,0,79,88,,,,9,,20.8,,,,,-4.0,2
Pc72bfd628e,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P85b94bf602,59,49,25,-26.0,244.2,,57,,0,71,81,,,11.363,10,398.7,22.0,,,,,,2
P16f60c6002,72,80,68,-7.0,244.2,,,,0,60,62,59,-1,2.42,2,162.6,23.5,,,,,-1.0,2
Pce6ddda209,56,55,71,16.0,244.2,,58,,0,78,92,,,6.503,14,636.0,23.2,,,,,,2
P55f0d03e7b,35,35,42,7.0,244.2,44,37,9,0,48,48,52,4,6.397,0,426.3,23.5,,,,,6.5,2
Pa7cb2c7354,46,47,53,7.0,244.2,56,46,10,0,47,47,51,4,7.053,0,531.1,21.7,,,,,7.0,2
Pa8fc4b7ad7,75,66,59,-23.0,244.2,54,,-21,0,59,61,,,2.973,2,149.0,23.1,,,,,-21.0,2
P251ed0e7a3,55,60,81,31.0,244.2,50,,-5,0,73,86,,,5.657,13,483.8,21.4,,,,,-5.0,2
Pe40a7b9665,69,,100,37.0,244.2,,,,0,75,89,,,3.934,14,474.0,23.6,,,,,,2
P5f3e1d9a7e,80,96,,28.0,43.4,,,,0,63,65,,,2.944,2,531.1,23.1,,,,,,2
P09fcc624c4,73,76,79,10.0,191.3,,,,0,77,91,,,6.949,14,531.1,22.7,,,,,,2
Pd7225b3a0b,83,65,69,-9.0,244.2,,,,0,80,77,,,8.07,-3,257.9,21.6,,,,,,2
Pc01c642a9f,70,46,45,-23.0,244.2,,,,0,67,69,,,5.661,2,636.0,21.9,,,,,,2
Pbd6175d1ad,65,50,66,9.0,205.9,,,,0,58,60,46,-12,5.407,2,636.0,23.1,,,,,-12.0,2
P6bc657fff3,91,,,12.0,244.2,,,,0,82,94,,,,12,398.7,23.4,,,,,,2
Pa78dfd4260,,,,,,,,,,81,,,,,,,23.9,,,,,,1
P6f658be6bb,,,,,,,,,,,,,,7.616,,636.0,,,,,,,0
Pc9bdc2e95f,63,70,,41.0,43.4,,,,0,70,78,,,,8,,19.3,,,,,,2
Pc00908f11e,,,,,,,,,,83,95,,,1.915,12,483.8,22.3,,,,,,1
Pd7d10f6f4c,54,64,51,-12.0,244.2,,60,,0,87,93,,,4.57,6,474.0,23.0,,,,,,2
Pdb13b813cd,97,,,2.0,7.6,,,,0,66,99,,,,33,,21.5,,,,,,2
P7c761dbe92,66,59,,37.0,43.4,,,,0,,,,,,,636.0,,,,,,,1
P401c3c358c,99,,,0.0,0.9,,,,0,,,,,,,,,,,,,,1
P2a21698f4f,,,,,,,,,,90,,,,,,,23.4,,,,,,1
Pb3e495f583,60,86,93,49.0,140.4,,,,0,94,,,,,,,22.4,,,,,,2
Pfff80834af,,,,,,,,,,93,,,,4.359,,426.3,22.7,,,,,,1
P8935abbbb4,71,95,,23.0,244.2,,,,0,44,44,47,3,3.101,0,102.7,22.2,,,,,3.0,2
P5605a2fa7e,84,,,22.0,128.7,,,,0,,,,,,,,,,,,,,1
Pfd99951c4d,96,,,0.0,0.9,,,,0,91,,,,,,,22.8,,,,,,2
P25e61f80f8,2,1,1,-1.0,348.1,1,1,-1,0,1,1,1,0,2.259,0,604.8,,,,,,-0.5,2
P6e7d02b021,3,2,3,-1.0,348.1,3,2,0,0,2,2,2,0,5.871,0,312.8,,,,,,0.0,2
P8a2034c01d,6,7,11,1.0,348.1,5,5,-1,0,4,4,3,-1,1.445,0,604.8,,,,,,-1.0,2
Pe56ae9c7aa,1,3,6,2.0,348.1,2,3,1,0,3,3,4,1,0.721,0,604.8,,,,,,1.0,2
P6f43cf2ee3,4,4,7,5.0,348.1,4,4,0,0,5,5,5,0,3.144,0,604.8,,,,,,0.0,2
Pe3864f9800,5,5,5,-4.0,348.1,6,6,1,0,9,9,6,-3,2.552,0,604.8,,,,,,-1.0,2
Pf62abcdcde,11,11,10,0.0,335.4,9,10,-2,0,8,8,7,-1,6.33,0,604.8,,,,,,-1.5,2
P46cfb45fde,8,10,4,1.0,348.1,12,9,4,0,10,10,8,-2,2.732,0,604.8,,,,,,1.0,2
Pbe6ed6fd51,7,6,2,0.0,348.1,7,7,0,0,7,7,9,2,2.899,0,604.8,,,,,,1.0,2
Pe6fe5c747b,10,8,8,-1.0,348.1,11,11,1,0,17,12,10,-7,1.113,-5,65.2,,,,,,-3.0,2
P4a000d48b0,9,9,9,-2.0,348.1,8,8,-1,0,6,6,13,7,6.124,0,604.8,,,,,,3.0,2
P71b16faf7a,12,25,20,5.0,348.1,17,14,5,0,13,16,12,-1,5.798,3,114.1,,,,,,2.0,2
Pdb3bcb3fc8,13,23,64,42.0,348.1,26,18,13,0,11,11,11,0,4.905,0,114.1,,,,,,6.5,2
Pf18fe42b62,15,17,16,-1.0,348.1,19,20,4,0,34,38,17,-17,8.79,4,262.3,,,,,,-6.5,2
P24e5e8b7dc,24,22,24,-9.0,348.1,27,15,3,0,16,13,14,-2,13.55,-3,476.8,,,,,,0.5,2
P2c3a1eb46b,19,20,19,2.0,144.8,15,19,-4,0,28,21,19,-9,2.003,-7,114.1,,,,,,-6.5,2
P459acdec33,27,35,90,40.0,144.8,,35,,0,23,29,18,-5,3.237,6,65.2,,,,,,-5.0,2
Pcc7ddb9ab9,16,13,13,-2.0,144.8,13,13,-3,0,36,26,20,-16,1.269,-10,114.1,,,,,,-9.5,2
P49d50fc2b5,14,19,39,14.0,144.8,14,16,0,0,12,20,15,3,1.333,8,114.1,,,,,,1.5,2
P3e0fd9667f,21,14,12,-20.0,348.1,20,17,-1,0,26,34,26,0,10.235,8,604.8,,,,,,-0.5,2
P54d4de841c,20,15,23,-2.0,348.1,18,,-2,0,24,22,29,5,4.019,-2,604.8,,,,,,1.5,2
P0af0ac79ae,18,12,18,-4.0,348.1,10,12,-8,0,18,17,16,-2,2.693,-1,423.4,,,,,,-5.0,2
P1e22570fac,36,45,101,8.0,348.1,28,23,-8,0,14,14,23,9,3.302,0,443.7,,,,,,0.5,2
P63f00af37c,33,24,27,-13.0,348.1,21,25,-12,0,22,24,24,2,4.1,2,526.7,,,,,,-5.0,2
Pe5fb05fea3,46,40,101,40.0,46.4,,39,,0,21,30,21,0,15.464,9,443.7,,,,,,0.0,2
P204a101867,29,38,65,30.0,144.8,29,31,0,0,27,35,32,5,6.469,8,476.8,,,,,,2.5,2
P032d23c9d9,17,16,67,14.0,348.1,,24,,0,43,44,28,-15,6.99,1,476.8,,,,,,-15.0,2
P2e6be7d23b,31,46,35,1.0,144.8,,38,,0,40,41,30,-10,4.827,1,41.3,,,,,,-10.0,2
Pa79b34cca8,42,51,101,19.0,36.1,,45,,0,25,32,27,2,7.868,7,55.9,,,,,,2.0,2
