pid,bb_nd_board_rank_final,bb_nd_board_rank_30d,bb_nd_board_rank_60d,bb_nd_board_change_60d,bb_nd_board_first_seen_days,bb_nd_mock_rank_final,bb_nd_crowd_mock_rank_final,bb_nd_fit_gap,bb_nd_unranked_board,bb_dx_board_rank_final,bb_dx_board_rank_30d,bb_dx_mock_pick_final,bb_dx_fit_gap,bb_dx_mock_volatility,bb_dx_board_momentum_30d,bb_dx_first_mock_lead_days,bb_dx_age_listed,bb_stepien_consensus_rank,bb_stepien_dispersion,bb_stepien_tier,bb_stepien_preseason_to_final_delta,bb_fit_gap_mean,bb_n_board_sources
P7feaaeffcb,,,,,,7,,,,,,,,,,,,,,,,,0
P0efa2b4f7d,,,,,,8,,,,,,,,,,,,,,,,,0
P3d283763c2,,,,,,16,,,,,,,,,,,,,,,,,0
P9dc8436179,,,,,,6,,,,,,,,,,,,,,,,,0
Pced63c164c,,,,,,12,,,,,,,,,,,,,,,,,0
P64b1bc7766,,,,,,11,,,,,,,,,,,,,,,,,0
P3c6c730bf2,,,,,,14,,,,,,,,,,,,,,,,,0
Pace4fe8116,,,,,,10,,,,,,,,,,,,,,,,,0
P539180f113,,,,,,26,,,,,,,,,,,,,,,,,0
P5e97ce9bc9,,,,,,22,,,,,,,,,,,,,,,,,0
P37455198a4,,,,,,24,,,,,,,,,,,,,,,,,0
P38d9dee28f,,,,,,18,,,,,,,,,,,,,,,,,0
P53313a94c2,,,,,,25,,,,,,,,,,,,,,,,,0
P5e60e1df8d,,,,,,27,,,,,,,,,,,,,,,,,0
Pc441e97a64,,,,,,23,,,,,,,,,,,,,,,,,0
P6294004747,,,,,,21,,,,,,,,,,,,,,,,,0
P3dd5c6b05b,,,,,,28,,,,,,,,,,,,,,,,,0
Pd8afdd28b5,,,,,,20,,,,,,,,,,,,,,,,,0
Pf4d331b9a5,,,,,,13,,,,,,,,,,,,,,,,,0
Pa59b169e09,,,,,,29,,,,,,,,,,,,,,,,,0
Pfb5ad97400,,,,,,2,,,,,,,,,,,,,,,,,0
Pec20f0f060,,,,,,3,,,,,,,,,,,,,,,,,0
Pd353deb783,,,,,,5,,,,,,,,,,,,,,,,,0
P5246294b22,,,,,,4,,,,,,,,,,,,,,,,,0
P6292223fd6,,,,,,11,,,,,,,,,,,,,,,,,0
P8abebd0da5,,,,,,6,,,,,,,,,,,,,,,,,0
Pcdb1e8afaa,,,,,,16,,,,,,,,,,,,,,,,,0
Pff029e3151,,,,,,7,,,,,,,,,,,,,,,,,0
P977a8945dd,,,,,,8,,,,,,,,,,,,,,,,,0
P5c0fad1503,,,,,,9,,,,,,,,,,,,,,,,,0
P679159f4f1,,,,,,15,,,,,,,,,,,,,,,,,0
P6e6444ed0f,,,,,,22,,,,,,,,,,,,,,,,,0
Pcca6045f01,,,,,,20,,,,,,,,,,,,,,,,,0
P67b7122a99,,,,,,29,,,,,,,,,,,,,,,,,0
P44f5111142,,,,,,13,,,,,,,,,,,,,,,,,0
P25c05d7b38,,,,,,17,,,,,,,,,,,,,,,,,0
P0d50e77b95,,,,,,18,,,,,,,,,,,,,,,,,0
Pc9a523c1e4,,,,,,25,,,,,,,,,,,,,,,,,0
P0b1f22f2d4,,,,,,12,,,,,,,,,,,,,,,,,0
Pe4a9ff24c9,,,,,,23,,,,,,,,,,,,,,,,,0
P0ad01302af,,,,,,30,,,,,,,,,,,,,,,,,0
Pe6c8b117c8,,,,,,33,,,,,,,,,,,,,,,,,0
P6547eb6540,,,,,,28,,,,,,,,,,,,,,,,,0
P1b3889c122,,,,,,26,,,,,,,,,,,,,,,,,0
P7aeaf13cc2,,,,,,35,,,,,,,,,,,,,,,,,0
P3dd4b68d3d,,,,,,27,,,,,,,,,,,,,,,,,0
P079efef655,,,,,,21,,,,,,,,,,,,,,,,,0
Pc02213b2fe,,,,,,36,,,,,,,,,,,,,,,,,0
Pffd0721d82,,,,,,24,,,,,,,,,,,,,,,,,0
P984d62c606,,,,,,55,,,,,,,,,,,,,,,,,0
Pbc201d669f,,,,,,34,,,,,,,,,,,,,,,,,0
P8eebd87e26,,,,,,31,,,,,,,,,,,,,,,,,0
Pcc92138fb2,,,,,,43,,,,,,,,,,,,,,,,,0
Pb3e080e381,,,,,,37,,,,,,,,,,,,,,,,,0
P20571734e6,,,,,,48,,,,,,,,,,,,,,,,,0
P46af6c0052,,,,,,50,,,,,,,,,,,,,,,,,0
P92a5884e77,,,,,,38,,,,,,,,,,,,,,,,,0
Pd2c0348ebe,,,,,,56,,,,,,,,,,,,,,,,,0
Pe4ea2d8948,,,,,,39,,,,,,,,,,,,,,,,,0
P868c4004ba,,,,,,46,,,,,,,,,,,,,,,,,0
P630cc033c0,,,,,,54,,,,,,,,,,,,,,,,,0
P3470a61a00,,,,,,2,,,,,,,,,,,,,,,,,0
P5afd5b991d,,,,,,3,,,,,,,,,,,,,,,,,0
P5e4491e5c3,,,,,,4,,,,,,,,,,,,,,,,,0
Pc047806c80,,,,,,5,,,,,,,,,,,,,,,,,0
Pf804162018,,,,,,6,,,,,,,,,,,,,,,,,0
P572a4194e6,,,,,,11,,,,,,,,,,,,,,,,,0
P42d0d6de9a,,,,,,8,,,,,,,,,,,,,,,,,0
Pcb4360a784,,,,,,9,,,,,,,,,,,,,,,,,0
Pff47b96114,,,,,,23,,,,,,,,,,,,,,,,,0
P2f15d5867f,,,,,,12,,,,,,,,,,,,,,,,,0
P8a3b7b6860,,,,,,19,,,,,,,,,,,,,,,,,0
P9f246cdbe1,,,,,,15,,,,,,,,,,,,,,,,,0
Pf4d4553b6f,,,,,,13,,,,,,,,,,,,,,,,,0
Pc295aab61a,,,,,,18,,,,,,,,,,,,,,,,,0
P471bec0288,,,,,,7,,,,,,,,,,,,,,,,,0
P81f3558def,,,,,,10,,,,,,,,,,,,,,,,,0
Pdd972253d5,,,,,,20,,,,,,,,,,,,,,,,,0
P959d20dcac,,,,,,32,,,,,,,,,,,,,,,,,0
P9cbbbfe0cc,,,,,,39,,,,,,,,,,,,,,,,,0
Pa4dad52ff4,,,,,,25,,,,,,,,,,,,,,,,,0
P311b5f6b41,,,,,,14,,,,,,,,,,,,,,,,,0
P6f59c256f3,,,,,,30,,,,,,,,,,,,,,,,,0
P5ea12f1777,,,,,,22,,,,,,,,,,,,,,,,,0
P17786d3599,,,,,,46,,,,,,,,,,,,,,,,,0
Pd11ab06c36,,,,,,40,,,,,,,,,,,,,,,,,0
P3e3a854ff5,,,,,,48,,,,,,,,,,,,,,,,,0
P8c537f5a4d,,,,,,29,,,,,,,,,,,,,,,,,0
Pe68742d859,,,,,,47,,,,,,,,,,,,,,,,,0
P13a7a5112c,,,,,,35,,,,,,,,,,,,,,,,,0
Pdb057d444b,,,,,,49,,,,,,,,,,,,,,,,,0
P690d8b352a,,,,,,56,,,,,,,,,,,,,,,,,0
P19de9513b3,,,,,,28,,,,,,,,,,,,,,,,,0
Pc6a39f466a,,,,,,33,,,,,,,,,,,,,,,,,0
Pd382320a3c,,,,,,41,,,,,,,,,,,,,,,,,0
Peb2d46202e,,,,,,43,,,,,,,,,,,,,,,,,0
P74b9613d69,,,,,,31,,,,,,,,,,,,,,,,,0
Pce1d0d3699,,,,,,16,,,,,,,,,,,,,,,,,0
P01bc9a886e,,,,,,21,,,,,,,,,,,,,,,,,0
P6b0e9b0b2a,,,,,,34,,,,,,,,,,,,,,,,,0
P11475d8eed,,,,,,27,,,,,,,,,,,,,,,,,0
Pf72d9be4b9,,,,,,53,,,,,,,,,,,,,,,,,0
Pdacd6ab94d,,,,,,44,,,,,,,,,,,,,,,,,0
P63a21fbef6,,,,,,24,,,,,,,,,,,,,,,,,0
P74b71b0d31,,,,,,26,,,,,,,,,,,,,,,,,0
P2b78092e41,,,,,,54,,,,,,,,,,,,,,,,,0
P1dfb3826fd,,,,,,52,,,,,,,,,,,,,,,,,0
P5b1d935a26,,,,,,59,,,,,,,,,,,,,,,,,0
Pd650e439a2,,,,,,45,,,,,,,,,,,,,,,,,0
P5104e01e75,,,,,,60,,,,,,,,,,,,,,,,,0
Pb945050559,,,,,,38,,,,,,,,,,,,,,,,,0
P8b388e1924,,,,,,50,,,,,,,,,,,,,,,,,0
P6c71d953b6,,,,,,42,,,,,,,,,,,,,,,,,0
P485a20a47a,,,,,,57,,,,,,,,,,,,,,,,,0
Pff1fab2e32,,,,,,4,,,,,,,,,,,,,,,,,0
P27f732ca1a,,,,,,3,,,,,,,,,,,,,,,,,0
P49164b4255,,,,,,2,,,,,,,,,,,,,,,,,0
P91b09695de,,,,,,14,,,,,,,,,,,,,,,,,0
Pa1953f4a95,,,,,,7,,,,,,,,,,,,,,,,,0
Pf919ba1bb3,,,,,,8,,,,,,,,,,,,,,,,,0
P4634e39421,,,,,,5,,,,,,,,,,,,,,,,,0
P4b8155700b,,,,,,10,,,,,,,,,,,,,,,,,0
P14d000eef5,,,,,,13,,,,,,,,,,,,,,,,,0
P4dc7399d2c,,,,,,17,,,,,,,,,,,,,,,,,0
P058ee51b71,,,,,,12,,,,,,,,,,,,,,,,,0
P54e5c21a96,,,,,,11,,,,,,,,,,,,,,,,,0
P78afb3722d,,,,,,6,,,,,,,,,,,,,,,,,0
Pe056071397,,,,,,24,,,,,,,,,,,,,,,,,0
Pe5c2b5692d,,,,,,30,,,,,,,,,,,,,,,,,0
P8b41334856,,,,,,18,,,,,,,,,,,,,,,,,0
P924fa678bb,,,,,,15,,,,,,,,,,,,,,,,,0
P842513fba1,,,,,,21,,,,,,,,,,,,,,,,,0
Pdb7c6b10a9,,,,,,22,,,,,,,,,,,,,,,,,0
P1bf2734620,,,,,,16,,,,,,,,,,,,,,,,,0
P117ae491b1,,,,,,26,,,,,,,,,,,,,,,,,0
Pac436e0a75,,,,,,29,,,,,,,,,,,,,,,,,0
P5713a8b541,,,,,,2,,,,,,,,,,,,,,,,,0
Pba0c961d37,,,,,,3,,,,,,,,,,,,,,,,,0
Pbcd324b348,,,,,,4,,,,,,,,,,,,,,,,,0
Pea4d2012e7,,,,,,6,,,,,,,,,,,,,,,,,0
P23d9f5804f,,,,,,5,,,,,,,,,,,,,,,,,0
P4a79922b86,,,,,,10,,,,,,,,,,,,,,,,,0
Pd35ff5934d,,,,,,8,,,,,,,,,,,,,,,,,0
Pad16010a79,,,,,,7,,,,,,,,,,,,,,,,,0
P12dc2a4dac,,,,,,12,,,,,,,,,,,,,,,,,0
P49b077589e,,,,,,11,,,,,,,,,,,,,,,,,0
P8bc7e2260e,,,,,,18,,,,,,,,,,,,,,,,,0
P25a045baff,,,,,,9,,,,,,,,,,,,,,,,,0
Pd84423f7e2,,,,,,14,,,,,,,,,,,,,,,,,0
P243742fc34,,,,,,17,,,,,,,,,,,,,,,,,0
Pdd125f24cc,,,,,,13,,,,,,,,,,,,,,,,,0
P61624e71c6,,,,,,30,,,,,,,,,,,,,,,,,0
Pc544b8efa0,,,,,,15,,,,,,,,,,,,,,,,,0
P2f5200d27c,,,,,,16,,,,,,,,,,,,,,,,,0
Pd6f3aa739f,,,,,,21,,,,,,,,,,,,,,,,,0
Pb70d7d0b57,,,,,,22,,,,,,,,,,,,,,,,,0
P41fad117db,,,,,,31,,,,,,,,,,,,,,,,,0
P473b24f6eb,,,,,,23,,,,,,,,,,,,,,,,,0
P42adf8ab25,,,,,,19,,,,,,,,,,,,,,,,,0
Pd9ad951135,,,,,,32,,,,,,,,,,,,,,,,,0
P168e9ad8d4,,,,,,33,,,,,,,,,,,,,,,,,0
P1311f2955b,,,,,,26,,,,,,,,,,,,,,,,,0
P6950e00d3b,,,,,,24,,,,,,,,,,,,,,,,,0
P6a22b03d03,,,,,,28,,,,,,,,,,,,,,,,,0
P56d107e80a,,,,,,42,,,,,,,,,,,,,,,,,0
P971be31864,,,,,,29,,,,,,,,,,,,,,,,,0
P40c501f5d6,,,,,,34,,,,,,,,,,,,,,,,,0
P7703cc27be,,,,,,44,,,,,,,,,,,,,,,,,0
P6525188e53,,,,,,47,,,,,,,,,,,,,,,,,0
P67d2056db6,,,,,,25,,,,,,,,,,,,,,,,,0
P8e68185705,,,,,,43,,,,,,,,,,,,,,,,,0
Pb380360b47,,,,,,54,,,,,,,,,,,,,,,,,0
Pcd53db286a,,,,,,20,,,,,,,,,,,,,,,,,0
Pcfbeb8a341,,,,,,52,,,,,,,,,,,,,,,,,0
P0f110bb83f,,,,,,53,,,,,,,,,,,,,,,,,0
P93e1b535ab,,,,,,27,,,,,,,,,,,,,,,,,0
Pd1415c96b7,,,,,,38,,,,,,,,,,,,,,,,,0
Pf5e2b9f7f1,,,,,,51,,,,,,,,,,,,,,,,,0
Pac5bd0e496,,,,,,45,,,,,,,,,,,,,,,,,0
Pcb5c1e8ac6,,,,,,56,,,,,,,,,,,,,,,,,0
P544e2d56ac,,,,,,40,,,,,,,,,,,,,,,,,0
Pa610141ccc,,,,,,49,,,,,,,,,,,,,,,,,0
P2d45174d7f,,,,,,,,,,,,1,,0.447,,196.9,,,,,,,0
P722aa856f7,,,,,,2,,,,,,2,,0.447,,196.9,,,,,,,0
P552ea773e2,,,,,,3,,,,,,3,,1.643,,196.9,,,,,,,0
P67ee7c4408,,,,,,11,,,,,,4,,,,48.2,,,,,,,0
Pdfe2a49906,,,,,,5,,,,,,5,,3.782,,196.9,,,,,,,0
Peda84f3898,,,,,,10,,,,,,6,,2.074,,196.9,,,,,,,0
Pd43d378f42,,,,,,7,,,,,,7,,2.683,,196.9,,,,,,,0
P2e38e474e2,,,,,,8,,,,,,8,,,,48.2,,,,,,,0
P376f10f64c,,,,,,12,,,,,,12,,3.564,,196.9,,,,,,,0
Pab86c7dfaf,,,,,,9,,,,,,9,,4.637,,196.9,,,,,,,0
P5f07dfebd6,,,,,,4,,,,,,10,,3.464,,145.7,,,,,,,0
P4e0fbd7a78,,,,,,25,,,,,,14,,0.707,,78.0,,,,,,,0
Pf1e6555cfc,,,,,,22,,,,,,17,,2.881,,196.9,,,,,,,0
P7c81e9aca5,,,,,,6,,,,,,13,,0.0,,78.0,,,,,,,0
P7e5e28e6b3,,,,,,23,,,,,,15,,0.707,,78.0,,,,,,,0
Pdb3f441dab,,,,,,15,,,,,,28,,4.243,,78.0,,,,,,,0
P4afc5fb3f7,,,,,,18,,,,,,20,,7.12,,196.9,,,,,,,0
Pfcb4575061,,,,,,21,,,,,,19,,1.414,,78.0,,,,,,,0
Pffe825f9b7,,,,,,28,,,,,,30,,,,48.2,,,,,,,0
P3d1eff1bca,,,,,,29,,,,,,24,,,,48.2,,,,,,,0
P969f2b1c13,,,,,,26,,,,,,,,1.0,,196.9,,,,,,,0
Pd19bde5a19,,,,,,,,,,,,22,,2.881,,196.9,,,,,,,0
Pc3a5f10000,,,,,,19,,,,,,11,,4.967,,196.9,,,,,,,0
P0157d20b94,,,,,,24,,,,,,29,,1.414,,196.9,,,,,,,0
Pda7ff44e77,,,,,,17,,,,,,26,,5.505,,196.9,,,,,,,0
P4b0ccf34e0,,,,,,16,,,,,,16,,6.14,,196.9,,,,,,,0
Pab534e249b,,,,,,14,,,,,,18,,2.754,,156.4,,,,,,,0
P9f5758481a,,,,,,,,,,,,23,,,,,,,,,,,0
Pe67238da8c,,,,,,,,,,,,,,3.536,,196.9,,,,,,,0
P51f87bc5f4,,,,,,20,,,,,,27,,,,,,,,,,,0
P7c1c1e7eac,,,,,,13,,,,,,21,,1.414,,78.0,,,,,,,0
P2fe87c73a6,,,,,,27,,,,,,25,,1.871,,196.9,,,,,,,0
P6dfb5df5c6,,,,,,30,,,,,,,,0.0,,156.4,,,,,,,0
Pf14243ec5e,,,,,,,,,,,,,,0.577,,196.9,,,,,,,0
P16bd14d8e6,,,,,,,,,,,,,,0.707,,196.9,,,,,,,0
Pd2241d6e4b,,,,,,,,,,,,,,4.93,,196.9,,,,,,,0
Pb48635a7c4,,,,,,,,,,,,,,0.0,,196.9,,,,,,,0
P146ec7320a,1,1,1,0.0,187.7,1,1,0,0,1,1,1,0,0.483,0,412.2,19.0,,,,,0.0,2
P26f8dd510c,6,6,3,-3.0,187.7,2,2,-4,0,9,9,4,-5,1.969,0,412.2,21.0,,,,,-4.5,2
P2acc089d0e,3,3,2,-1.0,187.7,5,,2,0,3,3,2,-1,2.319,0,412.2,19.0,,,,,0.5,2
Pe2d0a4cddd,24,24,36,12.0,187.7,4,17,-20,0,26,26,15,-11,3.93,0,560.9,19.0,,,,,-15.5,2
P22c8154970,4,4,4,0.0,187.7,,14,,0,2,2,,,0.0,0,560.9,18.0,,,,,,2
P1738f63a26,13,13,53,40.0,187.7,6,19,-7,0,34,34,28,-6,3.162,0,182.6,20.0,,,,,-6.5,2
P7b8c6b66e0,12,12,15,3.0,187.7,,,,0,8,8,9,1,4.967,0,547.6,20.0,,,,,1.0,2
P3391f209f3,2,2,5,3.0,187.7,8,4,6,0,6,6,3,-3,7.394,0,412.2,21.0,,,,,1.5,2
Pad8e6fd6b0,5,5,31,26.0,187.7,10,6,5,0,18,18,20,2,6.124,0,560.9,19.0,,,,,3.5,2
P52f9046b71,7,7,6,-1.0,187.7,22,5,15,0,11,11,6,-5,1.603,0,560.9,19.0,,,,,5.0,2
P4417860ddd,29,29,42,13.0,187.7,12,22,-17,0,40,40,25,-15,3.573,0,547.6,21.0,,,,,-16.0,2
Pef77516e2b,10,10,8,-2.0,187.7,11,9,1,0,20,20,10,-10,2.726,0,560.9,21.0,,,,,-4.5,2
P4c4f563b8c,33,33,32,-1.0,187.7,16,18,-17,0,36,36,29,-7,3.604,0,412.2,23.0,,,,,-12.0,2
Pc430805a15,8,8,11,3.0,187.7,14,8,6,0,10,10,11,1,1.765,0,560.9,21.0,,,,,3.5,2
P7ef2b1cf05,49,49,50,1.0,187.7,30,38,-19,0,15,15,,,,0,,20.0,,,,,-19.0,2
P60425a0c89,18,18,39,21.0,187.7,9,20,-9,0,35,35,21,-14,4.95,0,412.2,21.0,,,,,-11.5,2
Pab257f8a15,30,30,37,7.0,187.7,20,27,-10,0,5,5,,,1.912,0,560.9,18.0,,,,,-10.0,2
P20418f8d52,23,23,29,6.0,187.7,21,13,-2,0,14,14,13,-1,2.028,0,242.1,21.0,,,,,-1.5,2
P0086aec335,17,17,7,-10.0,187.7,19,16,2,0,7,7,8,1,0.957,0,146.8,20.0,,,,,1.5,2
Pe79f6d1bdb,14,14,12,-2.0,187.7,17,12,3,0,33,33,27,-6,2.588,0,182.6,21.0,,,,,-1.5,2
P8afd917a6c,34,34,24,-10.0,187.7,42,26,8,0,27,27,23,-4,3.504,0,412.2,21.0,,,,,2.0,2
P2d06a24aee,45,45,65,20.0,187.7,34,47,-11,0,53,53,,,,0,412.2,20.0,,,,,-11.0,2
P7d7c4d5568,21,21,33,12.0,187.7,23,25,2,0,43,43,,,4.077,0,560.9,20.0,,,,,2.0,2
Pcb72b419f2,16,16,13,-3.0,187.7,15,11,-1,0,12,12,14,2,4.648,0,412.2,18.0,,,,,0.5,2
P57a6e7dc53,51,51,95,44.0,187.7,32,48,-19,0,70,70,,,,0,560.9,20.0,,,,,-19.0,2
P38fd19ed26,31,31,57,26.0,187.7,38,29,7,0,91,91,,,,0,,23.0,,,,,7.0,2
P117b8ca478,66,66,101,35.0,37.7,36,52,-30,0,,,,,,,,,,,,,-30.0,1
P6fd4123c4d,9,9,40,31.0,187.7,26,21,17,0,76,76,,,,0,,21.0,,,,,17.0,2
Pc99e2f6730,38,38,101,63.0,37.7,29,37,-9,0,,,,,,,,,,,,,-9.0,1
P2805efe438,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P4f7ec9f72f,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P57802757ed,46,46,66,20.0,104.6,31,39,-15,0,,,,,,,,,,,,,-15.0,1
P3326a2a68b,41,41,78,37.0,104.6,55,41,14,0,,,,,,,,,,,,,14.0,1
P977d8b209e,28,28,20,-8.0,187.7,27,24,-1,0,28,28,,,2.887,0,146.8,21.0,,,,,-1.0,2
Pc643573699,27,27,27,0.0,187.7,18,23,-9,0,39,39,,,2.677,0,560.9,23.0,,,,,-9.0,2
P5e4e4a8cf1,20,20,16,-4.0,187.7,13,15,-7,0,24,24,19,-5,0.756,0,190.9,19.0,,,,,-6.0,2
P16997d7184,72,72,101,29.0,37.7,50,56,-22,0,,,,,,,,,,,,,-22.0,1
P8514f39741,36,36,93,57.0,187.7,28,40,-8,0,62,62,,,,0,,21.0,,,,,-8.0,2
Pe7ad570728,22,22,44,22.0,187.7,33,35,11,0,51,51,,,,0,,21.0,,,,,11.0,2
Pa0dded8876,59,59,82,23.0,104.6,49,53,-10,0,,,,,,,,,,,,,-10.0,1
P917b0d4d70,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P56bb4beeed,32,32,76,44.0,155.5,39,30,7,0,60,60,,,,0,,21.0,,,,,7.0,2
P922c03ccad,11,11,19,8.0,187.7,25,10,14,0,22,22,24,2,4.466,0,242.1,21.0,,,,,8.0,2
Pb58f931dd3,54,54,63,9.0,187.7,24,51,-30,0,58,58,,,1.732,0,412.2,20.0,,,,,-30.0,2
P456fdc6328,55,55,86,31.0,104.6,47,43,-8,0,96,96,,,,0,412.2,21.0,,,,,-8.0,2
P5500e23cae,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P322900af3b,48,48,41,-7.0,187.7,,42,,0,71,71,,,,0,,22.0,,,,,,2
Pfd96fb33e5,81,81,100,19.0,187.7,56,60,-25,0,69,69,,,0.0,0,412.2,21.0,,,,,-25.0,2
P597d181897,93,93,101,8.0,37.7,,59,,0,,,,,,,,,,,,,,1
P1015da4297,19,19,23,4.0,187.7,37,28,18,0,41,41,,,0.837,0,242.1,20.0,,,,,18.0,2
P4b1ba6339f,87,87,101,14.0,37.7,,,,0,80,80,,,,0,242.1,24.0,,,,,,2
P37b821fb18,79,79,88,9.0,187.7,,,,0,,,,,,,,,,,,,,1
P4b68bd7095,62,62,85,23.0,104.6,58,57,-4,0,92,92,,,,0,,22.0,,,,,-4.0,2
P8d411cb20c,74,74,72,-2.0,187.7,,,,0,,,,,,,,,,,,,,1
P0846fd837c,83,83,,18.0,37.7,,,,0,,,,,,,,,,,,,,1
P74435b1e45,97,97,,4.0,37.7,,,,0,,,,,,,,,,,,,,1
Pfe669c03c3,,,,,,,,,,72,72,,,,0,,22.0,,,,,,1
Pcd4698d422,89,89,,12.0,187.7,,,,0,,,,,,,,,,,,,,1
Pd01ecb3669,1,1,1,0.0,345.3,1,1,0,0,1,1,1,0,0.429,0,668.5,19.0,,,,,0.0,2
Ped95bfcd7e,2,2,4,4.0,345.3,2,2,0,0,2,2,2,0,3.032,0,554.3,21.0,,,,,0.0,2
Pcc98298533,4,4,6,4.0,345.3,3,3,-1,0,3,3,3,0,1.438,0,668.5,18.0,,,,,-0.5,2
Peb88f22502,3,3,3,0.0,195.0,4,4,1,0,6,8,4,-2,1.586,2,136.3,22.0,,,,,-0.5,2
Pb3be83363c,6,6,14,16.0,345.3,5,5,-1,0,4,4,6,2,5.449,0,332.0,19.0,,,,,0.5,2
P97ae54051b,18,18,42,48.0,154.5,,14,,0,13,9,10,-3,2.021,-4,136.3,23.0,,,,,-3.0,2
Pc58bcc8049,5,5,13,16.0,345.3,7,,2,0,9,13,5,-4,4.146,4,668.5,20.0,,,,,-1.0,2
P297adbbd5f,7,7,7,0.0,345.3,8,7,1,0,5,5,7,2,1.494,0,668.5,19.0,,,,,1.5,2
P1402e898dc,21,21,62,82.0,195.0,14,16,-7,0,26,23,8,-18,5.578,-3,136.3,20.0,,,,,-12.5,2
P7f86ce09cc,11,11,27,32.0,345.3,12,11,1,0,10,27,12,2,3.353,17,136.3,20.0,,,,,1.5,2
P7e584efe40,12,12,15,6.0,345.3,13,8,1,0,8,6,14,6,8.386,-2,668.5,21.0,,,,,3.5,2
P10d0b75bed,15,15,8,-14.0,345.3,15,12,0,0,12,12,11,-1,3.351,0,332.0,19.0,,,,,-0.5,2
P8fac339738,13,13,10,-6.0,345.3,9,9,-4,0,11,7,9,-2,2.75,-4,668.5,21.0,,,,,-3.0,2
P3f25ee2633,10,10,9,-2.0,345.3,11,10,1,0,7,10,13,6,1.166,3,332.0,21.0,,,,,3.5,2
P502aba077e,19,19,12,-14.0,345.3,16,20,-3,0,23,19,16,-7,2.41,-4,332.0,21.0,,,,,-5.0,2
P6f36cd1fed,22,22,28,12.0,345.3,10,13,-12,0,15,39,15,0,5.115,24,481.1,20.0,,,,,-6.0,2
P440f6cc00f,37,37,71,68.0,345.3,22,35,-15,0,19,25,22,3,0.957,6,51.4,20.0,,,,,-6.0,2
P0d0da4d2bc,33,33,26,-14.0,195.0,,,,0,32,30,18,-14,3.162,-2,67.4,19.0,,,,,-14.0,2
P871b04878c,14,14,11,-6.0,345.3,19,17,5,0,25,31,17,-8,5.483,6,332.0,19.0,,,,,-1.5,2
Pb46ac34cd7,17,17,31,28.0,345.3,23,18,6,0,24,21,30,6,5.543,-3,668.5,21.0,,,,,6.0,2
P54e531f2ec,31,31,19,-24.0,345.3,21,29,-10,0,47,48,,,8.408,1,523.0,22.0,,,,,-10.0,2
Pd646388a2b,25,25,53,56.0,345.3,20,25,-5,0,17,28,25,8,1.379,11,136.3,20.0,,,,,1.5,2
P780225999f,41,41,34,-14.0,345.3,45,38,4,0,36,51,,,1.225,15,523.0,22.0,,,,,4.0,2
P38bff88a77,23,23,17,-12.0,345.3,17,22,-6,0,16,15,20,4,4.324,-1,136.3,22.0,,,,,-1.0,2
Pa56ca2c36c,26,26,39,26.0,345.3,29,28,3,0,20,22,24,4,0.0,2,6.5,21.0,,,,,3.5,2
Pdc16ca4e2e,36,36,76,80.0,195.0,35,31,-1,0,29,26,29,0,3.656,-3,136.3,22.0,,,,,-0.5,2
P2c1e066057,40,40,101,122.0,35.8,28,36,-12,0,44,45,27,-17,,1,2.5,21.0,,,,,-14.5,2
P4793f789c0,39,39,75,72.0,195.0,30,37,-9,0,54,56,28,-26,0.0,2,6.5,23.0,,,,,-17.5,2
P4d2f3d5dbd,20,20,57,74.0,345.3,32,19,12,0,14,11,21,7,5.314,-3,79.7,19.0,,,,,9.5,2
P7072c546bd,63,63,83,40.0,345.3,46,53,-17,0,53,69,,,,16,,23.0,,,,,-17.0,2
Pabb4255b19,47,47,101,108.0,35.8,26,,-21,0,58,58,26,-32,0.0,0,6.5,20.0,,,,,-26.5,2
P581e368d46,67,67,29,-76.0,345.3,,52,,0,50,50,,,,0,,22.0,,,,,,2
P830611c613,8,8,2,-12.0,154.5,24,15,16,0,22,18,23,1,3.945,-4,115.3,21.0,,,,,8.5,2
P815e63680a,16,16,21,10.0,154.5,37,26,21,0,45,46,,,,1,6.5,21.0,,,,,21.0,2
Pe97fa79993,29,29,99,140.0,345.3,44,41,15,0,69,71,,,,2,,22.0,,,,,15.0,2
P24b8a1c556,27,27,55,56.0,345.3,27,27,0,0,41,41,,,,0,332.0,20.0,,,,,0.0,2
P96ac6f0cd3,52,52,89,74.0,154.5,38,44,-14,0,46,47,,,,1,,22.0,,,,,-14.0,2
P7a82e40751,83,83,101,36.0,35.8,,,,0,85,92,,,,7,,23.0,,,,,,2
P27a3420564,98,98,101,6.0,35.8,,,,0,81,,,,,,,21.0,,,,,,2
P0aa146e53e,34,34,66,64.0,195.0,36,32,2,0,74,78,,,,4,,19.0,,,,,2.0,2
Pe03992058c,44,44,43,-2.0,345.3,52,40,8,0,42,42,,,8.202,0,668.5,22.0,,,,,8.0,2
Pbd2eb786d3,55,55,70,30.0,345.3,,57,,0,68,70,,,0.707,2,504.9,22.0,,,,,,2
P966e81614a,24,24,18,-12.0,345.3,25,23,1,0,30,29,,,9.316,-1,668.5,20.0,,,,,1.0,2
P433bbb1ab7,43,43,46,6.0,345.3,43,39,0,0,48,49,,,3.209,1,668.5,23.0,,,,,0.0,2
