pid,source,capture_ts,capture_url
P117b8ca478,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P6fd4123c4d,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pc99e2f6730,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P57802757ed,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P3326a2a68b,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P977d8b209e,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pc643573699,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P5e4e4a8cf1,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P16997d7184,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P8514f39741,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pe7ad570728,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pa0dded8876,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P56bb4beeed,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P922c03ccad,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pb58f931dd3,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P456fdc6328,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P322900af3b,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pfd96fb33e5,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P597d181897,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P1015da4297,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P4b1ba6339f,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P37b821fb18,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P4b68bd7095,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P8d411cb20c,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P0846fd837c,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
P74435b1e45,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pcd4698d422,nd_board_final,20090519045952,http://www.nbadraft.net:80/ranking/bigboard
Pd01ecb3669,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Ped95bfcd7e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pcc98298533,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Peb88f22502,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pb3be83363c,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P97ae54051b,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pc58bcc8049,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P297adbbd5f,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P1402e898dc,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P7f86ce09cc,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P7e584efe40,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P10d0b75bed,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P8fac339738,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P3f25ee2633,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P502aba077e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P6f36cd1fed,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P440f6cc00f,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P0d0da4d2bc,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P871b04878c,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pb46ac34cd7,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P54e531f2ec,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pd646388a2b,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P780225999f,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P38bff88a77,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pa56ca2c36c,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pdc16ca4e2e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P2c1e066057,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P4793f789c0,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P4d2f3d5dbd,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P7072c546bd,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pabb4255b19,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P581e368d46,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P830611c613,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P815e63680a,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pe97fa79993,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P24b8a1c556,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P96ac6f0cd3,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P7a82e40751,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P27a3420564,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P0aa146e53e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pe03992058c,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pbd2eb786d3,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P966e81614a,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P433bbb1ab7,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pe82bc0553e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P3d55371834,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P3daa0c9125,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pc62b6f4e46,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pec2bc35d4f,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pe6ceea2b5e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P6ff85cb7e1,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P19913201dd,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P4570803785,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P11d27a665c,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P9c4bb7f4c2,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pc781d37e72,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P809c73ddd0,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P0b3e754c0e,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pdcb8ac9b93,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
Pbd387aad50,nd_board_final,20100531043627,http://www.nbadraft.net:80/ranking/bigboard
P575f19a655,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pb035a35ee9,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P5969d3ea2a,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pc8dae45369,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pb5da2dd439,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P4ec69893f6,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P148aecdd52,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P4a7a8900d7,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P2e890c30d2,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P3ef4d7a55a,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pb0e43997bd,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P9e7b32dc92,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P2d49f5a403,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P268ca85d2e,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P22add316a5,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pbbfb6a2c4a,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P47e2698d94,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P701bdb09e4,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pce627023f0,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pce366ff1b3,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pa98bcc077b,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P0c700e1af1,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P31bc34ca23,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P9cc36d2c64,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pc5e44c9142,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pe1228b6b2c,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P53502448c1,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pd9bc466fd2,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P4d8e3ba87c,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P85135a294f,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P495da5b1cd,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P74ab2a2c37,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P69e13b90fc,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P43d78a0411,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P2e873db9ac,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P629d2ef8de,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P2c06075e55,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P749792a28d,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P3e5e9d6579,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P96af95e7fd,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pde91f9542b,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P2606a3d161,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P52af59d765,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P355f728583,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pd11fd10026,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P36b818b767,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pe6bde91a1f,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pc4acbf93e3,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pbb988d44ca,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Paef9538004,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P762dcd7f87,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P0736b54145,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P3d4bf642e0,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pe0ab16a2ed,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P7c4530d600,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P13a0e44cab,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P42d7cc83b1,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pbb710ba6e6,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
Pd30706ab20,nd_board_final,20110613162120,http://www.nbadraft.net:80/ranking/bigboard
P163aa00374,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P272afc1b90,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pa260a40e68,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P43f8251240,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pf849910cdc,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pf9e0178b31,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pb5ebcb5d6c,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pc3d030ae81,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P4e4e438f6e,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P2320c27578,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P3f927eeca6,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P4d2e34ba12,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pca1e2194fa,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P400aecdd2c,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P089ae8ca96,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P47044d9385,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pbc5d4fc393,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pcfae2f19b7,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pc2a67f2add,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pefaae49c8b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P83b3d780d7,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pa3f9e715ae,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P6d4d3ba13b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P31e884be2b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P52c65c114a,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P4bc4764e2a,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P8d6fb61ea0,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pd2430f6dfc,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P838aeb9cb6,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pc6c9992e46,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pb172e7dcfc,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pc0b16a51f2,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P86f7665380,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P0267b55e6b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pa548aa166c,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pf2c709b50b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pff7518dc75,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P41b1bb4705,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P319cf0c2e0,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P798e5b71ce,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pd9273beb4e,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P47e358160b,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P1ba89514b1,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P4b46fb5c89,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pc8a80657b3,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P337fb06bb7,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P404f9fdfb6,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Paa36360f59,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pbf890a872a,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P0dca4f55c4,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P8e2f7481af,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P2db62bcb6f,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P2cdeb4bf00,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P711641b36d,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P5ed74be24f,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pbe0e1f0064,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P093d3a11ad,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pded0fedf79,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
Pee7c22ed91,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P64210277c7,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P9fd176d178,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P91c52ea937,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P84b7d3abc9,nd_board_final,20120613215638,http://nbadraft.net:80/ranking/bigboard
P00193b3ed9,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pca1c024cab,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf7f191defd,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P84101ffd6c,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pde25a111c0,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P854bff0ae3,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P3ede0fa0b1,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P6a23d47737,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P6258e82584,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P3cb5a9e68b,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P398088f587,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P84dee8d837,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P1100d011d0,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P93a13b19c2,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P9702e35c0a,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P36f801ddc1,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P824176de50,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pdbcc4b2801,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P17a4a5cfae,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P31b4a243f7,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P24a562f4ba,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf825457ab4,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pccb83c9fcb,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P70aaa5fb09,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pb18185e9fe,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pa33d5803eb,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P8aa2e06ade,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pcad0645e5a,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P56b91ee390,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P467b7b3f59,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P5d0988f1e1,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P488064c36d,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf209014384,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P622332ff90,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pef94ae3f83,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf1323eea4d,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pfb1f867cde,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pd2b56a96a1,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pea46ee56c1,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P36eaf9779b,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P70fe638043,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pa9d4084dfb,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P15f2c20d7d,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pb10604e423,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P5f6276e4dd,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P45b94f1aab,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pa0a2c9503f,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P5e50445e82,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P58c3f134a2,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pecca0a47dd,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P85abb7e5de,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P83fd4822e5,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf22b67943e,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P591a253b3e,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P1497c83aba,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P38145d33eb,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P8d3cc27d9f,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P2100fc35c8,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P73a117bd09,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P4c0b663d25,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P607c704c53,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
P93861fcc04,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pf1615243ab,nd_board_final,20130620141102,http://www.nbadraft.net:80/ranking/bigboard
Pdb1689c286,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P23f1ba707f,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P2171d2817b,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P11fb43c4ea,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
Pc9a1f10582,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P1044a073cf,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P1dca1ecf2b,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P12d1ca8d35,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P0a4bbd8b0a,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P7f1d080745,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
Pc7e0f691c6,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P3997afa4f2,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P96c6ba4e0f,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
P49827cf895,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
Pa9426d162d,nd_board_final,20140209011700,http://nbadraft.net/ranking/bigboard
