pid,dx_id,n_events,event_years,sources,age_src,capture_ts
Pfcb4575061,1197,1,2008,?,1,20171026023517
P3d1eff1bca,534,1,2007,?,1,20170718100052
P0157d20b94,1302,1,2008,?,1,20170704165251
Pda7ff44e77,537,1,2007,?,1,20170128164518
P0e7908a570,5067,1,2008,NBA Pre-Draft Camp,,20171026023517
P4b0ccf34e0,484,1,2008,?,1,20171026023517
Pab534e249b,1066,2,2007|2008,?|?,1,20170128164518|20171026023517
P41bc73e83b,74,1,2008,?,3,20171026023517
Pad8df3794d,456,1,2008,?,1,20170128164518
P7c1c1e7eac,1072,1,2008,?,1,20170718100052
P246009ab63,5033,1,2008,?,,20170721045213
P8482acfde2,330,1,2008,?,1,20170628063903
P1ca581fef0,448,2,2007|2008,NBA Pre-Draft Camp|?,1,20170128164518|20170609071858
Pc9371b494a,5177,2,2008|2008,?|NBA Pre-Draft Camp,1,20170128164518|20170609071858
P79f9e777a1,214,1,2008,?,1,20170128164518
P951f092ec6,5101,1,2008,?,1,20170128164518
Pb047bb4747,5211,1,2008,NBA Pre-Draft Camp,,20170609071858
P28594efa12,601,1,2008,?,1,20170718100052
P2bc925c307,219,2,2008|2008,NBA Pre-Draft Camp|?,1,20170128164518|20170609071858
P94bbcbe8b9,210,1,2008,?,,20170721045213
P267f5baf8e,1024,1,2007,?,,20170827210608
P103e95dd1f,20,1,2005,?,,20170128164518
Pc9bef9c2e0,1129,1,2007,?,,20170827210608
Pbbe7c2361f,1003,1,2008,?,3,20170128164518
Pc06b79b843,5024,2,2008|2008,?|?,,20170128164518
P8ff779ec76,1014,1,2008,?,3,20170128164518
Pfa9e39fc67,5492,1,2008,?,3,20170128164518
Pb00deeb55d,58,1,2008,?,3,20170628063903
P6e6a2db0d6,381,2,2007|2007,?|?,3,20170128164518|20170827210608
P3b02df9dfc,1279,2,2007|2007,?|?,,20170128164518|20170827210608
P4b40cf78ae,499,1,2008,?,3,20170612113813
Pd2241d6e4b,229,1,2008,?,3,20170625182327
Pb36450dd54,361,1,2008,?,,20170608002354
Pb48635a7c4,1011,1,2008,?,,20170128164518
P146ec7320a,1268,1,2009,?,1,20170703214529
P2acc089d0e,1241,1,2009,?,1,20170609020653
Pe2d0a4cddd,1110,1,2009,?,1,20170625232234
P1738f63a26,1245,2,2007|2009,?|?,1,20170128164518|20170609020653
P7b8c6b66e0,1170,1,2009,?,1,20170609020653
P3391f209f3,1222,1,2009,?,1,20170703214529
Pad8e6fd6b0,1319,1,2009,?,1,20170626123447
P4417860ddd,507,1,2009,?,1,20170609020653
Pef77516e2b,1042,2,2006|2009,?|?,3,20170128164518|20170609020653
P4c4f563b8c,288,1,2009,?,1,20170626123447
Pc430805a15,488,1,2009,?,1,20170703214529
P7ef2b1cf05,1316,1,2009,?,3,20170827210613
Pab257f8a15,1108,1,2009,?,1,20170603063233
P20418f8d52,485,3,2006|2008|2009,?|NBA Pre-Draft Camp|?,1,20170128164518|20171026023517
P0086aec335,5293,1,2009,?,1,20170827210613
Pe79f6d1bdb,1262,1,2009,?,1,20170827210613
P8afd917a6c,1149,1,2009,?,1,20170827210613
P7d7c4d5568,538,2,2007|2009,?|?,1,20170128164518|20170612113813
Pcb72b419f2,1107,1,2009,?,3,20170827210624
P57a6e7dc53,1298,2,2009|2009,?|?,,20170128164518|20170718102120
P38fd19ed26,1164,1,2009,?,1,20170718100052
P117b8ca478,5069,2,2009|2009,?|?,,20170128164518
P6fd4123c4d,482,3,2006|2008|2009,?|NBA Pre-Draft Camp|?,1,20170128164518|20171026023517
Pc99e2f6730,1231,1,2009,?,3,20170827210613
P57802757ed,5670,2,2009|2009,?|?,1,20170128164518|20170628062451
P3326a2a68b,5513,1,2009,?,1,20170704165251
P977d8b209e,1198,1,2009,?,3,20170128164518
Pc643573699,1012,1,2009,?,1,20170128164518
P5e4e4a8cf1,5049,1,2009,?,1,20170606053549
P16997d7184,1168,1,2009,?,1,20170128164518
P8514f39741,1403,1,2008,?,,20170128164518
Pe7ad570728,1203,1,2009,?,1,20170709230758
Pa0dded8876,5529,1,2009,?,1,20170819015616
P917b0d4d70,1132,1,2009,?,,20170628062451
P56bb4beeed,5311,1,2009,?,,20170128164518
P922c03ccad,502,1,2009,?,1,20170718102120
P456fdc6328,504,2,2008|2009,NBA Pre-Draft Camp|?,1,20170128164518|20170609071858
Pfd96fb33e5,5087,1,2009,?,,20170128164518
P597d181897,477,2,2008|2009,NBA Pre-Draft Camp|?,1,20170128164518|20170609071858
P4b1ba6339f,5065,1,2008,NBA Pre-Draft Camp,,20170609071858
P6aab967db9,5574,1,2006,?,,20170128164518
P6f23e4dd26,5701,1,2009,?,,20170128164518
P37b821fb18,1227,1,2009,?,3,20170128164518
P6d59a1d0fb,1232,2,2008|2008,?|?,,20170128164518|20170603063233
P1a8bbe3efe,5171,1,2008,?,,20170128164518
Peb1d9a0135,1010,1,2009,?,3,20170128164518
P4b68bd7095,5501,1,2009,?,3,20170128164518
P74435b1e45,1384,1,2009,?,,20170128164518
Pcd4698d422,487,1,2006,?,3,20170128164518
Pd01ecb3669,1339,1,2010,?,1,20170609020653
Ped95bfcd7e,1115,1,2010,?,1,20170626123447
Pcc98298533,1335,1,2010,?,1,20170703214529
Peb88f22502,1215,2,2009|2010,?|?,1,20170128164518|20170609020653
Pb3be83363c,1318,1,2010,?,1,20170703214529
P97ae54051b,1220,1,2010,?,1,20170703214529
Pc58bcc8049,1109,2,2009|2010,?|?,1,20170128164518|20170703214529
P297adbbd5f,1293,2,2009|2010,?|?,1,20170128164518|20170628113652
P1402e898dc,5514,1,2010,?,1,20170609020653
P7f86ce09cc,5688,1,2010,?,,20170626123447
P7e584efe40,1250,2,2009|2010,?|?,1,20170628113652|20170703214529
P10d0b75bed,1324,1,2010,?,1,20170625232234
P8fac339738,1354,1,2010,?,1,20170703214529
P3f25ee2633,1225,2,2007|2010,?|?,1,20170128164518|20170628113652
P502aba077e,5148,2,2009|2010,?|?,1,20170128164518|20170827210613
P6f36cd1fed,1340,1,2010,?,1,20170827210613
P0d0da4d2bc,5786,1,2010,?,1,20170827210613
P871b04878c,5285,2,2009|2010,?|?,1,20170128164518|20170924181959
Pb46ac34cd7,5106,1,2010,?,1,20170128164518
P54e531f2ec,1147,1,2010,?,3,20170711192145
P780225999f,1305,1,2010,?,1,20170128164518
P38bff88a77,1074,2,2009|2010,?|?,1,20170128164518
Pa56ca2c36c,5052,1,2010,?,1,20170924181959
P2c1e066057,5732,2,2009|2010,?|?,1,20170128164518|20170924181959
P4793f789c0,1133,2,2009|2010,?|?,1,20170128164518|20170612113813
P4d2f3d5dbd,5272,1,2010,?,1,20170827210628
P7072c546bd,5323,1,2010,?,1,20170704165251
P581e368d46,1182,1,2010,?,1,20170718100052
P830611c613,5660,1,2010,?,1,20170718100052
P815e63680a,5752,1,2010,?,,20170718102120
P24b8a1c556,5689,1,2010,?,,20170718102120
P96ac6f0cd3,5833,1,2010,?,1,20170128164518
P7a82e40751,5839,1,2010,?,1,20170128164518
P27a3420564,5803,1,2010,?,1,20170128164518
P0aa146e53e,1287,1,2010,?,1,20170711181703
Pe03992058c,1189,1,2010,?,1,20170718100052
P966e81614a,1112,2,2009|2010,?|?,1,20170128164518
P433bbb1ab7,5160,2,2009|2010,?|?,1,20170128164518|20170718100052
Pe82bc0553e,1269,2,2009|2010,?|?,1,20170128164518|20170711181703
P3d55371834,551,2,2007|2010,?|?,3,20170128164518|20170718100052
Pc62b6f4e46,5063,2,2009|2010,?|?,1,20170128164518
Pec2bc35d4f,5157,2,2009|2010,?|?,1,20170128164518
P6ff85cb7e1,233,1,2010,?,1,20170711181703
P220e9380db,163,2,2006|2007,?|?,,20170718120111|20170827210608
P13adb32b1d,5073,2,2008|2008,?|?,,20170128164518
Pdb8fb82c3b,5699,1,2009,?,,20170606053549
Pad180fa2f7,472,2,2007|2007,?|?,,20170128164518|20170612113813
P19913201dd,5838,1,2010,?,,20170128164518
Pb486223088,544,1,2007,?,,20170827210608
P4570803785,1120,2,2009|2010,?|?,3,20170128164518|20170613224311
Pebc69ca1f1,1086,1,2009,?,3,20170128164518
Pcdba4ddbae,6337,1,2009,?,,20170128164518
P9c4bb7f4c2,5047,2,2009|2010,?|?,,20170128164518|20170628063903
P06e60a886f,5034,1,2009,?,,20170128164518
P29b17f6d68,5802,2,2009|2010,?|?,,20170128164518
Pc781d37e72,5800,1,2010,?,,20170612113813
P0b3e754c0e,1286,1,2010,?,3,20170711181703
Pdcb8ac9b93,5248,1,2010,?,,20170718100052
P575f19a655,5735,2,2009|2011,?|?,1,20170128164518|20170703201610
Pb035a35ee9,5811,2,2010|2011,?|?,1,20170128164518|20170701133452
P5969d3ea2a,5168,2,2010|2011,?|?,1,20170128164518|20170701133452
Pc8dae45369,5226,1,2011,?,1,20170701133452
P4ec69893f6,1402,1,2008,?,1,20170625232234
P148aecdd52,5902,1,2011,?,1,20170701133452
P4a7a8900d7,5140,2,2009|2011,?|?,1,20170128164518|20170702144338
P2e890c30d2,5152,3,2010|2011|2011,?|?|?,1,20170128164518|20170702144338
P3ef4d7a55a,5810,2,2010|2011,?|?,1,20170128164518|20170701004655
Pb0e43997bd,5490,2,2010|2011,?|?,1,20170128164518|20170701004655
P9e7b32dc92,5819,2,2010|2011,?|?,1,20170128164518|20170701004655
P2d49f5a403,5179,1,2011,?,3,20170701133452
P268ca85d2e,5178,2,2010|2011,?|?,3,20170128164518|20170701133452
P22add316a5,5821,1,2011,?,1,20170701004655
Pbbfb6a2c4a,5828,1,2011,?,,20170701133452
P47e2698d94,5156,4,2009|2010|2011|2011,?|?|?|?,1,20170128164518|20170702144338|20170703230113
Pce627023f0,5740,2,2009|2011,?|?,1,20170128164518|20170703230113
Pce366ff1b3,1300,1,2008,?,1,20170721045213
Pa98bcc077b,1118,4,2007|2010|2011|2011,?|?|?|?,1,20170128164518|20170701004655
P0c700e1af1,5325,1,2011,?,1,20170701004655
Pc5e44c9142,6347,2,2009|2011,?|?,1,20170128164518|20170703230113
Pe1228b6b2c,1321,1,2011,?,1,20170701133452
Pd9bc466fd2,6234,2,2011|2011,?|?,,20170128164518|20170702144338
P4d8e3ba87c,5664,3,2009|2011|2011,?|?|?,3,20170128164518|20170701004655|20170711192145
P85135a294f,6315,2,2011|2011,?|?,1,20170703230113|20170819110608
P74ab2a2c37,6341,1,2011,?,,20170701133452
P69e13b90fc,1071,5,2007|2009|2010|2010|2011,?|?|?|?|?,1,20170128164518|20170701133452
P43d78a0411,5858,3,2010|2011|2011,?|?|?,,20170128164518|20170702144338
P2e873db9ac,5247,1,2011,?,1,20170703230113
P629d2ef8de,5864,1,2011,?,1,20170701133452
P2c06075e55,5254,2,2010|2011,?|?,1,20170128164518|20170701133452
P749792a28d,5050,2,2010|2011,?|?,1,20170128164518|20170701133452
P3e5e9d6579,1327,2,2010|2011,?|?,1,20170701133452|20170718100052
P96af95e7fd,5854,1,2011,?,1,20170701133452
Pde91f9542b,6343,1,2011,?,1,20170701004655
P52af59d765,1355,1,2011,?,3,20170701004655
P355f728583,6189,1,2011,?,1,20170701004655
P50ca99530f,6381,1,2011,?,1,20170701133452
Pd11fd10026,6340,2,2011|2011,?|?,,20170128164518|20170702144338
P36b818b767,5836,2,2010|2011,?|?,,20170128164518|20170702144338
Pe6bde91a1f,5712,2,2009|2011,?|?,1,20170128164518|20170701133452
Pc4acbf93e3,5682,2,2009|2011,?|?,1,20170128164518|20170702144338
P4f47ca7b5d,235,3,2006|2010|2011,?|?|?,3,20170128164518|20170718100052
P3ce7981258,5678,4,2009|2011|2011|2011,?|?|?|?,1,20170128164518|20170702144338|20170718102120
P07a1fb349e,6312,1,2010,?,3,20170128164518
P109788f4ba,5316,2,2009|2010,?|?,,20170128164518
P762dcd7f87,5684,3,2009|2010|2011,?|?|?,,20170128164518|20170701004655
P0736b54145,1411,4,2009|2010|2011|2011,?|?|?|?,3,20170128164518|20170701004655
P4e1bce542d,5841,1,2010,?,,20170608002354
Pe0ab16a2ed,6357,2,2011|2011,?|?,,20170128164518|20170701004655
P89d1117940,1153,1,2008,?,3,20170128164518
P7c4530d600,5055,3,2011|2011|2011,?|?|?,,20170128164518|20170701133452|20170711192145
P13a0e44cab,5817,3,2010|2011|2011,?|?|?,,20170128164518|20170701133452|20170711192145
P10819fb965,18101,1,2011,?,,20170701004655
P477dab5e0e,5813,1,2011,?,,20170701133452
P42d7cc83b1,5208,2,2009|2011,?|?,3,20170128164518|20170701004655
Pbb710ba6e6,5097,1,2011,?,3,20170701133452
P163aa00374,6236,3,2010|2011|2012,?|?|?,1,20170628113652|20170701133452|20170703120212
P272afc1b90,5707,3,2009|2011|2012,?|?|?,1,20170628113652|20170703230113|20170706113756
Pa260a40e68,5759,2,2011|2012,?|?,1,20170128164518|20170629084832
P43f8251240,5738,2,2009|2012,?|?,1,20170128164518|20170629084832
Pf849910cdc,5496,2,2011|2012,?|?,1,20170701133452|20170703120212
Pf9e0178b31,6152,1,2012,?,1,20170629084832
Pb5ebcb5d6c,5705,4,2009|2010|2011|2012,?|?|?|?,1,20170128164518|20170628113652|20170701133452|20170703120212
Pc3d030ae81,5747,2,2011|2012,?|?,1,20170703230113|20170706113756
P4e4e438f6e,5772,1,2012,?,1,20170703120212
P2320c27578,5743,3,2009|2011|2012,?|?|?,1,20170128164518|20170628062203
P3f927eeca6,5756,2,2009|2012,?|?,1,20170628113652|20170703120212
P4d2e34ba12,6380,1,2012,?,1,20170706113756
Pca1e2194fa,5095,3,2009|2011|2012,?|?|?,1,20170128164518|20170629084832
P400aecdd2c,5236,1,2012,?,1,20170703120212
P47044d9385,41371,1,2012,?,1,20170703120212
Pbc5d4fc393,5154,1,2012,?,1,20170703120212
Pcfae2f19b7,5708,3,2009|2011|2012,?|?|?,1,20170128164518|20170701133452|20170703120212
Pc2a67f2add,5518,1,2012,?,1,20170703120212
Pefaae49c8b,5719,1,2012,?,1,20170706113756
P83b3d780d7,5029,4,2009|2010|2011|2012,?|?|?|?,1,20170128164518|20170701133452|20170703120212|20170827210628
Pa3f9e715ae,5715,2,2009|2012,?|?,1,20170703120212|20170827210628
P6d4d3ba13b,5826,1,2012,?,1,20170629084832
P31e884be2b,6484,1,2012,?,,20170628062203
P52c65c114a,5250,2,2011|2012,?|?,1,20170703230113|20170706113756
P4bc4764e2a,5261,2,2011|2012,?|?,1,20170701133452|20170703120212
P8d6fb61ea0,5754,1,2012,?,1,20170703120212
Pd2430f6dfc,5713,2,2009|2012,?|?,3,20170128164518|20170703120212
Pc6c9992e46,5774,1,2012,?,1,20170703120212
Pb172e7dcfc,1351,2,2011|2012,?|?,3,20170703230113|20170706113756
Pc0b16a51f2,5280,5,2009|2010|2011|2012|2012,?|?|?|?|?,,20170128164518|20170701004655|20170706113756
P86f7665380,6515,1,2012,?,,20170703120212
P0267b55e6b,10084,2,2012|2012,?|?,,20170706113756|20170711192145
Pa548aa166c,5859,1,2012,?,1,20170706113756
Pf2c709b50b,6338,4,2011|2011|2012|2012,?|?|?|?,1,20170128164518|20170628062203|20170701004655|20170703230113
P41b1bb4705,5764,1,2012,?,1,20170703120212
P319cf0c2e0,6332,3,2011|2011|2012,?|?|?,1,20170128164518|20170703230113|20170706113756
P798e5b71ce,5737,2,2009|2012,?|?,1,20170128164518|20170706113756
Pd9273beb4e,5528,1,2012,?,1,20170629084832
P47e358160b,5213,3,2009|2011|2012,?|?|?,1,20170128164518|20170629084832|20170703230113
P1ba89514b1,6482,1,2012,?,1,20170703120212
P4b46fb5c89,5730,4,2011|2012|2012|2012,?|?|?|?,1,20170128164518|20170625182327|20170701004655|20170706113756
Pbfcceae701,19074,1,2012,?,,20170703120212
Pc8a80657b3,5260,2,2011|2012,?|?,1,20170703230113|20170706113756
P337fb06bb7,17023,2,2012|2012,?|?,,20170128164518|20170706113756
P404f9fdfb6,6147,2,2009|2012,?|?,1,20170128164518|20170703120212
Pbf890a872a,5837,2,2010|2012,?|?,1,20170128164518|20170706113756
P8e2f7481af,5533,2,2009|2012,?|?,1,20170128164518|20170703120212
P2db62bcb6f,6314,4,2011|2011|2012|2012,?|?|?|?,,20170128164518|20170629084832|20170718102120
P2cdeb4bf00,5143,1,2012,?,1,20170703120212
P711641b36d,5814,1,2012,?,1,20170703120212
P1edb3aa5e4,24047,1,2009,?,,20170613224311
P10bdb64d5d,1097,2,2008|2009,?|?,,20170128164518
P5ed74be24f,6485,1,2012,?,,20170706113756
Pae1e3e2903,5032,2,2008|2008,?|?,,20170128164518|20170628063903
P093d3a11ad,5256,3,2010|2011|2012,?|?|?,3,20170128164518|20170701004655|20170706113756
Pded0fedf79,7024,2,2012|2012,?|?,,20170629084832|20170711192145
Pfa75ae8d76,5775,2,2011|2011,?|?,,20170128164518|20170701004655
P64210277c7,5253,1,2009,?,3,20170128164518
P416dc6431a,6336,2,2011|2011,?|?,,20170128164518|20170701004655
Pf37ef86b30,1411,4,2009|2010|2011|2011,?|?|?|?,3,20170128164518|20170701004655
P8ea6b00194,5086,1,2009,?,,20170128164518
P9fd176d178,1326,2,2012|2012,?|?,3,20170128164518|20170703120212
Pd7b7b2dd0a,5716,1,2009,?,3,20170128164518
P2561e38a80,19632,1,2012,?,,20170706113756
P84b7d3abc9,1113,1,2012,?,3,20170703120212
Pfbbf8d1dd2,6519,1,2012,?,,20170629084832
P00193b3ed9,5866,3,2011|2011|2012,?|?|?,1,20170128164518|20170628062203|20170703230113
Pca1c024cab,6514,1,2013,?,1,20171127132321
Pf7f191defd,6528,2,2012|2013,?|?,1,20170628062203|20171125205154
P84101ffd6c,6241,3,2010|2010|2013,?|?|?,1,20170128164518|20170703214529|20171125205154
Pde25a111c0,6156,1,2013,?,1,20171130063509
P854bff0ae3,6455,3,2011|2012|2013,?|?|?,1,20170701133452|20170703120212|20171125205154
P3ede0fa0b1,6258,3,2010|2010|2013,?|?|?,1,20170128164518|20170924181959|20171127132321
P6a23d47737,6240,2,2010|2013,?|?,1,20170128164518|20171127035413
P6258e82584,36200,2,2012|2013,?|?,1,20170629084832|20171127135905
P398088f587,6262,3,2010|2010|2013,?|?|?,1,20170128164518|20170703201610|20171127035413
P84dee8d837,6301,1,2013,?,1,20171125205154
P1100d011d0,19790,1,2013,?,1,20171125205154
P93a13b19c2,6270,2,2012|2013,?|?,1,20170706113756|20171127035413
P9702e35c0a,5957,2,2011|2013,?|?,1,20170701133452|20171125205154
P36f801ddc1,40769,2,2010|2013,?|?,1,20170128164518|20171127135905
P824176de50,6118,1,2013,?,1,20170128164518
Pdbcc4b2801,18408,1,2013,?,1,20171127035413
P17a4a5cfae,6219,1,2013,?,1,20171125205154
P31b4a243f7,5231,3,2011|2012|2013,?|?|?,1,20170627042235|20170701133452|20171125205154
P24a562f4ba,5824,2,2012|2013,?|?,3,20170628062203|20171127035413
Pf825457ab4,6368,2,2012|2013,?|?,1,20170628062203|20171127035413
Pccb83c9fcb,5212,2,2009|2013,?|?,1,20170128164518|20171127035413
P70aaa5fb09,6505,2,2012|2013,?|?,1,20170628062203|20171127035413
Pb18185e9fe,5878,1,2013,?,1,20171125205154
Pa33d5803eb,6432,4,2009|2010|2012|2013,?|?|?|?,1,20170128164518|20170628062203|20171127132321
P8aa2e06ade,6316,2,2011|2013,?|?,1,20170702144338|20171127132321
Pcad0645e5a,6477,1,2013,?,1,20171127035413
P467b7b3f59,19622,1,2013,?,,20171127035413
P5d0988f1e1,18587,2,2012|2013,?|?,1,20170629084832|20171127135905
P488064c36d,19807,1,2013,?,3,20171127035413
Pf209014384,5718,4,2009|2011|2012|2013,?|?|?|?,1,20170128164518|20170629084832|20171127132321
P622332ff90,6480,2,2012|2013,?|?,1,20170629084832|20171127132321
Pef94ae3f83,5259,2,2012|2013,?|?,1,20170627042235|20171125205154
Pf1323eea4d,6276,2,2011|2013,?|?,3,20170701133452|20171125205154
Pfb1f867cde,17500,1,2013,?,1,20171127035413
Pd2b56a96a1,40592,2,2013|2013,?|?,1,20170128164518|20171127135905
Pea46ee56c1,6289,3,2010|2011|2013,?|?|?,1,20170128164518|20170703230113|20171127035413
P36eaf9779b,6520,1,2013,?,1,20171125205154
P70fe638043,16580,2,2012|2013,?|?,1,20170629084832|20171127132321
Pa9d4084dfb,5958,2,2011|2013,?|?,1,20170701004655|20171127132321
P15f2c20d7d,5242,2,2012|2013,?|?,3,20170627042235|20171125205154
Pb10604e423,5273,1,2013,?,3,20171125205154
P5f6276e4dd,41434,2,2013|2013,?|?,1,20170628063903|20171127035413
P45b94f1aab,5789,1,2013,?,1,20171127035413
Pa0a2c9503f,6304,1,2011,?,1,20170701133452
P5e50445e82,5282,1,2013,?,1,20171127135905
P74a501a7bb,1234,1,2009,?,,20170612113813
P310fe8e32c,5823,2,2011|2012,?|?,3,20170701133452|20170706113756
P58c3f134a2,6229,3,2009|2012|2013,?|?|?,3,20170128164518|20170628062203|20171125205154
P01a00a5983,20736,2,2012|2012,?|?,,20170128164518|20170629084832
Pecca0a47dd,6506,1,2013,?,,20171125205154
P83fd4822e5,17060,1,2013,?,,20171125205154
Pf22b67943e,5960,1,2013,?,3,20171127132321
P45450124ed,20446,1,2013,?,,20171127132321
P38145d33eb,1382,2,2012|2013,?|?,,20170628062203|20171125205154
P8d3cc27d9f,5499,1,2013,?,,20171127132321
P2100fc35c8,6522,2,2013|2013,?|?,,20170711181703|20171125205154
P33a3ea1e89,16601,1,2013,?,,20171127132321
Pbe299942e3,6476,1,2012,?,,20170629232905
Pcc25131c3d,1323,3,2010|2011|2011,?|?|?,3,20170128164518|20170701004655|20170711192145
P73a117bd09,17037,1,2013,?,,20171130063509
Pebbd613418,5829,1,2013,?,,20171127132321
P4c0b663d25,16281,1,2013,?,,20171125205154
P607c704c53,1290,3,2009|2012|2013,?|?|?,3,20170128164518|20170628062203|20171127035413
P93861fcc04,5818,2,2010|2013,?|?,3,20170128164518|20171127035413
Pf1615243ab,5693,4,2009|2010|2010|2013,?|?|?|?,3,20170128164518|20171127132321
Pb5f5bff7e1,6391,1,2013,?,,20171127132321
Pdb1689c286,6191,3,2011|2012|2013,?|?|?,1,20170128164518|20170628062203|20170703230113
P23f1ba707f,6299,5,2010|2011|2011|2013|2013,?|?|?|?|?,1,20170128164518|20170626123447|20170701133452
P2171d2817b,7225,1,2013,?,1,20171130063509
P11fb43c4ea,6458,4,2011|2013|2013|2014,?|?|?|?,1,20170128164518|20170703230113|20170704041255|20171127035413
Pc9a1f10582,36198,2,2013|2014,?|?,1,20170128164518|20170609020653
P1044a073cf,6284,2,2013|2014,?|?,1,20171109145657|20171127132321
P1dca1ecf2b,6294,4,2011|2012|2013|2014,?|?|?|?,1,20170128164518|20170627042235|20170701133452|20170704041255
P12d1ca8d35,7103,2,2010|2014,?|?,1,20170924181809|20170924181959
P0a4bbd8b0a,6471,5,2011|2012|2013|2013|2014,?|?|?|?|?,1,20170128164518|20170627042235|20170703230113|20170704041255|20171130063509
P7f1d080745,41413,2,2013|2014,?|?,1,20171109145657|20171127132321
Pc7e0f691c6,6504,2,2012|2014,?|?,1,20170626123447|20170628062203
P3997afa4f2,5706,1,2012,?,1,20170627042235
P96c6ba4e0f,7153,3,2012|2012|2014,?|?|?,1,20170128164518|20170629084832|20170924181809
P49827cf895,6436,4,2011|2011|2013|2014,?|?|?|?,1,20170128164518|20170626123447|20170701133452
Pa9426d162d,5286,2,2009|2014,?|?,1,20170128164518|20170704041255
Paf95fb158c,7118,1,2013,?,1,20171125205154
Pf7c7a85a9a,6462,3,2011|2012|2014,?|?|?,1,20170628062203|20170703230113|20170827210613
Pea7725adea,7144,2,2012|2014,?|?,1,20170629084832|20171109145657
P465ab55c02,6273,5,2010|2011|2012|2013|2014,?|?|?|?|?,1,20170128164518|20170629084832|20170703230113|20170924181809
Pccdaab2014,6431,3,2011|2012|2013,?|?|?,1,20170128164518|20170701133452|20170703120212
Pd907989bcb,7189,1,2014,?,1,20170924181809
P2f95e0c256,5723,5,2010|2010|2012|2012|2014,?|?|?|?|?,1,20170128164518|20170627042235|20170704041255
P5c19a79a93,10083,3,2011|2013|2014,?|?|?,1,20170128164518|20171109145657
P360c31499c,6359,2,2013|2014,?|?,1,20170704060640|20171125205154
P44154d877a,6145,1,2010,?,1,20170924181959
Pa5d86611c0,17121,1,2014,?,,20170609015520
P4f181909b7,6177,4,2010|2011|2012|2014,?|?|?|?,1,20170128164518|20170701133452|20170703120212|20170704041255
Pf78412d8c5,6428,1,2014,?,1,20170704060640
P944e30c99c,16571,1,2014,?,1,20170819015616
Pd5729dac8f,65803,2,2013|2014,?|?,1,20170128164518|20170718102120
P31e153a014,6282,4,2010|2011|2013|2014,?|?|?|?,1,20170128164518|20170701133452|20170704060640|20171125205154
Pab87e9a8b8,41168,1,2014,?,1,20170128164518
Pd8244d9a42,6445,3,2011|2013|2014,?|?|?,1,20170628063903|20170703230113|20171130063509
Pdd79d6ef7f,7185,2,2013|2014,?|?,1,20170128164518|20170718102120
P962232fdc6,69963,1,2014,?,,20170704060640
Pb51c66667f,6524,4,2009|2010|2011|2014,?|?|?|?,1,20170128164518|20170718102120
Pb59be03b24,18058,2,2013|2014,?|?,,20170128164518|20170718102120
P6e49424689,5750,2,2009|2014,?|?,3,20170128164518|20170704041255
P6cee28a4f3,16762,2,2012|2014,?|?,,20170628063903|20170629084832
P83de6de3ec,19043,1,2014,?,1,20170628063903
P9e30954b9f,5694,1,2014,?,1,20170819110608
P8c383a7533,18409,1,2014,?,1,20170704041255
P25150e1302,71005,1,2014,?,1,20170718102120
Pbed27928bf,6423,1,2014,?,1,20170128164518
Pb8a773b356,7026,2,2013|2014,?|?,1,20170128164518
Pc0fff42784,19313,1,2014,?,1,20170128164518
P9da0cf7014,5758,2,2013|2014,?|?,1,20170128164518
P1108cb2921,5308,1,2009,?,,20170128164518
P17aee771c1,5155,1,2013,?,3,20171127132321
P9c40b5aa37,18648,1,2012,?,,20170629084832
P331cffbdbb,6242,3,2010|2010|2014,?|?|?,3,20170128164518
P59ddf4705a,6507,1,2014,?,,20170128164518
P1b1aa3dc82,17832,1,2014,?,,20170128164518
Pbda800ed55,6244,4,2010|2010|2013|2014,?|?|?|?,3,20170128164518|20170704041255
Pa76f81d8c3,36199,1,2014,?,,20170704041255
P2dde5c1214,16421,1,2014,?,,20170704041255
P2dd4d0a4f4,16130,1,2014,?,,20170128164518
Pceb2ff7429,18104,2,2013|2013,?|?,,20170128164518|20171125205154
P0ee95e3925,5711,1,2014,?,3,20170704041255
P187235ce4e,1119,2,2009|2009,?|?,,20170128164518|20170612113813
P88b9812a96,5158,2,2012|2012,?|?,3,20170703120212|20170709230758
Pe39c876df8,1161,1,2009,?,,20170625182327
P9df5f3f8bb,5124,3,2010|2012|2012,?|?|?,3,20170128164518|20170703120212|20170709230758
P9075a4686f,17944,3,2012|2012|2014,?|?|?,,20170128164518|20170629084832
Pdd3e192436,17606,1,2014,?,,20170128164518
P7632bd626c,6250,1,2010,?,3,20170128164518
Pd35ff11e6d,6256,3,2010|2013|2014,?|?|?,3,20170128164518|20170704041255
P8c2c5e7b71,5773,2,2010|2014,?|?,3,20170128164518|20170704041255
P80e599186b,6529,4,2010|2011|2013|2014,?|?|?|?,3,20170128164518
P98ee7e9798,1325,5,2010|2010|2012|2013|2014,?|?|?|?|?,3,20170128164518|20170628062203|20171130063509
P645a205457,5741,2,2009|2014,?|?,3,20170128164518|20170704041255
Pb9c495a67d,6469,4,2011|2013|2013|2014,?|?|?|?,1,20170128164518|20170701133452|20170704060640|20171125205154
P9b0b27ae5d,6441,4,2011|2013|2014|2015,?|?|?|?,1,20170701133452|20170704041255|20170909022237|20171130063509
P3e493925a2,6472,3,2011|2013|2014,?|?|?,1,20170128164518
