pid,draft_year,source_id,publisher
P679974836f,2025,nbadraft_2025,nbadraft
P694212af03,2025,nbadraft_2025,nbadraft
P6ddd309f80,2025,nbadraft_2025,nbadraft
P75527a2d8c,2025,nbadraft_2025,nbadraft
P7ba2fa977b,2025,nbadraft_2025,nbadraft
P884e8ee6b6,2025,nbadraft_2025,nbadraft
P9b4a07a3b9,2025,nbadraft_2025,nbadraft
Pa29e5f68db,2025,nbadraft_2025,nbadraft
Pad9c27fcb6,2025,nbadraft_2025,nbadraft
Padf63a93ad,2025,nbadraft_2025,nbadraft
Pb7270acc46,2025,nbadraft_2025,nbadraft
Pb74dcb5e35,2025,nbadraft_2025,nbadraft
Pb9eccb67f7,2025,nbadraft_2025,nbadraft
Pc0a66d6cca,2025,nbadraft_2025,nbadraft
Pc2ef5dcf11,2025,nbadraft_2025,nbadraft
Pcb16689c6c,2025,nbadraft_2025,nbadraft
Pd4c3f94c64,2025,nbadraft_2025,nbadraft
Pd8f68848a0,2025,nbadraft_2025,nbadraft
Pdde13713ff,2025,nbadraft_2025,nbadraft
Pdec9ef7c46,2025,nbadraft_2025,nbadraft
Pec8256037d,2025,nbadraft_2025,nbadraft
Pf25d15a954,2025,nbadraft_2025,nbadraft
Pf38ea886b7,2025,nbadraft_2025,nbadraft
Pf3b62cae3c,2025,nbadraft_2025,nbadraft
Pf4e651b50c,2025,nbadraft_2025,nbadraft
Pfc563b417e,2025,nbadraft_2025,nbadraft
P011de6a94b,2026,nbadraft_2026_fallback,nbadraft
P03f35a2855,2026,nbadraft_2026_fallback,nbadraft
P0b55371179,2026,nbadraft_2026_fallback,nbadraft
P0d5beb0152,2026,nbadraft_2026_fallback,nbadraft
P0fc299eb1c,2026,nbadraft_2026_fallback,nbadraft
P169cb5be9a,2026,nbadraft_2026_fallback,nbadraft
P1715fe72c5,2026,nbadraft_2026_fallback,nbadraft
P1723d857f7,2026,nbadraft_2026_fallback,nbadraft
P2086e31fc5,2026,nbadraft_2026_fallback,nbadraft
P279cdc2712,2026,nbadraft_2026_fallback,nbadraft
P328a9a467a,2026,nbadraft_2026_fallback,nbadraft
P3778eacc6f,2026,nbadraft_2026_fallback,nbadraft
P3dfb31f267,2026,nbadraft_2026_fallback,nbadraft
P4b7967ab2f,2026,nbadraft_2026_fallback,nbadraft
P53d139a0c8,2026,nbadraft_2026_fallback,nbadraft
P56746fa0a3,2026,nbadraft_2026_fallback,nbadraft
P5fe334203a,2026,nbadraft_2026_fallback,nbadraft
P6e67770ba5,2026,nbadraft_2026_fallback,nbadraft
P7235c3ea4e,2026,nbadraft_2026_fallback,nbadraft
P79aaab38df,2026,nbadraft_2026_fallback,nbadraft
P7c5fe0ebd3,2026,nbadraft_2026_fallback,nbadraft
P81fe4dcd33,2026,nbadraft_2026_fallback,nbadraft
P84f7cbd5a8,2026,nbadraft_2026_fallback,nbadraft
P86042c98c9,2026,nbadraft_2026_fallback,nbadraft
P865ed42223,2026,nbadraft_2026_fallback,nbadraft
P8d0ea24592,2026,nbadraft_2026_fallback,nbadraft
P8db9055dd7,2026,nbadraft_2026_fallback,nbadraft
P999bb1cbab,2026,nbadraft_2026_fallback,nbadraft
P9a9f9fa8f1,2026,nbadraft_2026_fallback,nbadraft
P9ac54b5d6d,2026,nbadraft_2026_fallback,nbadraft
Pa5e266180e,2026,nbadraft_2026_fallback,nbadraft
Paae5adeebf,2026,nbadraft_2026_fallback,nbadraft
Pad2abbabb5,2026,nbadraft_2026_fallback,nbadraft
Paf6b5cd8b6,2026,nbadraft_2026_fallback,nbadraft
Pb07d6373bb,2026,nbadraft_2026_fallback,nbadraft
Pbbefe0eca9,2026,nbadraft_2026_fallback,nbadraft
Pbe096a5b87,2026,nbadraft_2026_fallback,nbadraft
Pd0d6a519f5,2026,nbadraft_2026_fallback,nbadraft
Pd10e0b97d9,2026,nbadraft_2026_fallback,nbadraft
Pd51160cf5e,2026,nbadraft_2026_fallback,nbadraft
Pd8381f9e2c,2026,nbadraft_2026_fallback,nbadraft
Pd88150bb39,2026,nbadraft_2026_fallback,nbadraft
Pf02a0c42ed,2026,nbadraft_2026_fallback,nbadraft
Pfc8df2f375,2026,nbadraft_2026_fallback,nbadraft
Pfd12de1732,2026,nbadraft_2026_fallback,nbadraft
