pid,draft_year,source_id,publisher,vmb_age_reported_years,vmb_listed_height_in,vmb_listed_weight_lb,vmb_listed_bmi,vmb_college_class_year,vmb_position_pg,vmb_position_sg,vmb_position_sf,vmb_position_pf,vmb_position_c
P07954fea73,2016,nbadraft_2016_fallback,nbadraft,,79.0,175.0,19.71433687499646,,0.0,1.0,0.0,0.0,0.0
P9264b6e63a,2016,nbadraft_2016_fallback,nbadraft,,83.0,245.0,25.00392611577791,1.0,0.0,0.0,0.0,1.0,1.0
P88064c1c05,2016,nbadraft_2016_fallback,nbadraft,,77.0,210.0,24.902110258765973,4.0,0.0,1.0,1.0,0.0,0.0
P64adb31e4d,2016,nbadraft_2016_fallback,nbadraft,,84.0,245.0,24.412138181915257,,0.0,0.0,0.0,0.0,1.0
P4a1b07df85,2016,nbadraft_2016_fallback,nbadraft,,77.0,190.0,22.53048071031207,1.0,0.0,1.0,0.0,0.0,0.0
Pd50459cb6d,2016,nbadraft_2016_fallback,nbadraft,,81.0,220.0,23.574959231918164,1.0,0.0,0.0,0.0,1.0,1.0
P25bfc6427b,2016,nbadraft_2016_fallback,nbadraft,,83.0,245.0,25.00392611577791,3.0,0.0,0.0,0.0,0.0,1.0
Pbfe4edf289,2016,nbadraft_2016_fallback,nbadraft,,82.0,210.0,21.957854212406822,4.0,0.0,0.0,0.0,1.0,0.0
Pb3a7a6f86b,2016,nbadraft_2016_fallback,nbadraft,,83.0,235.0,23.983357702889016,1.0,0.0,0.0,0.0,1.0,1.0
Pddcf4609af,2016,nbadraft_2016_fallback,nbadraft,,77.0,205.0,24.3092028716525,3.0,0.0,1.0,1.0,0.0,0.0
Pa466887b08,2016,nbadraft_2016_fallback,nbadraft,,73.0,195.0,25.726884599293694,3.0,1.0,0.0,0.0,0.0,0.0
P4b59f5fe56,2016,nbadraft_2016_fallback,nbadraft,,85.0,215.0,20.92179371936599,,0.0,0.0,0.0,1.0,1.0
P1a32cd4176,2016,nbadraft_2016_fallback,nbadraft,,83.0,230.0,23.47307349644457,,0.0,0.0,0.0,0.0,1.0
Pc5a8d9d1d6,2016,nbadraft_2016_fallback,nbadraft,,80.0,220.0,24.1680168000961,4.0,0.0,0.0,1.0,0.0,0.0
Pfa4c05beee,2016,nbadraft_2016_fallback,nbadraft,,82.0,255.0,26.663108686494002,1.0,0.0,0.0,0.0,0.0,1.0
P85fbcb1dce,2016,nbadraft_2016_fallback,nbadraft,,81.0,230.0,24.64654828791444,2.0,0.0,0.0,0.0,1.0,0.0
P55d1c5e102,2016,nbadraft_2016_fallback,nbadraft,,79.0,190.0,21.404137178567588,4.0,0.0,1.0,0.0,0.0,0.0
Pd7c989b67a,2016,nbadraft_2016_fallback,nbadraft,,80.0,260.0,28.562201672840846,,0.0,0.0,0.0,1.0,0.0
Pd5a40a7ee0,2016,nbadraft_2016_fallback,nbadraft,,80.0,230.0,25.266563018282287,2.0,0.0,0.0,0.0,1.0,0.0
Pf20205fffb,2016,nbadraft_2016_fallback,nbadraft,,78.0,180.0,20.800875137253236,2.0,0.0,1.0,0.0,0.0,0.0
Pa307fde308,2016,nbadraft_2016_fallback,nbadraft,,79.0,205.0,23.093937482138713,4.0,0.0,1.0,1.0,0.0,0.0
Pd46f6361f5,2016,nbadraft_2016_fallback,nbadraft,,81.0,225.0,24.1107537599163,4.0,0.0,0.0,0.0,1.0,0.0
Pf5fb4e36b6,2016,nbadraft_2016_fallback,nbadraft,,77.0,225.0,26.680832420106398,4.0,0.0,1.0,0.0,0.0,0.0
Pf8b83ac1f0,2016,nbadraft_2016_fallback,nbadraft,,76.0,210.0,25.561740256963894,2.0,1.0,1.0,0.0,0.0,0.0
P9c2d575f48,2016,nbadraft_2016_fallback,nbadraft,,86.0,215.0,20.438069175556954,,0.0,0.0,0.0,1.0,1.0
P55f0d03e7b,2016,nbadraft_2016_fallback,nbadraft,,75.0,185.0,23.12317728591013,4.0,1.0,1.0,0.0,0.0,0.0
P0edb7d3b99,2016,nbadraft_2016_fallback,nbadraft,,70.0,150.0,21.52253815221916,2.0,1.0,0.0,0.0,0.0,0.0
Pcf60b82b9d,2016,nbadraft_2016_fallback,nbadraft,,80.0,210.0,23.06947058190991,,0.0,0.0,1.0,0.0,0.0
P3ea09a4d42,2016,nbadraft_2016_fallback,nbadraft,,79.0,200.0,22.53067071428167,2.0,0.0,1.0,1.0,0.0,0.0
P83cf60968a,2016,nbadraft_2016_fallback,nbadraft,,83.0,210.0,21.43193667066678,,0.0,0.0,0.0,1.0,1.0
Pa8fc4b7ad7,2016,nbadraft_2016_fallback,nbadraft,,82.0,215.0,22.480660265083177,4.0,0.0,0.0,0.0,1.0,0.0
Pa7cb2c7354,2016,nbadraft_2016_fallback,nbadraft,,77.0,230.0,27.273739807219876,3.0,0.0,1.0,0.0,0.0,0.0
P85b94bf602,2016,nbadraft_2016_fallback,nbadraft,,77.0,205.0,24.3092028716525,4.0,1.0,1.0,0.0,0.0,0.0
P8e900c2247,2016,nbadraft_2016_fallback,nbadraft,,84.0,260.0,25.906758886930472,4.0,0.0,0.0,0.0,0.0,1.0
Pb3e495f583,2016,nbadraft_2016_fallback,nbadraft,,76.0,180.0,21.910063077397627,3.0,1.0,1.0,0.0,0.0,0.0
P521ea871d2,2016,nbadraft_2016_fallback,nbadraft,,80.0,230.0,25.266563018282287,4.0,0.0,0.0,1.0,1.0,0.0
P25e61f80f8,2017,nbadraft_2017,nbadraft,,76.0,190.0,23.127288803919715,1.0,1.0,0.0,0.0,0.0,0.0
P6e7d02b021,2017,nbadraft_2017,nbadraft,,78.0,190.0,21.956479311545085,1.0,1.0,0.0,0.0,0.0,0.0
Pe56ae9c7aa,2017,nbadraft_2017,nbadraft,,80.0,205.0,22.52019747281682,1.0,0.0,1.0,1.0,0.0,0.0
Pe3864f9800,2017,nbadraft_2017,nbadraft,,82.0,210.0,21.957854212406822,1.0,0.0,0.0,1.0,1.0,0.0
P6f43cf2ee3,2017,nbadraft_2017,nbadraft,,75.0,170.0,21.24832507353904,1.0,1.0,0.0,0.0,0.0,0.0
P8a2034c01d,2017,nbadraft_2017,nbadraft,,80.0,205.0,22.52019747281682,1.0,0.0,0.0,1.0,0.0,0.0
P4a000d48b0,2017,nbadraft_2017,nbadraft,,75.0,200.0,24.99802949828122,1.0,0.0,1.0,0.0,0.0,0.0
P46cfb45fde,2017,nbadraft_2017,nbadraft,,77.0,190.0,22.53048071031207,,1.0,0.0,0.0,0.0,0.0
Pe6fe5c747b,2017,nbadraft_2017,nbadraft,,83.0,230.0,23.47307349644457,1.0,0.0,0.0,0.0,0.0,1.0
Pf62abcdcde,2017,nbadraft_2017,nbadraft,,84.0,230.0,22.917517476900034,1.0,0.0,0.0,0.0,1.0,0.0
P71b16faf7a,2017,nbadraft_2017,nbadraft,,78.0,195.0,22.534281398691007,2.0,0.0,1.0,0.0,0.0,0.0
P49d50fc2b5,2017,nbadraft_2017,nbadraft,,81.0,225.0,24.1107537599163,2.0,0.0,0.0,0.0,1.0,1.0
Pdb3bcb3fc8,2017,nbadraft_2017,nbadraft,,74.0,210.0,26.96212778017229,2.0,0.0,1.0,0.0,0.0,0.0
P2c3a1eb46b,2017,nbadraft_2017,nbadraft,,83.0,230.0,23.47307349644457,1.0,0.0,0.0,0.0,0.0,1.0
P0af0ac79ae,2017,nbadraft_2017,nbadraft,,82.0,235.0,24.571884475788586,1.0,0.0,0.0,0.0,0.0,1.0
Pf18fe42b62,2017,nbadraft_2017,nbadraft,,82.0,245.0,25.617496581141296,1.0,0.0,0.0,0.0,1.0,1.0
P032d23c9d9,2017,nbadraft_2017,nbadraft,,81.0,225.0,24.1107537599163,3.0,0.0,0.0,0.0,1.0,0.0
P24e5e8b7dc,2017,nbadraft_2017,nbadraft,,80.0,200.0,21.970924363723725,3.0,0.0,0.0,1.0,0.0,0.0
Pcc7ddb9ab9,2017,nbadraft_2017,nbadraft,,82.0,225.0,23.526272370435883,1.0,0.0,0.0,0.0,1.0,0.0
Pf781dda14b,2017,nbadraft_2017,nbadraft,,82.0,220.0,23.003466317759532,2.0,0.0,0.0,0.0,1.0,1.0
P16938f3fa9,2017,nbadraft_2017,nbadraft,,72.0,185.0,25.0902531314129,2.0,1.0,0.0,0.0,0.0,0.0
P54d4de841c,2017,nbadraft_2017,nbadraft,,79.0,185.0,20.840870410710547,,0.0,1.0,0.0,0.0,0.0
P1e22570fac,2017,nbadraft_2017,nbadraft,,79.0,235.0,26.47353808928096,2.0,0.0,0.0,1.0,1.0,0.0
P551a484de7,2017,nbadraft_2017,nbadraft,,80.0,225.0,24.717289909189194,3.0,0.0,0.0,0.0,1.0,1.0
P459acdec33,2017,nbadraft_2017,nbadraft,,82.0,235.0,24.571884475788586,3.0,0.0,0.0,0.0,1.0,0.0
Pa79b34cca8,2017,nbadraft_2017,nbadraft,,76.0,190.0,23.127288803919715,4.0,1.0,1.0,0.0,0.0,0.0
P2ad4235514,2017,nbadraft_2017,nbadraft,,84.0,250.0,24.910345083586993,,0.0,0.0,0.0,1.0,0.0
P38e6db5ca1,2017,nbadraft_2017,nbadraft,,75.0,200.0,24.99802949828122,1.0,1.0,1.0,0.0,0.0,0.0
P204a101867,2017,nbadraft_2017,nbadraft,,81.0,250.0,26.789726399907,2.0,0.0,0.0,0.0,1.0,1.0
P2e6be7d23b,2017,nbadraft_2017,nbadraft,,82.0,250.0,26.140302633817647,1.0,0.0,0.0,0.0,0.0,1.0
Pc4f84bc197,2017,nbadraft_2017,nbadraft,,78.0,240.0,27.734500183004318,3.0,0.0,0.0,1.0,1.0,0.0
P63f00af37c,2017,nbadraft_2017,nbadraft,,81.0,215.0,23.039164703920022,2.0,0.0,0.0,0.0,1.0,0.0
Pd808e1b5f8,2017,nbadraft_2017,nbadraft,,82.0,250.0,26.140302633817647,1.0,0.0,0.0,0.0,0.0,1.0
Pdb78b3595b,2017,nbadraft_2017,nbadraft,,81.0,240.0,25.718137343910723,3.0,0.0,0.0,0.0,1.0,0.0
P1ea9c7c88d,2017,nbadraft_2017,nbadraft,,77.0,210.0,24.902110258765973,4.0,0.0,1.0,0.0,0.0,0.0
Pd59c0506ca,2017,nbadraft_2017,nbadraft,,78.0,205.0,23.689885572982853,4.0,0.0,1.0,1.0,0.0,0.0
P0d567b6867,2017,nbadraft_2017,nbadraft,,78.0,200.0,23.11208348583693,2.0,1.0,1.0,0.0,0.0,0.0
P1804943702,2017,nbadraft_2017,nbadraft,,76.0,185.0,22.51867594065867,2.0,0.0,1.0,0.0,0.0,0.0
P86ef73625c,2017,nbadraft_2017,nbadraft,,78.0,220.0,25.423291834420624,2.0,0.0,1.0,1.0,0.0,0.0
Pe5fb05fea3,2017,nbadraft_2017,nbadraft,,85.0,220.0,21.408347061676828,,0.0,0.0,0.0,0.0,1.0
P964dd1e5f4,2017,nbadraft_2017,nbadraft,,82.0,235.0,24.571884475788586,,0.0,0.0,0.0,1.0,0.0
Pc32fe4a167,2017,nbadraft_2017,nbadraft,,78.0,220.0,25.423291834420624,3.0,0.0,0.0,1.0,0.0,0.0
P3e5c820c70,2017,nbadraft_2017,nbadraft,,80.0,210.0,23.06947058190991,,0.0,0.0,1.0,0.0,0.0
P9d178fdf5d,2017,nbadraft_2017,nbadraft,,80.0,235.0,25.815836127375377,4.0,0.0,0.0,0.0,1.0,0.0
P5f230da818,2017,nbadraft_2017,nbadraft,,79.0,220.0,24.78373778570984,4.0,0.0,0.0,1.0,0.0,0.0
P5351e63d76,2017,nbadraft_2017,nbadraft,,72.0,190.0,25.768368080910545,4.0,1.0,0.0,0.0,0.0,0.0
Pa76a1ce248,2017,nbadraft_2017,nbadraft,,74.0,175.0,22.46843981681024,4.0,1.0,0.0,0.0,0.0,0.0
P2acab9acdb,2017,nbadraft_2017,nbadraft,,77.0,175.0,20.751758548971644,2.0,1.0,1.0,0.0,0.0,0.0
P4396f0664b,2017,nbadraft_2017,nbadraft,,80.0,235.0,25.815836127375377,4.0,0.0,0.0,0.0,1.0,0.0
Pfaef4e4fa0,2017,nbadraft_2017,nbadraft,,76.0,170.0,20.692837350875536,1.0,1.0,1.0,0.0,0.0,0.0
P55d017c927,2018,nbadraft_2018,nbadraft,,84.0,260.0,25.906758886930472,1.0,0.0,0.0,0.0,0.0,1.0
Pd4282e2cb6,2018,nbadraft_2018,nbadraft,,74.0,180.0,23.110395240147678,1.0,1.0,0.0,0.0,0.0,0.0
Pae17b87a4a,2018,nbadraft_2018,nbadraft,,83.0,235.0,23.983357702889016,1.0,0.0,0.0,0.0,1.0,1.0
Pcaa6f4e965,2018,nbadraft_2018,nbadraft,,80.0,225.0,24.717289909189194,,0.0,1.0,1.0,0.0,0.0
Peb77360d78,2018,nbadraft_2018,nbadraft,,79.0,210.0,23.65720424999575,3.0,0.0,1.0,1.0,0.0,0.0
P946b6a7bec,2018,nbadraft_2018,nbadraft,,81.0,215.0,23.039164703920022,1.0,0.0,0.0,1.0,1.0,0.0
P4467431c36,2018,nbadraft_2018,nbadraft,,74.0,185.0,23.752350663485114,1.0,1.0,0.0,0.0,0.0,0.0
P1f3e01b488,2018,nbadraft_2018,nbadraft,,76.0,200.0,24.344514530441806,1.0,0.0,1.0,0.0,0.0,0.0
P57ab80ef44,2018,nbadraft_2018,nbadraft,,78.0,220.0,25.423291834420624,2.0,0.0,0.0,1.0,1.0,0.0
P6ab3598ab0,2018,nbadraft_2018,nbadraft,,77.0,190.0,22.53048071031207,3.0,0.0,1.0,0.0,0.0,0.0
P58e5b2eaa8,2018,nbadraft_2018,nbadraft,,77.0,200.0,23.71629548453902,2.0,0.0,1.0,0.0,0.0,0.0
P26d2a90c5b,2018,nbadraft_2018,nbadraft,,79.0,195.0,21.96740394642463,2.0,0.0,1.0,0.0,0.0,0.0
P688b157768,2018,nbadraft_2018,nbadraft,,81.0,255.0,27.325520927905142,1.0,0.0,0.0,0.0,1.0,1.0
P4d03279429,2018,nbadraft_2018,nbadraft,,79.0,195.0,21.96740394642463,4.0,0.0,1.0,1.0,0.0,0.0
Pd064221ae2,2018,nbadraft_2018,nbadraft,,85.0,225.0,21.894900403987666,1.0,0.0,0.0,0.0,0.0,1.0
P75b2e5cfed,2018,nbadraft_2018,nbadraft,,73.0,185.0,24.4075571839453,3.0,1.0,0.0,0.0,0.0,0.0
Pbe6b6d05a9,2018,nbadraft_2018,nbadraft,,77.0,200.0,23.71629548453902,3.0,0.0,1.0,1.0,0.0,0.0
P8eec131338,2018,nbadraft_2018,nbadraft,,76.0,200.0,24.344514530441806,3.0,0.0,1.0,0.0,0.0,0.0
Pf507011aa5,2018,nbadraft_2018,nbadraft,,77.0,190.0,22.53048071031207,2.0,1.0,1.0,0.0,0.0,0.0
P9106a597f3,2018,nbadraft_2018,nbadraft,,77.0,205.0,24.3092028716525,1.0,0.0,1.0,0.0,0.0,0.0
Pf5ec6d144b,2018,nbadraft_2018,nbadraft,,74.0,180.0,23.110395240147678,,1.0,0.0,0.0,0.0,0.0
P5da3d9ffcd,2018,nbadraft_2018,nbadraft,,83.0,240.0,24.493641909333466,3.0,0.0,0.0,0.0,1.0,1.0
P9f769e6678,2018,nbadraft_2018,nbadraft,,74.0,200.0,25.678216933497417,3.0,1.0,0.0,0.0,0.0,0.0
P82bbff96e6,2018,nbadraft_2018,nbadraft,,76.0,210.0,25.561740256963894,2.0,0.0,1.0,1.0,0.0,0.0
Paa92a86ff3,2018,nbadraft_2018,nbadraft,,78.0,205.0,23.689885572982853,3.0,1.0,1.0,0.0,0.0,0.0
Pefc5241948,2018,nbadraft_2018,nbadraft,,81.0,200.0,21.4317811199256,,0.0,0.0,1.0,0.0,0.0
Pf271325d7b,2018,nbadraft_2018,nbadraft,,75.0,185.0,23.12317728591013,,1.0,1.0,0.0,0.0,0.0
Pa08fe4841f,2018,nbadraft_2018,nbadraft,,75.0,190.0,23.74812802336716,1.0,1.0,0.0,0.0,0.0,0.0
Pdb9cad4004,2018,nbadraft_2018,nbadraft,,76.0,200.0,24.344514530441806,4.0,0.0,1.0,0.0,0.0,0.0
P27d264f43c,2018,nbadraft_2018,nbadraft,,75.0,195.0,24.373078760824193,2.0,1.0,1.0,0.0,0.0,0.0
P61add2364f,2018,nbadraft_2018,nbadraft,,81.0,195.0,20.895986591927464,,0.0,0.0,1.0,0.0,0.0
P6786e0dd88,2018,nbadraft_2018,nbadraft,,80.0,225.0,24.717289909189194,3.0,0.0,0.0,1.0,1.0,0.0
P3f77f707c0,2018,nbadraft_2018,nbadraft,,76.0,220.0,26.77896598348599,2.0,0.0,1.0,0.0,0.0,0.0
P212def8838,2018,nbadraft_2018,nbadraft,,85.0,250.0,24.32766711554185,1.0,0.0,0.0,0.0,0.0,1.0
P15b5ca7021,2018,nbadraft_2018,nbadraft,,73.0,195.0,25.726884599293694,4.0,1.0,0.0,0.0,0.0,0.0
P3e065b4b4e,2018,nbadraft_2018,nbadraft,,81.0,215.0,23.039164703920022,1.0,0.0,0.0,1.0,0.0,0.0
P379ec45447,2018,nbadraft_2018,nbadraft,,81.0,220.0,23.574959231918164,,0.0,0.0,1.0,0.0,0.0
P1a46c41bff,2018,nbadraft_2018,nbadraft,,82.0,220.0,23.003466317759532,3.0,0.0,0.0,0.0,1.0,1.0
P5ff9cbca0f,2018,nbadraft_2018,nbadraft,,83.0,215.0,21.94222087711123,,0.0,0.0,1.0,0.0,0.0
Pbb5225b691,2018,nbadraft_2018,nbadraft,,80.0,215.0,23.618743691003008,4.0,0.0,0.0,1.0,1.0,0.0
Pe581c6d22f,2018,nbadraft_2018,nbadraft,,77.0,195.0,23.123388097425547,2.0,0.0,1.0,0.0,0.0,0.0
Pa129b1725d,2018,nbadraft_2018,nbadraft,,80.0,215.0,23.618743691003008,4.0,0.0,0.0,0.0,1.0,0.0
P67e5a8f825,2018,nbadraft_2018,nbadraft,,79.0,200.0,22.53067071428167,4.0,0.0,0.0,1.0,0.0,0.0
P8ecb19c544,2018,nbadraft_2018,nbadraft,,77.0,195.0,23.123388097425547,1.0,0.0,1.0,0.0,0.0,0.0
P4ebe015218,2018,nbadraft_2018,nbadraft,,76.0,200.0,24.344514530441806,2.0,1.0,0.0,0.0,0.0,0.0
P00e7133fc6,2019,nbadraft_2019,nbadraft,,78.0,280.0,32.3569168801717,1.0,0.0,0.0,0.0,1.0,0.0
Pfe4fcea486,2019,nbadraft_2019,nbadraft,,75.0,175.0,21.873275810996066,2.0,1.0,0.0,0.0,0.0,0.0
Pa9cae64430,2019,nbadraft_2019,nbadraft,,79.0,210.0,23.65720424999575,1.0,0.0,1.0,0.0,0.0,0.0
P846172a369,2019,nbadraft_2019,nbadraft,,79.0,225.0,25.34700455356688,2.0,0.0,0.0,1.0,1.0,0.0
P43dec358d1,2019,nbadraft_2019,nbadraft,,77.0,190.0,22.53048071031207,1.0,1.0,1.0,0.0,0.0,0.0
P297d12820e,2019,nbadraft_2019,nbadraft,,74.0,175.0,22.46843981681024,1.0,1.0,0.0,0.0,0.0,0.0
Pbc4309c829,2019,nbadraft_2019,nbadraft,,78.0,195.0,22.534281398691007,2.0,0.0,1.0,0.0,0.0,0.0
Ped6b9a1a7c,2019,nbadraft_2019,nbadraft,,83.0,220.0,22.452505083555675,1.0,0.0,0.0,0.0,1.0,1.0
Pbea2d75e26,2019,nbadraft_2019,nbadraft,,80.0,235.0,25.815836127375377,3.0,0.0,0.0,1.0,1.0,0.0
P6a5f6ac2d8,2019,nbadraft_2019,nbadraft,,78.0,225.0,26.001093921566547,1.0,0.0,0.0,1.0,0.0,0.0
P5cd98708f1,2019,nbadraft_2019,nbadraft,,82.0,240.0,25.09469052846494,2.0,0.0,0.0,0.0,0.0,1.0
P9540818d9f,2019,nbadraft_2019,nbadraft,,81.0,230.0,24.64654828791444,,0.0,0.0,1.0,1.0,0.0
Pa4c28f80ad,2019,nbadraft_2019,nbadraft,,78.0,215.0,24.8454897472747,1.0,0.0,1.0,1.0,0.0,0.0
Pd17e70140c,2019,nbadraft_2019,nbadraft,,80.0,210.0,23.06947058190991,2.0,0.0,1.0,1.0,0.0,0.0
P714602a9aa,2019,nbadraft_2019,nbadraft,,78.0,210.0,24.267687660128775,1.0,0.0,1.0,0.0,0.0,0.0
P273938bb97,2019,nbadraft_2019,nbadraft,,86.0,210.0,19.962765241241677,1.0,0.0,0.0,0.0,0.0,1.0
P5277c76d51,2019,nbadraft_2019,nbadraft,,83.0,250.0,25.514210322222358,,0.0,0.0,0.0,0.0,1.0
P4ebfdd4833,2019,nbadraft_2019,nbadraft,,78.0,195.0,22.534281398691007,1.0,0.0,1.0,0.0,0.0,0.0
P2f4b26e6e1,2019,nbadraft_2019,nbadraft,,82.0,240.0,25.09469052846494,2.0,0.0,0.0,0.0,1.0,1.0
Peecc71d248,2019,nbadraft_2019,nbadraft,,80.0,210.0,23.06947058190991,3.0,0.0,0.0,0.0,1.0,1.0
P8df31bfe17,2019,nbadraft_2019,nbadraft,,82.0,255.0,26.663108686494002,1.0,0.0,0.0,0.0,0.0,1.0
P8209ad6040,2019,nbadraft_2019,nbadraft,,82.0,255.0,26.663108686494002,2.0,0.0,0.0,0.0,1.0,1.0
P4832cf3ea3,2019,nbadraft_2019,nbadraft,,78.0,200.0,23.11208348583693,4.0,0.0,1.0,1.0,0.0,0.0
P4a79c6caeb,2019,nbadraft_2019,nbadraft,,80.0,230.0,25.266563018282287,2.0,0.0,0.0,0.0,1.0,0.0
Pb14f594f0a,2019,nbadraft_2019,nbadraft,,80.0,205.0,22.52019747281682,4.0,0.0,0.0,1.0,0.0,0.0
Pb16e641fe9,2019,nbadraft_2019,nbadraft,,77.0,195.0,23.123388097425547,3.0,1.0,0.0,0.0,0.0,0.0
P6a3fce0af3,2019,nbadraft_2019,nbadraft,,80.0,195.0,21.421651254630635,1.0,0.0,0.0,1.0,0.0,0.0
P338a42b9d0,2019,nbadraft_2019,nbadraft,,81.0,190.0,20.360192063929322,2.0,0.0,0.0,0.0,1.0,0.0
P023bbe5ec1,2019,nbadraft_2019,nbadraft,,79.0,240.0,27.036804857138005,3.0,0.0,0.0,0.0,1.0,0.0
Pb1eb09fa94,2019,nbadraft_2019,nbadraft,,79.0,210.0,23.65720424999575,2.0,0.0,0.0,1.0,0.0,0.0
P2084d7c5fc,2019,nbadraft_2019,nbadraft,,77.0,240.0,28.459554581446827,4.0,0.0,0.0,1.0,0.0,0.0
Pf1b3205a09,2019,nbadraft_2019,nbadraft,,79.0,195.0,21.96740394642463,4.0,0.0,1.0,1.0,0.0,0.0
P7c5888ec9d,2019,nbadraft_2019,nbadraft,,80.0,235.0,25.815836127375377,2.0,0.0,0.0,1.0,1.0,0.0
P14a01dedf9,2019,nbadraft_2019,nbadraft,,72.0,200.0,27.124597979905836,3.0,1.0,0.0,0.0,0.0,0.0
Pab169ed872,2019,nbadraft_2019,nbadraft,,76.0,200.0,24.344514530441806,2.0,1.0,1.0,0.0,0.0,0.0
P90a39c14ab,2019,nbadraft_2019,nbadraft,,80.0,215.0,23.618743691003008,3.0,0.0,0.0,1.0,1.0,0.0
Pf450c7fe3d,2019,nbadraft_2019,nbadraft,,74.0,180.0,23.110395240147678,3.0,1.0,0.0,0.0,0.0,0.0
P9b3e496395,2019,nbadraft_2019,nbadraft,,83.0,230.0,23.47307349644457,,0.0,0.0,0.0,1.0,0.0
Pc53511377b,2019,nbadraft_2019,nbadraft,,77.0,210.0,24.902110258765973,,0.0,1.0,0.0,0.0,0.0
P37457bff4f,2019,nbadraft_2019,nbadraft,,76.0,220.0,26.77896598348599,1.0,0.0,1.0,0.0,0.0,0.0
P7ff4af5e7c,2019,nbadraft_2019,nbadraft,,79.0,255.0,28.72660516070913,4.0,0.0,0.0,0.0,1.0,0.0
Pd50729b5d0,2019,nbadraft_2019,nbadraft,,79.0,220.0,24.78373778570984,1.0,0.0,0.0,1.0,0.0,0.0
Pc3b8b90cf8,2019,nbadraft_2019,nbadraft,,80.0,245.0,26.914382345561567,3.0,0.0,0.0,0.0,1.0,0.0
Pb69fbd28c6,2019,nbadraft_2019,nbadraft,,74.0,170.0,21.826484393472807,3.0,1.0,1.0,0.0,0.0,0.0
P18facb688d,2019,nbadraft_2019,nbadraft,,78.0,205.0,23.689885572982853,4.0,0.0,1.0,0.0,0.0,0.0
P1a41a85440,2019,nbadraft_2019,nbadraft,,80.0,215.0,23.618743691003008,1.0,0.0,0.0,1.0,1.0,0.0
Pb14e5c1c97,2019,nbadraft_2019,nbadraft,,78.0,205.0,23.689885572982853,3.0,0.0,1.0,1.0,0.0,0.0
Pd88f1bdac2,2019,nbadraft_2019,nbadraft,,77.0,205.0,24.3092028716525,3.0,0.0,1.0,0.0,0.0,0.0
P6b5b70ee01,2019,nbadraft_2019,nbadraft,,76.0,185.0,22.51867594065867,,1.0,1.0,0.0,0.0,0.0
Pb0f44d6b69,2019,nbadraft_2019,nbadraft,,75.0,180.0,22.498226548453097,2.0,1.0,0.0,0.0,0.0,0.0
P35f0fb7731,2020,nbadraft_2020_fallback,nbadraft,,77.0,225.0,26.680832420106398,1.0,0.0,1.0,0.0,0.0,0.0
Pa430d00e1f,2020,nbadraft_2020_fallback,nbadraft,,81.0,210.0,22.50337017592188,,0.0,0.0,1.0,0.0,0.0
P3ff36ffdc1,2020,nbadraft_2020_fallback,nbadraft,,80.0,180.0,19.773831927351356,,1.0,0.0,0.0,0.0,0.0
Pfe5913c014,2020,nbadraft_2020_fallback,nbadraft,,77.0,195.0,23.123388097425547,,1.0,0.0,0.0,0.0,0.0
P41612ab4e2,2020,nbadraft_2020_fallback,nbadraft,,81.0,220.0,23.574959231918164,2.0,0.0,0.0,0.0,1.0,0.0
P6232d5a44f,2020,nbadraft_2020_fallback,nbadraft,,81.0,235.0,25.18234281591258,1.0,0.0,0.0,0.0,1.0,1.0
Pd70c9ef8df,2020,nbadraft_2020_fallback,nbadraft,,79.0,200.0,22.53067071428167,2.0,0.0,1.0,0.0,0.0,0.0
P7699b7f669,2020,nbadraft_2020_fallback,nbadraft,,78.0,215.0,24.8454897472747,1.0,0.0,1.0,1.0,0.0,0.0
Pba698d642d,2020,nbadraft_2020_fallback,nbadraft,,85.0,235.0,22.86800708860934,1.0,0.0,0.0,0.0,0.0,1.0
P272ac40c3c,2020,nbadraft_2020_fallback,nbadraft,,79.0,215.0,24.220471017852795,1.0,0.0,0.0,1.0,1.0,0.0
P1388f2fd26,2020,nbadraft_2020_fallback,nbadraft,,77.0,185.0,21.9375733231986,2.0,1.0,0.0,0.0,0.0,0.0
P289da7f9c1,2020,nbadraft_2020_fallback,nbadraft,,75.0,160.0,19.998423598624978,1.0,1.0,0.0,0.0,0.0,0.0
Pe6c9de6d86,2020,nbadraft_2020_fallback,nbadraft,,78.0,215.0,24.8454897472747,2.0,0.0,1.0,1.0,0.0,0.0
P90a7395cb0,2020,nbadraft_2020_fallback,nbadraft,,82.0,215.0,22.480660265083177,2.0,0.0,0.0,0.0,1.0,0.0
Pde7308c87b,2020,nbadraft_2020_fallback,nbadraft,,77.0,175.0,20.751758548971644,,1.0,0.0,0.0,0.0,0.0
Pb7d583a85a,2020,nbadraft_2020_fallback,nbadraft,,81.0,225.0,24.1107537599163,1.0,0.0,0.0,0.0,1.0,0.0
P388cb0d5da,2020,nbadraft_2020_fallback,nbadraft,,75.0,185.0,23.12317728591013,1.0,1.0,0.0,0.0,0.0,0.0
P04526b8576,2020,nbadraft_2020_fallback,nbadraft,,80.0,215.0,23.618743691003008,2.0,0.0,0.0,1.0,0.0,0.0
Pa3fa433740,2020,nbadraft_2020_fallback,nbadraft,,75.0,200.0,24.99802949828122,1.0,0.0,1.0,0.0,0.0,0.0
Pa7dbf13041,2020,nbadraft_2020_fallback,nbadraft,,82.0,200.0,20.912242107054116,1.0,0.0,0.0,0.0,1.0,0.0
