pid,draft_year,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042
Pc19f23edb3,2024,7.7,1.375,0.72133038,2.1,0.75,16.7,5.375,40.0,33.0,54.3,0.532,331.0,176.0,0.38,137.0,52.0,2.6,0.794,44.7,32.0,186.0,86.1,35.0938,4.9,1.4688,21.0625,145.0,93.0,1.1,0.6875,0.29273504273504275,11.6,59.41,26.1,0.6111111111111112,0.888888888888889,4.24560337938967,0.5740099999999999,,,,,1.969999999999721,0.6342857142857142
Pfd3b474513,2024,19.9,3.9429,1.76922727,0.3,0.1429,23.2,8.2571,10.0,8.0,56.0,0.545,200.0,109.0,0.381,289.0,110.0,1.8,0.876,23.1,35.0,94.0,89.8,36.8,2.6,0.7429,18.4857,106.0,67.0,1.5,0.9143,0.591002044989775,14.4,59.61,24.9,1.2922077922077921,0.6428571428571429,4.1489098407935785,0.47088999999999986,31.0,31.0,,1.0,1.0399999999998784,0.625
Pc2cfb81ac1,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P079058f390,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa93866e530,2024,23.9,4.7143,1.91864406,1.0,0.4286,14.6,5.2286,6.0,5.0,50.6,0.504,337.0,170.0,0.339,183.0,62.0,1.9,0.824,20.8,35.0,210.0,90.7,37.2,1.8,0.5143,17.5714,127.0,73.0,1.7,1.0857,0.35192307692307695,14.8,53.82,26.5,1.5126582278481011,0.9310344827586208,3.865670654956814,0.24830000000000002,34.0,34.0,,1.0,4.449999999998801,0.5796178343949044
P84e9dcbb3e,2024,11.5,1.2424,0.5,8.7,1.7576,18.3,3.9091,47.0,45.0,58.5,0.59,251.0,148.0,0.0,2.0,0.0,5.5,0.697,57.3,32.0,104.0,66.7,26.5455,8.7,2.0,12.3939,147.0,109.0,2.7,1.1212,0.007905138339920948,22.3,61.67,25.6,0.49356223175965663,1.7538461538461536,3.47357381533071,0.6535200000000003,55.0,55.0,,1.0,8.700000000003506,0.7175141242937854
P1ccfa6c1ee,2024,14.6,2.0256,0.87775709,6.9,2.1538,25.5,7.5128,120.0,113.0,62.4,0.624,537.0,335.0,0.5,2.0,1.0,2.4,0.711,80.9,39.0,264.0,79.2,31.9744,18.1,4.641,25.2051,274.0,218.0,0.5,0.2821,0.0037105751391465678,12.7,65.88,33.4,1.0656934306569343,2.1764705882352944,4.3228325017129645,2.127919999999999,21.0,21.0,,1.0,1.2799999999999356,0.7763157894736842
P4bbcd3bc18,2024,19.0,2.6061,1.16219237,7.2,2.0606,23.7,6.8485,74.0,71.0,58.4,0.585,316.0,185.0,0.386,83.0,32.0,2.5,0.713,72.4,33.0,127.0,80.7,32.3939,6.8,1.6667,20.3636,189.0,140.0,1.8,0.9394,0.20802005012531327,13.7,62.65,31.2,1.2925170068027212,2.5714285714285716,4.04262509808511,1.4167999999999998,,,,,5.949999999998772,0.7214611872146118
Pdf5a3388b3,2024,6.7,0.7879,0.81251932,3.2,0.6061,19.4,3.4848,14.0,13.0,50.0,0.446,74.0,33.0,0.368,76.0,28.0,3.8,0.743,23.3,33.0,17.0,51.0,20.5455,6.2,1.0606,5.3333,57.0,31.0,1.3,0.4545,0.5066666666666667,17.9,52.81,15.1,0.35449735449735453,0.9375,2.6625545712728895,-0.13769000000000012,37.0,37.0,,1.0,,0.5632183908045977
Pd62847824a,2024,21.8,4.1154,1.62119351,1.1,0.3846,15.7,5.2308,10.0,9.0,50.6,0.504,224.0,113.0,0.339,112.0,38.0,2.3,0.81,42.3,25.0,86.0,64.5,34.2308,2.8,0.7692,18.3462,138.0,85.0,2.4,1.5,0.3333333333333333,15.1,56.39,27.1,1.3540372670807452,1.0606060606060606,4.019904150510525,0.45369000000000015,,,,,1.8199999999997574,0.6130952380952381
P2382218b2e,2024,5.1,0.6667,0.63640701,4.8,1.1429,14.7,3.6667,21.0,19.0,65.7,0.681,135.0,92.0,0.396,53.0,21.0,4.7,0.774,33.0,21.0,35.0,43.4,26.6667,9.6,2.2857,14.0476,96.0,74.0,1.6,0.7619,0.28191489361702127,11.2,67.83,19.4,0.4180327868852459,1.1228070175438596,3.2067862782270464,-0.10698000000000024,,,,,0.5000000000002033,0.7301587301587301
P66484e16cb,2024,8.2,1.4286,1.47066082,1.9,0.5714,15.1,3.7429,19.0,17.0,58.5,0.531,130.0,69.0,0.417,175.0,73.0,1.8,0.823,25.9,34.0,52.0,78.5,31.8,7.7,1.9143,12.1714,78.0,53.0,1.9,1.0571,0.5737704918032787,10.4,61.6,16.8,0.719298245614035,1.3571428571428572,3.606407920336604,-0.3712,,,,,1.1399999999998294,0.6574074074074074
P13f5a8ca49,2024,13.4,2.4118,1.3442951,1.7,0.5588,13.7,4.1176,16.0,16.0,57.3,0.559,238.0,133.0,0.395,162.0,64.0,2.4,0.835,25.8,34.0,111.0,77.3,34.0,3.6,0.9412,16.0,127.0,78.0,2.0,1.1471,0.405,14.5,60.59,21.2,0.864516129032258,1.0882352941176472,3.878066400783046,0.12707999999999997,15.0,15.0,,1.0,1.8799999999996277,0.6114649681528662
Peb437378ff,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P218d8c92b9,2024,10.8,1.4167,0.7612165,5.6,1.4167,18.0,4.8056,28.0,28.0,54.1,0.575,327.0,188.0,0.315,165.0,52.0,4.3,0.779,33.1,36.0,141.0,71.8,28.9167,6.6,1.5833,18.3056,186.0,127.0,1.6,0.7778,0.3353658536585366,12.6,57.87,30.2,0.7941176470588236,1.3584905660377358,3.972795947275051,0.8027399999999997,,,,,3.259999999999677,0.6712962962962963
P1a8fd8dc98,2024,31.3,5.2258,1.72337831,0.3,0.0968,31.0,8.871,5.0,5.0,52.0,0.534,326.0,174.0,0.317,101.0,32.0,2.4,0.845,45.4,29.0,129.0,93.3,36.9677,2.9,0.8065,20.7742,197.0,121.0,3.1,1.9677,0.23653395784543327,16.1,58.56,31.2,1.830409356725146,1.0,4.455684626986366,0.9587200000000001,39.0,39.0,,1.0,3.7799999999993035,0.6123348017621145
Pb1001f743e,2024,20.1,3.7222,1.97056479,0.8,0.2222,10.6,3.0,12.0,11.0,59.2,0.568,206.0,117.0,0.426,108.0,46.0,3.5,0.75,36.9,36.0,72.0,73.7,30.0,3.9,1.0556,12.75,134.0,90.0,1.7,0.9444,0.34394904458598724,17.9,62.18,19.1,1.0634920634920637,0.5555555555555556,3.5716304510983172,-0.10961999999999981,51.0,51.0,,1.0,0.019999999999956646,0.6585365853658537
Pe64515ec9d,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb1d497dd3b,2024,14.7,2.5294,1.68626674,1.4,0.4118,14.3,3.9118,15.0,12.0,52.6,0.513,308.0,158.0,0.383,81.0,31.0,1.9,0.815,40.4,34.0,114.0,80.4,32.6471,7.6,2.1765,15.7941,194.0,118.0,1.9,1.0882,0.20822622107969152,11.9,57.92,21.8,1.13953488372093,1.1379310344827587,4.126014951916978,0.1425600000000001,,,,,0.3199999999999975,0.6071428571428571
P82e84aa110,2024,31.2,6.2,2.53061212,0.9,0.3,16.8,5.15,4.0,3.0,49.5,0.509,218.0,111.0,0.321,221.0,71.0,2.1,0.808,47.4,40.0,82.0,83.0,33.2,5.4,1.425,15.075,136.0,82.0,1.7,0.925,0.5034168564920274,17.1,56.06,26.1,1.7237569060773479,0.8387096774193549,4.3166060755875675,0.3696600000000002,44.0,44.0,,1.0,1.23,0.6024096385542169
P0edbaa5011,2024,9.2,1.6364,1.35005358,0.8,0.2424,11.1,3.4242,11.0,9.0,60.3,0.557,271.0,151.0,0.447,188.0,84.0,2.3,0.863,28.5,33.0,145.0,77.8,31.4848,2.7,0.7273,20.2121,126.0,79.0,1.1,0.6667,0.4095860566448802,8.9,63.98,23.6,0.9292929292929292,0.5757575757575758,4.213858059192038,0.5032800000000001,33.0,33.0,,1.0,1.1200000000000712,0.6217948717948718
P72ec1785e5,2024,38.8,6.8056,2.88238545,0.5,0.1667,8.9,2.7222,0.0,0.0,53.8,0.491,283.0,139.0,0.421,140.0,59.0,1.7,0.841,25.3,34.0,206.0,87.5,34.75,1.7,0.4722,16.0,77.0,43.0,2.1,1.1944,0.3309692671394799,15.6,57.51,26.0,2.337349397590361,0.9629629629629629,3.937672362011469,0.4505999999999999,,,,,1.1599999999998072,0.5700934579439252
P414be319a7,2024,13.4,2.5714,1.87501818,2.1,0.6571,16.5,4.9429,30.0,30.0,60.2,0.6,290.0,174.0,0.408,49.0,20.0,3.0,0.656,36.0,34.0,127.0,79.5,31.4,8.7,2.2,14.5143,163.0,124.0,2.8,1.5143,0.14454277286135694,12.0,61.47,20.9,1.0307692307692309,1.225,3.1567929371243055,0.10322999999999982,,,,,0.819999999999941,0.7357512953367875
Pa5d4a8fef6,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,1.0,,
Pe083952d4c,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P79c8ced5ce,2024,10.4,1.0,0.61904174,13.7,3.0,20.6,4.3077,27.0,27.0,54.3,0.542,192.0,104.0,0.365,52.0,19.0,4.3,0.731,70.1,26.0,91.0,40.1,22.9615,12.2,2.5385,15.0,101.0,63.0,0.8,0.3077,0.21311475409836064,13.3,59.96,31.6,0.7272727272727273,2.7358490566037736,3.762818462550634,1.1553600000000004,,,,,1.290000000000246,0.6183206106870229
Pca5928b452,2024,29.7,5.8276,2.06097043,0.8,0.2759,13.3,4.069,8.0,7.0,48.0,0.473,207.0,98.0,0.33,88.0,29.0,1.8,0.707,39.3,29.0,79.0,72.1,34.931,2.1,0.6552,12.5862,127.0,74.0,2.8,1.7586,0.2983050847457627,21.0,52.13,21.8,1.3499999999999999,1.2857142857142856,3.3668569719020134,0.03834000000000006,,,,,2.6000000000003967,0.5859872611464968
P51e90d8f38,2024,49.1,10.125,2.81735205,0.3,0.0938,8.9,3.0,0.0,0.0,46.6,0.463,244.0,113.0,0.319,47.0,15.0,2.5,0.741,39.9,31.0,107.0,85.3,35.0625,1.1,0.3438,11.2188,137.0,71.0,2.2,1.3125,0.16151202749140894,24.2,51.57,24.2,1.9484126984126986,0.7142857142857143,3.5287708856851374,0.06594,,,,,3.06000000000043,0.5329341317365269
P68ff50da96,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,,1.0,,
P92095a9676,2024,6.7,1.1714,1.02493653,2.5,0.8,16.5,4.4,25.0,23.0,55.6,0.538,195.0,105.0,0.386,145.0,56.0,2.2,0.851,27.6,33.0,77.0,85.5,33.5429,6.9,1.6857,14.1143,118.0,78.0,2.0,1.0571,0.4264705882352941,10.2,59.53,19.5,0.5982142857142858,1.40625,3.87534923475206,-0.047650000000000005,,,,,0.9914285714286256,0.6486486486486487
Pbe0b54a1e9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8b23f27bc8,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc19957985f,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23152d31e2,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,
P65b97df144,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd018d62aee,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,,1.0,,
P7a95b991f4,2024,13.4,1.8056,1.06562801,2.4,0.6389,14.3,4.1111,34.0,29.0,53.8,0.499,343.0,171.0,0.397,234.0,93.0,2.3,0.77,35.4,36.0,136.0,76.6,30.6389,2.8,0.7778,21.6111,207.0,122.0,1.3,0.6944,0.4055459272097054,10.6,57.72,29.8,1.1551724137931034,1.1212121212121213,4.098717683936575,0.7565599999999999,10.0,10.0,,1.0,5.299999999998981,0.5907172995780591
Pa245962e52,2024,10.4,1.5833,0.79165,2.4,0.6667,9.2,2.2917,20.0,15.0,59.5,0.588,153.0,90.0,0.415,41.0,17.0,2.8,0.714,39.7,24.0,62.0,45.2,28.125,3.3,0.7083,11.9167,91.0,67.0,1.3,0.625,0.211340206185567,20.5,62.02,20.1,0.48372093023255813,0.9736842105263159,3.110690102256368,0.012020000000000175,7.0,7.0,,1.0,,0.7024793388429752
P473649a3ff,2024,24.0,4.4545,2.2272501,2.5,0.697,13.3,3.7576,6.0,5.0,67.9,0.555,119.0,66.0,0.521,144.0,75.0,2.6,0.831,24.7,33.0,59.0,71.5,28.9394,1.5,0.3636,12.4545,60.0,39.0,4.6,2.4848,0.5475285171102662,20.0,69.93,18.7,1.1428571428571428,1.972222222222222,3.4816030906239592,-0.25909000000000026,3.0,3.0,,1.0,,0.6333333333333333
P2a77fa93f7,2024,18.4,2.9118,1.94119994,2.1,0.5294,12.0,3.0,26.0,23.0,50.7,0.544,215.0,117.0,0.267,75.0,20.0,3.6,0.755,37.9,34.0,66.0,57.3,26.9412,7.8,1.6765,11.0882,149.0,94.0,1.8,0.7941,0.25862068965517243,15.0,55.08,22.4,1.15,0.8478260869565218,3.555695301990812,0.12191999999999989,4.0,4.0,,1.0,,0.6256983240223464
P74240d498b,2024,30.1,3.9062,1.95309997,0.3,0.0625,11.8,2.6875,4.0,4.0,56.4,0.495,218.0,108.0,0.444,144.0,64.0,4.5,0.796,27.1,32.0,104.0,55.7,23.25,1.2,0.25,15.1875,114.0,63.0,2.4,1.0312,0.39779005524861877,15.6,59.48,29.9,1.8132530120481927,0.49090909090909085,3.6577154007071337,0.9385199999999996,19.0,19.0,,1.0,,0.5625
P9f04775c7a,2024,8.2,1.4286,1.06381705,0.8,0.2286,12.3,3.1143,5.0,4.0,47.6,0.419,160.0,67.0,0.346,214.0,74.0,2.6,0.792,48.9,34.0,99.0,79.6,32.3143,5.5,1.3429,14.5143,61.0,33.0,2.0,1.0571,0.5721925133689839,11.2,54.35,22.1,0.6721311475409836,0.7777777777777777,4.130229120026317,0.09135000000000008,13.0,13.0,,1.0,,0.5604395604395604
P4bd2cd3d34,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P429241cb33,2024,31.1,4.2593,1.29214584,0.8,0.2222,8.7,2.2593,6.0,6.0,53.3,0.543,234.0,127.0,0.338,80.0,27.0,3.2,0.673,49.7,27.0,80.0,60.0,29.7778,2.5,0.6296,16.2963,154.0,95.0,2.9,1.4815,0.25477707006369427,21.1,56.69,30.2,1.4072398190045248,0.8809523809523809,3.4028534269994113,0.6823799999999998,16.0,16.0,,1.0,,0.6141304347826086
P32ff4229d3,2024,23.3,3.6364,1.34831292,2.8,0.9697,23.7,7.6667,26.0,26.0,56.4,0.563,240.0,135.0,0.377,223.0,84.0,2.2,0.747,37.6,33.0,59.0,82.3,35.2727,3.4,1.0,19.7576,181.0,118.0,2.9,1.7576,0.4816414686825054,16.1,59.75,27.8,1.3625730994152045,1.7812499999999998,3.8580951225208655,0.7605000000000001,11.0,11.0,,1.0,0.09999999999934307,0.6445497630331753
Pb0cd5d409b,2024,13.4,1.5143,1.89287496,11.4,2.4571,23.4,4.8857,52.0,48.0,64.3,0.65,283.0,184.0,0.25,8.0,2.0,3.6,0.583,47.8,35.0,59.0,49.3,22.5429,13.8,2.4857,13.0,224.0,157.0,1.4,0.5143,0.027491408934707903,8.7,63.72,24.6,1.3814432989690724,2.7826086956521743,2.880977532381224,0.6311200000000001,6.0,6.0,,1.0,1.35197875784199e-15,0.6889763779527559
P2bc6f2a3aa,2024,18.4,2.7778,1.31580699,5.2,1.4722,22.6,6.0278,27.0,25.0,55.1,0.56,323.0,181.0,0.348,112.0,39.0,4.0,0.671,38.4,36.0,97.0,76.0,30.4167,8.6,2.1667,16.4167,226.0,144.0,2.3,1.1667,0.2574712643678161,14.9,57.45,27.7,1.1572327044025157,1.5,3.4381798301795867,0.5736500000000002,28.0,28.0,,1.0,-1.2000000000004825,0.6328125
Pa3f4257d20,2024,10.7,1.8333,1.43473161,0.3,0.0833,15.3,4.2222,2.0,2.0,57.7,0.521,169.0,88.0,0.414,210.0,87.0,2.0,0.885,23.0,36.0,80.0,79.0,31.5833,3.0,0.7778,14.2778,89.0,53.0,2.0,1.0833,0.554089709762533,12.2,61.14,19.7,0.8106060606060606,0.7666666666666666,3.962443080813213,-0.03342000000000008,14.0,14.0,,1.0,,0.5966386554621849
Pf4a65045a1,2024,16.3,2.1613,1.39582788,1.8,0.3548,12.1,2.5806,3.0,3.0,56.6,0.467,60.0,28.0,0.408,130.0,53.0,3.1,0.778,14.2,31.0,22.0,55.5,23.0,2.2,0.4516,7.6129,38.0,23.0,2.2,0.871,0.6842105263157895,21.9,58.18,17.6,0.7117903930131005,0.9756097560975611,2.5924551089163086,-0.19631999999999988,18.0,18.0,,1.0,,0.6029411764705882
P523c7506e7,2024,3.5,0.3824,0.33336241,7.1,1.5,16.3,2.9706,67.0,59.0,61.3,0.613,222.0,136.0,0.0,0.0,0.0,4.2,0.619,60.4,33.0,57.0,54.7,22.9706,14.4,2.6176,10.7353,165.0,116.0,1.4,0.5882,0.0,13.9,62.14,21.9,0.2348993288590604,1.6346153846153846,3.036365087853388,0.23065999999999984,17.0,17.0,,1.0,,0.6871794871794872
P58407301c7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,1.0,,
Pada60a9da7,2024,9.9,1.5,0.95742645,6.5,1.8667,26.1,7.7667,68.0,63.0,61.4,0.611,280.0,171.0,0.425,40.0,17.0,2.5,0.634,41.9,30.0,122.0,73.0,32.1,8.0,2.1,15.9333,158.0,117.0,1.1,0.6,0.125,12.7,62.3,22.1,0.7226277372262775,2.1714285714285713,3.1099442095299645,0.25830000000000014,25.0,25.0,,1.0,0.3000000000001244,0.7180851063829787
P35654567c0,2024,7.1,1.0,1.17855036,1.6,0.3333,16.3,3.6061,12.0,11.0,57.7,0.633,79.0,50.0,0.361,122.0,44.0,3.5,0.765,40.3,32.0,24.0,58.7,24.0909,6.6,1.303,9.0303,55.0,44.0,2.0,0.8788,0.6069651741293532,12.1,61.38,17.0,0.5419847328244275,0.8,3.3711402241571538,-0.3414000000000001,29.0,29.0,,1.0,,0.7294117647058823
Pd1401169e8,2024,42.1,7.7097,2.68537094,0.6,0.1613,14.8,4.2258,0.0,0.0,56.3,0.552,230.0,127.0,0.388,121.0,47.0,1.2,0.851,26.8,31.0,62.0,68.8,32.9677,2.6,0.7097,15.3226,168.0,98.0,2.8,1.5806,0.34472934472934474,18.9,60.03,26.6,2.1155778894472363,1.5454545454545452,3.87534923475206,0.6619800000000002,26.0,26.0,,1.0,3.1799999999995077,0.5858585858585859
Pb1c5565b99,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,,1.0,,
P8cc9424d6a,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,42.0,,1.0,,
Pf120e8dc11,2024,23.5,3.4516,1.11456987,1.5,0.4839,16.9,5.129,24.0,24.0,51.8,0.509,338.0,172.0,0.36,139.0,50.0,2.5,0.796,29.8,31.0,128.0,81.3,34.3548,5.2,1.6452,19.5806,210.0,121.0,2.0,1.1935,0.2914046121593291,17.3,55.74,30.0,1.2841530054644807,1.0,3.9504243256868863,0.5740000000000002,23.0,23.0,,1.0,5.7499999999981,0.5791666666666667
P4b73f3a250,2024,18.9,3.625,3.625,0.8,0.25,12.5,3.8,0.0,0.0,60.6,0.539,180.0,97.0,0.44,225.0,99.0,2.6,0.911,22.2,40.0,120.0,82.0,32.8,4.0,1.05,14.325,60.0,37.0,2.7,1.475,0.5555555555555556,10.0,63.99,18.5,1.718181818181818,0.9722222222222222,4.10939301043685,-0.20985000000000004,43.0,43.0,,1.0,0.33000000000023844,0.6111111111111112
P9fc884bebd,2024,16.1,2.9167,1.64062321,4.7,1.2778,15.3,4.3056,71.0,62.0,57.6,0.58,338.0,196.0,0.0,2.0,0.0,2.7,0.623,42.9,36.0,160.0,78.8,32.5,9.4,2.5833,13.4167,178.0,113.0,1.9,1.0556,0.0058823529411764705,14.4,59.0,21.9,1.0454545454545454,1.7837837837837835,3.1090395015631525,0.17099999999999987,53.0,53.0,,1.0,4.05999999999941,0.6298076923076923
P0d7bcc4d57,2024,6.0,0.7647,0.92859747,10.4,2.2647,20.8,4.6765,38.0,36.0,56.5,0.618,173.0,107.0,0.2,35.0,7.0,3.0,0.532,37.0,34.0,42.0,67.9,27.4412,9.6,2.2353,8.1176,131.0,89.0,3.0,1.2647,0.16826923076923078,11.6,56.42,17.0,0.4761904761904762,3.35,2.317769095798863,-0.19260000000000005,38.0,38.0,,1.0,4.7000000000018884,0.6645962732919255
Pbdde11b624,2024,40.4,6.2973,3.10670943,2.0,0.4595,10.5,2.7838,4.0,3.0,45.8,0.456,294.0,134.0,0.309,139.0,43.0,2.5,0.779,24.0,37.0,188.0,76.9,31.0541,3.3,0.9189,12.9189,106.0,63.0,4.3,2.1622,0.3210161662817552,15.4,49.54,26.4,2.4634146341463414,1.8,3.6254351127727107,-0.02944000000000005,,,,,1.6899999999998114,0.5955882352941176
Pdbf2a4e286,2024,6.9,0.9375,1.11104526,1.1,0.2188,10.4,2.1875,24.0,20.0,55.7,0.564,133.0,75.0,0.365,85.0,31.0,4.1,0.776,22.5,32.0,55.0,51.5,21.4688,6.4,1.1875,8.7812,78.0,50.0,2.2,0.875,0.38990825688073394,11.9,58.23,18.0,0.5348837209302326,0.6470588235294119,3.0357298522122416,-0.16459999999999994,45.0,45.0,,1.0,,0.6296296296296297
P470eca3f49,2024,28.7,3.9655,1.55406197,1.3,0.3793,13.0,3.7931,2.0,2.0,53.1,0.522,291.0,152.0,0.375,80.0,30.0,3.3,0.86,48.0,27.0,138.0,74.9,31.5172,0.9,0.2414,20.0,153.0,91.0,2.1,1.1724,0.215633423180593,15.6,60.04,31.1,1.7289156626506021,0.7906976744186047,4.461151793023049,1.11444,32.0,32.0,,1.0,5.949999999998706,0.5956284153005464
Pa306b38c4f,2024,10.8,1.8333,1.17851629,2.7,0.7222,14.8,3.8611,53.0,49.0,59.3,0.599,192.0,115.0,0.387,93.0,36.0,3.0,0.71,37.5,36.0,58.0,67.9,27.6389,8.0,2.0,11.5,134.0,91.0,2.0,1.0,0.3263157894736842,16.7,61.64,18.3,0.6101694915254238,1.175,3.324313171258196,-0.19787999999999994,48.0,48.0,,1.0,-1.6700000000000064,0.6646341463414634
Pcf591b3097,2024,13.8,2.2424,1.94737295,1.1,0.3333,12.8,3.3636,6.0,6.0,51.8,0.424,132.0,56.0,0.391,179.0,70.0,2.2,0.779,21.9,33.0,92.0,73.0,30.1818,1.0,0.2424,11.3636,40.0,19.0,1.2,0.6364,0.5755627009646302,12.3,54.62,18.2,1.037593984962406,0.7187499999999999,3.2983689670812653,-0.08315999999999998,27.0,27.0,,1.0,,0.5285714285714286
P367a636ba4,2024,27.1,4.8919,2.2073368,0.2,0.0541,16.4,5.0811,14.0,11.0,55.2,0.497,330.0,164.0,0.434,182.0,79.0,2.8,0.876,36.3,37.0,127.0,86.8,35.0811,2.8,0.7568,19.6757,203.0,112.0,2.7,1.6216,0.35546875,13.9,60.63,26.4,1.818791946308725,0.7631578947368423,4.582451148364618,0.6803199999999999,,,,,1.1000000000000334,0.5579399141630901
