pid,draft_year,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042
P13f00227af,2022,6.2,0.8788,0.69050052,1.3,0.2727,21.7,5.7879,7.0,7.0,52.5,0.525,181.0,95.0,0.35,197.0,69.0,3.4,0.7,21.2,33.0,72.0,71.8,29.7879,7.8,2.0606,13.7273,109.0,65.0,3.0,1.5455,0.5211640211640212,11.5,54.45,21.1,0.496,0.9772727272727272,3.076114408270707,0.04895000000000009,,,,,1.1699999999998978,0.5971223021582733
P836329e077,2022,12.5,1.3793,0.70175528,1.5,0.3103,12.3,2.5172,4.0,3.0,43.5,0.462,117.0,54.0,0.254,59.0,15.0,3.5,0.5,27.3,29.0,36.0,48.5,21.4828,4.9,0.931,6.1034,81.0,40.0,1.3,0.4828,0.3352272727272727,25.9,44.52,20.1,0.4646840148698885,0.6222222222222222,1.9459101490553132,-0.005480000000000075,,,,,-1.1599999999996633,0.5225225225225225
Pfd5185bdf5,2022,8.1,1.1081,0.70687679,3.3,0.8108,14.1,3.5135,30.0,26.0,53.6,0.522,209.0,109.0,0.371,143.0,53.0,3.3,0.724,24.7,37.0,126.0,69.0,27.7838,4.4,1.1081,11.8919,82.0,53.0,2.0,1.0,0.40625,15.6,55.93,20.1,0.4879518072289156,1.2325581395348837,3.2415918536822215,0.0059300000000000845,,,,,0.6699999999997224,0.6339285714285714
Pc064a30c43,2022,22.6,3.8077,1.59678774,1.0,0.3462,9.9,3.0385,0.0,0.0,52.7,0.476,164.0,78.0,0.398,118.0,47.0,3.7,0.841,31.2,26.0,78.0,84.4,34.0769,1.4,0.4231,14.2692,87.0,55.0,3.5,2.0769,0.41843971631205673,18.4,57.29,21.6,1.1649484536082475,0.9574468085106382,3.7749431869447294,0.11664000000000009,,,,,1.2200000000003062,0.6239316239316239
P4e8883caf8,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,1.0,,
Pab39ee5462,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,1.0,,
Paf2b091294,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20596267f7,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,,1.0,,
P16b88a2183,2022,19.2,3.0556,1.17023476,2.0,0.5556,15.0,4.2222,31.0,28.0,53.4,0.533,261.0,139.0,0.358,179.0,64.0,2.2,0.744,47.0,36.0,100.0,75.7,31.4444,2.7,0.6667,17.3333,162.0,110.0,1.7,0.9167,0.4068181818181818,17.9,57.96,27.7,1.0158730158730158,1.15625,3.9711283312977805,0.61292,4.0,4.0,,1.0,2.200000000001472,0.6666666666666666
Pfa7a6f2536,2022,17.5,3.1795,1.34781693,2.7,0.9231,19.1,6.0513,44.0,41.0,52.0,0.525,383.0,201.0,0.338,130.0,44.0,2.3,0.729,36.6,39.0,195.0,82.2,32.9744,6.5,1.7692,17.2051,188.0,127.0,1.9,1.0513,0.253411306042885,15.4,55.7,27.2,1.0670731707317074,1.3939393939393938,3.8212335739784793,0.41040000000000015,3.0,3.0,,1.0,,0.6651376146788991
P12c0373e62,2022,13.8,1.9706,1.04685506,3.8,1.0294,23.4,6.4412,15.0,14.0,52.2,0.435,239.0,104.0,0.422,187.0,79.0,2.9,0.799,38.5,34.0,176.0,70.9,28.7941,3.5,0.9412,16.9412,63.0,41.0,2.1,1.0882,0.43896713615023475,14.0,57.15,26.2,0.92,1.512820512820513,4.079650433646564,0.44329999999999986,,,,,,0.6344086021505376
Pbfdaa31fd0,2022,11.4,1.9062,1.0,11.9,3.4688,28.7,8.125,57.0,57.0,68.0,0.737,175.0,129.0,0.39,105.0,41.0,3.9,0.717,35.4,32.0,50.0,67.3,26.9062,8.0,1.7812,14.125,125.0,105.0,1.6,0.8125,0.375,17.9,69.11,21.4,0.6031746031746033,2.7551020408163263,3.3019070233534618,0.2675399999999997,2.0,2.0,,1.0,,0.7935483870967742
Pce7c8a9da0,2022,13.8,2.5405,1.4242067,0.8,0.2703,12.6,4.2432,42.0,38.0,53.7,0.519,260.0,135.0,0.372,223.0,83.0,2.3,0.764,36.9,37.0,86.0,80.6,32.4595,5.1,1.3784,17.7027,174.0,111.0,1.6,0.973,0.4616977225672878,12.9,57.7,23.5,0.9928057553956835,0.7272727272727274,3.963162755662337,0.2695000000000001,6.0,6.0,,1.0,4.80000000000322,0.6323529411764706
P919e355315,2022,14.6,2.0968,0.91551333,2.3,0.7419,23.8,6.9032,19.0,16.0,46.3,0.466,371.0,173.0,0.303,122.0,37.0,2.4,0.791,39.8,31.0,228.0,80.4,34.2258,4.3,1.3226,19.7419,143.0,89.0,2.0,1.1613,0.24746450304259635,12.7,52.21,31.6,1.0656934306569343,1.2647058823529411,4.179014149431749,0.25636000000000014,7.0,7.0,,1.0,,0.6184971098265896
P86df290cda,2022,10.1,1.4857,1.33330341,6.4,1.9429,20.2,5.8,67.0,63.0,61.4,0.621,388.0,241.0,0.398,166.0,66.0,2.3,0.747,34.3,35.0,111.0,77.0,31.8857,9.8,2.8571,23.4857,277.0,196.0,2.3,1.2857,0.2996389891696751,7.1,63.8,28.1,1.2469135802469136,2.6363636363636362,3.9234482507508326,1.1178,5.0,5.0,,1.0,10.100000000006771,0.6970684039087948
Pa95793f720,2022,6.8,0.9744,1.52012484,2.2,0.5641,13.5,3.1538,10.0,8.0,61.3,0.547,137.0,75.0,0.447,159.0,71.0,1.8,0.792,17.9,39.0,79.0,60.6,24.3333,3.8,0.7692,10.3846,58.0,42.0,1.2,0.5128,0.5371621621621622,9.1,63.05,16.9,0.6732673267326733,1.2142857142857144,3.1592753648789054,-0.40455000000000013,11.0,11.0,,1.0,,0.6818181818181818
P7d4b1d6e8f,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,1.0,,
Pa408da26a2,2022,23.0,3.9032,2.37247744,0.7,0.1935,10.7,2.8065,2.0,2.0,50.4,0.496,234.0,116.0,0.35,103.0,36.0,2.1,0.75,19.0,31.0,177.0,65.9,29.129,2.6,0.6452,12.5161,57.0,34.0,2.6,1.2903,0.3056379821958457,14.7,52.8,22.2,1.4649681528662422,1.064516129032258,3.130790452421728,0.06159999999999992,,,,,,0.5977011494252874
Pae46fa4aa5,2022,14.7,2.0312,1.20367403,1.0,0.2812,10.5,2.7812,13.0,12.0,55.4,0.53,232.0,123.0,0.411,90.0,37.0,2.4,0.833,29.8,32.0,153.0,73.6,29.6562,3.5,0.7812,13.6562,79.0,57.0,1.6,0.7812,0.2795031055900621,15.1,59.44,23.4,0.9130434782608694,0.7647058823529412,3.8107342450933177,0.3209599999999998,14.0,14.0,,1.0,,0.6880733944954128
P5cba6e4b4b,2022,17.4,2.4,1.09090911,0.2,0.0571,11.4,3.0,20.0,18.0,46.2,0.467,257.0,120.0,0.302,172.0,52.0,2.6,0.667,32.9,34.0,98.0,72.7,29.3429,2.9,0.6857,14.4,160.0,82.0,2.6,1.2571,0.40093240093240096,15.2,49.4,30.7,1.074074074074074,0.7777777777777778,3.305536647420041,-0.06420000000000015,16.0,16.0,,1.0,,0.5263157894736842
P3a3a5bbbef,2022,10.5,1.2759,0.56924244,9.9,2.1034,21.5,5.1724,76.0,70.0,59.7,0.6,235.0,141.0,0.0,1.0,0.0,4.3,0.625,44.1,29.0,83.0,55.5,25.2759,14.0,2.9655,11.9655,152.0,111.0,1.8,0.8276,0.00423728813559322,21.6,60.79,23.0,0.46460176991150437,2.207547169811321,2.908725218848452,0.3237,13.0,13.0,,1.0,,0.7087912087912088
P14882ceff6,2022,10.1,1.0,0.45833718,6.5,1.1515,19.8,4.3333,48.0,47.0,55.9,0.564,287.0,162.0,0.359,78.0,28.0,4.5,0.803,51.5,33.0,74.0,58.8,24.4242,10.5,2.2727,16.9394,213.0,137.0,4.6,1.9697,0.2136986301369863,16.5,61.52,30.8,0.5771428571428571,2.018181818181818,4.209122853092893,1.2441600000000004,15.0,15.0,,1.0,6.400000000004295,0.6378600823045267
P1191691c20,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,,1.0,,
Paac5dcb74c,2022,8.6,1.4571,0.98074983,1.7,0.4857,9.2,2.6,10.0,9.0,44.9,0.429,170.0,73.0,0.317,123.0,39.0,1.4,0.824,25.3,35.0,122.0,74.9,30.8286,3.4,0.8571,9.2571,48.0,23.0,1.0,0.5143,0.4197952218430034,16.5,49.37,17.2,0.4914285714285714,1.1250000000000002,3.557610205553919,0.017640000000000076,28.0,28.0,,1.0,,0.5256410256410257
P3a5b76349f,2022,6.9,0.8718,0.9444264,11.3,2.7949,21.4,4.8718,101.0,96.0,71.8,0.721,265.0,191.0,0.0,1.0,0.0,3.5,0.727,28.9,39.0,46.0,58.9,23.641,13.2,2.5897,11.2308,219.0,171.0,1.3,0.5128,0.0037593984962406013,12.3,72.38,18.6,0.518796992481203,2.8000000000000003,3.167327317003333,-0.3133199999999996,10.0,10.0,,1.0,-2.5000000000016764,0.7590361445783133
Pe3c0fc5a9e,2022,12.3,1.7667,1.12765689,3.2,0.7,20.6,4.4,20.0,15.0,53.1,0.585,130.0,76.0,0.296,81.0,24.0,3.7,0.589,42.7,30.0,62.0,55.0,25.1333,8.9,1.9667,9.2333,68.0,51.0,2.9,1.2667,0.38388625592417064,18.1,54.58,20.0,0.643979057591623,1.297872340425532,2.6568962493384243,0.0,12.0,12.0,,1.0,,0.7040816326530612
Pa6b76d042d,2022,21.7,4.4103,2.26320105,0.6,0.2051,12.4,4.0513,18.0,14.0,56.9,0.544,250.0,136.0,0.413,126.0,52.0,1.9,0.805,31.4,39.0,103.0,84.6,33.9487,4.3,1.2051,13.4103,146.0,94.0,2.3,1.359,0.3351063829787234,16.6,60.53,20.3,1.2329545454545454,1.0,3.8471944119547814,0.031590000000000076,,,,,0.09999999999989256,0.6363636363636364
Pd6b4848f72,2022,12.3,1.8529,1.08617157,1.5,0.3529,13.7,3.1471,46.0,43.0,61.5,0.638,185.0,118.0,0.341,41.0,14.0,3.4,0.689,32.7,34.0,55.0,67.0,27.0,7.3,1.7353,9.6765,130.0,99.0,2.2,1.0,0.18141592920353983,21.0,62.99,17.5,0.5590909090909091,0.8409090909090908,2.9747493102265175,-0.3247500000000001,37.0,37.0,,1.0,,0.73125
P8c8d5105c2,2022,32.4,4.7353,1.89412003,0.9,0.2353,9.7,2.5588,9.0,9.0,52.7,0.504,264.0,133.0,0.383,128.0,49.0,2.6,0.606,25.3,34.0,90.0,74.3,30.7941,2.5,0.6765,13.9118,174.0,104.0,4.1,2.1765,0.32653061224489793,18.8,53.87,25.2,1.6363636363636362,1.3888888888888888,2.7907331327087834,0.20123999999999984,22.0,22.0,,1.0,,0.5980392156862745
Pa89859be17,2022,22.7,4.1515,1.98550879,1.5,0.5455,11.7,3.8485,27.0,25.0,56.2,0.551,321.0,177.0,0.396,106.0,42.0,3.0,0.809,33.0,33.0,135.0,86.7,34.8182,2.0,0.5758,18.0,186.0,124.0,1.9,1.1818,0.24824355971896955,13.6,60.12,24.9,1.5547945205479452,0.85,4.00926408959942,0.4958799999999997,20.0,20.0,,1.0,4.800000000000409,0.6574074074074074
P50d6953351,2022,23.2,2.8571,1.16279358,4.7,1.2,22.1,5.8,32.0,27.0,51.8,0.509,393.0,200.0,0.37,100.0,37.0,2.9,0.703,42.4,34.0,215.0,79.3,33.3429,10.1,2.6286,19.2571,189.0,120.0,2.0,1.0286,0.2028397565922921,14.1,55.55,33.8,1.5364238410596027,1.717948717948718,3.7590165940943803,0.7658999999999995,44.0,44.0,,1.0,4.700000000000717,0.6301369863013698
P8be99fecd0,2022,12.2,1.5455,0.73915543,2.5,0.6364,17.8,4.8182,3.0,3.0,40.8,0.418,67.0,28.0,0.266,64.0,17.0,2.2,0.743,26.7,11.0,40.0,25.3,28.5455,3.7,0.9091,12.0909,27.0,14.0,1.7,0.8182,0.48854961832061067,15.9,45.05,27.2,0.7218934911242604,1.3125,2.6625545712728895,-0.35640000000000016,,,,,,0.5614035087719298
Pa5128e8532,2022,7.0,0.8824,0.78954904,18.8,4.5,22.1,5.4118,81.0,79.0,62.7,0.702,218.0,153.0,0.2,50.0,10.0,4.1,0.596,33.2,34.0,38.0,63.0,25.5588,10.9,2.6176,11.4412,180.0,141.0,2.4,1.0882,0.1865671641791045,12.9,62.69,19.0,0.5035971223021583,4.1568627450980395,2.6818865635168376,-0.12689999999999999,25.0,25.0,,1.0,-3.8000000000025462,0.7571428571428571
Pa2e8c74c1f,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,34.0,,1.0,,
Pa067c50f94,2022,29.4,4.3333,1.50524532,1.4,0.3636,15.1,3.6667,9.0,9.0,52.1,0.565,131.0,74.0,0.301,83.0,25.0,1.9,0.728,37.9,33.0,35.0,64.3,25.8182,4.5,1.0909,8.5455,96.0,60.0,2.1,0.9697,0.3878504672897196,29.2,55.85,20.7,0.9735099337748344,1.206896551724138,3.2080916120083764,0.04094999999999997,42.0,42.0,,1.0,,0.6190476190476191
Pd5316f2e65,2022,8.6,1.3871,0.66153182,1.0,0.3226,14.6,4.4839,19.0,18.0,45.3,0.478,251.0,120.0,0.274,146.0,40.0,2.4,0.831,49.1,31.0,89.0,79.1,33.2903,2.4,0.7097,16.8387,162.0,91.0,1.2,0.7097,0.3677581863979849,13.4,53.31,26.2,0.5972222222222222,0.6470588235294118,4.38611328182056,0.20522000000000012,40.0,40.0,,1.0,,0.5677083333333334
Pa06f6a14b5,2022,21.3,3.9706,1.73078759,2.4,0.8529,13.8,4.5,14.0,13.0,54.0,0.545,268.0,146.0,0.356,191.0,68.0,1.6,0.745,21.4,33.0,92.0,91.3,36.1765,1.7,0.5294,17.2647,177.0,111.0,2.9,1.8235,0.41612200435729846,15.2,56.28,23.3,1.3148148148148149,2.0384615384615383,3.4233642883502693,0.20724000000000006,49.0,49.0,,1.0,2.8600000000010244,0.6231884057971014
P3b1e823247,2022,14.5,2.775,1.37037035,2.5,0.825,16.0,5.125,27.0,27.0,55.6,0.545,286.0,156.0,0.386,132.0,51.0,2.1,0.733,32.3,40.0,90.0,85.1,34.35,4.9,1.4,14.1,197.0,124.0,1.6,0.975,0.3157894736842105,16.8,58.49,20.2,0.8146067415730337,1.3225806451612903,3.6009760312445263,0.016979999999999943,36.0,36.0,,1.0,3.900000000000387,0.6255506607929515
P9345155d6a,2022,9.8,1.3784,0.86441741,10.3,2.7568,18.0,4.7297,93.0,84.0,63.5,0.642,285.0,183.0,0.0,3.0,0.0,4.4,0.735,47.2,37.0,89.0,63.2,25.4324,12.2,2.5676,12.5946,196.0,145.0,1.6,0.7568,0.010416666666666666,16.7,66.08,20.6,0.5536723163841809,2.2037037037037037,3.616185980483672,0.0964800000000002,38.0,38.0,,1.0,2.7500000000004476,0.7212389380530974
Pdd8eeaed18,2022,10.0,1.2424,0.53947028,2.6,0.6667,29.3,7.3333,27.0,26.0,51.3,0.51,243.0,124.0,0.346,104.0,36.0,3.6,0.784,46.7,33.0,65.0,69.8,28.1212,8.9,2.0606,14.6364,178.0,101.0,1.5,0.7273,0.29971181556195964,17.8,56.96,27.0,0.5319148936170213,0.8913043478260869,3.9935001574325018,0.4872000000000001,47.0,47.0,,1.0,1.6000000000010746,0.5721153846153846
Pafb050f1ad,2022,20.0,3.6176,1.61839568,0.9,0.2647,16.1,5.2941,14.0,12.0,51.1,0.531,339.0,180.0,0.311,151.0,47.0,3.0,0.81,32.2,33.0,167.0,82.3,32.6765,2.4,0.7059,18.8529,172.0,103.0,2.9,1.7353,0.3081632653061224,13.6,55.66,28.2,1.36986301369863,0.95,4.105812403798388,0.4641199999999997,31.0,31.0,,1.0,3.700000000002479,0.599009900990099
Pbccc770021,2022,35.0,5.8,1.65714291,0.5,0.1667,17.7,5.7,2.0,1.0,47.8,0.42,212.0,89.0,0.362,188.0,68.0,2.8,0.737,14.2,30.0,149.0,87.5,35.3,3.1,0.9667,14.1333,63.0,33.0,2.0,1.2333,0.47,21.7,49.64,26.6,1.5418502202643172,0.6578947368421053,2.9925464987727106,-0.02375999999999997,51.0,51.0,,1.0,4.40000000000295,0.5483870967741935
P19ae0a39ff,2022,10.2,1.7879,1.13459832,1.9,0.5758,14.5,4.2121,14.0,12.0,55.9,0.579,95.0,55.0,0.366,183.0,67.0,3.4,0.881,36.3,33.0,24.0,77.1,30.9394,6.4,1.8788,12.1212,70.0,49.0,3.4,1.9394,0.658273381294964,16.4,61.35,16.8,0.5862068965517242,1.2045454545454544,4.0746010485034425,-0.3631999999999999,,,,,1.900000000001273,0.67
P76f8234113,2022,12.8,0.9394,1.0,5.4,0.6667,15.7,2.1818,29.0,25.0,52.8,0.559,145.0,81.0,0.143,14.0,2.0,4.8,0.754,40.9,33.0,32.0,36.7,14.6667,12.8,1.5758,6.5758,113.0,71.0,3.1,0.8182,0.0880503144654088,16.5,57.14,21.7,0.7314285714285714,1.4655172413793105,3.158999675487925,0.12137999999999996,48.0,48.0,,1.0,,0.6223776223776224
P4b5f95e771,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,,1.0,,
P868c7d320b,2022,7.3,1.1935,0.67269759,2.0,0.6452,17.6,5.4516,9.0,9.0,43.1,0.405,309.0,125.0,0.336,110.0,37.0,2.5,0.814,30.8,30.0,190.0,79.8,33.0968,3.9,1.2258,15.5484,119.0,58.0,2.0,1.1613,0.26252983293556087,12.4,48.51,25.1,0.5447761194029851,1.1428571428571428,3.9621730426708437,-0.07599000000000013,,,,,3.249999999998783,0.5100671140939598
Pe54f989cc8,2022,11.6,1.9062,1.17304619,2.2,0.625,15.7,4.5938,15.0,13.0,53.0,0.477,216.0,103.0,0.398,171.0,68.0,2.4,0.795,31.5,32.0,95.0,84.4,34.2812,4.4,1.2812,15.8438,121.0,68.0,1.9,1.0625,0.4418604651162791,12.7,56.97,22.8,0.8467153284671532,1.2058823529411764,3.8256865625210716,0.19516000000000003,39.0,39.0,,1.0,1.7099999999995368,0.5695364238410596
Pc25f9380ba,2022,16.0,3.0625,1.75,0.3,0.0938,7.9,2.7812,0.0,0.0,49.0,0.472,265.0,125.0,0.34,259.0,88.0,1.8,0.884,21.4,32.0,212.0,90.1,37.875,1.7,0.5625,19.1562,53.0,30.0,2.3,1.4688,0.49427480916030536,10.8,53.1,25.0,1.3559322033898304,0.9285714285714285,4.179010831741709,0.15500000000000008,,,,,1.5699999999993566,0.5783132530120482
P416088a2b5,2022,22.1,3.9189,2.84307901,1.1,0.3243,12.8,3.6757,24.0,22.0,56.3,0.572,152.0,87.0,0.364,77.0,28.0,3.3,0.736,23.1,37.0,46.0,69.1,27.8108,5.0,1.1622,8.027,106.0,73.0,2.5,1.2432,0.33624454148471616,18.0,58.42,15.1,1.1631578947368422,0.8372093023255814,2.935892258271306,-0.4125800000000001,27.0,27.0,,1.0,1.0000000000006712,0.6691176470588235
P123f055136,2022,14.6,2.6667,2.13335991,0.2,0.0556,9.0,2.6111,2.0,2.0,49.6,0.522,178.0,93.0,0.312,173.0,54.0,1.7,0.67,27.6,36.0,67.0,69.5,30.1944,3.3,0.8333,11.4722,111.0,68.0,2.3,1.1944,0.4928774928774929,12.1,52.01,20.1,1.1145038167938932,0.9259259259259258,3.0719282107092836,0.0020100000000000265,45.0,45.0,,1.0,,0.6099290780141844
Pc69570e4d2,2022,10.1,0.75,0.8,5.3,0.5625,18.7,1.9688,6.0,3.0,35.2,0.356,87.0,31.0,0.226,31.0,7.0,5.0,0.688,27.1,32.0,41.0,28.4,12.6562,8.1,0.9062,3.2812,46.0,17.0,2.8,0.5938,0.2627118644067797,21.0,39.41,21.2,0.45909090909090905,1.3499999999999999,2.4055972022889383,-0.12707999999999997,46.0,46.0,,1.0,,0.4605263157894737
P9a2935e78c,2022,12.1,1.931,1.05657693,1.6,0.4828,17.9,5.1724,10.0,8.0,51.6,0.457,221.0,101.0,0.43,100.0,43.0,2.6,0.689,28.0,29.0,94.0,69.1,32.069,8.1,2.3448,13.5517,127.0,71.0,1.5,0.7931,0.3115264797507788,15.7,54.02,21.9,0.7245508982035929,0.8611111111111112,3.107982199990109,0.07638,,,,,1.31999999999962,0.5668789808917197
Pdeabbe5993,2022,31.0,5.1429,1.41732353,1.2,0.4,15.6,5.0,27.0,25.0,54.9,0.601,336.0,202.0,0.284,141.0,40.0,2.4,0.691,37.9,35.0,86.0,84.1,34.1143,5.0,1.3714,18.5429,249.0,166.0,2.0,1.2,0.29559748427672955,20.0,57.64,29.8,1.4761904761904763,0.9411764705882354,3.595968620770065,0.7487200000000002,,,,,4.450000000001362,0.6594982078853047
P70fa3dc827,2022,7.4,1.3529,0.88459529,0.8,0.2353,11.7,3.1765,2.0,2.0,48.9,0.426,115.0,49.0,0.355,169.0,60.0,2.1,0.783,29.2,34.0,46.0,80.0,32.0,3.1,0.7941,10.0882,69.0,38.0,1.4,0.7353,0.5950704225352113,16.7,53.03,17.0,0.4180790960451978,0.7096774193548387,3.4693295534943145,-0.09090000000000004,35.0,35.0,,1.0,,0.5656565656565656
Pc5f6ac0bb7,2022,6.2,0.8125,0.55317268,3.7,0.875,17.0,3.5938,40.0,34.0,54.9,0.564,202.0,114.0,0.214,14.0,3.0,4.3,0.619,38.9,32.0,90.0,58.5,24.875,11.9,2.375,9.0312,112.0,85.0,0.8,0.3438,0.06481481481481481,17.5,56.47,20.1,0.33513513513513515,0.8490566037735849,2.750001127767506,0.006470000000000091,,,,,,0.7253521126760564
Pc99b219586,2022,7.5,0.7419,0.88458332,7.5,1.1613,15.9,2.5484,14.0,12.0,51.5,0.439,82.0,36.0,0.393,84.0,33.0,4.2,0.44,15.1,31.0,40.0,47.0,18.9355,4.0,0.6774,5.871,42.0,21.0,1.4,0.4516,0.5060240963855421,15.8,51.16,16.4,0.4464285714285714,1.7115384615384615,1.4335624767294521,-0.041759999999999894,,,,,,0.5416666666666666
P22caf129cd,2022,19.1,3.125,1.31578947,0.3,0.0938,18.4,5.4062,33.0,33.0,50.6,0.522,362.0,189.0,0.25,44.0,11.0,1.7,0.713,49.8,32.0,43.0,87.8,35.8125,7.7,2.6562,17.3438,319.0,177.0,2.3,1.375,0.10837438423645321,14.8,55.28,26.3,1.2088607594936709,0.9629629629629628,3.788315863056794,0.3326400000000001,59.0,59.0,,1.0,7.400000000004964,0.5587392550143266
