pid,draft_year,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042
Pa29e5f68db,2025,10.0,1.5429,1.05888404,7.3,2.6571,18.4,6.2571,115.0,107.0,67.8,0.706,354.0,250.0,0.344,61.0,21.0,1.6,0.681,38.6,35.0,76.0,83.1,34.4457,8.8,2.4,19.2,278.0,221.0,0.9,0.5429,0.14698795180722893,11.2,68.43,22.3,0.819672131147541,3.1538461538461533,3.46043637255442,0.4238900000000003,26.0,26.0,,1.0,0.6799999999999354,0.775974025974026
P6146f5260f,2025,10.4,1.5946,0.88060526,4.2,1.1892,21.9,5.8649,43.0,39.0,56.3,0.644,202.0,130.0,0.258,93.0,24.0,4.2,0.667,46.8,37.0,37.0,63.0,25.3892,7.3,1.7027,11.4595,165.0,114.0,1.0,0.4595,0.3152542372881356,18.2,58.8,20.6,0.5416666666666667,1.0,3.2912941133981715,0.05280000000000011,,,,,0.24999999999999206,0.676923076923077
Pad9c27fcb6,2025,19.5,2.8889,1.82460687,7.5,2.1111,26.0,7.1389,31.0,29.0,53.4,0.559,426.0,238.0,0.278,90.0,25.0,2.8,0.587,39.0,36.0,159.0,71.4,30.2306,14.1,3.6667,18.5833,267.0,169.0,1.8,0.9444,0.1744186046511628,9.9,54.7,30.6,1.7889908256880733,2.447368421052632,3.115953138374507,0.49820000000000036,41.0,41.0,,1.0,0.6599999999999917,0.6296296296296297
Pc25108b74d,2025,10.2,1.5429,0.64287496,3.5,0.9429,25.5,6.7429,22.0,21.0,58.5,0.622,283.0,176.0,0.29,69.0,20.0,4.4,0.75,45.5,34.0,126.0,78.2,31.6857,14.5,4.0857,15.7429,157.0,112.0,2.3,1.2,0.19602272727272727,18.0,62.15,24.9,0.5368421052631579,1.074074074074074,3.8110532737383473,0.5953499999999997,,,,,0.020000000000067703,0.6951871657754011
P8d3b3436aa,2025,26.4,5.1351,1.91916134,0.2,0.0811,7.3,2.4865,0.0,0.0,49.4,0.468,235.0,110.0,0.345,261.0,90.0,1.9,0.844,47.8,37.0,65.0,80.1,32.2649,1.5,0.4324,18.6486,170.0,84.0,1.4,0.8649,0.5262096774193549,16.3,56.69,26.7,1.5260115606936415,0.5517241379310345,4.6185964485787245,0.4482299999999998,,,,,0.430000000000088,0.51
Pe7bcbcc1c2,2025,38.3,5.2727,2.48571545,0.1,0.0303,10.6,2.4545,0.0,0.0,48.5,0.444,187.0,83.0,0.388,80.0,31.0,2.5,0.725,40.8,32.0,63.0,66.8,27.7485,2.2,0.4848,10.3636,124.0,63.0,2.3,1.0303,0.299625468164794,19.0,53.02,24.6,1.9149999999999998,0.6857142857142857,3.407848265199502,0.13892000000000018,,,,,0.10000000000009045,0.525974025974026
P64fe10bf34,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf38ea886b7,2025,18.1,2.8125,1.15384615,1.9,0.5312,14.4,4.5938,25.0,22.0,50.3,0.547,307.0,168.0,0.277,155.0,43.0,2.6,0.804,32.0,32.0,210.0,89.8,35.925,1.8,0.5312,18.25,97.0,62.0,2.0,1.2188,0.3354978354978355,14.9,54.86,26.8,1.1383647798742138,1.0833333333333333,4.023172829980149,0.33048,48.0,48.0,,1.0,4.659999999999882,0.6299212598425197
P04c242f081,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa0366802b4,2025,15.3,2.8788,1.61015715,2.2,0.6667,18.3,5.0,6.0,3.0,50.0,0.488,207.0,101.0,0.34,247.0,84.0,3.3,0.891,24.2,33.0,101.0,79.5,31.9394,3.8,1.0303,16.7273,106.0,59.0,1.4,0.8182,0.5440528634361234,12.1,54.52,25.9,1.16793893129771,0.8372093023255814,4.196191409369289,0.26668000000000014,,,,,1.1999999999999327,0.5661764705882353
P318e86822c,2025,26.8,4.4444,1.72043496,2.0,0.6111,26.0,8.1389,22.0,21.0,56.5,0.564,305.0,172.0,0.377,175.0,66.0,2.7,0.777,37.3,36.0,157.0,87.6,35.3889,5.4,1.4722,18.9167,148.0,100.0,2.0,1.1944,0.3645833333333333,15.8,60.26,27.9,1.5952380952380951,1.081081081081081,4.0349274731416935,0.8105399999999997,20.0,20.0,,1.0,1.2199999999997673,0.6629213483146067
P75527a2d8c,2025,16.3,2.375,0.88372093,2.0,0.5312,16.9,4.6562,24.0,24.0,49.0,0.496,250.0,124.0,0.321,165.0,53.0,4.1,0.747,59.0,32.0,118.0,77.1,30.9406,3.9,1.0312,18.4375,132.0,81.0,2.2,1.1875,0.39759036144578314,16.3,55.52,30.3,0.9421965317919075,0.823529411764706,4.112482657341475,0.5685600000000004,57.0,57.0,,1.0,2.3199999999999514,0.6111111111111112
P07109e12fd,2025,17.3,3.0333,1.93610772,0.4,0.1,8.4,2.3,1.0,1.0,53.1,0.484,122.0,59.0,0.375,184.0,69.0,2.3,0.787,26.1,30.0,31.0,66.1,30.3,0.8,0.2,12.9333,91.0,47.0,1.0,0.5333,0.6013071895424836,14.6,56.4,20.3,1.108974358974359,0.42424242424242425,3.45843148472721,0.01920000000000004,,,,,2.2099999999999254,0.5371900826446281
P8048267828,2025,23.2,4.1795,1.73401654,1.6,0.5128,10.3,3.3333,6.0,6.0,56.0,0.534,221.0,118.0,0.386,303.0,117.0,2.3,0.875,27.5,39.0,92.0,79.4,32.5846,1.2,0.359,18.2821,129.0,82.0,2.1,1.1795,0.5782442748091603,16.9,60.18,24.8,1.2960893854748603,1.1212121212121213,4.354642024618002,0.48864,,,,,0.7299999999998495,0.6289308176100629
P1945d13d34,2025,4.9,0.7879,0.61907755,0.5,0.1515,12.3,3.4848,12.0,9.0,57.8,0.5,182.0,91.0,0.421,261.0,110.0,2.6,0.669,32.7,33.0,58.0,84.0,33.6061,3.0,0.9394,18.4545,124.0,75.0,1.0,0.5455,0.5891647855530474,9.7,59.49,23.3,0.4579439252336449,0.41666666666666663,3.334032829922877,0.31317000000000017,,,,,1.247058823529376,0.6038961038961039
Pedf3dd90d4,2025,17.5,2.7143,1.41790731,3.0,0.8571,14.3,4.0571,39.0,32.0,52.3,0.53,413.0,219.0,0.326,86.0,28.0,2.4,0.721,43.1,34.0,188.0,80.9,33.2,7.7,2.4286,19.6286,225.0,135.0,2.1,1.2,0.17234468937875752,11.7,56.31,28.5,1.3779527559055118,1.5,3.875575731940283,0.5363500000000002,,,,,2.5299999999994047,0.6
Pc0a66d6cca,2025,7.8,1.0526,0.9523207,0.5,0.1316,12.1,3.3947,11.0,8.0,54.0,0.474,253.0,120.0,0.395,311.0,123.0,2.0,0.758,17.6,38.0,181.0,78.4,31.3711,2.0,0.5,18.0,72.0,46.0,1.8,0.8947,0.5514184397163121,8.8,55.97,24.9,0.7959183673469387,0.7666666666666666,3.4907190009789737,0.29252999999999985,31.0,31.0,,1.0,3.8899999999995405,0.6274509803921569
Pab4be0edd9,2025,30.2,6.5143,3.40296714,0.6,0.2286,12.1,3.7429,0.0,0.0,54.0,0.497,173.0,86.0,0.391,156.0,61.0,1.4,0.861,21.9,33.0,104.0,90.7,36.0286,1.8,0.5714,12.3429,69.0,38.0,2.0,1.4571,0.47416413373860183,16.1,57.41,19.1,1.766081871345029,1.0833333333333335,3.6940855788287648,-0.06668999999999986,,,,,0.6057142857143174,0.5656565656565656
P80ff3b7db7,2025,15.3,2.0,0.95776262,4.3,1.2647,18.9,5.2353,17.0,16.0,54.8,0.567,328.0,186.0,0.291,55.0,16.0,4.2,0.819,38.9,34.0,131.0,72.6,30.2059,8.9,2.2647,15.9412,197.0,127.0,1.7,0.8529,0.14360313315926893,15.4,59.72,26.3,0.9329268292682928,1.1538461538461537,4.103710305864833,0.61236,,,,,2.3699999999999206,0.6387665198237885
P5bddeea434,2025,6.9,1.2222,1.07314074,1.4,0.4167,7.9,2.25,2.0,2.0,49.4,0.431,123.0,53.0,0.354,212.0,75.0,3.2,0.874,28.4,36.0,59.0,73.5,30.3056,2.0,0.5556,11.5,64.0,31.0,1.3,0.6944,0.6328358208955224,12.3,54.46,17.1,0.518796992481203,0.6428571428571429,3.9892403193428887,-0.12933999999999996,,,,,0.09324324324328345,0.5212765957446809
P3d8ccdb639,2025,26.8,4.2162,2.0,4.9,1.3514,21.2,6.1622,39.0,36.0,53.3,0.517,362.0,187.0,0.385,135.0,52.0,2.5,0.84,42.9,37.0,152.0,72.8,30.6757,5.5,1.3243,19.1622,210.0,127.0,2.8,1.4054,0.2716297786720322,13.5,59.26,30.8,1.8482758620689657,2.2,4.507419852618355,1.0000799999999999,1.0,1.0,,1.0,,0.6041666666666666
Pf3b62cae3c,2025,27.0,4.0345,1.67143099,1.9,0.5862,13.5,3.8276,11.0,11.0,54.6,0.574,251.0,144.0,0.333,150.0,50.0,2.4,0.75,41.9,29.0,81.0,72.4,32.6,2.6,0.7586,19.4483,170.0,119.0,2.6,1.4483,0.3740648379052369,14.8,58.65,28.8,1.7088607594936709,1.3235294117647058,3.8474240361923053,0.7611999999999999,2.0,2.0,,1.0,,0.685
P4e09db2338,2025,19.0,3.2121,1.65623394,2.3,0.6061,13.6,3.5758,36.0,33.0,50.7,0.509,222.0,113.0,0.336,149.0,50.0,3.1,0.779,37.7,32.0,96.0,76.2,32.7273,7.1,2.0303,15.0,126.0,76.0,3.8,2.0606,0.40161725067385445,15.0,55.43,24.4,1.1875,1.4878048780487805,3.855083954604593,0.2389199999999999,3.0,3.0,,1.0,,0.6025641025641025
P12ee990c18,2025,8.3,1.2667,0.62297746,4.1,1.2667,17.5,5.1,26.0,24.0,51.4,0.511,305.0,156.0,0.346,136.0,47.0,3.3,0.692,24.3,30.0,200.0,76.6,33.3267,7.0,2.0667,17.5667,105.0,64.0,1.7,1.0,0.30839002267573695,13.4,53.58,26.2,0.576388888888889,1.3488372093023255,3.24003480916996,0.22195999999999988,5.0,5.0,,1.0,,0.6074074074074074
P5f9ce00466,2025,28.6,4.1176,1.2068703,0.5,0.1176,13.0,3.4118,10.0,9.0,48.0,0.505,281.0,142.0,0.284,134.0,38.0,2.5,0.851,51.8,34.0,98.0,75.5,30.2029,3.1,0.7353,17.0882,183.0,97.0,3.1,1.6471,0.3228915662650602,20.2,56.18,31.9,1.349056603773585,1.0285714285714287,4.5743619249392244,0.7354199999999999,7.0,7.0,,1.0,,0.539906103286385
P3ee6bf444e,2025,16.5,2.7273,1.49999997,1.0,0.303,9.0,2.7879,11.0,7.0,51.1,0.449,301.0,135.0,0.397,224.0,89.0,2.4,0.871,26.5,33.0,204.0,80.6,34.6848,1.1,0.3333,19.9394,97.0,58.0,1.6,0.9394,0.4266666666666667,11.3,55.67,27.3,1.3414634146341462,0.7647058823529412,4.304170550092704,0.4139100000000002,6.0,6.0,,1.0,,0.5984251968503937
Pd8f68848a0,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.0,,1.0,,
P3f654a33fe,2025,15.6,2.4167,1.07408884,7.6,2.0417,21.9,5.7917,22.0,21.0,54.4,0.596,213.0,127.0,0.162,37.0,6.0,2.8,0.724,42.0,24.0,63.0,55.3,31.35,9.5,2.6667,14.5,150.0,103.0,2.7,1.4583,0.148,17.4,58.02,24.2,0.8478260869565218,2.710526315789474,3.3763299041371364,0.33684000000000003,19.0,19.0,,1.0,,0.6722222222222223
P07268bf0e1,2025,15.7,2.7436,2.01883735,0.6,0.1538,10.3,2.9744,5.0,2.0,59.0,0.567,171.0,97.0,0.406,207.0,84.0,2.8,0.914,33.9,39.0,49.0,76.2,30.4872,4.3,1.0256,14.4359,122.0,77.0,2.0,1.0256,0.5476190476190477,12.9,64.15,20.9,1.1294964028776977,0.6842105263157895,4.4418685375865685,0.12734999999999985,4.0,4.0,,1.0,,0.625
P15b8c13058,2025,11.6,1.8611,0.78823429,3.8,1.0833,24.5,6.6389,43.0,39.0,53.5,0.558,364.0,203.0,0.2,35.0,7.0,2.8,0.766,54.6,36.0,133.0,75.6,30.3694,9.0,2.3333,16.5,231.0,156.0,2.0,1.0833,0.08771929824561403,16.5,59.1,26.9,0.6628571428571428,1.5263157894736843,4.12802894503944,0.6279,17.0,17.0,,1.0,,0.6666666666666666
P43b2e2aa2f,2025,8.5,1.2571,0.81476441,4.9,1.5429,22.8,6.4857,45.0,43.0,61.9,0.646,195.0,126.0,0.39,159.0,62.0,3.3,0.743,28.5,35.0,22.0,77.6,31.2457,7.6,2.0571,14.6571,173.0,121.0,2.6,1.4,0.4491525423728814,14.2,63.81,20.4,0.5592105263157895,1.744186046511628,3.436354800270213,0.05523999999999982,23.0,23.0,,1.0,1.9999999999998501,0.6847290640394089
Pcb16689c6c,2025,6.7,0.8788,0.78380307,3.8,0.9697,13.5,3.5455,64.0,57.0,58.0,0.627,263.0,165.0,0.292,89.0,26.0,3.3,0.748,38.4,33.0,75.0,72.5,29.0152,14.0,3.3333,15.4242,188.0,137.0,2.0,1.0,0.2528409090909091,9.8,61.16,23.0,0.6203703703703703,1.3488372093023255,3.6746658545305673,0.3347999999999999,12.0,12.0,,1.0,,0.7110091743119266
P32fecc73d2,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,1.0,,
P1a135db58f,2025,34.6,5.4545,1.85565091,1.7,0.3636,14.8,3.5758,13.0,12.0,48.0,0.553,152.0,84.0,0.273,154.0,42.0,1.8,0.695,26.8,33.0,57.0,62.0,27.5394,1.3,0.303,10.6364,95.0,64.0,2.5,1.1515,0.5032679738562091,24.2,50.88,25.8,1.373015873015873,1.5000000000000002,3.0710942224186355,0.051040000000000155,8.0,8.0,,1.0,,0.656
Pf54bd6bbc8,2025,26.0,4.7273,1.26829079,0.8,0.2727,13.6,4.303,1.0,1.0,51.9,0.562,169.0,95.0,0.318,170.0,54.0,3.3,0.845,49.6,33.0,56.0,74.5,31.8545,4.9,1.3939,14.9697,113.0,76.0,1.5,0.8788,0.5014749262536873,25.4,58.98,25.6,0.9848484848484849,0.5348837209302325,4.334764414109997,0.50288,,,,,,0.6573426573426573
P679974836f,2025,14.4,1.8889,2.26677074,1.4,0.3056,11.4,2.6667,6.0,5.0,57.4,0.545,178.0,97.0,0.412,114.0,47.0,2.4,0.836,41.8,36.0,91.0,61.5,25.3528,3.0,0.6389,12.1389,87.0,60.0,1.9,0.8333,0.3904109589041096,9.9,62.44,19.4,1.3211009174311927,0.9705882352941176,4.022986121091341,-0.07464000000000016,28.0,28.0,,1.0,,0.6666666666666666
P884e8ee6b6,2025,16.0,2.2286,1.85716661,1.0,0.2857,11.5,2.9429,8.0,8.0,49.7,0.502,215.0,108.0,0.326,144.0,47.0,1.9,0.724,32.3,35.0,112.0,63.8,25.6971,5.2,1.2,12.6,103.0,67.0,0.6,0.2571,0.4011142061281337,11.3,53.25,23.0,1.3008130081300813,0.5517241379310345,3.4478139287935754,0.0975,22.0,22.0,,1.0,,0.6390977443609023
Padf63a93ad,2025,13.1,2.2593,1.21999029,0.8,0.2222,18.7,5.037,4.0,4.0,45.5,0.436,165.0,72.0,0.317,145.0,46.0,2.5,0.866,41.0,27.0,60.0,61.1,32.1185,3.7,0.9259,14.5185,105.0,51.0,1.1,0.5556,0.46774193548387094,14.8,52.93,24.2,0.8291139240506329,0.5428571428571429,4.2018582085543885,0.12305999999999997,21.0,21.0,,1.0,,0.5111111111111111
Pb9eccb67f7,2025,4.3,0.5128,0.66666662,6.8,1.3077,19.2,3.8462,91.0,81.0,72.3,0.754,175.0,132.0,0.25,16.0,4.0,3.9,0.766,40.3,39.0,19.0,53.1,21.2359,16.5,2.7436,8.5897,156.0,120.0,0.6,0.2051,0.08376963350785341,13.0,73.6,16.8,0.3071428571428571,1.5102040816326527,3.3372389612442275,-0.7551999999999996,9.0,9.0,,1.0,,0.7419354838709677
P6ddd309f80,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,,1.0,,
Pdde13713ff,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,,1.0,,
P5699f03b57,2025,21.1,2.4062,0.98715895,4.7,1.3438,23.8,6.0312,30.0,26.0,59.9,0.622,304.0,189.0,0.265,34.0,9.0,3.3,0.707,55.6,32.0,76.0,75.9,30.6156,8.8,2.2188,16.8125,228.0,159.0,2.9,1.4688,0.10059171597633136,17.6,62.95,27.0,1.1344086021505375,1.7674418604651163,3.7059151396471672,0.9065000000000002,,,,,4.099999999996871,0.686046511627907
Pf4e651b50c,2025,8.3,0.973,0.97299999,5.8,1.0,17.8,3.2432,17.0,17.0,57.1,0.592,71.0,42.0,0.371,105.0,39.0,4.8,0.695,33.5,37.0,28.0,48.0,19.3135,5.3,0.8649,6.5405,43.0,33.0,2.8,0.9459,0.5965909090909091,18.5,59.31,16.0,0.4256410256410257,1.4827586206896552,2.8455694707443597,-0.37240000000000006,11.0,11.0,,1.0,,0.6986301369863014
Pdec9ef7c46,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,,1.0,,
P445f167264,2025,24.7,3.1944,1.40240581,6.1,1.2222,29.7,6.4444,46.0,40.0,56.3,0.566,242.0,137.0,0.25,4.0,1.0,3.9,0.623,74.4,36.0,92.0,56.7,22.7583,10.3,2.0556,10.8611,150.0,104.0,1.4,0.5556,0.016260162601626018,20.5,58.72,26.9,1.1488372093023256,1.530612244897959,3.2489049769903984,0.6016799999999998,58.0,58.0,,1.0,1.5199999999998857,0.6777777777777778
P307cead4af,2025,22.8,3.5676,1.10002465,4.6,1.3514,25.0,7.4324,9.0,8.0,54.8,0.567,261.0,148.0,0.336,113.0,38.0,2.7,0.594,35.6,37.0,63.0,75.7,30.4973,9.1,2.2973,13.2162,198.0,125.0,1.3,0.6757,0.30213903743315507,23.9,55.93,25.2,0.9156626506024097,1.5945945945945943,2.909316841170841,0.30835999999999997,32.0,32.0,,1.0,0.9500000000000445,0.6271929824561403
P24c85e006b,2025,11.9,1.6571,0.69045829,4.6,1.4286,28.7,7.8857,34.0,29.0,52.7,0.53,370.0,196.0,0.347,193.0,67.0,2.4,0.77,26.3,35.0,217.0,83.8,33.5114,9.4,2.7143,20.2,153.0,106.0,1.5,0.8571,0.3428063943161634,14.2,55.82,30.3,0.7828947368421053,1.7941176470588234,3.8530386555780036,0.5994600000000001,29.0,29.0,,1.0,3.12999999999993,0.6775956284153005
P259fbebd69,2025,14.0,1.8889,1.10870464,2.9,0.7407,15.9,4.037,48.0,45.0,56.7,0.605,210.0,127.0,0.256,43.0,11.0,3.7,0.686,69.2,27.0,82.0,51.2,27.5222,7.7,1.7778,15.0741,128.0,87.0,3.4,1.6296,0.16996047430830039,13.6,60.54,25.9,0.9589041095890412,1.3404255319148934,3.546952020596172,0.6218599999999997,40.0,40.0,,1.0,4.849999999999268,0.6645569620253164
Pd4c3f94c64,2025,19.9,3.5625,1.37346746,1.6,0.5,13.2,4.125,38.0,33.0,53.8,0.514,325.0,167.0,0.4,130.0,52.0,3.2,0.659,20.0,32.0,146.0,87.1,36.9969,5.0,1.6562,17.1875,179.0,107.0,3.7,2.3125,0.2857142857142857,16.8,55.2,24.5,1.1179775280898876,1.261904761904762,2.9798586722753178,0.23400000000000012,37.0,37.0,,1.0,1.14999999999987,0.5980861244019139
P49b4c451ec,2025,12.9,2.2368,2.12502366,0.4,0.1053,9.0,2.5526,8.0,8.0,57.4,0.524,145.0,76.0,0.405,220.0,89.0,2.6,0.68,20.5,38.0,64.0,72.9,29.9105,2.0,0.4737,12.3684,81.0,44.0,1.6,0.7895,0.6027397260273972,11.3,58.66,18.7,1.048780487804878,0.5555555555555556,2.9448986713947054,-0.11258000000000001,39.0,39.0,,1.0,-0.20000000000003626,0.5585585585585585
Pec8256037d,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,,1.0,,
P495dd3afc8,2025,38.1,5.8824,3.17469909,0.9,0.2647,13.6,3.8235,0.0,0.0,54.1,0.586,345.0,202.0,0.311,206.0,64.0,2.6,0.648,16.0,34.0,100.0,83.9,33.8029,2.1,0.6471,19.2059,245.0,157.0,2.4,1.3824,0.3738656987295826,11.1,55.08,29.2,3.148760330578513,0.9166666666666666,2.9086363675864266,0.46735999999999983,45.0,45.0,,1.0,3.5099999999997795,0.6363636363636364
P3651ab0a99,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,33.0,,1.0,,
P6ce9cb925d,2025,8.0,1.25,0.83333333,5.6,1.5,23.8,6.0556,27.0,20.0,55.5,0.557,318.0,177.0,0.0,1.0,0.0,3.7,0.734,53.0,36.0,138.0,71.1,28.5361,12.2,2.9722,13.2778,180.0,113.0,2.2,1.1111,0.003134796238244514,13.3,59.86,22.5,0.5594405594405594,1.6595744680851063,3.7696760527948925,0.2465,,,,,0.699999999999885,0.6238095238095238
P155e770e32,2025,18.9,2.9487,2.44685072,1.1,0.2564,14.2,3.4359,19.0,17.0,58.8,0.57,142.0,81.0,0.413,75.0,31.0,3.2,0.81,46.1,39.0,18.0,63.9,25.541,3.7,0.7436,8.6154,124.0,73.0,1.9,0.8205,0.3456221198156682,16.6,63.52,17.1,1.0738636363636362,0.7142857142857143,3.7382476186414206,-0.39207999999999993,43.0,43.0,,1.0,0.5799999999999192,0.5909090909090909
Pcb59681372,2025,8.5,1.0811,0.46512927,5.2,1.3784,17.4,4.6757,61.0,54.0,62.2,0.634,333.0,211.0,0.333,33.0,11.0,2.9,0.731,59.8,37.0,102.0,68.4,27.5514,10.3,2.3514,16.6216,231.0,158.0,1.1,0.5135,0.09016393442622951,18.3,65.42,26.1,0.44041450777202074,1.6153846153846156,3.9427417363835766,0.9406200000000002,,,,,1.3499999999998276,0.6743295019157088
P277e56e049,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,51.0,,1.0,,
Pf25d15a954,2025,8.0,1.3333,2.82359165,1.3,0.3333,10.9,2.9167,12.0,12.0,61.8,0.545,99.0,54.0,0.435,214.0,93.0,1.9,0.914,11.2,36.0,56.0,69.9,28.0667,1.1,0.2778,11.6389,43.0,30.0,0.9,0.4722,0.6837060702875399,6.2,63.56,14.9,1.1111111111111112,0.7586206896551725,3.2753363097488846,-0.6915600000000001,46.0,46.0,,1.0,0.2400000000000635,0.6575342465753424
P53f54898a1,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7ba2fa977b,2025,20.6,3.6667,1.69229708,5.3,1.6667,17.2,5.1667,1.0,1.0,65.6,0.71,31.0,22.0,0.4,30.0,12.0,3.2,0.839,50.8,6.0,12.0,14.5,33.05,7.0,1.8333,17.6667,19.0,14.0,1.4,0.8333,0.4918032786885246,16.5,69.99,22.3,1.1771428571428573,1.595238095238095,2.9077524224489704,0.45977,14.0,14.0,,1.0,3.7999999999998595,0.6530612244897959
P16dc90cb0b,2025,11.9,1.8108,0.98530848,0.8,0.2162,15.6,4.4865,20.0,17.0,56.2,0.541,220.0,119.0,0.388,219.0,85.0,2.2,0.909,57.9,37.0,83.0,77.5,31.1,3.0,0.7838,19.5676,137.0,85.0,1.4,0.7297,0.4988610478359909,12.9,64.68,26.8,0.8561151079136691,0.6875,5.037008562549009,0.9982400000000006,,,,,0.9485714285716867,0.6167664670658682
Pb7270acc46,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,53.0,,1.0,,
