pid,draft_year,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042
P2943e264b5,2020,10.8,1.6129,0.76921974,1.1,0.2581,18.0,4.4516,21.0,18.0,44.3,0.449,243.0,109.0,0.284,74.0,21.0,3.0,0.629,28.1,30.0,73.0,68.5,28.3548,5.5,1.4839,11.7097,170.0,92.0,1.4,0.7419,0.2334384858044164,17.0,46.9,23.9,0.6000000000000001,0.625,2.8303802826377367,-0.12090000000000002,,,,,2.5299999999997174,0.55
P72ce5af049,2020,10.6,1.6875,0.96428571,0.6,0.1875,16.6,5.25,6.0,5.0,52.7,0.506,87.0,44.0,0.36,139.0,50.0,2.1,0.869,27.0,16.0,32.0,55.8,36.8125,1.5,0.5,18.1875,55.0,32.0,2.4,1.5625,0.6150442477876106,11.8,57.06,23.2,0.8281249999999999,0.9677419354838709,3.5864797806041846,0.22592,,,,,0.6999999999999552,0.5882352941176471
P35f0fb7731,2020,17.9,2.8438,1.04597616,1.6,0.5625,14.5,4.4688,27.0,27.0,47.0,0.502,251.0,126.0,0.291,237.0,69.0,2.7,0.77,33.8,31.0,122.0,81.3,33.0312,2.4,0.75,19.0625,129.0,89.0,2.3,1.3438,0.48565573770491804,15.4,51.73,28.8,1.0914634146341464,1.054054054054054,3.936230597034539,0.15223999999999974,1.5,1.0,1.0,2.0,,0.6729559748427673
P3ff36ffdc1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,3.0,5.0,2.0,,
Pba698d642d,2020,4.4,0.3333,0.33329999,13.6,3.0,26.5,6.3333,10.0,9.0,76.9,0.8,25.0,20.0,0.0,1.0,0.0,2.9,0.704,103.8,3.0,6.0,5.5,23.0,21.8,4.3333,19.6667,19.0,17.0,0.8,0.3333,0.038461538461538464,8.8,75.98,26.8,0.4489795918367347,3.6923076923076925,2.3458719751633432,1.7666400000000004,5.0,1.0,8.0,2.0,,0.7142857142857143
Pfe5913c014,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,1.0,,
Pa430d00e1f,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.0,5.0,2.0,,
P41612ab4e2,2020,14.5,2.1613,0.98532022,4.1,1.2258,22.0,6.3548,115.0,107.0,67.4,0.698,305.0,213.0,0.39,82.0,32.0,2.1,0.702,36.4,31.0,103.0,78.2,31.6452,5.2,1.1935,20.0323,202.0,167.0,1.8,0.9677,0.21188630490956073,15.4,68.4,26.2,0.8841463414634148,1.9032258064516128,3.478990594436085,1.1408000000000003,5.0,5.0,,1.0,2.299999999999739,0.7974137931034483
P6232d5a44f,2020,8.4,1.0714,0.53570002,9.8,2.7143,18.4,5.3571,61.0,58.0,61.9,0.623,281.0,175.0,0.25,4.0,1.0,3.5,0.72,50.2,28.0,94.0,68.4,30.6429,12.4,3.2857,16.2857,186.0,135.0,2.3,1.2143,0.014035087719298246,15.9,64.6,23.4,0.49704142011834324,2.688888888888889,3.5782655756947204,0.49639999999999956,6.0,6.0,,1.0,,0.7083333333333334
P1388f2fd26,2020,35.3,6.4545,2.32787537,2.0,0.6818,13.7,4.4091,8.0,7.0,61.1,0.592,120.0,71.0,0.419,124.0,52.0,1.4,0.822,18.4,22.0,60.0,62.8,36.6818,4.6,1.4545,15.2273,62.0,46.0,3.8,2.4545,0.5081967213114754,20.1,63.12,21.5,1.6729857819905212,2.4166666666666665,3.147143227914036,0.19679999999999997,11.0,11.0,,1.0,11.39999999999869,0.6956521739130435
Pd70c9ef8df,2020,11.2,1.6333,2.13029853,4.1,0.9667,15.4,3.8,28.0,26.0,56.5,0.532,188.0,100.0,0.415,106.0,44.0,2.7,0.738,22.1,30.0,115.0,69.0,28.7333,5.2,1.2667,12.6667,73.0,51.0,2.8,1.4,0.36054421768707484,8.1,58.48,18.9,1.2307692307692308,1.8648648648648647,3.0919651996155015,-0.09328000000000009,7.0,7.0,,1.0,-0.19999999999997792,0.6699029126213593
P7699b7f669,2020,13.1,2.0357,1.03634885,3.1,0.8929,8.8,2.5357,23.0,19.0,55.3,0.603,174.0,105.0,0.286,70.0,20.0,3.5,0.672,54.9,28.0,25.0,69.3,31.4286,6.4,1.8929,12.8571,149.0,101.0,1.7,0.9286,0.28688524590163933,17.6,58.51,20.0,0.7043010752688171,1.0666666666666667,3.296344651110625,0.0,8.0,8.0,,1.0,,0.664804469273743
P272ac40c3c,2020,8.4,1.0,0.58001276,5.6,1.0345,13.9,2.6897,32.0,25.0,49.5,0.5,158.0,79.0,0.32,50.0,16.0,2.9,0.838,35.6,29.0,72.0,52.1,22.4483,6.8,1.2759,9.2414,85.0,53.0,2.6,1.0,0.2403846153846154,20.2,55.11,21.9,0.39622641509433965,2.1025641025641026,3.6180550391434276,0.09708999999999993,10.0,10.0,,1.0,,0.6173913043478261
Pb7d583a85a,2020,7.5,0.9677,0.34480671,6.4,1.871,24.7,7.7742,52.0,47.0,51.1,0.514,329.0,169.0,0.325,40.0,13.0,3.1,0.599,50.7,31.0,98.0,75.3,30.3548,11.4,3.0,15.7742,231.0,148.0,2.0,1.0968,0.10840108401084012,18.6,53.4,27.2,0.3826530612244898,2.048780487804878,3.1366287357351395,0.24479999999999985,17.0,17.0,,1.0,,0.6360153256704981
Pe6c9de6d86,2020,6.9,0.9286,0.54167882,2.6,0.8571,13.9,4.0714,6.0,6.0,65.9,0.5,90.0,45.0,0.522,115.0,60.0,3.1,0.825,30.7,14.0,38.0,38.8,35.7143,2.5,0.7857,23.0,52.0,29.0,2.3,1.4286,0.5609756097560976,11.6,68.53,23.7,0.5476190476190477,1.1951219512195124,3.431078543771729,0.6856099999999999,13.0,13.0,,1.0,3.8999999999995483,0.573170731707317
P388cb0d5da,2020,23.9,3.9545,1.12985713,0.9,0.2727,16.4,5.2273,3.0,3.0,45.1,0.402,204.0,82.0,0.348,141.0,49.0,3.3,0.75,37.1,22.0,135.0,57.2,34.8636,1.4,0.4545,18.5,69.0,37.0,2.1,1.3182,0.40869565217391307,19.6,50.15,29.0,1.1601941747572815,0.6976744186046512,3.6448593032712537,0.013499999999999871,11.0,4.0,14.0,2.0,,0.5555555555555556
Pad0b972baf,2020,8.3,0.9677,0.47616002,5.8,1.5806,26.2,6.0968,51.0,47.0,58.8,0.59,324.0,191.0,0.381,21.0,8.0,4.4,0.67,63.2,31.0,77.0,61.1,24.8387,12.0,2.6774,17.8065,247.0,161.0,1.6,0.7097,0.06086956521739131,14.7,61.53,30.3,0.5286624203821657,1.3703703703703702,3.6106780589770557,1.1875900000000001,14.0,14.0,,1.0,,0.6462093862815884
Pde7308c87b,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,5.0,11.0,2.0,,
Pa3fa433740,2020,18.3,3.129,1.4477398,1.3,0.3871,12.1,3.9032,10.0,7.0,47.4,0.492,238.0,117.0,0.292,113.0,33.0,2.8,0.833,34.2,31.0,129.0,85.4,34.4516,1.4,0.3871,13.9677,109.0,71.0,1.5,0.871,0.32193732193732194,16.6,53.06,22.1,1.0397727272727273,0.7368421052631579,3.9948935244820856,0.0642600000000001,20.0,20.0,,1.0,,0.6402877697841727
P289da7f9c1,2020,20.3,3.1935,1.20728112,0.2,0.0645,14.4,4.129,4.0,4.0,53.5,0.47,181.0,85.0,0.408,152.0,62.0,2.5,0.891,33.0,31.0,85.0,78.2,32.5484,1.4,0.3548,14.6452,96.0,58.0,2.5,1.3871,0.45645645645645644,19.4,58.92,24.3,0.9950980392156864,0.7714285714285715,4.196191409369289,0.3835600000000002,12.0,12.0,,1.0,,0.6031746031746031
P04526b8576,2020,14.9,2.3871,1.60866639,1.1,0.3871,11.3,3.4516,21.0,18.0,58.4,0.5,192.0,96.0,0.451,175.0,79.0,2.9,0.769,24.8,31.0,87.0,84.4,33.9032,4.5,1.2903,16.0968,105.0,66.0,1.4,0.7742,0.4768392370572207,11.8,60.82,22.0,1.1640625,0.6410256410256411,3.477255415750712,0.2164,19.0,19.0,,1.0,7.599999999999127,0.6222222222222222
P3c885ec031,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,22.0,2.0,,
P0cd98a270c,2020,16.0,2.6,1.59186922,1.6,0.4333,11.9,3.2667,26.0,24.0,47.4,0.446,204.0,91.0,0.361,83.0,30.0,3.2,0.78,38.0,30.0,108.0,71.7,30.8333,4.8,1.3,11.9,100.0,64.0,2.8,1.5333,0.289198606271777,14.7,52.69,20.5,1.019108280254777,1.0476190476190477,3.666374685318085,0.013449999999999988,22.0,22.0,,1.0,,0.6307692307692307
Pa7dbf13041,2020,14.4,2.0645,0.6399963,4.4,1.2581,15.7,4.6774,20.0,16.0,46.9,0.445,209.0,93.0,0.339,127.0,43.0,4.3,0.763,33.9,31.0,141.0,74.6,31.0323,4.4,1.0968,12.9677,68.0,38.0,1.4,0.7742,0.37797619047619047,23.4,51.52,25.2,0.5901639344262296,1.0943396226415096,3.62038321394116,0.07904000000000015,15.0,9.0,12.0,2.0,,0.5714285714285714
P0df73941d8,2020,27.7,5.2258,1.47272014,1.5,0.5806,10.7,3.9355,6.0,6.0,52.0,0.507,296.0,150.0,0.364,154.0,56.0,2.8,0.802,29.1,31.0,93.0,92.5,37.6129,2.3,0.8387,18.4839,203.0,117.0,2.5,1.8065,0.3422222222222222,20.0,55.93,24.7,1.319047619047619,1.0526315789473684,3.9160071419142692,0.27870999999999996,,,,,2.6999999999996853,0.5793991416309013
Pc2d24d5902,2020,31.5,5.2812,2.06095607,0.0,0.0,7.8,2.25,3.0,3.0,46.6,0.447,206.0,92.0,0.327,162.0,53.0,2.1,0.797,36.1,32.0,132.0,80.2,32.3125,0.9,0.25,14.0312,74.0,40.0,2.1,1.1875,0.44021739130434784,18.2,52.07,24.8,1.640625,0.6774193548387097,3.9035783205608765,0.09936000000000003,19.0,15.0,8.0,2.0,,0.5576923076923077
P429838957d,2020,16.1,2.2222,1.11109996,2.5,0.6667,12.3,3.2593,9.0,5.0,53.0,0.451,195.0,88.0,0.426,141.0,60.0,2.8,0.641,23.2,27.0,95.0,66.8,31.1852,3.0,0.7407,15.037,99.0,52.0,2.5,1.3333,0.41964285714285715,15.2,54.42,24.7,0.9938271604938272,1.3157894736842106,2.8008160734313607,0.20774000000000004,26.0,26.0,,1.0,,0.5426356589147286
P48772fff87,2020,7.6,1.0645,0.37499558,7.1,2.4516,23.3,7.5161,39.0,34.0,58.5,0.59,371.0,219.0,0.365,52.0,19.0,3.2,0.707,42.8,31.0,144.0,84.2,33.9677,12.0,3.7419,20.0968,227.0,163.0,1.0,0.5484,0.12293144208037825,17.5,61.2,28.3,0.4108108108108108,1.9285714285714284,3.679232727763294,0.9296000000000003,35.0,35.0,,1.0,5.499999999999369,0.7042801556420234
P90a7395cb0,2020,6.1,0.8065,0.4717202,8.3,2.3548,25.4,7.3226,52.0,49.0,59.0,0.604,225.0,136.0,0.368,87.0,32.0,3.0,0.75,47.4,31.0,67.0,78.1,31.2258,11.5,3.1935,15.4516,158.0,114.0,1.3,0.7097,0.27884615384615385,14.3,62.65,22.6,0.3986928104575163,2.4000000000000004,3.7529597294590946,0.32890000000000014,12.5,11.0,3.0,2.0,0.09999999999999222,0.7021276595744681
P32d7e7e1eb,2020,11.5,1.4839,0.61333387,4.0,1.129,27.7,7.0323,34.0,30.0,55.5,0.545,233.0,127.0,0.419,31.0,13.0,2.6,0.743,69.3,31.0,109.0,69.7,29.0,8.3,2.0,13.8387,124.0,82.0,3.1,1.5484,0.11742424242424243,20.0,61.12,24.6,0.5476190476190477,1.972222222222222,3.8746972679034766,0.51152,32.0,32.0,,1.0,3.450000000000984,0.6493506493506493
Pdc083a80a9,2020,20.1,3.4062,1.49316151,2.9,0.8125,13.3,4.5312,13.0,12.0,51.1,0.508,236.0,120.0,0.342,228.0,78.0,2.0,0.813,35.8,32.0,158.0,91.1,36.7188,1.3,0.4062,19.0312,78.0,57.0,1.8,1.1562,0.49137931034482757,14.2,56.09,25.5,1.3223684210526316,1.5666666666666667,4.1609289694948215,0.3349500000000002,33.0,33.0,,1.0,1.0071428571426773,0.6944444444444444
Pe0b660d280,2020,6.3,0.8438,0.38029565,7.0,2.0938,19.4,6.0312,30.0,26.0,57.7,0.59,317.0,187.0,0.25,20.0,5.0,3.2,0.774,59.1,32.0,124.0,80.2,32.3125,10.6,2.75,16.9688,193.0,134.0,0.9,0.5312,0.05934718100890208,16.1,62.92,24.2,0.3684210526315789,1.880952380952381,4.100897641708181,0.54264,18.5,6.0,25.0,2.0,,0.6816143497757847
Pe237a28a37,2020,5.8,0.8438,0.38573715,3.3,0.875,20.4,5.5312,38.0,34.0,57.8,0.586,297.0,174.0,0.294,17.0,5.0,3.1,0.76,63.7,32.0,108.0,75.8,30.5625,11.5,3.0938,16.0938,189.0,125.0,1.3,0.7188,0.054140127388535034,16.9,62.96,24.1,0.3240223463687151,1.1219512195121952,4.030511730124897,0.5313600000000003,29.0,29.0,,1.0,,0.6529680365296804
P63236d3a70,2020,11.7,1.9,1.18749997,0.5,0.1333,11.9,3.6667,1.0,1.0,51.1,0.409,186.0,76.0,0.428,145.0,62.0,2.8,0.923,47.1,30.0,136.0,78.9,32.8667,2.1,0.5333,16.0667,50.0,24.0,1.6,0.9,0.4380664652567976,12.8,59.49,22.2,0.8478260869565216,0.5526315789473685,4.666914878336488,0.20877999999999997,34.0,34.0,,1.0,7.199999999999172,0.525
P170284fab5,2020,11.1,1.6207,0.71211393,9.4,2.5517,25.7,7.4138,34.0,32.0,53.7,0.554,298.0,165.0,0.294,51.0,15.0,3.7,0.756,22.3,28.0,126.0,72.0,31.6897,11.2,3.2759,15.1379,172.0,114.0,3.3,1.8621,0.14613180515759314,16.5,56.21,23.6,0.6342857142857142,2.702127659574468,3.303302576465068,0.22356000000000012,36.0,36.0,,1.0,2.650000000000503,0.6534653465346535
P842bafbfda,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,,1.0,,
P866e6f90bf,2020,10.0,1.7308,1.0,0.8,0.2692,11.5,3.5769,3.0,3.0,49.7,0.447,85.0,38.0,0.342,275.0,94.0,2.0,0.89,25.3,26.0,63.0,72.1,36.0385,1.7,0.5385,16.8846,22.0,15.0,2.2,1.3846,0.7638888888888888,11.7,54.44,22.9,0.7874015748031497,1.0,4.024391833573646,0.12875999999999987,38.0,38.0,,1.0,3.6999999999995734,0.6346153846153846
Pb3e461d4cf,2020,6.6,1.0345,0.55555556,2.4,0.7241,11.7,3.0,33.0,32.0,53.1,0.527,184.0,97.0,0.36,86.0,31.0,3.2,0.733,38.9,29.0,51.0,63.1,27.4138,7.6,1.8621,12.5517,133.0,78.0,1.4,0.6897,0.31851851851851853,17.4,56.9,21.3,0.358695652173913,0.9047619047619047,3.418300855984145,0.08970000000000003,41.0,41.0,,1.0,,0.588957055214724
P716f6175e4,2020,31.4,6.3793,2.37175164,0.9,0.3448,10.8,3.5862,0.0,0.0,47.4,0.447,275.0,123.0,0.361,108.0,39.0,2.0,0.771,36.6,29.0,162.0,81.6,35.4483,2.1,0.6552,16.2414,113.0,61.0,2.8,1.7931,0.2819843342036554,16.8,52.39,24.6,1.7640449438202246,1.2333333333333332,3.815493875481568,0.10994000000000007,43.0,43.0,,1.0,8.699999999999001,0.5524475524475524
P69f4c7679c,2020,30.2,5.0312,2.8246125,0.4,0.0938,13.5,3.8438,1.0,1.0,53.2,0.512,209.0,107.0,0.368,201.0,74.0,2.1,0.855,33.7,31.0,121.0,84.8,33.4688,2.3,0.625,17.625,88.0,60.0,3.1,1.75,0.4902439024390244,11.7,58.25,27.1,2.377952755905512,1.129032258064516,4.2189752128267415,0.5857500000000001,44.0,44.0,,1.0,2.728571428571364,0.6610169491525424
Pf46613d969,2020,31.6,5.5484,2.0235603,0.1,0.0323,11.6,3.6452,0.0,0.0,56.3,0.512,250.0,128.0,0.415,212.0,88.0,2.2,0.821,30.3,31.0,97.0,88.8,36.5161,2.3,0.6774,20.4839,153.0,92.0,2.5,1.5161,0.4588744588744589,16.0,60.08,28.4,1.8588235294117648,0.8125,4.062931870000476,0.8467199999999997,45.0,45.0,,1.0,3.8200000000003116,0.6010928961748634
Pdc49b6ecb0,2020,30.5,3.9355,1.25775007,1.0,0.3226,15.2,4.6129,11.0,10.0,54.8,0.549,315.0,173.0,0.364,129.0,47.0,2.7,0.82,46.2,30.0,162.0,84.0,33.5161,1.9,0.5161,21.871,153.0,108.0,2.9,1.5806,0.2905405405405405,16.6,60.49,33.9,1.7329545454545454,1.054054054054054,4.368858458407456,1.45811,47.0,47.0,,1.0,3.5800000000003207,0.6885245901639344
P34a08a87d4,2020,36.2,6.3333,1.84466842,0.7,0.2,11.8,3.6667,12.0,11.0,43.4,0.448,203.0,91.0,0.258,62.0,16.0,3.1,0.81,53.6,30.0,75.0,79.5,33.1333,0.9,0.2333,11.5,128.0,69.0,3.4,1.9333,0.2339622641509434,25.1,51.89,24.2,1.3869731800766283,1.0,4.019904150510525,0.07938,48.0,48.0,,1.0,5.49999999999937,0.5506329113924051
Pc74b3d476e,2020,14.8,2.1613,0.88158748,3.9,1.1935,19.2,5.6774,27.0,22.0,45.0,0.465,359.0,167.0,0.263,95.0,25.0,3.4,0.719,42.3,31.0,189.0,77.5,31.0,4.2,1.2581,17.6452,170.0,96.0,2.0,1.0968,0.2092511013215859,14.6,50.17,30.2,0.9487179487179488,1.3409090909090908,3.7838742458226124,0.017340000000000175,51.0,51.0,,1.0,1.770000000000172,0.57
Pee12c1b431,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,,1.0,,
P80eaeaa85d,2020,13.0,2.0323,1.65793762,0.7,0.1613,22.0,6.0,4.0,4.0,49.8,0.43,142.0,61.0,0.387,119.0,46.0,2.9,0.756,34.5,31.0,84.0,75.2,30.1935,9.7,2.7097,10.5806,58.0,32.0,2.8,1.3871,0.4559386973180077,13.4,53.99,18.2,0.9027777777777778,0.8974358974358975,3.4102097869267385,-0.07182000000000006,46.0,46.0,,1.0,-1.3999999999998396,0.5681818181818182
P2b95cb9990,2020,1.7,0.2258,0.14285714,8.0,2.129,18.6,5.1613,65.0,64.0,64.2,0.642,254.0,163.0,0.0,0.0,0.0,4.3,0.752,57.1,31.0,119.0,73.5,29.6452,11.3,2.6129,14.0323,135.0,113.0,0.2,0.0968,0.0,15.3,67.36,20.3,0.10429447852760736,1.5471698113207546,3.747672179524669,0.05208000000000012,53.0,53.0,,1.0,2.100000000000331,0.793939393939394
Pceb9387e05,2020,26.2,3.2759,0.96940188,0.1,0.0345,9.1,2.931,0.0,0.0,52.9,0.432,266.0,115.0,0.412,294.0,121.0,2.9,0.847,44.5,29.0,151.0,78.9,33.2069,1.9,0.5517,27.7241,115.0,53.0,1.6,0.931,0.525,15.3,59.27,37.3,1.6073619631901839,0.43589743589743596,4.676677397429322,1.6037100000000004,56.0,56.0,,1.0,4.260000000000446,0.4896551724137931
P4cd6438cc3,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,57.0,,1.0,,
P1f88525e9f,2020,18.3,3.0323,1.54103775,6.9,2.0968,23.9,7.6452,33.0,28.0,57.2,0.608,250.0,152.0,0.26,50.0,13.0,3.3,0.667,41.0,31.0,71.0,80.2,32.0968,9.9,2.6774,13.7097,179.0,129.0,2.1,1.1935,0.16666666666666666,16.4,59.29,21.6,1.0517241379310347,2.0930232558139537,3.21512780425856,0.1486400000000001,,,,,2.950000000000683,0.7033492822966507
P1cf3ac09b1,2020,36.3,5.8333,1.82290626,0.1,0.0333,7.1,2.3,0.0,0.0,53.6,0.459,244.0,112.0,0.432,169.0,73.0,2.4,0.852,32.7,30.0,138.0,78.9,32.6,0.7,0.2,18.6,106.0,55.0,2.1,1.2,0.4092009685230024,19.5,58.48,29.1,1.770731707317073,0.6470588235294118,4.185581962647117,0.7716799999999998,50.0,50.0,,1.0,2.3400000000002468,0.5367647058823529
P5be180758a,2020,26.0,3.875,1.67567568,1.6,0.5312,16.6,4.9062,0.0,0.0,54.9,0.45,222.0,100.0,0.439,198.0,87.0,2.4,0.786,13.3,31.0,120.0,89.6,36.0625,4.6,1.4375,16.5938,102.0,63.0,2.4,1.4688,0.4714285714285714,16.7,56.54,23.5,1.4689265536723164,1.1764705882352942,3.177838296517957,0.22889999999999996,,,,,2.5400000000001905,0.6136363636363636
P04282e0cbf,2020,7.6,1.2903,0.6896312,3.4,1.0323,14.9,4.3548,32.0,29.0,54.9,0.517,205.0,106.0,0.429,70.0,30.0,2.3,0.641,28.4,31.0,112.0,82.5,33.0,8.2,2.1935,11.3548,93.0,64.0,2.0,1.129,0.2545454545454545,18.8,56.4,17.8,0.3838383838383838,1.6363636363636365,2.8008160734313607,-0.14079999999999993,,,,,0.9999999999998845,0.6666666666666666
P2ca61183dc,2020,17.0,3.2258,1.42854612,0.7,0.2258,13.7,4.5161,14.0,11.0,56.4,0.548,217.0,119.0,0.394,127.0,50.0,1.9,0.854,43.9,31.0,50.0,85.4,34.4516,1.6,0.4839,16.6774,167.0,95.0,2.9,1.7419,0.3691860465116279,17.1,62.18,21.7,0.9392265193370165,1.2413793103448274,4.29039396480272,0.2070599999999999,,,,,-0.14000000000009943,0.5736040609137056
P9580c6ee97,2020,10.3,1.2121,0.88889705,1.2,0.2121,16.5,3.0,4.0,3.0,45.8,0.472,106.0,50.0,0.286,49.0,14.0,3.8,0.612,31.6,33.0,68.0,53.7,21.5455,6.0,1.0909,5.2121,38.0,23.0,2.5,0.9091,0.3161290322580645,22.8,48.24,16.2,0.4327731092436975,0.7708333333333334,2.3941580793220254,0.06687999999999994,,,,,0.6857142857142665,0.6029411764705882
