pid,draft_year,report_agent_named_in_listing,report_camp_invited,report_catchshoot_fg_pct,report_catchshoot_fga_pg,report_catchshoot_poss_pg,report_catchshoot_ppp,report_catchshoot_pps,report_cut_fg_pct,report_cut_poss_pct,report_cut_poss_pg,report_cut_ppp,report_finish_fga_pg,report_finish_poss_pg,report_finish_ppp,report_finish_pps,report_free_throw_poss_pct,report_guarded_catchshoot_ppp,report_guarded_catchshoot_pps,report_halfcourt_poss_pg,report_halfcourt_ppp,report_halfcourt_shots_fouled_pct,report_halfcourt_turnover_pct,report_isolation_fg_pct,report_isolation_poss_pct,report_isolation_poss_pg,report_isolation_poss_total,report_isolation_ppp,report_isolation_shots_fouled_pct,report_isolation_turnover_pct,report_jump_fg_pct,report_jump_fga_pg,report_jump_fga_total,report_jump_fgm_total,report_jump_poss_pct,report_jump_ppp,report_jump_pps,report_jump_shot_pct,report_listed_testing_waters,report_listed_withdrawn,report_media_invited,report_offscreen_poss_pg,report_offscreen_ppp,report_open_catchshoot_fg_pct,report_open_catchshoot_ppp,report_open_catchshoot_pps,report_overall_ppp,report_physical_only_invited,report_pickroll_finish_poss_pg,report_pickroll_finish_ppp,report_pickroll_poss_pct,report_pickroll_poss_pg,report_pickroll_ppp,report_poss_pg,report_post_fg_pct,report_post_poss_pct,report_post_poss_pg,report_post_ppp,report_post_turnover_pct,report_pullup_fg_pct,report_pullup_fga_pg,report_pullup_fga_total,report_pullup_fgm_total,report_pullup_ppp,report_pullup_pps,report_putback_poss_pct,report_putback_poss_pg,report_putback_ppp,report_rim_fg_pct,report_same_agent_listed_client_count,report_scoring_poss_pct,report_shots_fouled_pct,report_spotup_fga_pg,report_spotup_poss_pct,report_spotup_ppp,report_text_athleticism_per1k,report_text_catchshoot_per1k,report_text_creation_per1k,report_text_decisions_per1k,report_text_defense_per1k,report_text_development_per1k,report_text_efficiency_per1k,report_text_effort_per1k,report_text_finishing_per1k,report_text_injury_per1k,report_text_length_per1k,report_text_limitations_per1k,report_text_passing_per1k,report_text_pickroll_per1k,report_text_pullup_per1k,report_text_rebounding_per1k,report_text_shooting_per1k,report_text_strength_per1k,report_text_words,report_transition_fg_pct,report_transition_poss_pct,report_transition_poss_pg,report_transition_poss_total,report_transition_ppp,report_transition_turnover_pct,report_turnover_pct
P93a13b19c2,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.56420233463035,0.0,0.0,0.0,7.782101167315175,0.0,0.0,0.0,0.0,0.0,3.8910505836575875,0.0,0.0,0.0,15.56420233463035,0.0,257.0,,,4.8,,,,
P488064c36d,2013,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,0.0,7.633587786259542,0.0,0.0,0.0,0.0,7.633587786259542,0.0,7.633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.43511450381679,0.0,131.0,,,,,,,
Pccb83c9fcb,2013,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.944444444444445,0.0,0.0,0.0,6.944444444444445,6.944444444444445,0.0,13.88888888888889,0.0,0.0,0.0,0.0,0.0,6.944444444444445,0.0,27.77777777777778,0.0,144.0,,,,,,,
Pdbcc4b2801,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.735849056603776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.60377358490566,0.0,53.0,,,,,,,
P607c704c53,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.849557522123893,0.0,8.849557522123893,0.0,17.699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.39823008849557,0.0,113.0,,,,,,,
P467b7b3f59,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157894736842,0.0,38.0,,,,,,,
P00193b3ed9,2013,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.194244604316546,0.0,3.597122302158273,0.0,0.0,0.0,14.388489208633093,0.0,10.79136690647482,0.0,0.0,3.597122302158273,0.0,0.0,0.0,3.597122302158273,21.58273381294964,7.194244604316546,278.0,,,,,,,
P84101ffd6c,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66183574879227,0.0,0.0,14.492753623188406,0.0,0.0,0.0,0.0,24.154589371980677,0.0,207.0,,,,,,,
P1100d011d0,2013,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,4.385964912280702,0.0,0.0,0.0,0.0,0.0,8.771929824561404,0.0,8.771929824561404,0.0,4.385964912280702,0.0,0.0,4.385964912280702,0.0,0.0,13.157894736842104,0.0,228.0,,,,,,,
P58c3f134a2,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,15.384615384615385,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.076923076923077,7.6923076923076925,130.0,,,,,,,
Pa0a2c9503f,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,110.0,,,,,,,
P7f1d080745,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,,,,,,,,,,,,,,,,,9.090909090909092,4.545454545454546,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,31.818181818181817,0.0,220.0,,,,,,,
P6cee28a4f3,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933,,,,,6.0,0.92,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,15.0,0.0,200.0,,,,,,,
Pb8a773b356,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.658227848101266,0.0,12.658227848101266,0.0,0.0,12.658227848101266,0.0,0.0,0.0,0.0,37.9746835443038,0.0,79.0,,,5.0,,,,
P5c19a79a93,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.410256410256411,0.0,3.2051282051282053,0.0,0.0,0.0,6.410256410256411,0.0,0.0,0.0,3.2051282051282053,3.2051282051282053,9.615384615384615,0.0,19.23076923076923,0.0,312.0,,,,,,,
Pbed27928bf,2014,,,,,,,,,,,,,,1.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.494252873563218,0.0,0.0,0.0,0.0,5.747126436781609,0.0,0.0,5.747126436781609,0.0,0.0,5.747126436781609,0.0,11.494252873563218,0.0,0.0,11.494252873563218,0.0,174.0,,,,,,,
P1b1aa3dc82,2014,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,0.0,13.157894736842104,0.0,0.0,0.0,0.0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.473684210526315,0.0,76.0,,,,,,,
P2171d2817b,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.9047619047619047,3.8095238095238093,1.9047619047619047,9.523809523809524,0.0,11.428571428571429,0.0,5.714285714285714,1.9047619047619047,0.0,3.8095238095238093,0.0,0.0,5.714285714285714,0.0,525.0,,,,,,,
Paf95fb158c,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335,8.333333333333334,0.0,18.75,0.0,2.0833333333333335,2.0833333333333335,0.0,4.166666666666667,0.0,0.0,20.833333333333332,6.25,480.0,,,,,,,
Pbac4f67696,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.926108374384237,4.926108374384237,9.852216748768473,0.0,19.704433497536947,0.0,4.926108374384237,0.0,0.0,0.0,0.0,4.926108374384237,0.0,0.0,203.0,,,,,,,
Pccdaab2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,3.0959752321981426,0.0,0.0,0.0,3.0959752321981426,0.0,3.0959752321981426,3.0959752321981426,6.191950464396285,3.0959752321981426,3.0959752321981426,3.0959752321981426,0.0,0.0,0.0,0.0,3.0959752321981426,0.0,323.0,,,,,,,
P31e153a014,2014,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.021,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,2.506265664160401,0.0,0.0,2.506265664160401,5.012531328320802,0.0,5.012531328320802,0.0,10.025062656641603,0.0,10.025062656641603,2.506265664160401,0.0,0.0,0.0,0.0,2.506265664160401,17.54385964912281,399.0,,,,,,,
P8c2c5e7b71,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,90.0,,,,,,,
Pcb993abaa5,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,0.0,13.88888888888889,0.0,0.0,0.0,0.0,0.0,13.88888888888889,0.0,72.0,,,,,,,
P12d1ca8d35,2014,,,,,,,,,,,,,,,1.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8314176245210727,0.0,3.8314176245210727,3.8314176245210727,0.0,0.0,0.0,0.0,3.8314176245210727,0.0,0.0,0.0,0.0,7.662835249042145,0.0,0.0,22.988505747126435,0.0,261.0,,,,,,,
P465ab55c02,2014,,,,,,,,,,,,,,,0.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.7735849056603774,0.0,3.7735849056603774,3.7735849056603774,11.320754716981131,0.0,7.547169811320755,0.0,0.0,0.0,3.7735849056603774,0.0,0.0,0.0,18.867924528301888,0.0,265.0,,,,,,,
Pd907989bcb,2014,,,,,,,,,,,,,,,1.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.784688995215311,4.784688995215311,4.784688995215311,0.0,0.0,0.0,4.784688995215311,0.0,9.569377990430622,0.0,0.0,0.0,0.0,4.784688995215311,0.0,0.0,28.708133971291865,0.0,209.0,,,,,,,
P96c6ba4e0f,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,7.352941176470588,7.352941176470588,0.0,0.0,0.0,7.352941176470588,7.352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,7.352941176470588,0.0,0.0,14.705882352941176,0.0,136.0,,,,,,,
Pab87e9a8b8,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.352941176470588,0.0,0.0,0.0,22.058823529411764,0.0,7.352941176470588,7.352941176470588,0.0,0.0,0.0,7.352941176470588,0.0,0.0,7.352941176470588,0.0,136.0,,,,,,,
Pb59be03b24,2014,,,,,,,,,,,,,,,1.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,50.0,0.0,60.0,,,,,,,
P59ddf4705a,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.526315789473685,0.0,10.526315789473685,0.0,31.57894736842105,0.0,10.526315789473685,0.0,10.526315789473685,10.526315789473685,0.0,0.0,0.0,0.0,21.05263157894737,0.0,95.0,,,,,,,
P44154d877a,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,24.691358024691358,0.0,0.0,0.0,12.345679012345679,12.345679012345679,0.0,0.0,0.0,12.345679012345679,0.0,12.345679012345679,0.0,0.0,0.0,0.0,81.0,,,,,,,
P331cffbdbb,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,4.5,,,,
Pc7e0f691c6,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2051282051282053,3.2051282051282053,6.410256410256411,3.2051282051282053,3.2051282051282053,0.0,6.410256410256411,0.0,6.410256410256411,0.0,3.2051282051282053,0.0,0.0,0.0,3.2051282051282053,0.0,12.820512820512821,0.0,312.0,,,,,,,
P49827cf895,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,4.132231404958677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52892561983471,0.0,0.0,0.0,4.132231404958677,0.0,0.0,0.0,20.66115702479339,0.0,242.0,,,,,,,
Pd8244d9a42,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07011070110701,0.0,3.690036900369004,0.0,0.0,3.690036900369004,3.690036900369004,0.0,11.07011070110701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45018450184502,3.690036900369004,271.0,,,,,,,
Pd5729dac8f,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,0.0,0.0,16.216216216216218,0.0,0.0,0.0,5.405405405405405,5.405405405405405,10.81081081081081,0.0,0.0,0.0,0.0,5.405405405405405,0.0,0.0,5.405405405405405,0.0,185.0,,,,,,,
P4f181909b7,2014,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.714285714285714,11.428571428571429,5.714285714285714,0.0,5.714285714285714,5.714285714285714,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,17.142857142857142,0.0,175.0,,,,,0.87,,
P2f95e0c256,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.26,,,,,,,,,,,,,,,,,,,,,,,8.620689655172415,0.0,0.0,0.0,0.0,0.0,8.620689655172415,0.0,17.24137931034483,0.0,0.0,0.0,0.0,8.620689655172415,8.620689655172415,0.0,17.24137931034483,0.0,116.0,,,,,,,
Pd35ff11e6d,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.407407407407407,0.0,14.814814814814815,0.0,0.0,7.407407407407407,0.0,0.0,0.0,0.0,22.22222222222222,0.0,135.0,,,,,,,
Pf7c7a85a9a,2014,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.944444444444445,0.0,6.944444444444445,6.944444444444445,0.0,20.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333332,0.0,144.0,,,,,,,
P0a4bbd8b0a,2014,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,3.6231884057971016,0.0,0.0,1.8115942028985508,1.8115942028985508,5.434782608695652,10.869565217391305,0.0,3.6231884057971016,0.0,5.434782608695652,1.8115942028985508,3.6231884057971016,0.0,0.0,3.6231884057971016,7.246376811594203,3.6231884057971016,552.0,,,,,,,
P1dca1ecf2b,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,2.100840336134454,0.0,4.201680672268908,2.100840336134454,2.100840336134454,8.403361344537815,6.302521008403361,0.0,2.100840336134454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.605042016806722,2.100840336134454,476.0,,,,,,,
P11fb43c4ea,2014,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.970149253731344,0.0,5.970149253731344,0.0,0.0,2.985074626865672,5.970149253731344,0.0,0.0,0.0,2.985074626865672,0.0,0.0,2.985074626865672,0.0,0.0,11.940298507462687,2.985074626865672,335.0,,,,,0.93,,
P3997afa4f2,2014,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.401360544217687,0.0,3.401360544217687,3.401360544217687,0.0,0.0,0.0,0.0,0.0,0.0,3.401360544217687,0.0,0.0,3.401360544217687,13.605442176870747,0.0,294.0,,,,,,,
P360c31499c,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.716981132075472,0.0,0.0,0.0,4.716981132075472,9.433962264150944,9.433962264150944,0.0,14.150943396226415,0.0,4.716981132075472,0.0,0.0,4.716981132075472,0.0,0.0,14.150943396226415,4.716981132075472,212.0,,,,,,,
Pa9426d162d,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,11.764705882352942,0.0,170.0,,,,,,,
P8c383a7533,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9.174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34862385321101,0.0,109.0,,,,,,,
Pa47459a77d,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0761421319796955,0.0,0.0,0.0,10.152284263959391,0.0,0.0,0.0,5.0761421319796955,0.0,0.0,197.0,,,,,,,
P6e49424689,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.714285714285715,0.0,0.0,0.0,0.0,23.80952380952381,11.904761904761905,0.0,0.0,0.0,0.0,11.904761904761905,0.0,0.0,0.0,0.0,47.61904761904762,0.0,84.0,,,,,,,
Pb035a35ee9,2011,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,1.3,,,56.0,,,,,,1.6,25.0,,,,,,,,,1.16,,,1.37,,,,16.4,,,,1.06,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69e13b90fc,2011,,,34.0,4.6,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P701bdb09e4,2011,,,43.0,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,0.86,,,,,,,,,,,,,29.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.905,,14.2
P268ca85d2e,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,0.96,,,,,,,,,,1.12,,,,,,,16.4,,,,1.18,,42.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
P4ec69893f6,2011,,,,,,,,,,,,,,,,19.4,,,,,,,,2.8,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,74.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
P749792a28d,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
P74ab2a2c37,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pce627023f0,2011,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,0.486,,,27.5,,,,,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P85135a294f,2011,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
