pid,draft_year,source_id,source_url,archive_url,publication_date,capture_utc,body_sha256,feature_eligible,metric,value,unit
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_words,726,count
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_finishing_per1k,2.7548209366391183,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_creation_per1k,6.887052341597796,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_passing_per1k,1.3774104683195592,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_shooting_per1k,12.396694214876034,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_defense_per1k,6.887052341597796,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_rebounding_per1k,0.0,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_athleticism_per1k,2.7548209366391183,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_strength_per1k,11.019283746556473,literal matched terms per1000 words; not player grades
Pa95793f720,2022,nba2022_pilot,https://www.nba.com/draft/2022/prospects/a-j-griffin,https://web.archive.org/web/20220603014749id_/https://www.nba.com/draft/2022/prospects/a-j-griffin,,2022-06-03T01:47:49+00:00,6a647234dcbd19ac1497a4d7edc6e0c92b02788eb2767972b00076b6c0eb1756,True,report_text_length_per1k,8.264462809917354,literal matched terms per1000 words; not player grades
