season,game_id,date,team,opp,won,is_final4,is_final
2005-06,264000043,2006-03-17,Davidson,Ohio_State,0,0,0
2005-06,264000043,2006-03-17,Ohio_State,Davidson,1,0,0
2005-06,264000054,2006-03-17,S_Illinois,West_Virginia,0,0,0
2005-06,264000054,2006-03-17,West_Virginia,S_Illinois,1,0,0
2005-06,264000055,2006-03-17,Iowa,Northwestern_St,0,0,0
2005-06,264000055,2006-03-17,Northwestern_St,Iowa,1,0,0
2005-06,264000057,2006-03-17,Cal,NC_State,0,0,0
2005-06,264000057,2006-03-17,NC_State,Cal,1,0,0
2005-06,264000058,2006-03-17,Penn,Texas,0,0,0
2005-06,264000058,2006-03-17,Texas,Penn,1,0,0
2005-06,264000010,2006-03-18,Gonzaga,Indiana,1,0,0
2005-06,264000010,2006-03-18,Indiana,Gonzaga,0,0,0
2005-06,264000013,2006-03-18,Alabama,UCLA,0,0,0
2005-06,264000013,2006-03-18,UCLA,Alabama,1,0,0
2005-06,264000021,2006-03-18,Illinois,Washington,0,0,0
2005-06,264000021,2006-03-18,Washington,Illinois,1,0,0
2005-06,264000028,2006-03-18,Tennessee,Wichita_State,0,0,0
2005-06,264000028,2006-03-18,Wichita_State,Tennessee,1,0,0
2005-06,264000037,2006-03-18,Boston_College,Montana,1,0,0
2005-06,264000037,2006-03-18,Montana,Boston_College,0,0,0
2005-06,264000041,2006-03-18,Florida,Milwaukee,1,0,0
2005-06,264000041,2006-03-18,Milwaukee,Florida,0,0,0
2005-06,264000049,2006-03-18,Duke,G_Washington,1,0,0
2005-06,264000049,2006-03-18,G_Washington,Duke,0,0,0
2005-06,264000052,2006-03-18,LSU,Texas_A&M,1,0,0
2005-06,264000052,2006-03-18,Texas_A&M,LSU,0,0,0
2005-06,264000003,2006-03-19,Bucknell,Memphis,0,0,0
2005-06,264000003,2006-03-19,Memphis,Bucknell,1,0,0
2005-06,264000006,2006-03-19,Bradley,Pitt,1,0,0
2005-06,264000006,2006-03-19,Pitt,Bradley,0,0,0
2005-06,264000018,2006-03-19,Kentucky,UConn,0,0,0
2005-06,264000018,2006-03-19,UConn,Kentucky,1,0,0
2005-06,264000025,2006-03-19,George_Mason,UNC,1,0,0
2005-06,264000025,2006-03-19,UNC,George_Mason,0,0,0
2005-06,264000034,2006-03-19,Arizona,Villanova,0,0,0
2005-06,264000034,2006-03-19,Villanova,Arizona,1,0,0
2005-06,264000044,2006-03-19,Georgetown,Ohio_State,1,0,0
2005-06,264000044,2006-03-19,Ohio_State,Georgetown,0,0,0
2005-06,264000056,2006-03-19,Northwestern_St,West_Virginia,0,0,0
2005-06,264000056,2006-03-19,West_Virginia,Northwestern_St,1,0,0
2005-06,264000059,2006-03-19,NC_State,Texas,0,0,0
2005-06,264000059,2006-03-19,Texas,NC_State,1,0,0
2005-06,264000007,2006-03-23,Bradley,Memphis,0,0,0
2005-06,264000007,2006-03-23,Memphis,Bradley,1,0,0
2005-06,264000014,2006-03-23,Gonzaga,UCLA,0,0,0
2005-06,264000014,2006-03-23,UCLA,Gonzaga,1,0,0
2005-06,264000053,2006-03-23,Duke,LSU,0,0,0
2005-06,264000053,2006-03-23,LSU,Duke,1,0,0
2005-06,264000060,2006-03-23,Texas,West_Virginia,1,0,0
2005-06,264000060,2006-03-23,West_Virginia,Texas,0,0,0
2005-06,264000022,2006-03-24,UConn,Washington,1,0,0
2005-06,264000022,2006-03-24,Washington,UConn,0,0,0
2005-06,264000029,2006-03-24,George_Mason,Wichita_State,1,0,0
2005-06,264000029,2006-03-24,Wichita_State,George_Mason,0,0,0
2005-06,264000038,2006-03-24,Boston_College,Villanova,0,0,0
2005-06,264000038,2006-03-24,Villanova,Boston_College,1,0,0
2005-06,264000045,2006-03-24,Florida,Georgetown,1,0,0
2005-06,264000045,2006-03-24,Georgetown,Florida,0,0,0
2005-06,264000015,2006-03-25,Memphis,UCLA,0,0,0
2005-06,264000015,2006-03-25,UCLA,Memphis,1,0,0
2005-06,264000061,2006-03-25,LSU,Texas,1,0,0
2005-06,264000061,2006-03-25,Texas,LSU,0,0,0
2005-06,264000030,2006-03-26,George_Mason,UConn,1,0,0
2005-06,264000030,2006-03-26,UConn,George_Mason,0,0,0
2005-06,264000046,2006-03-26,Florida,Villanova,1,0,0
2005-06,264000046,2006-03-26,Villanova,Florida,0,0,0
2005-06,264000031,2006-04-01,LSU,UCLA,0,1,0
2005-06,264000031,2006-04-01,UCLA,LSU,1,1,0
2005-06,264000062,2006-04-01,Florida,George_Mason,1,1,0
2005-06,264000062,2006-04-01,George_Mason,Florida,0,1,0
2005-06,264000063,2006-04-03,Florida,UCLA,1,1,1
2005-06,264000063,2006-04-03,UCLA,Florida,0,1,1
2006-07,270720315,2007-03-13,Florida_A&M,Niagara,0,0,0
2006-07,270720315,2007-03-13,Niagara,Florida_A&M,1,0,0
2006-07,274000008,2007-03-15,Duke,VCU,0,0,0
2006-07,274000008,2007-03-15,VCU,Duke,1,0,0
2006-07,274000009,2007-03-15,Pitt,Wright_State,1,0,0
2006-07,274000009,2007-03-15,Wright_State,Pitt,0,0,0
2006-07,274000011,2007-03-15,Gonzaga,Indiana,0,0,0
2006-07,274000011,2007-03-15,Indiana,Gonzaga,1,0,0
2006-07,274000012,2007-03-15,UCLA,Weber_State,1,0,0
2006-07,274000012,2007-03-15,Weber_State,UCLA,0,0,0
2006-07,274000017,2007-03-15,Marquette,Michigan_State,0,0,0
2006-07,274000017,2007-03-15,Michigan_State,Marquette,1,0,0
2006-07,274000024,2007-03-15,Oral_Roberts,Washington_St,0,0,0
2006-07,274000024,2007-03-15,Washington_St,Oral_Roberts,1,0,0
2006-07,274000026,2007-03-15,Boston_College,Texas_Tech,1,0,0
2006-07,274000026,2007-03-15,Texas_Tech,Boston_College,0,0,0
2006-07,274000027,2007-03-15,Belmont,Georgetown,0,0,0
2006-07,274000027,2007-03-15,Georgetown,Belmont,1,0,0
2006-07,274000033,2007-03-15,BYU,Xavier,0,0,0
2006-07,274000033,2007-03-15,Xavier,BYU,1,0,0
2006-07,274000039,2007-03-15,Louisville,Stanford,1,0,0
2006-07,274000039,2007-03-15,Stanford,Louisville,0,0,0
2006-07,274000040,2007-03-15,Penn,Texas_A&M,0,0,0
2006-07,274000040,2007-03-15,Texas_A&M,Penn,1,0,0
2006-07,274000050,2007-03-15,Butler,Old_Dominion,1,0,0
2006-07,274000050,2007-03-15,Old_Dominion,Butler,0,0,0
2006-07,274000051,2007-03-15,Davidson,Maryland,0,0,0
2006-07,274000051,2007-03-15,Maryland,Davidson,1,0,0
2006-07,274000001,2007-03-16,Kansas,Niagara,1,0,0
2006-07,274000001,2007-03-16,Niagara,Kansas,0,0,0
2006-07,274000002,2007-03-16,Kentucky,Villanova,1,0,0
2006-07,274000002,2007-03-16,Villanova,Kentucky,0,0,0
2006-07,274000004,2007-03-16,Illinois,Virginia_Tech,0,0,0
2006-07,274000004,2007-03-16,Virginia_Tech,Illinois,1,0,0
2006-07,274000020,2007-03-16,New_Mexico_St,Texas,0,0,0
2006-07,274000020,2007-03-16,Texas,New_Mexico_St,1,0,0
2006-07,274000035,2007-03-16,Long_Beach_State,Tennessee,0,0,0
2006-07,274000035,2007-03-16,Tennessee,Long_Beach_State,1,0,0
2006-07,274000036,2007-03-16,Albany,UVA,0,0,0
2006-07,274000036,2007-03-16,UVA,Albany,1,0,0
2006-07,274000042,2007-03-16,Creighton,Nevada,0,0,0
2006-07,274000042,2007-03-16,Nevada,Creighton,1,0,0
2006-07,274000043,2007-03-16,Memphis,North_Texas,1,0,0
2006-07,274000043,2007-03-16,North_Texas,Memphis,0,0,0
2006-07,274000047,2007-03-16,Florida,Jackson_State,1,0,0
2006-07,274000047,2007-03-16,Jackson_State,Florida,0,0,0
2006-07,274000048,2007-03-16,Arizona,Purdue,0,0,0
2006-07,274000048,2007-03-16,Purdue,Arizona,1,0,0
2006-07,274000054,2007-03-16,Notre_Dame,Winthrop,0,0,0
2006-07,274000054,2007-03-16,Winthrop,Notre_Dame,1,0,0
2006-07,274000057,2007-03-16,Georgia_Tech,UNLV,0,0,0
2006-07,274000057,2007-03-16,UNLV,Georgia_Tech,1,0,0
2006-07,274000010,2007-03-17,Pitt,VCU,1,0,0
2006-07,274000010,2007-03-17,VCU,Pitt,0,0,0
2006-07,274000013,2007-03-17,Indiana,UCLA,0,0,0
2006-07,274000013,2007-03-17,UCLA,Indiana,1,0,0
2006-07,274000018,2007-03-17,Michigan_State,UNC,0,0,0
2006-07,274000018,2007-03-17,UNC,Michigan_State,1,0,0
2006-07,274000025,2007-03-17,Vanderbilt,Washington_St,1,0,0
2006-07,274000025,2007-03-17,Washington_St,Vanderbilt,0,0,0
2006-07,274000028,2007-03-17,Boston_College,Georgetown,0,0,0
2006-07,274000028,2007-03-17,Georgetown,Boston_College,1,0,0
2006-07,274000034,2007-03-17,Ohio_State,Xavier,1,0,0
2006-07,274000034,2007-03-17,Xavier,Ohio_State,0,0,0
2006-07,274000041,2007-03-17,Louisville,Texas_A&M,0,0,0
2006-07,274000041,2007-03-17,Texas_A&M,Louisville,1,0,0
2006-07,274000052,2007-03-17,Butler,Maryland,1,0,0
2006-07,274000052,2007-03-17,Maryland,Butler,0,0,0
2006-07,274000003,2007-03-18,Kansas,Kentucky,1,0,0
2006-07,274000003,2007-03-18,Kentucky,Kansas,0,0,0
2006-07,274000037,2007-03-18,Tennessee,UVA,1,0,0
2006-07,274000037,2007-03-18,UVA,Tennessee,0,0,0
2006-07,274000044,2007-03-18,Memphis,Nevada,1,0,0
2006-07,274000044,2007-03-18,Nevada,Memphis,0,0,0
2006-07,274000049,2007-03-18,Florida,Purdue,1,0,0
2006-07,274000049,2007-03-18,Purdue,Florida,0,0,0
2006-07,274000056,2007-03-18,Oregon,Winthrop,1,0,0
2006-07,274000056,2007-03-18,Winthrop,Oregon,0,0,0
2006-07,274000059,2007-03-18,UNLV,Wisconsin,1,0,0
2006-07,274000059,2007-03-18,Wisconsin,UNLV,0,0,0
2006-07,274000014,2007-03-22,Pitt,UCLA,0,0,0
2006-07,274000014,2007-03-22,UCLA,Pitt,1,0,0
2006-07,274000038,2007-03-22,Ohio_State,Tennessee,1,0,0
2006-07,274000038,2007-03-22,Tennessee,Ohio_State,0,0,0
2006-07,274000045,2007-03-22,Memphis,Texas_A&M,1,0,0
2006-07,274000045,2007-03-22,Texas_A&M,Memphis,0,0,0
2006-07,274000029,2007-03-23,Georgetown,Vanderbilt,1,0,0
2006-07,274000029,2007-03-23,Vanderbilt,Georgetown,0,0,0
2006-07,274000053,2007-03-23,Butler,Florida,0,0,0
2006-07,274000053,2007-03-23,Florida,Butler,1,0,0
2006-07,274000060,2007-03-23,Oregon,UNLV,1,0,0
2006-07,274000060,2007-03-23,UNLV,Oregon,0,0,0
2006-07,274000015,2007-03-24,Kansas,UCLA,0,0,0
2006-07,274000015,2007-03-24,UCLA,Kansas,1,0,0
2006-07,274000046,2007-03-24,Memphis,Ohio_State,0,0,0
2006-07,274000046,2007-03-24,Ohio_State,Memphis,1,0,0
2006-07,274000030,2007-03-25,Georgetown,UNC,1,0,0
2006-07,274000030,2007-03-25,UNC,Georgetown,0,0,0
2006-07,274000061,2007-03-25,Florida,Oregon,1,0,0
2006-07,274000061,2007-03-25,Oregon,Florida,0,0,0
2006-07,274000031,2007-03-31,Florida,UCLA,1,1,0
2006-07,274000031,2007-03-31,UCLA,Florida,0,1,0
2006-07,274000062,2007-03-31,Georgetown,Ohio_State,0,1,0
2006-07,274000062,2007-03-31,Ohio_State,Georgetown,1,1,0
2006-07,274000063,2007-04-02,Florida,Ohio_State,1,1,1
2006-07,274000063,2007-04-02,Ohio_State,Florida,0,1,1
2007-08,280782154,2008-03-18,Coppin_State,Mt_St_Mary's,0,0,0
2007-08,280782154,2008-03-18,Mt_St_Mary's,Coppin_State,1,0,0
2007-08,284000001,2008-03-20,Kansas,Portland_State,1,0,0
2007-08,284000001,2008-03-20,Portland_State,Kansas,0,0,0
2007-08,284000002,2008-03-20,Kent_State,UNLV,0,0,0
2007-08,284000002,2008-03-20,UNLV,Kent_State,1,0,0
2007-08,284000008,2008-03-20,Kansas_State,USC,1,0,0
2007-08,284000008,2008-03-20,USC,Kansas_State,0,0,0
2007-08,284000009,2008-03-20,CSU_Fullerton,Wisconsin,0,0,0
2007-08,284000009,2008-03-20,Wisconsin,CSU_Fullerton,1,0,0
2007-08,284000019,2008-03-20,Michigan_State,Temple,1,0,0
2007-08,284000019,2008-03-20,Temple,Michigan_State,0,0,0
2007-08,284000020,2008-03-20,Oral_Roberts,Pitt,0,0,0
2007-08,284000020,2008-03-20,Pitt,Oral_Roberts,1,0,0
2007-08,284000023,2008-03-20,Kentucky,Marquette,0,0,0
2007-08,284000023,2008-03-20,Marquette,Kentucky,1,0,0
2007-08,284000024,2008-03-20,Cornell,Stanford,0,0,0
2007-08,284000024,2008-03-20,Stanford,Cornell,1,0,0
2007-08,284000033,2008-03-20,BYU,Texas_A&M,0,0,0
2007-08,284000033,2008-03-20,Texas_A&M,BYU,1,0,0
2007-08,284000039,2008-03-20,Baylor,Purdue,0,0,0
2007-08,284000039,2008-03-20,Purdue,Baylor,1,0,0
2007-08,284000040,2008-03-20,Georgia,Xavier,0,0,0
2007-08,284000040,2008-03-20,Xavier,Georgia,1,0,0
2007-08,284000042,2008-03-20,Arizona,West_Virginia,0,0,0
2007-08,284000042,2008-03-20,West_Virginia,Arizona,1,0,0
2007-08,284000043,2008-03-20,Belmont,Duke,0,0,0
2007-08,284000043,2008-03-20,Duke,Belmont,1,0,0
2007-08,284000050,2008-03-20,George_Mason,Notre_Dame,0,0,0
2007-08,284000050,2008-03-20,Notre_Dame,George_Mason,1,0,0
2007-08,284000051,2008-03-20,Washington_St,Winthrop,1,0,0
2007-08,284000051,2008-03-20,Winthrop,Washington_St,0,0,0
2007-08,284000004,2008-03-21,Clemson,Villanova,0,0,0
2007-08,284000004,2008-03-21,Villanova,Clemson,1,0,0
2007-08,284000005,2008-03-21,Siena,Vanderbilt,1,0,0
2007-08,284000005,2008-03-21,Vanderbilt,Siena,0,0,0
2007-08,284000011,2008-03-21,Davidson,Gonzaga,1,0,0
2007-08,284000011,2008-03-21,Gonzaga,Davidson,0,0,0
2007-08,284000012,2008-03-21,Georgetown,UMBC,1,0,0
2007-08,284000012,2008-03-21,UMBC,Georgetown,0,0,0
2007-08,284000016,2008-03-21,Memphis,UT_Arlington,1,0,0
2007-08,284000016,2008-03-21,UT_Arlington,Memphis,0,0,0
2007-08,284000017,2008-03-21,Miss_St,Oregon,1,0,0
2007-08,284000017,2008-03-21,Oregon,Miss_St,0,0,0
2007-08,284000026,2008-03-21,Miami,Saint_Mary's,1,0,0
2007-08,284000026,2008-03-21,Saint_Mary's,Miami,0,0,0
2007-08,284000027,2008-03-21,Austin_Peay,Texas,0,0,0
2007-08,284000027,2008-03-21,Texas,Austin_Peay,1,0,0
2007-08,284000035,2008-03-21,Drake,W_Kentucky,0,0,0
2007-08,284000035,2008-03-21,W_Kentucky,Drake,1,0,0
2007-08,284000036,2008-03-21,San_Diego,UConn,1,0,0
2007-08,284000036,2008-03-21,UConn,San_Diego,0,0,0
2007-08,284000047,2008-03-21,Mt_St_Mary's,UNC,0,0,0
2007-08,284000047,2008-03-21,UNC,Mt_St_Mary's,1,0,0
2007-08,284000048,2008-03-21,Arkansas,Indiana,1,0,0
2007-08,284000048,2008-03-21,Indiana,Arkansas,0,0,0
2007-08,284000054,2008-03-21,Oklahoma,Saint_Joe's,1,0,0
2007-08,284000054,2008-03-21,Saint_Joe's,Oklahoma,0,0,0
2007-08,284000055,2008-03-21,Boise_State,Louisville,0,0,0
2007-08,284000055,2008-03-21,Louisville,Boise_State,1,0,0
2007-08,284000057,2008-03-21,Butler,South_Alabama,1,0,0
2007-08,284000057,2008-03-21,South_Alabama,Butler,0,0,0
2007-08,284000058,2008-03-21,American,Tennessee,0,0,0
2007-08,284000058,2008-03-21,Tennessee,American,1,0,0
2007-08,284000003,2008-03-22,Kansas,UNLV,1,0,0
2007-08,284000003,2008-03-22,UNLV,Kansas,0,0,0
2007-08,284000010,2008-03-22,Kansas_State,Wisconsin,0,0,0
2007-08,284000010,2008-03-22,Wisconsin,Kansas_State,1,0,0
2007-08,284000021,2008-03-22,Michigan_State,Pitt,1,0,0
2007-08,284000021,2008-03-22,Pitt,Michigan_State,0,0,0
2007-08,284000025,2008-03-22,Marquette,Stanford,0,0,0
2007-08,284000025,2008-03-22,Stanford,Marquette,1,0,0
2007-08,284000034,2008-03-22,Texas_A&M,UCLA,0,0,0
2007-08,284000034,2008-03-22,UCLA,Texas_A&M,1,0,0
2007-08,284000041,2008-03-22,Purdue,Xavier,0,0,0
2007-08,284000041,2008-03-22,Xavier,Purdue,1,0,0
2007-08,284000044,2008-03-22,Duke,West_Virginia,0,0,0
2007-08,284000044,2008-03-22,West_Virginia,Duke,1,0,0
2007-08,284000052,2008-03-22,Notre_Dame,Washington_St,0,0,0
2007-08,284000052,2008-03-22,Washington_St,Notre_Dame,1,0,0
2007-08,284000006,2008-03-23,Siena,Villanova,0,0,0
2007-08,284000006,2008-03-23,Villanova,Siena,1,0,0
2007-08,284000013,2008-03-23,Davidson,Georgetown,1,0,0
2007-08,284000013,2008-03-23,Georgetown,Davidson,0,0,0
2007-08,284000018,2008-03-23,Memphis,Miss_St,1,0,0
2007-08,284000018,2008-03-23,Miss_St,Memphis,0,0,0
2007-08,284000028,2008-03-23,Miami,Texas,0,0,0
2007-08,284000028,2008-03-23,Texas,Miami,1,0,0
2007-08,284000037,2008-03-23,San_Diego,W_Kentucky,0,0,0
2007-08,284000037,2008-03-23,W_Kentucky,San_Diego,1,0,0
2007-08,284000049,2008-03-23,Arkansas,UNC,0,0,0
2007-08,284000049,2008-03-23,UNC,Arkansas,1,0,0
2007-08,284000056,2008-03-23,Louisville,Oklahoma,1,0,0
2007-08,284000056,2008-03-23,Oklahoma,Louisville,0,0,0
2007-08,284000059,2008-03-23,Butler,Tennessee,0,0,0
2007-08,284000059,2008-03-23,Tennessee,Butler,1,0,0
2007-08,284000038,2008-03-27,UCLA,W_Kentucky,1,0,0
2007-08,284000038,2008-03-27,W_Kentucky,UCLA,0,0,0
2007-08,284000045,2008-03-27,West_Virginia,Xavier,0,0,0
2007-08,284000045,2008-03-27,Xavier,West_Virginia,1,0,0
2007-08,284000053,2008-03-27,UNC,Washington_St,1,0,0
2007-08,284000053,2008-03-27,Washington_St,UNC,0,0,0
2007-08,284000060,2008-03-27,Louisville,Tennessee,1,0,0
2007-08,284000060,2008-03-27,Tennessee,Louisville,0,0,0
2007-08,284000007,2008-03-28,Kansas,Villanova,1,0,0
2007-08,284000007,2008-03-28,Villanova,Kansas,0,0,0
2007-08,284000014,2008-03-28,Davidson,Wisconsin,1,0,0
2007-08,284000014,2008-03-28,Wisconsin,Davidson,0,0,0
2007-08,284000022,2008-03-28,Memphis,Michigan_State,1,0,0
2007-08,284000022,2008-03-28,Michigan_State,Memphis,0,0,0
2007-08,284000029,2008-03-28,Stanford,Texas,0,0,0
2007-08,284000029,2008-03-28,Texas,Stanford,1,0,0
2007-08,284000046,2008-03-29,UCLA,Xavier,1,0,0
2007-08,284000046,2008-03-29,Xavier,UCLA,0,0,0
2007-08,284000061,2008-03-29,Louisville,UNC,0,0,0
2007-08,284000061,2008-03-29,UNC,Louisville,1,0,0
2007-08,284000015,2008-03-30,Davidson,Kansas,0,0,0
2007-08,284000015,2008-03-30,Kansas,Davidson,1,0,0
2007-08,284000030,2008-03-30,Memphis,Texas,1,0,0
2007-08,284000030,2008-03-30,Texas,Memphis,0,0,0
2007-08,284000031,2008-04-05,Kansas,UNC,1,1,0
2007-08,284000031,2008-04-05,UNC,Kansas,0,1,0
2007-08,284000062,2008-04-05,Memphis,UCLA,1,1,0
2007-08,284000062,2008-04-05,UCLA,Memphis,0,1,0
2007-08,284000063,2008-04-07,Kansas,Memphis,1,1,1
2007-08,284000063,2008-04-07,Memphis,Kansas,0,1,1
2008-09,290762011,2009-03-17,Alabama_State,Morehead_State,0,0,0
2008-09,290762011,2009-03-17,Morehead_State,Alabama_State,1,0,0
2008-09,294000001,2009-03-19,Chattanooga,UConn,0,0,0
2008-09,294000001,2009-03-19,UConn,Chattanooga,1,0,0
2008-09,294000002,2009-03-19,BYU,Texas_A&M,0,0,0
2008-09,294000002,2009-03-19,Texas_A&M,BYU,1,0,0
2008-09,294000004,2009-03-19,Northern_Iowa,Purdue,0,0,0
2008-09,294000004,2009-03-19,Purdue,Northern_Iowa,1,0,0
2008-09,294000005,2009-03-19,Miss_St,Washington,0,0,0
2008-09,294000005,2009-03-19,Washington,Miss_St,1,0,0
2008-09,294000011,2009-03-19,Cal,Maryland,0,0,0
2008-09,294000011,2009-03-19,Maryland,Cal,1,0,0
2008-09,294000012,2009-03-19,CSU_Northridge,Memphis,0,0,0
2008-09,294000012,2009-03-19,Memphis,CSU_Northridge,1,0,0
2008-09,294000023,2009-03-19,UCLA,VCU,1,0,0
2008-09,294000023,2009-03-19,VCU,UCLA,0,0,0
2008-09,294000024,2009-03-19,American,Villanova,0,0,0
2008-09,294000024,2009-03-19,Villanova,American,1,0,0
2008-09,294000026,2009-03-19,Minnesota,Texas,0,0,0
2008-09,294000026,2009-03-19,Texas,Minnesota,1,0,0
2008-09,294000027,2009-03-19,Binghamton,Duke,0,0,0
2008-09,294000027,2009-03-19,Duke,Binghamton,1,0,0
2008-09,294000032,2009-03-19,Radford,UNC,0,0,0
2008-09,294000032,2009-03-19,UNC,Radford,1,0,0
2008-09,294000033,2009-03-19,Butler,LSU,0,0,0
2008-09,294000033,2009-03-19,LSU,Butler,1,0,0
2008-09,294000035,2009-03-19,Illinois,W_Kentucky,0,0,0
2008-09,294000035,2009-03-19,W_Kentucky,Illinois,1,0,0
2008-09,294000036,2009-03-19,Akron,Gonzaga,0,0,0
2008-09,294000036,2009-03-19,Gonzaga,Akron,1,0,0
2008-09,294000042,2009-03-19,Clemson,Michigan,0,0,0
2008-09,294000042,2009-03-19,Michigan,Clemson,1,0,0
2008-09,294000043,2009-03-19,Morgan_State,Oklahoma,0,0,0
2008-09,294000043,2009-03-19,Oklahoma,Morgan_State,1,0,0
2008-09,294000008,2009-03-20,Marquette,Utah_State,1,0,0
2008-09,294000008,2009-03-20,Utah_State,Marquette,0,0,0
2008-09,294000009,2009-03-20,Cornell,Missouri,0,0,0
2008-09,294000009,2009-03-20,Missouri,Cornell,1,0,0
2008-09,294000016,2009-03-20,ETSU,Pitt,0,0,0
2008-09,294000016,2009-03-20,Pitt,ETSU,1,0,0
2008-09,294000017,2009-03-20,Oklahoma_State,Tennessee,1,0,0
2008-09,294000017,2009-03-20,Tennessee,Oklahoma_State,0,0,0
2008-09,294000019,2009-03-20,Florida_State,Wisconsin,0,0,0
2008-09,294000019,2009-03-20,Wisconsin,Florida_State,1,0,0
2008-09,294000020,2009-03-20,Portland_State,Xavier,0,0,0
2008-09,294000020,2009-03-20,Xavier,Portland_State,1,0,0
2008-09,294000039,2009-03-20,Arizona_State,Temple,1,0,0
2008-09,294000039,2009-03-20,Temple,Arizona_State,0,0,0
2008-09,294000040,2009-03-20,SF_Austin,Syracuse,0,0,0
2008-09,294000040,2009-03-20,Syracuse,SF_Austin,1,0,0
2008-09,294000047,2009-03-20,Louisville,Morehead_State,1,0,0
2008-09,294000047,2009-03-20,Morehead_State,Louisville,0,0,0
2008-09,294000048,2009-03-20,Ohio_State,Siena,0,0,0
2008-09,294000048,2009-03-20,Siena,Ohio_State,1,0,0
2008-09,294000050,2009-03-20,Arizona,Utah,1,0,0
2008-09,294000050,2009-03-20,Utah,Arizona,0,0,0
2008-09,294000051,2009-03-20,Cleveland_State,Wake_Forest,1,0,0
2008-09,294000051,2009-03-20,Wake_Forest,Cleveland_State,0,0,0
2008-09,294000054,2009-03-20,Dayton,West_Virginia,1,0,0
2008-09,294000054,2009-03-20,West_Virginia,Dayton,0,0,0
2008-09,294000055,2009-03-20,Kansas,North_Dakota_St,1,0,0
2008-09,294000055,2009-03-20,North_Dakota_St,Kansas,0,0,0
2008-09,294000057,2009-03-20,Boston_College,USC,0,0,0
2008-09,294000057,2009-03-20,USC,Boston_College,1,0,0
2008-09,294000058,2009-03-20,Michigan_State,Robert_Morris,1,0,0
2008-09,294000058,2009-03-20,Robert_Morris,Michigan_State,0,0,0
2008-09,294000003,2009-03-21,Texas_A&M,UConn,0,0,0
2008-09,294000003,2009-03-21,UConn,Texas_A&M,1,0,0
2008-09,294000006,2009-03-21,Purdue,Washington,1,0,0
2008-09,294000006,2009-03-21,Washington,Purdue,0,0,0
2008-09,294000013,2009-03-21,Maryland,Memphis,0,0,0
2008-09,294000013,2009-03-21,Memphis,Maryland,1,0,0
2008-09,294000025,2009-03-21,UCLA,Villanova,0,0,0
2008-09,294000025,2009-03-21,Villanova,UCLA,1,0,0
2008-09,294000028,2009-03-21,Duke,Texas,1,0,0
2008-09,294000028,2009-03-21,Texas,Duke,0,0,0
2008-09,294000034,2009-03-21,LSU,UNC,0,0,0
2008-09,294000034,2009-03-21,UNC,LSU,1,0,0
2008-09,294000037,2009-03-21,Gonzaga,W_Kentucky,1,0,0
2008-09,294000037,2009-03-21,W_Kentucky,Gonzaga,0,0,0
2008-09,294000044,2009-03-21,Michigan,Oklahoma,0,0,0
2008-09,294000044,2009-03-21,Oklahoma,Michigan,1,0,0
2008-09,294000010,2009-03-22,Marquette,Missouri,0,0,0
2008-09,294000010,2009-03-22,Missouri,Marquette,1,0,0
2008-09,294000018,2009-03-22,Oklahoma_State,Pitt,0,0,0
2008-09,294000018,2009-03-22,Pitt,Oklahoma_State,1,0,0
2008-09,294000021,2009-03-22,Wisconsin,Xavier,0,0,0
2008-09,294000021,2009-03-22,Xavier,Wisconsin,1,0,0
2008-09,294000041,2009-03-22,Arizona_State,Syracuse,0,0,0
2008-09,294000041,2009-03-22,Syracuse,Arizona_State,1,0,0
2008-09,294000049,2009-03-22,Louisville,Siena,1,0,0
2008-09,294000049,2009-03-22,Siena,Louisville,0,0,0
2008-09,294000052,2009-03-22,Arizona,Cleveland_State,1,0,0
2008-09,294000052,2009-03-22,Cleveland_State,Arizona,0,0,0
2008-09,294000056,2009-03-22,Dayton,Kansas,0,0,0
2008-09,294000056,2009-03-22,Kansas,Dayton,1,0,0
2008-09,294000059,2009-03-22,Michigan_State,USC,1,0,0
2008-09,294000059,2009-03-22,USC,Michigan_State,0,0,0
2008-09,294000007,2009-03-26,Purdue,UConn,0,0,0
2008-09,294000007,2009-03-26,UConn,Purdue,1,0,0
2008-09,294000014,2009-03-26,Memphis,Missouri,0,0,0
2008-09,294000014,2009-03-26,Missouri,Memphis,1,0,0
2008-09,294000022,2009-03-26,Pitt,Xavier,1,0,0
2008-09,294000022,2009-03-26,Xavier,Pitt,0,0,0
2008-09,294000029,2009-03-26,Duke,Villanova,0,0,0
2008-09,294000029,2009-03-26,Villanova,Duke,1,0,0
2008-09,294000038,2009-03-27,Gonzaga,UNC,0,0,0
2008-09,294000038,2009-03-27,UNC,Gonzaga,1,0,0
2008-09,294000045,2009-03-27,Oklahoma,Syracuse,1,0,0
2008-09,294000045,2009-03-27,Syracuse,Oklahoma,0,0,0
2008-09,294000053,2009-03-27,Arizona,Louisville,0,0,0
2008-09,294000053,2009-03-27,Louisville,Arizona,1,0,0
2008-09,294000060,2009-03-27,Kansas,Michigan_State,0,0,0
2008-09,294000060,2009-03-27,Michigan_State,Kansas,1,0,0
2008-09,294000015,2009-03-28,Missouri,UConn,0,0,0
2008-09,294000015,2009-03-28,UConn,Missouri,1,0,0
2008-09,294000030,2009-03-28,Pitt,Villanova,0,0,0
2008-09,294000030,2009-03-28,Villanova,Pitt,1,0,0
