season,game_id,date,team,opp,won,is_final4,is_final
2012-13,330800197,2013-03-21,Oregon,Oklahoma_State,1,0,0
2012-13,330800221,2013-03-21,Pitt,Wichita_State,0,0,0
2012-13,330800221,2013-03-21,Wichita_State,Pitt,1,0,0
2012-13,330800235,2013-03-21,Memphis,Saint_Mary's,1,0,0
2012-13,330800235,2013-03-21,Saint_Mary's,Memphis,0,0,0
2012-13,330802086,2013-03-21,Bucknell,Butler,0,0,0
2012-13,330802086,2013-03-21,Butler,Bucknell,1,0,0
2012-13,330802250,2013-03-21,Gonzaga,Southern,1,0,0
2012-13,330802250,2013-03-21,Southern,Gonzaga,0,0,0
2012-13,330802439,2013-03-21,Cal,UNLV,1,0,0
2012-13,330802439,2013-03-21,UNLV,Cal,0,0,0
2012-13,330802670,2013-03-21,Akron,VCU,0,0,0
2012-13,330802670,2013-03-21,VCU,Akron,1,0,0
2012-13,330810021,2013-03-22,Oklahoma,San_Diego_State,0,0,0
2012-13,330810021,2013-03-22,San_Diego_State,Oklahoma,1,0,0
2012-13,330810026,2013-03-22,Minnesota,UCLA,1,0,0
2012-13,330810026,2013-03-22,UCLA,Minnesota,0,0,0
2012-13,330810084,2013-03-22,Indiana,JMU,1,0,0
2012-13,330810084,2013-03-22,JMU,Indiana,0,0,0
2012-13,330810087,2013-03-22,Iowa_State,Notre_Dame,1,0,0
2012-13,330810087,2013-03-22,Notre_Dame,Iowa_State,0,0,0
2012-13,330810150,2013-03-22,Albany,Duke,0,0,0
2012-13,330810150,2013-03-22,Duke,Albany,1,0,0
2012-13,330810152,2013-03-22,NC_State,Temple,0,0,0
2012-13,330810152,2013-03-22,Temple,NC_State,1,0,0
2012-13,330810153,2013-03-22,UNC,Villanova,1,0,0
2012-13,330810153,2013-03-22,Villanova,UNC,0,0,0
2012-13,330810156,2013-03-22,Cincinnati,Creighton,0,0,0
2012-13,330810156,2013-03-22,Creighton,Cincinnati,1,0,0
2012-13,330810275,2013-03-22,Ole_Miss,Wisconsin,1,0,0
2012-13,330810275,2013-03-22,Wisconsin,Ole_Miss,0,0,0
2012-13,330810356,2013-03-22,Colorado,Illinois,0,0,0
2012-13,330810356,2013-03-22,Illinois,Colorado,1,0,0
2012-13,330812305,2013-03-22,Kansas,W_Kentucky,1,0,0
2012-13,330812305,2013-03-22,W_Kentucky,Kansas,0,0,0
2012-13,330812306,2013-03-22,Kansas_State,La_Salle,0,0,0
2012-13,330812306,2013-03-22,La_Salle,Kansas_State,1,0,0
2012-13,330812390,2013-03-22,Miami,Pacific,1,0,0
2012-13,330812390,2013-03-22,Pacific,Miami,0,0,0
2012-13,330820012,2013-03-23,Arizona,Harvard,1,0,0
2012-13,330820012,2013-03-23,Harvard,Arizona,0,0,0
2012-13,330820097,2013-03-23,Colorado_State,Louisville,0,0,0
2012-13,330820097,2013-03-23,Louisville,Colorado_State,1,0,0
2012-13,330820127,2013-03-23,Memphis,Michigan_State,0,0,0
2012-13,330820127,2013-03-23,Michigan_State,Memphis,1,0,0
2012-13,330820130,2013-03-23,Michigan,VCU,1,0,0
2012-13,330820130,2013-03-23,VCU,Michigan,0,0,0
2012-13,330820139,2013-03-23,Oregon,Saint_Louis,1,0,0
2012-13,330820139,2013-03-23,Saint_Louis,Oregon,0,0,0
2012-13,330820183,2013-03-23,Cal,Syracuse,0,0,0
2012-13,330820183,2013-03-23,Syracuse,Cal,1,0,0
2012-13,330822250,2013-03-23,Gonzaga,Wichita_State,0,0,0
2012-13,330822250,2013-03-23,Wichita_State,Gonzaga,1,0,0
2012-13,330830021,2013-03-24,FGCU,San_Diego_State,1,0,0
2012-13,330830021,2013-03-24,San_Diego_State,FGCU,0,0,0
2012-13,330830084,2013-03-24,Indiana,Temple,1,0,0
2012-13,330830084,2013-03-24,Temple,Indiana,0,0,0
2012-13,330830145,2013-03-24,La_Salle,Ole_Miss,1,0,0
2012-13,330830145,2013-03-24,Ole_Miss,La_Salle,0,0,0
2012-13,330830150,2013-03-24,Creighton,Duke,0,0,0
2012-13,330830150,2013-03-24,Duke,Creighton,1,0,0
2012-13,330832305,2013-03-24,Kansas,UNC,1,0,0
2012-13,330832305,2013-03-24,UNC,Kansas,0,0,0
2012-13,330832390,2013-03-24,Illinois,Miami,0,0,0
2012-13,330832390,2013-03-24,Miami,Illinois,1,0,0
2012-13,330870084,2013-03-28,Indiana,Syracuse,0,0,0
2012-13,330870084,2013-03-28,Syracuse,Indiana,1,0,0
2012-13,330872724,2013-03-28,La_Salle,Wichita_State,0,0,0
2012-13,330872724,2013-03-28,Wichita_State,La_Salle,1,0,0
2012-13,330880097,2013-03-29,Louisville,Oregon,1,0,0
2012-13,330880097,2013-03-29,Oregon,Louisville,0,0,0
2012-13,330880150,2013-03-29,Duke,Michigan_State,1,0,0
2012-13,330880150,2013-03-29,Michigan_State,Duke,0,0,0
2012-13,330882305,2013-03-29,Kansas,Michigan,0,0,0
2012-13,330882305,2013-03-29,Michigan,Kansas,1,0,0
2012-13,330900097,2013-03-31,Duke,Louisville,0,0,0
2012-13,330900097,2013-03-31,Louisville,Duke,1,0,0
2012-13,330960097,2013-04-06,Louisville,Wichita_State,1,1,0
2012-13,330960097,2013-04-06,Wichita_State,Louisville,0,1,0
2012-13,330960130,2013-04-06,Michigan,Syracuse,1,1,0
2012-13,330960130,2013-04-06,Syracuse,Michigan,0,1,0
2012-13,330980097,2013-04-08,Louisville,Michigan,1,1,1
2012-13,330980097,2013-04-08,Michigan,Louisville,0,1,1
2013-14,400546938,2014-03-18,Albany,Mt_St_Mary's,1,0,0
2013-14,400546938,2014-03-18,Mt_St_Mary's,Albany,0,0,0
2013-14,400546939,2014-03-18,NC_State,Xavier,1,0,0
2013-14,400546939,2014-03-18,Xavier,NC_State,0,0,0
2013-14,400546940,2014-03-19,Cal_Poly,Texas_Southern,1,0,0
2013-14,400546940,2014-03-19,Texas_Southern,Cal_Poly,0,0,0
2013-14,400546941,2014-03-19,Iowa,Tennessee,0,0,0
2013-14,400546941,2014-03-19,Tennessee,Iowa,1,0,0
2013-14,400546900,2014-03-20,Dayton,Ohio_State,1,0,0
2013-14,400546900,2014-03-20,Ohio_State,Dayton,0,0,0
2013-14,400546901,2014-03-20,New_Mexico_St,San_Diego_State,0,0,0
2013-14,400546901,2014-03-20,San_Diego_State,New_Mexico_St,1,0,0
2013-14,400546903,2014-03-20,Louisville,Manhattan,1,0,0
2013-14,400546903,2014-03-20,Manhattan,Louisville,0,0,0
2013-14,400546908,2014-03-20,Delaware,Michigan_State,0,0,0
2013-14,400546908,2014-03-20,Michigan_State,Delaware,1,0,0
2013-14,400546916,2014-03-20,Colorado,Pitt,0,0,0
2013-14,400546916,2014-03-20,Pitt,Colorado,1,0,0
2013-14,400546920,2014-03-20,Syracuse,W_Michigan,1,0,0
2013-14,400546920,2014-03-20,W_Michigan,Syracuse,0,0,0
2013-14,400546923,2014-03-20,North_Dakota_St,Oklahoma,1,0,0
2013-14,400546923,2014-03-20,Oklahoma,North_Dakota_St,0,0,0
2013-14,400546924,2014-03-20,American,Wisconsin,0,0,0
2013-14,400546924,2014-03-20,Wisconsin,American,1,0,0
2013-14,400546925,2014-03-20,BYU,Oregon,0,0,0
2013-14,400546925,2014-03-20,Oregon,BYU,1,0,0
2013-14,400546929,2014-03-20,Michigan,Wofford,1,0,0
2013-14,400546929,2014-03-20,Wofford,Michigan,0,0,0
2013-14,400546930,2014-03-20,Arizona_State,Texas,0,0,0
2013-14,400546930,2014-03-20,Texas,Arizona_State,1,0,0
2013-14,400546934,2014-03-20,Cincinnati,Harvard,0,0,0
2013-14,400546934,2014-03-20,Harvard,Cincinnati,1,0,0
2013-14,400546935,2014-03-20,Milwaukee,Villanova,0,0,0
2013-14,400546935,2014-03-20,Villanova,Milwaukee,1,0,0
2013-14,400546936,2014-03-20,Saint_Joe's,UConn,0,0,0
2013-14,400546936,2014-03-20,UConn,Saint_Joe's,1,0,0
2013-14,400546943,2014-03-20,Albany,Florida,0,0,0
2013-14,400546943,2014-03-20,Florida,Albany,1,0,0
2013-14,400546949,2014-03-20,NC_State,Saint_Louis,0,0,0
2013-14,400546949,2014-03-20,Saint_Louis,NC_State,1,0,0
2013-14,400546899,2014-03-21,Tulsa,UCLA,0,0,0
2013-14,400546899,2014-03-21,UCLA,Tulsa,1,0,0
2013-14,400546902,2014-03-21,Baylor,Nebraska,1,0,0
2013-14,400546902,2014-03-21,Nebraska,Baylor,0,0,0
2013-14,400546909,2014-03-21,Providence,UNC,0,0,0
2013-14,400546909,2014-03-21,UNC,Providence,1,0,0
2013-14,400546917,2014-03-21,SF_Austin,VCU,1,0,0
2013-14,400546917,2014-03-21,VCU,SF_Austin,0,0,0
2013-14,400546918,2014-03-21,E_Kentucky,Kansas,0,0,0
2013-14,400546918,2014-03-21,Kansas,E_Kentucky,1,0,0
2013-14,400546919,2014-03-21,New_Mexico,Stanford,0,0,0
2013-14,400546919,2014-03-21,Stanford,New_Mexico,1,0,0
2013-14,400546921,2014-03-21,Arizona,Weber_State,1,0,0
2013-14,400546921,2014-03-21,Weber_State,Arizona,0,0,0
2013-14,400546922,2014-03-21,Gonzaga,Oklahoma_State,1,0,0
2013-14,400546922,2014-03-21,Oklahoma_State,Gonzaga,0,0,0
2013-14,400546926,2014-03-21,Creighton,Louisiana,1,0,0
2013-14,400546926,2014-03-21,Louisiana,Creighton,0,0,0
2013-14,400546928,2014-03-21,Kansas_State,Kentucky,0,0,0
2013-14,400546928,2014-03-21,Kentucky,Kansas_State,1,0,0
2013-14,400546931,2014-03-21,Duke,Mercer,0,0,0
2013-14,400546931,2014-03-21,Mercer,Duke,1,0,0
2013-14,400546932,2014-03-21,C._Carolina,UVA,0,0,0
2013-14,400546932,2014-03-21,UVA,C._Carolina,1,0,0
2013-14,400546933,2014-03-21,G_Washington,Memphis,0,0,0
2013-14,400546933,2014-03-21,Memphis,G_Washington,1,0,0
2013-14,400546948,2014-03-21,Cal_Poly,Wichita_State,0,0,0
2013-14,400546948,2014-03-21,Wichita_State,Cal_Poly,1,0,0
2013-14,400546950,2014-03-21,Tennessee,UMass,1,0,0
2013-14,400546950,2014-03-21,UMass,Tennessee,0,0,0
2013-14,400548467,2014-03-22,Dayton,Syracuse,1,0,0
2013-14,400548467,2014-03-22,Syracuse,Dayton,0,0,0
2013-14,400548468,2014-03-22,Oregon,Wisconsin,0,0,0
2013-14,400548468,2014-03-22,Wisconsin,Oregon,1,0,0
2013-14,400548469,2014-03-22,Florida,Pitt,1,0,0
2013-14,400548469,2014-03-22,Pitt,Florida,0,0,0
2013-14,400548471,2014-03-22,Harvard,Michigan_State,0,0,0
2013-14,400548471,2014-03-22,Michigan_State,Harvard,1,0,0
2013-14,400548473,2014-03-22,Michigan,Texas,1,0,0
2013-14,400548473,2014-03-22,Texas,Michigan,0,0,0
2013-14,400548494,2014-03-22,UConn,Villanova,1,0,0
2013-14,400548494,2014-03-22,Villanova,UConn,0,0,0
2013-14,400548508,2014-03-22,Louisville,Saint_Louis,1,0,0
2013-14,400548508,2014-03-22,Saint_Louis,Louisville,0,0,0
2013-14,400548509,2014-03-22,North_Dakota_St,San_Diego_State,0,0,0
2013-14,400548509,2014-03-22,San_Diego_State,North_Dakota_St,1,0,0
2013-14,400548678,2014-03-23,Mercer,Tennessee,0,0,0
2013-14,400548678,2014-03-23,Tennessee,Mercer,1,0,0
2013-14,400548679,2014-03-23,Baylor,Creighton,1,0,0
2013-14,400548679,2014-03-23,Creighton,Baylor,0,0,0
2013-14,400548683,2014-03-23,Kansas,Stanford,0,0,0
2013-14,400548683,2014-03-23,Stanford,Kansas,1,0,0
2013-14,400548688,2014-03-23,Arizona,Gonzaga,1,0,0
2013-14,400548688,2014-03-23,Gonzaga,Arizona,0,0,0
2013-14,400548704,2014-03-23,Memphis,UVA,0,0,0
2013-14,400548704,2014-03-23,UVA,Memphis,1,0,0
2013-14,400548705,2014-03-23,Iowa_State,UNC,1,0,0
2013-14,400548705,2014-03-23,UNC,Iowa_State,0,0,0
2013-14,400548706,2014-03-23,Kentucky,Wichita_State,1,0,0
2013-14,400548706,2014-03-23,Wichita_State,Kentucky,0,0,0
2013-14,400548713,2014-03-23,SF_Austin,UCLA,0,0,0
2013-14,400548713,2014-03-23,UCLA,SF_Austin,1,0,0
2013-14,400548862,2014-03-27,Dayton,Stanford,1,0,0
2013-14,400548862,2014-03-27,Stanford,Dayton,0,0,0
2013-14,400548873,2014-03-27,Florida,UCLA,1,0,0
2013-14,400548873,2014-03-27,UCLA,Florida,0,0,0
2013-14,400548897,2014-03-27,Baylor,Wisconsin,0,0,0
2013-14,400548897,2014-03-27,Wisconsin,Baylor,1,0,0
2013-14,400548900,2014-03-27,Arizona,San_Diego_State,1,0,0
2013-14,400548900,2014-03-27,San_Diego_State,Arizona,0,0,0
2013-14,400548877,2014-03-28,Kentucky,Louisville,1,0,0
2013-14,400548877,2014-03-28,Louisville,Kentucky,0,0,0
2013-14,400548879,2014-03-28,Iowa_State,UConn,0,0,0
2013-14,400548879,2014-03-28,UConn,Iowa_State,1,0,0
2013-14,400548885,2014-03-28,Michigan,Tennessee,1,0,0
2013-14,400548885,2014-03-28,Tennessee,Michigan,0,0,0
2013-14,400548899,2014-03-28,Michigan_State,UVA,1,0,0
2013-14,400548899,2014-03-28,UVA,Michigan_State,0,0,0
2013-14,400549674,2014-03-29,Dayton,Florida,0,0,0
2013-14,400549674,2014-03-29,Florida,Dayton,1,0,0
2013-14,400549675,2014-03-29,Arizona,Wisconsin,0,0,0
2013-14,400549675,2014-03-29,Wisconsin,Arizona,1,0,0
2013-14,400549857,2014-03-30,Kentucky,Michigan,1,0,0
2013-14,400549857,2014-03-30,Michigan,Kentucky,0,0,0
2013-14,400549858,2014-03-30,Michigan_State,UConn,0,0,0
2013-14,400549858,2014-03-30,UConn,Michigan_State,1,0,0
2013-14,400549976,2014-04-05,Florida,UConn,0,1,0
2013-14,400549976,2014-04-05,UConn,Florida,1,1,0
2013-14,400549978,2014-04-05,Kentucky,Wisconsin,1,1,0
2013-14,400549978,2014-04-05,Wisconsin,Kentucky,0,1,0
2013-14,400551234,2014-04-07,Kentucky,UConn,0,1,1
2013-14,400551234,2014-04-07,UConn,Kentucky,1,1,1
2014-15,400785451,2015-03-17,BYU,Ole_Miss,0,0,0
2014-15,400785451,2015-03-17,Ole_Miss,BYU,1,0,0
2014-15,400785453,2015-03-17,Hampton,Manhattan,1,0,0
2014-15,400785453,2015-03-17,Manhattan,Hampton,0,0,0
2014-15,400785452,2015-03-18,North_Florida,Robert_Morris,0,0,0
2014-15,400785452,2015-03-18,Robert_Morris,North_Florida,1,0,0
2014-15,400785474,2015-03-18,Boise_State,Dayton,0,0,0
2014-15,400785474,2015-03-18,Dayton,Boise_State,1,0,0
2014-15,400785343,2015-03-19,Hampton,Kentucky,0,0,0
2014-15,400785343,2015-03-19,Kentucky,Hampton,1,0,0
2014-15,400785346,2015-03-19,Butler,Texas,1,0,0
2014-15,400785346,2015-03-19,Texas,Butler,0,0,0
2014-15,400785347,2015-03-19,Lafayette,Villanova,0,0,0
2014-15,400785347,2015-03-19,Villanova,Lafayette,1,0,0
2014-15,400785352,2015-03-19,E_Washington,Georgetown,0,0,0
2014-15,400785352,2015-03-19,Georgetown,E_Washington,1,0,0
2014-15,400785435,2015-03-19,Cincinnati,Purdue,1,0,0
2014-15,400785435,2015-03-19,Purdue,Cincinnati,0,0,0
2014-15,400785438,2015-03-19,Northeastern,Notre_Dame,0,0,0
2014-15,400785438,2015-03-19,Notre_Dame,Northeastern,1,0,0
2014-15,400785439,2015-03-19,LSU,NC_State,0,0,0
2014-15,400785439,2015-03-19,NC_State,LSU,1,0,0
2014-15,400785444,2015-03-19,SF_Austin,Utah,0,0,0
2014-15,400785444,2015-03-19,Utah,SF_Austin,1,0,0
2014-15,400785446,2015-03-19,Iowa_State,UAB,0,0,0
2014-15,400785446,2015-03-19,UAB,Iowa_State,1,0,0
2014-15,400785448,2015-03-19,Arkansas,Wofford,1,0,0
2014-15,400785448,2015-03-19,Wofford,Arkansas,0,0,0
2014-15,400785449,2015-03-19,Ohio_State,VCU,1,0,0
2014-15,400785449,2015-03-19,VCU,Ohio_State,0,0,0
2014-15,400785450,2015-03-19,Baylor,Georgia_State,0,0,0
2014-15,400785450,2015-03-19,Georgia_State,Baylor,1,0,0
2014-15,400785454,2015-03-19,SMU,UCLA,0,0,0
2014-15,400785454,2015-03-19,UCLA,SMU,1,0,0
2014-15,400785456,2015-03-19,Harvard,UNC,0,0,0
2014-15,400785456,2015-03-19,UNC,Harvard,1,0,0
2014-15,400785457,2015-03-19,Arizona,Texas_Southern,1,0,0
2014-15,400785457,2015-03-19,Texas_Southern,Arizona,0,0,0
2014-15,400785458,2015-03-19,Ole_Miss,Xavier,0,0,0
2014-15,400785458,2015-03-19,Xavier,Ole_Miss,1,0,0
2014-15,400785344,2015-03-20,Maryland,Valparaiso,1,0,0
2014-15,400785344,2015-03-20,Valparaiso,Maryland,0,0,0
2014-15,400785345,2015-03-20,Kansas,New_Mexico_St,1,0,0
2014-15,400785345,2015-03-20,New_Mexico_St,Kansas,0,0,0
2014-15,400785348,2015-03-20,Louisville,UC_Irvine,1,0,0
2014-15,400785348,2015-03-20,UC_Irvine,Louisville,0,0,0
2014-15,400785349,2015-03-20,Belmont,UVA,0,0,0
2014-15,400785349,2015-03-20,UVA,Belmont,1,0,0
2014-15,400785350,2015-03-20,Dayton,Providence,1,0,0
2014-15,400785350,2015-03-20,Providence,Dayton,0,0,0
2014-15,400785351,2015-03-20,Duke,Robert_Morris,1,0,0
2014-15,400785351,2015-03-20,Robert_Morris,Duke,0,0,0
2014-15,400785353,2015-03-20,Gonzaga,North_Dakota_St,1,0,0
2014-15,400785353,2015-03-20,North_Dakota_St,Gonzaga,0,0,0
2014-15,400785436,2015-03-20,Buffalo,West_Virginia,0,0,0
2014-15,400785436,2015-03-20,West_Virginia,Buffalo,1,0,0
2014-15,400785437,2015-03-20,Indiana,Wichita_State,0,0,0
2014-15,400785437,2015-03-20,Wichita_State,Indiana,1,0,0
2014-15,400785440,2015-03-20,Northern_Iowa,Wyoming,1,0,0
2014-15,400785440,2015-03-20,Wyoming,Northern_Iowa,0,0,0
2014-15,400785441,2015-03-20,Georgia,Michigan_State,0,0,0
2014-15,400785441,2015-03-20,Michigan_State,Georgia,1,0,0
2014-15,400785442,2015-03-20,Albany,Oklahoma,0,0,0
2014-15,400785442,2015-03-20,Oklahoma,Albany,1,0,0
2014-15,400785443,2015-03-20,San_Diego_State,St_John's,1,0,0
2014-15,400785443,2015-03-20,St_John's,San_Diego_State,0,0,0
2014-15,400785445,2015-03-20,Davidson,Iowa,0,0,0
2014-15,400785445,2015-03-20,Iowa,Davidson,1,0,0
2014-15,400785447,2015-03-20,Oklahoma_State,Oregon,0,0,0
2014-15,400785447,2015-03-20,Oregon,Oklahoma_State,1,0,0
2014-15,400785455,2015-03-20,C._Carolina,Wisconsin,0,0,0
2014-15,400785455,2015-03-20,Wisconsin,C._Carolina,1,0,0
2014-15,400786182,2015-03-21,Butler,Notre_Dame,0,0,0
2014-15,400786182,2015-03-21,Notre_Dame,Butler,1,0,0
2014-15,400786183,2015-03-21,UAB,UCLA,0,0,0
2014-15,400786183,2015-03-21,UCLA,UAB,1,0,0
2014-15,400786184,2015-03-21,Georgia_State,Xavier,0,0,0
2014-15,400786184,2015-03-21,Xavier,Georgia_State,1,0,0
2014-15,400786186,2015-03-21,Arizona,Ohio_State,1,0,0
2014-15,400786186,2015-03-21,Ohio_State,Arizona,0,0,0
2014-15,400786202,2015-03-21,Arkansas,UNC,0,0,0
2014-15,400786202,2015-03-21,UNC,Arkansas,1,0,0
2014-15,400786203,2015-03-21,Cincinnati,Kentucky,0,0,0
2014-15,400786203,2015-03-21,Kentucky,Cincinnati,1,0,0
2014-15,400786206,2015-03-21,Georgetown,Utah,0,0,0
2014-15,400786206,2015-03-21,Utah,Georgetown,1,0,0
2014-15,400786221,2015-03-21,NC_State,Villanova,1,0,0
2014-15,400786221,2015-03-21,Villanova,NC_State,0,0,0
2014-15,400786304,2015-03-22,Kansas,Wichita_State,0,0,0
2014-15,400786304,2015-03-22,Wichita_State,Kansas,1,0,0
2014-15,400786305,2015-03-22,Michigan_State,UVA,1,0,0
2014-15,400786305,2015-03-22,UVA,Michigan_State,0,0,0
2014-15,400786306,2015-03-22,Louisville,Northern_Iowa,1,0,0
2014-15,400786306,2015-03-22,Northern_Iowa,Louisville,0,0,0
2014-15,400786307,2015-03-22,Maryland,West_Virginia,0,0,0
2014-15,400786307,2015-03-22,West_Virginia,Maryland,1,0,0
2014-15,400786326,2015-03-22,Oregon,Wisconsin,0,0,0
2014-15,400786326,2015-03-22,Wisconsin,Oregon,1,0,0
2014-15,400786330,2015-03-22,Duke,San_Diego_State,1,0,0
2014-15,400786330,2015-03-22,San_Diego_State,Duke,0,0,0
2014-15,400786332,2015-03-22,Gonzaga,Iowa,1,0,0
2014-15,400786332,2015-03-22,Iowa,Gonzaga,0,0,0
2014-15,400786333,2015-03-22,Dayton,Oklahoma,0,0,0
2014-15,400786333,2015-03-22,Oklahoma,Dayton,1,0,0
2014-15,400786370,2015-03-26,Arizona,Xavier,1,0,0
2014-15,400786370,2015-03-26,Xavier,Arizona,0,0,0
2014-15,400786505,2015-03-26,Notre_Dame,Wichita_State,1,0,0
2014-15,400786505,2015-03-26,Wichita_State,Notre_Dame,0,0,0
2014-15,400786512,2015-03-26,UNC,Wisconsin,0,0,0
2014-15,400786512,2015-03-26,Wisconsin,UNC,1,0,0
2014-15,400786514,2015-03-26,Kentucky,West_Virginia,1,0,0
2014-15,400786514,2015-03-26,West_Virginia,Kentucky,0,0,0
2014-15,400786476,2015-03-27,Duke,Utah,1,0,0
2014-15,400786476,2015-03-27,Utah,Duke,0,0,0
2014-15,400786506,2015-03-27,Michigan_State,Oklahoma,1,0,0
2014-15,400786506,2015-03-27,Oklahoma,Michigan_State,0,0,0
2014-15,400786510,2015-03-27,Gonzaga,UCLA,1,0,0
2014-15,400786510,2015-03-27,UCLA,Gonzaga,0,0,0
2014-15,400786516,2015-03-27,Louisville,NC_State,1,0,0
2014-15,400786516,2015-03-27,NC_State,Louisville,0,0,0
2014-15,400787576,2015-03-28,Kentucky,Notre_Dame,1,0,0
2014-15,400787576,2015-03-28,Notre_Dame,Kentucky,0,0,0
2014-15,400787578,2015-03-28,Arizona,Wisconsin,0,0,0
2014-15,400787578,2015-03-28,Wisconsin,Arizona,1,0,0
2014-15,400787680,2015-03-29,Louisville,Michigan_State,0,0,0
2014-15,400787680,2015-03-29,Michigan_State,Louisville,1,0,0
2014-15,400787701,2015-03-29,Duke,Gonzaga,1,0,0
2014-15,400787701,2015-03-29,Gonzaga,Duke,0,0,0
2014-15,400787769,2015-04-04,Kentucky,Wisconsin,0,1,0
2014-15,400787769,2015-04-04,Wisconsin,Kentucky,1,1,0
2014-15,400787887,2015-04-04,Duke,Michigan_State,1,1,0
2014-15,400787887,2015-04-04,Michigan_State,Duke,0,1,0
2014-15,400788981,2015-04-06,Duke,Wisconsin,1,1,1
2014-15,400788981,2015-04-06,Wisconsin,Duke,0,1,1
2015-16,400871274,2016-03-15,Vanderbilt,Wichita_State,0,0,0
2015-16,400871274,2016-03-15,Wichita_State,Vanderbilt,1,0,0
2015-16,400871279,2016-03-15,FGCU,Fair_Dickinson,1,0,0
2015-16,400871279,2016-03-15,Fair_Dickinson,FGCU,0,0,0
2015-16,400871254,2016-03-16,Holy_Cross,Southern,1,0,0
2015-16,400871254,2016-03-16,Southern,Holy_Cross,0,0,0
2015-16,400871283,2016-03-16,Michigan,Tulsa,1,0,0
2015-16,400871283,2016-03-16,Tulsa,Michigan,0,0,0
2015-16,400871129,2016-03-17,Austin_Peay,Kansas,0,0,0
2015-16,400871129,2016-03-17,Kansas,Austin_Peay,1,0,0
2015-16,400871250,2016-03-17,Colorado,UConn,0,0,0
2015-16,400871250,2016-03-17,UConn,Colorado,1,0,0
2015-16,400871255,2016-03-17,Duke,UNC_Wilmington,1,0,0
2015-16,400871255,2016-03-17,UNC_Wilmington,Duke,0,0,0
2015-16,400871258,2016-03-17,FGCU,UNC,0,0,0
2015-16,400871258,2016-03-17,UNC,FGCU,1,0,0
2015-16,400871259,2016-03-17,Chattanooga,Indiana,0,0,0
2015-16,400871259,2016-03-17,Indiana,Chattanooga,1,0,0
2015-16,400871260,2016-03-17,Kentucky,Stony_Brook,1,0,0
2015-16,400871260,2016-03-17,Stony_Brook,Kentucky,0,0,0
2015-16,400871263,2016-03-17,Butler,Texas_Tech,1,0,0
2015-16,400871263,2016-03-17,Texas_Tech,Butler,0,0,0
2015-16,400871264,2016-03-17,Little_Rock,Purdue,1,0,0
2015-16,400871264,2016-03-17,Purdue,Little_Rock,0,0,0
2015-16,400871266,2016-03-17,Fresno_State,Utah,0,0,0
2015-16,400871266,2016-03-17,Utah,Fresno_State,1,0,0
2015-16,400871272,2016-03-17,Buffalo,Miami,0,0,0
2015-16,400871272,2016-03-17,Miami,Buffalo,1,0,0
2015-16,400871273,2016-03-17,Arizona,Wichita_State,0,0,0
2015-16,400871273,2016-03-17,Wichita_State,Arizona,1,0,0
2015-16,400871276,2016-03-17,Baylor,Yale,0,0,0
2015-16,400871276,2016-03-17,Yale,Baylor,1,0,0
2015-16,400871280,2016-03-17,Providence,USC,1,0,0
2015-16,400871280,2016-03-17,USC,Providence,0,0,0
2015-16,400871285,2016-03-17,Iona,Iowa_State,0,0,0
2015-16,400871285,2016-03-17,Iowa_State,Iona,1,0,0
2015-16,400871287,2016-03-17,Gonzaga,Seton_Hall,1,0,0
2015-16,400871287,2016-03-17,Seton_Hall,Gonzaga,0,0,0
2015-16,400871251,2016-03-18,UNC_Asheville,Villanova,0,0,0
2015-16,400871251,2016-03-18,Villanova,UNC_Asheville,1,0,0
2015-16,400871252,2016-03-18,Iowa,Temple,1,0,0
2015-16,400871252,2016-03-18,Temple,Iowa,0,0,0
2015-16,400871253,2016-03-18,Holy_Cross,Oregon,0,0,0
2015-16,400871253,2016-03-18,Oregon,Holy_Cross,1,0,0
2015-16,400871256,2016-03-18,CSU_Bakersfield,Oklahoma,0,0,0
2015-16,400871256,2016-03-18,Oklahoma,CSU_Bakersfield,1,0,0
2015-16,400871257,2016-03-18,Northern_Iowa,Texas,1,0,0
2015-16,400871257,2016-03-18,Texas,Northern_Iowa,0,0,0
2015-16,400871261,2016-03-18,SF_Austin,West_Virginia,1,0,0
2015-16,400871261,2016-03-18,West_Virginia,SF_Austin,0,0,0
2015-16,400871262,2016-03-18,Michigan,Notre_Dame,0,0,0
2015-16,400871262,2016-03-18,Notre_Dame,Michigan,1,0,0
2015-16,400871265,2016-03-18,Dayton,Syracuse,0,0,0
2015-16,400871265,2016-03-18,Syracuse,Dayton,1,0,0
2015-16,400871270,2016-03-18,Maryland,South_Dakota_St,1,0,0
2015-16,400871270,2016-03-18,South_Dakota_St,Maryland,0,0,0
2015-16,400871271,2016-03-18,Cal,Hawai'i,0,0,0
2015-16,400871271,2016-03-18,Hawai'i,Cal,1,0,0
2015-16,400871275,2016-03-18,Cincinnati,Saint_Joe's,0,0,0
2015-16,400871275,2016-03-18,Saint_Joe's,Cincinnati,1,0,0
2015-16,400871277,2016-03-18,Oregon_State,VCU,0,0,0
2015-16,400871277,2016-03-18,VCU,Oregon_State,1,0,0
2015-16,400871278,2016-03-18,Green_Bay,Texas_A&M,0,0,0
2015-16,400871278,2016-03-18,Texas_A&M,Green_Bay,1,0,0
2015-16,400871281,2016-03-18,Weber_State,Xavier,0,0,0
2015-16,400871281,2016-03-18,Xavier,Weber_State,1,0,0
2015-16,400871282,2016-03-18,Pitt,Wisconsin,0,0,0
