pid,draft_year,reason,detail
Pc4f35f8bd3,2020,ambiguous_team,2017-18:Arkansas|Northwestern_St
Pc4f35f8bd3,2020,ambiguous_team,2018-19:Mid_Tennessee|Northwestern_St
Pc4f35f8bd3,2020,ambiguous_team,2019-20:Mid_Tennessee|Northwestern_St
P8943f8c99a,2020,ambiguous_team,2017-18:AR-Pine_Bluff|UCLA
P8943f8c99a,2020,ambiguous_team,2018-19:AR-Pine_Bluff|UCLA
P8943f8c99a,2020,ambiguous_team,2019-20:AR-Pine_Bluff|UCLA
P64263ced9d,2021,no_college_evidence,
P854a3a23a2,2021,no_college_evidence,
P7dcdc4ccdd,2021,no_college_evidence,
Pb3cfb2c388,2021,no_college_evidence,
P392363bcf2,2021,ambiguous_team,2016-17:Saint_Louis|Tennessee
P392363bcf2,2021,ambiguous_team,2017-18:Saint_Louis|Tennessee
P392363bcf2,2021,ambiguous_team,2018-19:Louisiana|Murray_State|Tennessee
P392363bcf2,2021,ambiguous_team,2019-20:Alabama_A&M|Louisiana|Tennessee
P4110110f37,2021,no_college_evidence,
Pb1d56c9c96,2021,no_college_evidence,
Pa09bdf4e64,2021,no_college_evidence,
Pfb1f04f295,2021,stale_last_season,2016
P3ffd955342,2021,stale_last_season,2016
P659829b9e5,2021,stale_last_season,2016
Pdd3a369707,2021,stale_last_season,2016
P64f9a357ca,2021,stale_last_season,2018
Pdb02e7ce99,2021,stale_last_season,2017
P6a7cb1d3a8,2021,stale_last_season,2019
P90d6ceb081,2021,stale_last_season,2019
P37de3fe8d7,2021,stale_last_season,2019
P6e0353adf2,2021,stale_last_season,2019
P18f1dedfcb,2021,stale_last_season,2016
P86aa3b2a5e,2021,stale_last_season,2017
Pa9952fefb0,2021,stale_last_season,2019
Pe225c37146,2021,no_college_evidence,
Pd7c45f2e6c,2021,no_college_evidence,
Pd4adc2c99d,2021,stale_last_season,2017
P70fd4037fb,2021,no_college_evidence,
P457b866328,2021,no_college_evidence,
Pcad1dc504f,2021,no_college_evidence,
Pfa7ab0de3c,2021,stale_last_season,2017
Pff631d1742,2021,ambiguous_team,2019-20:Ohio_State|Oregon
Pff631d1742,2021,ambiguous_team,2020-21:Ohio_State|UCF
Pf54b3f87be,2021,ambiguous_team,2016-17:FGCU|UCSB
Pf54b3f87be,2021,ambiguous_team,2017-18:FGCU|UCSB
Pfe62281f0a,2021,ambiguous_team,2020-21:Oregon|St_John's
Pab39ee5462,2022,no_college_evidence,
P4b5f95e771,2022,no_college_evidence,
Pa89859be17,2022,ambiguous_team,2016-17:Furman|High_Point
P4e8883caf8,2022,no_college_evidence,
P1191691c20,2022,no_college_evidence,
P20596267f7,2022,no_college_evidence,
Paee04abbe6,2022,no_college_evidence,
Pd3eb42d2a8,2022,no_college_evidence,
Pd4287ba490,2022,no_college_evidence,
P2e38feab3a,2022,stale_last_season,2017
P3698c87daf,2022,stale_last_season,2020
Paf2b091294,2022,no_college_evidence,
P0234a21988,2022,no_college_evidence,
P47d96f257b,2022,stale_last_season,2020
P017b3a2bee,2022,no_college_evidence,
Pc44acb797a,2022,stale_last_season,2018
P719dac14cb,2022,no_college_evidence,
P750617fadd,2022,ambiguous_team,2021-22:Oklahoma_State|UNLV
P7c732b276f,2022,stale_last_season,2018
P144ed94c77,2023,no_college_evidence,
P664a2ede66,2023,ambiguous_team,2017-18:Alabama_A&M|Gardner-Webb
P664a2ede66,2023,ambiguous_team,2018-19:Alabama_A&M|Gardner-Webb
P51e5ade0ce,2023,no_college_evidence,
P1999b4880f,2023,no_college_evidence,
P9180c4596b,2023,no_college_evidence,
Pa4e79c2199,2023,no_college_evidence,
P2db6f2cc8f,2023,no_college_evidence,
Pf9f33f79e7,2023,no_college_evidence,
P71f8c1b48d,2023,no_college_evidence,
Pbf5a7a4d5b,2023,no_college_evidence,
Paf63a5d230,2023,no_college_evidence,
P9305edebac,2023,stale_last_season,2018
Pae8a88e0e7,2023,stale_last_season,2020
P2dc9628338,2023,stale_last_season,2020
Pc51154c628,2023,stale_last_season,2021
P8bf21cf88b,2023,no_college_evidence,
P2890042448,2023,stale_last_season,2021
P57690f53ec,2023,stale_last_season,2021
P5dad28f6cf,2023,no_college_evidence,
P4e9a2418a1,2023,no_college_evidence,
P850a7a2631,2023,stale_last_season,2020
P4e1f6ff7ed,2023,stale_last_season,2018
P52f2ddbdea,2023,no_college_evidence,
P7f722372b8,2023,no_college_evidence,
P23152d31e2,2024,no_college_evidence,
P65b97df144,2024,no_college_evidence,
Pe083952d4c,2024,no_college_evidence,
P58407301c7,2024,no_college_evidence,
Pa5d4a8fef6,2024,no_college_evidence,
Pd018d62aee,2024,no_college_evidence,
P32ff4229d3,2024,ambiguous_team,2022-23:Alcorn_State|Providence
P7070c905f3,2024,no_college_evidence,
Pe79de9d05b,2024,no_college_evidence,
P68ff50da96,2024,no_college_evidence,
Pb1c5565b99,2024,no_college_evidence,
P8b3507dca4,2024,no_college_evidence,
Pf1dc83702a,2024,no_college_evidence,
P44f988dfdd,2024,stale_last_season,2020
Pf8707c5a5f,2024,stale_last_season,2022
Pedbe6303e0,2024,no_college_evidence,
P67a293c7ae,2024,stale_last_season,2021
Pc2cfb81ac1,2024,stale_last_season,2022
P079058f390,2024,stale_last_season,2022
Peb437378ff,2024,no_college_evidence,
Pe64515ec9d,2024,no_college_evidence,
Pbe0b54a1e9,2024,stale_last_season,2022
P8b23f27bc8,2024,stale_last_season,2021
Pc19957985f,2024,stale_last_season,2020
P8cc9424d6a,2024,no_college_evidence,
P31a95da41b,2024,no_college_evidence,
Pd3ead775c1,2024,ambiguous_team,2023-24:Stetson|Washington_St
P6696ce1e71,2024,no_college_evidence,
P7f11916058,2024,no_college_evidence,
P7ba2fa977b,2025,ambiguous_team,2024-25:E_Washington|Washington_St
P32fecc73d2,2025,no_college_evidence,
P53f54898a1,2025,no_college_evidence,
Pdde13713ff,2025,no_college_evidence,
Pd8f68848a0,2025,no_college_evidence,
Pec8256037d,2025,no_college_evidence,
P6ddd309f80,2025,no_college_evidence,
Pdec9ef7c46,2025,no_college_evidence,
Pd4c3f94c64,2025,ambiguous_team,2024-25:Georgetown|TCU
Pb7270acc46,2025,no_college_evidence,
P3651ab0a99,2025,no_college_evidence,
Pc2ef5dcf11,2025,ambiguous_team,2024-25:Oklahoma_State|West_Virginia
P277e56e049,2025,no_college_evidence,
P16dc90cb0b,2025,ambiguous_team,2024-25:Missouri|Wisconsin
Pb74dcb5e35,2025,stale_last_season,2023
P12fddfeea1,2025,no_college_evidence,
P9436ca936e,2025,stale_last_season,2021
P521d05ff22,2025,no_college_evidence,
P7271485ede,2025,stale_last_season,2022
Pbb5fdc38a3,2025,no_college_evidence,
Pb3ce9ad2a9,2025,stale_last_season,2022
Pc25108b74d,2025,ambiguous_team,2024-25:Baylor|Miami
Pe7bcbcc1c2,2025,ambiguous_team,2021-22:Chattanooga|Dayton
Pe7bcbcc1c2,2025,ambiguous_team,2022-23:Dayton|Gonzaga
P64fe10bf34,2025,stale_last_season,2023
P04c242f081,2025,stale_last_season,2022
Pcb59681372,2025,ambiguous_team,2024-25:FAU|Michigan
P9caa5193d5,2025,ambiguous_team,2024-25:Seton_Hall|St_John's
P25ddbfff0e,2025,ambiguous_team,2024-25:Alabama|USF
P14a31d76da,2025,ambiguous_team,2024-25:UIC|West_Virginia
P072482f331,2025,ambiguous_team,2024-25:Indiana_State|Texas
P43bb69ceef,2025,ambiguous_team,2024-25:Abil_Christian|Green_Bay
P0fc299eb1c,2026,no_college_evidence,
P2b19f4fd38,2026,no_college_evidence,
P1715fe72c5,2026,ambiguous_team,2024-25:Butler|Indiana_State|Xavier
P79aaab38df,2026,no_college_evidence,
P9603a14b7f,2026,ambiguous_team,2024-25:Vanderbilt|Virginia_Tech
P4eb309e8f6,2026,no_college_evidence,
P3cb9458e5b,2026,no_college_evidence,
