pid,birth_src_wiki,cutoff_inferred,bio_height_cm,el2_games,el2_dnp,el2_start_games,el2_starts,el2_start_rate,el2_min,el2_min_share,el2_pts40,el2_oreb40,el2_dreb40,el2_ast40,el2_stl40,el2_blk40,el2_tov40,el2_pf40,el2_pir40,el2_ts,el2_efg,el2_3par,el2_ftr,el2_ftpct,el2_3ppct,el2_2ppct,el2_usage,el2_pm40,el2_seasons,el2_age_first,el2_age_last,el2_ls_games,el2_ls_dnp,el2_ls_start_games,el2_ls_starts,el2_ls_start_rate,el2_ls_min,el2_ls_min_share,el2_ls_pts40,el2_ls_oreb40,el2_ls_dreb40,el2_ls_ast40,el2_ls_stl40,el2_ls_blk40,el2_ls_tov40,el2_ls_pf40,el2_ls_pir40,el2_ls_ts,el2_ls_efg,el2_ls_3par,el2_ls_ftr,el2_ls_ftpct,el2_ls_3ppct,el2_ls_2ppct,el2_ls_usage,el2_ls_pm40,el2_trend_pts40,el2_trend_pir40,eu2_games,eu2_dnp,eu2_start_games,eu2_starts,eu2_start_rate,eu2_min,eu2_min_share,eu2_pts40,eu2_oreb40,eu2_dreb40,eu2_ast40,eu2_stl40,eu2_blk40,eu2_tov40,eu2_pf40,eu2_pir40,eu2_ts,eu2_efg,eu2_3par,eu2_ftr,eu2_ftpct,eu2_3ppct,eu2_2ppct,eu2_usage,eu2_pm40,eu2_seasons,yng_min_e,yng_min_u,yng_min_senior,yng_games_u20,yng_age_first_senior,yng_min_share_age18,yng_min_age18,yng_min_share_age19,yng_min_age19,angt_has,angt_tournaments,club_n_senior,club_n_all,club_midseason_moves,club_registrations,tier_best,tier_e,tier_u,intl_any,angt_games,angt_starts,angt_start_rate,angt_min,angt_min_share,angt_pts40,angt_oreb40,angt_dreb40,angt_ast40,angt_stl40,angt_blk40,angt_tov40,angt_pf40,angt_pir40,angt_ts,angt_efg,angt_3par,angt_ftr,angt_ftpct,angt_3ppct,angt_2ppct,angt_usage,angt_age_first,angt_rel_age
P5840594df8,0,0,190.0,58,3,57,33.0,0.578947,1363.5,0.111534,15.254859,1.320132,2.874954,3.491016,2.112211,0.176018,2.346901,3.725706,16.633663,0.63607,0.571848,0.42522,0.451613,0.844156,0.413793,0.535714,17.214709,,3,21.029432,23.608487,22.0,0.0,22.0,17.0,0.772727,588.5,0.132994,17.40017,1.563297,3.53441,3.942226,2.175021,0.0,1.971113,4.146134,19.303314,0.645291,0.589286,0.452381,0.410714,0.84058,0.421053,0.554348,18.667653,,3.482362,4.070437,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,21.029432,,0.0,,0.0,0,0,1,1,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P58407301c7,1,0,205.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,108.8,0.13602,30.142626,4.043523,6.984267,2.573151,3.308337,0.0,4.411116,1.837965,35.288928,0.640225,0.622807,0.298246,0.280702,0.6875,0.411765,0.625,29.732764,17.50308,0.609878
P5849f19551,1,0,204.0,33,7,33,7.0,0.212121,524.0,0.065089,12.977941,1.374135,5.649222,2.519247,1.603157,0.381704,1.221453,5.267517,12.9016,0.495569,0.462329,0.458904,0.39726,0.603448,0.343284,0.417722,17.9288,-2.519247,2,18.527036,20.041068,20.0,0.0,20.0,7.0,0.35,372.7,0.093171,12.986908,1.395288,6.1178,2.253926,1.609947,0.429319,1.287958,4.829842,13.201568,0.472214,0.420561,0.429907,0.448598,0.645833,0.26087,0.442623,18.691343,-1.824607,0.031057,1.038932,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,408.5,0.0,408.5,28,18.527036,0.031775,122.3,0.089417,286.1,1,1,1,2,0,3,1.61,1.61,,1,2.0,2.0,1.0,57.5,0.095862,19.472504,2.08634,6.954466,2.08634,6.954466,0.0,2.781786,4.868126,27.122416,0.641026,0.647059,0.294118,0.647059,0.545455,0.4,0.666667,20.31465,17.089665,0.020087
P5969d3ea2a,1,0,205.0,4,1,4,0.0,0.0,31.2,0.029698,10.262002,1.28275,6.413751,0.0,1.28275,0.0,2.5655,3.848251,8.979252,0.480769,0.428571,0.0,0.428571,0.666667,,0.428571,16.296323,,1,16.418891,16.52293,4.0,1.0,4.0,0.0,0.0,31.2,0.029698,10.262002,1.28275,6.413751,0.0,1.28275,0.0,2.5655,3.848251,8.979252,0.480769,0.428571,0.0,0.428571,0.666667,,0.428571,16.296323,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,31.2,0.0,31.2,4,16.418891,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P5da3d9ffcd,1,0,204.0,1,1,1,0.0,0.0,1.6,0.004,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,-25.0,,,,,,,,29.719448,-100.0,1,17.648186,17.853525,1.0,1.0,1.0,0.0,0.0,1.6,0.004,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,-25.0,,,,,,,,29.719448,-100.0,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,1.6,0.0,1.6,1,17.648186,,0.0,,0.0,1,1,1,2,0,2,1.61,1.61,,1,5.0,4.0,0.8,101.8,0.099268,18.869779,2.751843,7.862408,3.144963,3.931204,2.358722,5.896806,5.110565,19.65602,0.42523,0.322222,0.244444,0.577778,0.730769,0.090909,0.382353,29.849268,17.839836,0.746064
P5dad28f6cf,0,0,215.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,91.9,0.114833,13.933338,6.966669,8.272919,0.435417,1.741667,8.708336,4.354168,2.612501,23.947924,0.415369,0.428571,0.028571,0.228571,0.25,0.0,0.441176,21.779818,17.204654,0.304881
P5e97ce9bc9,0,0,211.0,26,0,25,16.0,0.64,586.6,0.112808,16.297307,3.000341,3.818616,1.431981,1.159223,0.954654,3.000341,5.386976,14.11524,0.511997,0.466837,0.214286,0.433673,0.658824,0.214286,0.506494,21.963667,,2,20.391513,21.730322,13.0,0.0,13.0,11.0,0.846154,340.0,0.130769,17.764706,3.058824,4.235294,1.647059,0.705882,1.294118,3.411765,4.352941,16.705882,0.501861,0.457031,0.164062,0.398438,0.666667,0.238095,0.476636,24.20939,,3.490578,6.162492,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.391513,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P5ea12f1777,0,0,210.0,18,8,18,4.0,0.222222,193.0,0.036938,14.715026,3.108808,5.388601,0.829016,2.901554,1.658031,1.658031,9.326425,13.678756,0.500564,0.460317,0.015873,0.285714,0.722222,0.0,0.467742,19.688472,,2,17.867214,19.019849,11.0,2.0,11.0,4.0,0.363636,147.5,0.056731,15.186441,3.254237,5.423729,1.084746,2.983051,1.898305,1.898305,8.949153,16.0,0.518135,0.468085,0.0,0.340426,0.75,,0.468085,19.390593,,1.999627,9.846154,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,193.0,0.0,193.0,18,17.867214,0.039,156.0,0.08,16.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P5ff9cbca0f,1,0,206.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,2,0,2,-0.65,,,1,11.0,6.0,0.545455,238.7,0.107281,18.76825,2.010884,5.865078,1.84331,1.675737,0.167574,2.513605,1.173016,20.61156,0.572129,0.523256,0.476744,0.313953,0.814815,0.439024,0.4,20.725391,17.03217,0.271198
P608846acfb,0,0,211.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,2,0,2,-0.65,,,1,9.0,6.0,0.666667,165.1,0.06347,15.991762,3.876791,5.088288,1.696096,1.938395,1.453797,2.422994,5.815186,17.687858,0.605727,0.553191,0.12766,0.361702,0.823529,0.333333,0.560976,17.335664,17.117043,0.452654
P61add2364f,1,0,206.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,5.0,5.0,1.0,137.9,0.137916,24.072624,1.160126,7.25079,10.441138,3.480379,2.030221,2.900316,2.900316,38.864236,0.600405,0.559322,0.423729,0.389831,0.73913,0.4,0.529412,26.236282,16.804928,-0.295431
P620501ed0d,1,0,208.0,19,5,19,3.0,0.157895,176.2,0.036715,11.802624,2.723682,5.901312,1.134868,0.907894,0.453947,2.723682,6.582233,9.759862,0.50702,0.478261,0.0,0.26087,0.666667,,0.478261,17.475334,0.0,1,17.459274,17.938398,19.0,5.0,19.0,3.0,0.157895,176.2,0.036715,11.802624,2.723682,5.901312,1.134868,0.907894,0.453947,2.723682,6.582233,9.759862,0.50702,0.478261,0.0,0.26087,0.666667,,0.478261,17.475334,0.0,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,176.2,0.0,176.2,19,17.459274,,0.0,,0.0,1,1,1,2,0,2,1.61,1.61,,1,4.0,3.0,0.75,93.7,0.117166,17.069762,2.987208,3.840696,2.560464,1.706976,0.426744,5.974417,3.840696,11.095345,0.473934,0.4375,0.125,0.125,1.0,0.2,0.457143,26.048676,16.651608,-0.497165
P624b2b5afe,1,0,206.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,2.0,0.5,97.7,0.122105,23.750051,2.456902,6.142255,2.047418,2.866385,0.409484,2.866385,4.913804,23.750051,0.682032,0.692308,0.461538,0.205128,0.5,0.444444,0.714286,22.236682,16.596851,-0.251226
P6294004747,0,0,198.0,16,0,16,15.0,0.9375,508.0,0.157519,15.11811,1.417323,7.480315,2.125984,2.125984,0.393701,1.732283,3.700787,16.929134,0.493421,0.459538,0.456647,0.283237,0.673469,0.291139,0.478723,20.296067,,1,20.112252,20.511978,16.0,0.0,16.0,15.0,0.9375,508.0,0.157519,15.11811,1.417323,7.480315,2.125984,2.125984,0.393701,1.732283,3.700787,16.929134,0.493421,0.459538,0.456647,0.283237,0.673469,0.291139,0.478723,20.296067,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.112252,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P6696ce1e71,0,0,203.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,0.0,0.0,80.1,0.100063,12.492192,4.497189,4.497189,2.998126,2.498438,1.998751,3.997502,4.497189,14.990631,0.48752,0.434783,0.086957,0.26087,0.833333,0.0,0.47619,18.05531,17.078713,-0.180299
P6950e00d3b,0,0,,79,4,79,26.0,0.329114,1530.0,0.09203,16.705882,3.843137,5.464052,1.385621,2.039216,0.96732,2.875817,5.490196,19.111111,0.585895,0.580097,0.0,0.735437,0.531353,,0.580097,20.508765,,4,18.844627,22.340862,20.0,1.0,20.0,12.0,0.6,494.5,0.117738,17.310415,4.368049,5.338726,1.213347,2.264914,0.485339,3.154702,4.368049,21.274014,0.585083,0.57971,0.0,0.73913,0.529412,,0.57971,21.222952,,3.068412,7.254543,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,234.2,0.0,234.2,19,18.844627,0.069286,97.0,0.04575,137.2,0,0,1,1,0,4,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P6c257fc7cf,0,0,208.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,83.1,0.103895,5.293806,3.850041,4.812551,0.481255,0.481255,1.92502,1.443765,1.92502,7.218827,0.244227,0.210526,0.052632,0.421053,0.375,0.0,0.222222,11.844566,17.702943,0.609172
P6d9b6a98b1,0,0,216.0,20,0,17,17.0,1.0,528.5,0.131292,21.118365,3.103416,8.099158,1.438168,0.98401,0.756931,2.800643,4.011732,25.962721,0.613996,0.552486,0.088398,0.58011,0.752381,0.375,0.551515,25.270747,,1,26.527036,27.085558,20.0,0.0,17.0,17.0,1.0,528.5,0.131292,21.118365,3.103416,8.099158,1.438168,0.98401,0.756931,2.800643,4.011732,25.962721,0.613996,0.552486,0.088398,0.58011,0.752381,0.375,0.551515,25.270747,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,26.527036,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P6ddd309f80,1,0,198.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,4,0,1,0,2,-0.65,,,1,16.0,16.0,1.0,433.8,0.134506,24.712817,1.567604,5.717144,4.14954,4.057328,2.120876,3.68848,3.68848,29.415629,0.57265,0.517413,0.41791,0.373134,0.8,0.309524,0.555556,26.840393,16.95551,0.421318
P719dac14cb,0,0,203.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,117.0,0.145928,26.317139,1.367124,4.784934,2.050686,3.759591,1.708905,4.101372,2.734248,23.924671,0.50578,0.44697,0.257576,0.348485,0.782609,0.176471,0.510204,33.603826,17.051335,-0.097439
P71f8c1b48d,1,0,198.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,1,0,2,-0.65,,,1,9.0,7.0,0.777778,199.3,0.090606,22.675623,2.006692,3.210708,4.615392,5.819408,0.802677,3.010038,2.809369,20.066923,0.44279,0.429752,0.31405,0.123967,0.6,0.263158,0.445783,29.655347,15.726215,-0.23334
P7235c3ea4e,1,1,205.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,105.3,0.13165,11.775878,7.217474,10.636277,1.899335,0.379867,0.759734,1.899335,3.79867,22.792023,0.522942,0.518519,0.037037,0.222222,0.5,0.0,0.538462,14.436659,17.738535,0.635851
P74a501a7bb,0,0,196.0,13,0,13,6.0,0.461538,197.9,0.075397,16.976814,0.40421,2.425259,1.818944,1.21263,0.40421,2.425259,5.254728,11.115771,0.668364,0.655172,0.62069,0.189655,0.727273,0.555556,0.363636,19.494345,3.435784,1,26.149213,26.417522,13.0,0.0,13.0,6.0,0.461538,197.9,0.075397,16.976814,0.40421,2.425259,1.818944,1.21263,0.40421,2.425259,5.254728,11.115771,0.668364,0.655172,0.62069,0.189655,0.727273,0.555556,0.363636,19.494345,3.435784,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,26.149213,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P76dbb66d26,0,0,216.0,16,0,16,3.0,0.1875,217.9,0.067057,17.619852,4.588503,7.341605,0.36708,0.917701,2.753102,4.221423,9.177006,15.23383,0.534759,0.506494,0.0,0.376623,0.62069,,0.506494,26.013253,,1,23.268994,23.652293,16.0,0.0,16.0,3.0,0.1875,217.9,0.067057,17.619852,4.588503,7.341605,0.36708,0.917701,2.753102,4.221423,9.177006,15.23383,0.534759,0.506494,0.0,0.376623,0.62069,,0.506494,26.013253,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,23.268994,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P797b6b2deb,0,0,199.0,41,0,37,31.0,0.837838,1097.9,0.133923,16.322069,0.510065,2.477457,2.222425,1.894526,0.182166,2.295291,4.33555,15.520539,0.675757,0.616071,0.45,0.417857,0.880342,0.468254,0.545455,17.006589,31.522012,2,28.835044,30.38193,21.0,0.0,19.0,15.0,0.789474,560.6,0.133532,12.558713,0.356782,2.854253,2.212046,1.855264,0.214069,2.212046,4.281379,11.559724,0.603898,0.550388,0.434109,0.294574,0.894737,0.357143,0.561644,14.909859,31.522012,-7.689439,-8.092893,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,28.835044,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P79aaab38df,1,1,191.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,3,0,3,0,3,-0.65,,,1,11.0,11.0,1.0,305.1,0.138684,22.944501,1.048891,5.113346,8.653354,4.064454,0.524446,3.802232,2.75334,30.942298,0.586933,0.516129,0.516129,0.459677,0.824561,0.34375,0.516667,24.398067,16.980151,0.610497
P7aeaf13cc2,0,0,191.0,52,0,49,25.0,0.510204,1325.2,0.126514,14.035257,0.7244,2.716501,4.044569,2.233568,0.150917,2.988152,3.833285,14.065441,0.563172,0.514164,0.288952,0.385269,0.75,0.303922,0.537849,18.551705,,3,18.288843,20.780287,20.0,0.0,20.0,16.0,0.8,486.0,0.120745,13.744856,0.411523,2.716049,4.609053,2.057613,0.164609,3.127572,3.539095,15.473251,0.574752,0.495763,0.220339,0.525424,0.806452,0.269231,0.521739,18.150683,,2.113168,6.343001,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,839.2,0.0,839.2,32,18.288843,0.121835,319.8,0.135796,519.4,0,0,2,2,0,3,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P7d55637f90,0,0,212.0,44,0,40,16.0,0.4,870.9,0.098714,16.028475,2.663758,5.41937,0.87261,1.423733,0.642976,2.755612,4.454906,17.865549,0.57341,0.512097,0.032258,0.516129,0.742188,0.25,0.516667,19.90313,35.394616,2,20.317591,21.864476,22.0,0.0,20.0,9.0,0.45,472.7,0.107488,15.99208,2.453811,5.499922,0.761528,1.607669,0.338457,2.199969,4.315323,17.00745,0.528523,0.47973,0.0,0.472973,0.671429,,0.47973,20.611889,35.394616,-0.0796,-1.876773,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.317591,,0.0,,0.0,0,0,1,1,0,2,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P7d7c4d5568,1,0,205.0,39,26,39,15.0,0.384615,514.8,0.039223,18.104118,2.331002,4.817405,1.476301,1.476301,0.621601,2.408702,5.439005,15.695416,0.579141,0.546243,0.202312,0.369942,0.6875,0.371429,0.543478,22.086022,,3,17.366188,20.720055,16.0,0.0,16.0,8.0,0.5,279.9,0.086796,20.005859,2.429283,4.715667,1.000293,1.857687,0.428697,2.572182,5.430162,16.290485,0.591216,0.548544,0.194175,0.339806,0.771429,0.45,0.518072,23.964498,,10.005859,41.290485,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,234.9,0.0,234.9,23,17.366188,,0.0,0.044927,226.9,1,2,1,2,0,5,1.61,1.61,,1,5.0,5.0,1.0,151.5,0.1515,30.09901,2.640264,7.392739,1.584158,2.112211,0.528053,4.752475,4.752475,30.09901,0.606125,0.565789,0.223684,0.539474,0.682927,0.352941,0.576271,29.948083,15.852156,-0.985342
P842bafbfda,1,0,213.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,7.0,7.0,1.0,174.0,0.10875,21.37931,1.37931,8.275862,3.908046,3.448276,3.908046,3.908046,3.678161,26.666667,0.52745,0.506098,0.365854,0.170732,0.714286,0.433333,0.423077,26.348871,16.123203,-0.484783
P85ac223123,0,0,186.0,14,0,14,14.0,1.0,502.0,0.179286,27.968127,0.63745,2.868526,6.135458,1.673307,0.079681,3.904382,3.74502,27.091633,0.597833,0.524,0.328,0.396,0.89899,0.414634,0.47619,33.929276,,1,24.03833,24.323066,14.0,0.0,14.0,14.0,1.0,502.0,0.179286,27.968127,0.63745,2.868526,6.135458,1.673307,0.079681,3.904382,3.74502,27.091633,0.597833,0.524,0.328,0.396,0.89899,0.414634,0.47619,33.929276,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,24.03833,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P88b9812a96,0,0,204.0,10,0,10,9.0,0.9,288.0,0.138803,12.638187,3.472029,6.944059,2.083218,1.527693,1.527693,2.222099,2.916505,17.77679,0.475146,0.439759,0.108434,0.349398,0.62069,0.111111,0.472973,18.590011,-4.583079,1,22.253251,22.422998,10.0,0.0,10.0,9.0,0.9,288.0,0.138803,12.638187,3.472029,6.944059,2.083218,1.527693,1.527693,2.222099,2.916505,17.77679,0.475146,0.439759,0.108434,0.349398,0.62069,0.111111,0.472973,18.590011,-4.583079,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,22.253251,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P89d1117940,0,0,188.0,22,0,22,22.0,1.0,659.5,0.149043,17.285403,1.031059,3.699683,5.701151,1.394962,0.0,2.971876,3.942285,16.678898,0.554647,0.526432,0.352423,0.299559,0.676471,0.3625,0.517007,22.342002,,1,24.596851,25.141684,22.0,0.0,22.0,22.0,1.0,659.5,0.149043,17.285403,1.031059,3.699683,5.701151,1.394962,0.0,2.971876,3.942285,16.678898,0.554647,0.526432,0.352423,0.299559,0.676471,0.3625,0.517007,22.342002,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,24.596851,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P8aa2e06ade,1,0,192.0,10,0,10,5.0,0.5,232.2,0.116116,16.879672,1.205691,3.100348,3.617073,1.377932,0.344483,4.306039,3.272589,11.712426,0.458801,0.428571,0.357143,0.204082,0.7,0.342857,0.380952,27.706303,-7.75087,1,21.322382,21.494867,10.0,0.0,10.0,5.0,0.5,232.2,0.116116,16.879672,1.205691,3.100348,3.617073,1.377932,0.344483,4.306039,3.272589,11.712426,0.458801,0.428571,0.357143,0.204082,0.7,0.342857,0.380952,27.706303,-7.75087,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,21.322382,,0.0,,0.0,1,2,1,2,1,3,1.61,1.61,,1,11.0,8.0,0.727273,254.5,0.115697,20.743872,0.942903,2.82871,4.557366,4.085914,0.0,4.085914,6.914624,15.400754,0.534326,0.5,0.330275,0.302752,0.69697,0.305556,0.520548,25.138952,16.783025,-0.24194
P8b3507dca4,1,0,213.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,2,0,1,0,2,-0.65,,,1,6.0,6.0,1.0,160.2,0.114404,24.474608,6.493263,11.737822,1.498445,3.246632,2.74715,4.994818,4.495336,35.712948,0.580844,0.592105,0.052632,0.25,0.421053,0.5,0.583333,26.127407,16.711841,0.140796
P8bf21cf88b,0,0,197.0,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,0.0,,0.0,1,1,0,1,0,1,-0.65,,,1,4.0,4.0,1.0,103.5,0.129395,26.276131,2.318482,10.43317,1.932068,1.932068,0.386414,2.704896,3.864137,25.503304,0.500294,0.484375,0.3125,0.140625,0.666667,0.3,0.5,30.739224,16.358658,-0.607774
P8e2f7481af,1,0,207.0,9,0,9,9.0,1.0,185.7,0.103139,16.15944,1.723674,6.679235,1.939133,0.646378,0.215459,3.231888,6.679235,13.789389,0.523158,0.483871,0.225806,0.354839,0.681818,0.285714,0.5,22.854894,,1,20.041068,20.19165,9.0,0.0,9.0,9.0,1.0,185.7,0.103139,16.15944,1.723674,6.679235,1.939133,0.646378,0.215459,3.231888,6.679235,13.789389,0.523158,0.483871,0.225806,0.354839,0.681818,0.285714,0.5,22.854894,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,20.041068,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
P8ea6b00194,0,0,208.0,10,0,10,8.0,0.8,133.4,0.065885,16.489653,4.497178,4.497178,0.599624,1.199247,2.698307,4.497178,11.992475,8.994356,0.537529,0.511111,0.0,0.311111,0.642857,,0.511111,24.076313,,1,22.869268,23.096509,10.0,0.0,10.0,8.0,0.8,133.4,0.065885,16.489653,4.497178,4.497178,0.599624,1.199247,2.698307,4.497178,11.992475,8.994356,0.537529,0.511111,0.0,0.311111,0.642857,,0.511111,24.076313,,,,0,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,22.869268,,0.0,,0.0,0,0,1,1,0,1,1.61,1.61,,1,,,,,,,,,,,,,,,,,,,,,,,,
