pid,draft_year,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_three_share,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume
P9c4bb7f4c2,2010,30.0,87.3,30.5,47.3,53.61,5.9,14.2,26.8,16.7,147.0,184.0,0.799,128.0,268.0,0.478,47.0,152.0,0.309,1.1,3.3,43.8,1.6,1.34883316,60.0,90.0,68.0,178.0,16.0,16.0,36.3667,1.8,4.0,3.8667,1.8333,0.3667,18.1333,0.3619047619047619,1.6923076923076923,1.5141242937853108,0.3790499999999999,4.171064304237581
P5c6144028a,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2224af8be2,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12dc2a4dac,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb70d7d0b57,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P473b24f6eb,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peefc30f89c,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3b02df9dfc,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5f07dfebd6,2008,29.0,77.8,28.8,53.9,61.27,1.6,7.5,24.9,17.7,179.0,214.0,0.836,111.0,228.0,0.487,59.0,142.0,0.415,0.3,1.7,57.8,2.5,1.35952399,,,,,,,35.7333,0.4333,2.3,4.0333,0.9667,0.1,19.7333,0.3837837837837838,0.5714285714285714,1.3315508021390374,0.9917600000000004,4.489853391514726
P4e0fbd7a78,2008,33.0,83.4,30.0,57.2,57.9,11.9,28.0,18.0,16.6,130.0,224.0,0.58,258.0,446.0,0.578,11.0,34.0,0.324,8.9,1.8,46.7,3.4,0.91837554,,,,,,,34.5152,3.3636,8.697,2.7273,1.0909,2.697,20.5758,0.0708333333333333,2.4318181818181817,1.0227272727272727,0.7899999999999998,3.1413382332785633
P51f87bc5f4,2008,38.0,72.7,19.7,62.8,65.45,1.6,9.6,24.4,19.3,96.0,128.0,0.75,88.0,159.0,0.553,72.0,153.0,0.471,2.2,5.0,41.0,3.4,2.25328903,,,,,,,30.0,0.359,2.7179,4.3333,2.4872,0.5897,12.7692,0.4903846153846153,1.6363636363636362,1.2019704433497536,-0.0463500000000001,3.6448593032712537
P20418f8d52,2009,34.0,69.3,22.7,59.8,65.29,2.3,7.6,35.7,14.9,164.0,205.0,0.8,127.0,229.0,0.555,48.0,104.0,0.462,0.4,3.8,61.6,2.2,3.39388009,,,,,,,30.2647,0.6471,2.3235,6.5882,2.1471,0.1471,16.5294,0.3123123123123123,1.3125,2.2452830188679247,0.4128300000000001,4.262300935031665
P8afd917a6c,2009,35.0,78.5,23.7,56.8,62.4,1.9,7.9,28.4,20.2,113.0,126.0,0.897,134.0,240.0,0.558,41.0,104.0,0.394,0.5,3.1,36.6,1.9,1.90807422,,,,,,,31.5143,0.4571,1.9429,4.7429,1.6286,0.1429,14.4,0.3023255813953488,1.2413793103448276,1.339622641509434,0.4587999999999999,4.345235816553356
P56bb4beeed,2009,35.0,79.1,28.9,54.4,58.01,7.1,11.9,15.4,11.6,149.0,200.0,0.745,178.0,341.0,0.522,78.0,201.0,0.388,1.2,2.9,36.9,2.6,1.17188009,,,,,,,31.8857,2.0286,3.4571,2.1429,1.6,0.3714,21.1143,0.3708487084870848,1.1388888888888888,1.2222222222222223,0.7128899999999997,3.950962156504011
Peb1d9a0135,2009,37.0,85.5,17.9,48.1,53.36,3.5,11.9,23.5,21.6,99.0,135.0,0.733,113.0,220.0,0.514,18.0,71.0,0.254,1.4,2.4,46.4,2.0,1.95294458,,,,,,,34.2973,1.0541,3.7568,4.4865,1.4324,0.4595,10.2432,0.2439862542955326,1.2666666666666666,1.0398230088495577,-0.07056,3.6009760312445263
P4b68bd7095,2009,35.0,84.8,24.5,52.7,60.69,4.5,15.4,14.8,16.1,213.0,257.0,0.829,151.0,292.0,0.517,42.0,114.0,0.368,1.6,2.1,63.3,2.6,1.04874296,,,,,,,34.0286,1.3143,4.4286,2.4571,1.2286,0.5143,18.3143,0.2807881773399014,1.027777777777778,0.8654970760233918,0.4810499999999999,4.603403495900021
Pb3be83363c,2010,38.0,58.2,30.8,56.0,57.93,19.9,24.9,9.2,16.0,162.0,268.0,0.604,205.0,363.0,0.565,1.0,6.0,0.167,7.5,2.4,72.6,5.5,0.487187,144.0,189.0,57.0,163.0,53.0,57.0,23.5,4.0526,5.7895,1.0,0.9737,1.7632,15.1316,0.016260162601626,1.5230769230769232,0.5411764705882353,0.8564400000000001,3.3792056732795106
P1402e898dc,2010,37.0,81.2,24.4,52.7,60.13,7.6,23.4,12.1,17.5,179.0,216.0,0.829,126.0,213.0,0.592,47.0,160.0,0.294,2.8,2.0,57.9,2.5,0.72942144,89.0,128.0,34.0,77.0,19.0,20.0,33.4865,1.9459,6.2973,1.6757,1.0811,0.8108,15.4595,0.4289544235924933,1.3714285714285714,0.654054054054054,0.4457199999999999,4.459934906085041
P6f36cd1fed,2010,33.0,93.2,26.0,54.0,61.23,6.5,19.1,10.9,13.9,195.0,212.0,0.92,203.0,393.0,0.517,42.0,100.0,0.42,1.9,1.5,43.0,2.7,0.88608553,72.0,115.0,131.0,278.0,12.0,12.0,37.5455,2.0606,6.8182,2.1212,1.0,0.7879,22.0303,0.2028397565922921,0.9189189189189187,0.7315436241610739,0.6737999999999998,4.932388792452672
P780225999f,2010,32.0,76.9,24.7,53.3,54.95,10.1,20.4,17.4,14.4,101.0,171.0,0.591,179.0,327.0,0.547,9.0,34.0,0.265,4.6,2.5,47.4,2.6,1.30642577,139.0,192.0,40.0,135.0,33.0,37.0,30.75,2.7812,5.5938,2.5312,1.3438,1.4062,15.1875,0.0941828254847645,1.972222222222222,1.1298701298701297,0.2326500000000001,3.0421692357967505
P4d2f3d5dbd,2010,38.0,32.7,15.9,52.7,53.34,10.3,16.3,5.0,26.8,33.0,63.0,0.524,48.0,89.0,0.539,0.0,2.0,0.0,10.6,2.4,69.2,7.0,0.39469999,31.0,43.0,17.0,46.0,13.0,16.0,13.2105,1.1842,2.1316,0.3947,0.5526,1.3947,3.3947,0.0219780219780219,1.625,0.1798561151079136,-0.1369400000000001,2.179254735680468
P7072c546bd,2010,34.0,79.5,29.6,49.5,53.63,8.2,21.3,11.2,12.9,107.0,127.0,0.843,157.0,328.0,0.479,65.0,186.0,0.349,1.7,3.6,24.7,4.2,0.77610879,92.0,138.0,65.0,190.0,10.0,10.0,32.2647,2.1176,5.4118,1.5294,1.8824,0.5294,18.1176,0.3618677042801556,1.0192307692307692,0.8057553956834531,0.3484800000000003,4.090261512484237
P0aa146e53e,2010,34.0,67.6,26.0,46.2,49.35,7.3,14.0,19.1,19.5,79.0,119.0,0.664,146.0,295.0,0.495,16.0,73.0,0.219,0.7,1.9,32.3,2.8,1.03702143,99.0,151.0,47.0,143.0,15.0,16.0,28.2353,1.8529,3.5,2.4706,0.9118,0.1765,12.3235,0.1983695652173913,0.6842105263157894,0.9317073170731708,-0.0389999999999999,3.1788945172072784
P433bbb1ab7,2010,34.0,74.9,25.9,55.3,59.66,9.3,23.8,10.1,17.1,165.0,240.0,0.688,183.0,331.0,0.553,0.0,0.0,0.0,7.7,0.9,72.5,3.8,0.5714223,117.0,154.0,66.0,177.0,59.0,62.0,29.9412,2.3235,6.6765,1.2941,0.4412,2.4118,15.6176,0.0,1.7916666666666667,0.5580110497237568,0.5699399999999997,3.77354029024157
P29b17f6d68,2010,28.0,79.6,26.5,57.5,62.7,3.2,13.4,30.8,21.3,142.0,190.0,0.747,113.0,189.0,0.598,30.0,86.0,0.349,3.4,4.4,69.1,3.6,1.43680607,96.0,143.0,17.0,46.0,11.0,11.0,32.3929,0.75,3.6429,4.4643,2.4286,1.0,16.3571,0.3127272727272727,1.6956521739130437,1.3811659192825112,0.8255000000000001,3.9234482507508326
