pid,draft_year,asap_id,n_asap_ids_same_name,n_identity_same_name
P8c537f5a4d,2005,16324,1,1
Pe68742d859,2005,16820,1,1
Pdb057d444b,2005,14303,1,1
P690d8b352a,2005,31866,1,1
Pc6a39f466a,2005,31851,1,1
Peb2d46202e,2005,16272,1,1
P74b9613d69,2005,16814,1,1
Pf72d9be4b9,2005,35709,1,1
P74b71b0d31,2005,16252,1,1
P1dfb3826fd,2005,19628,1,1
P38dadf836a,2005,20934,1,1
P927dcf71a8,2005,17322,1,1
P5840594df8,2005,35493,1,1
Pd650e439a2,2005,14531,1,1
Pbe0a02c2fd,2005,14221,1,1
Pef98a54ad0,2005,14313,1,1
P3928bad8a7,2005,14323,1,1
Pb945050559,2005,16282,1,1
P403a83bdf0,2005,14358,1,1
P55b27de869,2005,14318,1,1
Pa09c3091c5,2005,14996,1,1
P0ad0c7ed95,2005,31848,1,1
Pf1999192da,2005,14498,1,1
Pff1fab2e32,2006,15578,1,1
P27f732ca1a,2006,14213,1,1
P49164b4255,2006,15579,1,1
Pd31d743729,2006,15580,1,1
P91b09695de,2006,15581,1,1
Pa1953f4a95,2006,15582,1,1
Pf919ba1bb3,2006,13767,1,1
P4634e39421,2006,15583,1,1
P4b8155700b,2006,15584,1,1
P14d000eef5,2006,30281,1,1
P4dc7399d2c,2006,13755,1,1
P40fd812f54,2006,15586,1,1
P058ee51b71,2006,16429,1,1
P54e5c21a96,2006,15587,1,1
P78afb3722d,2006,15588,1,1
Pd47bfc21b1,2006,16457,1,1
Pe056071397,2006,15589,1,1
Pe5c2b5692d,2006,13741,1,1
P74ff916074,2006,15576,1,1
P8b41334856,2006,16339,1,1
P924fa678bb,2006,13754,1,2
P842513fba1,2006,14384,1,1
P574724b2cd,2006,13766,1,1
P570dcb4282,2006,16340,1,1
P6f3dd59527,2006,13678,1,1
Pdb7c6b10a9,2006,16336,1,1
P51a666d7f5,2006,13730,1,1
P7781579610,2006,13758,1,1
Pce8689cb8f,2006,15025,1,1
P641f1ca8a3,2006,40228,1,1
P82e987418b,2006,13780,1,1
Pe4baee43bf,2006,37160,1,1
P2650c293bf,2006,16347,1,1
P9a20aba619,2006,13916,1,1
P156589bd1a,2006,16348,1,1
P117ae491b1,2006,16812,1,1
Pec84345bbc,2006,18627,1,1
P4bb660105c,2006,16466,1,1
P552922b6fa,2006,14319,1,1
P7363f8a8b4,2006,16343,1,1
P6f687d1dcc,2006,16335,1,1
P633e796e6a,2006,13734,1,1
Pf037b649bc,2006,13760,1,1
P5551ba72f6,2006,16405,1,1
Pcbdc976fea,2006,16418,1,1
Pd1e1adb03d,2006,16413,1,1
P2611750e05,2006,16281,1,1
Pe77ed0b343,2006,14513,1,1
P2815fbec81,2006,16455,1,1
Pd12b8cef29,2006,16338,1,1
P8be75213cc,2006,22269,1,1
Pbdc6b072d0,2006,13913,1,1
P87e51fede0,2006,14515,1,1
P2224af8be2,2007,17027,1,1
P5713a8b541,2007,17055,1,1
Pba0c961d37,2007,16469,1,1
Pbcd324b348,2007,37684,2,1
Pbcd324b348,2007,17065,2,1
Pea4d2012e7,2007,15561,1,1
P23d9f5804f,2007,17360,1,1
P4a79922b86,2007,16475,1,1
Pd35ff5934d,2007,17154,1,1
Pad16010a79,2007,15631,1,1
P12dc2a4dac,2007,17354,1,1
P49b077589e,2007,15070,1,1
P8bc7e2260e,2007,19206,1,1
P25a045baff,2007,13723,1,1
Pd84423f7e2,2007,17353,1,1
P243742fc34,2007,17357,1,1
Pdd125f24cc,2007,17101,1,1
Pc544b8efa0,2007,17355,1,1
Pd6f3aa739f,2007,16403,1,1
Pb70d7d0b57,2007,19218,1,1
P41fad117db,2007,14382,1,1
P473b24f6eb,2007,17359,1,1
P42adf8ab25,2007,19211,1,1
P168e9ad8d4,2007,17096,1,1
P1311f2955b,2007,15633,1,1
P6950e00d3b,2007,25433,1,1
P6a22b03d03,2007,17047,1,1
P56d107e80a,2007,17041,1,1
P971be31864,2007,17103,1,1
P40c501f5d6,2007,13754,1,2
P6525188e53,2007,15634,1,1
Pf6d18cb839,2007,16934,1,1
Pb380360b47,2007,16460,1,1
Pcd53db286a,2007,16433,1,1
P93e1b535ab,2007,19209,1,1
Pd1415c96b7,2007,13745,1,1
Peefc30f89c,2007,13902,1,1
Pac5bd0e496,2007,13751,1,1
Pcb5c1e8ac6,2007,16965,1,1
P1605b30cec,2007,14236,1,1
P49a2cdbcb5,2007,13679,1,1
P586a0d2a81,2007,16299,1,1
P9bd8ef5672,2007,13764,1,1
P801bf131e6,2007,16437,1,1
Pa5107e2b9c,2007,14252,1,1
P2d45174d7f,2008,18401,1,1
P722aa856f7,2008,18192,1,1
P552ea773e2,2008,18246,1,1
P67ee7c4408,2008,18462,1,1
Pdfe2a49906,2008,18266,1,1
Peda84f3898,2008,18663,1,1
Pd43d378f42,2008,18185,1,1
P2e38e474e2,2008,18103,1,1
P376f10f64c,2008,17057,1,1
Pab86c7dfaf,2008,18422,1,1
P5f07dfebd6,2008,18260,1,1
P4e0fbd7a78,2008,29573,1,1
Pf1e6555cfc,2008,17071,1,1
P7c81e9aca5,2008,18135,1,1
P7e5e28e6b3,2008,18336,1,1
Pdb3f441dab,2008,18470,1,1
P4afc5fb3f7,2008,13731,1,1
Pfcb4575061,2008,21732,1,1
P3d1eff1bca,2008,18662,1,1
P969f2b1c13,2008,19409,1,1
Pd19bde5a19,2008,18296,1,1
Pc3a5f10000,2008,17783,1,1
P0157d20b94,2008,18661,1,1
Pda7ff44e77,2008,18660,1,1
P0e7908a570,2008,25432,1,1
P4b0ccf34e0,2008,17031,1,1
P41bc73e83b,2008,16927,1,1
Pad8df3794d,2008,16467,1,1
P51f87bc5f4,2008,13724,1,1
P7c1c1e7eac,2008,18659,1,1
P486b5c76fa,2008,31867,1,1
P82dd1ca59f,2008,18255,1,1
P8482acfde2,2008,16988,1,1
P2fe87c73a6,2008,17157,1,1
Pc9371b494a,2008,17044,2,1
Pc9371b494a,2008,18407,2,1
P4b06d66b80,2008,26400,1,1
Pf14243ec5e,2008,18191,1,1
P79f9e777a1,2008,17125,1,1
P951f092ec6,2008,13718,1,1
Pb047bb4747,2008,16983,1,1
P28594efa12,2008,15569,1,1
P2bc925c307,2008,16439,1,1
P103e95dd1f,2008,14496,1,1
Pbbe7c2361f,2008,23203,1,1
P8ff779ec76,2008,16939,1,1
Pfa9e39fc67,2008,17072,1,1
Pb00deeb55d,2008,18235,1,1
P6e6a2db0d6,2008,15565,1,1
P16bd14d8e6,2008,17033,1,1
Pd2241d6e4b,2008,16935,1,1
Pb48635a7c4,2008,16408,1,1
P146ec7320a,2009,18196,1,1
P26f8dd510c,2009,19372,1,1
P2acc089d0e,2009,19593,1,1
Pe2d0a4cddd,2009,19560,1,1
P22c8154970,2009,19889,1,1
P1738f63a26,2009,19433,1,1
P7b8c6b66e0,2009,18274,1,1
P3391f209f3,2009,19624,1,1
Pad8e6fd6b0,2009,19643,1,1
P52f9046b71,2009,19890,1,1
P4417860ddd,2009,17013,1,1
Pef77516e2b,2009,18354,1,1
P4c4f563b8c,2009,17171,1,1
Pc430805a15,2009,18396,1,1
P7ef2b1cf05,2009,19672,1,1
P60425a0c89,2009,19678,1,1
Pab257f8a15,2009,19659,1,1
P20418f8d52,2009,17174,1,1
P0086aec335,2009,24721,1,1
Pe79f6d1bdb,2009,19551,1,1
P8afd917a6c,2009,17166,1,1
P7d7c4d5568,2009,34100,1,1
P57a6e7dc53,2009,19891,1,1
P38fd19ed26,2009,17109,1,1
P117b8ca478,2009,18157,1,1
P6fd4123c4d,2009,17173,1,1
Pc99e2f6730,2009,19646,1,1
P2805efe438,2009,19892,1,1
P3326a2a68b,2009,18132,1,1
P977d8b209e,2009,17168,1,1
Pc643573699,2009,18114,1,1
P5e4e4a8cf1,2009,18154,1,1
P16997d7184,2009,17781,1,1
P8514f39741,2009,19893,1,1
Pe7ad570728,2009,18311,1,1
Pa0dded8876,2009,19404,1,1
P917b0d4d70,2009,16938,1,1
P56bb4beeed,2009,18092,1,1
P922c03ccad,2009,18258,1,1
Pb58f931dd3,2009,18104,1,1
P456fdc6328,2009,18439,1,1
P5500e23cae,2009,18176,1,1
P1015da4297,2009,33433,1,1
P6f23e4dd26,2009,17068,1,1
P37b821fb18,2009,16442,1,1
P2d536d911b,2009,19630,1,1
P1a8bbe3efe,2009,16949,1,1
Peb1d9a0135,2009,16456,1,1
P4b68bd7095,2009,16971,1,1
P0846fd837c,2009,19605,1,1
P74435b1e45,2009,17129,1,1
Pfe669c03c3,2009,19358,1,1
P7d184fd756,2009,13752,1,1
Pcd4698d422,2009,18095,1,1
Pb5a94c877c,2009,19701,1,1
Pd01ecb3669,2010,20653,1,1
Ped95bfcd7e,2010,18476,1,1
Pcc98298533,2010,20814,1,1
Peb88f22502,2010,20573,1,1
Pb3be83363c,2010,20683,1,1
P97ae54051b,2010,20649,1,1
Pc58bcc8049,2010,19371,1,1
P297adbbd5f,2010,20792,1,1
P1402e898dc,2010,20724,1,1
P7f86ce09cc,2010,21104,1,1
P7e584efe40,2010,18488,1,1
P10d0b75bed,2010,20666,1,1
P8fac339738,2010,21101,1,1
P3f25ee2633,2010,19405,1,1
P502aba077e,2010,19552,1,1
P6f36cd1fed,2010,21103,1,1
P440f6cc00f,2010,21102,1,1
P0d0da4d2bc,2010,20682,1,1
P871b04878c,2010,33443,1,1
Pb46ac34cd7,2010,18130,1,1
P54e531f2ec,2010,18160,1,1
P780225999f,2010,19559,1,1
P38bff88a77,2010,18425,1,1
Pa56ca2c36c,2010,19392,1,1
Pdc16ca4e2e,2010,17787,1,1
P2c1e066057,2010,20747,1,1
P4793f789c0,2010,19545,1,1
P7072c546bd,2010,18122,1,1
Pabb4255b19,2010,21107,1,1
P581e368d46,2010,18388,1,1
P830611c613,2010,21105,1,1
Pe97fa79993,2010,40461,1,1
P24b8a1c556,2010,19401,1,1
P96ac6f0cd3,2010,20624,1,1
P7a82e40751,2010,19502,1,1
P27a3420564,2010,21729,1,1
P0aa146e53e,2010,20571,1,1
Pe03992058c,2010,18184,1,1
Pbd2eb786d3,2010,17188,1,1
P966e81614a,2010,19504,1,1
Pe82bc0553e,2010,20774,1,1
P3d55371834,2010,20776,1,1
Pc62b6f4e46,2010,16984,1,1
Pec2bc35d4f,2010,19024,1,1
Pbbec177bac,2010,23204,1,1
Pe6ceea2b5e,2010,19389,1,1
P544c115a68,2010,20775,1,1
P6ff85cb7e1,2010,18397,1,1
P13adb32b1d,2010,18473,1,1
P76dbb66d26,2010,29199,1,1
Pb486223088,2010,21730,1,1
P4570803785,2010,17030,1,1
P11d27a665c,2010,19673,1,1
P467d53ba82,2010,44581,1,1
Pebc69ca1f1,2010,18308,1,1
P9c4bb7f4c2,2010,19454,1,1
P06e60a886f,2010,20853,1,2
P29b17f6d68,2010,23205,1,1
Pc9579c50f4,2010,18315,1,1
P8030960284,2010,20783,1,1
Pdcb8ac9b93,2010,21106,1,1
P575f19a655,2011,22420,1,1
Pb035a35ee9,2011,21901,1,1
P5969d3ea2a,2011,22422,1,1
Pc8dae45369,2011,20770,1,1
Pb5da2dd439,2011,22421,1,1
P4ec69893f6,2011,22424,1,1
P148aecdd52,2011,22423,1,1
P4a7a8900d7,2011,21502,1,1
P2e890c30d2,2011,19709,1,1
P3ef4d7a55a,2011,18200,1,1
Pb0e43997bd,2011,22165,1,1
P9e7b32dc92,2011,20591,1,1
P2d49f5a403,2011,20667,1,1
P268ca85d2e,2011,19453,2,1
P268ca85d2e,2011,40155,2,1
P22add316a5,2011,20673,1,1
Pbbfb6a2c4a,2011,21954,1,1
P47e2698d94,2011,20772,1,1
P701bdb09e4,2011,19680,1,1
Pce627023f0,2011,21511,1,1
Pa98bcc077b,2011,19658,1,1
P0c700e1af1,2011,19636,1,1
P31bc34ca23,2011,37304,1,1
P9cc36d2c64,2011,26402,1,1
Pc5e44c9142,2011,21862,1,1
Pe1228b6b2c,2011,21906,1,1
P53502448c1,2011,18331,1,1
Pd9bc466fd2,2011,19677,1,1
P4d8e3ba87c,2011,45097,1,1
P85135a294f,2011,19458,1,1
P495da5b1cd,2011,40044,1,1
P74ab2a2c37,2011,21945,1,1
P69e13b90fc,2011,18374,1,1
P43d78a0411,2011,19604,1,1
P2e873db9ac,2011,21510,1,1
P629d2ef8de,2011,20820,1,1
P2c06075e55,2011,20600,1,1
P749792a28d,2011,18156,1,1
P96af95e7fd,2011,20657,1,1
Pde91f9542b,2011,21926,1,1
P52af59d765,2011,21509,1,1
P50ca99530f,2011,21503,1,1
P36b818b767,2011,22063,1,1
Pe6bde91a1f,2011,20810,1,1
Pbb988d44ca,2011,20748,1,1
P4f47ca7b5d,2011,22006,1,1
P7f14bdd3aa,2011,21964,1,1
Paef9538004,2011,18182,1,1
P3ce7981258,2011,19687,1,1
P39e62f008f,2011,18419,1,1
P981540aa5d,2011,18129,1,1
P07a1fb349e,2011,17780,1,1
P05848850fc,2011,16951,1,1
Pc42b84faf5,2011,15640,1,1
P8a6c25e945,2011,19667,1,1
Pf755f2c0c0,2011,18429,1,1
Pc6eddeb128,2011,19417,1,1
P109788f4ba,2011,19693,1,1
P762dcd7f87,2011,21882,1,1
P9ee45f9ea5,2011,19412,1,1
P0736b54145,2011,19364,1,2
P4e1bce542d,2011,19602,1,1
Pe0ab16a2ed,2011,20716,1,1
P89d1117940,2011,16033,1,1
P7c4530d600,2011,20632,1,1
P13a0e44cab,2011,25198,1,1
P10819fb965,2011,20752,1,1
Pbb710ba6e6,2011,21962,1,1
P163aa00374,2012,23401,1,1
P272afc1b90,2012,23656,1,1
Pa260a40e68,2012,23414,1,1
P43f8251240,2012,23426,1,1
Pf849910cdc,2012,22142,1,1
Pf9e0178b31,2012,23993,1,1
Pb5ebcb5d6c,2012,22125,1,1
Pc3d030ae81,2012,21963,1,1
P4e4e438f6e,2012,23992,1,1
P2320c27578,2012,22858,1,1
P3f927eeca6,2012,23350,1,1
P4d2e34ba12,2012,22087,1,1
Pca1e2194fa,2012,22132,1,1
P400aecdd2c,2012,22058,1,1
P089ae8ca96,2012,38038,1,1
P47044d9385,2012,23385,1,1
Pbc5d4fc393,2012,20856,1,1
Pcfae2f19b7,2012,22085,1,1
Pc2a67f2add,2012,23403,1,1
Pefaae49c8b,2012,23995,1,1
P83b3d780d7,2012,21918,1,1
P6d4d3ba13b,2012,20675,1,1
P31e884be2b,2012,21903,1,1
P4bc4764e2a,2012,22124,1,1
P8d6fb61ea0,2012,23305,1,1
Pd2430f6dfc,2012,23635,2,1
Pd2430f6dfc,2012,23348,2,1
P838aeb9cb6,2012,23441,1,1
Pc6c9992e46,2012,21858,1,1
P86f7665380,2012,22042,1,1
P0267b55e6b,2012,22128,1,1
Pa548aa166c,2012,20678,1,1
Pf2c709b50b,2012,20782,1,1
Pff7518dc75,2012,21881,1,1
P41b1bb4705,2012,23568,1,1
P319cf0c2e0,2012,20623,1,1
P798e5b71ce,2012,22044,1,1
Pd9273beb4e,2012,19452,1,1
P47e358160b,2012,21934,1,1
P1ba89514b1,2012,18215,1,1
P4b46fb5c89,2012,20804,1,1
Pbfcceae701,2012,23291,1,1
Pc8a80657b3,2012,19450,1,1
P404f9fdfb6,2012,28213,1,1
Paa36360f59,2012,23540,1,1
Pbf890a872a,2012,22056,1,1
P8e2f7481af,2012,23996,1,1
P2db62bcb6f,2012,20620,1,1
P2cdeb4bf00,2012,18227,1,1
P711641b36d,2012,20817,1,1
P1edb3aa5e4,2012,18264,1,1
Pc6095e56a1,2012,13710,1,1
P10bdb64d5d,2012,24720,1,1
P5ed74be24f,2012,22003,1,1
Pbe0e1f0064,2012,20824,1,1
P093d3a11ad,2012,20651,1,1
Pded0fedf79,2012,23474,1,1
P9926013d5a,2012,17032,1,1
Pee7c22ed91,2012,20853,1,2
Pfa75ae8d76,2012,21876,1,1
P416dc6431a,2012,20731,1,1
Pf37ef86b30,2012,19364,1,2
P8ea6b00194,2012,18351,1,1
P9fd176d178,2012,22866,1,1
P91c52ea937,2012,20793,1,1
P14fdb083b4,2012,21508,1,1
P00193b3ed9,2013,24951,1,1
Pca1c024cab,2013,23588,1,1
Pf7f191defd,2013,40460,3,1
Pf7f191defd,2013,42138,3,1
Pf7f191defd,2013,23299,3,1
P84101ffd6c,2013,23355,1,1
Pde25a111c0,2013,25308,1,1
P854bff0ae3,2013,25689,1,1
P3ede0fa0b1,2013,24997,1,1
P6a23d47737,2013,23312,1,1
P6258e82584,2013,22847,1,1
P3cb5a9e68b,2013,33383,1,1
P398088f587,2013,24390,1,1
P84dee8d837,2013,25690,1,1
P1100d011d0,2013,25142,1,1
P93a13b19c2,2013,25037,1,1
P2ad610b277,2013,25691,1,1
P9dbf445dc5,2013,28981,1,1
P36f801ddc1,2013,25048,1,1
P824176de50,2013,25692,1,1
Pdbcc4b2801,2013,23438,1,1
P17a4a5cfae,2013,23434,1,1
