pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
Pf781dda14b,18,502.2,-2.3,0.153,35.55,19.64,0.615,0.205,7,249.2,12.7,0.169,36.84,23.69,0.62,0.237,29,866.5,0.9,0.155,37.48,19.9,0.605,0.223,15,243.5,-0.8,0.119,29.28,11.83,0.67,0.127,,,,,,,,
Pa0580e3001,20,703.3,3.4,0.122,27.85,19.71,0.59,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P96a831649e,14,398.1,-7.9,0.097,26.22,19.89,0.514,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe204bd6fa0,16,328.9,-2.1,0.079,20.36,13.57,0.547,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7e57b76eb8,32,1004.9,0.9,0.112,31.85,22.39,0.573,0.245,4,101.7,-0.6,0.023,20.17,13.1,0.383,0.232,37,1180.9,0.8,0.119,30.85,21.37,0.602,0.242,,,,,,,,,,,,,,,,
Pe1b87bba68,42,1477.9,3.5,0.128,33.74,20.34,0.56,0.217,47,1462.1,-0.1,0.131,33.39,20.09,0.546,0.233,,,,,,,,,,,,,,,,,,,,,,,,
P95ea622240,46,1726.7,0.7,0.103,25.98,18.66,0.556,0.226,31,1072.2,4.0,0.09,24.54,17.29,0.548,0.211,,,,,,,,,,,,,,,,,,,,,,,,
Pe10b161d55,47,1338.2,-4.0,0.102,24.56,18.16,0.609,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P80ec619552,40,1147.3,2.2,0.106,26.73,16.13,0.579,0.175,,,,,,,,,29,771.3,1.9,0.121,32.35,18.62,0.626,0.182,,,,,,,,,,,,,,,,
P8df71877a2,26,750.7,-4.3,0.075,22.54,14.39,0.554,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5f230da818,50,1480.4,7.4,0.146,31.47,20.06,0.587,0.22,35,1165.3,-1.7,0.115,30.15,20.02,0.531,0.248,42,1236.7,-6.7,0.132,30.62,19.53,0.611,0.203,,,,,,,,,,,,,,,,
P16938f3fa9,1,27.9,-52.8,0.02,14.2,5.16,0.182,0.167,32,927.6,-8.6,0.114,29.15,18.71,0.515,0.258,33,868.1,1.2,0.093,22.77,10.45,0.536,0.137,,,,,,,,,20,438.1,-9.3,0.098,24.73,12.41,0.51,0.163
P518109d62a,50,1444.4,3.0,0.09,26.84,14.41,0.512,0.196,21,344.9,-4.0,0.112,32.05,19.1,0.57,0.2,33,545.4,-5.5,0.095,31.29,15.84,0.581,0.187,,,,,,,,,29,506.7,9.4,0.113,31.55,16.98,0.599,0.195
P1ee493f763,39,1223.9,6.2,0.101,23.27,14.5,0.578,0.164,33,1162.4,-3.5,0.104,24.31,15.02,0.595,0.157,,,,,,,,,6,134.3,-5.6,0.128,26.53,21.71,0.838,0.166,30,765.8,-2.5,0.11,29.95,20.45,0.577,0.229
P5aa610b7ff,23,787.0,-2.5,0.094,26.3,19.76,0.548,0.241,40,1159.5,-3.0,0.098,25.83,19.62,0.592,0.213,,,,,,,,,,,,,,,,,,,,,,,,
Pdb78b3595b,34,1103.9,5.5,0.139,37.27,24.59,0.609,0.247,27,924.1,1.5,0.152,37.48,25.79,0.614,0.286,26,858.6,1.1,0.139,36.19,26.16,0.618,0.3,,,,,,,,,,,,,,,,
Pe3864f9800,2,32.2,-2.8,0.038,20.15,15.67,0.435,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P551a484de7,1,28.2,20.3,0.118,31.92,17.87,0.778,0.175,,,,,,,,,,,,,,,,,7,191.7,21.5,0.205,39.45,23.1,0.856,0.208,22,691.8,4.8,0.157,34.55,15.4,0.721,0.168
P9ac225720c,45,1529.6,-0.1,0.126,32.15,20.52,0.563,0.234,,,,,,,,,37,1331.8,-6.8,0.125,33.52,22.46,0.546,0.281,14,403.9,2.0,0.105,28.07,16.22,0.458,0.224,7,227.7,1.8,0.092,28.14,19.61,0.529,0.246
P1ea9c7c88d,2,64.1,27.1,0.112,29.78,19.67,0.479,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5a43e18763,36,1252.3,8.7,0.119,28.4,15.67,0.491,0.222,,,,,,,,,29,1016.1,10.8,0.154,36.03,21.65,0.618,0.243,,,,,,,,,,,,,,,,
P24e5e8b7dc,6,204.7,-2.6,0.113,26.73,18.82,0.527,0.236,10,181.0,2.1,0.048,17.5,8.95,0.424,0.145,,,,,,,,,11,126.5,-15.6,0.063,19.36,11.1,0.453,0.181,7,163.4,-2.4,0.125,28.87,17.19,0.686,0.16
P2c3a1eb46b,38,879.6,-1.9,0.108,31.19,19.69,0.523,0.269,11,204.1,-7.8,0.098,33.17,16.94,0.53,0.225,30,810.4,0.7,0.118,31.54,16.13,0.589,0.198,4,85.6,-2.7,0.159,36.57,16.81,0.597,0.178,,,,,,,,
P2a1ab2724b,34,1172.8,0.3,0.121,29.96,18.48,0.525,0.235,39,1239.3,3.7,0.128,30.38,17.31,0.528,0.224,24,690.0,1.4,0.112,29.22,17.27,0.51,0.232,,,,,,,,,,,,,,,,
Pd3b81c81b9,21,669.0,3.7,0.147,31.64,15.87,0.641,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfaef4e4fa0,26,803.2,-7.6,0.073,23.93,17.61,0.534,0.22,35,1134.0,-4.5,0.094,26.16,19.02,0.517,0.243,37,1238.3,-4.4,0.099,27.71,18.75,0.565,0.224,15,493.0,-8.9,0.104,30.09,20.08,0.533,0.251,,,,,,,,
P8e9f5cd10b,20,712.5,3.1,0.104,24.81,11.06,0.528,0.141,28,871.0,5.6,0.1,25.71,12.19,0.507,0.16,25,670.7,1.8,0.106,24.15,12.99,0.59,0.159,,,,,,,,,,,,,,,,
P42302cf51e,46,1442.1,-5.3,0.067,20.27,13.73,0.534,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98ee7e9798,,,,,,,,,,,,,,,,,,,,,,,,,2,8.6,-14.1,-0.063,12.53,0.0,0.0,0.19,21,312.2,-1.8,0.072,22.03,12.34,0.492,0.165
P163e85d6f0,35,1278.6,-1.9,0.081,20.95,11.66,0.504,0.17,,,,,,,,,9,253.5,-3.0,0.078,20.31,11.36,0.55,0.152,14,350.7,-2.9,0.071,19.92,9.65,0.438,0.155,,,,,,,,
P71b16faf7a,1,39.6,0.8,0.165,31.79,23.62,0.729,0.221,1,24.1,3.7,0.242,52.17,40.25,0.776,0.321,,,,,,,,,,,,,,,,,,,,,,,,
Pfde95d41d3,36,1166.1,8.6,0.126,28.46,17.88,0.613,0.197,11,357.8,12.9,0.168,34.92,20.83,0.646,0.219,,,,,,,,,,,,,,,,,11,298.7,6.3,0.153,35.19,19.77,0.669,0.208
P7312c1c32d,34,947.4,5.3,0.112,24.93,16.23,0.597,0.182,13,358.2,3.4,0.067,21.3,13.87,0.566,0.157,3,96.0,-7.9,0.036,18.37,9.37,0.412,0.156,14,381.1,-6.3,0.048,16.44,10.68,0.549,0.144,,,,,,,,
P4a000d48b0,1,41.1,8.8,0.114,30.63,21.88,0.463,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pba3d18fabf,43,1088.6,-5.4,0.121,30.32,15.38,0.538,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfafab37502,30,659.7,13.0,0.119,30.07,13.15,0.58,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6358a22feb,43,1102.8,-0.3,0.048,18.22,14.27,0.552,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1f842c307e,37,490.7,-3.9,0.062,20.32,14.45,0.512,0.189,15,203.9,-17.2,0.028,16.6,12.89,0.487,0.175,,,,,,,,,,,,,,,,,,,,,,,,
Pa34ab286f7,48,1601.6,-6.1,0.1,24.93,17.38,0.55,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0c888043b8,,,,,,,,,,,,,,,,,23,440.5,-18.2,0.088,26.31,15.53,0.482,0.195,50,1416.5,-3.7,0.106,28.95,17.49,0.516,0.207,,,,,,,,
P2cac6d11e4,45,1591.1,2.6,0.121,30.75,20.91,0.532,0.262,,,,,,,,,40,1391.2,-2.4,0.095,27.45,18.09,0.531,0.231,,,,,,,,,,,,,,,,
Pa76a1ce248,37,1284.1,3.5,0.125,30.36,18.7,0.57,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe75e4da903,38,1076.0,2.6,0.12,29.88,20.81,0.616,0.225,,,,,,,,,36,936.8,0.0,0.106,27.55,18.56,0.62,0.212,,,,,,,,,,,,,,,,
P35bbbcf03e,40,1399.8,-3.4,0.118,27.65,18.54,0.583,0.22,32,1038.8,4.8,0.113,29.53,20.83,0.568,0.247,14,382.1,2.1,0.129,32.79,18.09,0.518,0.239,13,336.6,-2.4,0.133,30.8,18.39,0.578,0.222,,,,,,,,
Pcfe0d93659,,,,,,,,,,,,,,,,,44,1344.5,4.0,0.09,22.97,17.27,0.559,0.204,,,,,,,,,,,,,,,,
P3fe5b0aa24,44,1226.5,2.1,0.11,31.08,21.37,0.593,0.226,50,1379.2,-3.0,0.093,26.55,17.75,0.548,0.195,,,,,,,,,,,,,,,,,,,,,,,,
P0d567b6867,43,1224.6,4.9,0.101,26.31,16.4,0.54,0.201,46,1621.7,-0.3,0.13,33.63,21.53,0.526,0.279,18,664.0,8.2,0.15,34.38,20.93,0.559,0.256,,,,,,,,,,,,,,,,
Paec8fae19e,26,846.5,10.9,0.084,23.14,16.33,0.544,0.183,40,1130.8,1.0,0.077,20.79,14.45,0.616,0.154,44,1370.6,-2.5,0.069,20.62,14.76,0.656,0.145,13,169.0,-9.6,0.067,19.81,10.86,0.523,0.134,33,1040.0,0.0,0.073,20.8,13.05,0.572,0.156
Pe666c9e1f4,,,,,,,,,2,44.9,9.9,0.082,32.06,21.64,0.443,0.275,,,,,,,,,,,,,,,,,,,,,,,,
Pcdc707f847,39,1484.8,2.4,0.101,25.8,19.35,0.535,0.237,49,1619.4,-3.5,0.068,23.21,15.83,0.486,0.206,,,,,,,,,,,,,,,,,,,,,,,,
P4074fe9b9e,1,36.8,-9.1,0.0,16.64,10.77,0.308,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P982f4d9f47,37,1463.2,4.6,0.114,24.23,12.6,0.605,0.152,,,,,,,,,,,,,,,,,,,,,,,,,2,35.5,-1.7,0.074,25.35,12.17,0.53,0.155
Pa67da64cf8,36,1075.6,7.1,0.091,23.97,13.29,0.538,0.162,,,,,,,,,,,,,,,,,,,,,,,,,27,838.2,10.1,0.099,28.26,14.73,0.547,0.178
P10187f6389,1,37.7,-12.8,0.075,22.9,13.36,0.421,0.264,6,183.7,3.1,0.053,21.36,17.25,0.531,0.23,40,1160.5,-4.3,0.084,23.36,11.45,0.531,0.155,,,,,,,,,,,,,,,,
P22340c4458,3,98.2,12.4,0.102,30.8,23.83,0.515,0.29,3,109.4,8.3,0.12,28.63,18.76,0.549,0.233,,,,,,,,,,,,,,,,,,,,,,,,
Pcc7ddb9ab9,3,98.0,-3.9,0.122,33.42,25.71,0.621,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P54d4de841c,3,93.4,14.1,0.081,21.58,16.96,0.563,0.2,,,,,,,,,,,,,,,,,,,,,,,,,21,374.0,-0.1,0.005,11.26,6.16,0.396,0.107
P74d19df6a2,37,1135.1,5.0,0.137,34.66,23.09,0.677,0.215,1,32.9,27.6,0.163,45.93,22.97,0.696,0.202,,,,,,,,,,,,,,,,,,,,,,,,
P2e6be7d23b,24,710.8,4.6,0.138,33.22,18.74,0.609,0.201,20,509.0,0.6,0.112,30.48,19.02,0.591,0.206,,,,,,,,,,,,,,,,,,,,,,,,
Pb8664aec2d,15,523.4,7.6,0.141,36.11,23.66,0.591,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P097ac7e3e1,38,445.2,3.8,0.102,30.08,15.28,0.598,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6258e82584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,960.9,7.1,0.152,33.83,25.89,0.591,0.291
P00fdb72e43,11,259.9,4.0,0.13,33.38,22.02,0.615,0.224,41,1239.9,1.9,0.131,32.52,21.11,0.601,0.225,,,,,,,,,,,,,,,,,,,,,,,,
P1804943702,10,330.8,4.9,0.123,30.26,20.79,0.556,0.236,5,158.4,16.9,0.204,44.78,30.23,0.649,0.28,,,,,,,,,,,,,,,,,,,,,,,,
P63f00af37c,15,469.4,-1.8,0.123,27.53,14.49,0.633,0.137,8,268.5,-7.4,0.084,26.42,14.21,0.543,0.171,,,,,,,,,,,,,,,,,,,,,,,,
P49f423e70e,13,366.4,-2.0,0.123,33.8,20.63,0.54,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57703dc960,9,315.1,-0.8,0.092,25.25,15.65,0.467,0.234,,,,,,,,,,,,,,,,,,,,,,,,,14,344.0,-0.7,0.088,23.23,11.62,0.527,0.157
Pf0bc046ece,43,1528.1,4.8,0.124,29.75,16.94,0.506,0.24,25,832.9,-9.9,0.08,25.41,15.39,0.487,0.22,39,1251.5,-2.2,0.088,25.2,15.16,0.483,0.216,,,,,,,,,,,,,,,,
P9c2d575f48,,,,,,,,,24,620.6,6.3,0.083,27.15,15.37,0.586,0.171,7,195.0,10.6,0.106,29.72,15.32,0.587,0.192,,,,,,,,,,,,,,,,
Pa129b1725d,31,1136.4,0.8,0.151,34.66,18.82,0.569,0.211,19,698.0,3.8,0.148,34.92,19.65,0.594,0.231,15,480.6,12.3,0.156,36.85,18.65,0.649,0.205,,,,,,,,,22,653.3,-9.9,0.161,35.98,18.79,0.683,0.205
Pe0f4e51abf,34,1128.9,4.3,0.164,35.21,19.52,0.616,0.213,7,242.0,15.5,0.182,43.58,26.92,0.694,0.246,,,,,,,,,,,,,,,,,,,,,,,,
Pf271325d7b,4,90.8,-7.1,0.062,29.74,27.36,0.543,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P61e8cd7d80,44,1471.3,1.7,0.172,37.63,19.97,0.631,0.223,2,42.9,5.0,0.147,35.24,22.66,0.624,0.284,,,,,,,,,,,,,,,,,,,,,,,,
Pf9200340d9,39,1161.8,0.9,0.106,26.87,18.62,0.599,0.205,28,1004.1,0.7,0.123,30.8,22.95,0.6,0.27,14,434.6,2.2,0.106,28.49,21.37,0.602,0.249,24,694.9,-6.4,0.132,35.17,25.85,0.586,0.307,,,,,,,,
P9bb134b52c,48,1433.8,6.2,0.109,26.82,19.94,0.567,0.231,,,,,,,,,13,381.6,-0.5,0.078,22.74,14.34,0.508,0.203,,,,,,,,,,,,,,,,
P2b78ea748d,46,1418.0,-3.3,0.103,28.05,17.36,0.537,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd125ec3ee3,2,55.3,-8.4,0.157,34.49,27.98,0.575,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8843180e2e,26,959.2,4.0,0.133,32.76,21.58,0.576,0.237,17,586.5,7.5,0.149,33.15,19.89,0.574,0.235,,,,,,,,,3,101.4,-13.4,0.092,29.82,21.66,0.5,0.292,,,,,,,,
P212def8838,41,571.9,-14.6,0.092,32.86,19.45,0.497,0.253,26,414.5,-2.0,0.108,31.53,16.5,0.523,0.211,,,,,,,,,,,,,,,,,11,105.2,-4.4,0.082,27.37,16.42,0.628,0.188
Pef380f9642,37,1247.5,0.0,0.095,24.18,18.09,0.588,0.209,42,1174.1,0.2,0.079,22.23,17.02,0.634,0.185,6,49.8,-1.8,0.042,14.46,7.95,0.506,0.133,30,840.3,-6.9,0.083,23.65,18.47,0.598,0.215,20,374.3,-5.0,0.08,21.74,15.1,0.639,0.164
Pe581c6d22f,2,65.6,2.1,0.094,30.72,17.01,0.421,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1a46c41bff,26,710.5,-7.5,0.117,29.95,18.5,0.528,0.246,25,726.8,-2.5,0.139,37.1,22.14,0.603,0.253,,,,,,,,,,,,,,,,,,,,,,,,
Pb10189ae74,47,1573.5,0.6,0.113,26.93,14.21,0.543,0.183,20,628.9,-4.1,0.098,25.65,13.74,0.492,0.199,,,,,,,,,3,111.1,11.9,0.124,31.43,15.88,0.459,0.239,30,983.7,6.7,0.122,27.41,13.43,0.613,0.162
P16c24a4b1f,43,1047.8,-2.8,0.082,24.22,15.7,0.564,0.178,42,1059.0,2.9,0.106,26.38,15.84,0.664,0.148,15,301.6,7.4,0.107,26.26,15.87,0.563,0.181,,,,,,,,,,,,,,,,
Pdd2dc8d5b8,41,1413.0,-7.8,0.112,28.23,19.87,0.545,0.236,35,993.4,4.6,0.141,31.17,21.6,0.632,0.251,,,,,,,,,,,,,,,,,,,,,,,,
P27d264f43c,6,213.3,1.2,0.106,29.87,18.74,0.492,0.275,2,48.6,21.6,0.202,41.46,25.17,0.591,0.281,,,,,,,,,,,,,,,,,,,,,,,,
P4098a4e5cd,2,57.9,23.7,0.16,39.78,30.45,0.621,0.326,41,1105.4,-1.5,0.135,33.77,23.55,0.632,0.248,,,,,,,,,,,,,,,,,,,,,,,,
Pb779a9fa56,37,1155.5,2.9,0.09,22.9,14.67,0.516,0.186,29,682.0,-4.0,0.11,25.39,17.05,0.636,0.202,,,,,,,,,16,375.5,-18.9,0.095,21.95,11.79,0.56,0.141,,,,,,,,
Pda6183deac,24,711.9,8.4,0.126,31.2,20.53,0.551,0.247,11,368.6,1.3,0.108,27.05,15.43,0.533,0.199,,,,,,,,,32,1005.8,4.7,0.103,27.56,17.25,0.605,0.2,28,823.3,12.8,0.092,23.87,14.74,0.672,0.16
P1597c7370a,10,211.4,4.9,0.05,17.71,12.43,0.531,0.142,30,940.4,6.5,0.112,28.21,17.84,0.616,0.194,,,,,,,,,,,,,,,,,,,,,,,,
P15b4774186,13,441.5,3.6,0.145,33.43,24.71,0.575,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P503b298309,12,112.6,-10.1,0.085,25.57,20.14,0.662,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P58e5b2eaa8,4,112.4,-6.5,0.062,24.34,19.53,0.542,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8c5417b762,33,902.1,4.8,0.106,26.06,14.25,0.536,0.17,38,1131.8,-1.6,0.104,24.68,14.0,0.549,0.166,13,331.8,-10.5,0.106,24.74,12.15,0.481,0.165,,,,,,,,,,,,,,,,
P5a52d22738,50,982.6,5.5,0.118,31.07,16.41,0.64,0.18,39,709.9,-6.9,0.102,27.74,13.69,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
P4294404a76,32,800.5,-5.4,0.169,38.09,23.52,0.685,0.226,22,512.1,9.2,0.19,38.03,24.53,0.701,0.239,,,,,,,,,,,,,,,,,,,,,,,,
P4c0563638d,33,1218.3,3.8,0.114,27.51,20.86,0.694,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf3241f5074,49,1253.6,3.0,0.087,23.61,20.39,0.601,0.209,37,1161.8,2.2,0.092,28.2,24.54,0.63,0.248,13,391.3,1.3,0.072,18.49,13.71,0.595,0.158,,,,,,,,,26,749.7,7.1,0.104,26.84,21.85,0.65,0.214
P61add2364f,36,1137.3,4.1,0.116,31.91,22.22,0.559,0.239,12,371.6,2.2,0.141,33.23,22.67,0.695,0.235,,,,,,,,,,,,,,,,,,,,,,,,
Pf5ec6d144b,9,322.4,-5.3,0.106,28.92,18.2,0.511,0.246,,,,,,,,,14,381.1,-5.1,0.077,21.16,11.71,0.47,0.186,,,,,,,,,,,,,,,,
P8fc9787b05,39,982.0,-9.3,0.114,29.84,15.65,0.572,0.182,,,,,,,,,15,428.0,-0.5,0.131,28.26,13.63,0.674,0.149,29,816.0,4.0,0.139,31.28,18.09,0.695,0.2,,,,,,,,
P38e6db5ca1,,,,,,,,,4,133.4,0.1,0.117,34.26,28.86,0.596,0.283,,,,,,,,,,,,,,,,,,,,,,,,
Pf2fe8710f7,7,212.3,12.7,0.092,26.79,14.24,0.528,0.162,4,147.2,-3.6,0.085,30.09,19.57,0.5,0.218,,,,,,,,,,,,,,,,,29,1023.9,2.7,0.125,30.94,19.97,0.613,0.214
P9106a597f3,6,206.3,-0.3,0.172,42.74,34.89,0.654,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P004efe3965,41,1304.4,-5.8,0.107,25.0,17.5,0.609,0.206,,,,,,,,,,,,,,,,,32,1073.0,9.4,0.106,25.1,14.53,0.622,0.159,,,,,,,,
Pdb9cad4004,12,364.1,11.3,0.091,24.92,19.38,0.622,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8ecb19c544,6,177.1,15.6,0.13,35.58,23.38,0.53,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e0fd9667f,,,,,,,,,4,91.0,-0.1,0.201,50.25,36.01,0.631,0.361,,,,,,,,,,,,,,,,,,,,,,,,
P5c0dd77b3d,46,1483.0,-1.8,0.089,24.35,13.64,0.526,0.163,43,1144.5,-0.5,0.092,26.3,14.06,0.548,0.171,,,,,,,,,11,323.6,5.9,0.116,27.48,16.36,0.644,0.151,,,,,,,,
Pefc5241948,31,869.7,-0.1,0.09,26.04,15.32,0.534,0.193,,,,,,,,,,,,,,,,,24,672.9,11.3,0.13,33.7,16.96,0.558,0.203,,,,,,,,
P9ce3123e64,46,1005.1,2.4,0.123,32.59,18.63,0.585,0.203,19,438.2,3.5,0.092,26.13,13.8,0.541,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Pf3d3c05896,2,62.3,-21.9,0.096,27.15,18.49,0.593,0.211,,,,,,,,,12,366.4,3.4,0.092,26.72,17.09,0.505,0.233,18,495.9,-2.6,0.099,27.08,17.49,0.589,0.22,,,,,,,,
Pc317d28310,30,836.4,5.9,0.109,28.84,21.18,0.577,0.224,39,1129.1,1.7,0.1,27.13,17.66,0.615,0.192,,,,,,,,,,,,,,,,,,,,,,,,
Pbe6b6d05a9,21,548.4,4.7,0.089,22.98,15.56,0.507,0.208,10,225.7,15.1,0.044,20.26,10.69,0.387,0.164,4,85.6,9.5,0.155,29.44,18.5,0.641,0.198,29,688.2,0.3,0.072,20.77,9.21,0.512,0.126,,,,,,,,
P87c0df2ff6,32,1020.4,-3.9,0.076,24.91,17.29,0.481,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e065b4b4e,4,64.8,-2.6,0.101,31.66,16.11,0.571,0.206,20,535.0,-0.4,0.127,34.93,19.85,0.595,0.234,,,,,,,,,,,,,,,,,,,,,,,,
P98ab129fa2,20,634.7,3.8,0.094,28.93,17.3,0.524,0.215,33,1079.3,10.2,0.134,33.66,23.68,0.63,0.252,,,,,,,,,,,,,,,,,,,,,,,,
P82f3368572,47,1159.0,-0.3,0.146,33.24,13.73,0.563,0.164,42,1277.8,8.6,0.132,32.23,12.76,0.607,0.148,12,310.8,12.9,0.084,23.51,8.45,0.47,0.118,31,670.9,2.9,0.111,28.49,10.36,0.594,0.122,3,17.0,-26.0,-0.006,10.57,4.23,0.41,0.098
P6ab3598ab0,24,765.4,6.5,0.103,28.69,21.31,0.556,0.257,,,,,,,,,,,,,,,,,22,656.9,-2.2,0.123,33.38,24.33,0.593,0.271,24,701.2,2.8,0.108,28.29,18.18,0.614,0.194
P15b5ca7021,22,759.6,6.0,0.118,31.04,19.19,0.535,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e98315e7d,43,1344.9,3.3,0.108,27.89,18.82,0.542,0.222,34,962.0,-6.2,0.077,23.05,14.33,0.564,0.176,,,,,,,,,28,814.6,-3.0,0.084,23.82,13.66,0.55,0.193,,,,,,,,
Pdda77ad869,36,982.3,-6.0,0.123,33.31,20.05,0.55,0.224,16,408.8,6.0,0.152,33.82,18.5,0.693,0.186,,,,,,,,,,,,,,,,,,,,,,,,
P964dd1e5f4,,,,,,,,,8,248.6,-4.4,0.114,33.74,17.67,0.502,0.22,14,345.8,8.4,0.115,29.46,16.97,0.652,0.178,,,,,,,,,,,,,,,,
Pb2b564e4f2,41,1456.4,8.8,0.152,34.26,22.84,0.614,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb88771c23a,42,1342.6,7.2,0.095,26.14,18.07,0.577,0.186,40,1151.6,0.0,0.074,23.57,17.38,0.536,0.199,,,,,,,,,24,503.3,-13.6,0.06,21.6,14.66,0.545,0.159,,,,,,,,
P7ab7e9a49e,38,1234.9,2.3,0.092,20.55,12.86,0.572,0.142,39,1015.5,-1.6,0.076,18.54,9.0,0.603,0.099,14,320.2,-1.4,0.068,19.22,12.48,0.548,0.142,,,,,,,,,,,,,,,,
P4d3e8e1430,50,1298.5,2.5,0.122,29.78,17.66,0.592,0.191,36,1173.6,3.8,0.082,23.56,13.44,0.556,0.156,12,321.2,0.5,0.097,22.75,12.22,0.601,0.127,,,,,,,,,24,553.2,13.8,0.147,34.36,21.41,0.726,0.198
Pb670429ce2,15,297.9,-2.5,0.069,22.84,13.29,0.483,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6786e0dd88,16,585.4,-1.0,0.107,29.09,17.4,0.516,0.222,4,101.7,1.4,0.134,35.06,25.5,0.689,0.227,,,,,,,,,,,,,,,,,,,,,,,,
P67e5a8f825,7,210.2,24.1,0.163,35.79,16.61,0.534,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbb5225b691,32,717.2,4.3,0.129,33.73,17.57,0.555,0.193,27,691.2,10.2,0.102,31.67,16.93,0.479,0.231,,,,,,,,,,,,,,,,,,,,,,,,
P8eec131338,10,323.5,5.1,0.119,28.27,22.59,0.63,0.215,2,44.0,28.7,0.064,37.65,27.83,0.431,0.341,7,129.9,16.6,0.148,36.02,26.88,0.604,0.258,,,,,,,,,,,,,,,,
P4f854a47d9,40,1017.4,-7.9,0.08,25.44,14.93,0.592,0.171,38,964.6,-5.4,0.116,32.58,20.04,0.705,0.208,,,,,,,,,,,,,,,,,,,,,,,,
P5e4a09f56c,29,791.3,-6.3,0.098,28.25,21.84,0.508,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86827217ed,35,952.5,9.1,0.105,27.21,18.18,0.585,0.211,40,1111.1,-0.9,0.083,24.75,16.98,0.569,0.202,,,,,,,,,5,71.7,11.7,0.078,22.6,12.56,0.822,0.125,,,,,,,,
P9f172daeb6,,,,,,,,,25,414.6,-3.3,0.096,27.52,17.89,0.505,0.245,,,,,,,,,,,,,,,,,,,,,,,,
