pid,rsci_top100,rsci_rank,rsci_n_ranked,rsci_n_services,rsci_frac_ranked,rsci_best,rsci_worst,rsci_range,rsci_std,rsci_total_norm,rsci_chg,rsci_avg,rsci_dev,hs_height_in,hs_pos_code,hs_to_nba,hs_prep_5th,hs_years_to_draft
Pfa9e39fc67,1,97,3,6,0.5,81.0,85.0,4.0,1.7,0.106,-1.0,,,80,3,0,0,4
Pc99e2f6730,1,100,2,6,0.333,66.0,85.0,19.0,9.5,0.102,0.0,,,74,1,0,0,5
P67d2056db6,1,1,5,6,0.833,1.0,3.0,2.0,0.63,1.0,1.0,2.0,0.7,81,4,0,0,2
P74b9613d69,1,2,5,6,0.833,3.0,5.0,2.0,0.8,0.9859,3.0,3.0,0.9,75,2,1,0,0
Pf804162018,1,3,5,6,0.833,1.0,7.0,6.0,2.14,0.9717,4.0,5.0,2.4,78,2,1,0,0
P4c4f563b8c,1,4,5,6,0.833,2.0,10.0,8.0,2.73,0.9636,0.0,6.0,3.0,81,4,0,0,4
Pf72d9be4b9,1,5,5,6,0.833,5.0,7.0,2.0,0.89,0.9596,-4.0,6.0,1.0,74,1,1,0,0
Pd2241d6e4b,1,7,5,6,0.833,9.0,15.0,6.0,2.23,0.9111,-4.0,11.0,2.5,80,4,0,0,3
P51f87bc5f4,1,8,5,6,0.833,9.0,19.0,10.0,3.41,0.8889,3.0,13.0,3.8,74,1,0,0,3
Pff47b96114,1,10,5,6,0.833,6.0,32.0,26.0,9.5,0.8869,9.0,13.0,10.6,83,5,1,0,0
P19de9513b3,1,12,5,6,0.833,10.0,27.0,17.0,6.09,0.8545,1.0,16.0,6.8,78,2,1,0,0
P1dfb3826fd,1,14,5,6,0.833,11.0,29.0,18.0,6.68,0.8343,0.0,18.0,7.5,81,5,1,0,0
P456fdc6328,1,15,5,6,0.833,13.0,31.0,18.0,6.1,0.8081,27.0,21.0,6.8,77,3,0,0,4
P81f3558def,1,16,4,6,0.667,1.0,2.0,1.0,0.43,0.8061,7.0,,,79,3,1,0,0
P16997d7184,1,17,5,6,0.833,12.0,47.0,35.0,12.73,0.796,-5.0,22.0,14.2,80,4,0,0,4
P8d411cb20c,1,19,5,6,0.833,20.0,30.0,10.0,3.41,0.7778,3.0,24.0,3.8,81,4,0,0,4
P7d184fd756,1,22,5,6,0.833,15.0,46.0,31.0,10.83,0.7374,-13.0,28.0,12.1,75,2,0,0,4
Pf1e6555cfc,1,23,4,6,0.667,13.0,15.0,2.0,0.87,0.7071,-5.0,,,79,3,0,0,3
P16bd14d8e6,1,26,5,6,0.833,16.0,50.0,34.0,14.36,0.6848,1.0,33.0,16.1,76,2,0,0,3
P3daa0c9125,1,33,5,6,0.833,18.0,63.0,45.0,17.85,0.6101,18.0,41.0,20.0,83,4,0,0,5
P38bff88a77,1,15,6,7,0.857,16.0,27.0,11.0,3.58,0.8117,1.0,20.0,3.9,80,4,0,0,4
P2fe87c73a6,1,41,5,6,0.833,29.0,75.0,46.0,16.86,0.5455,-13.0,47.0,18.9,77,2,0,0,3
P4b40cf78ae,1,40,4,7,0.571,15.0,20.0,5.0,2.28,0.5583,-5.0,,,79,3,0,0,2
P37b821fb18,1,52,5,6,0.833,33.0,100.0,67.0,24.39,0.4404,0.0,57.0,27.3,78,2,0,0,4
Pebc69ca1f1,1,53,4,6,0.667,39.0,61.0,22.0,8.61,0.4343,15.0,,,78,4,0,0,5
P473b24f6eb,1,56,4,6,0.667,44.0,54.0,10.0,3.96,0.4061,25.0,,,79,3,0,0,2
Pc643573699,1,58,4,6,0.667,43.0,71.0,28.0,11.61,0.3838,39.0,,,78,3,0,0,4
Pb5a94c877c,1,58,4,6,0.667,35.0,88.0,53.0,20.38,0.3838,36.0,,,83,5,0,0,4
P4b68bd7095,1,61,5,6,0.833,40.0,95.0,55.0,22.1,0.3737,-13.0,64.0,24.7,75,1,0,0,4
P981540aa5d,1,66,5,6,0.833,59.0,94.0,35.0,12.88,0.3091,-13.0,70.0,14.4,77,2,0,0,6
Peb1d9a0135,1,66,4,6,0.667,42.0,85.0,43.0,15.8,0.3091,8.0,,,77,1,0,0,4
Pe2d0a4cddd,1,3,7,8,0.875,2.0,6.0,4.0,1.39,0.977,-2.0,4.0,1.8,76,2,0,0,1
P297adbbd5f,1,7,7,8,0.875,6.0,17.0,11.0,3.69,0.9168,0.0,9.0,2.8,80,4,0,0,2
P89d1117940,1,84,3,6,0.5,62.0,84.0,22.0,9.74,0.1859,-15.0,,,74,1,0,0,6
P27a3420564,1,93,4,6,0.667,75.0,88.0,13.0,5.43,0.1455,0.0,,,70,1,0,0,5
P8afd917a6c,1,98,3,6,0.5,67.0,100.0,33.0,13.72,0.1172,0.0,,,72,1,0,0,4
P2224af8be2,1,1,6,7,0.857,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,83,5,0,0,1
P5713a8b541,1,2,6,7,0.857,2.0,2.0,0.0,0.0,0.99,0.0,2.0,0.0,81,,0,0,1
Pd35ff5934d,1,3,6,7,0.857,3.0,7.0,4.0,1.5,0.965,0.0,5.0,1.6,81,,0,0,1
P12dc2a4dac,1,4,6,7,0.857,3.0,8.0,5.0,1.71,0.955,1.0,6.0,1.9,83,5,0,0,1
P20418f8d52,1,5,6,7,0.857,3.0,9.0,6.0,1.86,0.9517,2.0,6.0,2.0,72,1,0,0,3
P8bc7e2260e,1,6,6,7,0.857,4.0,8.0,4.0,1.29,0.95,0.0,6.0,1.4,80,,0,0,1
P922c03ccad,1,7,6,7,0.857,3.0,10.0,7.0,2.75,0.9467,2.0,6.0,3.0,78,3,0,0,3
P6fd4123c4d,1,8,6,7,0.857,3.0,11.0,8.0,2.52,0.94,-4.0,7.0,2.8,76,2,0,0,3
Pab86c7dfaf,1,9,6,7,0.857,8.0,11.0,3.0,1.07,0.9083,-1.0,10.0,1.2,83,4,0,0,2
Pef77516e2b,1,10,6,7,0.857,9.0,17.0,8.0,2.81,0.8867,8.0,12.0,3.1,76,3,0,0,3
P4b0ccf34e0,1,11,6,7,0.857,9.0,16.0,7.0,3.02,0.8783,1.0,13.0,3.3,81,3,0,0,2
P2f5200d27c,1,12,6,7,0.857,6.0,28.0,22.0,7.75,0.8683,2.0,14.0,8.5,77,2,0,0,1
Pb70d7d0b57,1,13,6,7,0.857,12.0,24.0,12.0,4.19,0.8567,4.0,15.0,4.6,77,2,0,0,1
P4570803785,1,14,6,7,0.857,12.0,22.0,10.0,4.06,0.8517,-1.0,16.0,4.4,71,1,0,0,4
P4f47ca7b5d,1,16,6,7,0.857,12.0,37.0,25.0,8.62,0.81,-6.0,20.0,9.4,81,4,0,0,5
P6ff85cb7e1,1,17,6,7,0.857,14.0,25.0,11.0,4.67,0.8083,-6.0,20.0,5.1,81,4,0,0,4
P7e5e28e6b3,1,19,6,7,0.857,9.0,28.0,19.0,6.64,0.7917,2.0,22.0,7.3,83,5,0,0,2
P8a6c25e945,1,20,6,7,0.857,15.0,42.0,27.0,9.23,0.7817,0.0,23.0,10.1,80,3,0,0,5
Pbcd324b348,1,21,6,7,0.857,18.0,28.0,10.0,3.53,0.7783,1.0,23.0,3.9,73,1,0,0,1
Pcd4698d422,1,23,5,7,0.714,5.0,17.0,12.0,3.85,0.75,1.0,,,76,3,0,0,3
Pc430805a15,1,24,6,7,0.857,18.0,54.0,36.0,12.21,0.74,-6.0,27.0,13.4,79,2,0,0,3
P977d8b209e,1,30,7,8,0.875,16.0,56.0,40.0,12.66,0.6951,-4.0,34.0,15.8,77,2,0,0,2
Pdc16ca4e2e,1,27,6,7,0.857,16.0,48.0,32.0,10.53,0.7183,1.0,29.0,11.5,79,3,0,0,4
P376f10f64c,1,29,6,7,0.857,16.0,49.0,33.0,11.52,0.69,-3.0,32.0,12.6,72,1,0,0,2
P05848850fc,1,36,6,7,0.857,25.0,53.0,28.0,9.25,0.585,10.0,43.0,10.1,75,2,0,0,5
Pf755f2c0c0,1,45,6,7,0.857,29.0,85.0,56.0,21.51,0.47,-4.0,54.0,23.6,75,2,0,0,5
P38fd19ed26,1,46,5,7,0.714,32.0,75.0,43.0,15.05,0.4617,-7.0,,,80,4,0,0,3
Pa0dded8876,1,57,5,7,0.714,39.0,78.0,39.0,13.64,0.4,12.0,,,76,2,0,0,3
Pdb3f441dab,1,60,6,7,0.857,51.0,92.0,41.0,13.42,0.38,13.0,63.0,14.7,82,,0,0,2
P26f8dd510c,1,64,4,7,0.571,39.0,67.0,28.0,10.23,0.3033,0.0,,,86,5,0,0,3
Pe03992058c,1,77,4,7,0.571,53.0,100.0,47.0,18.23,0.2133,18.0,,,81,4,0,0,4
P581e368d46,1,82,5,7,0.714,64.0,92.0,28.0,9.44,0.175,-14.0,,,81,5,0,0,4
Pc62b6f4e46,1,83,4,7,0.571,66.0,82.0,16.0,6.75,0.1733,-17.0,,,80,5,0,0,4
P07a1fb349e,1,90,3,7,0.429,55.0,99.0,44.0,19.87,0.15,0.0,,,74,2,0,0,5
P4793f789c0,1,93,2,7,0.286,46.0,74.0,28.0,14.0,0.1367,0.0,,,77,2,0,0,4
Pe6ceea2b5e,1,97,3,7,0.429,68.0,86.0,18.0,7.59,0.1267,-16.0,,,82,5,0,0,4
Pbd2eb786d3,1,99,2,7,0.286,60.0,68.0,8.0,4.0,0.1233,0.0,,,79,3,0,0,4
P552ea773e2,1,1,7,8,0.875,1.0,4.0,3.0,1.12,1.0,0.0,3.0,1.3,76,,0,0,1
Pdfe2a49906,1,2,7,8,0.875,1.0,6.0,5.0,1.68,0.9957,0.0,3.0,2.4,81,4,0,0,1
Pd43d378f42,1,3,7,8,0.875,2.0,4.0,2.0,0.88,0.9942,4.0,3.0,1.0,75,2,0,0,1
P722aa856f7,1,4,7,8,0.875,1.0,8.0,7.0,2.13,0.9855,-1.0,3.0,1.5,80,4,0,0,1
P2d45174d7f,1,5,7,8,0.875,3.0,8.0,5.0,1.39,0.9682,0.0,5.0,2.1,74,1,0,0,1
P69e13b90fc,1,6,7,8,0.875,4.0,6.0,2.0,0.73,0.9668,0.0,6.0,0.5,80,3,0,0,4
P5f07dfebd6,1,7,7,8,0.875,5.0,13.0,8.0,3.02,0.9263,0.0,9.0,3.4,75,2,0,0,1
Pab534e249b,1,8,7,8,0.875,7.0,18.0,11.0,3.74,0.9162,10.0,8.0,1.0,80,4,0,0,1
Pffe825f9b7,1,9,7,8,0.875,7.0,15.0,8.0,2.49,0.9032,7.0,12.0,1.7,80,,0,0,1
P3f25ee2633,1,10,7,8,0.875,9.0,17.0,8.0,2.75,0.8988,38.0,14.0,2.8,80,4,0,0,3
Pb58f931dd3,1,11,7,8,0.875,8.0,17.0,9.0,3.11,0.896,12.0,11.0,2.6,76,1,0,0,2
Pc3a5f10000,1,12,7,8,0.875,9.0,22.0,13.0,4.03,0.8829,5.0,12.0,3.3,84,4,0,0,1
P7c1c1e7eac,1,13,7,8,0.875,8.0,26.0,18.0,6.88,0.8728,11.0,15.0,7.0,82,4,0,0,1
P7c81e9aca5,1,15,7,8,0.875,9.0,30.0,21.0,7.13,0.8569,-6.0,16.0,5.0,82,4,0,0,1
P146ec7320a,1,16,7,8,0.875,13.0,23.0,10.0,3.56,0.8382,13.0,19.0,4.2,80,4,0,0,2
P2acc089d0e,1,17,7,8,0.875,11.0,27.0,16.0,4.97,0.8107,36.0,19.0,6.3,77,2,0,0,2
Pa98bcc077b,1,18,7,8,0.875,6.0,39.0,33.0,9.74,0.8049,-5.0,26.0,10.6,75,2,0,0,4
Pe82bc0553e,1,19,7,8,0.875,14.0,29.0,15.0,4.78,0.8035,1.0,24.0,5.0,80,4,0,0,3
P1738f63a26,1,20,7,8,0.875,15.0,29.0,14.0,4.17,0.7948,21.0,23.0,4.1,72,1,0,0,2
P7e584efe40,1,22,7,8,0.875,10.0,38.0,28.0,10.41,0.75,-10.0,29.0,12.8,82,5,0,0,3
Paef9538004,1,23,7,8,0.875,21.0,35.0,14.0,5.03,0.7413,16.0,27.0,5.6,75,2,0,0,4
P3d55371834,1,24,7,8,0.875,19.0,39.0,20.0,6.28,0.7384,20.0,25.0,4.5,85,5,0,0,3
Pb46ac34cd7,1,28,7,8,0.875,18.0,73.0,55.0,17.61,0.7009,53.0,35.0,26.0,78,3,0,0,3
P0736b54145,1,31,7,8,0.875,17.0,53.0,36.0,12.08,0.6879,-17.0,37.0,16.5,73,1,0,0,4
Pf37ef86b30,1,31,7,8,0.875,17.0,53.0,36.0,12.08,0.6879,-17.0,37.0,16.5,73,1,0,0,5
P7ef2b1cf05,1,34,7,8,0.875,20.0,57.0,37.0,11.7,0.6561,0.0,36.0,16.8,81,3,0,0,2
P5e4e4a8cf1,1,36,7,8,0.875,18.0,58.0,40.0,17.13,0.6431,0.0,40.0,20.9,79,4,0,0,2
P749792a28d,1,39,7,8,0.875,19.0,65.0,46.0,14.97,0.6257,0.0,28.0,6.8,80,,0,0,4
Pfe669c03c3,1,41,7,8,0.875,35.0,55.0,20.0,6.32,0.5665,-9.0,49.0,5.1,77,3,0,0,2
P60425a0c89,1,46,7,8,0.875,43.0,60.0,17.0,6.26,0.5159,0.0,48.0,8.2,79,4,0,0,2
P53502448c1,1,47,7,8,0.875,37.0,95.0,58.0,18.29,0.4942,25.0,59.0,24.6,82,4,0,0,4
P54e531f2ec,1,51,5,8,0.625,20.0,64.0,44.0,14.18,0.4176,0.0,,,81,4,0,0,3
Ped95bfcd7e,1,68,6,8,0.75,51.0,90.0,39.0,12.81,0.274,10.0,,,76,2,0,0,2
P0086aec335,1,55,7,8,0.875,46.0,81.0,35.0,11.96,0.3743,0.0,59.0,14.0,73,1,0,0,2
P9cc36d2c64,1,60,7,8,0.875,43.0,97.0,54.0,18.41,0.3324,-18.0,66.0,22.8,80,,0,0,4
P2cdeb4bf00,1,61,7,8,0.875,51.0,88.0,37.0,10.82,0.3251,2.0,64.0,9.7,80,3,0,0,5
P268ca85d2e,1,63,4,8,0.5,29.0,62.0,33.0,14.6,0.3056,0.0,,,79,4,0,0,3
Pf14243ec5e,1,69,2,8,0.25,7.0,7.0,0.0,0.0,0.2717,-65.0,,,77,3,0,0,1
P96af95e7fd,1,88,6,8,0.75,73.0,93.0,20.0,7.34,0.1416,0.0,,,82,4,0,0,4
P2d49f5a403,1,67,4,8,0.5,33.0,80.0,47.0,17.05,0.2769,0.0,,,79,4,0,0,3
P52f9046b71,1,1,7,8,0.875,1.0,4.0,3.0,1.05,1.0,7.0,2.0,1.3,73,1,1,0,1
Pab257f8a15,1,2,7,8,0.875,2.0,4.0,2.0,0.7,0.9813,2.0,3.0,0.8,75,2,0,0,1
P11d27a665c,1,4,7,8,0.875,2.0,9.0,7.0,2.45,0.9742,-1.0,4.0,2.9,80,5,0,0,2
Pad8e6fd6b0,1,5,7,8,0.875,2.0,8.0,6.0,2.06,0.9584,1.0,6.0,1.6,78,3,0,0,1
Pc58bcc8049,1,6,7,8,0.875,5.0,20.0,15.0,4.73,0.9225,-4.0,7.0,2.2,82,4,0,0,2
Pcb72b419f2,1,8,7,8,0.875,1.0,34.0,33.0,10.43,0.9125,-3.0,12.0,13.1,84,5,0,0,1
P8fac339738,1,9,7,8,0.875,6.0,16.0,10.0,3.37,0.901,1.0,11.0,4.4,80,4,0,0,2
Pcc25131c3d,1,11,7,8,0.875,5.0,25.0,20.0,6.69,0.8809,0.0,15.0,8.4,77,3,0,0,5
Pec2bc35d4f,1,13,7,8,0.875,5.0,26.0,21.0,6.39,0.8709,7.0,13.0,5.4,76,2,0,0,2
P701bdb09e4,1,14,7,8,0.875,9.0,25.0,16.0,4.95,0.8479,14.0,16.0,3.3,80,4,0,0,3
Pd646388a2b,1,15,7,8,0.875,15.0,21.0,6.0,2.13,0.8393,-1.0,17.0,1.9,76,2,0,0,2
P2e890c30d2,1,15,7,8,0.875,12.0,29.0,17.0,5.83,0.8393,4.0,18.0,7.5,73,1,0,0,3
P9df5f3f8bb,1,17,7,8,0.875,6.0,29.0,23.0,6.96,0.8307,-2.0,19.0,4.3,80,4,0,0,6
Pbc5d4fc393,1,18,7,8,0.875,7.0,33.0,26.0,8.4,0.8235,-1.0,20.0,8.2,83,5,0,0,4
P6f36cd1fed,1,19,7,8,0.875,13.0,31.0,18.0,5.22,0.7848,-1.0,26.0,3.2,80,4,0,0,2
P52af59d765,1,20,7,8,0.875,8.0,48.0,40.0,12.8,0.7461,2.0,28.0,15.9,76,1,0,0,3
P64210277c7,1,21,7,8,0.875,19.0,47.0,28.0,8.63,0.7346,41.0,28.0,11.3,77,3,0,0,4
P47e2698d94,1,22,7,8,0.875,18.0,39.0,21.0,8.31,0.726,-10.0,27.0,9.7,76,2,0,0,3
Pef94ae3f83,1,27,7,8,0.875,20.0,43.0,23.0,6.86,0.6772,6.0,34.0,3.6,83,5,0,0,5
P88b9812a96,1,86,2,5,0.4,50.0,80.0,30.0,15.0,0.1443,-8.0,,,74,2,0,0,3
P966e81614a,1,30,5,8,0.625,9.0,13.0,4.0,1.6,0.6442,-17.0,,,80,3,0,0,2
P0b3e754c0e,1,33,7,8,0.875,19.0,66.0,47.0,14.45,0.6356,7.0,40.0,16.0,79,3,0,0,2
P7f14bdd3aa,1,34,7,8,0.875,25.0,57.0,32.0,10.99,0.6341,-10.0,35.0,10.1,78,,0,0,3
Pc8a80657b3,1,35,7,8,0.875,22.0,49.0,27.0,8.25,0.6313,1.0,42.0,5.0,78,3,0,0,4
P58c3f134a2,1,20,6,6,1.0,12.0,29.0,17.0,5.52,0.7997,17.0,21.0,6.0,78,3,0,0,3
P17aee771c1,1,44,7,8,0.875,22.0,71.0,49.0,17.13,0.5251,19.0,53.0,19.6,72,1,0,0,6
P093d3a11ad,1,47,7,8,0.875,29.0,73.0,44.0,16.07,0.5093,2.0,49.0,16.7,80,4,0,0,4
P9fd176d178,1,51,7,8,0.875,32.0,99.0,67.0,23.59,0.4118,1.0,60.0,24.1,82,5,0,0,4
Pbf890a872a,1,56,6,8,0.75,50.0,70.0,20.0,7.3,0.3659,-12.0,,,79,3,0,0,4
Pbb710ba6e6,1,57,4,8,0.5,18.0,61.0,43.0,15.51,0.3601,0.0,,,82,4,0,0,3
Pb0e43997bd,1,58,5,8,0.625,38.0,78.0,40.0,13.55,0.3443,0.0,,,77,,0,0,3
P91c52ea937,1,59,6,8,0.75,33.0,92.0,59.0,19.75,0.3271,-22.0,57.0,18.2,72,2,0,0,4
Pd9273beb4e,1,73,7,8,0.875,41.0,98.0,57.0,18.62,0.2367,0.0,79.0,22.9,75,2,0,0,4
Pc6eddeb128,1,80,4,8,0.5,44.0,93.0,49.0,17.7,0.1994,10.0,,,70,1,0,0,3
P4bc4764e2a,1,81,4,8,0.5,40.0,99.0,59.0,24.23,0.1966,-26.0,,,81,4,0,0,4
Pa548aa166c,1,95,2,8,0.25,36.0,85.0,49.0,24.5,0.1162,-4.0,,,78,4,0,0,4
Pb172e7dcfc,1,95,2,8,0.25,52.0,69.0,17.0,8.5,0.1162,0.0,,,78,3,0,0,4
Pcc98298533,1,1,7,8,0.875,1.0,3.0,2.0,0.73,1.0,0.0,2.0,0.8,81,5,0,0,1
Pd01ecb3669,1,2,7,8,0.875,1.0,6.0,5.0,1.77,0.9856,11.0,3.0,1.7,75,1,0,0,1
Pb3be83363c,1,3,7,8,0.875,2.0,5.0,3.0,1.05,0.9813,2.0,4.0,1.1,82,5,0,0,1
P871b04878c,1,4,7,8,0.875,1.0,9.0,8.0,2.49,0.9784,5.0,2.0,1.1,74,2,0,0,1
P400aecdd2c,1,5,7,8,0.875,3.0,6.0,3.0,0.9,0.9698,-2.0,5.0,0.7,82,4,0,0,3
P10d0b75bed,1,6,7,8,0.875,3.0,8.0,5.0,1.73,0.9569,-4.0,6.0,2.0,78,2,0,0,1
P84b7d3abc9,1,7,7,8,0.875,5.0,16.0,11.0,3.29,0.9296,3.0,10.0,3.7,81,4,0,0,3
P0aa146e53e,1,8,7,8,0.875,7.0,12.0,5.0,1.96,0.9239,-4.0,10.0,2.2,77,3,0,0,1
P15f2c20d7d,1,14,7,8,0.875,10.0,32.0,22.0,6.72,0.8391,-2.0,20.0,6.9,81,4,0,0,4
P31b4a243f7,1,18,7,8,0.875,10.0,55.0,45.0,14.46,0.8075,1.0,21.0,19.1,83,4,0,0,4
P4d2f3d5dbd,1,19,7,8,0.875,13.0,31.0,18.0,6.39,0.8003,-5.0,20.0,6.5,81,5,0,0,1
P337ea84d5c,1,19,7,8,0.875,11.0,30.0,19.0,6.63,0.8003,-11.0,20.0,8.0,78,2,0,0,3
Pe1228b6b2c,1,22,6,8,0.75,6.0,15.0,9.0,3.54,0.773,-4.0,,,79,3,0,0,2
Pbe0e1f0064,1,23,7,8,0.875,20.0,30.0,10.0,2.88,0.7644,-3.0,26.0,2.7,73,1,0,0,3
P45b94f1aab,1,56,4,6,0.667,17.0,84.0,67.0,26.83,0.4124,0.0,,,76,,0,0,3
P5e50445e82,1,27,7,8,0.875,24.0,39.0,15.0,6.15,0.6954,15.0,32.0,6.4,71,1,0,0,4
Pf849910cdc,1,28,7,8,0.875,24.0,40.0,16.0,5.63,0.694,-5.0,32.0,5.5,80,4,0,0,3
P6d4d3ba13b,1,29,7,8,0.875,15.0,52.0,37.0,13.48,0.6853,22.0,34.0,15.7,76,2,0,0,3
Pbd387aad50,1,30,7,8,0.875,22.0,59.0,37.0,12.99,0.6796,-1.0,30.0,10.2,69,1,0,0,1
P47044d9385,1,31,7,8,0.875,19.0,49.0,30.0,8.46,0.6667,-7.0,34.0,10.9,79,4,0,0,3
P2e873db9ac,1,32,7,8,0.875,21.0,51.0,30.0,11.77,0.6638,13.0,38.0,13.5,79,3,0,0,2
Pfa73181e89,1,37,7,8,0.875,25.0,59.0,34.0,11.48,0.5934,9.0,43.0,11.0,81,4,0,0,5
Pbbdf67d0e0,1,38,7,8,0.875,26.0,60.0,34.0,13.01,0.592,3.0,43.0,13.8,81,4,0,0,5
Pb51c66667f,1,22,5,5,1.0,18.0,27.0,9.0,3.31,0.7836,4.0,23.0,3.7,74,2,0,0,3
Pb10604e423,1,43,7,8,0.875,35.0,79.0,44.0,13.53,0.5086,-11.0,53.0,15.8,81,4,0,0,4
P22add316a5,1,48,7,8,0.875,40.0,70.0,30.0,9.47,0.4684,0.0,54.0,6.6,77,3,0,0,2
P0d0da4d2bc,1,52,5,8,0.625,23.0,69.0,46.0,15.47,0.4397,27.0,,,72,1,0,0,1
P24a562f4ba,1,56,7,8,0.875,27.0,97.0,70.0,21.21,0.4023,5.0,57.0,25.7,78,4,0,0,4
P14fdb083b4,1,69,6,8,0.75,36.0,86.0,50.0,17.22,0.2716,-13.0,62.0,18.8,75,2,0,0,3
P93861fcc04,1,72,6,8,0.75,62.0,84.0,22.0,8.13,0.2601,-6.0,75.0,7.4,79,4,0,0,4
P310fe8e32c,1,76,3,8,0.375,32.0,63.0,31.0,12.76,0.2356,-49.0,,,78,3,0,0,4
P7d77f683c0,1,23,6,6,1.0,18.0,35.0,17.0,5.47,0.7555,6.0,26.0,6.0,77,2,0,0,1
P488064c36d,1,91,3,8,0.375,45.0,88.0,43.0,18.67,0.1681,-4.0,,,76,2,0,0,4
Pa47459a77d,1,92,5,8,0.625,51.0,99.0,48.0,16.3,0.1595,-15.0,,,81,5,0,0,5
P319cf0c2e0,1,99,4,8,0.5,71.0,87.0,16.0,5.85,0.1178,0.0,,,78,3,0,0,3
Pb035a35ee9,1,100,3,8,0.375,56.0,94.0,38.0,15.58,0.1164,0.0,,,79,4,0,0,2
Pb5ebcb5d6c,1,1,6,6,1.0,1.0,2.0,1.0,0.37,1.0,0.0,1.0,0.4,78,3,0,0,2
P83b3d780d7,1,2,6,6,1.0,2.0,5.0,3.0,1.07,0.98,0.0,3.0,1.2,80,5,0,0,2
P575f19a655,1,2,6,6,1.0,2.0,4.0,2.0,0.9,0.98,2.0,3.0,1.0,73,1,0,0,1
P4a7a8900d7,1,4,6,6,1.0,3.0,6.0,3.0,1.11,0.9649,-1.0,5.0,1.2,75,1,0,0,1
Pce627023f0,1,5,6,6,1.0,6.0,7.0,1.0,0.5,0.9466,3.0,7.0,0.5,79,4,0,0,1
Pc4acbf93e3,1,6,6,6,1.0,1.0,12.0,11.0,3.98,0.9432,2.0,7.0,4.4,74,1,0,0,1
P5969d3ea2a,1,7,6,6,1.0,2.0,25.0,23.0,8.05,0.9399,91.0,7.0,8.8,81,4,0,0,1
Pd2430f6dfc,1,8,6,6,1.0,7.0,11.0,4.0,1.38,0.9165,-3.0,10.0,1.5,81,5,0,0,2
Pc8dae45369,1,9,6,6,1.0,7.0,17.0,10.0,3.37,0.9115,-3.0,10.0,3.7,81,4,0,0,1
P798e5b71ce,1,10,6,6,1.0,8.0,16.0,8.0,2.43,0.8982,-3.0,11.0,2.7,78,2,0,0,2
Pcfae2f19b7,1,11,6,6,1.0,8.0,18.0,10.0,3.59,0.8965,4.0,12.0,3.9,79,4,0,0,2
P4d8e3ba87c,1,13,6,6,1.0,8.0,21.0,13.0,3.94,0.8681,9.0,14.0,4.3,75,1,0,0,1
Pa3f9e715ae,1,14,6,6,1.0,8.0,25.0,17.0,5.15,0.8631,3.0,15.0,5.6,84,5,0,0,2
Pccb83c9fcb,1,15,6,6,1.0,10.0,18.0,8.0,2.69,0.8564,-5.0,16.0,2.9,78,2,0,0,3
P607c704c53,1,17,6,6,1.0,12.0,24.0,12.0,4.61,0.8381,-5.0,17.0,5.0,78,4,0,0,3
Pf209014384,1,22,6,6,1.0,17.0,43.0,26.0,8.56,0.7579,7.0,25.0,9.4,73,1,0,0,3
P42d7cc83b1,1,24,6,6,1.0,20.0,35.0,15.0,5.42,0.7513,-6.0,26.0,5.9,78,3,0,0,1
Pca1e2194fa,1,25,6,6,1.0,22.0,32.0,10.0,3.4,0.7479,-6.0,26.0,3.7,75,1,0,0,2
P47e358160b,1,26,6,6,1.0,21.0,33.0,12.0,4.11,0.7462,-5.0,27.0,4.5,76,2,0,0,2
Pa9426d162d,1,27,6,6,1.0,17.0,41.0,24.0,7.85,0.7362,-3.0,28.0,8.6,82,5,0,0,4
P645a205457,1,28,6,6,1.0,27.0,41.0,14.0,4.71,0.6778,0.0,33.0,5.2,79,3,0,0,4
P3f927eeca6,1,29,6,6,1.0,19.0,47.0,28.0,10.19,0.6761,7.0,34.0,11.2,82,5,0,0,2
P43f8251240,1,31,6,6,1.0,15.0,63.0,48.0,16.92,0.6628,2.0,35.0,13.0,74,2,0,0,2
Pc3d030ae81,1,33,6,6,1.0,26.0,48.0,22.0,7.61,0.6477,23.0,36.0,8.3,77,2,0,0,2
P26e74779f0,1,34,6,6,1.0,27.0,45.0,18.0,5.53,0.6461,-3.0,37.0,6.1,73,2,0,0,5
P6e49424689,1,38,6,6,1.0,25.0,74.0,49.0,14.83,0.576,3.0,44.0,16.2,81,4,0,0,4
P9da0cf7014,1,40,6,6,1.0,37.0,60.0,23.0,8.43,0.5593,-6.0,45.0,9.2,77,2,0,0,4
P591a253b3e,1,41,6,6,1.0,27.0,61.0,34.0,10.75,0.5576,-2.0,45.0,11.8,68,1,0,0,3
P94ee422c65,1,43,6,6,1.0,30.0,67.0,37.0,13.79,0.5459,-5.0,47.0,15.1,80,4,0,0,6
Pd7b7b2dd0a,1,44,6,6,1.0,31.0,64.0,33.0,11.84,0.5192,-12.0,49.0,13.0,80,4,0,0,2
Pf22b67943e,1,48,5,6,0.833,24.0,90.0,66.0,23.91,0.4858,5.0,,,75,1,0,0,3
Pf634b73f97,1,54,6,6,1.0,34.0,81.0,47.0,15.01,0.4307,-5.0,58.0,16.4,77,2,0,0,5
P0ee95e3925,1,59,6,6,1.0,54.0,75.0,21.0,7.82,0.3823,-2.0,63.0,8.6,80,4,0,0,4
