pid,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span
P4bc4764e2a,-0.322,0.18,0.034,0.0,0.084,2.5,1.366,2.068,-0.522,34.0,1,20.5,11.766,13.7,4,1,4.27,0.569,3
P0af0ac79ae,,,,,,,,,,33.0,1,32.2,14.981,0.0,1,1,,,0
P86ef73625c,0.25,0.125,0.005,0.052,0.04,0.0,1.75,-2.0,0.0,35.0,1,28.8,21.5,0.0,2,1,0.0,1.75,1
P82bbff96e6,0.602,0.171,-0.037,-0.004,0.074,5.6,-0.818,-0.081,0.261,24.0,0,36.4,18.0,5.6,2,1,5.6,-0.818,1
P989e9714fc,3.296,0.254,0.55,0.41,0.71,12.2,13.183,4.31,1.521,30.0,0,14.2,13.183,9.3,3,0,4.65,-2.225,2
P170284fab5,0.613,0.945,-0.046,-0.097,-0.032,4.8,0.687,0.776,0.686,29.0,1,31.7,17.148,21.8,3,1,10.9,2.029,2
P4bbcd3bc18,1.096,0.332,-0.046,0.07,0.044,-1.8,3.285,0.914,0.262,33.0,1,32.5,22.597,1.8,3,1,0.9,3.794,2
P1e59a7a7a1,,,,,,,,,,26.0,1,27.4,16.423,0.0,1,1,,,0
Pcf11d56327,-0.692,-0.118,0.044,0.015,-0.028,0.8,0.782,-0.603,-0.015,25.0,1,34.2,16.842,7.7,4,1,2.39,1.515,4
P93a802efd4,-0.253,0.336,0.028,0.065,0.051,1.4,3.104,-2.524,0.902,28.0,1,30.6,20.118,18.6,4,1,6.33,4.266,4
Pfa7ab0de3c,-0.249,0.022,-0.002,0.041,-0.037,-1.8,0.03,-1.256,0.067,35.0,1,33.3,18.595,19.2,4,1,6.21,2.37,3
P57ab80ef44,0.733,-0.77,-0.029,-0.025,0.168,-0.6,0.593,-1.312,-0.1,34.0,1,31.4,19.605,-0.6,2,1,-0.6,0.593,1
P8048267828,1.609,-0.147,0.016,0.021,-0.002,1.7,-0.296,-0.108,0.044,39.0,0,32.6,20.209,16.5,4,1,5.01,1.22,3
P9155961dd2,-1.178,0.337,-0.026,0.021,0.009,-1.0,1.373,-0.042,-0.132,33.0,1,33.0,17.891,5.8,4,1,2.49,4.24,3
P0d7bcc4d57,0.21,-0.059,0.016,-0.113,0.032,14.6,3.348,0.94,0.586,34.0,1,27.5,10.604,14.6,2,1,14.6,3.348,1
P392363bcf2,,,,,,,,,,13.0,1,21.4,18.841,0.0,1,1,,,0
Pb779a9fa56,0.534,-0.152,0.025,0.004,0.015,3.0,1.734,0.274,-0.065,34.0,1,33.1,16.205,21.0,3,1,10.5,2.152,2
Pbafaf944fd,-1.566,-0.977,0.029,0.123,0.074,-1.9,1.389,1.044,0.079,36.0,1,32.6,21.423,0.4,3,1,0.2,1.879,3
Pfe357344e4,-0.08,0.056,0.123,0.123,-0.06,10.6,6.487,0.467,0.875,34.0,1,23.6,22.271,10.6,2,1,10.6,6.487,1
Pc0b16a51f2,-0.564,-0.15,-0.023,-0.135,-0.028,-1.86,-0.513,0.558,-0.667,48.0,0,19.9,11.126,5.5,5,0,1.066,-1.274,4
P82f3368572,-0.479,-0.268,0.001,-0.134,-0.089,3.9,-0.309,4.39,-0.222,34.0,0,28.4,13.944,3.9,2,1,3.9,-0.309,1
P5a277fef0e,0.997,-0.754,-0.04,-0.027,-0.037,6.1,0.782,-0.844,0.299,31.0,1,28.1,16.655,7.8,3,1,3.9,2.387,3
P2382218b2e,-0.646,0.153,0.101,0.121,0.036,-0.4,5.022,0.25,-0.512,21.0,1,26.9,18.736,-0.4,2,1,-0.4,5.022,1
Pc3390f55d0,,,,,,,,,,39.0,1,29.1,15.588,0.0,1,1,,,0
P3dd06c5ebd,-0.112,0.297,0.009,0.041,0.009,2.7,2.895,2.164,0.328,37.0,1,33.2,19.301,6.6,4,1,1.54,2.549,3
P47c5a2733b,1.295,-0.49,0.037,0.054,0.052,3.7,-0.546,-1.44,0.671,33.0,0,31.0,17.652,24.4,4,1,7.52,2.05,3
Ped12721a79,0.934,-0.027,0.076,0.031,0.129,5.7,6.407,1.861,0.037,33.0,1,30.6,18.118,16.1,4,1,6.53,1.167,4
Pbfadf35dca,1.021,-0.003,0.01,0.029,-0.087,0.1,0.181,2.264,0.226,23.0,1,31.6,14.924,16.5,4,1,5.84,2.261,3
P130d4826ef,1.137,0.022,0.032,-0.035,0.052,-2.3,1.931,-1.131,0.08,32.0,1,32.6,16.785,0.0,4,1,0.25,0.372,3
Pe581c6d22f,0.662,0.29,-0.044,-0.08,-0.115,1.8,-1.139,1.265,-0.304,19.0,0,33.7,12.178,1.8,2,1,1.8,-1.139,1
Pc46db0f497,-0.9,-0.202,-0.051,0.001,0.089,-1.5,-0.379,0.433,0.082,18.0,0,28.6,9.189,-1.5,2,1,-1.5,-0.379,1
Pe896f378ca,-0.758,0.485,0.006,0.05,-0.043,7.9,4.059,1.71,0.157,31.0,1,32.3,20.731,21.7,4,1,6.47,2.62,3
Pd9320fa884,0.981,-0.018,-0.029,-0.034,-0.016,0.17,-0.867,-0.239,-0.283,50.0,0,25.08,20.216,18.75,13,0,1.118,0.818,12
P398088f587,0.126,-0.537,-0.038,-0.095,0.129,24.9,2.734,-0.129,-0.035,40.0,1,35.2,12.17,24.9,2,1,24.9,2.734,1
P53d139a0c8,-0.289,-0.665,0.026,0.027,0.023,-1.6,-0.486,0.248,0.238,40.0,0,34.3,13.854,5.4,4,1,2.07,0.59,3
P868c7d320b,-0.672,0.236,-0.039,0.033,-0.03,-1.5,1.355,0.316,0.057,31.0,1,33.1,16.858,20.3,4,1,6.98,2.464,3
P85bbbd5241,0.908,0.485,0.056,0.049,-0.066,1.5,4.941,3.957,0.052,20.0,1,34.4,18.837,1.5,2,1,1.5,4.941,1
P63236d3a70,-0.262,0.109,0.045,0.083,0.095,14.5,7.445,1.079,0.203,30.0,1,33.0,17.564,14.5,2,1,14.5,7.445,1
P94d904f95a,-0.298,-0.144,0.056,0.005,0.022,1.2,1.162,-0.982,-0.386,40.0,1,31.0,16.142,8.7,3,1,4.35,0.322,2
Pd3ead775c1,-0.239,-0.008,-0.054,-0.245,0.036,0.2,-4.796,-0.283,-0.118,35.0,0,31.7,17.375,0.2,2,1,0.2,-4.796,1
Pd8244d9a42,0.346,-0.571,0.034,-0.4,0.112,17.1,4.054,0.244,-0.09,32.0,1,31.4,13.873,17.1,2,1,17.1,4.054,1
P34c7aa9885,0.578,-0.268,0.076,0.014,0.042,2.1,1.24,0.481,0.838,40.0,0,31.6,15.152,4.0,4,1,1.37,-0.145,3
P416dc6431a,-0.248,0.045,0.043,0.026,-0.028,6.1,3.789,-0.682,-0.095,35.0,1,28.3,13.357,21.7,4,1,7.17,3.334,3
P9305edebac,0.161,0.111,0.026,0.039,0.105,2.8,0.948,0.101,-0.101,34.0,0,23.8,10.891,13.4,3,1,6.7,-0.093,2
Pa08fe4841f,,,,,,,,,,37.0,1,29.7,12.485,0.0,1,1,,,0
Pe3864f9800,,,,,,,,,,32.0,1,26.2,16.489,0.0,1,1,,,0
Pbe6b6d05a9,0.547,0.257,-0.046,-0.048,0.022,-0.8,-0.185,0.709,0.038,36.0,0,30.8,15.195,6.4,3,1,3.2,1.401,2
P1a41a85440,,,,,,,,,,31.0,1,30.2,15.616,0.0,1,1,,,0
P41704425e7,0.167,-0.424,0.039,0.25,0.115,-4.0,0.223,0.195,0.05,39.0,0,20.8,10.385,1.9,5,1,0.84,-0.27,4
P473649a3ff,,,,,,,,,,33.0,1,28.9,15.571,0.0,1,1,,,0
P53f786523f,,,,,,,,,,7.0,1,10.5,7.2,0.0,1,0,,,0
Pc74b3d476e,0.498,0.609,0.001,0.043,-0.051,-5.8,0.958,0.475,0.59,31.0,1,31.1,20.373,3.3,4,1,1.37,1.434,3
Pb3be83363c,,,,,,,,,,38.0,1,23.5,23.132,0.0,1,1,,,0
P75b2e5cfed,-0.462,-0.082,-0.024,0.018,0.035,11.3,2.612,-0.421,-0.259,33.0,1,37.7,19.385,6.0,3,1,3.0,3.844,2
P804e0e2e1c,-0.144,-0.181,-0.018,-0.042,0.024,17.8,5.223,-0.878,0.316,30.0,1,36.6,19.967,18.1,3,1,9.05,3.951,3
P732be498cd,1.098,-0.055,0.028,-0.007,0.065,-3.0,0.808,-0.596,0.381,33.0,1,30.7,17.472,8.6,4,1,2.82,2.475,4
Pe6a7666c97,1.018,1.568,-0.052,-0.057,0.036,11.2,-1.36,-1.824,0.48,28.0,0,29.3,16.341,21.5,3,1,10.75,1.709,2
P3860306e22,0.285,-0.647,-0.093,-0.095,-0.081,13.7,1.606,1.288,-0.037,33.0,1,31.4,14.217,12.9,4,1,3.93,1.454,3
Pbc4309c829,1.644,-0.29,0.006,-0.078,0.059,6.1,5.22,0.544,0.051,38.0,1,32.5,20.492,6.1,2,1,6.1,5.22,1
Pec96a14b85,1.065,-0.643,0.019,0.038,0.015,6.4,1.746,0.447,-0.069,39.0,1,33.6,20.143,25.9,4,1,9.46,3.89,3
P337fb06bb7,0.188,-0.037,-0.034,0.083,-0.014,5.2,0.608,-0.103,-0.394,33.0,1,34.5,21.496,14.2,4,1,4.06,1.67,3
Pd46f6361f5,0.39,-0.472,0.1,-0.002,-0.038,-1.7,5.121,3.34,0.041,33.0,1,31.5,19.543,9.8,4,1,3.25,2.781,3
P4f854a47d9,,,,,,,,,,29.0,1,15.1,12.397,0.0,1,1,,,0
P884d72cac4,0.119,-0.354,-0.056,-0.197,0.135,5.5,-1.118,-1.144,0.071,27.0,0,23.4,17.385,5.5,2,1,5.5,-1.118,1
P4e09db2338,,,,,,,,,,33.0,1,32.7,16.514,0.0,1,1,,,0
P9c4bb7f4c2,-0.726,-0.148,0.007,-0.019,-0.063,3.2,-0.333,-1.348,0.482,31.0,0,36.1,18.05,3.0,3,1,1.5,0.27,2
Pf10c6bc653,0.651,0.103,-0.057,0.301,0.03,-1.6,-2.982,-4.677,0.034,25.0,0,25.1,15.49,10.0,4,1,3.5,3.177,3
P268ca85d2e,0.578,0.326,0.0,-0.033,0.028,3.6,3.224,0.777,-0.294,38.0,1,28.3,21.88,9.8,3,1,4.9,3.74,2
P3ebbedffb1,0.529,-0.529,0.023,0.126,0.184,11.2,5.411,-0.425,0.544,32.0,1,32.2,18.783,11.2,2,1,11.2,5.411,1
P89d1117940,,,,,,,,,,22.0,1,30.0,15.6,0.0,1,0,,,0
Pa408da26a2,,,,,,,,,,31.0,1,29.2,15.411,0.0,1,1,,,0
Pdd2dc8d5b8,1.401,-0.026,-0.006,0.034,0.009,5.7,0.43,-0.336,-0.406,35.0,1,30.9,19.573,5.7,2,1,5.7,0.43,1
Pcb0e772806,0.348,0.224,0.003,0.07,-0.068,10.25,4.41,0.992,0.022,33.0,0,30.15,17.255,27.15,4,0,9.554,-1.67,3
Pcc7ddb9ab9,,,,,,,,,,35.0,1,29.9,19.625,0.0,1,1,,,0
Pf75780948d,1.512,0.135,-0.002,0.064,0.114,-3.1,3.086,1.839,0.077,16.0,1,29.3,20.642,2.0,4,1,0.55,1.457,3
P35bbbcf03e,0.754,,0.048,0.093,0.195,1.7,2.653,1.669,0.614,35.0,1,33.3,16.324,26.4,5,1,6.41,1.912,4
Pfa7a6f2536,,,,,,,,,,39.0,1,33.0,18.764,0.0,1,1,,,0
P521ea871d2,-0.409,0.064,0.085,-0.01,0.005,2.5,3.962,0.391,0.39,34.0,1,33.2,21.904,8.1,4,1,2.49,1.162,3
Pc5a8d9d1d6,0.926,-0.408,-0.04,-0.034,0.13,4.3,-0.321,-0.489,-0.524,34.0,0,30.6,18.706,24.2,4,1,8.46,-0.29,3
Pe56ae9c7aa,,,,,,,,,,35.0,1,30.8,19.052,0.0,1,1,,,0
Pef94ae3f83,0.032,-0.682,0.046,,-0.081,6.1,2.897,0.758,0.061,37.0,1,30.9,15.961,27.9,4,1,10.23,0.079,3
P522b25bae5,-0.483,-0.326,0.007,0.075,-0.143,-0.6,2.652,-1.147,1.715,35.0,0,32.1,12.561,6.3,4,1,2.48,-0.352,3
P704ac3a95d,-0.003,-0.421,-0.047,-0.022,0.032,0.2,-0.41,-0.751,-0.284,21.0,0,26.2,17.313,6.3,3,1,3.15,0.697,2
Pb3cfb2c388,1.871,1.129,0.115,0.212,0.226,14.5,10.848,1.181,0.21,34.0,1,28.0,23.914,5.7,3,0,2.85,3.32,2
Pf5fb4e36b6,0.315,-0.231,0.062,0.067,-0.001,1.4,3.82,0.14,0.18,37.0,1,33.9,19.327,11.5,4,1,3.56,2.663,4
P41612ab4e2,0.061,0.28,-0.034,-0.134,-0.011,5.1,3.223,0.937,0.324,31.0,1,31.6,22.785,5.1,2,1,5.1,3.223,1
Pca1e2194fa,1.618,0.072,0.047,-0.031,0.006,8.4,-0.237,-0.237,-0.301,36.0,0,33.0,8.836,8.4,2,1,8.4,-0.237,1
Pc19957985f,0.123,0.236,-0.074,0.103,0.004,-0.1,5.036,-0.551,0.583,20.0,1,31.0,18.116,1.4,4,1,0.53,1.496,3
P77bf4c6cd4,-0.464,-0.685,0.044,,0.006,7.7,0.243,1.214,-0.082,34.0,1,25.6,16.734,7.7,2,0,7.7,0.243,1
P749792a28d,0.992,0.306,-0.013,0.01,-0.105,3.1,-2.47,0.222,-0.327,36.0,0,34.1,11.93,13.4,4,1,4.52,-0.481,3
P606c98790a,2.134,-0.495,0.029,0.11,0.066,12.0,1.331,0.213,0.216,29.0,1,34.2,16.737,12.0,2,1,12.0,1.331,1
Pe28113186c,,,,,,,,,,29.0,1,34.0,24.353,0.0,1,1,,,0
Pbe0b54a1e9,1.851,-0.015,-0.009,-0.037,0.14,1.9,9.839,0.852,0.25,32.0,1,30.9,22.252,16.6,5,1,3.27,2.422,4
Pc4acbf93e3,,,,,,,,,,26.0,1,20.4,13.941,0.0,1,1,,,0
Pea73008ab4,-1.386,0.329,0.014,0.045,-0.052,-1.6,-0.714,0.612,-0.26,38.0,0,35.6,12.64,11.5,4,1,3.96,0.993,3
P6f3f385e9b,0.488,-0.79,-0.075,,0.083,1.5,-5.552,-0.281,-0.064,26.0,0,32.6,19.104,15.5,4,1,4.93,1.664,3
Pe05466ea0a,-0.046,-0.064,-0.048,0.034,-0.011,-11.3,-8.052,1.46,-0.48,34.0,0,24.9,10.843,10.8,5,1,2.69,0.311,4
P6a7cb1d3a8,-0.147,0.117,-0.001,-0.011,0.06,-7.0,0.336,1.502,0.126,25.0,1,26.0,18.554,-7.0,2,1,-7.0,0.336,1
P6521ad0003,0.683,0.064,-0.019,-0.043,-0.106,1.3,-1.455,-1.15,0.573,31.0,0,34.2,20.211,8.6,3,1,4.3,3.144,2
Pe666c9e1f4,0.617,-0.006,-0.021,-0.049,-0.05,0.6,-0.525,0.113,0.084,35.0,0,33.5,16.764,21.2,4,1,6.59,2.028,3
P0843caad4a,-0.945,0.005,0.031,0.047,0.048,-0.5,-0.042,-1.574,0.341,28.0,0,32.5,18.831,30.1,4,1,9.54,3.107,3
P7bf5b1ca03,,,,,,,,,,36.0,1,27.6,14.609,0.0,1,1,,,0
Pb10189ae74,0.672,,0.006,0.036,0.021,9.9,0.759,-0.538,0.02,34.0,1,32.0,12.487,9.2,4,1,2.59,1.983,3
Pf450c7fe3d,-0.774,0.266,-0.018,0.012,-0.046,1.2,0.774,0.444,-0.134,31.0,0,39.4,17.36,10.6,3,1,5.3,-0.257,2
P5c11762ec9,,,,,,,,,,35.0,1,27.2,15.618,0.0,1,1,,,0
P3cb5a9e68b,-0.439,-0.195,0.052,0.175,0.038,-2.1,3.936,-1.263,-1.202,12.0,1,31.0,27.755,-0.9,4,1,-0.42,1.974,3
P9b886526e3,1.22,0.098,0.026,0.086,-0.027,0.5,3.417,-1.809,-0.235,36.0,1,34.0,15.882,6.2,3,1,3.1,2.956,2
P25e61f80f8,,,,,,,,,,25.0,1,35.7,23.395,0.0,1,1,,,0
P3da5d3f3f2,-0.501,-0.062,-0.042,-0.07,0.06,-2.2,-1.09,-1.112,0.313,32.0,0,31.3,14.492,2.8,4,1,1.34,0.752,3
Pd11fd10026,0.352,-0.2,0.004,0.014,-0.003,-0.4,4.621,-0.461,-0.192,37.0,1,35.2,24.239,6.2,4,1,2.31,2.384,3
Pef9b8757a6,0.664,-0.575,0.006,0.0,0.005,9.75,0.102,0.338,-0.339,29.0,1,26.8,16.522,3.4,3,0,1.7,0.338,3
Peb9997d32a,-2.293,1.005,-0.031,-0.103,0.07,-4.0,-7.215,0.832,-0.205,33.0,0,18.2,13.055,0.2,4,1,0.28,-1.976,3
Pc6095e56a1,0.228,-0.085,-0.008,-0.018,-0.126,-0.9,1.212,-0.444,0.757,30.0,1,24.3,17.926,16.6,4,1,6.58,2.408,3
Pb74dcb5e35,,,,,,,,,,34.0,1,27.9,14.71,0.0,1,1,,,0
P85fbcb1dce,0.249,0.185,-0.033,0.2,-0.081,3.8,6.16,3.069,0.105,34.0,1,34.6,21.121,3.8,2,1,3.8,6.16,1
P5849f19551,-0.741,0.249,-0.039,-0.221,0.267,7.7,0.704,1.626,-0.246,27.0,1,19.3,12.497,7.7,2,0,7.7,0.704,1
P2bc6f2a3aa,1.336,0.91,0.064,0.066,-0.094,1.3,0.741,-1.305,-0.306,36.0,1,30.4,19.421,1.3,2,1,1.3,0.741,1
Pac178f1473,0.316,-0.185,0.064,0.115,-0.179,-3.2,2.677,1.352,-0.002,31.0,1,29.3,18.184,1.6,3,1,0.8,1.879,2
P187235ce4e,2.589,-0.022,0.034,0.023,-0.089,2.8,-0.685,0.955,0.541,30.0,0,22.9,10.061,7.2,4,0,2.84,-0.51,3
Pfdd109f0e1,0.715,-0.199,-0.0,-0.074,0.079,-1.0,3.926,-0.266,-0.477,18.0,1,34.1,22.592,15.7,4,1,5.34,3.004,3
Pc25f9380ba,0.351,0.095,-0.027,-0.042,0.035,1.8,0.488,0.635,0.128,32.0,1,38.0,18.189,20.9,4,1,6.33,1.385,3
P9cc36d2c64,-0.631,-0.07,0.073,0.129,0.063,4.0,3.786,-2.278,0.444,34.0,1,34.1,19.214,14.1,3,1,7.05,3.307,2
Pb7270acc46,0.401,-3.312,-0.073,0.2,0.071,4.8,-2.423,-0.427,0.401,18.0,0,11.8,14.034,4.8,2,0,4.8,-2.423,1
P25bfc6427b,0.783,-0.276,0.028,-0.2,-0.063,-2.9,1.161,1.44,-0.467,33.0,1,26.2,19.099,0.5,3,1,0.25,1.635,2
Pd3b81c81b9,0.385,0.063,-0.053,,0.051,9.6,1.295,2.281,-0.468,33.0,1,31.4,13.185,16.4,3,1,8.2,1.312,2
P90d6ceb081,-2.085,0.087,0.019,0.077,0.079,3.7,3.579,-0.382,0.417,32.0,1,29.6,13.865,12.6,3,1,6.3,3.544,2
Pd7c45f2e6c,0.763,-0.389,0.035,0.07,-0.138,1.16,3.851,-0.953,0.489,59.0,0,24.37,15.622,19.57,9,0,1.409,0.206,9
Paf95fb158c,0.878,-0.187,-0.141,-0.252,0.399,11.49,10.128,6.468,1.617,28.0,1,16.6,25.373,11.49,2,0,11.491,10.128,1
Pc064a30c43,-0.269,-0.122,0.03,0.104,-0.066,1.3,1.158,-0.915,-0.088,26.0,0,34.1,15.097,11.6,4,1,3.74,1.746,4
P9fd480084b,1.89,-0.01,0.004,0.094,0.028,1.6,2.777,1.841,0.269,28.0,1,35.1,20.615,3.8,3,1,1.9,2.372,2
Pe356195976,,,,,,,,,,36.0,1,24.4,10.475,0.0,1,1,,,0
Pf120e8dc11,2.054,0.027,-0.018,-0.042,0.073,5.4,7.243,-0.462,-0.484,31.0,1,34.3,20.571,27.4,3,1,13.7,5.59,2
P2086e31fc5,0.355,0.633,0.001,-0.055,0.047,14.4,1.41,1.216,0.372,38.0,1,28.2,19.149,14.4,2,1,14.4,1.41,1
Pb8a773b356,-0.559,0.099,0.035,0.138,-0.004,1.1,1.337,-0.299,-0.253,34.0,1,35.3,17.337,1.1,2,1,1.1,1.337,1
Pd89d8db6f9,-0.32,-0.107,0.06,0.054,0.045,3.6,-0.725,-0.258,0.353,26.0,0,37.1,14.749,2.1,4,1,0.56,0.923,3
P8a2a3c7c07,,,,,,,,,,34.0,1,27.6,19.043,0.0,1,1,,,0
P70aaa5fb09,0.079,-0.864,-0.03,-0.052,-0.063,3.2,-2.079,-1.16,0.822,31.0,0,33.4,11.749,11.1,3,1,5.55,0.466,2
P97ae54051b,1.523,-0.221,0.053,-0.04,0.096,9.1,5.949,3.128,-0.287,36.0,1,35.1,14.256,14.8,3,1,7.4,2.695,3
P43d78a0411,0.318,-0.004,-0.046,-0.037,0.035,1.2,1.517,0.736,-0.734,38.0,1,32.1,17.944,1.3,3,1,0.65,2.017,2
P71a175d36d,,,,,,,,,,2.0,1,24.0,17.25,0.0,1,1,,,0
Pc5171d01c1,0.16,-0.186,-0.02,-0.029,-0.185,10.6,-0.943,0.761,-0.316,37.0,0,30.7,15.713,18.5,3,1,9.25,1.365,2
Paf99c23c4d,,,,,,,,,,34.0,1,22.4,10.125,0.0,1,1,,,0
P5fe334203a,0.64,-0.413,0.045,0.067,-0.024,2.7,6.545,1.478,0.055,23.0,1,31.1,20.489,12.1,3,1,6.05,5.886,2
Pafb050f1ad,0.983,0.211,0.037,-0.012,0.016,2.5,4.476,0.407,0.56,34.0,1,32.7,20.807,2.5,2,1,2.5,4.476,1
P8ea6b00194,0.3,0.575,-0.02,1.0,0.114,4.8,0.275,0.375,-0.675,33.0,1,28.8,15.875,12.3,4,1,4.45,1.777,3
P9adb5133bc,-0.039,-0.459,0.069,0.051,-0.017,12.2,3.113,0.042,-0.107,24.0,1,32.7,20.147,12.2,2,1,12.2,3.113,1
Pe3d286e6c8,0.156,0.116,0.002,0.013,0.004,-0.3,2.742,0.272,0.354,37.0,1,31.4,13.758,11.8,4,1,4.81,1.542,3
Pc3d030ae81,-0.448,0.214,0.014,0.019,0.008,13.7,2.432,1.615,0.263,35.0,1,31.1,18.984,13.7,2,1,13.7,2.432,1
P7a95b991f4,0.282,0.094,-0.021,0.016,0.001,-4.7,4.929,-1.578,0.008,36.0,1,30.6,25.529,6.5,3,1,3.25,6.117,2
P17a4a5cfae,1.108,-0.618,0.009,,-0.024,-1.7,1.356,0.893,0.188,33.0,0,31.1,11.344,15.5,3,1,7.75,-0.905,2
Pf1b3205a09,-0.035,-0.265,-0.019,0.003,0.129,-2.2,5.503,2.253,0.501,33.0,1,33.2,23.096,14.8,4,1,4.97,5.064,3
P60da7b4537,0.593,-0.196,0.011,0.082,0.058,-0.5,0.655,-1.082,-0.1,31.0,1,31.5,27.543,9.8,4,1,3.77,2.94,3
Pd13759b893,-1.207,-0.08,0.033,-0.032,0.006,12.7,-4.662,-0.991,-0.3,32.0,0,31.1,19.794,12.7,2,1,12.7,-4.662,1
P22b18d36a6,-0.664,0.239,-0.016,-0.04,-0.069,-1.6,-0.023,-0.296,-0.59,34.0,0,31.6,15.266,2.4,4,1,0.48,1.306,3
P8ecb19c544,,,,,,,,,,37.0,1,24.8,14.516,0.0,1,1,,,0
Paec8fae19e,-0.157,0.023,-0.045,-0.035,-0.052,6.9,4.411,-0.085,0.344,30.0,1,33.0,14.618,31.1,4,1,11.69,1.692,3
Pce2a43b358,0.763,-0.102,0.052,0.036,0.013,-0.5,4.088,0.173,0.253,35.0,1,32.2,22.584,-0.5,2,1,-0.5,4.088,1
P944e30c99c,0.438,-0.304,-0.027,-0.025,-0.1,-3.7,-3.055,-0.681,0.253,37.0,0,28.8,15.0,-0.6,4,1,0.04,1.143,3
Pefa2378416,0.665,-0.358,0.007,-0.001,0.006,20.6,-4.408,-0.769,-0.244,37.0,0,33.1,13.16,20.6,2,1,20.6,-4.408,1
P0aa146e53e,,,,,,,,,,34.0,1,28.2,15.702,0.0,1,1,,,0
Pf93789f1b5,0.658,0.23,-0.009,-0.033,-0.003,1.6,5.072,-0.388,-0.329,33.0,1,30.4,16.697,1.6,2,1,1.6,5.072,1
Pa430d00e1f,1.333,0.503,-0.008,-0.223,-0.444,7.9,-11.868,-1.892,0.444,26.0,0,14.3,10.07,7.9,2,0,7.9,-11.868,1
Pf781dda14b,0.528,-0.401,-0.131,-0.1,-0.006,3.9,-0.219,0.933,0.146,31.0,0,32.6,15.46,3.9,2,1,3.9,-0.219,1
Pe82bc0553e,-0.172,0.129,-0.027,0.0,0.013,-3.8,-0.086,0.306,-0.658,36.0,0,25.8,18.279,8.5,3,1,4.25,1.648,2
P67e5a8f825,0.928,-0.161,-0.018,0.032,0.102,3.3,0.65,-1.379,0.149,32.0,1,36.0,13.2,8.2,3,1,4.1,1.032,3
P83b3d780d7,0.058,0.735,-0.022,0.15,0.064,-1.3,1.191,-0.689,0.285,37.0,1,30.4,20.724,-1.3,2,1,-1.3,1.191,1
Paca468f5b5,0.991,-2.528,0.089,,0.65,0.4,5.876,-3.414,-0.531,28.0,1,10.5,19.42,6.9,4,0,1.5,4.211,4
Pa93866e530,1.62,-0.175,-0.001,-0.071,0.0,5.2,1.734,0.791,-0.172,35.0,1,37.3,16.987,10.7,3,1,5.35,3.486,2
P44ea7b86af,1.192,-0.156,-0.022,-0.031,-0.001,4.9,2.886,1.418,-0.513,26.0,1,37.1,16.302,12.4,3,1,6.2,2.977,2
P16dc90cb0b,0.614,-0.136,-0.035,0.055,-0.091,21.3,13.137,2.829,-0.292,37.0,1,31.1,22.688,22.7,6,1,2.523,0.957,5
Pe7315ec2ca,0.035,-0.184,-0.045,-0.061,0.035,6.8,4.937,0.007,0.366,22.0,1,29.4,19.592,22.1,3,1,11.05,3.878,2
P61afdc25a4,,,,,,,,,,27.0,1,35.4,20.441,0.0,1,1,,,0
P542c8bbfa1,0.923,1.384,-0.148,0.0,-0.064,-2.0,-5.561,-3.304,-0.693,35.0,0,22.1,17.593,9.3,5,0,2.41,0.432,5
Pbbdf67d0e0,1.484,-0.196,0.037,0.132,0.018,-4.9,-2.78,-1.68,0.179,34.0,0,23.9,10.845,13.8,4,1,4.4,-0.707,4
Pf069f7ce7d,-1.361,0.051,0.038,-0.012,-0.052,-4.4,-1.597,0.047,0.414,34.0,0,33.2,19.084,8.7,5,1,2.75,2.003,5
P8c6b1e4de6,0.414,0.029,-0.049,-0.057,-0.045,-4.5,0.9,0.914,-0.629,28.0,1,31.5,24.0,7.7,4,1,2.74,2.894,3
P169cb5be9a,1.027,0.122,-0.005,-0.035,0.023,2.1,2.364,-0.283,-0.377,37.0,1,29.4,18.98,13.8,4,1,4.05,1.662,3
Pa5e266180e,0.15,-0.532,0.016,0.099,-0.071,10.7,3.159,1.289,-0.526,31.0,1,31.5,19.429,24.4,3,1,12.2,3.63,3
P4516ced6d5,,,,,,,,,,32.0,1,23.4,14.923,0.0,1,1,,,0
P155e770e32,1.446,-0.263,0.002,0.032,0.127,-11.2,-1.592,0.632,-0.44,39.0,0,25.5,12.141,-0.5,5,1,0.05,1.439,4
Pafffac98b2,2.419,-0.626,0.047,,0.26,4.5,5.885,2.253,0.075,34.0,1,28.9,17.689,4.5,2,1,4.5,5.885,1
Pe237a28a37,,,,,,,,,,32.0,1,30.7,18.879,0.0,1,1,,,0
P2bdd03741b,-0.258,-0.172,,0.093,0.154,8.45,7.546,0.335,-0.718,33.0,1,19.0,18.253,17.2,3,0,8.6,9.126,2
P0fde3dedb2,,,,,,,,,,33.0,1,34.9,19.805,0.0,1,1,,,0
Pd6e0b051bb,-0.183,0.214,0.014,0.083,0.038,0.9,1.655,-1.523,-0.019,34.0,1,30.0,18.48,8.6,3,1,4.3,2.09,2
Pdff50197cb,,,,,,,,,,35.0,1,33.8,22.26,0.0,1,1,,,0
