pid,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_stops,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr
P809c73ddd0,115.916,91.437,21.69,15.4,0.62295593,10,5.66882,1,7.652,-6.497,2.7,2.674,1.7,3.2,-25.2,-0.6,1.02,4.9,3.61455,1.61247,4.30862,21.0,97.325,0.13,0.947,54.4,2.66129,48.2,0,6.07614,19.0,0,IL,0.325,0.354,52.6,34.8947,2.05427,4.46367,11.9,99.7,3.2,3.58512,16.1053,96.2,0.6644,0.646,8,3,1.504,141.96,0.0,20.6,55.08,28.1,3
P0b3e754c0e,124.184,97.9972,20.69,22.4,1.26229368,10,4.21771,1,5.901,1.319,4.8,0.506,1.4,-17.3,-15.3,-0.6,-0.77,5.1,0.722578,0.415285,3.28559,13.2,100.778,0.074,0.37,47.3,3.71216,36.5,0,5.38644,27.0,0,NY,0.3833,0.48,69.4,32.1481,3.49513,4.97116,5.0,105.2,2.6,4.25116,17.2593,93.2,0.5481,0.36,4,2,0.506,139.636,0.16,14.5,52.95,30.6,2
Pdcb8ac9b93,113.744,96.1762,19.69,7.6,0.34286203,10,1.8802,,,,,,,,,,,,1.41927,0.56742,2.57654,25.5,102.044,0.198,0.733,55.6,,39.9,0,1.50897,30.0,0,VA,0.4267,0.336,57.0,23.7333,0.460924,0.941552,13.2,102.9,4.8,2.28857,10.3333,98.2,0.6565,0.587,7,1,,154.541,0.076,23.4,58.43,24.7,1
Pbd387aad50,114.377,104.949,19.69,29.2,1.77006951,10,1.56728,,,,,,,,,,,,-1.81079,-1.18588,2.78164,7.9,111.534,0.0,0.0,49.3,,24.7,0,2.35425,31.0,0,TX,0.3448,0.393,88.0,35.4839,3.37807,3.54013,1.5,104.8,1.5,3.49988,14.129,93.8,0.4576,0.16,1,1,,158.869,0.447,19.7,53.13,23.5,1
P575f19a655,148.528,87.3494,19.25,29.8,1.74076183,3,12.0853,,,,,,,,,,,,2.73716,4.47498,3.91051,10.6,91.7011,0.0,0.0,61.5,,68.3,0,13.7821,11.0,0,NJ,0.4231,0.25,20.5,27.5455,9.34813,9.30712,2.3,130.5,3.0,5.95161,17.4545,99.8,0.6667,0.375,2,1,,61.4034,0.375,18.6,69.7,27.2,1
Pb035a35ee9,142.206,91.3546,20.08,8.7,0.43000458,5,9.23634,1,13.48,-4.209,2.4,6.18,6.8,4.8,5.2,9.2,7.01,2.5,2.00027,2.05251,3.79546,21.9,96.0426,0.319,1.474,65.0,3.05677,87.1,0,11.2139,38.0,0,CA,0.4153,0.311,74.1,30.0263,7.23607,9.16135,11.8,123.1,3.7,5.75326,19.5,81.4,0.7181,0.495,5,2,6.18,238.464,0.195,18.2,68.97,28.7,2
Pc8dae45369,121.838,110.875,22.76,11.3,0.77140071,9,1.26341,0,7.407,5.787,-1.6,-0.354,4.2,19.4,4.3,4.7,5.37,1.7,-2.77803,-1.57948,1.94031,9.4,107.239,0.0,0.0,56.2,-0.549837,68.6,0,3.62597,31.0,0,NH,0.3625,0.248,80.4,32.2903,4.04144,5.20545,1.9,118.2,2.4,3.97023,17.6452,45.6,0.5895,0.295,4,4,0.786,154.625,0.457,16.7,64.06,24.2,4
P4a7a8900d7,122.747,94.7877,19.56,23.4,1.32499436,12,4.38308,,,,,,,,,,,,-0.179716,0.31784,4.15262,10.2,100.305,0.051,0.132,50.8,,33.3,0,4.52356,38.0,0,FL,0.3939,0.322,89.4,35.8684,4.5628,4.20572,2.2,107.8,2.4,4.52621,17.2895,99.2,0.5556,0.228,3,1,,204.602,0.45,19.8,55.28,26.7,1
P2e890c30d2,142.787,91.2977,21.13,28.0,1.9784861,5,10.9863,1,25.929,-0.115,-1.2,5.198,2.4,-11.0,4.4,11.6,1.76,7.8,1.97146,3.22488,4.74042,11.5,97.6871,0.015,0.073,47.8,6.33051,42.6,0,12.2684,41.0,0,NY,0.3987,0.428,92.4,37.6341,9.0148,9.04354,3.9,117.8,1.5,7.24909,23.5366,97.8,0.5867,0.265,2,3,2.328,280.051,0.307,11.8,54.3,31.5,3
P3ef4d7a55a,144.192,95.5457,22.32,28.6,1.19232373,2,7.00926,0,1.389,0.614,-2.1,-0.737,-0.6,-14.2,14.3,-6.3,-2.33,4.0,-1.19787,0.250311,4.06035,8.5,99.0445,0.02,0.056,53.1,1.93553,36.9,0,10.1659,36.0,0,NY,0.3746,0.394,89.4,36.1389,8.20713,9.91554,2.0,114.7,1.5,7.18971,29.3056,54.4,0.7219,0.199,2,4,1.766,215.402,0.406,15.3,59.2,36.6,4
Pb0e43997bd,127.285,90.6455,21.37,25.0,1.10433421,2,8.12,1,9.769,-9.626,10.0,5.412,3.8,-0.9,-3.7,5.3,3.64,2.7,2.71026,2.66993,4.47687,14.0,94.8348,0.073,0.235,52.5,5.39988,33.6,0,9.1958,34.0,0,CA,0.3897,0.354,83.0,34.6765,5.40973,6.52587,2.6,107.6,3.4,4.88233,21.5588,91.8,0.6,0.2,3,3,1.36,247.877,0.446,17.8,57.37,31.9,3
P9e7b32dc92,137.983,101.511,19.93,19.8,1.13404034,7,5.78677,1,4.564,-1.789,6.3,0.127,-6.9,-2.1,5.1,-0.8,-4.78,5.3,-0.576944,-0.300867,2.90338,14.7,105.007,0.151,0.703,49.8,5.66009,57.8,0,7.20764,37.0,0,MO,0.3957,0.455,78.2,31.5946,6.36371,7.50851,9.1,116.2,3.0,5.61344,20.5135,61.4,0.6559,0.36,4,2,0.127,212.053,0.184,15.0,57.71,32.1,2
P2d49f5a403,129.928,82.8761,21.8,11.0,0.67947974,9,10.541,1,13.822,-0.888,0.3,2.51,2.8,-18.3,17.2,7.0,2.97,5.1,4.93085,3.32681,3.82515,24.7,87.4686,0.298,1.237,62.7,5.08825,46.2,0,9.32893,38.0,0,NJ,0.4038,0.314,60.7,24.3684,5.61017,6.00212,13.9,118.0,4.7,3.68026,13.6316,76.6,0.7619,0.508,7,3,2.726,223.462,0.178,19.0,64.16,25.2,3
P268ca85d2e,135.864,86.89,21.8,11.4,0.92536297,9,9.5956,1,4.997,-0.668,3.3,1.772,1.1,1.9,9.3,1.0,1.51,3.3,2.82812,2.55652,4.05168,19.0,91.705,0.224,0.816,60.1,6.13585,51.1,0,9.90166,38.0,0,NJ,0.5051,0.47,70.6,28.3158,6.76747,7.34514,11.5,122.3,3.6,4.85773,17.2105,77.6,0.7755,0.349,7,3,1.73,223.432,0.181,13.7,62.51,25.9,3
P22add316a5,123.012,81.6412,19.98,16.4,1.15998007,6,8.19124,1,7.946,-6.62,4.3,2.258,-0.5,-1.0,1.9,2.2,-0.01,3.6,4.45131,3.39194,5.29954,25.9,85.3916,0.194,0.559,46.3,5.93336,32.1,0,8.24736,34.0,0,CA,0.3566,0.603,79.6,33.0,3.73993,4.85542,11.4,108.7,3.1,4.17759,15.5588,88.8,0.7959,0.217,7,2,2.258,263.03,0.18,15.1,50.78,27.7,2
Pbbfb6a2c4a,127.878,88.4876,20.66,11.0,0.93100417,10,8.19592,1,17.691,5.819,2.1,0.874,1.9,4.3,7.0,8.7,2.53,5.3,4.07287,2.59164,4.80073,25.6,93.3056,0.174,0.588,53.9,4.75264,38.3,0,8.75856,34.0,0,CA,0.4341,0.481,87.0,34.9118,4.12305,6.16692,9.8,115.9,3.2,5.02313,17.1176,44.0,0.7029,0.324,7,3,1.722,244.636,0.195,12.1,57.8,25.1,3
P47e2698d94,122.988,88.8262,20.99,25.7,1.5000001,6,8.3259,1,20.959,1.055,1.4,3.755,0.9,11.9,16.1,13.1,3.48,7.3,3.26516,4.05258,4.34388,16.4,91.788,0.219,0.613,45.4,2.86416,40.1,0,9.12312,31.0,0,IL,0.3275,0.392,79.4,32.0,5.06074,5.07055,5.8,107.1,3.5,4.04547,17.3226,95.6,0.693,0.261,3,3,2.731,225.934,0.346,14.6,51.72,28.7,3
P701bdb09e4,110.71,80.2059,21.59,8.9,0.54098959,11,8.54975,1,15.264,1.52,-5.2,0.465,2.1,3.6,-18.6,12.8,4.92,2.0,6.49251,5.38914,4.82622,17.0,83.4244,0.278,0.679,49.5,7.08791,44.1,0,8.21322,28.0,0,GA,0.3784,0.389,59.6,29.0714,2.05724,2.82408,8.2,102.7,4.4,2.45538,13.1071,96.8,0.5949,0.277,6,3,0.731,205.469,0.333,18.2,53.06,23.6,3
Pce627023f0,123.031,92.056,18.94,10.4,0.7096792,7,4.71834,,,,,,,,,,,,2.03134,1.47351,3.64245,20.6,97.8243,0.161,0.618,48.9,,42.3,0,6.66048,34.0,0,NY,0.3661,0.455,72.5,29.2059,2.687,5.18697,7.5,109.5,2.8,3.69915,15.3235,99.0,0.6643,0.356,7,1,,197.759,0.189,14.3,53.96,25.9,1
Pa98bcc077b,136.395,90.4783,22.91,30.3,1.60168696,7,7.8177,1,7.29,-0.215,12.7,1.365,1.2,11.2,0.7,-1.5,2.96,7.1,1.3439,1.71589,4.46122,10.1,94.9421,0.117,0.514,50.8,2.1376,40.5,0,8.96649,37.0,0,VA,0.3644,0.396,85.1,34.027,6.47381,7.25061,4.1,114.0,2.3,5.91944,20.6486,95.8,0.6722,0.317,2,4,2.063,221.453,0.287,17.3,56.4,30.8,4
P0c700e1af1,121.607,86.2945,21.59,7.3,0.38822381,11,8.60738,1,5.869,1.623,3.2,4.627,4.0,7.3,10.6,6.2,2.81,-1.4,5.21655,2.27751,5.06935,30.9,85.7528,0.32,2.188,61.0,-1.90949,68.9,0,8.32101,32.0,0,NJ,0.4091,0.323,87.0,35.2188,3.39083,6.04349,19.9,115.1,3.6,4.26953,17.25,,0.7056,0.677,8,4,2.764,292.319,0.0,18.2,60.98,25.7,4
P9cc36d2c64,137.307,104.008,21.19,29.7,1.87651111,4,7.69947,1,16.545,6.091,-0.8,1.419,10.7,0.3,10.1,13.8,10.22,1.0,0.142343,0.77166,2.87382,11.3,108.416,0.167,0.735,58.5,3.63581,31.5,0,9.28431,34.0,0,CO,0.4224,0.267,85.4,34.1471,7.55712,8.51265,3.9,120.5,2.0,6.04835,18.1765,82.4,0.66,0.345,2,3,2.032,187.742,0.389,16.0,61.79,27.2,3
Pc5e44c9142,134.214,98.8842,22.4,16.0,0.81632653,1,6.55825,1,11.116,-5.968,5.9,2.411,1.1,15.3,24.7,0.7,3.17,6.9,0.691933,1.1472,3.70632,14.2,103.053,0.127,0.844,54.2,-2.68395,38.4,0,9.52122,32.0,0,GA,0.4012,0.284,90.9,36.5,5.86632,8.37402,6.3,115.3,2.7,6.04978,24.625,40.8,0.6792,0.371,4,4,2.66,228.498,0.345,15.7,58.37,29.6,4
Pe1228b6b2c,128.782,85.5268,20.71,14.6,0.98700263,10,8.90721,1,11.859,-4.472,1.1,3.217,1.5,0.8,30.8,6.7,3.4,3.6,2.77171,2.52417,4.74528,18.5,89.7318,0.151,0.361,52.2,5.69008,22.1,0,10.6801,36.0,0,CA,0.3822,0.408,80.0,32.2222,6.1355,8.15592,7.0,113.6,2.2,4.72144,18.6389,98.8,0.7204,0.168,6,2,3.217,237.627,0.424,14.3,55.0,27.1,2
P53502448c1,130.592,84.2497,22.37,6.4,0.58927814,2,7.01641,1,10.647,0.514,1.0,1.121,0.2,-17.8,10.3,6.0,0.31,1.9,4.08958,2.94673,5.38384,20.2,89.3372,0.351,0.676,50.9,1.83795,40.2,0,9.41031,34.0,0,IN,0.4886,0.76,88.1,35.3824,2.92683,6.46357,7.9,113.9,1.8,5.42281,20.5294,91.6,0.6622,0.142,7,4,1.443,262.089,0.098,10.3,56.36,27.3,4
Pd9bc466fd2,132.761,91.4569,22.69,38.0,1.94738903,10,9.52054,1,16.784,-11.533,8.0,8.106,0.6,8.2,2.5,9.3,2.59,4.6,2.54537,3.38524,4.60891,16.7,93.3699,0.044,0.176,47.0,-3.09441,47.2,0,10.1396,34.0,0,OH,0.3319,0.412,90.2,36.0882,6.97518,6.75436,2.5,112.9,2.8,5.82297,21.6765,,0.6298,0.33,2,4,3.626,258.227,0.259,14.3,54.83,32.8,4
P4d8e3ba87c,110.158,89.6527,19.84,17.3,2.01853339,8,6.53257,,,,,,,,,,,,2.82828,3.13002,4.30931,9.5,94.0606,0.014,0.028,50.3,,22.7,0,5.49253,36.0,0,NV,0.3984,0.382,80.4,32.3889,3.70428,2.36251,2.2,110.9,2.2,2.66713,10.4167,98.0,0.4795,0.227,3,1,,198.743,0.391,16.1,52.57,16.8,1
P85135a294f,129.263,95.736,21.77,13.2,1.59253177,9,8.01441,0,-5.515,2.694,1.5,-1.238,-4.3,-24.7,1.9,-7.2,-4.51,0.6,1.81726,1.74371,3.89741,12.0,101.483,0.108,0.459,51.6,6.53027,62.8,0,8.46141,37.0,0,,0.3675,0.435,86.3,34.6486,6.19715,6.7177,8.2,122.0,1.5,5.15273,15.7297,,0.6709,0.414,4,3,0.742,229.305,0.152,11.6,58.67,21.2,4
P74ab2a2c37,130.907,92.4275,21.81,8.9,0.76788899,8,7.09566,1,15.41,2.514,-0.1,2.042,6.3,0.9,18.0,12.4,6.95,2.2,1.69145,1.34494,3.93228,18.6,94.042,0.125,0.405,61.8,-2.12564,25.7,0,9.20953,37.0,0,VA,0.4106,0.329,79.1,31.8378,5.40421,7.86459,6.5,121.3,2.8,4.89916,17.8649,,0.7794,0.296,6,4,3.319,225.061,0.375,12.1,64.17,24.7,4
P69e13b90fc,123.426,89.6175,23.13,8.8,0.8571278,5,5.8451,0,-7.902,2.712,-4.6,-3.497,-0.1,-7.3,-3.0,-5.1,-0.85,-0.5,1.32585,1.15607,4.66071,13.3,94.0388,0.035,0.108,49.1,6.39038,30.5,0,5.27149,37.0,0,OR,0.3793,0.399,86.9,34.7568,4.51925,4.11542,8.0,112.3,3.0,4.48224,16.8919,99.0,0.708,0.222,5,4,-0.202,235.792,0.379,13.2,53.64,23.5,4
P43d78a0411,121.094,96.7265,21.17,25.1,1.41756451,4,5.43347,0,1.889,8.38,0.0,-1.985,-4.9,6.8,2.5,-1.9,-3.2,3.0,0.917896,0.859287,3.4754,14.3,100.157,0.021,0.054,49.0,5.30111,32.6,0,6.29532,37.0,0,KY,0.338,0.296,79.4,32.1892,4.51558,5.43603,2.7,107.1,2.2,3.83872,15.9189,41.4,0.6211,0.198,3,3,0.066,195.04,0.505,16.9,53.25,27.9,3
P2e873db9ac,104.071,90.4441,20.94,16.8,0.930007,7,6.52122,0,2.792,-1.041,-2.4,-0.206,-4.9,-16.9,28.6,0.3,-3.11,2.7,5.05671,3.34688,4.53741,17.8,95.3301,0.204,0.515,48.3,6.7272,29.9,0,6.48628,33.0,0,CA,0.3048,0.296,83.9,34.9697,1.46451,3.1394,5.3,97.9,1.8,2.13682,12.7576,94.0,0.5816,0.276,6,2,-0.206,234.231,0.428,23.6,51.93,21.7,2
P629d2ef8de,118.983,85.0616,20.7,3.9,0.39623934,10,3.5564,1,5.961,-1.862,2.3,2.084,2.1,10.5,19.8,2.5,2.96,4.2,2.05108,1.58275,4.87415,26.0,89.2014,0.16,1.121,53.8,1.47201,57.6,0,5.31555,33.0,0,CT,0.3383,0.337,81.3,32.5152,1.50531,3.73279,12.6,110.8,3.0,3.69186,16.8788,82.4,0.6412,0.663,8,2,2.084,263.04,0.0,11.5,55.23,23.7,2
P749792a28d,115.877,90.8579,22.66,21.6,1.67902226,10,8.53658,1,-4.331,-2.617,5.3,1.174,-1.3,-22.8,4.4,-4.2,-3.56,-0.7,3.49925,2.80502,4.32578,19.3,95.262,0.207,0.611,54.6,4.16739,30.0,0,7.60557,36.0,0,FL,0.2706,0.263,81.1,34.1389,5.03733,4.80055,7.3,110.3,2.2,3.42501,11.3056,94.4,0.7355,0.375,6,4,1.517,232.775,0.362,20.3,55.14,20.1,4
P96af95e7fd,136.534,92.1026,22.11,12.8,1.03708601,5,6.7488,0,2.695,5.115,-2.1,-2.057,-2.9,-6.5,31.1,-2.4,-1.55,2.5,1.46194,1.34306,4.17263,22.6,98.659,0.24,0.5,52.6,2.34002,27.7,0,8.6536,34.0,0,MN,0.4427,0.542,83.1,33.5,5.28686,7.31054,6.5,116.8,2.6,5.80128,18.2647,84.0,0.76,0.155,7,4,1.904,196.596,0.302,11.3,56.8,29.4,4
Pde91f9542b,127.39,93.8439,20.47,43.9,2.20790428,1,6.49962,1,42.197,-3.438,22.6,8.763,8.9,0.2,26.3,21.0,9.06,14.2,1.64614,1.6077,4.12511,10.9,101.434,0.04,0.118,50.6,-2.26343,37.4,0,5.69543,34.0,0,CA,0.4739,0.533,86.4,34.7941,4.85348,4.08773,3.3,108.5,2.5,4.92937,14.9118,80.2,0.629,0.313,1,2,8.763,188.912,0.154,18.7,54.36,29.5,2
P52af59d765,114.041,97.9958,21.09,12.9,1.21815557,5,3.33767,0,8.074,-2.637,-5.7,1.36,2.3,0.4,-6.0,11.3,3.24,-2.6,0.237092,0.831779,3.43939,7.8,103.225,0.085,0.242,49.7,3.45139,44.6,0,2.46078,33.0,0,CA,0.2838,0.229,79.5,33.1212,3.10057,1.629,2.6,110.4,2.9,3.15687,13.1212,93.6,0.6923,0.362,4,3,-0.057,154.561,0.409,15.3,55.31,19.5,3
P355f728583,136.539,106.324,22.31,31.3,2.11262838,2,7.08925,1,15.264,8.709,6.4,2.414,7.9,6.9,0.9,13.8,7.65,0.6,-1.23268,1.0486,2.81449,8.6,107.807,0.0,0.0,57.7,1.37808,46.3,0,9.8269,32.0,0,NY,0.4663,0.38,92.4,37.4062,8.32193,8.7783,1.6,123.2,2.1,6.45039,22.5,,0.6691,0.296,2,4,1.839,192.184,0.324,12.8,62.93,28.7,4
P50ca99530f,125.774,86.5598,22.36,5.1,1.07152549,2,10.3169,1,28.238,0.596,5.1,12.202,11.5,19.2,65.3,31.3,9.64,-3.0,4.74155,3.23634,4.11058,18.9,91.5978,0.148,0.474,61.5,0.661312,26.9,0,7.77055,38.0,0,MO,0.3429,0.337,71.0,28.5,5.57533,4.53421,15.2,131.3,3.4,3.8948,7.6053,46.2,0.7891,0.615,8,3,4.828,234.113,0.048,11.3,61.59,13.7,4
Pd11fd10026,131.839,104.383,22.54,26.4,1.31932084,12,3.80975,1,9.309,-2.891,4.3,0.533,1.0,5.8,-0.6,0.6,1.66,5.9,-2.09991,-1.23272,2.91573,9.9,104.713,0.118,0.189,54.9,1.09514,19.2,0,6.29062,37.0,0,,0.4725,0.442,88.0,35.1892,5.90966,7.52334,2.3,113.6,2.0,5.56531,23.7027,,0.6029,0.097,2,4,1.253,204.986,0.461,16.3,57.5,33.1,4
P36b818b767,125.124,93.5482,21.23,20.6,1.36620961,3,8.79734,1,-0.175,-3.674,0.5,1.567,1.4,-6.9,5.4,6.3,1.61,-3.5,2.8629,2.04696,3.79034,13.6,97.1049,0.272,1.303,51.0,1.53924,37.8,0,8.49528,33.0,0,GA,0.3125,0.4,78.7,32.1818,5.93444,6.44832,12.2,114.0,2.4,4.24336,14.4242,79.2,0.6879,0.481,4,3,3.629,192.479,0.119,16.7,56.05,24.8,3
Pe6bde91a1f,119.464,95.6936,22.86,6.0,0.5538236,8,5.20869,0,-3.743,-0.433,0.5,0.236,2.7,-9.7,1.5,-3.5,-0.7,-0.1,3.48861,2.02834,3.65941,24.3,98.1106,0.257,1.353,55.4,-0.14162,57.1,0,5.39003,34.0,0,MI,0.3726,0.513,81.0,32.5,1.72007,3.36169,9.1,114.5,3.8,3.73068,17.8824,,0.7709,0.433,8,4,1.512,275.835,0.053,13.3,57.89,24.1,4
Pc4acbf93e3,102.374,89.9906,20.24,17.8,1.05656117,3,1.71811,,,,,,,,,,,,1.17595,1.52608,2.69414,9.7,95.7003,0.091,0.077,46.1,,19.2,0,1.50132,26.0,0,MD,0.3182,0.342,34.8,20.3846,0.542157,-0.024762,2.4,94.4,3.3,1.13421,7.9231,99.6,0.5152,0.171,3,1,,93.2253,0.487,24.4,48.91,23.3,1
Pbb988d44ca,110.154,89.6184,22.38,13.6,1.38884142,2,5.82565,0,-7.068,6.768,-1.3,-4.076,-5.6,3.2,-4.0,-7.1,-3.81,0.4,4.56952,2.78224,4.49987,20.2,92.0014,0.131,0.455,48.8,4.90623,30.8,0,4.9695,33.0,0,PA,0.3077,0.567,81.5,33.9394,1.25613,2.18726,9.3,107.7,2.7,2.78221,11.5758,78.8,0.7623,0.38,7,4,0.38,227.605,0.053,14.7,51.9,20.1,4
P7f14bdd3aa,105.39,90.5957,23.23,14.2,1.74540555,3,6.15352,1,2.86,2.251,5.4,0.349,-0.8,-5.5,49.8,-3.0,0.11,3.2,3.29108,3.83877,4.11729,11.8,95.8686,0.11,0.158,49.2,-1.24186,39.8,0,4.84551,38.0,0,NV,0.3434,0.375,78.8,31.6053,2.86244,1.00674,2.2,106.5,3.1,2.09098,8.6316,93.4,0.5753,0.277,4,3,3.698,220.706,0.348,17.3,52.25,15.9,3
Paef9538004,127.743,88.5406,22.32,20.9,1.77052561,2,8.90615,1,9.264,1.331,1.1,2.205,1.9,-0.3,5.9,8.2,1.42,-0.9,2.59659,2.52006,4.65296,12.5,93.8872,0.052,0.118,51.8,5.78022,28.5,0,9.26187,34.0,0,IN,0.4421,0.49,84.4,33.8824,6.30956,6.74182,5.1,112.1,2.5,4.85912,18.0,95.0,0.5714,0.156,3,4,1.119,210.854,0.354,11.9,54.55,26.8,4
P3ce7981258,130.417,95.0976,22.37,32.7,2.0480918,2,6.34615,1,8.895,2.138,13.2,1.065,2.9,2.3,3.7,5.6,2.26,1.2,0.153558,1.29201,3.64009,9.5,99.5797,0.024,0.029,51.7,3.69057,49.8,0,7.11761,35.0,0,CT,0.3468,0.294,79.1,31.8571,6.19259,5.8256,2.5,114.3,2.7,4.84646,16.7714,57.6,0.6746,0.299,2,3,1.328,197.365,0.408,19.0,56.25,27.2,3
Pa2b1e0c1b9,65.7476,100.201,18.5,13.5,0.772713,12,-7.03001,,,,,,,,,,,,-0.173476,0.542805,1.14332,12.3,93.5221,0.0,0.0,21.2,,47.1,0,-5.88683,23.0,0,,0.0588,0.4,20.5,11.8696,-6.85654,-6.42963,2.8,65.9,2.9,-0.835834,2.7391,,0.4545,0.259,4,1,,56.7728,0.341,21.8,30.29,22.0,3
P07a1fb349e,122.541,93.877,23.69,16.6,0.96154174,10,4.26191,1,10.588,-4.015,-5.3,1.383,5.7,3.0,7.6,2.9,5.9,4.9,0.550274,1.16373,3.89246,9.8,100.813,0.046,0.121,49.3,3.45442,45.2,1,6.3976,33.0,0,TX,0.3793,0.461,82.9,33.3939,3.71163,5.23387,2.3,107.8,1.9,4.23432,17.8788,84.8,0.6514,0.248,3,3,0.404,166.602,0.291,15.6,55.19,27.0,4
P05848850fc,113.75,93.1616,23.69,28.1,1.09089739,10,2.3535,0,-2.534,5.679,7.6,-5.86,-2.4,-1.8,36.3,-10.9,-2.32,6.5,0.800188,0.754758,4.02815,9.9,99.5291,0.074,0.294,43.1,5.01873,43.7,1,2.25623,34.0,0,NH,0.3268,0.418,84.0,33.5882,1.55331,1.50147,3.3,95.9,3.3,3.26659,17.2353,91.2,0.5676,0.302,2,3,-1.333,198.025,0.28,21.8,48.63,30.7,4
P8a6c25e945,95.4928,89.5017,23.69,6.1,0.59016393,10,4.55547,1,-17.333,-2.541,1.6,0.137,-18.7,-34.0,16.7,-18.0,-11.16,-0.8,3.30888,2.4527,3.34884,11.0,94.5901,0.115,0.175,43.9,2.80981,47.7,1,1.4584,40.0,0,NJ,0.2692,0.5,63.1,25.25,1.2466,-0.994299,10.4,99.1,4.8,0.856023,4.775,94.8,0.6026,0.5,8,3,0.873,167.533,0.0,26.9,50.22,13.5,4
Pf755f2c0c0,106.97,94.9171,23.69,14.3,1.16002234,10,4.43466,0,-10.441,8.41,3.2,-2.553,-16.1,3.6,3.1,-16.1,-12.88,3.6,1.7017,2.26643,2.71392,10.5,100.877,0.108,0.161,47.0,9.19955,36.9,1,3.71045,31.0,0,WI,0.25,0.15,56.0,24.129,2.73296,1.44402,4.5,103.6,3.0,1.75772,8.2903,88.2,0.6615,0.304,3,3,-2.382,139.983,0.547,20.4,51.09,19.2,4
Pc6eddeb128,113.978,96.3845,21.69,36.0,1.11956324,10,1.35867,0,6.029,-3.487,-0.6,-0.194,-6.0,9.3,-32.1,-3.5,-1.12,5.6,0.226964,-0.664493,3.59381,12.8,103.296,0.008,0.056,40.7,1.55271,50.9,1,1.81126,18.0,0,CO,0.2031,0.238,46.3,33.2778,1.13171,2.47576,4.7,91.6,3.1,3.24023,17.9444,75.8,0.472,0.465,2,2,-0.194,110.412,0.297,24.2,48.34,35.3,2
P109788f4ba,112.298,97.4534,23.69,15.2,1.15517506,10,2.57657,0,4.319,0.191,3.2,-0.738,-0.9,-12.6,-15.4,3.3,-1.32,1.4,0.389599,1.12499,3.21529,9.6,96.6396,0.075,0.233,50.9,3.57151,20.6,1,4.07456,30.0,0,NY,0.4353,0.583,67.6,30.8667,2.18697,2.94957,3.7,105.3,1.6,2.82284,15.3,60.0,0.6237,0.234,4,3,-0.497,158.167,0.183,14.7,52.52,24.1,4
P762dcd7f87,120.679,104.325,22.02,14.4,1.16880496,6,1.60903,0,-7.579,3.72,-1.7,-3.93,-6.9,-7.9,-3.6,-1.5,-5.97,-2.1,-1.32423,-0.589476,2.66687,8.6,107.918,0.106,0.351,47.2,1.50932,43.9,0,2.70181,37.0,0,,0.3857,0.497,80.3,32.4324,2.93327,3.29129,2.9,110.8,2.6,3.83444,16.0811,50.4,0.5854,0.274,4,4,0.102,190.074,0.229,15.1,54.83,24.7,4
P9ee45f9ea5,114.656,89.1168,21.63,14.3,1.18175471,11,8.37066,0,-8.727,-2.272,-7.2,-0.48,-2.3,10.2,-7.9,-1.2,-0.43,-5.8,4.56994,3.8257,3.88576,18.4,95.5153,0.116,0.312,50.0,4.78364,59.2,0,7.55088,32.0,0,PA,0.2857,0.373,69.4,28.7188,3.80072,3.72518,5.8,109.9,3.0,2.81857,10.4062,73.4,0.686,0.382,4,4,1.377,201.863,0.244,18.0,57.0,19.8,4
Pa5d1a1783b,107.543,106.092,23.06,13.1,1.0,6,0.879267,0,8.226,-1.428,-1.8,1.189,0.9,1.3,2.9,1.8,1.37,4.5,-0.564295,-1.17429,2.46174,15.8,107.437,0.057,0.125,42.2,1.11327,26.2,0,1.3772,32.0,0,,0.3231,0.43,80.0,32.25,1.44356,2.55149,5.7,99.4,2.5,2.36304,14.875,,0.5632,0.192,6,4,0.21,190.493,0.379,12.8,46.62,26.0,4
Pf7cebccf2c,118.796,93.0806,23.69,11.2,0.8772185,10,6.57914,1,0.055,-8.532,-0.9,2.161,-1.5,3.3,22.9,-12.1,-1.59,5.9,3.0209,2.57316,3.34421,12.9,96.7421,0.045,0.139,52.4,-0.522323,39.0,1,6.71773,36.0,0,NJ,0.4375,0.352,69.6,27.9167,3.55824,4.14457,7.2,110.9,3.4,3.19274,11.9444,83.2,0.6339,0.352,5,3,3.551,186.094,0.296,15.8,57.04,21.7,4
