pid,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words
P2e873db9ac,0,0.0,1,6.944,0,0.0,1,6.944,1,1,6.944,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.944,0,0.0,0,0.0,,3,1,0,0.0,0,1891,0.0,0.25,0,0.0,144
P2e890c30d2,0,0.0,0,0.0,0,0.0,0,0.0,1,8,10.101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,5.051,8,10.101,0,0.0,0,0.0,,17,7,0,0.0,0,11133,0.0,0.727,0,0.0,792
P2e8c779b09,0,0.0,0,0.0,0,0.0,1,1.88,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,9,8,0,0.0,0,6970,0.0,0.0,0,0.0,532
P2ee25c689c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2f15d5867f,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2f4b26e6e1,1,2.463,2,4.926,0,0.0,5,12.315,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.463,0,0.0,0,0.0,,7,6,1,2.463,0,6482,0.0,0.25,0,0.0,406
P2f5200d27c,0,0.0,0,0.0,0,0.0,0,0.0,1,3,5.952,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.952,2,3.968,0,0.0,1,1.984,,22,6,0,0.0,0,5938,0.0,0.4,0,0.0,504
P2f61c21e93,1,1.613,0,0.0,0,0.0,0,0.0,1,10,16.129,1,1.613,0,0.0,2,3.226,0,0.0,0,0.0,2,3.226,7,11.29,0,0.0,0,0.0,,13,6,5,8.065,0,9521,0.0,0.7,1,1.613,620
P2f95e0c256,0,0.0,0,0.0,0,0.0,2,6.944,1,1,3.472,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,13.889,2,6.944,0,0.0,0,0.0,,9,4,1,3.472,0,4376,0.0,0.4,1,3.472,288
P2fe87c73a6,0,0.0,0,0.0,0,0.0,0,0.0,1,3,7.519,0,0.0,0,0.0,0,0.0,0,0.0,1,2.506,2,5.013,4,10.025,0,0.0,0,0.0,,2,6,5,12.531,0,3845,0.0,0.375,1,2.506,399
P30169adef4,1,1.381,0,0.0,0,0.0,0,0.0,1,1,1.381,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,16.575,4,5.525,0,0.0,0,0.0,,23,7,0,0.0,0,11634,0.0,0.571,0,0.0,724
P307cead4af,0,0.0,0,0.0,1,0.748,15,11.219,1,5,3.74,0,0.0,0,0.0,5,3.74,0,0.0,0,0.0,8,5.984,15,11.219,0,0.0,1,0.748,,42,10,0,0.0,0,21078,0.0,0.833,1,1.496,1337
P30aaba02d5,0,0.0,0,0.0,0,0.0,2,2.174,1,9,9.783,1,1.087,0,0.0,14,15.217,0,0.0,0,0.0,3,3.261,3,3.261,1,5.435,0,0.0,,26,12,2,2.174,0,16290,0.0,0.5,1,1.087,920
P311b5f6b41,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P318e86822c,0,0.0,0,0.0,0,0.0,3,8.85,1,2,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.9,1,2.95,0,0.0,0,0.0,,12,4,2,5.9,0,7802,0.0,0.25,1,5.9,339
P319cf0c2e0,1,1.008,0,0.0,0,0.0,0,0.0,1,9,9.073,1,1.008,0,0.0,0,0.0,1,1.008,1,1.008,0,0.0,8,8.065,0,0.0,1,1.008,,25,8,5,5.04,0,15699,0.0,0.583,0,0.0,992
P31b4a243f7,1,1.242,0,0.0,1,1.242,4,4.969,1,7,8.696,1,1.242,0,0.0,5,6.211,0,0.0,2,2.484,1,1.242,7,8.696,0,0.0,1,2.484,,32,5,1,1.242,0,14890,0.0,0.417,0,0.0,805
P31bc34ca23,0,0.0,2,7.38,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,8,29.52,0,0.0,0,0.0,0,0.0,2,7.38,0,0.0,0,0.0,,4,4,0,0.0,0,3965,0.0,0.4,0,0.0,271
P31e153a014,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.278,0,0.0,0,0.0,,4,5,0,0.0,0,5100,0.0,0.25,0,0.0,439
P31e884be2b,0,0.0,0,0.0,1,3.077,6,18.462,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,15.385,2,6.154,0,0.0,0,0.0,,5,6,0,0.0,0,2899,0.0,0.4,0,0.0,325
P322900af3b,0,0.0,0,0.0,5,15.06,1,3.012,1,1,3.012,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.024,2,6.024,0,0.0,0,0.0,,6,4,1,3.012,0,3905,0.0,0.4,0,0.0,332
P328a9a467a,0,0.0,0,0.0,0,0.0,7,10.836,1,2,3.096,2,3.096,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.192,1,3.096,0,0.0,,21,9,1,1.548,0,12439,0.0,0.571,1,3.096,646
P32d7e7e1eb,0,0.0,1,1.792,0,0.0,2,3.584,1,2,3.584,0,0.0,0,0.0,0,0.0,0,0.0,1,1.792,1,1.792,4,7.168,0,0.0,0,0.0,,13,6,1,1.792,0,8960,0.0,0.375,1,1.792,558
P32fecc73d2,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,7,26.515,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,8,4,0,0.0,0,5126,0.0,0.0,0,0.0,264
P32ff4229d3,0,0.0,1,2.538,0,0.0,0,0.0,1,1,2.538,1,2.538,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.538,1,5.076,0,0.0,,6,6,1,2.538,0,6433,0.0,0.25,1,7.614,394
P332366fd23,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3326a2a68b,0,0.0,1,4.785,0,0.0,0,0.0,1,1,4.785,0,0.0,0,0.0,0,0.0,1,4.785,0,0.0,0,0.0,1,4.785,0,0.0,1,4.785,,4,6,0,0.0,0,2327,0.0,0.25,1,4.785,209
P3364db28a5,1,2.375,0,0.0,0,0.0,0,0.0,1,4,9.501,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.751,0,0.0,1,2.375,,11,7,1,2.375,0,7543,0.0,0.4,0,0.0,421
P337fb06bb7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P338a42b9d0,0,0.0,0,0.0,0,0.0,0,0.0,1,5,16.234,1,3.247,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.74,0,0.0,0,0.0,,5,6,0,0.0,0,5032,0.0,0.5,0,0.0,308
P3391f209f3,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1,2,0,0.0,0,1612,0.0,0.0,0,0.0,78
P33c766f164,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P33f4d69488,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3470a61a00,0,0.0,0,0.0,0,0.0,0,0.0,1,1,14.706,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0,0,0.0,0,560,0.0,0.0,0,0.0,68
P34c7aa9885,0,0.0,0,0.0,0,0.0,1,2.564,1,1,2.564,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.564,1,2.564,0,0.0,0,0.0,,14,7,7,17.949,0,8385,0.0,0.25,1,5.128,390
P3514cc9b35,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P355f728583,3,4.498,0,0.0,0,0.0,1,1.499,1,1,1.499,1,1.499,0,0.0,1,1.499,0,0.0,0,0.0,3,4.498,9,13.493,0,0.0,0,0.0,,20,9,6,8.996,0,7859,0.0,0.75,0,0.0,667
P35654567c0,0,0.0,0,0.0,1,4.202,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,9,6,2,8.403,0,5336,0.0,0.0,0,0.0,238
P357471422c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35e592001a,4,4.796,0,0.0,0,0.0,5,5.995,1,11,13.189,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,5.995,0,0.0,1,2.398,,25,6,0,0.0,2,12745,2.398,0.625,1,1.199,834
P35f0fb7731,1,0.956,1,0.956,2,1.912,4,3.824,1,10,9.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.868,10,9.56,0,0.0,1,0.956,,41,9,4,3.824,0,21143,0.0,0.769,1,0.956,1046
P360a02c8f3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P360c31499c,0,0.0,1,5.952,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,11.905,0,0.0,0,0.0,0,0.0,1,5.952,0,0.0,0,0.0,,4,5,0,0.0,0,2627,0.0,0.25,0,0.0,168
P3651ab0a99,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.874,0,0.0,0,0.0,7,20.115,0,0.0,0,0.0,2,5.747,1,2.874,0,0.0,0,0.0,,7,4,0,0.0,0,5033,0.0,0.25,0,0.0,348
P367a636ba4,0,0.0,0,0.0,0,0.0,2,5.305,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.305,1,2.653,0,0.0,0,0.0,,8,6,3,7.958,0,6742,0.0,0.25,0,0.0,377
P36b818b767,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36ce80df8e,0,0.0,0,0.0,0,0.0,0,0.0,1,16,25.89,0,0.0,0,0.0,7,11.327,0,0.0,0,0.0,5,8.091,11,17.799,1,4.854,1,1.618,,16,8,0,0.0,0,11514,0.0,0.786,1,1.618,618
P36eaf9779b,0,0.0,0,0.0,1,4.808,1,4.808,1,4,19.231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.423,0,0.0,0,0.0,,5,3,0,0.0,0,4545,0.0,0.5,0,0.0,208
P36f801ddc1,0,0.0,0,0.0,0,0.0,4,6.873,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.718,6,10.309,6,10.309,0,0.0,0,0.0,,19,7,1,1.718,0,8466,0.0,0.5,1,1.718,582
P37455198a4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3769bd015c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P376f10f64c,0,0.0,0,0.0,1,1.543,0,0.0,1,7,10.802,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,9.259,4,6.173,0,0.0,0,0.0,,8,8,1,1.543,0,6738,0.0,0.571,0,0.0,648
P3778eacc6f,0,0.0,1,2.66,0,0.0,5,13.298,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,18.617,2,5.319,0,0.0,0,0.0,,12,7,0,0.0,0,7584,0.0,0.4,1,7.979,376
P379ec45447,0,0.0,0,0.0,0,0.0,1,1.468,1,0,0.0,0,0.0,0,0.0,11,16.153,0,0.0,0,0.0,1,1.468,2,2.937,0,0.0,0,0.0,,13,7,0,0.0,0,8347,0.0,0.4,0,0.0,681
P382ba08b06,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P388cb0d5da,2,1.167,0,0.0,1,0.583,2,1.167,1,26,15.169,7,4.084,0,0.0,8,4.667,1,1.167,1,0.583,17,9.918,17,9.918,1,2.917,1,2.334,,62,10,2,1.167,0,29517,0.0,0.762,1,0.583,1714
P38bff88a77,1,2.558,0,0.0,0,0.0,2,5.115,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.558,1,2.558,0,0.0,0,0.0,,4,7,0,0.0,0,3696,0.0,0.25,0,0.0,391
P38d9dee28f,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38dadf836a,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38e6db5ca1,2,2.774,0,0.0,0,0.0,1,1.387,1,10,13.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.161,7,9.709,0,0.0,0,0.0,,17,6,0,0.0,0,8576,0.0,0.7,1,1.387,721
P38fd19ed26,0,0.0,0,0.0,0,0.0,3,3.822,1,0,0.0,0,0.0,0,0.0,1,1.274,0,0.0,0,0.0,0,0.0,6,7.643,0,0.0,1,1.274,,1,7,3,3.822,0,5923,0.0,0.667,0,0.0,785
P392363bcf2,0,0.0,0,0.0,0,0.0,5,9.506,1,4,7.605,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,5.703,7,13.308,1,5.703,0,0.0,,13,7,0,0.0,0,8640,0.0,0.7,1,3.802,526
P396ba96b58,2,1.311,0,0.0,2,1.311,11,7.208,1,17,11.14,0,0.0,0,0.0,5,3.277,0,0.0,0,0.0,3,1.966,10,6.553,0,0.0,0,0.0,,31,10,4,2.621,0,21636,0.0,0.769,1,0.655,1526
P398088f587,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.563,2,4.854,0,0.0,0,0.0,,10,6,0,0.0,0,5302,0.0,0.4,1,2.427,412
P3997afa4f2,0,0.0,0,0.0,0,0.0,0,0.0,1,24,24.615,0,0.0,0,0.0,33,33.846,0,0.0,0,0.0,5,5.128,9,9.231,0,0.0,0,0.0,,34,11,0,0.0,0,16957,0.0,0.75,0,0.0,975
P39bae689b5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39c1b5b439,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39c99a28df,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3a25271b04,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3a3a5bbbef,2,1.832,2,1.832,0,0.0,7,6.41,1,8,7.326,0,0.0,0,0.0,4,3.663,0,0.0,0,0.0,0,0.0,8,7.326,1,10.073,0,0.0,,47,10,2,1.832,0,21617,0.0,0.727,1,0.916,1092
P3a5b76349f,0,0.0,0,0.0,0,0.0,6,8.646,1,5,7.205,0,0.0,0,0.0,0,0.0,1,1.441,0,0.0,0,0.0,3,4.323,1,2.882,1,1.441,,18,8,2,2.882,0,11648,0.0,0.5,1,1.441,694
P3a6abfac78,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3a913af04c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3b1e823247,0,0.0,0,0.0,0,0.0,1,1.842,1,1,1.842,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.842,1,1.842,0,0.0,1,1.842,,16,7,3,5.525,0,10351,0.0,0.25,0,0.0,543
P3bedf956bf,0,0.0,0,0.0,0,0.0,0,0.0,1,9,11.029,0,0.0,0,0.0,5,6.127,0,0.0,0,0.0,3,3.676,4,4.902,0,0.0,1,2.451,,21,11,0,0.0,0,15205,0.0,0.571,1,1.225,816
P3bfc12237e,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,2.994,0,0.0,6,17.964,0,0.0,0,0.0,2,5.988,1,2.994,0,0.0,0,0.0,,7,5,0,0.0,0,4656,0.0,0.25,0,0.0,334
P3c6c730bf2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3c885ec031,0,0.0,0,0.0,0,0.0,7,6.836,1,7,6.836,2,1.953,0,0.0,10,9.766,0,0.0,1,0.977,8,7.812,8,7.812,1,1.953,1,0.977,,38,10,2,1.953,0,20236,0.0,0.583,1,0.977,1024
P3cb5a9e68b,0,0.0,0,0.0,0,0.0,0,0.0,1,5,10.989,1,2.198,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.791,0,0.0,0,0.0,,7,3,2,4.396,0,6232,0.0,0.571,0,0.0,455
P3cb9458e5b,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,2.257,0,0.0,0,0.0,0,0.0,0,0.0,1,2.257,0,0.0,0,0.0,0,0.0,,17,4,1,2.257,0,7731,0.0,0.0,0,0.0,443
P3ce7981258,0,0.0,0,0.0,1,1.901,1,1.901,1,2,3.802,0,0.0,0,0.0,0,0.0,1,1.901,0,0.0,6,11.407,4,7.605,0,0.0,1,1.901,,13,6,0,0.0,0,5832,0.0,0.571,1,1.901,526
P3cfad83e39,0,0.0,0,0.0,0,0.0,3,2.809,1,3,2.809,0,0.0,0,0.0,0,0.0,1,1.873,0,0.0,1,0.936,11,10.3,0,0.0,1,1.873,,10,10,18,16.854,0,11344,0.0,0.786,0,0.0,1068
P3d1a59b5a2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3d1eff1bca,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1,2,0,0.0,0,1753,0.0,0.0,0,0.0,80
P3d283763c2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3d55371834,0,0.0,0,0.0,0,0.0,3,12.931,1,1,4.31,3,12.931,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.621,1,12.931,0,0.0,,7,3,0,0.0,0,2448,0.0,0.4,0,0.0,232
P3d8ccdb639,1,0.583,0,0.0,0,0.0,12,6.997,1,25,14.577,2,1.166,0,0.0,13,7.58,0,0.0,0,0.0,13,7.58,13,7.58,1,8.163,1,0.583,,71,10,6,3.499,0,41883,0.0,0.812,1,2.332,1715
P3d9db1cda1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3daa0c9125,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3dd06c5ebd,0,0.0,0,0.0,0,0.0,9,6.419,1,11,7.846,3,2.14,0,0.0,2,1.427,0,0.0,1,0.713,3,2.14,12,8.559,0,0.0,1,1.427,,49,8,5,3.566,0,23062,0.0,0.688,0,0.0,1402
P3dd4b68d3d,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3dd5c6b05b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3dfb31f267,2,5.9,0,0.0,1,2.95,2,5.9,1,4,11.799,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.9,2,5.9,0,0.0,1,5.9,,13,5,1,2.95,0,7975,0.0,0.4,1,2.95,339
P3e065b4b4e,0,0.0,0,0.0,0,0.0,0,0.0,1,6,19.934,0,0.0,0,0.0,6,19.934,0,0.0,0,0.0,0,0.0,1,3.322,0,0.0,1,6.645,,5,5,0,0.0,0,4999,0.0,0.25,0,0.0,301
P3e0fd9667f,0,0.0,0,0.0,0,0.0,3,2.976,1,6,5.952,7,6.944,0,0.0,2,1.984,0,0.0,0,0.0,2,1.984,6,5.952,1,2.976,1,0.992,,12,8,1,0.992,0,11402,0.0,0.667,0,0.0,1008
P3e3a854ff5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e493925a2,1,1.504,0,0.0,1,1.504,1,1.504,1,5,7.519,1,1.504,0,0.0,1,1.504,0,0.0,0,0.0,3,4.511,4,6.015,0,0.0,0,0.0,,11,6,0,0.0,0,9063,0.0,0.571,1,1.504,665
P3e5c820c70,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,12.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,2,3,0,0.0,0,2524,0.0,0.0,0,0.0,163
P3e5e9d6579,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.632,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,6,6,1,2.632,0,4296,0.0,0.0,0,0.0,380
P3e655a07ed,0,0.0,0,0.0,0,0.0,2,6.452,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.226,0,0.0,1,3.226,0,0.0,1,3.226,,8,4,1,3.226,0,4629,0.0,0.0,0,0.0,310
P3e7075c22e,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ea09a4d42,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ebb78aaf3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ede0fa0b1,1,2.857,0,0.0,1,2.857,0,0.0,1,0,0.0,1,2.857,0,0.0,0,0.0,0,0.0,0,0.0,1,2.857,2,5.714,1,2.857,0,0.0,,11,5,5,14.286,0,6149,0.0,0.4,0,0.0,350
P3ee6bf444e,0,0.0,0,0.0,0,0.0,2,2.963,1,7,10.37,0,0.0,0,0.0,5,7.407,0,0.0,0,0.0,6,8.889,6,8.889,0,0.0,1,1.481,,18,9,7,10.37,0,12847,0.0,0.667,1,2.963,675
P3ef49a42d2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ef4d7a55a,3,1.247,3,1.247,0,0.0,3,1.247,1,5,2.078,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,5.819,17,7.066,0,0.0,1,0.416,,60,11,16,6.65,0,31798,0.0,0.85,0,0.0,2406
P3f25ee2633,0,0.0,1,1.399,0,0.0,4,5.594,1,4,5.594,2,2.797,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.399,0,0.0,0,0.0,,5,7,5,6.993,0,7080,0.0,0.25,0,0.0,715
P3f654a33fe,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.401,2,6.803,0,0.0,0,0.0,,11,6,0,0.0,0,6316,0.0,0.4,1,3.401,294
P3f83cdea39,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3f927eeca6,0,0.0,1,1.104,0,0.0,2,2.208,1,1,1.104,2,2.208,0,0.0,0,0.0,0,0.0,0,0.0,1,1.104,0,0.0,0,0.0,0,0.0,,11,7,1,1.104,0,11562,0.0,0.0,0,0.0,906
P3ff36ffdc1,3,1.241,1,0.414,1,0.414,1,0.414,1,9,3.724,4,1.655,0,0.0,0,0.0,1,0.414,4,1.655,16,6.62,11,4.551,1,0.414,1,2.069,,106,17,7,2.896,0,49311,0.0,0.389,0,0.0,2417
P400aecdd2c,1,1.661,1,1.661,0,0.0,4,6.645,1,4,6.645,1,1.661,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,11.628,0,0.0,1,3.322,,15,10,0,0.0,1,7031,1.661,0.7,1,1.661,602
P404f9fdfb6,0,0.0,0,0.0,0,0.0,0,0.0,1,6,9.901,0,0.0,0,0.0,42,69.307,0,0.0,0,0.0,0,0.0,10,16.502,0,0.0,0,0.0,,4,7,0,0.0,0,7955,0.0,0.769,0,0.0,606
P40c501f5d6,0,0.0,1,1.996,4,7.984,0,0.0,1,1,1.996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,15.968,2,3.992,0,0.0,0,0.0,,3,6,7,13.972,0,3996,0.0,0.4,0,0.0,501
P40fd812f54,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4110110f37,0,0.0,4,3.115,0,0.0,7,5.452,1,9,7.009,2,1.558,0,0.0,19,14.798,0,0.0,1,0.779,3,2.336,13,10.125,0,0.0,0,0.0,,38,6,2,1.558,0,19153,0.0,0.706,0,0.0,1284
P414be319a7,0,0.0,0,0.0,0,0.0,0,0.0,1,6,10.381,2,3.46,0,0.0,0,0.0,0,0.0,0,0.0,3,5.19,5,8.651,0,0.0,1,5.19,,14,7,0,0.0,0,9787,0.0,0.625,0,0.0,578
P416088a2b5,0,0.0,0,0.0,0,0.0,7,11.686,1,1,1.669,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,8.347,2,3.339,0,0.0,0,0.0,,8,7,3,5.008,0,8045,0.0,0.4,1,1.669,599
P41612ab4e2,5,4.579,1,0.916,2,1.832,3,2.747,1,14,12.821,5,4.579,0,0.0,0,0.0,0,0.0,0,0.0,3,2.747,12,10.989,0,0.0,1,1.832,,44,7,1,0.916,0,23638,0.0,0.8,1,1.832,1092
P41ae7c3c75,0,0.0,1,2.119,0,0.0,1,2.119,1,2,4.237,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.356,0,0.0,0,0.0,0,0.0,,14,5,2,4.237,0,9824,0.0,0.0,1,2.119,472
P41b1bb4705,3,1.697,1,0.566,1,0.566,0,0.0,1,15,8.484,5,2.828,0,0.0,6,3.394,0,0.0,0,0.0,0,0.0,10,5.656,0,0.0,0,0.0,,81,7,1,0.566,0,32531,0.0,0.769,1,1.131,1768
P41bc73e83b,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41fad117db,0,0.0,0,0.0,0,0.0,0,0.0,1,2,7.576,2,7.576,0,0.0,0,0.0,0,0.0,0,0.0,1,3.788,0,0.0,0,0.0,0,0.0,,0,1,1,3.788,0,1759,0.0,0.0,0,0.0,264
P429241cb33,0,0.0,0,0.0,0,0.0,2,4.415,1,10,22.075,2,4.415,0,0.0,1,2.208,0,0.0,0,0.0,4,8.83,3,6.623,0,0.0,1,2.208,,19,7,4,8.83,0,11479,0.0,0.5,0,0.0,453
P429838957d,0,0.0,0,0.0,0,0.0,2,4.64,1,5,11.601,2,4.64,0,0.0,0,0.0,0,0.0,0,0.0,1,2.32,4,9.281,1,4.64,0,0.0,,15,7,2,4.64,0,9238,0.0,0.571,1,2.32,431
P42adf8ab25,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,5,29.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,2,2,1,5.848,0,1834,0.0,0.0,0,0.0,171
P42b9d239c3,0,0.0,0,0.0,2,2.525,0,0.0,1,8,10.101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,8.838,0,0.0,1,1.263,,24,6,0,0.0,0,12598,0.0,0.7,1,1.263,792
P42d0d6de9a,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42dd9e15a4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P433bbb1ab7,0,0.0,0,0.0,0,0.0,4,16.0,1,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,16.0,0,0.0,0,0.0,,10,1,0,0.0,0,3852,0.0,0.571,0,0.0,250
