pid,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words
P43b2e2aa2f,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.891,0,0.0,0,0.0,0,0.0,,9,6,0,0.0,0,5650,0.0,0.0,0,0.0,257
P43d78a0411,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1,9.009,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,2,0,0.0,0,1400,0.0,0.0,0,0.0,111
P43dec358d1,0,0.0,0,0.0,0,0.0,0,0.0,1,4,7.722,0,0.0,0,0.0,5,9.653,0,0.0,0,0.0,4,7.722,2,3.861,0,0.0,1,1.931,,15,7,2,3.861,0,9614,0.0,0.4,0,0.0,518
P43e7adb565,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43f8251240,0,0.0,0,0.0,0,0.0,0,0.0,1,1,4.425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.85,2,8.85,0,0.0,0,0.0,,6,6,0,0.0,0,3160,0.0,0.4,1,4.425,226
P440f6cc00f,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,21.053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,822,0.0,0.0,0,0.0,95
P44154d877a,0,0.0,2,3.135,0,0.0,0,0.0,1,2,3.135,0,0.0,0,0.0,11,17.241,0,0.0,0,0.0,4,6.27,3,4.702,0,0.0,0,0.0,,15,7,4,6.27,0,10021,0.0,0.5,0,0.0,638
P4417860ddd,3,9.934,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.623,1,3.311,0,0.0,0,0.0,,10,1,0,0.0,0,6036,0.0,0.25,0,0.0,302
P445f167264,1,3.413,0,0.0,0,0.0,5,17.065,1,3,10.239,0,0.0,0,0.0,3,10.239,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,8,5,0,0.0,0,5679,0.0,0.0,1,10.239,293
P4467431c36,1,1.695,0,0.0,0,0.0,0,0.0,1,11,18.644,0,0.0,0,0.0,8,13.559,0,0.0,2,3.39,2,3.39,1,1.695,0,0.0,0,0.0,,8,7,0,0.0,0,7752,0.0,-0.167,1,1.695,590
P44f5111142,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P456fdc6328,0,0.0,0,0.0,1,0.829,17,14.096,1,7,5.804,0,0.0,0,0.0,0,0.0,1,0.829,1,0.829,8,6.633,4,3.317,0,0.0,1,1.658,,14,11,16,13.267,0,9140,0.0,0.375,1,0.829,1206
P459acdec33,2,1.837,1,0.918,0,0.0,2,1.837,1,2,1.837,9,8.264,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,51,7,5,4.591,0,23621,0.0,0.0,1,0.918,1089
P45a39b68c1,0,0.0,0,0.0,0,0.0,3,3.731,1,11,13.682,0,0.0,0,0.0,13,16.169,0,0.0,0,0.0,5,6.219,10,12.438,1,8.706,0,0.0,,20,8,5,6.219,0,14855,0.0,0.769,1,1.244,804
P45b94f1aab,0,0.0,0,0.0,0,0.0,0,0.0,1,1,5.128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.128,2,10.256,0,0.0,0,0.0,,3,2,1,5.128,0,3963,0.0,0.4,0,0.0,195
P4634e39421,3,4.902,0,0.0,0,0.0,4,6.536,1,6,9.804,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.268,5,8.17,0,0.0,0,0.0,,3,7,0,0.0,0,4875,0.0,0.625,0,0.0,612
P4649b7d232,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P465ab55c02,0,0.0,0,0.0,0,0.0,0,0.0,1,2,6.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.205,0,0.0,0,0.0,,5,4,6,19.231,0,4254,0.0,0.25,0,0.0,312
P467b7b3f59,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46af6c0052,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46cfb45fde,0,0.0,0,0.0,0,0.0,2,3.086,1,2,3.086,0,0.0,0,0.0,17,26.235,0,0.0,1,1.543,6,9.259,5,7.716,0,0.0,0,0.0,,17,5,3,4.63,0,9017,0.0,0.444,0,0.0,648
P47044d9385,3,1.406,0,0.0,8,3.751,9,4.219,1,3,1.406,1,0.469,0,0.0,0,0.0,0,0.0,1,0.469,13,6.095,9,4.219,0,0.0,0,0.0,,79,8,2,0.938,0,33397,0.0,0.615,1,1.875,2133
P470eca3f49,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.695,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.391,0,0.0,0,0.0,1,2.695,,6,7,2,5.391,0,5361,0.0,0.0,0,0.0,371
P471bec0288,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P473649a3ff,0,0.0,0,0.0,0,0.0,3,5.988,1,5,9.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,7.984,3,5.988,0,0.0,1,7.984,50,25,9,2,3.992,0,14259,0.0,0.5,0,0.0,501
P47380ec945,0,0.0,1,3.61,0,0.0,2,7.22,1,1,3.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.61,0,0.0,0,0.0,,9,4,0,0.0,0,4339,0.0,0.25,0,0.0,277
P473b24f6eb,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47846f7398,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4793f789c0,0,0.0,0,0.0,0,0.0,2,2.317,1,1,1.159,0,0.0,0,0.0,1,1.159,0,0.0,0,0.0,13,15.064,8,9.27,0,0.0,1,1.159,,15,8,6,6.952,0,9987,0.0,0.727,0,0.0,863
P4797fb50d3,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.95,2,5.9,0,0.0,0,0.0,1,2.95,0,0.0,1,2.95,2,5.9,0,0.0,1,2.95,,13,4,0,0.0,0,7154,0.0,0.4,0,0.0,339
P47a1cc70a3,0,0.0,0,0.0,0,0.0,2,4.237,1,2,4.237,0,0.0,0,0.0,0,0.0,1,4.237,1,2.119,2,4.237,2,4.237,0,0.0,1,4.237,,16,7,0,0.0,0,9482,0.0,0.167,0,0.0,472
P47e2698d94,0,0.0,0,0.0,0,0.0,1,1.016,1,1,1.016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.033,1,1.016,0,0.0,0,0.0,,12,5,3,3.049,0,7882,0.0,0.25,0,0.0,984
P47e358160b,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.714,1,5.714,0,0.0,,4,2,0,0.0,0,3208,0.0,0.25,0,0.0,175
P47eee57e35,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4832cf3ea3,2,2.103,0,0.0,0,0.0,33,34.7,1,5,5.258,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.052,11,11.567,0,0.0,0,0.0,,36,8,1,1.052,1,16679,1.052,0.786,1,1.052,951
P486b5c76fa,0,0.0,0,0.0,0,0.0,2,3.96,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.98,3,5.941,1,1.98,1,3.96,,6,5,0,0.0,0,4824,0.0,0.5,0,0.0,505
P48772fff87,1,1.391,2,2.782,0,0.0,2,2.782,1,1,1.391,2,2.782,0,0.0,1,1.391,0,0.0,0,0.0,0,0.0,2,2.782,0,0.0,1,1.391,,19,7,1,1.391,0,10570,0.0,0.4,0,0.0,719
P488064c36d,0,0.0,0,0.0,3,1.21,3,1.21,1,10,4.032,6,2.419,0,0.0,1,0.403,0,0.0,1,0.403,0,0.0,33,13.306,0,0.0,1,0.403,,23,13,21,8.468,0,23046,0.0,0.865,0,0.0,2480
P49164b4255,1,0.722,0,0.0,0,0.0,0,0.0,1,5,3.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,5.776,0,0.0,0,0.0,,0,7,1,0.722,0,9479,0.0,0.727,0,0.0,1385
P495da5b1cd,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,7.905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1,3,0,0.0,0,3641,0.0,0.0,0,0.0,253
P495dd3afc8,1,3.571,0,0.0,0,0.0,2,7.143,1,1,3.571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.714,1,3.571,0,0.0,0,0.0,,10,4,2,7.143,0,6168,0.0,0.25,0,0.0,280
P497243f189,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49827cf895,1,1.044,0,0.0,0,0.0,2,2.088,1,6,6.263,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,12.526,1,2.088,1,1.044,31,20,6,1,1.044,0,11928,0.0,0.8,0,0.0,958
P49b077589e,0,0.0,2,0.845,0,0.0,4,1.689,1,12,5.068,1,0.422,1,0.422,0,0.0,0,0.0,1,0.422,19,8.024,23,9.713,0,0.0,1,0.845,,54,15,20,8.446,0,24428,0.0,0.815,1,0.422,2368
P49b4c451ec,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.0,0,0.0,0,0.0,7,14.0,0,0.0,0,0.0,2,4.0,0,0.0,0,0.0,1,2.0,,10,7,2,4.0,0,7607,0.0,0.0,0,0.0,500
P49d50fc2b5,0,0.0,1,3.937,0,0.0,0,0.0,1,1,3.937,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.874,0,0.0,0,0.0,,5,5,0,0.0,0,3734,0.0,0.4,0,0.0,254
P4a000d48b0,2,4.831,0,0.0,0,0.0,0,0.0,1,9,21.739,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.415,3,7.246,0,0.0,0,0.0,,8,7,3,7.246,0,7333,0.0,0.5,0,0.0,414
P4a125216bc,0,0.0,0,0.0,0,0.0,1,7.519,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.519,0,0.0,0,0.0,,2,4,0,0.0,0,2674,0.0,0.25,0,0.0,133
P4a1b07df85,0,0.0,0,0.0,0,0.0,0,0.0,1,1,5.376,0,0.0,0,0.0,0,0.0,0,0.0,1,5.376,0,0.0,1,5.376,0,0.0,0,0.0,,6,2,0,0.0,0,3072,0.0,0.0,0,0.0,186
P4a79922b86,1,2.358,0,0.0,0,0.0,4,9.434,1,4,9.434,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,9.434,2,4.717,0,0.0,0,0.0,,4,1,0,0.0,1,5239,2.358,0.4,0,0.0,424
P4a79c6caeb,0,0.0,0,0.0,0,0.0,0,0.0,1,7,15.385,2,4.396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.198,1,4.396,1,2.198,,6,7,0,0.0,0,7255,0.0,0.25,0,0.0,455
P4a7a8900d7,0,0.0,0,0.0,0,0.0,1,0.873,1,14,12.216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,7.853,12,10.471,0,0.0,0,0.0,,23,9,6,5.236,0,13558,0.0,0.8,0,0.0,1146
P4adcc58a26,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4afc5fb3f7,2,2.466,0,0.0,0,0.0,2,2.466,1,7,8.631,0,0.0,0,0.0,0,0.0,0,0.0,1,1.233,0,0.0,4,4.932,0,0.0,0,0.0,,14,6,2,2.466,0,8132,0.0,0.375,0,0.0,811
P4b06d66b80,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,19.048,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,902,0.0,0.0,0,0.0,105
P4b0ccf34e0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,3.413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,2476,0.0,0.0,0,0.0,293
P4b1ba6339f,0,0.0,1,2.294,0,0.0,2,4.587,1,2,4.587,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.587,6,13.761,0,0.0,0,0.0,,1,2,3,6.881,0,3109,0.0,0.667,1,2.294,436
P4b46fb5c89,0,0.0,1,2.833,0,0.0,0,0.0,1,2,5.666,1,2.833,0,0.0,0,0.0,0,0.0,1,2.833,1,2.833,6,16.997,0,0.0,0,0.0,,9,5,5,14.164,0,5688,0.0,0.5,0,0.0,353
P4b59f5fe56,2,2.296,0,0.0,0,0.0,3,3.444,1,1,1.148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.148,1,1.148,0,0.0,0,0.0,,27,6,0,0.0,0,13520,0.0,0.25,0,0.0,871
P4b5f95e771,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,5,13.928,0,0.0,0,0.0,2,5.571,0,0.0,0,0.0,1,2.786,,8,5,1,2.786,0,5534,0.0,0.0,0,0.0,359
P4b73f3a250,1,1.381,0,0.0,0,0.0,5,6.906,1,4,5.525,2,2.762,0,0.0,0,0.0,0,0.0,0,0.0,7,9.669,1,1.381,0,0.0,0,0.0,,19,7,5,6.906,0,12736,0.0,0.25,1,5.525,724
P4b7967ab2f,0,0.0,0,0.0,0,0.0,1,2.857,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,13,6,3,8.571,0,6482,0.0,0.0,1,5.714,350
P4b8155700b,0,0.0,1,9.709,1,9.709,0,0.0,1,2,19.417,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.709,0,0.0,0,0.0,,0,1,0,0.0,0,1210,0.0,0.25,0,0.0,103
P4bb660105c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4bbcd3bc18,0,0.0,0,0.0,0,0.0,5,11.062,1,2,4.425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.212,4,8.85,1,6.637,0,0.0,,11,6,0,0.0,0,8375,0.0,0.571,1,4.425,452
P4bc4764e2a,1,1.789,0,0.0,0,0.0,1,1.789,1,1,1.789,0,0.0,0,0.0,0,0.0,0,0.0,5,8.945,0,0.0,6,10.733,0,0.0,1,1.789,,15,5,0,0.0,0,8572,0.0,0.071,0,0.0,559
P4bd2cd3d34,1,1.724,1,1.724,0,0.0,1,1.724,1,3,5.172,0,0.0,0,0.0,0,0.0,1,1.724,0,0.0,2,3.448,9,15.517,0,0.0,1,5.172,,27,7,2,3.448,0,9686,0.0,0.75,0,0.0,580
P4c416f9cab,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4c4f563b8c,0,0.0,1,0.244,0,0.0,6,1.467,1,28,6.844,3,0.733,0,0.0,0,0.0,0,0.0,0,0.0,1,0.244,62,15.155,0,0.0,1,0.244,,49,19,22,5.378,0,41975,0.0,0.954,0,0.0,4091
P4cd866005e,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4d03279429,0,0.0,1,2.342,0,0.0,0,0.0,1,1,2.342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.342,2,4.684,0,0.0,0,0.0,,7,4,2,4.684,0,5561,0.0,0.4,0,0.0,427
P4d044e6517,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4d2e34ba12,0,0.0,0,0.0,0,0.0,0,0.0,1,2,3.284,0,0.0,0,0.0,4,6.568,0,0.0,1,1.642,0,0.0,3,4.926,0,0.0,0,0.0,,11,6,4,6.568,0,7069,0.0,0.286,0,0.0,609
P4d2f3d5dbd,0,0.0,0,0.0,0,0.0,1,4.202,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.403,0,0.0,0,0.0,,2,4,0,0.0,0,2781,0.0,0.4,0,0.0,238
P4d8e3ba87c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4da2c7e178,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4dc7399d2c,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e09db2338,0,0.0,0,0.0,0,0.0,2,5.376,1,8,21.505,0,0.0,0,0.0,3,8.065,0,0.0,0,0.0,3,8.065,3,8.065,0,0.0,0,0.0,,14,5,2,5.376,0,8185,0.0,0.5,1,2.688,372
P4e0fbd7a78,1,3.236,0,0.0,0,0.0,1,3.236,1,1,3.236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.709,0,0.0,1,3.236,,2,1,0,0.0,0,3116,0.0,0.5,0,0.0,309
P4e35bd6add,0,0.0,0,0.0,1,3.279,0,0.0,1,1,3.279,2,6.557,0,0.0,4,13.115,0,0.0,0,0.0,0,0.0,1,3.279,1,3.279,1,3.279,,10,8,1,3.279,0,6405,0.0,0.25,1,3.279,305
P4e4e438f6e,0,0.0,2,3.448,0,0.0,1,1.724,1,1,1.724,0,0.0,0,0.0,4,6.897,0,0.0,0,0.0,0,0.0,1,1.724,0,0.0,0,0.0,,17,6,0,0.0,0,8925,0.0,0.25,1,1.724,580
P4e8883caf8,2,2.472,0,0.0,0,0.0,0,0.0,1,4,4.944,0,0.0,0,0.0,0,0.0,0,0.0,1,1.236,2,2.472,3,3.708,0,0.0,1,1.236,,34,10,0,0.0,0,16743,0.0,0.286,1,3.708,809
P4eb309e8f6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4ebfdd4833,0,0.0,0,0.0,0,0.0,1,3.663,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.663,0,0.0,0,0.0,0,0.0,,6,7,2,7.326,0,5063,0.0,0.0,0,0.0,273
P4ec4ee54f1,0,0.0,0,0.0,0,0.0,1,1.159,1,7,8.111,0,0.0,0,0.0,2,2.317,0,0.0,0,0.0,1,1.159,11,12.746,1,2.317,0,0.0,,28,7,6,6.952,0,15194,0.0,0.786,0,0.0,863
P4ec69893f6,1,1.58,0,0.0,0,0.0,0,0.0,1,3,4.739,0,0.0,0,0.0,5,7.899,0,0.0,0,0.0,0,0.0,3,4.739,0,0.0,0,0.0,,16,10,0,0.0,0,8393,0.0,0.5,0,0.0,633
P4f181909b7,6,2.594,5,2.162,2,0.865,8,3.459,1,19,8.214,0,0.0,0,0.0,4,1.729,0,0.0,4,1.729,28,12.105,25,10.808,0,0.0,1,0.432,,109,9,3,1.297,1,39269,0.432,0.656,0,0.0,2313
P4f47ca7b5d,0,0.0,0,0.0,0,0.0,0,0.0,1,3,11.236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.236,0,0.0,0,0.0,,0,3,0,0.0,0,2654,0.0,0.5,0,0.0,267
P4f7ec9f72f,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4f854a47d9,0,0.0,2,3.333,0,0.0,2,3.333,1,1,1.667,0,0.0,0,0.0,4,6.667,1,3.333,0,0.0,2,3.333,2,3.333,0,0.0,1,8.333,,17,8,1,1.667,0,9355,0.0,0.4,0,0.0,600
P4f8c953cc8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P502aba077e,1,2.227,0,0.0,0,0.0,3,6.682,1,1,2.227,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.454,0,0.0,0,0.0,,5,4,0,0.0,0,4254,0.0,0.4,1,2.227,449
P50c2524b85,0,0.0,0,0.0,0,0.0,1,1.447,1,3,4.342,0,0.0,0,0.0,3,4.342,0,0.0,1,1.447,7,10.13,2,2.894,0,0.0,0,0.0,,15,6,1,1.447,0,9188,0.0,0.167,1,1.447,691
P50ca99530f,2,1.246,1,0.623,2,1.246,2,1.246,1,4,2.492,1,0.623,1,0.623,0,0.0,0,0.0,1,0.623,2,1.246,7,4.361,0,0.0,0,0.0,,69,5,2,1.246,0,22607,0.0,0.545,1,0.623,1605
P51a666d7f5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51e5ade0ce,1,0.929,2,1.857,0,0.0,3,2.786,1,7,6.5,5,4.643,0,0.0,0,0.0,0,0.0,1,0.929,9,8.357,6,5.571,0,0.0,1,0.929,,42,10,1,0.929,0,20206,0.0,0.5,0,0.0,1077
P51f87bc5f4,0,0.0,1,1.167,0,0.0,18,21.004,1,3,3.501,0,0.0,0,0.0,0,0.0,0,0.0,1,1.167,8,9.335,14,16.336,0,0.0,0,0.0,,8,8,5,5.834,0,7967,0.0,0.722,0,0.0,857
P521ea871d2,0,0.0,0,0.0,0,0.0,0,0.0,1,3,3.896,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.597,6,7.792,0,0.0,0,0.0,,11,5,2,2.597,0,9600,0.0,0.667,0,0.0,770
P523c5eb5e6,0,0.0,0,0.0,0,0.0,2,4.348,1,10,21.739,0,0.0,0,0.0,8,17.391,0,0.0,0,0.0,1,2.174,3,6.522,1,6.522,0,0.0,,9,8,2,4.348,0,7680,0.0,0.5,1,2.174,460
P523c7506e7,0,0.0,0,0.0,0,0.0,2,6.431,1,5,16.077,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,12.862,1,6.431,0,0.0,,13,7,1,3.215,0,5873,0.0,0.571,1,3.215,311
P5246294b22,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5277c76d51,0,0.0,2,1.007,0,0.0,16,8.052,1,4,2.013,3,1.51,0,0.0,26,13.085,0,0.0,1,0.503,1,0.503,8,4.026,0,0.0,1,0.503,,59,17,2,1.007,0,28320,0.0,0.583,0,0.0,1987
P52ae6ebde1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52af59d765,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52c65c114a,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.817,2,5.634,0,0.0,0,0.0,0,0.0,0,0.0,5,14.085,0,0.0,0,0.0,1,2.817,,7,4,0,0.0,0,4236,0.0,0.0,0,0.0,355
P52f9046b71,0,0.0,0,0.0,1,0.978,3,2.935,1,24,23.483,0,0.0,0,0.0,2,1.957,0,0.0,1,0.978,6,5.871,8,7.828,1,0.978,0,0.0,,14,6,4,3.914,0,10489,0.0,0.583,1,0.978,1022
P5303425662,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53313a94c2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53502448c1,0,0.0,2,1.504,0,0.0,24,18.045,1,11,8.271,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.504,14,10.526,0,0.0,0,0.0,,6,8,2,1.504,0,11394,0.0,0.824,0,0.0,1330
P5351e63d76,1,1.299,0,0.0,0,0.0,2,2.597,1,25,32.468,0,0.0,0,0.0,1,1.299,0,0.0,0,0.0,7,9.091,9,11.688,0,0.0,0,0.0,,22,6,0,0.0,0,12103,0.0,0.75,0,0.0,770
P539180f113,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53d139a0c8,0,0.0,0,0.0,0,0.0,1,1.541,1,3,4.622,5,7.704,0,0.0,0,0.0,0,0.0,0,0.0,1,1.541,4,6.163,1,4.622,0,0.0,,20,7,2,3.082,0,12836,0.0,0.571,1,3.082,649
P53f54898a1,0,0.0,0,0.0,0,0.0,3,5.146,1,4,6.861,0,0.0,0,0.0,10,17.153,0,0.0,0,0.0,1,1.715,5,8.576,0,0.0,0,0.0,,10,10,0,0.0,0,7651,0.0,0.625,0,0.0,583
P53f786523f,0,0.0,0,0.0,0,0.0,3,2.224,1,0,0.0,0,0.0,0,0.0,9,6.672,0,0.0,0,0.0,6,4.448,4,2.965,0,0.0,1,0.741,,30,13,1,0.741,0,17296,0.0,0.571,0,0.0,1349
P540f972282,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P54240b8a24,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.63,0,0.0,4,6.173,0,0.0,1,3.086,,12,9,10,15.432,0,7751,0.0,0.1,1,3.086,648
P544c115a68,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P544e2d56ac,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5480a34012,0,0.0,0,0.0,0,0.0,3,3.958,1,6,7.916,0,0.0,0,0.0,9,11.873,0,0.0,0,0.0,3,3.958,2,2.639,1,3.958,1,1.319,,15,9,1,1.319,0,12268,0.0,0.4,1,1.319,758
P5492e07ad3,0,0.0,0,0.0,0,0.0,3,8.043,1,5,13.405,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.681,3,8.043,0,0.0,0,0.0,,5,2,1,2.681,0,6150,0.0,0.5,0,0.0,373
P54d4de841c,2,1.626,1,0.813,0,0.0,0,0.0,1,13,10.569,0,0.0,0,0.0,15,12.195,0,0.0,1,0.813,4,3.252,11,8.943,0,0.0,0,0.0,,30,8,5,4.065,0,16969,0.0,0.667,0,0.0,1230
P54e531f2ec,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,,4,4,0,0.0,0,2126,0.0,0.0,0,0.0,200
P54e5c21a96,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5500e23cae,0,0.0,0,0.0,0,0.0,0,0.0,1,1,19.608,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0,0,0.0,0,450,0.0,0.0,0,0.0,51
P551a484de7,0,0.0,0,0.0,0,0.0,4,22.599,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.65,0,0.0,0,0.0,,8,2,0,0.0,0,3425,0.0,0.25,0,0.0,177
P552922b6fa,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P552ea773e2,2,1.347,0,0.0,6,4.04,1,0.673,1,5,3.367,0,0.0,0,0.0,0,0.0,0,0.0,1,0.673,6,4.04,6,4.04,1,0.673,1,0.673,,21,6,2,1.347,0,13814,0.0,0.5,0,0.0,1485
P554dd6632a,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
