pid,gt_ratio,gt_peak_ratio,gt_last30_ratio,gt_trend,gt_zero_share,gt_days_above10,gt_topic,gt_class_pct
P37de3fe8d7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P1945d13d34,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0d5beb0152,0.0037,0.01,0.0,0.957,0.977,0,0,0.65
P76ebdc8d77,0.0017,0.02,0.0,0.968,0.988,0,0,0.719
Paf2b091294,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7c732b276f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc9a85d9349,0.0115,0.05,0.003,0.877,0.952,0,0,0.88
P31a95da41b,0.0921,0.02,0.0607,0.978,0.056,0,0,0.982
P8be99fecd0,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa9952fefb0,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Paee04abbe6,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc60f6451c1,0.0006,0.01,0.0,0.989,0.994,0,0,0.573
Pcb16689c6c,0.0007,0.01,0.0,0.989,0.994,0,0,0.543
P45a39b68c1,0.0014,0.01,0.0,0.989,0.99,0,0,0.694
P23152d31e2,0.0036,0.03,0.0042,1.067,0.972,0,0,0.77
Pa245962e52,0.0052,0.02,0.0021,0.949,0.955,0,0,0.805
P664a2ede66,0.1073,0.14,0.0103,0.488,0.738,2,0,0.99
P5698276a02,0.0009,0.01,0.0,0.989,0.994,0,0,0.58
Pa6029bb5a6,0.007,0.02,0.0,0.918,0.959,0,0,0.86
P47a1cc70a3,0.0009,0.01,0.0,0.989,0.994,0,0,0.58
Pbe096a5b87,0.0056,0.02,0.0,0.938,0.971,0,0,0.75
P07d140dc91,0.0135,0.04,0.0,0.891,0.92,0,0,0.924
P07268bf0e1,0.033,0.12,0.0036,0.782,0.874,1,0,0.971
Pf38ea886b7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pb8bba3b38a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pab4be0edd9,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pbdde11b624,0.0099,0.12,0.0,0.833,0.966,1,0,0.85
P90932c4b0a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc074e62881,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa2e8c74c1f,0.0103,0.07,0.0,0.833,0.96,0,0,0.865
P4e1f6ff7ed,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0d7f7c89fd,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P05f9ca4653,0.002,0.01,0.003,1.011,0.986,0,0,0.731
P9161b1752d,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P72f09d9c22,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P479c1cba2f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P86042c98c9,0.0204,0.04,0.0,0.833,0.92,0,0,0.883
Pec93c68939,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7dcdc4ccdd,0.0007,0.01,0.0,1.0,0.995,0,0,0.593
P3dfb31f267,0.0037,0.01,0.0,0.968,0.977,0,0,0.65
P659829b9e5,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P3ee6bf444e,0.0045,0.02,0.0,0.947,0.971,0,0,0.771
P233044615c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P99ed7bd6ab,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P41bcb3bebd,0.0027,0.02,0.0,0.957,0.986,0,0,0.778
P9caa5193d5,0.0007,0.01,0.0,0.989,0.994,0,0,0.543
Pa29e5f68db,0.003,0.01,0.0,0.957,0.977,0,0,0.714
P079058f390,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P72048f0a4a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9f04775c7a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7075ac01b8,0.0009,0.01,0.0,0.989,0.994,0,0,0.58
Pdd3a369707,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc69570e4d2,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pd1118f9ab3,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P2c8aa67899,0.0211,0.12,0.0,0.928,0.938,1,0,0.935
P9052f13021,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pfce02776de,0.0014,0.01,0.0,0.978,0.99,0,0,0.694
P03f35a2855,0.0046,0.02,0.0,0.947,0.977,0,0,0.733
P721d8fa8f9,0.0034,0.03,0.0,0.989,0.986,0,0,0.815
P3cb9458e5b,0.0,0.0,0.0,1.0,1.0,0,1,0.0
P18f1dedfcb,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Peb437378ff,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P1a8fd8dc98,0.0016,0.01,0.0,0.968,0.983,0,0,0.681
Pa89859be17,0.0023,0.01,0.0022,1.011,0.977,0,0,0.771
Pc44acb797a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pbccc770021,0.0006,0.01,0.0022,1.033,0.994,0,0,0.573
Pdeabbe5993,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe2f97b33d4,0.02,0.06,0.0,0.732,0.867,0,0,0.927
Pb9eccb67f7,0.0082,0.03,0.0,0.938,0.954,0,0,0.857
P12fddfeea1,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe728a39ea0,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P523c7506e7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9a2935e78c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P96b57657ed,0.0009,0.01,0.0,0.989,0.994,0,0,0.58
P9fc884bebd,0.001,0.01,0.0,0.978,0.989,0,0,0.646
P416088a2b5,0.0011,0.01,0.0,0.978,0.988,0,0,0.698
P2890042448,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P49b4c451ec,0.015,0.04,0.0,0.849,0.926,0,0,0.933
P0eb002afb8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pd5316f2e65,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P44f988dfdd,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7fd9e8becb,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pdcc28d7d6b,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P13f5a8ca49,0.001,0.01,0.0,0.978,0.989,0,0,0.646
P79aaab38df,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pada60a9da7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P6ce9cb925d,0.0037,0.02,0.0,0.947,0.977,0,0,0.752
Paf6b5cd8b6,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P8b23f27bc8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P5d94de4385,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9a144a10c5,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pbfdaa31fd0,0.0805,0.15,0.0504,0.855,0.549,2,0,0.99
P5dad28f6cf,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe79de9d05b,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P470eca3f49,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P3ffd955342,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P67a293c7ae,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf6213e9937,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P58407301c7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pd5f2794063,0.0096,0.03,0.0,0.918,0.965,0,0,0.91
P2db6f2cc8f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P26b4659b22,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P1c48d6e24b,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P3692b72eac,0.0007,0.01,0.0,0.989,0.995,0,0,0.593
Pae8a88e0e7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf54bd6bbc8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P65b97df144,0.0125,0.06,0.0126,1.2,0.921,0,0,0.876
P9d84442310,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P8b3507dca4,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P8a6f0b4919,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc25108b74d,0.0022,0.02,0.0,0.968,0.989,0,0,0.667
P3d136e77bf,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P63014948f5,0.0006,0.01,0.0,0.989,0.994,0,0,0.573
P4b73f3a250,0.0177,0.09,0.0,0.857,0.893,0,0,0.894
P6e67770ba5,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe1411c667e,0.0105,0.05,0.0,0.978,0.971,0,0,0.93
P0234a21988,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P59007d3b10,0.0026,0.02,0.0,0.968,0.988,0,0,0.76
P30169adef4,0.0068,0.05,0.0,0.9,0.976,0,0,0.852
P213b82c86a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9436ca936e,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P04c242f081,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P5f9ce00466,0.0037,0.03,0.0,0.957,0.983,0,0,0.752
P9180c4596b,0.0009,0.01,0.0,1.0,0.994,0,0,0.58
Pdbf2a4e286,0.0021,0.01,0.0,0.957,0.977,0,0,0.708
P152905cef4,0.0543,0.02,0.0242,0.934,0.622,0,0,0.972
P9f0e3aa432,0.04,0.05,0.0044,0.64,0.728,0,0,0.958
P648e1b1924,0.0022,0.01,0.0,0.978,0.983,0,0,0.667
P7200ebcdd8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0f6f43de8d,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7235c3ea4e,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P8d0ea24592,0.0037,0.02,0.0,0.957,0.983,0,0,0.65
P04a83dcaaf,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P13f00227af,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0db0d3c576,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P56746fa0a3,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P5cba6e4b4b,0.0006,0.01,0.0,0.989,0.994,0,0,0.573
P9d848af991,0.0143,0.08,0.0,0.918,0.925,0,0,0.885
P76f8234113,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P821b19c2a1,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P12ee990c18,0.0277,0.06,0.0393,1.206,0.846,0,0,0.962
Paae5adeebf,0.0612,0.07,0.0031,0.65,0.764,0,0,0.967
P25ddbfff0e,0.0007,0.01,0.0,0.989,0.994,0,0,0.543
Pedf3dd90d4,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P6146f5260f,0.0112,0.02,0.0,0.857,0.926,0,0,0.886
Pf0ef0714b6,0.0017,0.01,0.0,0.978,0.988,0,0,0.71
P9aef7770b8,0.0052,0.04,0.0,0.938,0.983,0,0,0.83
P070f8d3585,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P277e56e049,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9603a14b7f,0.0009,0.01,0.0,0.989,0.994,0,0,0.4
P8d79cd923c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pfb1f04f295,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa09bdf4e64,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pdb02e7ce99,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf4e651b50c,0.0015,0.01,0.0,0.978,0.989,0,0,0.648
P88205fde52,0.0027,0.01,0.0,0.968,0.981,0,0,0.778
P1ccfa6c1ee,0.292,0.86,0.0377,0.502,0.35,11,0,1.0
P12c0373e62,0.0006,0.01,0.0,0.989,0.994,0,0,0.573
P521d05ff22,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7589e6b4d5,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pdec9ef7c46,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P1424b0c02d,0.0035,0.02,0.0,0.957,0.983,0,0,0.77
Pbdf853cdec,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0252f7ff7f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf2b31fcc76,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P40d023c55e,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0e202d21b8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P54240b8a24,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pfc8df2f375,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P97df826a61,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P919e355315,0.0411,0.04,0.0548,1.25,0.682,0,0,0.969
P017b3a2bee,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P4e9a2418a1,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe225c37146,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pae46fa4aa5,0.0017,0.01,0.0,0.968,0.983,0,0,0.719
P0e11075372,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P86aa3b2a5e,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P19a9559b15,0.003,0.02,0.0,0.957,0.983,0,0,0.714
Peae8be2d88,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P836329e077,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P5bddeea434,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P8bf21cf88b,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe8ffde2213,0.007,0.04,0.0034,0.959,0.971,0,0,0.86
P816913601a,0.0021,0.02,0.0,0.957,0.983,0,0,0.708
P0a66817947,0.0352,0.13,0.0,0.657,0.857,1,0,0.981
P70fa3dc827,0.0011,0.01,0.0022,1.033,0.988,0,0,0.698
Pcfa1d05a1c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P6696ce1e71,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0bcbee5c83,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf8707c5a5f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P3698c87daf,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P7572949d92,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa5d4a8fef6,0.0021,0.01,0.0021,1.022,0.977,0,0,0.708
P4048f3366a,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P84e9dcbb3e,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pcb59681372,0.003,0.01,0.0,0.957,0.977,0,0,0.714
Pd8f68848a0,0.0,0.0,0.0,1.0,1.0,0,1,0.0
P5705590403,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P719dac14cb,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P14882ceff6,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa4e79c2199,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P279cdc2712,0.0139,0.03,0.0,0.857,0.948,0,0,0.867
Pf9f33f79e7,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc2ef5dcf11,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P07109e12fd,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf99c720027,0.0078,0.04,0.0,0.865,0.944,0,0,0.841
P2c7c71307b,0.001,0.01,0.0,0.978,0.989,0,0,0.646
P1a135db58f,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P0326e23b0d,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P9345155d6a,0.0017,0.02,0.0,0.968,0.988,0,0,0.719
P855a9cc2ba,0.0007,0.01,0.0,0.989,0.994,0,0,0.543
P4e35bd6add,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pfd5185bdf5,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pb3ce9ad2a9,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pb2632428b5,0.0054,0.02,0.0,0.928,0.971,0,0,0.843
Pc4ba85a58f,0.0035,0.01,0.0,0.957,0.977,0,0,0.77
P92095a9676,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pd0d6a519f5,0.0037,0.01,0.0,0.968,0.977,0,0,0.65
Pff95561f44,0.0027,0.02,0.0,0.957,0.99,0,0,0.778
P75527a2d8c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pdd1f325a63,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf25d15a954,0.0022,0.01,0.0,0.968,0.983,0,0,0.667
Padf63a93ad,0.0045,0.03,0.0,0.938,0.977,0,0,0.771
P8db9055dd7,0.063,0.04,0.0459,1.08,0.684,0,0,0.983
P82e84aa110,0.0109,0.09,0.0,0.947,0.938,0,0,0.858
P32fecc73d2,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P93a0142eda,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pebbeab0c5c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa3f4257d20,0.0604,0.13,0.0,0.566,0.667,2,0,0.973
P679974836f,0.0127,0.03,0.0,0.849,0.92,0,0,0.895
P6187cee451,0.0017,0.01,0.0,0.978,0.988,0,0,0.71
P07bb9cb58f,0.014,0.03,0.0,0.849,0.948,0,0,0.94
Pa0366802b4,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P328e73174e,0.0006,0.01,0.0,0.989,0.994,0,0,0.573
P5480a34012,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pe7bcbcc1c2,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pc99b219586,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pa090759337,0.0014,0.01,0.003,1.022,0.99,0,0,0.694
Pc97a1282a3,0.0768,0.45,0.0061,0.807,0.847,2,0,0.991
P20596267f7,0.0006,0.01,0.0022,1.033,0.994,0,0,0.573
P854a3a23a2,0.002,0.01,0.0091,1.1,0.986,0,0,0.731
P7f722372b8,0.0,0.0,0.0,1.0,1.0,0,0,0.0
P3e1b393a8c,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf7cf72315c,0.2749,0.27,0.1318,0.921,0.0,6,0,0.991
P47d96f257b,0.1986,0.16,0.1425,1.338,0.0,2,0,1.0
Paf9449af91,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pd018d62aee,0.0,0.0,0.0,1.0,1.0,0,0,0.0
Pf4a65045a1,0.0,0.0,0.0,1.0,1.0,0,0,0.0
