pid,draft_year,was_drafted,actual_pick,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_minutes_total,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_rsci_rank,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_ts_pct,intl_ft_pct,intl_fg3_pct,intl_level,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_age,ctx_base_height,ctx_base_three_share,ctx_team_peer_usage,ctx_team_gap_usage,ctx_team_peer_ts,ctx_team_gap_ts,ctx_team_peer_ast_pct,ctx_team_gap_ast_pct,ctx_team_peer_orb,ctx_team_gap_orb,ctx_team_peer_drb,ctx_team_gap_drb,ctx_team_peer_stl_pct,ctx_team_gap_stl_pct,ctx_team_peer_blk_pct,ctx_team_gap_blk_pct,ctx_team_rotation_depth,ctx_team_creator_competition,ctx_team_guard_competition,ctx_growth_seasons,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume,ctx_growth_usage,ctx_growth_minutes_share,ctx_growth_ts,ctx_growth_ast_pct,ctx_growth_tov_pct,ctx_growth_stl_pct,ctx_growth_blk_pct,ctx_growth_fg3a,ctx_growth_ft_pct,ctx_growth_changed_team
P86ef73625c,2017,1,40.0,21.82,76.75,221.6,82.0,103.5,30.0,36.5,11.7,3.22,35.0,28.8,21.53575,5.250000000000001,2.178625,1.25,0.142875,27.4,54.37,51.0,11.6,14.1,4.0,11.9,1.9,0.4,0.3496932515337423,0.282,0.754,0.333,0.516,1986.9994,53.2,44.0,5.0,55.5,1,1,0,16.0,,,,,,,,,,,,,35.0,72.0,27.4,51.0,54.37,4.0,11.9,11.6,14.1,104.0,138.0,0.754,164.0,318.0,0.516,57.0,171.0,0.333,0.4,1.9,28.2,2.2,0.85916397,94.0,150.0,70.0,167.0,22.0,26.0,28.8,1.0,3.2,1.7429,1.0,0.1143,17.2286,21.754962354551676,79.0,0.3496932515337423,18.58871495327103,8.811285046728969,57.24974299065421,-2.879742990654215,12.403785046728975,-0.8037850467289758,6.40107476635514,-2.4010747663551397,13.4938785046729,-1.5938785046728992,2.071542056074767,-0.1715420560747671,3.1160280373831784,-2.7160280373831784,6.0,0.0,1.0,2.0,0.7187499999999999,0.7682119205298014,0.3233799999999997,3.7205933455805416,0.0999999999999978,0.2999999999999971,2.25,1.1999999999999993,-1.200000000000001,0.0,0.3,57.0,0.04,0.0
P9d178fdf5d,2017,1,54.0,22.2,79.25,232.0,82.75,105.0,,,,,28.0,35.1379,23.528953067770125,10.35128451045737,2.261045765398615,0.8125585194334323,0.3886060350789319,29.5,59.63,52.7,15.0,13.5,8.0,23.2,1.2,1.0,0.3394077448747152,0.428,0.888,0.369,0.514,4041.1852,45.8,41.0,5.0,40.5,0,0,0,,,,,,,,,,,,,,28.0,76.3,29.5,52.7,59.63,8.0,23.2,15.0,13.5,167.0,188.0,0.888,149.0,290.0,0.514,55.0,149.0,0.369,1.0,1.2,42.8,2.6,0.90140097,79.0,119.0,70.0,171.0,7.0,9.0,35.1379,2.5517,7.5517,2.2069,0.7931,0.3793,22.9655,22.13552361396304,81.0,0.3394077448747152,17.98274315391879,11.51725684608121,53.12584277620395,6.504157223796049,11.963361661945228,3.0366383380547717,4.749693106704437,3.250306893295563,12.006421152030214,11.193578847969786,1.850802644003777,-0.6508026440037771,1.6154154863078374,-0.6154154863078374,7.0,1.0,0.0,4.0,0.6111111111111112,1.0344827586206895,0.9148500000000004,4.654671349372963,6.600000000000001,-5.700000000000003,-5.089999999999996,6.699999999999999,-0.0999999999999996,-0.1,0.0,-54.0,0.036,0.0
P2acab9acdb,2017,1,52.0,21.48,76.0,176.4,81.0,102.5,,,,,21.0,33.1429,16.241378998216817,4.706854258378115,5.431027459878285,1.3965344010331022,0.8275799643362531,24.8,56.97,50.7,30.3,19.6,1.8,13.5,2.3,2.7,0.2085308056872037,0.645,0.735,0.273,0.533,1538.0021,49.0,45.0,4.0,51.0,0,0,0,,,,,,,,,,,,,,21.0,45.6,24.8,50.7,56.97,1.8,13.5,30.3,19.6,100.0,136.0,0.735,89.0,167.0,0.533,12.0,44.0,0.273,2.7,2.3,64.5,2.9,1.81034798,64.0,104.0,17.0,50.0,14.0,15.0,33.1429,0.5238,3.8095,5.0,1.2857,0.7619,14.9524,21.418206707734427,78.0,0.2085308056872037,19.241184239489325,5.558815760510676,54.10182478538411,2.8681752146158885,12.576689412282631,17.723310587717368,6.234118423948933,-4.4341184239489335,14.107792207792208,-0.6077922077922082,1.7082764692934185,0.5917235307065813,1.4123486682808717,1.2876513317191287,7.0,2.0,1.0,3.0,1.2820512820512822,1.470873786407767,0.3345599999999999,3.616185980483672,1.3000000000000007,-13.4,5.329999999999998,5.100000000000001,0.6000000000000014,-0.4000000000000003,1.8000000000000005,-39.0,0.008,0.0
P57703dc960,2017,1,33.0,22.51,77.5,193.4,85.0,105.5,31.5,36.0,11.25,3.36,35.0,31.3714,14.950866075470012,7.245924631989647,3.967167547511427,1.147542028726802,0.3934921616504204,22.6,58.53,53.2,22.9,19.2,4.1,20.0,1.9,1.2,0.2707006369426751,0.506,0.767,0.376,0.52,3727.9991,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5351e63d76,2017,1,34.0,23.23,71.0,188.8,75.25,94.0,34.0,41.0,11.41,3.18,36.0,36.1389,20.836306583764312,4.150685272656334,5.174435303786225,1.3005819214198553,0.0553863011879166,25.5,62.23,57.3,26.1,14.4,2.0,10.4,2.0,0.2,0.3536585365853658,0.484,0.794,0.471,0.5,4321.0021,46.8,35.0,5.0,49.0,0,0,0,89.0,,,,,,,,,,,,,36.0,89.4,25.5,57.3,62.23,2.0,10.4,26.1,14.4,189.0,238.0,0.794,159.0,318.0,0.5,82.0,174.0,0.471,0.2,2.0,48.4,2.2,2.17438978,107.0,191.0,52.0,127.0,1.0,1.0,36.1389,0.6111,3.5556,5.1944,1.3056,0.0556,20.9167,23.16221765913758,71.0,0.3536585365853658,18.726449098879684,6.773550901120316,57.234296151972714,4.995703848027283,11.301607403799322,14.79839259620068,7.0518996590355565,-5.0518996590355565,13.994008767657084,-3.594008767657085,1.896931320019484,0.103068679980516,2.701485630784218,-2.501485630784218,5.0,1.0,0.0,4.0,0.6875,1.6948051948051948,0.6726499999999999,4.34831206023362,4.600000000000001,6.300000000000011,7.439999999999998,2.700000000000003,-1.299999999999999,-0.2999999999999998,-0.0999999999999999,64.0,0.055,0.0
P964dd1e5f4,2017,1,36.0,21.48,,,87.0,,,,,,31.0,21.6774,7.71435688781865,8.03570538902267,1.7678319355642285,1.124968861579341,1.446483434360209,12.4,49.87,45.1,7.8,17.3,5.8,17.5,1.7,4.2,0.2926829268292683,0.366,0.733,0.25,0.483,671.9993999999999,40.6,36.0,5.0,49.5,0,0,0,,25.0,693.0,27.72,16.727272727272727,9.402597402597404,2.3376623376623376,1.3506493506493509,1.2987012987012987,57.0,0.5846153846153846,0.419047619047619,3.0,31.0,51.9,12.4,45.1,49.87,5.8,17.5,7.8,17.3,33.0,45.0,0.733,42.0,87.0,0.483,9.0,36.0,0.25,4.2,1.7,36.6,3.8,1.26922616,25.0,41.0,17.0,46.0,4.0,4.0,21.6774,1.1613,3.6774,1.0645,0.6774,0.871,4.6452,21.412731006160165,82.0,0.2926829268292683,20.71125,-8.31125,52.86099330357144,-2.990993303571443,14.332544642857146,-6.532544642857146,5.802700892857143,-0.0027008928571428,12.542633928571426,4.957366071428574,1.46984375,0.23015625,1.4823437500000003,2.71765625,5.0,3.0,2.0,1.0,1.2291666666666667,0.4262295081967213,0.0098800000000001,2.8063941436265067,,,,,,,,,,
P10187f6389,2017,1,48.0,22.61,75.5,211.6,82.0,103.0,27.0,30.5,11.48,3.36,32.0,32.9062,22.666755808935708,7.555512335061479,2.9401754076739337,2.2564136849590657,1.0256425840723025,29.2,58.98,51.0,19.4,14.2,8.0,16.2,3.6,3.4,0.337129840546697,0.59,0.83,0.392,0.471,4143.360199999999,52.2,48.0,4.0,48.5,0,0,0,34.0,,,,,,,,,,,,,32.0,71.9,29.2,51.0,58.98,8.0,16.2,19.4,14.2,215.0,259.0,0.83,137.0,291.0,0.471,58.0,148.0,0.392,3.4,3.6,59.0,2.7,1.13157895,88.0,153.0,49.0,138.0,9.0,11.0,32.9062,2.4062,4.5,2.6875,2.0625,0.9375,20.7188,22.54346338124572,77.0,0.337129840546697,18.126044340723453,11.073955659276546,48.033211201866976,10.94678879813302,11.998483080513418,7.40151691948658,5.365437572928822,2.6345624270711783,12.123967327887982,4.076032672112017,1.9652042007001167,1.6347957992998834,1.9119719953325551,1.4880280046674446,7.0,2.0,1.0,4.0,1.891891891891892,1.276315789473684,0.8261599999999997,4.615365753742887,7.0,-11.0,8.699999999999996,-2.8000000000000007,-3.1999999999999993,1.2000000000000002,1.7,14.0,0.0689999999999999,0.0
Pc32fe4a167,2017,1,45.0,21.42,77.0,220.2,78.0,100.5,31.0,37.5,11.14,3.21,34.0,25.3143,22.91648593877769,4.591460162832866,3.860063284388666,1.5439968713335943,0.6500515518896435,30.1,58.2,55.4,23.0,15.8,4.7,9.9,2.5,2.0,0.3447432762836185,0.296,0.744,0.404,0.526,3074.3507,44.6,35.0,5.0,45.0,0,0,0,,6.0,148.0,24.666666666666668,27.486486486486488,9.0,3.891891891891892,0.972972972972973,0.972972972972973,53.9,0.6976744186046512,0.2142857142857142,1.0,34.0,56.9,30.1,55.4,58.2,4.7,9.9,23.0,15.8,90.0,121.0,0.744,141.0,268.0,0.526,57.0,141.0,0.404,2.0,2.5,29.6,4.4,1.3194788,85.0,129.0,56.0,138.0,10.0,10.0,25.3143,1.0,2.2286,2.7143,1.0857,0.4571,16.1143,21.357973990417523,79.0,0.3447432762836185,18.4344547301874,11.6655452698126,57.95292616843531,0.2470738315646912,12.875254007676675,10.124745992323325,5.757710544140889,-1.057710544140889,13.825626552269132,-3.925626552269133,1.8389930006773536,0.6610069993226464,3.5878979453601256,-1.5878979453601256,6.0,0.0,1.0,3.0,0.8333333333333333,1.369047619047619,0.8282000000000004,3.574191657281543,4.200000000000003,-25.4,2.3400000000000034,3.6000000000000014,-0.1999999999999993,0.6000000000000001,0.8,-1.0,-0.064,0.0
P1804943702,2017,1,41.0,21.35,75.0,182.6,77.25,99.5,30.5,36.0,10.55,3.16,38.0,29.9744,17.58420518842746,4.15734760328814,2.063240632005978,0.9238283335112628,0.1232251521298174,21.5,60.49,57.4,10.9,13.9,3.3,9.6,1.5,0.4,0.5113350125944585,0.345,0.752,0.424,0.51,2192.0267,49.8,43.0,5.0,45.5,0,1,0,23.0,7.0,178.0,25.428571428571427,22.44943820224719,7.078651685393258,2.629213483146068,2.831460674157303,0.4044943820224719,69.2,0.7692307692307693,0.5238095238095238,1.0,38.0,75.4,21.5,57.4,60.49,3.3,9.6,10.9,13.9,103.0,137.0,0.752,99.0,194.0,0.51,86.0,203.0,0.424,0.4,1.5,34.5,2.0,1.13557646,74.0,117.0,25.0,77.0,5.0,5.0,29.9744,0.8462,2.6154,1.7179,0.7692,0.1026,14.641,21.284052019164957,76.0,0.5113350125944585,19.453840716305375,2.0461592836946245,57.535308671065046,2.954691328934956,14.583623939679551,-3.6836239396795527,6.05254476908577,-2.7525447690857705,14.05004712535344,-4.450047125353441,1.9878416588124417,-0.4878416588124417,3.941376060320453,-3.541376060320453,6.0,1.0,2.0,2.0,0.6333333333333333,0.7315436241610739,0.15735,3.705294771238218,-0.1000000000000014,4.5,3.82,-0.6999999999999993,-3.299999999999999,0.0,-0.2999999999999999,40.0,0.043,0.0
P5f230da818,2017,1,59.0,23.77,77.75,218.6,82.0,104.5,31.0,35.5,11.47,3.17,33.0,34.3333,18.55609568552979,6.577206385637268,1.6205258451707236,0.8579192795332812,0.9532319934291198,24.8,56.07,52.6,9.7,11.5,5.9,15.5,1.4,2.9,0.2131519274376417,0.381,0.714,0.255,0.565,3924.9951,52.2,34.0,4.0,49.5,0,0,0,,,,,,,,,,,,,,33.0,85.5,24.8,52.6,56.07,5.9,15.5,9.7,11.5,120.0,168.0,0.714,196.0,347.0,0.565,24.0,94.0,0.255,2.9,1.4,38.1,1.9,0.92728148,134.0,185.0,62.0,162.0,41.0,44.0,34.3333,1.7879,4.4848,1.5455,0.8182,0.9091,17.697,23.707049965776864,79.0,0.2131519274376417,18.78599324975892,6.01400675024108,53.85820395371263,2.2117960462873683,12.337825458052071,-2.637825458052072,5.427169720347155,0.4728302796528449,12.309715525554486,3.190284474445514,2.239440694310511,-0.839440694310511,1.9879942140790745,0.9120057859209256,7.0,2.0,1.0,4.0,1.4827586206896552,0.7759999999999999,0.29136,3.662747682455074,-1.0,0.7000000000000028,-5.270000000000003,-1.0,-1.0999999999999996,0.0,-1.3000000000000005,-7.0,-0.068,0.0
P74d19df6a2,2017,1,42.0,19.9,81.5,247.8,90.0,112.5,25.5,33.0,11.42,3.37,34.0,28.0588,16.11319087060031,8.528361868647268,1.886809129399689,0.9811253510485126,1.9622507020970248,22.3,60.09,56.0,9.8,20.9,9.7,17.2,1.6,5.7,0.2105263157894736,0.519,0.73,0.383,0.556,1744.9992000000002,46.0,39.0,4.0,51.0,1,1,0,25.0,5.0,78.0,15.6,23.07692307692308,16.615384615384617,2.3076923076923075,2.3076923076923075,8.307692307692308,71.3,0.6875,,1.0,34.0,68.6,22.3,56.0,60.09,9.7,17.2,9.8,20.9,108.0,148.0,0.73,125.0,225.0,0.556,23.0,60.0,0.383,5.7,1.6,51.9,4.4,0.64103569,97.0,144.0,28.0,81.0,37.0,38.0,28.0588,2.2353,4.4118,1.4706,0.7647,1.5294,12.5588,19.835728952772072,82.0,0.2105263157894736,19.250197078599587,3.0498029214004134,57.01419429631347,3.075805703686534,13.161488523069792,-3.3614885230697915,5.752098307442616,3.947901692557383,13.298353814050548,3.9016461859494527,1.7508462786923258,-0.1508462786923257,1.831578947368421,3.868421052631579,6.0,2.0,0.0,2.0,1.351851851851852,0.4474885844748859,0.2320700000000001,3.652880803340185,0.1999999999999993,12.299999999999995,-10.340000000000003,1.700000000000001,1.6999999999999993,0.4000000000000001,1.6000000000000003,45.0,0.024,0.0
Pa76a1ce248,2017,1,51.0,22.0,73.25,175.2,76.0,96.5,28.0,33.5,11.0,3.19,35.0,35.3429,16.73404276389317,4.918373987420387,6.315271242597524,1.5424540713976498,0.2910117732274375,23.8,55.53,52.3,32.0,8.1,3.7,11.3,2.4,0.8,0.3075268817204301,0.239,0.802,0.378,0.503,4734.0041,48.5,40.0,4.0,60.0,0,0,0,,,,,,,,,,,,,,35.0,86.8,23.8,52.3,55.53,3.7,11.3,32.0,8.1,89.0,111.0,0.802,162.0,322.0,0.503,54.0,143.0,0.378,0.8,2.4,23.9,1.6,5.1666663,80.0,128.0,82.0,194.0,2.0,2.0,35.3429,1.1429,3.6857,6.2,1.5143,0.2857,16.4286,21.930184804928132,75.0,0.3075268817204301,18.95238325671425,4.8476167432857515,58.23486329542706,-2.70486329542706,9.896636825550448,22.103363174449555,4.541930800871038,-0.8419308008710376,13.328115170578272,-2.028115170578271,2.115001209774982,0.2849987902250177,1.9840793612388097,-1.1840793612388094,7.0,1.0,0.0,4.0,1.2307692307692308,3.5164835164835164,0.2101400000000001,3.7842360947786657,3.900000000000002,-7.299999999999997,-0.5399999999999991,3.1000000000000014,-4.0,-0.2000000000000001,0.1,37.0,0.073,0.0
P22340c4458,2017,1,46.0,22.37,76.0,225.0,69.0,87.0,,,,,35.0,32.6571,14.803200529134555,7.149599933858181,3.307090954187604,1.5748367123841371,0.5984732263428167,21.6,58.28,54.6,17.9,17.3,6.0,16.9,2.7,2.2,0.3874643874643874,0.313,0.791,0.449,0.465,3478.0559,50.0,44.0,4.0,58.5,0,0,0,,,,,,,,,,,,,,35.0,81.6,21.6,54.6,58.28,6.0,16.9,17.9,17.3,87.0,110.0,0.791,100.0,215.0,0.465,61.0,136.0,0.449,2.2,2.7,31.3,3.2,1.54408363,49.0,93.0,51.0,121.0,7.0,9.0,32.6571,1.5714,4.9143,3.0,1.4286,0.5429,13.4286,22.305270362765228,78.0,0.3874643874643874,19.482142003346883,2.117857996653118,56.01978484341382,2.2602151565861845,14.96091322017691,2.9390867798230893,6.816065025101602,-0.8160650251016017,13.36280181687784,3.5371981831221593,1.5902223284723882,1.109777671527612,2.2511116423619413,-0.0511116423619411,5.0,1.0,1.0,4.0,1.1666666666666667,0.978142076502732,0.1324800000000001,3.725238389238057,3.900000000000002,12.799999999999995,-13.310000000000002,1.5,-10.3,0.3000000000000002,0.3000000000000002,80.0,-0.0659999999999999,0.0
P3e5c820c70,2017,1,49.0,20.21,79.0,210.0,83.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,49.0,5.0,61.0,0,0,0,,14.0,322.183,23.01307142857143,11.732462606655224,6.369051129327121,3.799083129774072,0.6704264346660128,1.117377391110021,52.3,0.5789473684210527,0.2631578947368421,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pba3a4faeb9,2017,1,55.0,22.77,73.5,190.2,79.25,99.0,27.5,34.5,10.42,3.19,38.0,32.6579,18.56566405065849,6.585028431099367,5.192556777992461,1.8565553816993745,0.0869743614868071,24.9,59.37,53.3,25.8,14.8,2.2,15.7,2.9,0.2,0.2582781456953642,0.4,0.867,0.368,0.527,3408.0018,53.5,47.0,2.0,60.5,1,1,0,27.0,9.0,204.0,22.666666666666668,12.529411764705882,4.411764705882353,4.235294117647059,1.2352941176470589,0.0,59.8,0.9,0.4210526315789473,1.0,38.0,79.6,24.9,53.3,59.37,2.2,15.7,25.8,14.8,157.0,181.0,0.867,177.0,336.0,0.527,43.0,117.0,0.368,0.2,2.9,40.0,1.9,2.1829091,84.0,128.0,93.0,208.0,5.0,5.0,32.6579,0.5789,5.3947,4.7105,1.6842,0.0789,16.8421,22.70773442847365,75.0,0.2582781456953642,18.82681418034737,6.0731858196526325,59.272852724244586,0.097147275755411,10.60383059719248,15.196169402807522,5.702593385676896,-3.502593385676896,13.58405900547228,2.115940994527719,1.7396859386152743,1.1603140613847254,2.6057815845824406,-2.4057815845824404,6.0,2.0,0.0,3.0,1.0689655172413794,1.6329113924050631,0.4591299999999997,4.511873797695581,-0.8500000000000014,-4.550000000000004,4.634999999999998,-5.049999999999999,-1.3499999999999996,0.5499999999999999,-0.1,15.5,0.0519999999999999,1.0
P27a35575e9,2017,1,32.0,22.04,76.5,206.2,84.0,102.0,28.5,36.0,11.37,3.34,33.0,35.303,15.172557573010796,4.882429255304082,2.472061864430785,1.3287256040563125,0.4943715831515735,21.3,58.0,53.9,14.4,16.6,2.9,13.1,2.3,1.5,0.5349462365591398,0.29,0.833,0.397,0.474,3679.0,53.0,53.0,1.0,65.5,0,0,0,,,,,,,,,,,,,,33.0,87.9,21.3,53.9,58.0,2.9,13.1,14.4,16.6,90.0,108.0,0.833,82.0,173.0,0.474,79.0,199.0,0.397,1.5,2.3,29.0,1.8,1.19401082,55.0,89.0,27.0,81.0,9.0,11.0,35.303,0.8485,3.9394,2.4242,1.303,0.4848,14.8788,21.973990417522245,78.0,0.5349462365591398,19.388255277845182,1.9117447221548147,53.62312060179568,4.376879398204316,11.696214511041012,2.7037854889589887,6.1082261586993445,-3.208226158699345,13.564377578257703,-0.4643775782577055,1.9093181266682844,0.3906818733317154,2.2239504974520754,-0.7239504974520754,7.0,1.0,2.0,4.0,1.3571428571428572,0.8181818181818181,0.104,3.907892785896877,2.900000000000002,16.200000000000003,-1.8900000000000008,6.300000000000001,2.3000000000000007,0.6999999999999997,0.0,79.0,0.017,0.0
P2a1ab2724b,2017,1,53.0,24.44,73.0,192.4,81.25,99.5,33.0,35.5,11.24,3.15,34.0,30.0,11.71764,4.83528,3.5647200000000003,1.87056,0.74112,18.4,57.03,52.1,17.8,20.7,1.5,13.7,3.1,2.3,0.3177966101694915,0.492,0.741,0.427,0.466,1867.0012,52.5,52.0,2.0,72.5,0,0,0,,,,,,,,,,,,,,34.0,68.9,18.4,52.1,57.03,1.5,13.7,17.8,20.7,86.0,116.0,0.741,75.0,161.0,0.466,32.0,75.0,0.427,2.3,3.1,49.2,3.3,1.55382354,45.0,85.0,30.0,76.0,4.0,4.0,30.0,0.3529,3.6765,2.9706,1.5588,0.6176,9.7647,24.3750855578371,75.0,0.3177966101694915,19.93317095801438,-1.5331709580143809,57.66000927858965,-0.6300092785896467,11.6380886105312,6.161911389468802,6.234585942936674,-4.734585942936674,14.165414057063323,-0.4654140570633238,1.369195082347483,1.730804917652517,1.683344931570401,0.6166550684295988,7.0,2.0,1.0,2.0,1.2558139534883723,0.8202764976958526,-0.1124800000000001,3.5287708856851374,-1.5,8.000000000000007,2.25,-7.599999999999998,-2.3000000000000007,0.7000000000000002,-0.8000000000000003,25.0,0.036,0.0
Pa0580e3001,2017,1,56.0,22.98,64.0,197.0,80.0,102.0,,,,,27.0,31.963,16.14362857053468,5.297788067452993,1.1679754716390829,0.7509057347558113,0.2502643681757032,21.6,56.23,54.2,7.7,16.1,3.5,13.2,1.3,0.8,0.559748427672956,0.173,0.764,0.365,0.536,3013.0002,,,0.0,93.0,1,0,0,20.0,,,,,,,,,,,,,27.0,62.5,21.6,54.2,56.23,3.5,13.2,7.7,16.1,42.0,55.0,0.764,75.0,140.0,0.536,65.0,178.0,0.365,0.8,1.3,17.3,2.4,0.55996541,47.0,69.0,28.0,70.0,18.0,20.0,31.963,0.963,3.7407,1.037,0.6667,0.2222,14.3333,22.913073237508556,78.0,0.559748427672956,19.412979890310783,2.187020109689218,50.50134369287019,5.728656307129803,13.478222120658137,-5.778222120658135,5.702148080438757,-2.202148080438757,14.653336380255942,-1.4533363802559425,1.4873171846435098,-0.1873171846435097,2.656924131627057,-1.8569241316270568,6.0,2.0,1.0,4.0,0.6176470588235294,0.4502923976608187,0.09968,3.0753686917216543,5.0,-1.7000000000000028,-2.3600000000000065,0.7999999999999998,5.400000000000002,0.1999999999999999,-0.3999999999999999,29.0,0.0899999999999999,0.0
Pdb9cad4004,2018,1,21.0,22.71,75.0,198.0,79.25,97.0,32.5,40.5,10.31,3.15,37.0,35.5676,15.647443178623243,3.3647139531483714,4.705113642753518,1.750728190825358,0.0547577008288442,20.3,57.97,53.6,21.2,16.7,1.8,8.0,2.8,0.2,0.6374133949191686,0.293,0.85,0.37,0.503,3961.9984,27.8,19.0,4.0,23.0,1,1,0,24.0,,,,,,,,,,,,,37.0,88.3,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108.0,127.0,0.85,79.0,157.0,0.503,102.0,276.0,0.37,0.2,2.8,29.3,2.4,2.17722839,38.0,64.0,41.0,93.0,18.0,18.0,35.5676,0.5405,2.7838,4.6486,1.7297,0.0541,15.4595,22.647501711156742,77.0,0.6374133949191686,19.677162293488824,0.6228377065111772,58.09659863945579,-0.1265986394557927,12.81401846452867,8.385981535471329,7.974344023323615,-6.1743440233236155,14.580903790087463,-6.580903790087465,1.960301263362488,0.8396987366375117,2.984499514091351,-2.7844995140913507,4.0,3.0,1.0,4.0,0.8823529411764706,1.1977401129943503,0.02391,4.124225724331675,-4.699999999999999,20.299999999999997,1.0899999999999963,-0.3000000000000007,-0.1999999999999993,1.2999999999999998,0.0,54.0,0.0389999999999999,0.0
P4f854a47d9,2018,1,60.0,20.59,81.0,194.8,86.25,110.0,29.5,35.0,12.48,3.21,29.0,15.1034,12.4110067931724,6.822013586344797,1.068554100401234,0.5753936199796073,2.5480355416661147,20.8,57.46,58.4,5.9,25.6,7.3,16.8,1.0,8.3,0.1485148514851485,0.634,0.516,,0.651,437.9986,56.5,53.0,2.0,86.0,0,0,0,,,,,,,,,,,,,,29.0,34.8,20.8,58.4,57.46,7.3,16.8,5.9,25.6,33.0,64.0,0.516,56.0,86.0,0.651,2.0,15.0,0.133,8.3,1.0,63.4,6.0,0.33335812,46.0,64.0,10.0,23.0,27.0,27.0,15.1034,0.8276,2.0345,0.4483,0.2414,1.069,5.2069,20.528405201916495,82.0,0.1485148514851485,19.7036543422184,1.096345657781601,57.60316423043851,-0.143164230438515,15.741122098022355,-9.841122098022357,4.507351676698195,2.7926483233018047,13.449806534823733,3.350193465176268,1.5915950128976786,-0.5915950128976786,0.9334049871023216,7.366595012897679,6.0,2.0,2.0,1.0,1.3285714285714287,0.2218045112781954,0.05968,2.153983831266149,,,,,,,,,,
P42b9d239c3,2018,1,2.0,19.28,,221.0,84.5,,,,,,33.0,33.7576,22.427269711116907,11.827629926298078,1.615849467971657,0.872550181292509,0.9371756285991896,25.8,64.35,64.0,8.8,14.7,13.8,21.4,1.4,2.6,0.1318181818181818,0.475,0.627,0.397,0.647,1114.0007999999998,2.0,2.0,4.0,2.0,0,0,0,1.0,,,,,,,,,,,,,33.0,74.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,131.0,209.0,0.627,247.0,382.0,0.647,23.0,58.0,0.397,2.6,1.4,47.5,2.2,0.66669599,193.0,264.0,54.0,118.0,94.0,98.0,33.7576,4.0,7.0909,1.5152,0.8182,0.8788,21.0303,19.21697467488022,83.0,0.1318181818181818,18.72916960715126,7.070830392848741,56.96996236179723,7.380037638202765,15.262220653963777,-6.462220653963774,5.666760762173606,8.133239237826395,12.014067278287463,9.385932721712535,2.2333098094565984,-0.8333098094565985,2.473770877440602,0.1262291225593981,4.0,2.0,2.0,1.0,1.25,0.5605095541401275,0.8322999999999997,3.3526364217598528,,,,,,,,,,
P35e592001a,2018,1,6.0,20.12,83.25,225.6,94.0,115.5,,,,,30.0,30.2,15.377483443708613,12.55625165562914,0.5960264900662252,0.9139470198675496,4.331086092715232,21.5,59.26,56.7,3.6,14.1,12.2,28.2,1.5,12.9,0.1888888888888888,0.441,0.681,0.275,0.603,906.0,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
