pid,draft_year,was_drafted,actual_pick,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_minutes_total,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_rsci_rank,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_ts_pct,intl_ft_pct,intl_fg3_pct,intl_level,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_age,ctx_base_height,ctx_base_three_share,ctx_team_peer_usage,ctx_team_gap_usage,ctx_team_peer_ts,ctx_team_gap_ts,ctx_team_peer_ast_pct,ctx_team_gap_ast_pct,ctx_team_peer_orb,ctx_team_gap_orb,ctx_team_peer_drb,ctx_team_gap_drb,ctx_team_peer_stl_pct,ctx_team_gap_stl_pct,ctx_team_peer_blk_pct,ctx_team_gap_blk_pct,ctx_team_rotation_depth,ctx_team_creator_competition,ctx_team_guard_competition,ctx_growth_seasons,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume,ctx_growth_usage,ctx_growth_minutes_share,ctx_growth_ts,ctx_growth_ast_pct,ctx_growth_tov_pct,ctx_growth_stl_pct,ctx_growth_blk_pct,ctx_growth_fg3a,ctx_growth_ft_pct,ctx_growth_changed_team
P8a3b7b6860,2005,1,13.0,21.22,79.0,258.8,85.25,105.0,30.0,33.0,11.04,3.29,37.0,26.9,23.40669144981413,14.359851301115244,2.2483271375464686,1.5524163568773233,1.3784386617100373,27.1,63.1,56.7,11.8,14.8,14.5,26.0,2.2,3.6,0.0074626865671641,0.627,0.758,,0.571,995.3,19.0,19.0,1.0,,1,1,0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9f246cdbe1,2005,1,14.0,20.75,74.75,201.0,82.75,103.5,32.5,34.5,10.39,3.11,33.0,26.2,21.98473282442748,4.122137404580153,3.668702290076336,1.7862595419847331,0.9206106870229008,25.4,61.5,58.4,18.6,12.3,3.3,8.3,2.6,2.4,0.4491978609625668,0.337,0.722,0.423,0.544,864.6,15.0,15.0,1.0,,1,1,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf4d4553b6f,2005,1,15.0,21.38,77.25,202.6,80.75,104.5,26.5,29.5,11.45,3.41,31.0,35.0,18.349714285714285,6.140571428571429,2.2937142857142856,1.193142857142857,0.7302857142857143,,62.0,59.4,14.0,12.7,4.2,12.9,1.9,2.3,0.412987012987013,0.361,0.691,0.447,0.54,1085.0,13.0,13.0,1.0,,0,0,0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc295aab61a,2005,1,16.0,23.04,77.25,216.6,80.0,104.0,30.0,36.0,10.62,3.05,33.0,30.6,20.85882352941176,7.270588235294118,2.3882352941176466,1.0705882352941176,0.1764705882352941,,63.9,56.3,13.5,14.6,5.1,17.5,1.7,0.5,0.1447368421052631,0.466,0.887,0.473,0.538,1009.8,18.0,18.0,1.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P81f3558def,2005,1,18.0,19.41,78.0,192.0,81.75,104.0,31.5,39.0,11.2,3.21,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,1.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P959d20dcac,2005,1,20.0,21.6,78.0,202.2,84.5,107.5,24.5,29.0,10.89,3.18,34.0,34.6,17.65664739884393,6.8878612716763,4.952601156069364,1.467052023121387,0.7387283236994219,,56.4,51.0,30.3,13.2,9.4,14.5,2.3,2.6,0.1375,0.632,0.668,0.255,0.53,1176.4,32.0,32.0,1.0,,1,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9cbbbfe0cc,2005,1,21.0,21.07,67.75,181.0,73.0,91.5,35.5,43.5,10.75,2.96,35.0,30.8,19.16883116883117,4.511688311688311,5.306493506493506,2.033766233766234,0.1987012987012987,22.7,59.5,53.9,24.1,11.1,5.0,7.1,3.0,0.5,0.396551724137931,0.429,0.782,0.385,0.514,1078.0,39.0,39.0,1.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa4dad52ff4,2005,1,22.0,21.66,74.5,197.6,79.5,100.0,26.0,28.5,10.87,3.24,32.0,33.7,16.589910979228485,5.170326409495549,4.839169139465875,1.9335311572700296,0.0961424332344213,,65.1,58.6,26.3,18.9,0.7,13.7,3.1,0.3,0.3260188087774294,0.445,0.866,0.442,0.549,1078.4,25.0,25.0,1.0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P311b5f6b41,2005,1,23.0,23.48,77.75,189.6,82.75,103.0,27.5,31.5,10.63,3.33,38.0,31.7,17.78422712933754,4.72429022082019,4.417665615141956,1.9419558359621447,1.6694006309148266,24.1,59.1,52.0,24.3,14.9,3.4,8.9,3.1,5.6,0.4532710280373832,0.4,0.877,0.366,0.496,1204.6,14.0,14.0,1.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6f59c256f3,2005,1,24.0,22.58,74.0,178.8,77.25,98.5,31.5,38.5,11.12,3.21,39.0,33.5,17.140298507462685,4.266268656716418,4.137313432835821,1.848358208955224,0.2471641791044776,23.2,61.5,58.9,21.9,11.7,2.2,12.1,3.1,0.8,0.6125541125541125,0.214,0.788,0.41,0.547,1306.5,30.0,30.0,1.0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5ea12f1777,2005,1,25.0,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,1.0,,0,0,0,,11.0,147.5,13.409090909090908,13.667796610169493,7.810169491525424,0.976271186440678,2.6847457627118643,1.7084745762711864,51.8,0.75,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17786d3599,2005,1,26.0,22.35,77.0,257.6,87.25,107.0,,,,,33.0,31.7,17.409463722397476,8.74447949526814,0.9652996845425869,1.135646687697161,3.100315457413249,,59.9,54.6,5.6,12.3,10.2,13.4,1.8,8.8,0.0165562913907284,0.904,0.645,,0.545,1046.1,46.0,46.0,1.0,,0,0,0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd11ab06c36,2005,1,27.0,20.47,,,,,,,,,33.0,31.3,18.471565495207667,8.718210862619808,1.8517571884984028,0.7015974440894568,0.3105431309904153,,51.9,44.1,13.3,14.1,8.7,21.1,1.1,1.1,0.2762836185819071,0.565,0.732,0.274,0.453,1032.9,40.0,40.0,1.0,,0,1,0,14.0,9.0,256.0,28.444444444444443,21.796875,6.46875,1.546875,0.421875,0.28125,51.2,0.7166666666666667,0.4375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e3a854ff5,2005,1,28.0,18.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,1.0,,0,0,0,,8.0,155.0,19.375,13.703225806451613,9.522580645161293,0.6967741935483871,1.8580645161290323,0.4645161290322581,55.5,0.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
