pid,draft_year,status,slug,capture_ts,n_captures,n_rejected_postdraft,layout
P0df73941d8,2020,ok,kira-lewis,20201101135151,14,8,wordpress
Pe6c9de6d86,2020,ok,aaron-nesmith,20201117004813,13,7,wordpress
P388cb0d5da,2020,ok,cole-anthony,20201103142022,35,6,wordpress
Pe0b660d280,2020,ok,isaiah-stewart,20201101095351,30,8,wordpress
P842bafbfda,2020,ok,aleksej-pokusevski,20201118150636,9,3,wordpress
P0cd98a270c,2020,ok,josh-green,20201102032706,30,4,wordpress
P04526b8576,2020,ok,saddiq-bey,20201030210551,13,6,wordpress
Pb7d583a85a,2020,ok,precious-achiuwa,20201116104325,26,14,wordpress
Pa3fa433740,2020,ok,tyrese-maxey,20201101172503,35,9,wordpress
Pe237a28a37,2020,ok,zeke-nnaji,20200924145541,23,5,wordpress
P87be528da0,2020,no_content,leandro-bolmaro,,26,9,
P3c885ec031,2020,ok,rj-hampton,20200924143932,36,9,wordpress
P63236d3a70,2020,ok,immanuel-quickley,20201030172116,31,7,wordpress
Pf46613d969,2020,ok,payton-pritchard,20201027171708,44,14,wordpress
P08bc96e9be,2020,ok,udoka-azubuike,20201029213730,63,2,wordpress
Pa7dbf13041,2020,ok,jaden-mcdaniels,20201111210238,21,6,wordpress
P69f4c7679c,2020,no_content,malachi-flynn,,19,11,
P5be180758a,2020,ok,desmond-bane,20190923015256,9,5,drupal
P289da7f9c1,2020,ok,tyrell-terry,20201101064407,13,5,wordpress
Pad0b972baf,2020,ok,vernon-carey,20201103220339,26,5,wordpress
P48772fff87,2020,ok,daniel-oturu,20201030110837,17,6,wordpress
Pde7308c87b,2020,ok,theo-maledon,20200926051552,19,5,wordpress
P1f88525e9f,2020,ok,xavier-tillman,20190722165558,16,3,drupal
P32d7e7e1eb,2020,ok,tyler-bey,20201103230705,19,7,wordpress
P3bfc12237e,2020,ok,vit-krejci,20180601095758,14,11,drupal
P198bb02a0c,2020,no_content,saben-lee,,5,4,
Pdc083a80a9,2020,ok,elijah-hughes,20200927075126,6,3,wordpress
P04282e0cbf,2020,ok,robert-woodard,20181029165227,9,2,drupal
P716f6175e4,2020,ok,tre-jones,20201103164404,35,3,wordpress
P2b95cb9990,2020,ok,nick-richards,20201030211830,45,6,wordpress
P429838957d,2020,ok,jahmius-ramsey,20200925214709,8,4,wordpress
P04b95b58e0,2020,ok,marko-simonovic,20190824184507,7,5,drupal
P9cddcdc1ad,2020,ok,jordan-nwora,20201101015624,16,3,wordpress
P173da90181,2020,no_content,cj-elleby,,16,5,
Pc2d24d5902,2020,ok,nico-mannion,20201101064527,32,5,wordpress
P866e6f90bf,2020,no_content,isaiah-joe,,7,5,
P2ca61183dc,2020,ok,skylar-mays,20190825101109,10,5,drupal
P625909539a,2020,ok,kj-martin,20170401114546,1,0,drupal
P1cf3ac09b1,2020,ok,cassius-winston,20200923220657,33,4,wordpress
Pb3e461d4cf,2020,no_content,cassius-stanley,,52,4,
Pee12c1b431,2020,ok,jay-scrubb,20201112044210,12,4,wordpress
Pdc49b6ecb0,2020,no_content,grant-riller,,4,2,
P9d5ce33ec0,2020,ok,reggie-perry,20201105223327,28,13,wordpress
P170284fab5,2020,no_content,paul-reed,,11,4,
P641ed83c9a,2020,no_profile,,,0,0,
P8884c4fd03,2020,no_capture_before_draft,,,2,2,
P539176b694,2020,ok,kenyon-martin,20191112205507,73,5,wordpress
Pdd324c8c3a,2020,ok,cameron-oliver,20160821230319,4,0,drupal
Pcf413465aa,2020,ok,amida-brimah,20190818094923,38,2,drupal
P007123cefb,2020,ok,jontay-porter,20201020082349,36,6,wordpress
Pa5bdbe06a8,2020,ok,elijah-bryant,20181019090728,7,1,drupal
P6142a39d2b,2020,no_content,mamadi-diakite,,24,4,
P0fec6c7ff1,2020,ok,robert-franks,20190918204311,18,0,drupal
P076dcdb147,2020,ok,devon-dotson,20201103103727,27,3,wordpress
P98391b949f,2020,ok,killian-tillie,20191020144755,41,5,drupal
Pc5171d01c1,2020,ok,armoni-brooks,20190720143758,4,2,drupal
Pe3d286e6c8,2020,ok,dakota-mathias,20180912124724,4,1,drupal
P2943e264b5,2020,no_profile,,,0,0,
P72ce5af049,2020,no_content,devin-cannady,,3,2,
P34a08a87d4,2020,ok,ashton-hagans,20201031093843,25,5,wordpress
Pc74b3d476e,2020,no_content,lamar-stevens,,27,4,
P80eaeaa85d,2020,no_content,nate-hinton,,5,3,
Pceb9387e05,2020,ok,markus-howard,20201101151907,29,3,wordpress
P4cd6438cc3,2020,no_content,karim-mane,,9,2,
P9580c6ee97,2020,ok,josh-hall,20150920173214,3,2,drupal
P2cd53b2728,2020,no_content,mason-jones,,3,2,
Pc09cd8c6d0,2020,ok,naji-marshall,20190720143750,11,7,drupal
P63a2ab1a2a,2020,ok,nathan-knight,20190818095633,7,4,drupal
Pf75af7bb1f,2020,ok,tyshon-alexander,20190918080557,10,2,drupal
P16e9d60aa9,2020,ok,trent-forrest,20190923100921,9,2,drupal
P4f020a46a6,2020,ok,anthony-lamb,20180226031229,7,3,drupal
Pa8a4b42a31,2020,no_content,malik-fitts,,6,3,
Pc2faa1488c,2020,no_profile,,,0,0,
P12d4263452,2020,ok,jaesean-tate,20170930083131,14,0,drupal
P56764c9c75,2020,ok,anthony-gill,20181001190026,23,1,drupal
P3eb05301ef,2020,no_profile,,,0,0,
Pba89c73461,2020,no_profile,,,0,0,
P9c6ee0d9a6,2020,no_profile,,,0,0,
P837f74ef42,2020,no_profile,,,0,0,
Pe6009787c4,2020,no_content,freddie-gillespie,,4,2,
Pf77538a69a,2020,ok,gabriel-deck,20181025022707,14,1,drupal
P2900148dca,2020,ok,greg-whittington,20160715211319,18,1,drupal
P4722b5d5ff,2020,ok,brendan-bailey,20190721160419,4,1,drupal
Pc4f35f8bd3,2020,no_profile,,,0,0,
P8943f8c99a,2020,no_content,chris-smith,,15,1,
Pa974d0f28b,2020,no_capture_before_draft,,,1,1,
P4ddb9bf638,2020,ok,ej-montgomery,20190923015542,42,5,drupal
Ped501e46cc,2020,ok,emmitt-williams,20200809202443,22,4,wordpress
P9d7519067e,2020,ok,isiaha-mike,20151021052524,3,2,drupal
P92b5b7a56d,2020,no_profile,,,0,0,
P5fdfb73e8f,2020,ok,jordan-tucker,20190919175028,3,0,drupal
P5b50a9b58b,2020,ok,kahlil-whitney,20191214214843,7,0,wordpress
Pd3cfd798be,2020,ok,kaleb-wesson,20190825034013,19,3,drupal
P9b1073be42,2020,ok,lamine-diane,20190916172734,12,2,drupal
Pc76c8c8711,2020,ok,milan-acquaah,20190723095153,12,1,drupal
P51e6803c0a,2020,no_profile,,,0,0,
P2dd8b69701,2020,ok,nick-weatherspoon,20190824231501,28,0,drupal
P770d276313,2020,no_profile,,,0,0,
P051c4d4903,2020,ok,nojel-eastern,20191020195849,8,0,drupal
Pa9f698b274,2020,ok,rayshaun-hammonds,20191018050520,20,2,drupal
P61afdc25a4,2021,ok,cade-cunningham,20210420045740,21,9,wordpress
P64263ced9d,2021,ok,jalen-green,20210517225712,37,14,wordpress
Pc3e0235987,2021,ok,evan-mobley,20210614031434,23,9,wordpress
P45a39b68c1,2021,ok,scottie-barnes,20210725214131,23,9,wordpress
Pc97a1282a3,2021,ok,jalen-suggs,20210614014820,29,10,wordpress
P854a3a23a2,2021,ok,josh-giddey,20210729171735,17,12,wordpress
P7dcdc4ccdd,2021,ok,jonathan-kuminga,20210517222606,31,9,wordpress
Pb2632428b5,2021,ok,franz-wagner,20210420040341,13,10,wordpress
P2c8aa67899,2021,ok,davion-mitchell,20210613091745,15,5,wordpress
P9e82692a6d,2021,ok,ziaire-williams,20210614033220,15,3,wordpress
Pa090759337,2021,ok,james-bouknight,20210706180828,11,5,wordpress
P4e35bd6add,2021,ok,joshua-primo,20210728125738,9,6,wordpress
P05f9ca4653,2021,ok,chris-duarte,20210623170815,13,7,wordpress
Pa0882490f6,2021,ok,moses-moody,20210614021455,12,4,wordpress
P0057628fa2,2021,ok,corey-kispert,20210628180721,20,6,wordpress
Pb3cfb2c388,2021,no_content,alperen-sengun,,20,16,
P54240b8a24,2021,no_content,trey-murphy,,8,6,
Pfce02776de,2021,ok,tre-mann,20210628134522,11,2,wordpress
P69549f38f2,2021,ok,kai-jones,20210613090214,16,4,wordpress
P392363bcf2,2021,ok,jalen-johnson,20210725221847,22,3,wordpress
P721d8fa8f9,2021,ok,keon-johnson,20210614023510,11,5,wordpress
P87ada0d006,2021,ok,isaiah-jackson,20210623211326,14,6,wordpress
P4110110f37,2021,no_content,usman-garuba,,30,4,
Pf6213e9937,2021,ok,josh-christopher,20210713193709,12,2,wordpress
P88205fde52,2021,ok,quentin-grimes,20210422151549,30,6,wordpress
P61d8f8df57,2021,no_content,nahshon-hyland,,7,5,
Pe28113186c,2021,no_content,cameron-thomas,,12,4,
P90b2305671,2021,ok,jaden-springer,20210423014153,20,8,wordpress
Pe728a39ea0,2021,ok,dayron-sharpe,20191020144446,11,6,drupal
P213b82c86a,2021,no_capture_before_draft,,,8,8,
Pb1d56c9c96,2021,ok,isaiah-todd,20210422142359,25,5,wordpress
P5480a34012,2021,ok,jeremiah-robinson-earl,20210513122526,19,3,wordpress
P30169adef4,2021,no_content,jason-preston,,8,5,
P21372aaded,2021,ok,herb-jones,20190819023937,18,11,drupal
P606c98790a,2021,no_content,miles-mcbride,,9,7,
Pc624860c4a,2021,ok,jt-thor,20210415134232,6,3,wordpress
P9fd480084b,2021,ok,ayo-dosunmu,20210729131422,30,10,wordpress
P90932c4b0a,2021,no_content,neemias-queta,,14,5,
P82dc635a40,2021,ok,jared-butler,20210601162814,11,4,wordpress
Pac178f1473,2021,ok,joe-wieskamp,20190722144721,21,16,drupal
Pbfadf35dca,2021,no_content,isaiah-livers,,9,6,
P6680e3073f,2021,ok,greg-brown,20210614034021,19,5,wordpress
P3364db28a5,2021,ok,kessler-edwards,20210728204412,3,2,wordpress
Pb149e1d8c2,2021,no_capture_before_draft,,,4,4,
P152905cef4,2021,no_content,david-johnson,,9,3,
P1e1b55c58c,2021,no_content,sharife-cooper,,11,3,
P30aaba02d5,2021,ok,filip-petrusev,20210623213717,37,6,wordpress
P5705590403,2021,ok,brandon-boston,20210725232532,17,2,wordpress
P60da7b4537,2021,ok,luka-garza,20190825145521,8,2,drupal
P0326e23b0d,2021,ok,charles-bassey,20210623205037,48,6,wordpress
P624b2b5afe,2021,ok,sandro-mamukelashvili,20181013095052,41,5,drupal
Pc131e1ee6f,2021,no_content,aaron-wiggins,,16,5,
Pd1118f9ab3,2021,ok,scottie-lewis,20210709213108,32,1,wordpress
Pba95727095,2021,ok,jericho-sims,20181010135216,16,3,drupal
P2b13664da5,2021,no_content,raiquan-gray,,5,3,
Pa09bdf4e64,2021,no_content,georgios-kalaitzakis,,26,4,
Pfb1f04f295,2021,no_profile,,,0,0,
P3ffd955342,2021,ok,gabe-york,20181001191705,60,1,drupal
P659829b9e5,2021,ok,paris-bass,20160802235959,7,0,drupal
Pdd3a369707,2021,ok,craig-sword,20190919031413,10,0,drupal
P64f9a357ca,2021,ok,jock-landale,20190825211020,21,1,drupal
Pdb02e7ce99,2021,no_profile,,,0,0,
P9161b1752d,2021,ok,jarron-cumberland,20190825211046,8,2,drupal
Pcc9fe4d64c,2021,ok,javin-delaurier,20190923100511,14,1,drupal
P8c6b1e4de6,2021,no_content,myles-powell,,18,3,
P6a7cb1d3a8,2021,ok,lindell-wigginton,20210228103419,42,6,wordpress
P90d6ceb081,2021,no_profile,,,0,0,
P37de3fe8d7,2021,no_profile,,,0,0,
P6e0353adf2,2021,ok,tyler-hall,20190822210625,14,0,drupal
P18f1dedfcb,2021,ok,jaysean-paige,20171024184052,4,0,drupal
P86aa3b2a5e,2021,no_profile,,,0,0,
Pa9952fefb0,2021,no_profile,,,0,0,
Pb52cacc824,2021,ok,omer-yurtseven,20210422145419,66,3,wordpress
Pe225c37146,2021,ok,daishen-nix,20210423023724,12,3,wordpress
P6675265e20,2021,no_content,trevelin-queen,,1,0,
P72f09d9c22,2021,ok,jon-teske,20190825210132,3,0,drupal
P2e4a40f74c,2021,ok,xavier-sneed,20191019182755,19,8,drupal
Pe896f378ca,2021,no_profile,,,0,0,
P7f3328bd09,2021,ok,zavier-simpson,20190923100454,4,0,drupal
P29e5d27062,2021,no_profile,,,0,0,
P48e5247a2d,2021,no_profile,,,0,0,
P46419801dd,2021,ok,brandon-williams,20180430144824,5,0,drupal
P0d7f7c89fd,2021,no_profile,,,0,0,
Ped12721a79,2021,ok,matt-ryan,20190919174647,2,0,drupal
Pd7c45f2e6c,2021,no_profile,,,0,0,
P85bbbd5241,2021,no_content,justin-champagnie,,4,3,
P41bcb3bebd,2021,no_capture_before_draft,,,4,4,
P44ea7b86af,2021,no_content,david-duke,,9,2,
Pc9a85d9349,2021,no_content,aaron-henry,,9,1,
Pc37129efde,2021,ok,trendon-watford,20210420031956,18,2,wordpress
Pcf11d56327,2021,no_content,sam-hauser,,15,7,
Pf2b31fcc76,2021,ok,yves-pons,20210623205004,26,1,wordpress
P71399e9935,2021,ok,marcus-garrett,20180920102340,13,3,drupal
Pff95561f44,2021,no_content,moses-wright,,5,3,
P130d4826ef,2021,ok,mckinley-wright,20190923015235,15,1,drupal
P3692b72eac,2021,ok,javonte-smart,20210119211659,30,5,wordpress
Pa8621489c8,2021,ok,dejon-jarreau,20161225202451,5,2,drupal
P2511a36f77,2021,ok,rj-nembhard,20150915054418,7,2,drupal
P77f7109f5b,2021,ok,duane-washington,20210725224807,8,6,wordpress
P3d136e77bf,2021,no_content,feron-hunt,,2,0,
Pd89d8db6f9,2021,ok,jose-alvarado,20190917073225,5,2,drupal
Pcfa1d05a1c,2021,no_capture_before_draft,,,2,2,
P72048f0a4a,2021,ok,mj-walker,20210419215337,13,2,wordpress
P479c1cba2f,2021,ok,jay-huff,20170904050506,5,1,drupal
P71e4e7122a,2021,ok,mac-mcclung,20181024054910,24,9,drupal
P93a802efd4,2021,no_content,eugene-omoruyi,,2,1,
Paf9449af91,2021,ok,jordan-schakel,20191016203805,2,0,drupal
P40d023c55e,2021,no_capture_before_draft,,,1,1,
Pd4adc2c99d,2021,no_profile,,,0,0,
Pb4df715600,2021,ok,jamorko-pickett,20191022195944,5,0,drupal
P4583d7bf3c,2021,ok,jordan-goodwin,20190825190641,8,0,drupal
P884d72cac4,2021,no_profile,,,0,0,
Pd0398785b7,2021,ok,micah-potter,20150921101111,1,0,drupal
P70fd4037fb,2021,ok,kevin-pangos,20191023133903,34,1,drupal
P31c152a929,2021,no_profile,,,0,0,
P03ad9770c3,2021,ok,cameron-mcgriff,20191019180513,8,0,drupal
Pf10c6bc653,2021,ok,olivier-sarr,20170827230054,10,0,drupal
P457b866328,2021,no_profile,,,0,0,
Pcad1dc504f,2021,ok,keifer-sykes,20191015193703,35,1,drupal
P1f0712d029,2021,ok,braxton-key,20191019181439,13,0,drupal
P36846c8c89,2021,ok,rob-edwards,20191019180436,18,0,drupal
P9badd97dfe,2021,no_content,joel-ayayi,,21,5,
P030ee18cdd,2021,ok,chaundee-brown,20180306165048,8,3,drupal
P9cb019ad12,2021,ok,jaquori-mclaughlin,20170819180437,3,1,drupal
Pfa7ab0de3c,2021,ok,malcolm-hill,20190917073157,25,0,drupal
Pd7fcef8bed,2021,ok,aamir-simms,20190923142935,4,0,drupal
Pe6a7666c97,2021,no_content,alan-griffin,,2,0,
P91c6876a66,2021,no_profile,,,0,0,
Pe77b8e73a4,2021,no_profile,,,0,0,
P5b6cf4f1ea,2021,no_profile,,,0,0,
P5ea4e3ee4a,2021,ok,asante-gist,20150907065455,3,0,drupal
P0aa581f174,2021,no_profile,,,0,0,
P8b8dcb5659,2021,no_content,balsa-koprivica,,38,1,
P44ba277b42,2021,no_profile,,,0,0,
Pa74bde45e0,2021,no_content,brandon-rachal,,2,1,
P4ff3e30134,2021,ok,bryce-wills,20170930023604,6,0,drupal
Pff631d1742,2021,ok,cj-walker,20210423012749,14,1,wordpress
Pc4eb6bb8ac,2021,ok,cameron-krutwig,20181022200628,7,1,drupal
Pf0fd005549,2021,no_content,cameron-thomas,,12,4,
Pd00c1b3d5c,2021,no_profile,,,0,0,
Pe0ef621774,2021,no_profile,,,0,0,
Pd2d3c5dc1a,2021,no_profile,,,0,0,
Pfc89c2e5d3,2021,no_profile,,,0,0,
Pf54b3f87be,2021,ok,christian-terrell,20150922082232,1,0,drupal
P300c3416e0,2021,no_profile,,,0,0,
Pf9546cce6b,2021,no_profile,,,0,0,
P150b11f782,2021,no_content,colbey-ross,,6,3,
P704ac3a95d,2021,no_profile,,,0,0,
P621ab8f1c3,2021,no_content,dj-stewart,,5,3,
P969b4447cc,2021,ok,dj-steward,20191022120818,6,0,drupal
Pdda2ebeb84,2021,ok,damien-jefferson,20150921080019,1,0,drupal
P9951cfb317,2021,no_profile,,,0,0,
P588407dc89,2021,no_profile,,,0,0,
Pa47e64a2a6,2021,no_profile,,,0,0,
P983ac07ff1,2021,no_content,denzel-mahoney,,2,1,
P65cc7bdb71,2021,ok,derek-culver,20150922065157,5,1,drupal
P0843caad4a,2021,no_content,derrick-alston-jr,,7,1,
P21808403e2,2021,ok,devontae-shuler,20180923013226,10,0,drupal
P082336d76f,2021,no_profile,,,0,0,
P3e86849b89,2021,ok,eric-vila,20180415072718,25,0,drupal
Pa99e47f62c,2021,ok,ethan-thompson,20190918184127,9,2,drupal
P26d0fde68c,2021,ok,giorgi-bezhanishvili,20190722061958,4,3,drupal
P8af3d1371a,2021,ok,gorjok-gak,20170809082803,5,0,drupal
Pa617e8f0a5,2021,ok,hasahn-french,20170918204236,10,0,drupal
Pda7b1a3831,2021,no_profile,,,0,0,
P02bad696ed,2021,no_profile,,,0,0,
P4e2fe9e886,2021,ok,isaiah-washington,20181111004858,22,1,drupal
P85b734a34a,2021,ok,jahvon-blair,20190717184515,8,0,drupal
P281db24dd9,2021,no_profile,,,0,0,
P5d11abfd72,2021,no_profile,,,0,0,
Paa313fca48,2021,no_profile,,,0,0,
P4230b28232,2021,no_profile,,,0,0,
Pac3967f922,2021,ok,jeremiah-tilmon,20190818094913,22,3,drupal
Pdab3fd555f,2021,no_profile,,,0,0,
P8147190bb3,2021,ok,jock-perry,20160530141900,6,0,drupal
P0c7e217388,2021,no_profile,,,0,0,
P3da5d3f3f2,2021,no_content,john-petty,,36,3,
Pc594742bb0,2021,no_profile,,,0,0,
P460426d8cf,2021,no_profile,,,0,0,
Pf75780948d,2021,no_profile,,,0,0,
P2c6f1d319f,2021,ok,jordy-tshimanga,20191020195608,3,0,drupal
P2e77fdcd5f,2021,no_profile,,,0,0,
Pf3464e2f59,2021,no_profile,,,0,0,
P2c763c66dd,2021,ok,justin-smith,20191024004602,6,1,drupal
Pb463182292,2021,no_profile,,,0,0,
P35327cfd09,2021,ok,juwan-durham,20190923183124,11,0,drupal
Pe9bc98eac8,2021,no_profile,,,0,0,
P142c728ffd,2021,ok,keith-williams,20180306180120,3,0,drupal
Pd51997c12f,2021,no_profile,,,0,0,
P10bd72ac44,2021,no_profile,,,0,0,
Pfe62281f0a,2021,ok,lj-figueroa,20150921154540,2,0,drupal
P02b23e4abb,2021,no_profile,,,0,0,
Pe21e6b7c7b,2021,no_profile,,,0,0,
P3fe07be031,2021,no_profile,,,0,0,
P832ba46d69,2021,ok,macio-teague,20150919074556,1,0,drupal
P4dedf6acf4,2021,no_profile,,,0,0,
P71a175d36d,2021,ok,makur-maker,20210419222153,14,4,wordpress
P6696ac3d31,2021,no_profile,,,0,0,
P0790a32ce5,2021,no_profile,,,0,0,
P6bb68789bc,2021,no_content,marcus-zegarowski,,5,2,
Pc9e1d3e456,2021,no_content,marek-dolezaj,,1,0,
Pd74e65b4cd,2021,ok,mark-vital,20160828200243,13,0,drupal
Pcf6cf087a0,2021,ok,matt-coleman,20190922110147,35,1,drupal
P6c257fc7cf,2021,ok,matt-haarms,20191023082927,12,0,drupal
P1ee807d537,2021,no_profile,,,0,0,
P6c19d2b0fb,2021,no_content,matt-mitchell,,2,1,
P9adb5133bc,2021,ok,matthew-hurt,20210623210140,16,3,wordpress
P5828555cba,2021,ok,mike-smith,20170917055739,12,0,drupal
Pbe11f21cfa,2021,no_profile,,,0,0,
P03a04d0174,2021,ok,nahziah-carter,20181026140218,19,1,drupal
P57cf716ba7,2021,no_profile,,,0,0,
Pfdd109f0e1,2021,no_profile,,,0,0,
Pe0ad9b9ce5,2021,ok,oscar-da-silva,20191016102822,10,1,drupal
Pe7315ec2ca,2021,no_profile,,,0,0,
P1f2e422e9e,2021,ok,quade-green,20191023083100,15,2,drupal
Pfe47889811,2021,no_profile,,,0,0,
P32b1031886,2021,no_profile,,,0,0,
P719eb17c3d,2021,ok,romello-white,20180924203934,6,0,drupal
Pc46db0f497,2021,no_content,romeo-weems,,9,0,
P64527f643b,2021,no_profile,,,0,0,
P09c06de7d5,2021,no_profile,,,0,0,
P40472c4e0a,2021,ok,sam-cunliffe,20190923100329,5,0,drupal
P452df756e1,2021,no_profile,,,0,0,
P727c27e864,2021,ok,sidney-wilson,20190923015739,2,0,drupal
P07046a9145,2021,no_profile,,,0,0,
P8379cd574e,2021,no_profile,,,0,0,
Pab6fbc3e77,2021,no_profile,,,0,0,
Pba42781d58,2021,no_profile,,,0,0,
Pb0a8811014,2021,ok,taveion-hollingsworth,20191022195046,5,0,drupal
P3096036b7b,2021,no_profile,,,0,0,
Pa0f574a8a8,2021,no_profile,,,0,0,
Pb657fdb74e,2021,ok,troy-baxter,20190720144006,5,0,drupal
P8cbd82dcf2,2021,no_profile,,,0,0,
Pfa7a6f2536,2022,ok,paolo-banchero,20220612235911,21,8,wordpress
Pbfdaa31fd0,2022,ok,chet-holmgren,20220611150712,15,4,wordpress
P12c0373e62,2022,ok,jabari-smith,20220611114838,20,7,wordpress
P86df290cda,2022,ok,keegan-murray,20220609013904,7,4,wordpress
P16b88a2183,2022,no_content,jaden-ivey,,9,4,
Pce7c8a9da0,2022,ok,bennedict-mathurin,20220613170820,13,6,wordpress
P7d4b1d6e8f,2022,no_content,shaedon-sharpe,,6,4,
Pab39ee5462,2022,ok,dyson-daniels,20220613180440,8,4,wordpress
Pe3c0fc5a9e,2022,ok,jeremy-sochan,20220609175321,7,4,wordpress
P919e355315,2022,ok,johnny-davis,20220602175321,5,2,wordpress
P4b5f95e771,2022,ok,ousmane-dieng,20220615061838,7,4,wordpress
Pa89859be17,2022,ok,jalen-williams,20220610014306,8,5,wordpress
P3a3a5bbbef,2022,ok,jalen-duren,20220611034253,16,3,wordpress
P9d848af991,2022,ok,ochai-agbaji,20220522184903,25,6,wordpress
P3a5b76349f,2022,ok,mark-williams,20220611020818,11,3,wordpress
Pa95793f720,2022,ok,aj-griffin,20220518013214,9,3,wordpress
P14882ceff6,2022,no_content,tari-eason,,4,3,
P416088a2b5,2022,no_content,dalen-terry,,13,7,
P97df826a61,2022,no_content,jake-laravia,,4,2,
Pae46fa4aa5,2022,ok,malaki-branham,20220608225858,8,5,wordpress
P3b1e823247,2022,ok,christian-braun,20220622123801,8,4,wordpress
Pa5128e8532,2022,no_content,walker-kessler,,7,4,
P63014948f5,2022,ok,david-roddy,20170709171850,6,3,drupal
P4e8883caf8,2022,ok,marjon-beauchamp,20220611222318,14,3,wordpress
P5cba6e4b4b,2022,ok,blake-wesley,20220613214554,8,4,wordpress
Pa6b76d042d,2022,ok,wendell-moore,20220604013354,16,5,wordpress
P1191691c20,2022,no_content,nikola-jovic,,9,4,
P8be99fecd0,2022,ok,patrick-baldwin,20220604222540,17,3,wordpress
Pa408da26a2,2022,ok,tyty-washington,20220610230656,12,6,wordpress
Pc69570e4d2,2022,no_content,peyton-watson,,6,3,
P76ebdc8d77,2022,ok,andrew-nembhard,20220614165502,46,15,wordpress
P70fa3dc827,2022,ok,caleb-houstan,20220615060954,12,3,wordpress
P9345155d6a,2022,no_content,christian-koloko,,8,5,
Pa2e8c74c1f,2022,ok,jaylin-williams,20220609052651,7,4,wordpress
Paac5dcb74c,2022,ok,max-christie,20220611075307,12,3,wordpress
P20596267f7,2022,ok,jaden-hardy,20220609133908,16,3,wordpress
P8c8d5105c2,2022,ok,kennedy-chandler,20210929015732,6,3,wordpress
Pd5316f2e65,2022,ok,bryce-mcgowens,20220102185740,7,4,wordpress
Pe22f69b7a0,2022,ok,ej-liddell,20220612093039,10,3,wordpress
P123f055136,2022,ok,trevor-keels,20220529135328,7,3,wordpress
Pc5f6ac0bb7,2022,ok,moussa-diabate,20211016053558,11,3,wordpress
Pafb050f1ad,2022,no_content,ryan-rollins,,5,4,
P76f8234113,2022,ok,josh-minott,20211016045804,5,2,wordpress
P6876f611cb,2022,no_capture_before_draft,,,1,1,
Pd6b4848f72,2022,ok,kendall-brown,20220606080705,9,3,wordpress
P7c29e11a29,2022,ok,isaiah-mobley,20220421231928,14,3,wordpress
P9a2935e78c,2022,no_capture_before_draft,,,3,3,
Paee04abbe6,2022,no_content,karlo-matkovic,,8,6,
Pa067c50f94,2022,ok,jd-davison,20211206152347,7,4,wordpress
Pd3eb42d2a8,2022,no_capture_before_draft,,,6,6,
Pd4287ba490,2022,no_capture_before_draft,,,6,6,
Pdd8eeaed18,2022,no_content,jabari-walker,,7,5,
P2e38feab3a,2022,no_profile,,,0,0,
P3698c87daf,2022,no_profile,,,0,0,
P9e732e040b,2022,ok,johnny-juzang,20220407074907,12,3,wordpress
P6521ad0003,2022,ok,julian-champagnie,20220622134108,6,3,wordpress
P8d79cd923c,2022,ok,scotty-pippen,20170930023454,8,3,drupal
P13f00227af,2022,ok,darius-days,20181022200927,7,1,drupal
P836329e077,2022,ok,aj-lawson,20211205233609,20,1,wordpress
Pfd5185bdf5,2022,no_profile,,,0,0,
Pc064a30c43,2022,ok,dru-smith,20191014063637,2,0,drupal
Paf2b091294,2022,ok,michael-foster,20220102114947,11,3,wordpress
P50d6953351,2022,ok,orlando-robinson,20220522052433,10,3,wordpress
Pa06f6a14b5,2022,ok,jamaree-bouyea,20220407080419,7,4,wordpress
Pbccc770021,2022,ok,jordan-hall,20220522043952,5,4,wordpress
P19ae0a39ff,2022,ok,keon-ellis,20220615171722,7,4,wordpress
P868c7d320b,2022,no_capture_before_draft,,,5,5,
Pe54f989cc8,2022,ok,ron-harper-jr,20220623051638,11,3,wordpress
Pc25f9380ba,2022,ok,buddy-boeheim,20191021160130,9,0,drupal
Pdeabbe5993,2022,no_capture_before_draft,,,2,2,
Pc99b219586,2022,no_content,john-butler,,9,2,
P22caf129cd,2022,ok,dereon-seabron,20220315125144,7,4,wordpress
P0234a21988,2022,no_capture_before_draft,,,5,5,
P32ad967364,2022,no_profile,,,0,0,
P821b19c2a1,2022,no_capture_before_draft,,,2,2,
P9f0e3aa432,2022,no_content,aj-green,,5,0,
P8683784c59,2022,no_profile,,,0,0,
P47d96f257b,2022,ok,jack-white,20190825210423,9,0,drupal
P98f4c6dfa5,2022,no_profile,,,0,0,
Pc60f6451c1,2022,ok,cole-swider,20190916211144,15,0,drupal
P017b3a2bee,2022,no_profile,,,0,0,
Pfc4c07b799,2022,ok,lester-quinones,20171212122957,6,2,drupal
Pc44acb797a,2022,no_profile,,,0,0,
P719dac14cb,2022,ok,simone-fontecchio,20200929112025,19,0,wordpress
P328e73174e,2022,no_profile,,,0,0,
P39f2672d8d,2022,no_profile,,,0,0,
P750617fadd,2022,no_capture_before_draft,,,1,1,
P7c732b276f,2022,no_profile,,,0,0,
P93a0142eda,2022,no_profile,,,0,0,
Pec93c68939,2022,ok,aminu-mohammed,20190818095426,9,4,drupal
P539be6c711,2022,no_capture_before_draft,,,1,1,
P96bc00aaed,2022,ok,iverson-molinar,20190919220517,6,4,drupal
P6b997b8b4f,2022,no_content,jaden-jones,,2,1,
