pid,draft_year,status,slug,capture_ts,n_captures,n_rejected_postdraft,layout
P71b16faf7a,2017,ok,luke-kennard,20170622153318,62,30,drupal
Pdb3bcb3fc8,2017,ok,donovan-mitchell,20170618203042,54,40,drupal
Pf18fe42b62,2017,ok,bam-adebayo,20170614093028,50,34,drupal
P24e5e8b7dc,2017,ok,justin-jackson,20170614115611,98,34,drupal
P2c3a1eb46b,2017,ok,justin-patton,20170622155147,42,32,drupal
P459acdec33,2017,ok,dj-wilson,20170622162026,35,29,drupal
Pcc7ddb9ab9,2017,ok,tj-leaf,20170622155623,56,30,drupal
P49d50fc2b5,2017,ok,john-collins,20170617045200,39,31,drupal
P3e0fd9667f,2017,ok,harry-giles,20170618202556,100,36,drupal
P54d4de841c,2017,ok,terrance-ferguson,20170614163403,64,29,drupal
P0af0ac79ae,2017,ok,jarrett-allen,20170618202752,60,32,drupal
P1e22570fac,2017,ok,og-anunoby,20170618203349,49,32,drupal
P63f00af37c,2017,ok,tyler-lydon,20170609231455,52,27,drupal
Pe5fb05fea3,2017,ok,anzejs-pasecniks,20170622020058,45,24,drupal
P204a101867,2017,ok,caleb-swanigan,20170614033441,58,32,drupal
P032d23c9d9,2017,ok,kyle-kuzma,20170617044911,49,33,drupal
P2e6be7d23b,2017,ok,tony-bradley,20170617031357,44,27,drupal
Pa79b34cca8,2017,ok,derrick-white,20170614035735,39,34,drupal
P1ea9c7c88d,2017,ok,josh-hart,20170614035255,64,36,drupal
P38e6db5ca1,2017,ok,frank-jackson,20170618202551,57,34,drupal
P27a35575e9,2017,ok,davon-reed,20170615000528,41,28,drupal
P57703dc960,2017,ok,wesley-iwundu,20170614024539,43,30,drupal
P5351e63d76,2017,ok,frank-mason,20170615060304,59,31,drupal
Pf781dda14b,2017,ok,ivan-rabb,20170609122543,103,29,drupal
P964dd1e5f4,2017,ok,jonah-bolden,20170614063531,55,22,drupal
Pc4f84bc197,2017,ok,semi-ojeleye,20170622155524,43,25,drupal
P551a484de7,2017,ok,jordan-bell,20170614132001,53,32,drupal
P16938f3fa9,2017,ok,jawun-evans,20170614101739,51,29,drupal
P86ef73625c,2017,ok,dwayne-bacon,20170609135242,63,30,drupal
P1804943702,2017,ok,tyler-dorsey,20170618202611,62,27,drupal
P74d19df6a2,2017,ok,thomas-bryant,20170614215513,69,28,drupal
P2ad4235514,2017,ok,isaiah-hartenstein,20170613165303,66,33,drupal
Pd59c0506ca,2017,ok,damyean-dotson,20170621033336,36,29,drupal
Pc32fe4a167,2017,ok,dillon-brooks,20170614070121,59,31,drupal
P22340c4458,2017,ok,sterling-brown,20170618202803,26,21,drupal
Pd808e1b5f8,2017,ok,ike-anigbogu,20170622155138,48,33,drupal
P10187f6389,2017,ok,sindarius-thornwell,20170614055737,65,30,drupal
P3e5c820c70,2017,ok,vlatko-cancar,20170614211023,27,18,drupal
Pa76a1ce248,2017,ok,monte-morris,20170614092552,42,22,drupal
P2acab9acdb,2017,ok,edmond-sumner,20170614040131,47,25,drupal
P2a1ab2724b,2017,ok,kadeem-allen,20170614222237,28,22,drupal
P9d178fdf5d,2017,ok,alec-peters,20170614133450,42,22,drupal
Pba3a4faeb9,2017,ok,nigel-williams-goss,20170614065707,67,26,drupal
Pa0580e3001,2017,ok,jabari-bird,20170614082801,75,24,drupal
Pa4877bedac,2017,ok,aleksandar-vezenkov,20170614064657,65,27,drupal
P5f230da818,2017,ok,jaron-blossomgame,20170614024120,49,25,drupal
P58604dcdcf,2017,ok,nigel-hayes,20170614151326,58,19,drupal
P49f423e70e,2017,no_profile,,,0,0,
P4074fe9b9e,2017,ok,royce-oneale,20160601043853,14,4,drupal
P7312c1c32d,2017,no_profile,,,0,0,
P96a831649e,2017,ok,jacob-pullen,20160609213601,53,6,drupal
Pe528778159,2017,no_profile,,,0,0,
Pb920680006,2017,ok,damion-lee,20161014172351,29,9,drupal
P80ec619552,2017,ok,james-webb,20160827121334,23,10,drupal
P982f4d9f47,2017,ok,ryan-arcidiacono,20170621091228,31,4,drupal
Pfafab37502,2017,ok,matt-costello,20170121001059,16,7,drupal
P8e9f5cd10b,2017,ok,kyle-collinsworth,20161014172143,34,7,drupal
Pe1b87bba68,2017,ok,jameel-warney,20160915041339,17,2,drupal
P7e57b76eb8,2017,ok,jalen-jones,20170610005825,30,9,drupal
Pa67da64cf8,2017,ok,shaquille-harrison,20170611140124,10,4,drupal
P4370ef2bf5,2017,ok,alex-caruso,20160827000203,19,10,drupal
P9ac225720c,2017,ok,josh-gray,20160817082143,21,2,drupal
Pe75e4da903,2017,ok,myke-henry,20161019180232,17,5,drupal
Pb571c7aa88,2017,no_profile,,,0,0,
Pdb78b3595b,2017,ok,johnathan-motley,20170622162046,44,24,drupal
P0d567b6867,2017,ok,pj-dozier,20170622162232,42,27,drupal
Pea59b43adb,2017,ok,devin-robinson,20170615020806,50,16,drupal
P7697c4ecb8,2017,ok,charles-cooke,20170620210532,26,19,drupal
Pfde95d41d3,2017,ok,luke-kornet,20170614182024,38,21,drupal
P4396f0664b,2017,ok,isaiah-hicks,20170615014148,59,20,drupal
Pc5ec91aab0,2017,ok,chris-boucher,20170615020445,41,20,drupal
Pe204bd6fa0,2017,no_capture_before_draft,,,4,4,
Pd13759b893,2017,no_profile,,,0,0,
Pd9320fa884,2017,ok,milos-teodosic,20150919050247,49,8,drupal
P00fdb72e43,2017,ok,tyler-cavanaugh,20170520225024,14,12,drupal
P4d32b8b12e,2017,no_profile,,,0,0,
P420fe29f13,2017,ok,antonio-blakeney,20170614142042,52,23,drupal
P6358a22feb,2017,no_profile,,,0,0,
Pcac223d7f8,2017,ok,derrick-walton,20170621042918,46,23,drupal
P5fd682a91b,2017,ok,gian-clavell,20170614153316,5,1,drupal
Pba3d18fabf,2017,ok,mangok-mathiang,20170512144043,15,3,drupal
P2cac6d11e4,2017,ok,milton-doyle,20150120175308,5,2,drupal
P7dfb5a7395,2017,no_capture_before_draft,,,17,17,
P73cc673745,2017,ok,ben-moore,20160928111536,10,4,drupal
P95ea622240,2017,ok,jamel-artis,20170520162802,18,14,drupal
Pf0bc046ece,2017,ok,xavier-rathan-mayes,20170621042613,61,22,drupal
P163e85d6f0,2017,ok,london-perrantes,20170614061425,41,23,drupal
P705a98169f,2017,ok,andrew-white,20170614155319,24,10,drupal
P35bbbcf03e,2017,no_profile,,,0,0,
P1ee493f763,2017,no_profile,,,0,0,
Pc0a7512363,2017,no_profile,,,0,0,
Pcdc707f847,2017,ok,rodney-purvis,20170605165845,87,21,drupal
P10d6b2ba68,2017,no_profile,,,0,0,
P1223e5ee2c,2017,ok,brandon-paul,20170527141822,63,18,drupal
P8bea6ece5d,2017,no_profile,,,0,0,
Paec8fae19e,2017,no_profile,,,0,0,
P5a43e18763,2017,no_profile,,,0,0,
P122cdb8b56,2017,no_profile,,,0,0,
Pd3b81c81b9,2017,ok,khem-birch,20170530133541,71,14,drupal
P8df71877a2,2017,ok,jamil-wilson,20160805184519,52,19,drupal
P5aa610b7ff,2017,ok,john-holland,20160609222913,17,4,drupal
P3fe5b0aa24,2017,ok,omari-johnson,20100115095238,1,0,drupal
Pfaef4e4fa0,2017,ok,kobi-simmons,20170622162114,55,24,drupal
Pbced5f5600,2017,ok,daniel-theis,20170621042736,32,20,drupal
Pb8664aec2d,2017,no_profile,,,0,0,
Pac86c1698b,2017,ok,aaron-jackson,20160331163406,12,3,drupal
Pf135ac542c,2017,ok,austin-nichols,20170614191128,67,19,drupal
Pbe8ddcfedd,2017,no_profile,,,0,0,
P6354170b78,2017,ok,craig-victor,20170531140143,22,4,drupal
Pb57f8a063b,2017,ok,darin-johnson,20170617034425,21,19,drupal
Pe000f38dce,2017,ok,elijah-macon,20160817160520,7,1,drupal
Pe10b161d55,2017,ok,james-blackmon,20170614083239,42,13,drupal
P280da25d92,2017,ok,jaren-sina,20170526010141,18,8,drupal
P518109d62a,2017,ok,jaylen-johnson,20160803030432,16,8,drupal
P42302cf51e,2017,ok,lj-peak,20170614185349,24,9,drupal
P9f172daeb6,2017,ok,marcus-keene,20170619232647,18,12,drupal
P70f8b46029,2017,ok,matt-taylor,20170531140213,5,4,drupal
P1f842c307e,2017,ok,maverick-rowan,20160828022328,15,4,drupal
Pa34ab286f7,2017,ok,melo-trimble,20170609044511,79,32,drupal
P334022cd7d,2017,ok,ted-kapita,20170614081046,15,4,drupal
P097ac7e3e1,2017,ok,trevor-thompson,20170614083345,14,7,drupal
P55d017c927,2018,ok,deandre-ayton,20180616074456,145,39,drupal
P42b9d239c3,2018,ok,marvin-bagley,20180619213035,103,32,drupal
Pcaa6f4e965,2018,ok,luka-doncic,20180618200104,132,37,drupal
Pae17b87a4a,2018,ok,jaren-jackson-jr,20180617142756,79,26,drupal
Pd4282e2cb6,2018,ok,trae-young,20180618221830,80,31,drupal
P35e592001a,2018,ok,mohamed-bamba,20180616205423,94,26,drupal
P6f990ff013,2018,ok,wendell-carter,20180617144855,88,25,drupal
P4467431c36,2018,ok,collin-sexton,20180620050020,67,22,drupal
P946b6a7bec,2018,ok,kevin-knox,20180615112350,81,30,drupal
Peb77360d78,2018,ok,mikal-bridges,20180616194836,73,26,drupal
P50c2524b85,2018,ok,shai-gilgeous-alexander,20180620051002,63,33,drupal
P57ab80ef44,2018,ok,miles-bridges,20180619234330,83,25,drupal
P6ab3598ab0,2018,ok,jerome-robinson,20180611104531,21,13,drupal
P17f11f33c2,2018,ok,michael-porter,20180616074218,125,33,drupal
Pcabff956fe,2018,ok,troy-brown,20180615123902,64,17,drupal
P1f3e01b488,2018,ok,zhaire-smith,20180620044206,34,20,drupal
P58e5b2eaa8,2018,ok,donte-divincenzo,20180618195842,43,20,drupal
P5e4a09f56c,2018,ok,lonnie-walker,20180620070647,55,20,drupal
P26d2a90c5b,2018,ok,kevin-huerter,20180615124058,30,18,drupal
P82bbff96e6,2018,ok,josh-okogie,20180620043917,33,13,drupal
Pdb9cad4004,2018,ok,grayson-allen,20180618205916,94,18,drupal
P4d03279429,2018,ok,chandler-hutchison,20180616223930,27,12,drupal
P75b2e5cfed,2018,ok,aaron-holiday,20180610115011,56,14,drupal
Pf271325d7b,2018,ok,anfernee-simons,20180616195208,33,19,drupal
P5da3d9ffcd,2018,ok,moritz-wagner,20180613152335,44,19,drupal
Pf507011aa5,2018,ok,landry-shamet,20180619222444,41,18,drupal
P8926a62cc8,2018,ok,robert-williams,20180615101922,60,23,drupal
Pbe6b6d05a9,2018,ok,jacob-evans,20180618200310,34,17,drupal
P61add2364f,2018,ok,dzanan-musa,20180619184209,67,19,drupal
P688b157768,2018,ok,omari-spellman,20180615102023,43,19,drupal
Pf5ec6d144b,2018,ok,elie-okobo,20180610115320,24,14,drupal
P15b5ca7021,2018,ok,jevon-carter,20180606141036,30,13,drupal
P9f769e6678,2018,ok,jalen-brunson,20180615103203,61,23,drupal
P15b4774186,2018,ok,devonte-graham,20180602090318,44,13,drupal
Pb53e68dfee,2018,ok,melvin-frazier,20180618195155,27,17,drupal
Pd064221ae2,2018,ok,mitchell-robinson,20180615102013,59,21,drupal
P9106a597f3,2018,ok,gary-trent-jr,20180620054034,75,22,drupal
P8eec131338,2018,ok,khyri-thomas,20180616073552,27,12,drupal
Pefc5241948,2018,ok,isaac-bonga,20180618045119,55,17,drupal
P379ec45447,2018,ok,rodions-kurucs,20180620044840,64,17,drupal
P3e065b4b4e,2018,ok,jarred-vanderbilt,20180606113454,58,23,drupal
Pe581c6d22f,2018,ok,bruce-brown,20180602172821,36,12,drupal
P8ecb19c544,2018,ok,hamidou-diallo,20180619185804,62,21,drupal
P27d264f43c,2018,ok,deanthony-melton,20180615103303,25,13,drupal
P0ca52587ca,2018,ok,sviatoslav-mykhailiuk,20180615102357,92,19,drupal
P6786e0dd88,2018,ok,keita-bates-diop,20180615103213,46,19,drupal
P1a46c41bff,2018,ok,chimezie-metu,20180529051601,45,14,drupal
Pa129b1725d,2018,ok,alize-johnson,20180602091019,25,10,drupal
Peef8948765,2018,ok,vince-edwards,20180429101547,35,10,drupal
P1597c7370a,2018,ok,devon-hall,20180615170615,15,8,drupal
Paa92a86ff3,2018,ok,shake-milton,20180602082617,31,13,drupal
P5ff9cbca0f,2018,ok,arnoldas-kulboka,20180618045827,34,13,drupal
P3e655a07ed,2018,ok,raymond-spalding,20180616045136,23,13,drupal
Pbb5225b691,2018,ok,kevin-hervey,20180607120857,25,12,drupal
Pb5f59c2405,2018,ok,thomas-welsh,20180619220022,48,15,drupal
P004efe3965,2018,ok,george-king,20180617135804,17,8,drupal
P4f854a47d9,2018,ok,kostas-antetokounmpo,20180610120508,56,12,drupal
Pb88771c23a,2018,ok,jordan-sibert,20160606114105,22,0,drupal
P7ab7e9a49e,2018,ok,julian-washburn,20150907081047,1,0,drupal
Pb2b564e4f2,2018,no_profile,,,0,0,
P55c2defaf8,2018,ok,mitchell-creek,20160324092722,6,0,drupal
Pf5a8190f4f,2018,ok,troy-caupain,20180609145049,23,7,drupal
Pf3d3c05896,2018,ok,isaiah-briscoe,20180525095631,70,17,drupal
Pf3241f5074,2018,ok,dusty-hannahs,20180613052437,11,5,drupal
P9bb134b52c,2018,ok,billy-garrett,20170702194801,31,4,drupal
Pa84706eb34,2018,no_profile,,,0,0,
P3f77f707c0,2018,ok,rawle-alkins,20180529213455,57,19,drupal
Pa08fe4841f,2018,ok,trevon-duval,20180606163442,56,14,drupal
Pfc813e5d63,2018,ok,yante-maten,20180606163928,27,8,drupal
Pa5c483aef9,2018,ok,allonzo-trier,20180618210614,60,13,drupal
P67e5a8f825,2018,ok,kenrich-williams,20180607112743,21,8,drupal
P64a44986ea,2018,ok,theo-pinson,20180525110435,56,13,drupal
P2b78ea748d,2018,ok,bonzie-colson,20180606112355,27,10,drupal
P8c5417b762,2018,ok,donte-grantham,20180516145530,21,5,drupal
Pb779a9fa56,2018,ok,deng-adel,20180607141631,39,11,drupal
P88accb87c9,2018,ok,tyler-davis,20180525094729,29,10,drupal
P86827217ed,2018,ok,marcus-derrickson,20180618195145,18,8,drupal
Pef380f9642,2018,ok,brandon-sampson,20180602091907,17,6,drupal
Pf2fe8710f7,2018,ok,gary-clark,20180529221735,32,9,drupal
P61e8cd7d80,2018,ok,angel-delgado,20180524155337,33,9,drupal
P98ab129fa2,2018,ok,jaylen-adams,20180606111029,24,8,drupal
Pc317d28310,2018,ok,jp-macura,20180620044100,31,7,drupal
P87c0df2ff6,2018,ok,jared-terrell,20180606105343,31,9,drupal
Pda6183deac,2018,ok,deonte-burton-0,20170726114836,84,7,drupal
P4c0563638d,2018,ok,duncan-robinson,20180222195130,5,2,drupal
Pdd2dc8d5b8,2018,ok,daryl-macon,20180615052411,12,5,drupal
Pfa8477edf9,2018,ok,yuta-watanabe,20180611112054,6,5,drupal
Pdda77ad869,2018,ok,johnathan-williams,20180524161546,38,8,drupal
P4e98315e7d,2018,no_profile,,,0,0,
P8fc9787b05,2018,no_profile,,,0,0,
Pefe5f00afd,2018,ok,ryan-broekhoff,20150907003909,1,0,drupal
P4098a4e5cd,2018,no_profile,,,0,0,
Pde1bad3875,2018,ok,zach-lofton,20180618200215,16,8,drupal
P8843180e2e,2018,ok,brandon-goodwin,20170929125306,8,4,drupal
Pf9200340d9,2018,ok,bj-johnson,20180527053613,14,5,drupal
Pb10189ae74,2018,ok,chris-chiozza,20180606110354,24,9,drupal
P82f3368572,2018,no_profile,,,0,0,
P4294404a76,2018,ok,drew-eubanks,20180604193803,25,8,drupal
P8c68a86e22,2018,no_profile,,,0,0,
P5c0dd77b3d,2018,no_profile,,,0,0,
P9ce3123e64,2018,ok,isaac-humphries,20180610183744,36,10,drupal
P7f30d796bb,2018,no_profile,,,0,0,
Pd125ec3ee3,2018,ok,brad-wanamaker,20171112195141,39,4,drupal
Pe0f4e51abf,2018,ok,amile-jefferson,20180607131134,79,9,drupal
Pd1f1ba6351,2018,ok,ajdin-penava,20180617141251,11,8,drupal
P212def8838,2018,ok,brandon-mccoy,20180613151558,46,14,drupal
P480c7bd367,2018,ok,bryant-crawford,20180610115021,30,7,drupal
P665ee60687,2018,ok,corey-sanders,20180606112310,48,9,drupal
P16c24a4b1f,2018,ok,dj-hogg,20180612141144,36,10,drupal
P9da71ed5b4,2018,ok,deangelo-isby,20180502065006,6,5,drupal
P9425f36257,2018,no_profile,,,0,0,
P503b298309,2018,ok,dikembe-dixson,20180528003416,16,8,drupal
P5a52d22738,2018,ok,doral-moore,20180523153255,15,8,drupal
P40b8fb181b,2018,ok,eric-davis,20180430093632,11,4,drupal
P3da380186d,2018,ok,fred-sims,20180523133310,15,7,drupal
P4d3e8e1430,2018,no_profile,,,0,0,
Pb670429ce2,2018,ok,kameron-chatman,20180223204424,16,6,drupal
Pdc6d30b38b,2018,ok,leron-black,20180610115042,37,7,drupal
P967c24e09d,2018,ok,makinde-london,20180501150020,6,4,drupal
P72c5e8d0fa,2018,ok,marquez-letcher-ellis,20180430093712,6,4,drupal
P65f2080ef4,2018,ok,max-montana,20180618191754,5,2,drupal
Pcdc9c2f7c5,2018,ok,mike-amius,20180430093737,5,4,drupal
P0984734cb9,2018,ok,terry-larrier,20180606123448,42,10,drupal
P4ebe015218,2018,ok,tony-carr,20180608161153,22,10,drupal
P9d76a38c5e,2018,ok,yankuba-sima,20180501030722,25,5,drupal
P00e7133fc6,2019,ok,zion-williamson,20190422141343,75,24,drupal
Pfe4fcea486,2019,ok,ja-morant,20190504005526,19,14,drupal
Pa9cae64430,2019,ok,rj-barrett,20190422141318,76,13,drupal
P846172a369,2019,ok,deandre-hunter,20190422141241,26,13,drupal
P297d12820e,2019,ok,darius-garland,20190422141257,47,11,drupal
Pbc4309c829,2019,ok,jarrett-culver,20190422141254,18,10,drupal
P43dec358d1,2019,ok,coby-white,20190422141330,30,10,drupal
Ped6b9a1a7c,2019,ok,jaxson-hayes,20190422141259,14,13,drupal
Pbea2d75e26,2019,ok,rui-hachimura,20190422141312,66,17,drupal
P2f61c21e93,2019,ok,cameron-reddish,20190422141317,54,15,drupal
Pb14f594f0a,2019,ok,cameron-johnson,20190422141343,29,10,drupal
P4a79c6caeb,2019,ok,pj-washington,20190422141342,41,11,drupal
P4ebfdd4833,2019,ok,tyler-herro,20190422141336,33,19,drupal
P714602a9aa,2019,ok,romeo-langford,20190422141318,57,20,drupal
P9540818d9f,2019,ok,sekou-doumbouya,20190527195121,54,19,drupal
P7c5888ec9d,2019,ok,chuma-okeke,20190422141344,14,8,drupal
P6f1d3c64d2,2019,ok,nickeil-alexander-walker,20190422141307,34,11,drupal
P5277c76d51,2019,ok,goga-bitadze,20190422141244,31,12,drupal
P9b3e496395,2019,ok,luka-samanic,20190422141254,40,18,drupal
P4832cf3ea3,2019,ok,matisse-thybulle,20190422141328,29,10,drupal
Peecc71d248,2019,ok,brandon-clarke,20190422141334,17,14,drupal
P023bbe5ec1,2019,ok,grant-williams,20190422141309,24,13,drupal
Pb15c668c3a,2019,ok,darius-bazley,20181110163713,23,10,drupal
Pb16e641fe9,2019,ok,ty-jerome,20190422141334,22,10,drupal
P6a5f6ac2d8,2019,ok,nassir-little,20190422141319,35,7,drupal
Pf1b3205a09,2019,ok,dylan-windler,20190422141341,8,7,drupal
P8209ad6040,2019,ok,mfiondu-kabengele,20190422141302,22,11,drupal
Pefa2378416,2019,ok,jordan-poole,20181111005057,22,13,drupal
Pa4c28f80ad,2019,ok,keldon-johnson,20190422141244,33,16,drupal
Pba03162225,2019,ok,kevin-porter,20190422141314,24,18,drupal
Pe661d7acde,2019,no_capture_before_draft,,,13,13,
Pd17e70140c,2019,ok,kz-okpala,20190422141323,12,8,drupal
P14a01dedf9,2019,ok,carsen-edwards,20190422141308,24,9,drupal
P5cd98708f1,2019,ok,bruno-fernando,20190422141332,47,13,drupal
P2bdd03741b,2019,no_capture_before_draft,,,5,5,
P1ddfe32e8c,2019,ok,cody-martin,20181016131831,20,7,drupal
P027da49c30,2019,no_capture_before_draft,,,6,6,
P2f4b26e6e1,2019,ok,daniel-gafford,20190422141312,30,11,drupal
P76650bc6e2,2019,no_capture_before_draft,,,7,7,
P6336d0d324,2019,ok,justin-james,20181018190234,10,5,drupal
P7ff4af5e7c,2019,ok,eric-paschall,20190422141242,31,10,drupal
P2084d7c5fc,2019,ok,admiral-schofield,20190422141347,18,10,drupal
Pab169ed872,2019,ok,jaylen-nowell,20190422141307,24,5,drupal
P273938bb97,2019,ok,bol-bol,20190422141309,49,10,drupal
P90a39c14ab,2019,ok,isaiah-roby,20190422141324,33,19,drupal
P5c11762ec9,2019,ok,talen-horton-tucker,20190422141339,18,10,drupal
Pd50729b5d0,2019,ok,ignas-brazdeikis,20190422141320,30,11,drupal
P18facb688d,2019,ok,terance-mann,20190422141243,31,9,drupal
P4797fb50d3,2019,ok,quinndary-weatherspoon,20181015203315,27,7,drupal
P277650e4b3,2019,no_capture_before_draft,,,7,7,
Pf6db5ed983,2019,ok,tremont-waters,20181022072157,25,7,drupal
P338a42b9d0,2019,ok,jalen-mcdaniels,20190422141308,14,6,drupal
Pdee21247bb,2019,ok,justin-wright-foreman,20181003002828,13,7,drupal
P224fa713e4,2019,ok,marial-shayok,20150912115242,7,5,drupal
Pb69fbd28c6,2019,ok,kyle-guy,20181111010057,28,8,drupal
P2c24c6affb,2019,no_capture_before_draft,,,10,10,
Pd88f1bdac2,2019,ok,miye-oni,20190422141327,12,5,drupal
P8a97dbabe6,2019,ok,dewan-hernandez,20181026135313,7,5,drupal
P8eb153b63d,2019,no_profile,,,0,0,
P75585aef52,2019,ok,eric-mika,20181026140828,41,9,drupal
P84a6c851a9,2019,ok,paul-watson,20170702174058,7,0,drupal
P4a4f2b1371,2019,ok,brian-bowen,20190422141255,33,9,drupal
P9537391b0e,2019,ok,caleb-martin,20181106152247,27,5,drupal
Pf6658be174,2019,ok,malik-newman,20181024065052,77,10,drupal
P519f028bfb,2019,ok,shamorie-ponds,20181026133731,30,7,drupal
P4f7a1b04a6,2019,ok,oshae-brissett,20181104064743,21,6,drupal
P47c5a2733b,2019,ok,terence-davis,20181018185335,12,7,drupal
Pc3b8b90cf8,2019,ok,tyler-cook,20190422141242,25,7,drupal
P60e6add6f8,2019,ok,kelan-martin,20181028234826,27,5,drupal
Pa9b6b7ec3f,2019,ok,wenyen-gabriel,20181020223231,46,7,drupal
Pbec5e357b6,2019,ok,kendrick-nunn,20181026134822,25,3,drupal
P2061b46d22,2019,ok,jordan-mclaughlin,20181020221810,30,5,drupal
P9406d39f17,2019,no_profile,,,0,0,
P63de5d6c2a,2019,no_profile,,,0,0,
Pd00fce6a5a,2019,ok,zylan-cheatham,20181021144214,25,5,drupal
P4862cd71b2,2019,ok,chris-clemons,20190422141333,13,4,drupal
P1d6fd5f29a,2019,ok,amir-coffey,20181029165507,17,6,drupal
Pcb86ff794b,2019,ok,tacko-fall,20181201051313,59,14,drupal
P8534216773,2019,ok,jared-harper,20181107202444,20,7,drupal
P5a277fef0e,2019,no_capture_before_draft,,,6,6,
P3022e1c032,2019,ok,justin-robinson-0,20170702133315,4,2,drupal
P82887a653c,2019,ok,max-strus,20180418004708,5,4,drupal
P37457bff4f,2019,ok,luguentz-dort,20190422141325,27,12,drupal
P6a3fce0af3,2019,ok,louis-king,20190422141258,18,8,drupal
P6b5b70ee01,2019,ok,jalen-lecque,20190422141256,27,11,drupal
Pc1416b3728,2019,ok,zach-norvell,20181019090000,19,7,drupal
P8df31bfe17,2019,ok,naz-reid,20190422141254,18,17,drupal
Pc53511377b,2019,ok,adam-mokoka,20190422141242,20,12,drupal
P484d9844af,2019,ok,marques-bolden,20181021144726,51,9,drupal
P90d8771ad4,2019,no_profile,,,0,0,
P026aafcf31,2019,ok,devontae-cacok,20181111005515,18,0,drupal
Ped12aa913a,2019,no_capture_before_draft,,,1,1,
P2318b539a3,2019,ok,vic-law,20181029180336,14,3,drupal
P3e9c3ca3d7,2019,no_profile,,,0,0,
P7d0e11d7f1,2019,no_profile,,,0,0,
Pca926e63d0,2019,ok,josh-reaves,20181109152404,9,2,drupal
P804e0e2e1c,2019,ok,rayjon-tucker,20160601170654,16,4,drupal
Pe19880ee92,2019,ok,dean-wade,20181028100322,16,3,drupal
P52c5169542,2019,ok,kyle-alexander,20151118145942,7,4,drupal
P0be342d921,2019,ok,chris-silva,20181013131525,16,6,drupal
P77bf4c6cd4,2019,no_profile,,,0,0,
P2b2d444bdd,2019,ok,william-howard,20150910091904,8,2,drupal
P90844406b5,2019,ok,nicolo-melli,20170512191703,77,8,drupal
P53a27c701d,2019,ok,marko-guduric,20180501040741,23,5,drupal
P34557a899a,2019,no_profile,,,0,0,
Pf0f9e6d8f5,2019,ok,donta-hall,20181104063603,16,5,drupal
P6514225148,2019,ok,matt-thomas,20181018190257,17,1,drupal
Pbda39b05ec,2019,ok,tariq-owens,20181001191436,11,4,drupal
P4043f1171e,2019,no_profile,,,0,0,
P20a99f84fd,2019,ok,juwan-morgan,20181029000944,17,4,drupal
P41398f1a21,2019,ok,norvel-pelle,20180214045012,29,3,drupal
Pfa2560441b,2019,ok,mychal-mulder,20170812135455,6,2,drupal
Pf450c7fe3d,2019,ok,ky-bowman,20190422141320,19,7,drupal
P4516ced6d5,2019,ok,moses-brown,20181019090754,31,13,drupal
P1a41a85440,2019,ok,jaylen-hoard,20190422141333,33,8,drupal
P2185571f79,2019,no_profile,,,0,0,
Pb14e5c1c97,2019,ok,aubrey-dawkins,20190422141255,38,5,drupal
P9308e80088,2019,ok,cameron-lard,20181102061323,12,3,drupal
P19aaf87bc8,2019,ok,charles-matthews,20181107202057,40,5,drupal
Pa5b07b6f43,2019,no_capture_before_draft,,,4,4,
P1464c171bc,2019,ok,dmarcus-simonds,20181028095232,14,5,drupal
Pbafaf944fd,2019,ok,dedric-lawson,20181110175000,41,10,drupal
P25c1384060,2019,ok,isaiah-reese,20181101035608,16,12,drupal
P7c241c8e95,2019,no_profile,,,0,0,
Pb0f44d6b69,2019,ok,jaylen-hands,20190422141256,49,11,drupal
Pbac78302af,2019,ok,justin-simon,20181023120651,16,4,drupal
P56aec34978,2019,ok,kenny-wooten,20181026134556,13,5,drupal
P76d288c08d,2019,ok,kouat-noi,20160601225333,11,3,drupal
Pb1eb09fa94,2019,ok,kris-wilkes,20190422141243,37,7,drupal
P03938af6ae,2019,ok,lamar-peters,20181026134601,23,3,drupal
P7a85c71bc1,2019,ok,martin-krampelj,20170710083946,6,4,drupal
Pc7623d005f,2019,ok,nick-ward,20181028103157,26,6,drupal
P920b587915,2019,ok,sacha-killeya-jones,20181029000113,36,6,drupal
P48e78aee32,2019,ok,sagaba-konate,20181026141209,21,10,drupal
P73b9dbd92b,2019,ok,samir-sehic,20151017142122,3,2,drupal
P71e4b2b4d3,2019,ok,tyus-battle,20181026134445,32,9,drupal
P6d3980e9f0,2019,ok,vj-king,20181010135453,47,5,drupal
P35f0fb7731,2020,ok,anthony-edwards,20201102063503,26,7,wordpress
Pba698d642d,2020,ok,james-wiseman,20201112042355,37,9,wordpress
P3ff36ffdc1,2020,ok,lamelo-ball,20201117220721,59,10,wordpress
P272ac40c3c,2020,ok,patrick-williams,20201031065020,33,10,wordpress
P7699b7f669,2020,ok,isaac-okoro,20200925235019,15,7,wordpress
P6232d5a44f,2020,ok,onyeka-okongwu,20201112032450,22,6,wordpress
Pfe5913c014,2020,ok,killian-hayes,20201031230242,27,7,wordpress
P41612ab4e2,2020,ok,obi-toppin,20201031220203,16,7,wordpress
Pa430d00e1f,2020,ok,deni-avdija,20201101150604,26,5,wordpress
P90a7395cb0,2020,ok,jalen-smith,20201004023945,27,8,wordpress
Pd70c9ef8df,2020,ok,devin-vassell,20201030042901,10,6,wordpress
P1388f2fd26,2020,ok,tyrese-haliburton,20201102165212,25,10,wordpress
