pid,comp_name,capture_ts
P0a4bbd8b0a,Jamal Mashburn/Wayman Tisdale,20140327125014
P7f1d080745,Devin Harris/Rajon Rondo,20140327122858
Pc7e0f691c6,Wally Szczerbiak/Tracy Murray,20140610211945
P3997afa4f2,Boris Diaw/Dejan Bodiroga,20140327123306
P96c6ba4e0f,Russell Westbrook,20140327123844
P49827cf895,Caron Butler/Jarvis Hayes,20140530054216
Pa9426d162d,Robert Horry,20140328004235
Paf95fb158c,Nikola Pekovic/Zaza Pachulia,20140327001708
Pf7c7a85a9a,Daequan Cook/Arron Afflalo,20140327183122
Pea7725adea,Jrue Holiday/George Hill,20140327130755
P465ab55c02,OJ Mayo,20140530053300
P2f95e0c256,Rashard Lewis,20140327125130
P5c19a79a93,Mike Bibby,20140623090323
P360c31499c,Ian Mahinmi,20140327082405
P44154d877a,Jiri Welsch,20140622001854
Pe966e23e9c,Hubert Davis,20140623090344
P4f181909b7,Jalen Rose/Lamar Odom,20140530051956
P24fc987f38,Jeffery Taylor,20140606070852
P944e30c99c,Adam Haluska,20140625033504
Pd5729dac8f,Cliff Robinson,20140623090334
Pab87e9a8b8,Brian Shaw,20140326234423
Pd8244d9a42,Thaddeus Young,20140510185224
Pbac4f67696,Peter John Ramos,20140502000052
Pb59be03b24,Allen Ray/Avery Bradley,20140327215252
P83de6de3ec,Dominic James,20140530050540
P8c383a7533,Darius Songaila,20140530052358
Pb8a773b356,Devin Harris/Keyon Dooling,20140620173606
P9da0cf7014,Lawrence Moten,20140531040735
Pa47459a77d,Carlos Rogers,20140327002406
P1108cb2921,Mateen Cleaves/Avery Johnson,20140515070701
Pf0c15e8037,Von Wafer,20131116032808
Pee1a8f2e9d,Kenny Frease,20140526233919
Pb59dd639f9,Hedo Turkoglu,20130523011537
Pceb2ff7429,Lonny Baxter,20140326204357
P88b9812a96,Aaron Williams,20131121131706
P9df5f3f8bb,JJ Hickson,20131114225740
P8c2c5e7b71,Alexis Ajinca,20140610211934
P98ee7e9798,Devin Ebanks,20140326235857
P5a591d3e24,Andrew Bogut/Vlade Divac,20150624104732
P67cf99c3eb,Penny Hardaway/Brandon Roy,20150624112258
Pb9c495a67d,Brook Lopez/Al Jefferson,20150623175456
Pf1eb0b11c1,Andrea Bargnani/Pau Gasol,20150623175517
P9b0b27ae5d,Chris Anderson/Samuel Dalembert,20150622050851
P3e493925a2,John Wall,20150623175537
Pff77feae98,Kawhi Leonard/Ron Artest,20150619072543
Pec96a14b85,Nenad Krstic/Sean Marks,20150622044732
Pc3390f55d0,James Harden/Wilson Chandler,20150623175548
Peaf1686cc0,Raef LaFrentz,20150621213115
P2297a93a7f,Carlos Boozer,20150621210325
P7d77f683c0,Gordon Hayward/Klay Thompson,20150623130036
Pce2a43b358,George Hill/Devin Harris,20150623175558
Ped4ca8f8d6,Kendall Gill/James Young,20150619073458
Pe71646e585,Trey Burke/Mookie Blaylock,20150622043312
Pcf63b744fe,Jordan Adams,20150623053847
P94d904f95a,Gordon Hayward,20150622043412
P8d6369038a,Reggie Jackson/Bobby Jackson,20150619080309
P16f77dc0c6,Jordan Clarkson,20150619074041
Pb067831a66,Mario Elie,20150624200457
P5492e07ad3,Greg Monroe,20150621064924
Pb4e1522182,Bruce Bowen,20150623055350
P9a02cf437c,Trey Burke/Luke Ridnour,20150625071033
Pd0eaa15469,Kenny Thomas,20150621214409
P3cfad83e39,Marco Belinelli/JJ Redick,20150623081719
P128f74a48f,Shareef Abdur-Rahim,20150623130356
P1c43036b93,Al-Farouq Aminu,20150625054719
P5849f19551,Walt Williams/Jiri Welsch,20150613030119
P1b292d5147,JJ Hickson/Bo Outlaw,20150622045010
P4a125216bc,Andre Roberson,20150623125222
Pa779a7b0cf,Felipe Reyes,20150623175023
P2e8c779b09,Hilton Armstrong / Cedric Simmons,20150615095539
P6c859977a5,Daniel Gibson/Dana Barros,20150611160619
P0ba0d4e186,Javaris Crittenton,20150622053846
P831df49905,Tony Allen,20150623053251
Pf21d262b1c,Aaron Gray,20150622044446
Ped46c6be82,Justin Reed,20150624024047
P4ba2b4830d,Qyntel Woods/Ricky Ledo,20150625062041
Pfc32d168da,Gheorghe Muresan,20150505003441
P26e74779f0,James Robinson,20150116003200
Pa24dadc449,Thomas Robinson/Jeff Adrien,20150622042856
P84b2e1b413,John Henson,20150622044727
Pa48064fa8c,Channing Frye,20150623130723
P9cedd79bd8,CJ Leslie,20150619064548
P83f630794b,Rodney Carney,20150623055623
P0c888043b8,Joey Graham,20150619070706
Pcfe0d93659,CJ McCollum,20150619143526
Pd3473cff83,Tree Rollins/Patrick O'Bryant,20150613030135
Pfd690eb68d,Jared Dudley,20150622051946
P0fde3dedb2,LeBron James,20160621111747
P117a6c6fb1,Tayshaun Prince/Kevin Durant,20160623150320
P8a2a3c7c07,Jason Richardson,20160618111258
P53f786523f,Hedo Turkoglu,20160623162005
P9155961dd2,Devin Harris/Jordan Clarkson,20160617171753
P4ec4ee54f1,Brandon Roy/Dell Curry,20160623154534
Pf9ebd1b271,Ben Gordon,20160622220509
P47380ec945,Tyrus Thomas/Antonio McDyess,20160618110851
P88f4dbf943,Andrew Bogut,20160618110358
P4b59f5fe56,Chris McCullough,20160619024907
P620501ed0d,Luis Scola/Marc Gasol,20160622223338
Pc5a8d9d1d6,DeMarre Carroll,20160617174221
Paca468f5b5,Primoz Brezec,20160623154539
P88064c1c05,Danny Green/Greivis Vasquez,20160618105632
P7222e0f90b,Victor Claver/Jonas Jerebko,20160614195311
Pd7c989b67a,Gary Trent,20160622220940
Pf93789f1b5,Luther Head/Spencer Dinwiddie,20160623181405
P9264b6e63a,Brian Scalabrine/Brian Cardinal,20160616182952
P4a1b07df85,Wesley Matthews,20160620195323
P55d1c5e102,Jamal Crawford/Jeremy Lamb,20160616074727
Pddcf4609af,Archie Goodwin,20160616200215
P6f92e02de4,Rashad Vaughn,20160617173121
P1a32cd4176,Fabricio Oberto/Nikola Pekovic,20160616074945
Pcb0e772806,Thabo Sefolosha,20160622234716
Pbfe4edf289,Taj Gibson,20160621104646
P07954fea73,Gordon Hayward,20160617171424
P85fbcb1dce,Jordan Mickey/Luc Mbah a Moute,20160623161533
Pd856e50561,Channing Frye,20160618111022
Pc1c99fe2be,Shaun Livingston/Jamal Crawford,20160623165411
P25bfc6427b,Festus Ezeli,20160616200208
P9668122fb9,Etan Thomas,20160620182526
P64adb31e4d,Zan Tabak,20160618110546
Pd50459cb6d,Kenneth Faried,20160620184554
Pf5fb4e36b6,Keith Bogans/Jayson Granger,20160616073052
Pf20205fffb,Corey Brewer/Michael Carter Williams,20160618122117
Pfa4c05beee,Kendrick Perkins/Nikola Jokic,20160618111445
Pb3a7a6f86b,Cole Aldrich,20160613221848
Pf8b83ac1f0,Anthony Peeler,20160618121223
P9c2d575f48,Loren Woods,20160616193407
Pa466887b08,Jonny Flynn,20160623184853
P8e900c2247,David Harrison,20160620194000
Pcf60b82b9d,Sergei Monia,20160618111017
Pa307fde308,Reece Gaines,20160619031541
Pd5a40a7ee0,Sam Clancy,20160616180317
Pd46f6361f5,Kevin Willis,20160623150200
P83cf60968a,James Augustine,20160609005104
P85b94bf602,Jordan Crawford/Nick Young,20160604211331
P9b79feb6a3,Shammond Williams,20160602025547
Pce6ddda209,Jeremy Lin,20160623184929
Pa7cb2c7354,Norman Powell,20160620182253
Pa8fc4b7ad7,Oleksiy Pecherov,20160611174451
P251ed0e7a3,KJ McDaniels,20160622231648
Pc01c642a9f,BJ Armstrong,20160605172429
Pbd6175d1ad,Dante Cunningham,20160604211522
Pc9bdc2e95f,Derrick Brown,20160613222151
P25e61f80f8,James Harden/D'Angelo Russell,20170617040228
P6e7d02b021,Jason Kidd,20170617031041
P8a2034c01d,Allan Houston/Danny Granger,20170617040016
Pe56ae9c7aa,Kawhi Leonard/Jimmy Butler,20170622152724
P6f43cf2ee3,John Wall/Dennis Schroeder,20170622152654
Pe3864f9800,Rashard Lewis/Kevin Durant,20170615204556
Pf62abcdcde,Nikola Mirotic/Ryan Anderson,20170618202605
P46cfb45fde,Dante Exum,20170618203059
Pbe6ed6fd51,Baron Davis/Steve Francis,20170617045156
Pe6fe5c747b,Brad Daugherty,20170617034638
P4a000d48b0,Louis Williams/Eric Gordon,20170615205447
P71b16faf7a,Nik Stauskas/Jeff Hornacek,20170622153318
Pdb3bcb3fc8,Norman Powell,20170618203042
Pf18fe42b62,Markieff Morris/Tristan Thompson,20170614093028
P24e5e8b7dc,Rod Higgins,20170614115611
P2c3a1eb46b,Brendan Haywood,20170622155147
P459acdec33,Jared Jeffries,20170622162026
Pcc7ddb9ab9,Nick Collison,20170622155623
P49d50fc2b5,Chris Wilcox/Damian Jones,20170617045200
P3e0fd9667f,Bobby Portis,20170618202556
P54d4de841c,Terrence Ross/James White,20170614163403
P0af0ac79ae,Lorenzen Wright,20170618202752
P1e22570fac,Tony Mitchell/Noah Vonleh,20170618203349
P63f00af37c,Nikola Mirotic,20170609231455
Pe5fb05fea3,Ante Tomic,20170622020058
P204a101867,Ike Diogu,20170614033441
P032d23c9d9,Jared Jeffries/Henry Ellenson,20170617044911
P2e6be7d23b,Clifford Rozier,20170617031357
Pa79b34cca8,E'twaun Moore,20170614035735
P1ea9c7c88d,Keith Bogans,20170614035255
P38e6db5ca1,Cory Joseph/Austin Rivers,20170618202551
P57703dc960,Kent Bazemore/Jordan McRae,20170614024539
P5351e63d76,Pierre Jackson/Yogi Ferrell,20170615060304
Pf781dda14b,Andrew Nicholson/PJ Brown,20170609122543
P964dd1e5f4,Brian Cook,20170614063531
Pc4f84bc197,Jerome Kersey/Justin Reed,20170622155524
P551a484de7,Bo Outlaw,20170614132001
P16938f3fa9,Tyronn Lue,20170614101739
P86ef73625c,Gerald Wilkins,20170609135242
P74d19df6a2,Duane Causwell,20170614215513
P2ad4235514,Donatas Motiejunas/Dino Radja,20170613165303
Pd59c0506ca,Kelenna Azubuike,20170621033336
P22340c4458,Royal Ivey,20170618202803
Pd808e1b5f8,Kevin Séraphin/Bismack Biyombo,20170622155138
P10187f6389,Aaron McKie,20170614055737
P3e5c820c70,Kyle Singler,20170614211023
Pa76a1ce248,Moochie Norris,20170614092552
P2acab9acdb,Semaj Christon/Dante Exum,20170614040131
P2a1ab2724b,Jamaal Franklin,20170614222237
P9d178fdf5d,Matt Bonner,20170614133450
Pba3a4faeb9,Kendall Marshall/Earl Watson,20170614065707
Pa4877bedac,Jorge Garbajosa,20170614064657
P5f230da818,KJ McDaniels/Joey Graham,20170614024120
P96a831649e,Shammond Williams (less athletic),20160609213601
Pb920680006,Roy Devyn Marble,20161014172351
Pdb78b3595b,Darrell Arthur/Keon Clark,20170622162046
P0d567b6867,Shaun Livingston,20170622162232
P1223e5ee2c,Luther Head,20170527141822
Pd3b81c81b9,Jerome Williams,20170530133541
Pfaef4e4fa0,Patrick McCaw/Nick Young,20170622162114
Pa34ab286f7,Jarrett Jack,20170609044511
P55d017c927,Shawn Kemp/David Robinson,20180616074456
P42b9d239c3,Chris Bosh,20180619213035
Pcaa6f4e965,Toni Kukoc/Hedu Turkoglu,20180618200104
Pae17b87a4a,Jermaine O'Neal,20180617142756
Pd4282e2cb6,Stephen Curry/Mike Bibby,20180618221830
P35e592001a,Rudy Gobert,20180616205423
P6f990ff013,Juwan Howard/Al Horford,20180617144855
P4467431c36,Eric Bledsoe,20180620050020
P946b6a7bec,Tobias Harris/Paul George,20180615112350
Peb77360d78,Otto Porter/Robert Covington,20180616194836
P50c2524b85,Ron Harper/Dejounte Murray,20180620051002
P57ab80ef44,Jerome Kersey,20180619234330
P6ab3598ab0,CJ McCollum/Kevin Martin,20180611104531
P17f11f33c2,Kevin Durant/Joe Johnson,20180616074218
Pcabff956fe,Caris LeVert/Steve Smith,20180615123902
P1f3e01b488,Avery Bradley/Norman Powell,20180620044206
P58e5b2eaa8,Delonte West,20180618195842
P5e4a09f56c,OJ Mayo/Rodney Stuckey,20180620070647
P26d2a90c5b,Fred Hoiberg,20180615124058
Pdb9cad4004,Courtney Lee/Bob Sura,20180618205916
P75b2e5cfed,Lindsey Hunter,20180610115011
Pf271325d7b,Joseph Young/Malcolm Lee,20180616195208
P5da3d9ffcd,Kelly Olynyk,20180613152335
Pf507011aa5,Denzel Valentine/Greivis Vasquez,20180619222444
P8926a62cc8,Stromile Swift,20180615101922
Pbe6b6d05a9,Maurice Evans,20180618200310
P61add2364f,Bojan Bogdanovic,20180619184209
P688b157768,Adreian Payne,20180615102023
Pf5ec6d144b,Rodrigue Beaubois,20180610115320
P15b5ca7021,Jamaal Tinsley,20180606141036
P9f769e6678,Mark Jackson,20180615103203
P15b4774186,Charlie Ward,20180602090318
Pb53e68dfee,Gerald Green,20180618195155
P9106a597f3,Buddy Hield,20180620054034
P8eec131338,Jrue Holiday,20180616073552
P379ec45447,Sam Dekker,20180620044840
P8ecb19c544,Iman Shumpert/Archie Goodwin,20180619185804
P27d264f43c,Antonio Blakeney,20180615103303
P0ca52587ca,Hollis Thompson,20180615102357
P6786e0dd88,Luc Mbah a Moute,20180615103213
P1a46c41bff,Elden Campbell,20180529051601
P5ff9cbca0f,Bostjan Nachbar,20180618045827
Pbb5225b691,James Ennis,20180607120857
P004efe3965,Lance Thomas/PJ Tucker,20180617135804
Pf3d3c05896,Eric Snow,20180525095631
P3f77f707c0,Lance Stephenson/Tyreke Evans,20180529213455
Pa08fe4841f,Kris Dunn,20180606163442
Pa5c483aef9,Rashad McCants,20180618210614
P67e5a8f825,PJ Tucker,20180607112743
P9ce3123e64,Aaron Baynes,20180610183744
Pd125ec3ee3,Royal Ivey,20171112195141
P212def8838,Erick Dampier,20180613151558
P4ebe015218,Sam Cassell,20180608161153
P00e7133fc6,Charles Barkley/Blake Griffin,20190422141343
Pfe4fcea486,DeAaron Fox,20190504005526
Pa9cae64430,Danny Granger,20190422141318
P846172a369,OG Anunoby/Thaddeus Young,20190422141241
Pbc4309c829,Nick Anderson,20190422141254
P43dec358d1,Gilbert Arenas,20190422141330
Ped6b9a1a7c,Jarrett Allen,20190422141259
Pbea2d75e26,Antawn Jamison,20190422141312
Pb14f594f0a,RJ Hunter/Justin Jackson,20190422141343
P4a79c6caeb,Carl Landry,20190422141342
P4ebfdd4833,Nik Stauskas/Joe Harris,20190422141336
P714602a9aa,Evan Turner,20190422141318
P9540818d9f,Billy Owens/Tim Thomas,20190527195121
P7c5888ec9d,Robert Horry,20190422141344
P6f1d3c64d2,Spencer Dinwiddie/Jordan Clarkson,20190422141307
P5277c76d51,Nenad Krstic/Jusuf Nurkic,20190422141244
P023bbe5ec1,Mike Scott,20190422141309
Pb16e641fe9,Greivis Vasquez,20190422141334
P6a5f6ac2d8,Gerald Wallace,20190422141319
P8209ad6040,Vin Baker,20190422141302
Pa4c28f80ad,Corey Maggette,20190422141244
Pba03162225,Deshawn Stevenson,20190422141314
Pd17e70140c,Rodney Hood,20190422141323
P5cd98708f1,Steven Adams/Serge Ibaka,20190422141332
P2f4b26e6e1,Chris Andersen,20190422141312
P2084d7c5fc,Jae Crowder,20190422141347
P273938bb97,Sam Perkins/Kristaps Porzingis,20190422141309
P90a39c14ab,Josh Huestis/Andre Roberson,20190422141324
P5c11762ec9,Jordan Adams,20190422141339
Pd50729b5d0,Dillon Brooks/Kyle Singler,20190422141320
P18facb688d,John Salmons/Brad Wanamaker,20190422141243
Pd88f1bdac2,Kirk Snyder,20190422141327
P75585aef52,Patric Young,20181026140828
P4a4f2b1371,Rip Hamilton,20190422141255
P9537391b0e,Dorell Wright,20181106152247
Pf6658be174,Eddie House,20181024065052
Pa9b6b7ec3f,Charlie Villanueva,20181020223231
P8df31bfe17,Anthony Mason/Johnny O'Bryant,20190422141254
Pf450c7fe3d,Shabazz Napier,20190422141320
P1a41a85440,Darius Miller,20190422141333
Pb0f44d6b69,Brandon Jennings,20190422141256
Pb1eb09fa94,Joe Ingles,20190422141243
P35f0fb7731,Dwyane Wade/Donovan Mitchell,20201102063503
Pba698d642d,Hassan Whiteside/DeAndre Jordan,20201112042355
P3ff36ffdc1,Jalen Rose/Shaun Livingston,20201117220721
P272ac40c3c,OG Anunoby,20201031065020
P7699b7f669,Caron Butler/Justin Anderson,20200925235019
Pfe5913c014,Kirk Hinrich/Spencer Dinwiddie,20201031230242
P41612ab4e2,Kenyon Martin/Shawn Marion,20201031220203
Pa430d00e1f,Hedo Turkoglu,20201101150604
Pd70c9ef8df,Kelly Oubre/Kent Bazemore,20201030042901
P1388f2fd26,Lonzo Ball/Dante Exum,20201102165212
P0df73941d8,Keyon Dooling,20201101135151
Pe6c9de6d86,Cameron Johnson/Robert Covington,20201117004813
P388cb0d5da,Mo Williams,20201103142022
Pe0b660d280,Danny Fortson/Antonio Davis,20201101095351
P842bafbfda,Dragan Bender,20201118150636
P0cd98a270c,Kelly Oubre,20201102032706
P04526b8576,Chandler Hutchison/Sam Dekker,20201030210551
Pb7d583a85a,Gerald Wallace/Mo Harkless,20201116104325
Pa3fa433740,Cuttino Mobley,20201101172503
Pe237a28a37,PJ Brown/Jordan Hill,20200924145541
P3c885ec031,Dante Exum,20200924143932
P63236d3a70,Mario Chalmers,20201030172116
Pf46613d969,Jalen Brunson/TJ McConnell,20201027171708
Pa7dbf13041,Jonathan Isaac,20201111210238
P289da7f9c1,CJ McCollum,20201101064407
Pad0b972baf,Carlos Boozer,20201103220339
P48772fff87,Skal Labissiere/Bobby Portis,20201030110837
Pde7308c87b,Frank Ntilikina,20200926051552
P32d7e7e1eb,Jonas Jerebko/Luc Richard Mbah Moute,20201103230705
Pdc083a80a9,Malik Beasley,20200927075126
P716f6175e4,Jarret Jack/Jevon Carter,20201103164404
P2b95cb9990,Samuel Dalembert,20201030211830
P429838957d,Donte DiVincenzo,20200925214709
P9cddcdc1ad,Rick Fox,20201101015624
Pc2d24d5902,Luke Ridnour/Derrick White,20201101064527
P1cf3ac09b1,Eric Snow,20200923220657
Pee12c1b431,Terrence Ross,20201112044210
P9d5ce33ec0,Julius Randle/Danny Fortson,20201105223327
P539176b694,Rasheed Wallace,20191112205507
P007123cefb,Brad Miller,20201020082349
P076dcdb147,Patty Mills/Devonte’ Graham,20201103103727
P34a08a87d4,Patrick Beverly,20201031093843
Pceb9387e05,Dana Barros,20201101151907
P5b50a9b58b,Jerami Grant,20191214214843
P61afdc25a4,Grant Hill,20210420045740
P64263ced9d,Eddie Jones,20210517225712
P45a39b68c1,Jabari Parker/Draymond Green,20210725214131
Pc97a1282a3,Jason Kidd,20210614014820
P854a3a23a2,Joe Ingles,20210729171735
P7dcdc4ccdd,Pascal Siakam,20210517222606
Pb2632428b5,Nemanja Bjelica,20210420040341
P2c8aa67899,Ty Lawson/Marcus Smart,20210613091745
P9e82692a6d,DeAndre Hunter,20210614033220
Pa090759337,Anfernee Simons,20210706180828
P4e35bd6add,Gary Trent Jr,20210728125738
P05f9ca4653,John Starks,20210623170815
Pa0882490f6,Glen Rice/Robert Covington,20210614021455
P0057628fa2,Wally Szczerbiak/Joe Harris,20210628180721
Pfce02776de,Jordan Poole,20210628134522
P69549f38f2,Jaxson Hayes/Jaren Jackson Jr,20210613090214
P392363bcf2,Stephen Jackson/TJ Warren,20210725221847
P721d8fa8f9,Latrell Sprewell,20210614023510
P87ada0d006,Nicolas Claxton,20210623211326
Pf6213e9937,Norman Powell,20210713193709
P88205fde52,Josh Hart,20210422151549
P90b2305671,Marcus Smart,20210423014153
Pb1d56c9c96,Chris McCullough,20210422142359
P5480a34012,Jonas Jerebko,20210513122526
Pc624860c4a,Wenyen Gabriel,20210415134232
P82dc635a40,Bryn Forbes,20210601162814
P6680e3073f,Matt Barnes,20210614034021
P3364db28a5,Chuma Okeke,20210728204412
P30aaba02d5,Mike Muscala,20210623213717
P5705590403,Nick Young,20210725232532
P0326e23b0d,Gorgui Dieng/David West,20210623205037
Pd1118f9ab3,Doug Christie,20210709213108
P6a7cb1d3a8,Ish Smith/Jamaal Tinsley,20210228103419
Pb52cacc824,Raef LaFrentz,20210422145419
Pe225c37146,Andre Miller,20210423023724
Pf2b31fcc76,Admiral Schofield,20210623205004
P77f7109f5b,Tyler Johnson,20210725224807
P72048f0a4a,Norman Powell/Xavier Henry,20210419215337
Pff631d1742,Terence Morris,20210423012749
P71a175d36d,Andrew Nicholson,20210419222153
P9adb5133bc,Kyle Singler,20210623210140
Pfa7a6f2536,Julius Randle/Juwan Howard,20220612235911
Pbfdaa31fd0,Kristaps Porzingis,20220611150712
P12c0373e62,Chris Bosh/Rashard Lewis,20220611114838
P86df290cda,Otto Porter/Michael Porter Jr,20220609013904
Pce7c8a9da0,Jason Richardson,20220613170820
Pab39ee5462,Thabo Sefolosha/Tomas Satoransky,20220613180440
Pe3c0fc5a9e,Kyle Kuzma,20220609175321
P919e355315,Kentavious Caldwell-Pope,20220602175321
P4b5f95e771,Nicolas Batum/Kyle Anderson,20220615061838
Pa89859be17,John Salmons/Shake Milton,20220610014306
P3a3a5bbbef,Andre Drummond,20220611034253
P9d848af991,Desmond Bane/ Kelenna Azubuike,20220522184903
P3a5b76349f,Erick Dampier/Clint Capella,20220611020818
Pa95793f720,Jamal Mashburn/Robert Covington,20220518013214
Pae46fa4aa5,Khris Middleton,20220608225858
P3b1e823247,Chase Budinger,20220622123801
P4e8883caf8,MarShon Brooks/James Anderson,20220611222318
P5cba6e4b4b,Tyler Herro/Byron Scott,20220613214554
Pa6b76d042d,Caleb Martin/Bruce Brown,20220604013354
P8be99fecd0,Jalen Johnson/Brian Cook,20220604222540
Pa408da26a2,Andre Miller,20220610230656
P76ebdc8d77,Austin Reaves,20220614165502
P70fa3dc827,RJ Hunter/Darius Miller,20220615060954
Pa2e8c74c1f,Bobby Portis/Elden Campbell,20220609052651
Paac5dcb74c,Landry Shamet/Evan Fournier,20220611075307
P20596267f7,Buddy Hield,20220609133908
P8c8d5105c2,Bobby Jackson,20210929015732
Pd5316f2e65,Spencer Dinwiddie,20220102185740
Pe22f69b7a0,Eric Paschell,20220612093039
P123f055136,Luguentz Dort/Rodney Stuckey,20220529135328
Pc5f6ac0bb7,Al Harrington,20211016053558
P76f8234113,Kevin Martin/Khris Middleton,20211016045804
Pd6b4848f72,Al-Farouq Aminu/Mo Harkless,20220606080705
P7c29e11a29,Taj Gibson,20220421231928
Pa067c50f94,Dennis Smith,20211206152347
P9e732e040b,Duncan Robinson,20220407074907
P6521ad0003,Justin Champagnie,20220622134108
P836329e077,Kobi Simmons,20211205233609
Paf2b091294,Patrick Patterson,20220102114947
P50d6953351,Nikola Vucevic,20220522052433
Pa06f6a14b5,Sleepy Floyd,20220407080419
Pbccc770021,Dalano Barton,20220522043952
P19ae0a39ff,James Ennis,20220615171722
Pe54f989cc8,Talen Horton-Tucker/Jordan Nwora,20220623051638
P22caf129cd,Caris Levert/Darius Miles,20220315125144
P719dac14cb,Bogdan Bogdanovic,20200929112025
P144ed94c77,Ralph Sampson,20230323162009
P664a2ede66,Paul George,20230622000828
P51e5ade0ce,Derrick Rose/Ja Morant,20230523224412
Pa813594724,Josh Giddey/Steve Smith,20230621023052
Pa4e79c2199,OG Anunoby,20230621023054
P7bf5b1ca03,Tim Thomas,20221203145917
Pe60cc64195,Pascal Siakam,20230621023432
Pf0ef0714b6,Jrue Holiday,20230106205330
P0035c2f0b3,Doug McDermott,20230612122325
Pfdcf13c664,Gordon Hayward,20230323162009
P0b253c1504,Isaiah Joe,20230327062043
P6b4a74f110,Jordan Poole,20230315200716
P523c5eb5e6,Markelle Fultz,20230323162009
Pf07b0c62fd,Malcolm Brogdon,20230525173733
P3dd06c5ebd,Jorge Garbajosa,20230621023838
P0db0d3c576,Matthew Dellavedova,20230617041131
P1e59a7a7a1,Jae Crowder,20230329064308
P9a144a10c5,Theo Ratliff,20230609160517
Pd742da0a27,Tyler Herro,20230209162854
P47a1cc70a3,Dorian Finney-Smith,20230328000916
Pbcdd20a9f9,Lou Amundson,20230619205837
P26ad072598,Jevon Carter,20230603223150
P2a6c79e3dc,Garrett Temple,20230616000938
Pb4a7c38947,Jamal Crawford,20230401040900
Pc4ba85a58f,Jeremy Pargo/Shelvin Mack,20230612235019
P2db6f2cc8f,Andray Blatche,20230615175125
P9b886526e3,Terence Davis/Josh Hart,20230606010221
P737b0588be,Matisse Thybulle,20230531041339
Pe356195976,Corey Brewer,20230323162009
P655613d84a,Sean Elliott/Devin Vassel,20230201172937
Pf85863f4bd,Jerryd Bayless,20230619193634
P71f8c1b48d,OG Anunoby,20230603212307
P7200ebcdd8,Bam Adebayo,20221030233004
Pc074e62881,Dillon Brooks,20230612000318
P659b205e3c,Reggie Miller,20230125221044
P07bb9cb58f,Justin Anderson,20230323162009
Pd5f2794063,Jared Butler,20230602225354
Paf99c23c4d,Marvin Williams,20230323162009
Pe8ffde2213,Trevor Booker/Danny Fortson,20230603210208
P3fd81a75e9,Brad Wanamaker,20221130072717
P9aef7770b8,Bones Hyland,20230603044659
P3860306e22,Juan Toscano-Anderson,20230604163631
P96b57657ed,Hamidou Diallo,20230604192802
P7589e6b4d5,Kendrick Nunn,20230614040910
Pe1411c667e,Leon Powe,20230614024055
P7f722372b8,Matt Barnes,20221111141329
Pa12a517258,Isaiah Hartenstein,20230613203820
P23152d31e2,Franz Wagner/Rashard Lewis,20240624105645
P65b97df144,Mitchell Robinson,20240624144734
P473649a3ff,Mark Price/Jimmer Fredette,20240418011938
P2a77fa93f7,Dante Exum,20240418011947
Pe083952d4c,Tari Eason,20240418011949
P58407301c7,Noah Clowney/Dorain Finney-Smith,20240525201143
Pb0cd5d409b,Jakob Poeltl/Walker Kessler,20240418011946
P74240d498b,Brandon Jennings/Collin Sexton,20240516020732
P1ccfa6c1ee,Boban Marjanovic,20240624094605
Pa245962e52,Lamar Odom/Brandon Ingram,20240616000359
Pa5d4a8fef6,Franz Wagner,20240418011940
Pd018d62aee,Vasilije Micic,20240522162849
P32ff4229d3,Ayo Dosunmu,20240625212734
P4bd2cd3d34,Shaun Livingston/Spencer Dinwiddie,20240418011950
Pada60a9da7,Jarrett Allen,20240623055014
Pa3f4257d20,Bryn Forbes,20240513181537
P7a95b991f4,Mike Miller/Rex Chapman,20240525145721
P13f5a8ca49,Cody Martin,20240624170437
P9f04775c7a,Reggie Bullock,20240618035933
P523c7506e7,Kevon Looney/Clint Capela,20240624172010
P4bbcd3bc18,Zeke Nnaji/Nic Claxton,20240525075153
P7070c905f3,Brandon Boston,20240518134543
Pf4a65045a1,Cam Johnson/Joe Ingles,20240609164020
Pe79de9d05b,Jaime Jaquez/Sean Elliott,20240622035337
P1a8fd8dc98,Ron Harper Jr./Talen Horton-Tucker,20240626100500
P086a09588e,Desmond Bane/Mitch Richmond,20240519072029
P0d7bcc4d57,Kendall Brown,20240623214017
P429241cb33,Jeff Teague/Eric Bledsoe,20240418011942
Pfd3b474513,Sam Hauser,20240613154844
Pafffac98b2,Justin Jackson (Maryland),20240618214051
P2bc6f2a3aa,Isaiah Hartenstein/Brad Miller,20240525180420
Pd1401169e8,TJ McConnell/Payton Prichard,20240602224806
P35654567c0,Sam Dekker/Gordon Hayward,20240418011945
Pdf5a3388b3,John Collins/Christian Wood,20240418011946
P470eca3f49,Lester Quinones,20240604161313
P9fc884bebd,Hilton Armstrong,20240617221504
P84e9dcbb3e,Bismack Biyombo,20240117041249
Pb1001f743e,Sam Merrill / Coby Karl,20240625214730
P0edbaa5011,Justin Holiday,20240606142125
P82e84aa110,Jaylen Nowell,20240524154143
P7572949d92,Louis Amundson/Chris Gatling,20240619182625
P4b73f3a250,Kyle Guy,20240626095038
Pf7cf72315c,Jeremy Pargo,20240616184408
Pd62847824a,Justin Anderson,20240620233609
Pb1c5565b99,Channing Frye,20240524152034
Pe275ca2256,Jorge Garbajosa,20230923232958
