pid,draft_year,was_drafted,actual_pick,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_three_share,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume
P1ee493f763,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc0a7512363,2017,0,,31.0,80.2,26.3,53.9,58.13,6.0,25.4,8.6,17.7,121.0,158.0,0.766,138.0,261.0,0.529,51.0,137.0,0.372,1.6,0.7,39.7,2.0,0.52378706,88.0,123.0,50.0,138.0,4.0,4.0,31.697,1.6061,7.3333,1.3333,0.4545,0.4545,17.7273,0.3442211055276382,0.7666666666666666,0.4598930481283422,0.5121900000000003,3.8827806189006977
Pf3241f5074,2018,0,,36.0,61.9,25.0,53.5,58.93,2.6,5.0,9.6,15.0,108.0,119.0,0.908,94.0,192.0,0.49,74.0,191.0,0.387,0.5,1.0,31.1,2.8,0.71662564,56.0,84.0,38.0,107.0,0.0,0.0,24.75,0.5556,1.1667,1.1944,0.4444,0.1111,14.3889,0.4986945169712793,0.3947368421052631,0.6,0.4465,4.347042502446098
P9bb134b52c,2018,0,,32.0,73.0,29.3,44.5,53.64,1.5,10.7,25.1,22.0,157.0,178.0,0.882,99.0,248.0,0.399,41.0,113.0,0.363,0.7,2.3,49.3,3.5,1.01907843,58.0,99.0,40.0,148.0,1.0,1.0,29.3125,0.375,2.5,3.3438,1.1562,0.1562,14.9375,0.3130193905817174,0.6666666666666666,1.091304347826087,0.3385200000000001,4.575274280751546
Pcdc707f847,2017,0,,32.0,91.3,20.8,46.3,50.21,1.2,10.9,14.8,14.3,74.0,91.0,0.813,70.0,171.0,0.409,73.0,217.0,0.336,0.7,1.7,23.5,2.4,1.42373739,41.0,64.0,29.0,106.0,12.0,13.0,36.8788,0.3939,3.8182,2.5455,1.0303,0.2424,13.8182,0.5592783505154639,0.7058823529411765,0.9673202614379084,0.00168,3.6762141131408694
Pa84706eb34,2018,0,,25.0,72.2,29.1,45.3,50.69,5.2,11.5,34.4,23.1,115.0,177.0,0.65,111.0,239.0,0.464,9.0,36.0,0.25,2.2,5.0,64.4,4.1,1.40401453,83.0,148.0,28.0,91.0,7.0,10.0,32.1481,1.5556,3.4074,5.1481,2.8148,0.4815,14.2963,0.1309090909090909,1.411764705882353,1.4273858921161824,0.0627899999999998,3.3681593076898553
P3f77f707c0,2018,0,,23.0,50.8,23.8,50.4,54.8,8.0,10.7,14.0,20.1,71.0,98.0,0.724,66.0,137.0,0.482,33.0,92.0,0.359,2.5,2.3,42.8,2.8,0.98304219,55.0,87.0,11.0,51.0,7.0,8.0,31.3913,1.8696,2.913,2.5217,1.2174,0.7391,13.1304,0.4017467248908297,1.263157894736842,0.6635071090047393,0.1823999999999999,3.3268667714974427
Pdb9cad4004,2018,1,21.0,37.0,88.3,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108.0,127.0,0.85,79.0,157.0,0.503,102.0,276.0,0.37,0.2,2.8,29.3,2.4,2.17722839,38.0,64.0,41.0,93.0,18.0,18.0,35.5676,0.5405,2.7838,4.6486,1.7297,0.0541,15.4595,0.6374133949191686,0.8823529411764706,1.1977401129943503,0.02391,4.124225724331675
P4f854a47d9,2018,1,60.0,29.0,34.8,20.8,58.4,57.46,7.3,16.8,5.9,25.6,33.0,64.0,0.516,56.0,86.0,0.651,2.0,15.0,0.133,8.3,1.0,63.4,6.0,0.33335812,46.0,64.0,10.0,23.0,27.0,27.0,15.1034,0.8276,2.0345,0.4483,0.2414,1.069,5.2069,0.1485148514851485,1.3285714285714287,0.2218045112781954,0.05968,2.153983831266149
P42b9d239c3,2018,1,2.0,33.0,74.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,131.0,209.0,0.627,247.0,382.0,0.647,23.0,58.0,0.397,2.6,1.4,47.5,2.2,0.66669599,193.0,264.0,54.0,118.0,94.0,98.0,33.7576,4.0,7.0909,1.5152,0.8182,0.8788,21.0303,0.1318181818181818,1.25,0.5605095541401275,0.8322999999999997,3.3526364217598528
P35e592001a,2018,1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6786e0dd88,2018,1,48.0,34.0,81.8,27.5,54.4,57.73,5.7,24.5,10.5,11.8,112.0,141.0,0.794,181.0,331.0,0.547,66.0,184.0,0.359,5.9,1.6,27.4,2.0,0.90326292,92.0,137.0,89.0,194.0,17.0,18.0,33.0882,1.5294,7.1765,1.6471,0.9118,1.6471,19.7647,0.3572815533980582,2.5,0.8203125,0.5797499999999998,3.934926683735401
Peb77360d78,2018,1,10.0,40.0,79.7,22.0,62.3,65.53,5.2,13.7,10.6,10.9,114.0,134.0,0.851,140.0,236.0,0.593,104.0,239.0,0.435,3.5,2.7,28.2,2.7,1.42592587,109.0,161.0,31.0,75.0,35.0,42.0,32.175,1.35,3.95,1.925,1.525,1.075,17.65,0.5031578947368421,1.6756756756756757,0.8907563025210083,0.3106,4.1743888364511035
P57ab80ef44,2018,1,12.0,34.0,75.9,25.0,53.6,57.26,5.2,18.1,16.6,14.7,93.0,110.0,0.845,138.0,262.0,0.527,71.0,194.0,0.366,2.5,1.2,24.1,2.0,1.34329644,84.0,128.0,54.0,137.0,30.0,35.0,31.3824,1.2647,5.7059,2.6471,0.6176,0.7647,17.1176,0.425438596491228,1.2333333333333334,1.0573248407643314,0.3629999999999999,3.979553020108922
Pe581c6d22f,2018,1,42.0,19.0,49.6,22.1,45.7,48.81,4.6,20.0,21.3,17.9,44.0,70.0,0.629,62.0,128.0,0.484,16.0,60.0,0.267,2.5,2.3,37.2,2.7,1.76740894,48.0,89.0,14.0,39.0,14.0,15.0,33.6842,1.3158,5.7895,4.0,1.3158,0.7895,11.3684,0.3191489361702128,1.2972972972972971,1.1269841269841272,-0.0249899999999999,2.6812256426589873
Pcabff956fe,2018,1,15.0,35.0,74.7,21.7,49.4,53.24,5.9,18.1,18.7,21.0,78.0,105.0,0.743,111.0,212.0,0.524,32.0,110.0,0.291,0.8,2.9,32.6,2.9,1.29070863,85.0,135.0,26.0,77.0,13.0,17.0,31.1714,1.5143,4.6857,3.1714,1.5714,0.2,11.3143,0.3416149068322981,0.9487179487179488,0.85,0.05508,3.4649352469252657
P9f769e6678,2018,1,33.0,40.0,78.8,26.1,60.4,63.53,1.2,9.7,26.6,12.3,130.0,162.0,0.802,184.0,307.0,0.599,86.0,211.0,0.408,0.1,1.7,31.3,2.5,2.59154928,101.0,142.0,83.0,163.0,6.0,6.0,31.8,0.3,2.75,4.6,0.925,0.025,18.9,0.4073359073359073,0.5142857142857143,2.0,0.8253300000000003,4.085187661047024
P15b5ca7021,2018,1,32.0,37.0,88.3,25.1,49.8,54.92,2.3,12.9,35.2,16.8,133.0,155.0,0.858,138.0,313.0,0.441,77.0,196.0,0.393,1.2,4.8,30.5,3.4,2.51023176,68.0,145.0,70.0,167.0,2.0,2.0,35.4324,0.7838,3.8649,6.6486,3.027,0.3514,17.2973,0.3850687622789784,1.3636363636363635,1.9775280898876408,0.2509200000000001,4.332776454220102
P6f990ff013,2018,1,7.0,37.0,66.6,23.4,59.1,62.81,12.8,23.1,13.0,18.2,124.0,168.0,0.738,160.0,273.0,0.586,19.0,46.0,0.413,7.6,1.7,52.7,4.2,0.98667985,120.0,175.0,40.0,97.0,56.0,58.0,26.8378,2.9459,6.1081,2.0,0.8108,2.0541,13.5405,0.1442006269592476,1.788461538461538,0.6770833333333334,0.4355399999999998,3.785865251613228
P8ecb19c544,2018,1,45.0,37.0,61.8,21.3,47.0,49.75,4.2,11.5,9.5,14.8,77.0,126.0,0.611,108.0,236.0,0.458,26.0,77.0,0.338,1.6,1.8,40.3,4.2,0.90191524,78.0,124.0,30.0,112.0,19.0,23.0,24.8108,0.8649,2.7568,1.2432,0.7568,0.3514,10.027,0.2460063897763578,0.6538461538461539,0.6012658227848101,-0.00325,2.959798309826199
P58e5b2eaa8,2018,1,17.0,40.0,72.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,76.0,107.0,0.71,103.0,179.0,0.575,85.0,212.0,0.401,0.7,2.1,27.4,2.8,1.7594936,72.0,111.0,31.0,67.0,10.0,10.0,29.275,1.15,3.6,3.475,1.05,0.2,13.425,0.5421994884910486,0.7368421052631579,1.1111111111111112,0.3015600000000001,3.324313171258196
Pa08fe4841f,2018,0,,37.0,73.8,22.4,47.3,48.93,2.1,4.9,30.3,23.4,53.0,89.0,0.596,117.0,239.0,0.49,31.0,107.0,0.29,0.5,2.8,25.7,3.2,2.02938201,87.0,167.0,30.0,72.0,12.0,15.0,29.7297,0.5405,1.4324,5.5946,1.4595,0.1351,10.2703,0.3092485549132948,0.7857142857142856,1.2418032786885247,-0.0256799999999999,2.6818865635168376
Pbe6b6d05a9,2018,1,28.0,36.0,76.9,22.0,50.7,54.27,5.2,12.0,20.0,15.6,86.0,114.0,0.754,101.0,215.0,0.47,60.0,162.0,0.37,3.7,2.6,30.2,2.6,1.79365717,52.0,84.0,49.0,133.0,13.0,15.0,30.75,1.3889,3.3333,3.1389,1.3056,0.9722,13.0,0.4297082228116711,1.7500000000000002,1.2048192771084336,0.0854,3.577678824785891
Pb53e68dfee,2018,1,35.0,30.0,82.6,21.8,61.0,63.09,3.9,14.6,17.9,19.5,84.0,118.0,0.712,144.0,231.0,0.623,35.0,91.0,0.385,2.2,3.5,36.6,2.3,1.11688158,131.0,186.0,13.0,44.0,36.0,39.0,34.4,1.1667,4.4333,2.8667,2.1,0.7333,15.9,0.2826086956521739,1.7272727272727275,0.873170731707317,0.2356200000000001,3.4027359270954087
P50c2524b85,2018,1,11.0,37.0,84.0,22.8,51.6,57.87,3.2,10.0,28.8,19.8,143.0,174.0,0.822,160.0,320.0,0.5,23.0,57.0,0.404,1.7,2.8,46.2,2.0,1.90907054,108.0,182.0,52.0,138.0,11.0,11.0,33.7297,0.8919,3.2432,5.1081,1.6486,0.4865,14.3784,0.1511936339522546,1.5,1.3846153846153846,0.2203599999999999,4.2454540705651285
P15b4774186,2018,1,34.0,39.0,94.2,25.2,51.0,56.82,2.0,9.6,31.4,16.7,167.0,202.0,0.827,89.0,227.0,0.392,110.0,271.0,0.406,0.1,2.4,40.6,1.5,2.58714097,54.0,125.0,35.0,103.0,1.0,1.0,37.8205,0.6154,3.4103,7.2308,1.5897,0.0513,17.3077,0.5441767068273092,1.0,1.7740112994350283,0.35464,4.394021344667558
P1597c7370a,2018,1,53.0,34.0,79.9,19.4,55.2,59.9,1.4,14.9,19.6,10.9,76.0,85.0,0.894,75.0,159.0,0.472,57.0,132.0,0.432,0.6,1.8,29.2,1.8,3.0572178,49.0,88.0,26.0,71.0,3.0,3.0,32.0588,0.3529,3.8529,3.1471,0.8529,0.1471,11.6765,0.4536082474226804,0.8571428571428572,1.647058823529412,-0.0594000000000001,3.982186482850635
Pbb5225b691,2018,1,57.0,33.0,80.3,29.5,51.7,55.27,8.0,20.1,15.2,15.5,113.0,140.0,0.807,166.0,318.0,0.522,77.0,227.0,0.339,2.2,2.1,25.7,2.3,0.81109525,103.0,156.0,59.0,152.0,18.0,20.0,32.2424,2.3333,6.2121,2.2121,1.2424,0.6061,20.4848,0.4165137614678899,1.3030303030303032,0.9212121212121211,0.5006500000000003,3.993649231535182
P75b2e5cfed,2018,1,23.0,33.0,92.1,27.2,55.7,60.87,1.6,8.7,29.9,20.6,159.0,192.0,0.828,124.0,255.0,0.486,88.0,205.0,0.429,0.7,1.9,41.7,2.8,1.53599624,86.0,151.0,38.0,104.0,4.0,4.0,37.697,0.5152,3.1515,5.8182,1.2727,0.2424,20.3333,0.4456521739130434,0.6842105263157894,1.384259259259259,0.7826399999999997,4.357507476413245
P26d2a90c5b,2018,1,19.0,31.0,85.5,21.5,61.1,63.6,3.9,13.1,20.0,20.4,74.0,97.0,0.763,87.0,145.0,0.6,70.0,169.0,0.414,2.1,1.1,30.9,2.8,1.35,54.0,76.0,32.0,67.0,5.0,5.0,34.3438,0.9688,4.0625,3.375,0.625,0.6562,14.75,0.5382165605095541,0.8421052631578948,0.9345794392523366,0.204,3.4983301862256466
P4d03279429,2018,1,22.0,30.0,74.3,33.0,52.5,57.31,3.2,25.6,23.6,18.8,158.0,216.0,0.731,156.0,297.0,0.525,43.0,123.0,0.35,1.0,2.8,51.4,3.1,1.02885421,115.0,165.0,41.0,132.0,26.0,29.0,31.0,0.871,6.8065,3.4516,1.4839,0.2581,19.9677,0.2928571428571428,0.926829268292683,1.191919191919192,0.9503000000000004,3.932704965438076
Pae17b87a4a,2018,1,4.0,35.0,54.4,22.8,59.5,64.71,8.7,19.7,9.3,20.8,106.0,133.0,0.797,81.0,136.0,0.596,38.0,96.0,0.396,14.2,1.6,57.3,5.9,0.62905048,61.0,93.0,20.0,43.0,31.0,31.0,21.8571,1.4857,4.3143,1.1143,0.6,3.0,10.9143,0.4137931034482758,2.2898550724637676,0.4266055045871559,0.4118799999999999,3.903578320560877
Pa129b1725d,2018,1,50.0,32.0,78.5,27.9,48.0,52.73,11.5,30.6,19.2,15.9,110.0,145.0,0.759,128.0,249.0,0.514,40.0,143.0,0.28,1.5,0.8,37.0,2.7,1.2702908,64.0,101.0,64.0,148.0,9.0,11.0,31.1515,3.1515,8.4848,2.8485,0.4545,0.4242,15.0,0.3647959183673469,0.6216216216216215,1.136094674556213,0.2156699999999997,3.782557425876627
P004efe3965,2018,1,59.0,32.0,70.5,22.5,54.2,57.45,7.2,23.2,8.2,17.9,68.0,87.0,0.782,80.0,162.0,0.494,62.0,157.0,0.395,2.6,1.1,27.3,3.4,0.54689997,48.0,93.0,32.0,69.0,5.0,5.0,28.5312,1.75,6.0625,1.0938,0.5312,0.6562,12.9375,0.4921630094043887,0.8409090909090908,0.4338624338624338,0.18625,3.5012773889219577
Pfc813e5d63,2018,0,,33.0,84.5,28.2,49.7,56.74,11.8,15.7,11.6,12.8,193.0,241.0,0.801,178.0,361.0,0.493,29.0,85.0,0.341,4.7,0.8,54.0,2.5,0.76121761,109.0,177.0,69.0,186.0,18.0,18.0,34.303,3.5152,5.0606,1.5455,0.4545,1.4848,19.2727,0.1905829596412556,1.5714285714285714,0.8405797101449275,0.5526800000000002,4.396639118651506
P27d264f43c,2018,1,46.0,36.0,67.3,19.1,48.3,53.05,6.0,13.6,22.5,19.7,77.0,109.0,0.706,80.0,157.0,0.51,21.0,74.0,0.284,3.9,4.1,47.2,3.3,1.95308808,67.0,107.0,13.0,51.0,18.0,22.0,27.0,1.3889,3.3333,3.4722,1.9167,1.0278,8.3333,0.3203463203463203,1.8604651162790695,1.0869565217391304,-0.0274499999999999,3.318539138249446
P1a46c41bff,2018,1,49.0,34.0,72.1,25.1,53.8,57.41,7.3,21.2,10.0,15.1,111.0,152.0,0.73,193.0,352.0,0.548,12.0,40.0,0.3,6.3,1.5,38.8,3.3,0.77939999,122.0,181.0,71.0,172.0,81.0,92.0,30.9706,1.8824,5.5588,1.5588,0.7941,1.7353,15.6765,0.1020408163265306,1.8139534883720931,0.6211180124223602,0.3779099999999999,3.6722196826164777
Paa92a86ff3,2018,1,54.0,22.0,60.6,24.7,55.1,60.6,2.1,13.5,25.9,15.7,94.0,111.0,0.847,67.0,145.0,0.462,56.0,129.0,0.434,2.3,2.4,40.5,1.9,1.92000688,31.0,64.0,36.0,81.0,1.0,2.0,36.3636,0.6364,4.0455,4.3636,1.4091,0.6364,18.0,0.4708029197080292,1.6206896551724137,1.5508982035928145,0.4982,3.9965685439869447
P0ca52587ca,2018,1,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82bbff96e6,2018,1,20.0,24.0,67.9,26.8,47.5,55.04,7.3,13.1,15.6,15.7,133.0,162.0,0.821,95.0,220.0,0.432,38.0,100.0,0.38,2.8,2.9,50.6,3.2,0.9671874,68.0,127.0,27.0,93.0,16.0,17.0,36.375,2.25,4.0,2.4583,1.75,0.9583,18.2083,0.3125,1.357142857142857,0.934131736526946,0.3427199999999999,4.181968914862352
P17f11f33c2,2018,1,14.0,3.0,4.1,33.3,38.3,43.76,9.5,32.5,4.6,10.1,7.0,9.0,0.778,7.0,20.0,0.35,3.0,10.0,0.3,2.0,3.4,30.0,4.5,0.33329999,7.0,13.0,0.0,7.0,0.0,0.0,17.6667,1.3333,5.3333,0.3333,1.0,0.3333,10.0,0.3333333333333333,0.981818181818182,0.4144144144144144,-0.82992,1.7914112023493678
P6ab3598ab0,2018,1,13.0,35.0,89.0,26.3,56.4,60.73,1.6,9.4,19.5,16.5,146.0,176.0,0.83,169.0,317.0,0.533,81.0,198.0,0.409,0.4,1.4,34.2,2.8,1.20831973,98.0,157.0,71.0,161.0,12.0,13.0,36.0,0.5143,3.0857,3.3143,0.8571,0.1429,20.7714,0.3844660194174757,0.4736842105263157,1.1142857142857143,0.6759899999999999,4.296204278036278
Pd064221ae2,2018,1,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4467431c36,2018,1,8.0,33.0,68.6,32.5,49.8,56.66,4.0,9.7,27.8,16.2,196.0,252.0,0.778,152.0,307.0,0.495,44.0,131.0,0.336,0.3,1.6,57.5,3.3,1.29348259,103.0,182.0,49.0,124.0,5.0,8.0,29.9394,1.0303,2.7273,3.6061,0.8485,0.0909,19.1515,0.2990867579908676,0.4418604651162791,1.616279069767442,0.8324999999999996,4.304977022230011
Pf507011aa5,2018,1,26.0,32.0,76.3,21.0,62.2,65.54,1.6,9.7,28.8,17.9,85.0,103.0,0.825,70.0,125.0,0.56,84.0,190.0,0.442,0.7,1.3,32.7,2.4,2.47755269,51.0,77.0,19.0,49.0,6.0,7.0,31.7188,0.4375,2.7812,5.1875,0.7188,0.1875,14.9062,0.6031746031746031,0.5882352941176471,1.523809523809524,0.1554,3.831622491791632
Pf271325d7b,2018,1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1f3e01b488,2018,1,16.0,37.0,70.5,18.6,58.5,61.51,9.1,11.2,12.1,12.6,91.0,127.0,0.717,135.0,237.0,0.57,18.0,40.0,0.45,4.4,2.4,45.8,2.5,1.52383046,111.0,179.0,25.0,57.0,63.0,70.0,28.4054,2.1351,2.7568,1.7297,1.1622,1.027,11.2162,0.1444043321299639,1.942857142857143,0.8897058823529411,-0.1611399999999997,3.4789056992303653
P688b157768,2018,1,30.0,40.0,69.7,17.9,57.3,58.77,9.9,23.0,4.3,11.4,49.0,70.0,0.7,95.0,186.0,0.511,65.0,150.0,0.433,5.5,1.3,20.8,3.3,0.75,59.0,103.0,36.0,81.0,26.0,35.0,28.125,2.25,5.775,0.75,0.65,1.475,10.85,0.4464285714285714,1.5813953488372092,0.346774193548387,-0.1841700000000002,2.983875913928921
P8eec131338,2018,1,38.0,32.0,79.5,20.7,62.9,65.04,4.0,11.1,15.4,15.2,67.0,85.0,0.788,117.0,185.0,0.632,62.0,149.0,0.416,0.7,3.0,25.4,2.4,1.55931541,85.0,111.0,32.0,74.0,20.0,20.0,31.697,1.0606,3.303,2.7879,1.697,0.2424,15.0606,0.4461077844311377,1.0882352941176472,0.9506172839506174,0.1052799999999999,3.510025669447764
P9106a597f3,2018,1,37.0,37.0,83.8,17.3,52.8,56.65,2.9,10.3,6.8,9.9,85.0,97.0,0.876,80.0,186.0,0.43,97.0,241.0,0.402,0.4,2.0,22.7,2.0,1.3684519,40.0,63.0,40.0,124.0,6.0,6.0,33.7568,0.8378,3.4054,1.4054,1.1622,0.1351,14.4865,0.5644028103044496,0.7999999999999999,0.6238532110091742,-0.1795499999999999,4.016431511315421
Pa5c483aef9,2018,0,,33.0,79.2,23.1,59.3,65.44,1.3,9.1,17.4,15.5,160.0,185.0,0.865,114.0,185.0,0.616,70.0,184.0,0.38,1.1,1.1,50.1,2.0,1.55071979,82.0,107.0,32.0,77.0,14.0,15.0,34.0606,0.3333,2.697,3.2424,0.6364,0.3333,18.1212,0.4986449864498645,0.7333333333333334,1.0545454545454545,0.4786400000000001,4.52027087276192
P3e065b4b4e,2018,1,41.0,14.0,16.0,22.9,42.6,47.65,23.2,27.9,10.7,15.7,24.0,38.0,0.632,29.0,67.0,0.433,0.0,1.0,0.0,5.3,1.4,55.9,6.2,0.93335818,23.0,43.0,6.0,23.0,8.0,8.0,17.0,3.2857,4.5714,1.0,0.4286,0.7857,5.8571,0.0147058823529411,0.9305555555555556,0.6407185628742514,-0.06815,2.3153709603539365
P5da3d9ffcd,2018,1,25.0,38.0,65.5,24.6,60.3,61.76,6.5,25.0,6.7,13.1,74.0,106.0,0.698,150.0,245.0,0.612,62.0,158.0,0.392,2.0,2.2,26.3,4.5,0.58931681,126.0,174.0,24.0,72.0,23.0,23.0,27.641,1.4615,5.6667,0.8462,0.9744,0.5128,14.6154,0.3920595533498759,0.7636363636363637,0.475177304964539,0.5409600000000001,3.26163452645441
P5e4a09f56c,2018,1,18.0,32.0,68.8,21.1,50.3,52.74,1.7,9.2,13.0,11.6,48.0,65.0,0.738,76.0,156.0,0.487,56.0,162.0,0.346,1.8,2.0,20.4,2.3,1.64867667,59.0,100.0,17.0,56.0,12.0,13.0,27.75,0.4062,2.1875,1.9062,0.9375,0.4688,11.5,0.5094339622641509,1.1515151515151516,1.031746031746032,0.03014,3.0919651996155015
P67e5a8f825,2018,0,,32.0,85.7,19.5,54.4,56.65,9.7,21.5,18.1,16.5,66.0,96.0,0.688,110.0,211.0,0.521,45.0,115.0,0.391,1.4,2.8,29.4,2.8,1.90773933,76.0,121.0,34.0,87.0,14.0,19.0,36.0312,2.7812,6.5,3.875,1.75,0.4688,13.1562,0.352760736196319,1.1052631578947367,1.0342857142857145,-0.0332499999999999,3.147401153210327
Pd4282e2cb6,2018,1,5.0,32.0,87.5,38.4,51.9,58.62,1.3,9.9,48.3,20.0,236.0,274.0,0.861,143.0,290.0,0.493,118.0,327.0,0.361,0.7,2.5,44.4,2.0,1.65865722,105.0,201.0,38.0,89.0,0.0,0.0,35.4062,0.4375,3.4688,8.6562,1.6875,0.25,27.375,0.5299837925445705,1.0666666666666669,2.3,1.5860799999999995,4.836039915090918
P55d017c927,2018,1,1.0,35.0,82.5,26.2,62.5,64.98,13.5,28.2,10.2,13.1,140.0,191.0,0.733,264.0,416.0,0.635,12.0,35.0,0.343,6.1,1.0,42.4,2.8,0.82611341,185.0,229.0,79.0,187.0,87.0,89.0,33.4857,3.3714,8.2,1.6286,0.5714,1.8857,20.1143,0.0776053215077605,1.868421052631579,0.7234042553191489,0.92876,3.853744107696364
Pcaa6f4e965,2018,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P64a44986ea,2018,0,,37.0,74.1,20.1,49.5,56.26,5.4,17.6,27.2,22.5,108.0,132.0,0.818,118.0,222.0,0.532,12.0,53.0,0.226,2.0,2.0,48.0,3.1,2.1011474,96.0,148.0,22.0,73.0,15.0,17.0,29.7297,1.4865,5.0,5.0541,1.0811,0.5405,10.2703,0.1927272727272727,0.9756097560975612,1.1574468085106382,0.00626,4.0003055868853945
P3e655a07ed,2018,1,56.0,36.0,68.2,23.5,55.0,56.76,13.3,20.9,9.6,15.1,73.0,114.0,0.64,178.0,318.0,0.56,5.0,19.0,0.263,6.3,3.1,33.8,4.3,0.75413126,123.0,183.0,55.0,134.0,44.0,50.0,27.6389,3.1389,5.5278,1.2778,1.5,1.7222,12.3333,0.0563798219584569,1.7735849056603774,0.5962732919254657,0.2365999999999999,3.03675656215248
P2b78ea748d,2018,0,,20.0,45.9,28.5,52.2,55.87,8.4,26.8,7.0,10.4,77.0,103.0,0.748,133.0,244.0,0.545,16.0,57.0,0.281,7.3,3.2,34.2,2.1,0.5937787,60.0,85.0,73.0,159.0,4.0,4.0,32.381,2.2857,7.8095,0.9048,1.6667,2.2381,19.7143,0.1893687707641196,3.3870967741935485,0.6140350877192983,0.4989499999999998,3.474004392557746
Peef8948765,2018,1,52.0,35.0,74.5,24.1,54.4,58.74,8.4,18.6,17.1,15.6,100.0,120.0,0.833,129.0,250.0,0.516,51.0,128.0,0.398,2.0,1.0,31.7,2.2,1.42250814,89.0,135.0,40.0,115.0,10.0,11.0,31.6,2.0286,5.3714,2.8857,0.5143,0.6,14.6,0.3386243386243386,0.9375,1.0301204819277108,0.3583400000000001,3.9948935244820856
P8c5417b762,2018,0,,19.0,42.9,20.3,63.2,65.37,6.1,18.4,15.9,14.9,39.0,50.0,0.78,76.0,120.0,0.633,26.0,62.0,0.419,3.1,1.5,27.5,2.5,1.45158131,66.0,87.0,10.0,33.0,27.0,28.0,31.8421,1.5789,5.3158,2.3684,0.7895,0.8947,14.1579,0.3406593406593406,1.3142857142857145,1.0,0.0461100000000001,3.066823993524974
P8926a62cc8,2018,1,27.0,30.0,54.9,19.3,63.2,61.4,10.2,26.8,10.8,19.6,33.0,70.0,0.471,139.0,208.0,0.668,0.0,12.0,0.0,10.0,1.8,31.8,3.4,0.82691977,109.0,131.0,30.0,77.0,68.0,71.0,25.6333,2.3667,6.8667,1.4333,0.8,2.5,10.3667,0.0545454545454545,2.6818181818181817,0.5242718446601942,-0.0797999999999999,2.0077222220864597
P61add2364f,2018,1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf5ec6d144b,2018,1,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb779a9fa56,2018,0,,34.0,77.1,23.5,51.1,55.42,2.3,14.3,16.5,16.8,103.0,131.0,0.786,128.0,254.0,0.504,50.0,143.0,0.35,1.0,1.1,33.0,1.7,1.2207798,70.0,110.0,58.0,145.0,11.0,14.0,33.1176,0.6471,4.5294,2.7647,0.6176,0.3235,14.9706,0.3602015113350126,0.7777777777777778,0.9269662921348314,0.1897,3.837882311152887
P379ec45447,2018,1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pefc5241948,2018,1,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5ff9cbca0f,2018,1,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P88accb87c9,2018,0,,35.0,72.7,23.6,59.5,60.61,13.3,18.7,8.7,16.3,101.0,162.0,0.623,199.0,327.0,0.609,7.0,25.0,0.28,4.8,0.7,46.0,3.5,0.62854999,156.0,220.0,43.0,107.0,25.0,29.0,29.0857,3.5143,5.4286,1.2571,0.3429,1.3714,14.8571,0.0710227272727272,1.2222222222222223,0.5028901734104045,0.3819600000000001,3.173406375102613
P86827217ed,2018,0,,29.0,75.1,21.4,58.4,64.03,8.5,20.0,10.2,17.7,113.0,131.0,0.863,103.0,196.0,0.526,47.0,101.0,0.465,2.2,1.2,44.1,3.0,0.73016019,52.0,81.0,51.0,115.0,2.0,3.0,31.9655,2.3103,5.7586,1.5862,0.6897,0.6552,15.8621,0.3400673400673401,0.8500000000000001,0.5454545454545454,0.1964199999999998,4.213858059192038
