pid,source_season,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_age,ctx_base_height,ctx_base_three_share,ctx_team_peer_usage,ctx_team_gap_usage,ctx_team_peer_ts,ctx_team_gap_ts,ctx_team_peer_ast_pct,ctx_team_gap_ast_pct,ctx_team_peer_orb,ctx_team_gap_orb,ctx_team_peer_drb,ctx_team_gap_drb,ctx_team_peer_stl_pct,ctx_team_gap_stl_pct,ctx_team_peer_blk_pct,ctx_team_gap_blk_pct,ctx_team_rotation_depth,ctx_team_creator_competition,ctx_team_guard_competition,ctx_growth_seasons,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume,ctx_growth_usage,ctx_growth_minutes_share,ctx_growth_ts,ctx_growth_ast_pct,ctx_growth_tov_pct,ctx_growth_stl_pct,ctx_growth_blk_pct,ctx_growth_fg3a,ctx_growth_ft_pct,ctx_growth_changed_team
P2d45174d7f,2008,40.0,72.5,26.8,51.7,55.96,5.0,11.7,30.4,19.2,146.0,205.0,0.712,173.0,332.0,0.521,35.0,104.0,0.337,1.3,2.3,47.0,2.3,1.76635514,,,,,,,29.2,1.35,3.175,4.725,1.2,0.375,14.925,19.627652292950035,75,0.23853211009174313,18.637701848818157,8.162298151181844,53.58451907325065,2.375480926749354,11.250666978703483,19.149333021296513,7.105265621343317,-2.1052656213433174,13.70435291364381,-2.0043529136438103,2.377322724081442,-0.07732272408144203,3.2960683360636556,-1.9960683360636555,8,2,1,1,1.0909090909090908,1.504950495049505,0.40528000000000014,3.7934478321781815,,,,,,,,,,
P722aa856f7,2008,32.0,78.4,33.3,56.0,60.83,13.0,30.0,8.7,15.3,211.0,272.0,0.776,260.0,466.0,0.558,35.0,92.0,0.38,5.6,2.3,48.7,3.2,0.39999306,,,,,,,31.5152,3.9697,8.3939,1.1515,1.2727,1.6364,26.2424,19.627652292950035,81,0.16487455197132617,17.270903485890443,16.029096514109554,48.38073749110742,12.44926250889258,14.602655916528338,-5.902655916528339,6.4278159829262504,6.5721840170737496,9.843704055015413,20.156295944984585,2.051244960872658,0.24875503912734187,1.0853450320132794,4.51465496798672,6,2,1,1,1.8809523809523807,0.5337423312883435,1.4403899999999996,4.352950113063529,,,,,,,,,,
P552ea773e2,2008,33.0,91.1,30.5,52.4,56.23,3.9,10.2,21.4,19.0,122.0,152.0,0.803,149.0,321.0,0.464,88.0,215.0,0.409,1.1,2.5,28.4,2.6,0.93160342,,,,,,,36.8485,1.0606,3.4848,3.303,1.5455,0.3939,20.7273,19.627652292950035,76,0.40111940298507465,17.506409001956943,12.993590998043057,55.22731164383562,1.0026883561643771,10.673948140900196,10.726051859099803,5.674535225048923,-1.7745352250489232,12.236863992172209,-2.0368639921722096,1.5176369863013697,0.9823630136986303,2.5687622309197655,-1.4687622309197654,6,1,0,1,1.0,1.0699999999999998,0.6541499999999997,4.039441650878126,,,,,,,,,,
P67ee7c4408,2008,38.0,84.6,22.5,49.3,53.28,5.9,8.4,24.0,19.9,105.0,148.0,0.709,153.0,308.0,0.497,24.0,75.0,0.32,0.6,2.9,38.6,2.9,1.73963044,,,,,,,33.7949,1.5641,2.359,4.2821,1.6154,0.1795,12.7436,20.629705681040384,75,0.195822454308094,19.273200096315914,3.2267999036840855,55.273313267517466,-1.9933132675174647,11.67832891885384,12.32167108114616,7.2074404045268485,-1.3074404045268482,14.825499638815312,-6.425499638815312,2.090488803274741,0.8095111967252588,2.5274981940765717,-1.9274981940765716,6,1,1,1,0.8974358974358975,1.1483253588516746,0.08200000000000003,3.5477979309153302,,,,,,,,,,
Pdfe2a49906,2008,38.0,74.1,27.2,59.2,64.24,15.3,28.6,13.8,14.8,193.0,251.0,0.769,191.0,314.0,0.608,29.0,82.0,0.354,5.0,1.5,63.4,2.6,0.96155,,,,,,,29.641,3.641,7.0,1.9231,0.6923,1.4359,17.4615,19.627652292950035,82,0.20707070707070707,18.534852043212776,8.665147956787223,53.31684124001879,10.923158759981206,13.757233442930954,0.042766557069047195,5.539361202442461,9.76063879755754,11.151737905119775,17.448262094880228,2.3540864255519027,-0.8540864255519027,1.7142555190230158,3.2857444809769842,6,1,2,1,1.8055555555555556,0.8734177215189873,1.0252799999999995,4.252130968296284,,,,,,,,,,
Pd43d378f42,2008,32.0,83.1,29.7,51.5,60.1,2.6,8.0,15.2,20.7,231.0,277.0,0.834,114.0,217.0,0.525,70.0,208.0,0.337,2.0,2.3,65.2,2.5,0.67825142,,,,,,,34.6875,0.7188,2.5312,2.4375,1.3125,0.625,20.9062,19.627652292950035,75,0.4894117647058824,17.845537428023032,11.854462571976967,55.64334932821498,4.45665067178502,12.485292706333974,2.7147072936660255,7.135820537428025,-4.535820537428025,14.472000959692895,-6.472000959692895,2.0647552783109404,0.2352447216890594,2.0944817658349333,-0.09448176583493328,5,2,2,1,1.2285714285714284,0.7004608294930875,0.9797000000000001,4.693436008817991,,,,,,,,,,
P2e38e474e2,2008,35.0,76.1,28.3,47.3,53.63,6.8,16.8,17.0,15.0,156.0,191.0,0.817,203.0,426.0,0.477,11.0,38.0,0.289,5.5,1.4,41.2,3.6,1.09999107,,,,,,,31.5833,1.8889,4.5,2.4444,0.7222,1.5,16.8611,21.6290212183436,80,0.08189655172413793,18.26041519226233,10.039584807737672,54.296904930408125,-0.6669049304081227,14.120641660769051,2.879358339230949,5.6568530313753245,1.1431469686246754,11.976385940080208,4.823614059919793,2.192285916489738,-0.792285916489738,2.415664071715027,3.084335928284973,6,1,1,1,1.5000000000000002,1.0625,0.3012900000000002,4.295373718946697,,,,,,,,,,
P376f10f64c,2008,37.0,94.0,28.0,50.6,55.79,1.5,6.9,30.6,16.0,173.0,221.0,0.783,167.0,354.0,0.472,72.0,189.0,0.381,0.0,1.9,40.7,1.7,2.08569764,,,,,,,37.2895,0.5263,2.4211,5.7632,1.2368,0.0,19.2368,20.629705681040384,72,0.34806629834254144,18.04129524747599,9.95870475252401,53.818852499384384,1.971147500615615,8.108175326274313,22.491824673725688,7.558754001477468,-6.058754001477468,13.471361733563157,-6.5713617335631564,1.715562669293277,0.18443733070672286,3.4997045062792416,-3.4997045062792416,4,1,0,1,0.7037037037037036,1.8,0.46319999999999995,4.230296390005995,,,,,,,,,,
Pab86c7dfaf,2008,27.0,56.8,32.0,46.8,53.69,11.1,19.3,11.3,13.5,153.0,194.0,0.789,184.0,387.0,0.475,0.0,6.0,0.0,6.8,1.2,49.4,3.2,0.63795913,,,,,,,30.7407,2.8519,5.3333,1.3704,0.5926,2.0741,19.2963,20.629705681040384,84,0.015267175572519083,18.210920577617326,13.789079422382674,53.64264666064982,0.047353339350181045,14.459702166064979,-3.159702166064978,6.512522563176894,4.5874774368231055,12.477391696750903,6.822608303249098,1.3559115523465701,-0.15591155234657017,2.0464350180505413,4.7535649819494585,6,1,1,1,1.9047619047619047,0.7793103448275862,0.44279999999999975,4.1603966517067965,,,,,,,,,,
P5f07dfebd6,2008,29.0,77.8,28.8,53.9,61.27,1.6,7.5,24.9,17.7,179.0,214.0,0.836,111.0,228.0,0.487,59.0,142.0,0.415,0.3,1.7,57.8,2.5,1.35952399,,,,,,,35.7333,0.4333,2.3,4.0333,0.9667,0.1,19.7333,19.627652292950035,75,0.3837837837837838,18.206894100923954,10.593105899076047,56.13622838190002,5.133771618099985,13.95820895522388,10.941791044776119,5.436484245439471,-3.8364842454394705,13.23605780620706,-5.736057806207061,1.6989812840559113,0.001018715944088644,2.043402037431888,-1.7434020374318882,4,2,1,1,0.5714285714285714,1.3315508021390374,0.9917600000000003,4.489853391514726,,,,,,,,,,
P4e0fbd7a78,2008,33.0,83.4,30.0,57.2,57.9,11.9,28.0,18.0,16.6,130.0,224.0,0.58,258.0,446.0,0.578,11.0,34.0,0.324,8.9,1.8,46.7,3.4,0.91837554,,,,,,,34.5152,3.3636,8.697,2.7273,1.0909,2.697,20.5758,22.628336755646817,83,0.07083333333333333,18.59529733764618,11.40470266235382,55.60848718586713,2.291512814132865,13.864593182383679,4.135406817616321,5.2844488678775825,6.615551132122418,10.684125404329437,17.315874595670564,2.2021647175914407,-0.4021647175914407,1.3292610102015427,7.570738989798458,6,1,1,1,2.4318181818181817,1.0227272727272727,0.7899999999999998,3.1413382332785633,,,,,,,,,,
Pf1e6555cfc,2008,37.0,71.0,21.6,52.9,55.63,6.4,13.1,12.4,16.6,67.0,85.0,0.788,98.0,220.0,0.445,79.0,189.0,0.418,3.2,1.6,20.8,2.2,1.17391781,,,,,,,29.6579,1.5,3.6316,2.1316,0.8421,0.8421,13.3421,21.6290212183436,78,0.4621026894865526,19.506689976689977,2.093310023310025,59.796710955710964,-4.166710955710961,15.347226107226104,-2.947226107226104,6.684895104895106,-0.2848951048951056,13.22079254079254,-0.1207925407925412,2.7442657342657353,-1.1442657342657352,3.3574125874125884,-0.15741258741258823,6,1,3,1,1.5000000000000002,0.7045454545454545,0.09008000000000012,3.510025669447764,,,,,,,,,,
P7c81e9aca5,2008,30.0,81.7,27.7,46.1,50.55,9.8,18.3,8.4,19.0,112.0,162.0,0.691,172.0,361.0,0.476,2.0,19.0,0.105,6.7,2.0,42.6,3.4,0.41304715,,,,,,,32.7742,2.7742,5.7097,1.2258,1.129,2.2581,15.5806,19.627652292950035,82,0.05,18.318451242829827,9.381548757170172,51.558169216061174,-1.0081692160611766,12.16802103250478,-3.7680210325047803,4.688623326959847,5.111376673040153,10.503417782026768,7.796582217973233,1.6874282982791584,0.3125717017208416,2.2645554493307833,4.435444550669217,6,1,0,1,1.9772727272727268,0.42000000000000004,0.042349999999999784,3.5197813887574725,,,,,,,,,,
P7e5e28e6b3,2008,36.0,60.5,22.6,53.6,56.51,12.6,14.0,5.4,19.5,86.0,132.0,0.652,139.0,261.0,0.533,1.0,1.0,1.0,9.5,1.3,50.4,4.3,0.34920001,,,,,,,24.5278,2.5833,3.0833,0.6111,0.5,2.3056,10.1944,20.629705681040384,84,0.003816793893129771,19.388805460750856,3.2111945392491457,53.25405688282139,3.25594311717861,15.298475540386804,-9.898475540386803,6.267417519908987,6.332582480091013,13.149533560864619,0.8504664391353813,1.3434584755403867,-0.04345847554038662,1.6347440273037541,7.865255972696246,6,1,1,1,2.0377358490566038,0.2634146341463415,0.16926000000000005,3.1885076316005834,,,,,,,,,,
Pdb3f441dab,2008,36.0,60.5,25.8,62.4,64.01,12.8,26.2,8.4,16.1,90.0,130.0,0.692,216.0,346.0,0.624,0.0,0.0,0.0,5.9,1.0,37.6,3.8,0.54836836,,,,,,,24.2778,2.5833,5.4722,0.9444,0.4167,1.3611,14.5,20.629705681040384,82,0.0,18.954777070063695,6.845222929936305,56.6850363967243,7.324963603275705,16.13892174704277,-7.7389217470427685,5.120359417652412,7.679640582347589,11.276615104640584,14.923384895359415,1.9262511373976348,-0.9262511373976348,1.0320746132848047,4.8679253867151955,6,1,1,1,1.4375000000000002,0.49122807017543857,0.8125800000000004,3.373636547655196,,,,,,,,,,
P4afc5fb3f7,2008,34.0,65.3,25.6,61.4,62.64,11.3,17.0,16.6,15.7,93.0,144.0,0.646,176.0,291.0,0.605,3.0,3.0,1.0,9.7,1.3,49.0,4.1,1.10521925,,,,,,,26.3235,2.2059,4.1471,1.8529,0.5294,2.2059,13.3529,22.628336755646817,86,0.01020408163265306,18.914519098021167,6.685480901978835,56.75405890473999,5.885941095260009,15.347699033594107,1.252300966405894,4.72478140819144,6.575218591808561,11.78718361711919,5.21281638288081,2.3107915324436266,-1.0107915324436265,1.731615278416935,7.968384721583064,7,2,1,1,2.1568627450980395,0.9940119760479044,0.7078400000000002,3.214969997603691,,,,,,,,,,
Pfcb4575061,2008,32.0,68.8,26.6,54.8,54.62,10.7,18.5,4.9,18.6,69.0,135.0,0.511,170.0,306.0,0.556,13.0,40.0,0.325,9.3,1.7,39.0,3.7,0.25002063,,,,,,,27.3333,2.5152,4.8182,0.6061,0.7879,2.7879,14.1212,20.629705681040384,84,0.11560693641618497,18.822611317254175,7.777388682745826,56.98037801484229,-2.36037801484229,14.668297773654915,-9.768297773654915,4.951205936920222,5.748794063079777,11.653942486085343,6.846057513914657,1.2971474953617812,0.40285250463821876,1.6607606679035252,7.6392393320964755,6,1,2,1,2.3404255319148937,0.25,0.3049199999999999,2.5103666466111227,,,,,,,,,,
Pffe825f9b7,2008,30.0,69.4,27.6,59.0,62.22,12.3,22.8,10.0,21.0,131.0,192.0,0.682,158.0,267.0,0.592,0.0,1.0,0.0,5.0,1.5,71.6,2.7,0.38270371,,,,,,,28.8,2.6,5.9667,1.0333,0.7333,1.5333,14.9,19.627652292950035,84,0.0037313432835820895,19.367245537867824,8.232754462132178,53.45459720212252,8.765402797877478,16.11384466956102,-6.1138446695610185,4.401350699469368,7.898649300530633,10.644766039556197,12.155233960443804,1.5446454413892907,-0.04464544138929072,1.7310660877954653,3.2689339122045347,6,2,2,1,1.7567567567567566,0.45454545454545453,0.9287200000000001,3.5891547088331324,,,,,,,,,,
Pd19bde5a19,2008,34.0,74.3,30.3,52.7,57.39,5.4,14.0,15.5,14.7,143.0,174.0,0.822,170.0,345.0,0.493,65.0,163.0,0.399,3.0,3.3,34.3,3.2,0.89285562,,,,,,,29.9722,1.3333,3.5278,2.0833,1.8056,0.7778,20.4167,22.628336755646817,77,0.32086614173228345,18.046035447761195,12.253964552238806,57.25604011194029,0.1339598880597137,11.199580223880597,4.300419776119403,6.861730410447761,-1.4617304104477604,12.360284514925372,1.6397154850746283,2.0420708955223876,1.2579291044776122,1.9817863805970146,1.0182136194029854,8,1,1,1,1.5,0.9872611464968153,0.76117,4.2454540705651285,,,,,,,,,,
Pc3a5f10000,2008,37.0,67.5,26.4,53.3,55.11,12.2,15.7,4.5,12.7,68.0,100.0,0.68,200.0,374.0,0.535,22.0,63.0,0.349,7.7,1.0,22.9,3.2,0.34544229,,,,,,,27.0811,2.6486,4.027,0.5135,0.4324,1.8108,14.4324,19.627652292950035,84,0.14416475972540047,18.849225433526012,7.5507745664739865,54.592499421965314,0.5175005780346851,15.699421965317917,-11.199421965317917,4.900393063583814,7.299606936416185,11.287329479768784,4.412670520231215,2.168531791907515,-1.1685317919075149,2.1476763005780346,5.552323699421965,6,1,1,1,2.071428571428571,0.3284671532846716,0.3270399999999999,3.138281951452057,,,,,,,,,,
P0e7908a570,2008,28.0,86.6,30.2,59.2,65.07,5.5,18.7,26.2,17.1,181.0,225.0,0.804,149.0,261.0,0.571,42.0,97.0,0.433,1.7,3.0,62.8,3.0,1.49420991,,,,,,,36.7742,1.5161,5.3548,4.1935,1.8065,0.4194,21.8387,21.6290212183436,74,0.2709497206703911,18.416124968505923,11.783875031494077,57.34482489292014,7.725175107079856,12.005316200554294,14.194683799445706,6.011640211640211,-0.511640211640211,11.266666666666666,7.433333333333334,2.182060972537163,0.8179390274628369,1.8232804232804234,-0.12328042328042343,5,1,0,1,1.175,1.447513812154696,1.537139999999999,4.358110139414919,,,,,,,,,,
P4b0ccf34e0,2008,39.0,61.4,24.9,54.7,56.84,12.1,17.0,6.7,17.9,74.0,106.0,0.698,208.0,374.0,0.556,2.0,12.0,0.167,6.2,1.1,27.5,4.8,0.43999999,,,,,,,24.725,2.3,3.95,0.825,0.5,1.325,12.75,20.629705681040384,81,0.031088082901554404,19.09053807569539,5.809461924304607,59.536121751026,-2.6961217510259985,16.080665754673962,-9.380665754673963,5.880711354309166,6.219288645690834,12.672184222526221,4.327815777473779,2.7892156862745106,-1.6892156862745105,2.933994528043776,3.266005471956224,6,0,3,1,1.2586206896551726,0.35449735449735453,0.33516000000000007,3.26163452645441,,,,,,,,,,
Pab534e249b,2008,35.0,89.2,22.8,50.5,53.07,5.4,15.6,10.6,17.3,94.0,133.0,0.707,128.0,260.0,0.492,90.0,261.0,0.345,4.8,2.0,25.5,3.2,0.78023079,,,,,,,35.8,1.7143,5.4571,2.0286,1.2857,1.6286,17.7143,19.627652292950035,83,0.5009596928982726,19.17917781561664,3.6208221843833606,56.1800705424471,-3.1100705424470974,15.342325468255899,-4.742325468255899,6.877888591583557,-1.4778885915835565,11.625443930917056,3.9745560690829436,2.3226465580150815,-0.32264655801508146,2.7858671855996113,2.0141328144003885,6,0,2,1,1.6190476190476188,0.5792349726775956,0.08596000000000004,3.462772738565294,,,,,,,,,,
P9f5758481a,2008,33.0,82.8,23.3,60.6,63.21,11.3,24.0,5.2,14.5,142.0,206.0,0.689,215.0,354.0,0.607,1.0,3.0,0.333,5.4,1.4,57.7,3.0,0.3968362,,,,,,,33.4848,3.0303,7.303,0.7576,0.7879,1.6364,17.4242,22.628336755646817,81,0.008403361344537815,19.124550467513785,4.1754495324862155,55.029177655238556,8.180822344761445,14.472380724046992,-9.272380724046993,5.405490290098299,5.894509709901702,11.29112922560537,12.70887077439463,2.2435866698633418,-0.8435866698633419,1.4194677535363223,3.980532246463678,5,2,2,1,1.7000000000000002,0.33548387096774196,0.4359300000000001,3.6742432485598386,,,,,,,,,,
P41bc73e83b,2008,33.0,78.7,26.9,54.7,55.75,6.6,27.0,22.5,15.3,92.0,157.0,0.586,185.0,332.0,0.557,25.0,75.0,0.333,4.9,2.7,38.6,2.4,1.41096697,,,,,,,32.2121,1.7273,7.0606,3.1212,1.4242,1.1818,16.2727,22.628336755646817,77,0.18427518427518427,18.541514360313315,8.358485639686684,56.621087111322105,-0.8710871113221046,14.791763588891527,7.708236411108473,5.37911227154047,1.2208877284595294,10.949703299311656,16.050296700688342,1.6953002610966057,1.0046997389033945,1.150391644908616,3.749608355091384,7,1,2,1,2.235294117647059,1.3803680981595092,0.3967499999999999,2.9666806893538022,,,,,,,,,,
Pbbde966f1e,2008,12.0,21.7,32.2,52.3,52.84,8.8,21.8,16.8,20.5,34.0,65.0,0.523,68.0,127.0,0.535,0.0,3.0,0.0,7.6,2.7,50.0,4.8,0.58825396,,,,,,,24.9167,1.8333,5.0,1.6667,1.1667,1.8333,14.1667,20.629705681040384,81,0.023076923076923078,19.228956721722767,12.971043278277236,55.186429019443864,-2.3464290194438604,13.278486305665899,3.521513694334102,5.567593560526866,3.2324064394731344,12.545389922642693,9.254610077357308,1.6087183775872884,1.0912816224127118,1.4548609659209701,6.14513903407903,7,1,2,1,1.7758620689655173,0.7813953488372093,0.3464800000000005,2.1911894300798203,,,,,,,,,,
Pad8df3794d,2008,38.0,59.5,14.5,64.7,58.38,15.1,25.6,3.5,16.6,45.0,119.0,0.378,108.0,166.0,0.651,0.0,1.0,0.0,7.6,2.4,71.3,4.5,0.48781168,,,,,,,25.2105,3.5263,6.0,0.5263,1.0789,1.9474,6.8684,22.628336755646817,80,0.005988023952095809,20.540858505564383,-6.040858505564383,53.327628889393594,5.052371110606408,15.451192368839425,-11.951192368839425,5.678242107653872,9.421757892346129,11.766795366795368,13.833204633204634,2.3615262321144677,0.03847376788553225,2.385782421076539,5.214217578923461,8,3,2,1,1.8181818181818181,0.19886363636363635,-0.4609000000000002,1.8096718787716133,,,,,,,,,,
P51f87bc5f4,2008,38.0,72.7,19.7,62.8,65.45,1.6,9.6,24.4,19.3,96.0,128.0,0.75,88.0,159.0,0.553,72.0,153.0,0.471,2.2,5.0,41.0,3.4,2.25328903,,,,,,,30.0,0.359,2.7179,4.3333,2.4872,0.5897,12.7692,21.6290212183436,73,0.49038461538461536,19.821624151649893,-0.12162415164989326,58.142532178797104,7.3074678212028985,13.317294640767608,11.08270535923239,7.502691317575475,-5.902691317575474,13.816756377252517,-4.216756377252517,2.1703487011467355,2.8296512988532645,3.5281769248771364,-1.3281769248771362,6,1,2,1,1.6363636363636362,1.2019704433497536,-0.04635000000000012,3.6448593032712537,,,,,,,,,,
P7c1c1e7eac,2008,34.0,48.1,22.1,60.5,57.42,11.0,22.0,4.4,21.8,52.0,115.0,0.452,107.0,177.0,0.605,0.0,0.0,0.0,6.5,0.5,65.0,3.8,0.26317083,,,,,,,20.0857,1.8857,4.1143,0.4286,0.2,1.2571,7.9429,19.627652292950035,83,0.0,19.569845132743364,2.5301548672566376,53.97842477876107,3.441575221238935,14.083982300884959,-9.683982300884958,5.454446902654867,5.545553097345133,12.560508849557523,9.439491150442477,1.4330530973451328,-0.9330530973451328,1.572234513274336,4.927765486725664,6,2,2,1,1.4583333333333335,0.1929824561403509,0.15582000000000015,2.1486227663800768,,,,,,,,,,
P486b5c76fa,2008,32.0,61.0,18.5,48.3,51.42,9.5,15.7,9.4,21.0,49.0,70.0,0.7,110.0,217.0,0.507,4.0,23.0,0.174,1.7,2.1,29.2,2.3,0.82259954,,,,,,,29.0303,2.2121,3.7879,1.5455,1.0303,0.4545,8.7879,21.6290212183436,79,0.09583333333333334,20.002642971064024,-1.5026429710640237,55.424641148325364,-4.004641148325362,14.370038733196628,-4.970038733196628,6.6367965367965365,2.8632034632034635,13.465413533834585,2.234586466165414,2.2452039188881296,-0.14520391888812956,2.2709728867623604,-0.5709728867623605,6,2,2,1,1.1515151515151516,0.4272727272727273,-0.021300000000000027,2.983875913928921,,,,,,,,,,
P82dd1ca59f,2008,35.0,81.9,25.7,50.3,56.1,4.6,16.4,28.5,21.7,126.0,172.0,0.733,114.0,232.0,0.491,24.0,66.0,0.364,2.6,3.5,57.7,2.3,1.55672227,,,,,,,33.1143,1.0571,4.2,4.3143,1.7143,0.7143,12.1714,22.628336755646817,78,0.2214765100671141,18.609567089213105,7.090432910786895,57.088641473331734,-0.9886414733317324,11.863573307821094,16.636426692178908,4.767089213106912,-0.16708921310691238,12.447093996651516,3.952906003348483,1.7891652714661561,1.7108347285338439,1.5711552260224826,1.0288447739775175,5,1,1,1,1.8484848484848484,1.2555066079295154,0.3477,3.7773627387668722,,,,,,,,,,
P8482acfde2,2008,34.0,76.0,24.3,52.7,55.19,6.2,10.4,17.3,21.1,61.0,76.0,0.803,143.0,279.0,0.513,54.0,146.0,0.37,0.8,2.4,17.9,2.8,0.92707634,,,,,,,31.4118,1.6471,2.8235,2.6176,1.3235,0.2353,14.9706,22.628336755646817,78,0.34352941176470586,19.032484076433125,5.267515923566876,54.44905874026894,0.7409412597310592,12.808681292757727,4.491318707242273,6.754210898796886,-0.5542108987968861,13.391318707242279,-2.9913187072422787,1.8859872611464972,0.5140127388535027,3.1907525359754665,-2.3907525359754667,7,2,1,1,0.8421052631578948,0.7828054298642534,0.22316999999999992,3.4880757537485088,,,,,,,,,,
P2fe87c73a6,2008,40.0,71.2,26.2,58.8,61.74,5.0,10.5,12.8,15.5,161.0,226.0,0.712,214.0,370.0,0.578,45.0,109.0,0.413,1.6,2.4,47.2,2.4,0.85542166,,,,,,,28.675,1.325,2.8,1.775,1.225,0.45,18.1,21.6290212183436,79,0.22755741127348644,18.762132524498366,7.437867475501633,52.631537564162386,9.108462435837616,14.232501166588891,-1.4325011665888905,7.098880074661689,-2.0988800746616887,13.897620158656089,-3.397620158656089,2.3604759682687817,0.03952403173121821,3.240177321511899,-1.6401773215118989,8,2,2,1,1.1764705882352942,0.7757575757575758,0.7278800000000001,3.862564412446759,,,,,,,,,,
P1ca581fef0,2008,33.0,84.0,30.8,48.7,56.15,2.5,10.1,37.7,20.8,189.0,222.0,0.851,145.0,318.0,0.456,58.0,158.0,0.367,0.1,3.0,46.6,3.1,1.578117,,,,,,,34.0,0.7879,3.0606,6.1212,1.8182,0.0303,19.7879,22.628336755646817,72,0.3319327731092437,17.648533653846155,13.151466346153846,53.05078125,3.0992187499999986,8.139711538461539,29.560288461538462,6.8798076923076925,-4.3798076923076925,14.07235576923077,-3.97235576923077,1.3287740384615385,1.6712259615384615,1.538076923076923,-1.4380769230769228,7,0,0,1,0.7560975609756099,1.7293577981651378,0.6641999999999999,4.601503177512561,,,,,,,,,,
Pc9371b494a,2008,34.0,53.9,18.3,57.5,59.83,9.0,13.7,16.0,25.2,48.0,73.0,0.658,61.0,94.0,0.649,13.0,46.0,0.283,3.6,2.8,52.1,4.5,1.14815519,,,,,,,21.7353,1.4412,2.7647,1.8235,0.9706,0.6765,6.1471,22.628336755646817,80,0.32857142857142857,19.96762331838565,-1.667623318385651,57.244100896860985,2.5858991031390133,15.452219730941701,0.5477802690582987,5.170807174887892,3.8291928251121083,12.319237668161433,1.3807623318385662,2.103677130044843,0.6963228699551567,2.6724887892376676,0.9275112107623324,7,3,1,1,1.1636363636363638,0.6106870229007634,-0.16710999999999993,2.832074831328344,,,,,,,,,,
P79f9e777a1,2008,31.0,75.4,23.3,60.3,63.04,5.8,12.6,14.0,14.3,101.0,138.0,0.732,124.0,215.0,0.577,52.0,120.0,0.433,2.9,1.2,41.2,3.7,1.19997745,,,,,,,31.4839,1.4516,3.3871,2.129,0.6129,0.8387,16.2903,22.628336755646817,78,0.3582089552238806,19.235381355932205,4.064618644067796,57.23852165725047,5.801478342749526,13.678742937853109,0.3212570621468913,5.263959510357815,0.5360404896421844,12.911558380414313,-0.31155838041431316,1.4128766478342751,-0.21287664783427518,1.0774952919020715,1.8225047080979284,5,1,1,1,0.8723404255319148,0.9150326797385621,0.43032000000000004,3.6120349190516663,,,,,,,,,,
P951f092ec6,2008,39.0,60.4,19.8,63.2,65.06,10.2,20.8,8.2,15.1,101.0,147.0,0.687,165.0,260.0,0.635,2.0,6.0,0.333,2.1,1.8,55.3,3.8,0.84313731,,,,,,,24.275,2.025,4.65,1.075,0.775,0.475,11.175,22.628336755646817,81,0.022556390977443608,19.8044813466788,-0.004481346678797848,58.40058007279345,6.6594199272065495,15.853230209281163,-7.653230209281164,6.155914467697908,4.044085532302091,12.159918107370338,8.640081892629663,2.6891947224749773,-0.8891947224749772,3.504754322111011,-1.4047543221110108,6,1,3,1,0.8125000000000001,0.5093167701863354,-0.030119999999999897,3.4330848320759473,,,,,,,,,,
P28594efa12,2008,39.0,44.2,18.0,61.0,60.33,11.0,13.4,3.0,13.9,64.0,116.0,0.552,105.0,172.0,0.61,0.0,0.0,0.0,8.2,1.4,67.4,5.4,0.37500001,,,,,,,17.65,1.6,2.25,0.3,0.425,1.225,7.1,22.628336755646817,83,0.0,19.978872312417728,-1.978872312417728,59.09594778411585,1.234052215884148,16.085476086002632,-13.085476086002632,6.222071083808689,4.777928916191311,13.184598508117597,0.2154014918824032,2.6963799912242212,-1.2963799912242213,2.863295304958316,5.336704695041684,6,1,3,1,1.4999999999999998,0.20134228187919462,-0.20659999999999998,2.628720012008362,,,,,,,,,,
P2bc925c307,2008,30.0,80.1,27.1,54.7,58.13,4.2,8.7,16.0,18.5,99.0,130.0,0.762,125.0,228.0,0.548,63.0,173.0,0.364,0.6,1.0,32.4,3.2,0.77106301,,,,,,,33.6333,1.0333,2.6,2.1333,0.5667,0.1667,17.9333,22.628336755646817,77,0.4314214463840399,18.395593139590282,8.70440686040972,55.73551929490233,2.3944807050976706,13.167746545974273,2.832253454025727,6.1863506431634105,-1.9863506431634104,13.32772748928061,-4.627727489280611,2.178323010957599,-1.178323010957599,3.0333968556455457,-2.4333968556455456,6,2,1,1,0.38095238095238093,0.8205128205128205,0.5772300000000002,3.714900360279277,,,,,,,,,,
