pid,source_season,ctx_base_gp,ctx_base_minutes_share,ctx_base_usage,ctx_base_efg,ctx_base_ts,ctx_base_orb,ctx_base_drb,ctx_base_ast_pct,ctx_base_tov_pct,ctx_base_ftm,ctx_base_fta,ctx_base_ft_pct,ctx_base_fg2m,ctx_base_fg2a,ctx_base_fg2_pct,ctx_base_fg3m,ctx_base_fg3a,ctx_base_fg3_pct,ctx_base_blk_pct,ctx_base_stl_pct,ctx_base_ftr,ctx_base_fouls40,ctx_base_ast_tov,ctx_base_rim_made,ctx_base_rim_attempts,ctx_base_mid_made,ctx_base_mid_attempts,ctx_base_dunk_made,ctx_base_dunk_attempts,ctx_base_mpg,ctx_base_oreb_pg,ctx_base_dreb_pg,ctx_base_ast_pg,ctx_base_stl_pg,ctx_base_blk_pg,ctx_base_pts_pg,ctx_base_age,ctx_base_height,ctx_base_three_share,ctx_team_peer_usage,ctx_team_gap_usage,ctx_team_peer_ts,ctx_team_gap_ts,ctx_team_peer_ast_pct,ctx_team_gap_ast_pct,ctx_team_peer_orb,ctx_team_gap_orb,ctx_team_peer_drb,ctx_team_gap_drb,ctx_team_peer_stl_pct,ctx_team_gap_stl_pct,ctx_team_peer_blk_pct,ctx_team_gap_blk_pct,ctx_team_rotation_depth,ctx_team_creator_competition,ctx_team_guard_competition,ctx_growth_seasons,ctx_skill_defense_discipline,ctx_skill_creation_control,ctx_skill_usage_efficiency,ctx_skill_ft_volume,ctx_growth_usage,ctx_growth_minutes_share,ctx_growth_ts,ctx_growth_ast_pct,ctx_growth_tov_pct,ctx_growth_stl_pct,ctx_growth_blk_pct,ctx_growth_fg3a,ctx_growth_ft_pct,ctx_growth_changed_team
Pec2bc35d4f,2010,21.0,53.6,29.6,50.0,56.73,2.4,9.6,28.2,23.6,101.0,127.0,0.795,76.0,145.0,0.524,30.0,97.0,0.309,0.2,1.8,52.5,2.9,1.07499674,49.0,84.0,27.0,61.0,1.0,2.0,31.9048,0.6667,2.619,4.0952,1.0,0.0476,16.3333,20.62696783025325,76,0.40082644628099173,18.71496415770609,10.885035842293913,53.44522177419354,3.2847782258064555,11.228158602150534,16.971841397849467,5.448252688172041,-3.0482526881720413,13.414112903225805,-3.814112903225805,1.6580645161290324,0.14193548387096766,1.5214829749103942,-1.3214829749103942,7,2,1,2,0.5128205128205129,1.146341463414634,0.6460799999999998,3.8573640598160956,8.0,-24.499999999999993,-3.8400000000000034,9.2,4.900000000000002,-0.30000000000000004,0.0,-83.0,0.014000000000000012,0.0
Pbbec177bac,2010,34.0,65.3,17.3,65.6,66.82,13.5,17.8,5.9,14.0,64.0,93.0,0.688,134.0,199.0,0.673,3.0,12.0,0.25,7.2,1.9,44.1,4.4,0.69446545,113.0,139.0,21.0,60.0,61.0,64.0,26.5,2.9706,3.9412,0.7353,0.8235,1.7941,10.0294,22.628336755646817,81,0.05687203791469194,20.202415458937196,-2.9024154589371953,52.26074304117782,14.559256958822175,13.308833678398896,-7.408833678398896,5.061743731308948,8.438256268691052,12.439521509086726,5.360478490913275,1.9082815734989644,-0.008281573498964523,0.6733149298366689,6.526685070163332,7,4,2,3,1.6851851851851851,0.39333333333333337,-0.4541399999999997,3.1257868102017623,2.200000000000001,2.0,1.6599999999999966,3.3000000000000003,-1.6999999999999993,0.5,-1.3999999999999995,11.0,-0.031000000000000028,0.0
Pe6ceea2b5e,2010,31.0,70.3,16.7,58.2,59.7,9.3,17.2,3.2,17.5,72.0,117.0,0.615,113.0,194.0,0.582,0.0,0.0,0.0,14.6,0.9,60.3,4.0,0.29547697,95.0,131.0,18.0,63.0,66.0,73.0,28.2258,2.3548,4.6452,0.4194,0.4194,4.4839,9.6129,22.628336755646817,84,0.0,20.340809678920426,-3.6408096789204265,50.300167519776636,9.399832480223367,15.668566775244301,-12.468566775244302,5.376942764076314,3.923057235923687,10.612726849697532,6.587273150302467,1.7983015355979526,-0.8983015355979526,1.375151233131689,13.22484876686831,5,3,2,3,3.1,0.17297297297297298,-0.3201000000000002,2.933971044046384,2.5999999999999996,12.199999999999996,-1.3799999999999955,-0.3999999999999999,-10.0,-0.29999999999999993,5.699999999999999,-1.0,-0.031000000000000028,0.0
P544c115a68,2010,31.0,54.8,18.3,49.1,51.58,9.9,10.0,10.1,23.2,46.0,77.0,0.597,82.0,167.0,0.491,0.0,0.0,0.0,2.6,1.5,46.1,2.6,0.68623872,45.0,71.0,37.0,96.0,5.0,5.0,22.7097,1.871,2.0968,1.129,0.5806,0.5161,6.7742,22.628336755646817,80,0.0,20.061123545210386,-1.7611235452103848,53.09250447627574,-1.512504476275744,14.412869292748438,-4.312869292748438,6.286660698299015,3.613339301700985,12.933258728737693,-2.9332587287376928,2.5483885407341096,-1.0483885407341096,3.6344673231871094,-1.0344673231871093,7,3,2,3,1.1388888888888888,0.41735537190082644,-0.02685999999999996,2.600955169533686,-1.3999999999999986,7.399999999999999,3.019999999999996,2.1999999999999993,-9.000000000000004,-0.5,-1.1999999999999997,0.0,-0.03500000000000003,0.0
P6ff85cb7e1,2010,27.0,53.9,27.3,57.5,59.84,12.0,21.7,9.0,22.2,80.0,119.0,0.672,144.0,246.0,0.585,4.0,15.0,0.267,3.6,2.1,45.6,4.6,0.38959989,85.0,123.0,59.0,123.0,11.0,11.0,26.6667,2.6667,5.4074,1.1111,0.963,0.8519,14.0741,22.628336755646817,81,0.05747126436781609,18.923476501011915,8.376523498988085,54.799415336181696,5.040584663818308,13.805531819203956,-4.8055318192039564,4.29098268495615,7.70901731504385,12.257027209354622,9.442972790645378,2.5415111310996177,-0.4415111310996176,1.8349224196087248,1.7650775803912753,6,1,2,2,1.017857142857143,0.3879310344827586,0.7183200000000004,3.217194451149535,0.15000000000000036,6.449999999999999,1.0850000000000009,1.5499999999999998,-0.45000000000000107,-0.050000000000000044,-1.0999999999999999,7.0,0.02100000000000002,1.0
P19913201dd,2010,34.0,85.9,23.6,51.5,56.22,3.3,11.7,29.6,16.6,117.0,151.0,0.775,130.0,251.0,0.518,47.0,138.0,0.341,2.0,1.6,38.8,2.0,2.0256745,68.0,107.0,62.0,144.0,10.0,10.0,34.3529,0.9412,3.7647,4.6471,0.9412,0.7353,15.2353,22.628336755646817,75,0.35475578406169667,18.96817962337035,4.631820376629651,53.45202800579429,2.767971994205709,9.818662481892808,19.781337518107193,6.147778850796716,-2.8477788507967166,13.917769193626267,-2.2177691936262676,1.1497102848865284,0.4502897151134717,2.8350313858039593,-0.8350313858039593,7,2,0,3,1.2,1.6818181818181817,0.22392000000000004,3.8935074036558643,1.2000000000000028,-3.1999999999999886,1.259999999999998,7.700000000000003,-3.299999999999997,-1.0,0.6000000000000001,17.0,-0.016000000000000014,0.0
P4570803785,2010,36.0,81.9,23.1,50.7,55.85,0.8,5.6,24.4,17.7,118.0,138.0,0.855,115.0,245.0,0.469,70.0,189.0,0.37,0.2,1.9,31.8,2.0,1.89411715,61.0,108.0,54.0,137.0,0.0,0.0,32.9722,0.2222,1.8611,4.4722,1.0833,0.0556,15.5,22.628336755646817,71,0.43548387096774194,19.22433014354067,3.875669856459332,58.531724880382775,-2.681724880382774,12.628995215311004,11.771004784688994,8.123971291866027,-7.323971291866028,14.497224880382774,-8.897224880382774,2.487153110047847,-0.5871531100478471,3.7842822966507175,-3.5842822966507173,7,1,2,3,0.7000000000000001,1.3048128342245988,0.18135000000000012,4.2189752128267415,-4.699999999999999,-5.599999999999994,0.75,-4.600000000000001,-1.6000000000000014,0.09999999999999987,0.2,-16.0,0.05999999999999994,0.0
P11d27a665c,2010,33.0,72.5,26.2,52.4,57.56,12.2,14.7,8.5,18.9,154.0,218.0,0.706,176.0,336.0,0.524,0.0,0.0,0.0,4.1,1.2,64.9,3.6,0.4756117,126.0,180.0,50.0,155.0,35.0,41.0,29.3333,3.2121,3.7879,1.1818,0.6061,1.1212,15.3333,20.62696783025325,81,0.0,18.788862891904543,7.411137108095456,54.356275152082354,3.2037248479176483,15.777959756668228,-7.277959756668228,6.4693729527374835,5.730627047262516,11.803790360318205,2.8962096396817945,2.463804398689752,-1.263804398689752,1.8571829667758541,2.2428170332241457,7,1,2,2,1.1521739130434783,0.4271356783919598,0.4687200000000001,3.8046846412504496,2.8999999999999986,9.899999999999999,-2.9299999999999997,0.9000000000000004,-2.200000000000003,-0.19999999999999996,-1.3000000000000007,-1.0,0.038999999999999924,0.0
P467d53ba82,2009,29.0,51.5,18.2,45.2,48.89,2.5,9.7,25.3,26.6,30.0,38.0,0.789,64.0,136.0,0.471,7.0,29.0,0.241,0.2,2.1,23.0,2.1,1.6949128,,,,,,,22.0,0.4828,2.1724,3.4483,0.8621,0.0345,6.1724,22.628336755646817,72,0.17575757575757575,20.02393581457544,-1.8239358145754423,56.230028972587476,-7.340028972587476,9.702094940940494,15.597905059059507,6.861756184533095,-4.361756184533095,13.467416982393582,-3.7674169823935824,2.2246712725651885,-0.1246712725651884,3.1070425674169826,-2.9070425674169824,5,3,1,2,0.7419354838709679,0.9166666666666666,0.019979999999999998,2.890550138796291,-1.8000000000000007,-25.200000000000003,4.060000000000002,-3.599999999999998,0.8000000000000007,-0.10000000000000009,0.0,-38.0,0.49800000000000005,0.0
Pebc69ca1f1,2009,35.0,82.0,20.5,51.1,53.4,10.5,19.4,9.3,14.5,110.0,184.0,0.598,185.0,361.0,0.512,0.0,1.0,0.0,3.0,0.9,50.8,2.3,0.95162023,,,,,,,34.5714,3.1429,6.8571,1.6857,0.5429,1.1429,13.7143,23.627652292950035,79,0.0027624309392265192,19.75218788627935,0.7478121137206486,55.93520395550061,-2.535203955500613,15.337033374536462,-6.0370333745364615,6.534907292954263,3.965092707045737,12.121582200247218,7.278417799752781,1.830852904820766,-0.930852904820766,3.5079604449938184,-0.5079604449938184,6,2,3,2,1.1818181818181819,0.6000000000000001,0.016999999999999994,3.121772783396838,-2.6999999999999993,-1.9000000000000057,-0.480000000000004,1.700000000000001,-5.100000000000001,0.09999999999999998,-0.2999999999999998,-3.0,-0.018000000000000016,0.0
Pcdba4ddbae,2009,33.0,74.4,17.8,50.4,56.49,9.1,20.7,4.2,12.0,105.0,138.0,0.761,128.0,253.0,0.506,0.0,1.0,0.0,6.8,0.9,54.3,3.2,0.59463078,,,,,,,30.0,2.6061,5.7576,0.6667,0.4545,2.0909,10.9394,23.627652292950035,83,0.003937007874015748,20.226010338345866,-2.426010338345865,50.46046052631579,6.02953947368421,12.604840225563912,-8.404840225563913,5.234680451127821,3.8653195488721783,10.719125939849627,9.980874060150372,2.5468984962406016,-1.6468984962406017,1.1578712406015041,5.642128759398496,6,1,1,2,1.8333333333333333,0.3230769230769231,-0.14278000000000002,3.7551346631124565,1.6999999999999993,44.800000000000004,2.8200000000000003,0.40000000000000036,1.5999999999999996,-0.4999999999999999,0.7000000000000002,1.0,0.10099999999999998,0.0
P9c4bb7f4c2,2010,30.0,87.3,30.5,47.3,53.61,5.9,14.2,26.8,16.7,147.0,184.0,0.799,128.0,268.0,0.478,47.0,152.0,0.309,1.1,3.3,43.8,1.6,1.34883316,60.0,90.0,68.0,178.0,16.0,16.0,36.3667,1.8,4.0,3.8667,1.8333,0.3667,18.1333,21.626283367556468,77,0.3619047619047619,17.563275193798447,12.936724806201553,48.969404069767435,4.640595930232564,13.100290697674415,13.699709302325585,4.822311046511627,1.0776889534883738,11.610343992248056,2.589656007751943,2.0406976744186043,1.2593023255813955,1.1952277131782942,-0.09522771317829415,5,1,1,3,1.6923076923076923,1.5141242937853108,0.37904999999999994,4.171064304237581,-1.0,6.099999999999994,-0.8999999999999986,-5.800000000000001,-2.8000000000000007,0.8999999999999999,-0.7,-2.0,-0.06799999999999995,0.0
P29b17f6d68,2010,28.0,79.6,26.5,57.5,62.7,3.2,13.4,30.8,21.3,142.0,190.0,0.747,113.0,189.0,0.598,30.0,86.0,0.349,3.4,4.4,69.1,3.6,1.43680607,96.0,143.0,17.0,46.0,11.0,11.0,32.3929,0.75,3.6429,4.4643,2.4286,1.0,16.3571,22.628336755646817,75,0.31272727272727274,18.495469718645687,8.004530281354313,57.471134954697185,5.228865045302818,12.504530281354318,18.295469718645684,5.624296614210777,-2.4242966142107765,12.752050548402481,0.647949451597519,1.8753218884120173,2.524678111587983,2.2338102050548403,1.1661897949451596,6,1,2,3,1.6956521739130437,1.3811659192825112,0.8255000000000001,3.9234482507508326,-3.3000000000000007,-7.200000000000003,2.6500000000000057,0.0,-1.5999999999999979,0.20000000000000018,1.4,-12.0,0.014000000000000012,0.0
Pc9579c50f4,2010,33.0,78.2,25.0,47.5,54.55,0.9,9.3,22.1,15.5,164.0,202.0,0.812,92.0,213.0,0.432,72.0,208.0,0.346,0.2,2.1,48.0,1.5,1.51952165,61.0,120.0,31.0,93.0,2.0,2.0,34.8485,0.2727,3.0,3.5455,1.2424,0.0606,17.0909,22.628336755646817,74,0.49406175771971494,18.866753616314917,6.1332463836850835,53.577958264168835,0.9720417358311622,13.070144652596634,9.029855347403368,6.005643822622717,-5.105643822622716,12.452525492055964,-3.152525492055963,2.15800331989566,-0.05800331989565999,1.5365188522646427,-1.3365188522646427,5,2,1,2,0.9200000000000002,1.3393939393939396,0.22749999999999987,4.3143232549819315,3.8000000000000007,4.950000000000003,-3.6650000000000027,0.8000000000000007,-1.8000000000000007,0.15000000000000002,0.1,28.0,-0.013499999999999956,1.0
Pc781d37e72,2010,31.0,64.7,34.6,49.0,53.17,9.7,25.0,8.4,22.0,187.0,304.0,0.615,177.0,354.0,0.5,13.0,47.0,0.277,2.9,0.9,75.8,5.0,0.258075,110.0,171.0,67.0,183.0,28.0,37.0,26.0,2.5806,5.6774,1.0323,0.4516,0.7742,18.7097,21.626283367556468,82,0.1172069825436409,17.652727272727272,16.94727272727273,50.805263521288836,2.3647364787111655,11.014867663981589,-2.614867663981588,5.77530494821634,3.924695051783659,11.413739930955122,13.586260069044878,2.5253624856156502,-1.6253624856156503,0.647318757192175,2.252681242807825,7,1,1,1,0.6333333333333333,0.3652173913043478,0.46282000000000034,3.517991742613558,,,,,,,,,,
P64a7a54879,2010,34.0,82.0,29.7,45.8,51.59,9.5,24.5,13.5,21.5,164.0,236.0,0.695,163.0,339.0,0.481,19.0,79.0,0.241,1.1,3.1,56.5,4.0,0.50847119,135.0,236.0,28.0,103.0,23.0,25.0,33.0588,2.7059,6.8235,1.7647,1.6471,0.3235,16.0882,22.628336755646817,78,0.18899521531100477,17.83480861244019,11.865191387559808,52.018430622009575,-0.4284306220095715,12.461866028708135,1.038133971291865,5.334976076555025,4.165023923444975,11.428636363636361,13.071363636363639,1.8062440191387559,1.2937559808612442,1.5477990430622006,-0.44779904306220053,5,1,1,2,0.8400000000000001,0.6,0.1542300000000003,3.800301798088916,-0.75,14.100000000000001,4.040000000000003,-0.40000000000000036,-1.4499999999999993,-0.30000000000000004,-0.04999999999999993,8.5,0.05249999999999999,1.0
P8030960284,2010,33.0,87.0,26.8,53.4,58.66,1.4,9.0,18.8,16.2,153.0,183.0,0.836,151.0,294.0,0.514,72.0,191.0,0.377,0.6,1.3,37.7,3.0,1.15553847,72.0,107.0,72.0,175.0,8.0,9.0,34.8182,0.4242,2.9697,3.1515,0.7879,0.2121,20.3333,21.626283367556468,76,0.3938144329896907,18.454541051101966,8.345458948898035,54.31263017679827,4.347369823201724,12.176774037297166,6.6232259627028345,6.367449745701139,-4.967449745701138,13.159118430612741,-4.159118430612741,1.762872366190361,-0.4628723661903609,1.826810365705982,-1.226810365705982,5,1,0,3,0.475,1.0930232558139537,0.5888799999999998,4.359686293361112,2.6999999999999993,2.799999999999997,-1.1800000000000068,-0.1999999999999993,1.0999999999999996,-0.9999999999999998,0.0,27.0,0.01200000000000001,0.0
P809c73ddd0,2010,19.0,52.6,28.1,54.4,55.08,11.9,21.0,15.4,20.6,60.0,109.0,0.55,123.0,226.0,0.544,0.0,0.0,0.0,2.8,3.3,48.2,3.2,0.62295593,97.0,146.0,26.0,80.0,18.0,19.0,34.8947,3.8947,6.1579,2.0,1.8421,0.8947,16.1053,21.626283367556468,82,0.0,18.73992845964677,9.360071540353232,45.679002906326836,9.400997093673162,12.76872345182204,2.6312765481779596,4.302839257768834,7.597160742231166,10.621350324167224,10.378649675832776,2.277084730605857,1.0229152693941428,1.5638497652582157,1.236150234741784,6,2,1,3,1.4523809523809523,0.7129629629629629,0.41147999999999996,2.5852642011858293,4.900000000000002,-25.199999999999996,1.019999999999996,2.700000000000001,-1.1999999999999993,0.7999999999999998,1.4,-2.0,-0.02499999999999991,0.0
P0b3e754c0e,2010,27.0,69.4,30.6,47.3,52.95,5.0,13.2,22.4,14.5,111.0,137.0,0.81,143.0,315.0,0.454,23.0,60.0,0.383,1.0,1.5,36.5,2.6,1.26229368,74.0,135.0,69.0,180.0,10.0,10.0,32.1481,1.3704,3.5185,2.8519,0.7778,0.2963,17.2593,20.62696783025325,78,0.16,18.047619047619044,12.552380952380958,50.12174448315911,2.8282555168408905,12.496120789779324,9.903879210220675,4.9504761904761905,0.049523809523809526,13.297189314750291,-0.0971893147502918,1.9940069686411146,-0.4940069686411146,1.465156794425087,-0.46515679442508695,8,1,2,2,0.6944444444444444,1.4451612903225806,0.31270000000000037,3.9910754849773364,5.100000000000001,-15.299999999999997,-0.769999999999996,4.799999999999997,-3.3999999999999986,-0.19999999999999996,0.7,9.0,0.010000000000000009,0.0
Pdcb8ac9b93,2010,30.0,57.0,24.7,55.6,58.43,13.2,25.5,7.6,23.4,62.0,89.0,0.697,118.0,206.0,0.573,4.0,17.0,0.235,3.3,1.7,39.9,4.8,0.34286203,86.0,131.0,32.0,75.0,22.0,26.0,23.7333,2.7667,5.1667,0.8,0.7,0.7667,10.3333,19.627652292950035,81,0.07623318385650224,19.261896162528217,5.4381038374717825,53.20127539503386,5.228724604966139,13.748465011286681,-6.148465011286682,4.0820316027088035,9.117968397291197,11.397562076749436,14.102437923250564,1.669841986455982,0.030158013544018036,1.1327539503386006,2.167246049661399,7,2,2,1,0.8620689655172414,0.3114754098360656,0.39620999999999995,3.1363673402201946,,,,,,,,,,
Pbd387aad50,2010,31.0,88.0,23.5,49.3,53.13,1.5,7.9,29.2,19.7,74.0,91.0,0.813,77.0,204.0,0.377,70.0,165.0,0.424,0.0,1.5,24.7,1.5,1.77006951,27.0,59.0,50.0,145.0,0.0,0.0,35.4839,0.4839,2.3871,4.9677,0.9032,0.0,14.129,19.627652292950035,71,0.44715447154471544,19.10902912621359,4.3909708737864115,53.93989077669903,-0.809890776699028,9.597499999999998,19.6025,5.894999999999999,-4.394999999999999,14.095679611650485,-6.195679611650485,1.7102912621359223,-0.2102912621359223,1.6745388349514565,-1.6745388349514565,7,2,1,1,0.6,1.4106280193236715,0.10955000000000009,3.6762141131408694,,,,,,,,,,
P575f19a655,2011,11.0,20.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64.0,71.0,0.901,37.0,65.0,0.569,18.0,39.0,0.462,1.8,3.0,68.3,3.0,1.74076183,26.0,39.0,11.0,26.0,0.0,0.0,27.5455,0.5455,2.8182,4.2727,1.4545,0.5455,17.4545,19.189596167008897,74,0.375,19.586065915727993,7.613934084272007,57.28619941593659,12.41380058406341,12.490884438881933,17.30911556111807,6.303212348769294,-4.003212348769294,12.564747601168126,-1.964747601168126,2.019920734251147,0.9800792657488531,1.9528368794326239,-0.1528368794326238,7,2,1,1,1.2,1.5204081632653061,1.4184,3.853276173233466,,,,,,,,,,
P4a7a8900d7,2011,38.0,89.4,26.7,50.8,55.28,2.2,10.2,23.4,19.8,136.0,171.0,0.795,130.0,282.0,0.461,87.0,231.0,0.377,0.6,1.1,33.3,2.4,1.32499436,65.0,117.0,65.0,165.0,5.0,6.0,35.8684,0.6579,3.3684,4.1842,0.6579,0.2105,17.2895,19.496235455167692,75,0.4502923976608187,18.406113005358012,8.293886994641987,56.02545786653677,-0.7454578665367677,9.751388212372136,13.648611787627862,6.972089624939113,-4.772089624939113,13.896151972722844,-3.696151972722845,1.789137847053093,-0.6891378470530929,3.6621529469069647,-3.0621529469069646,5,1,0,1,0.5000000000000001,1.125,0.3537600000000001,4.092258109066695,,,,,,,,,,
P2e890c30d2,2011,41.0,92.4,31.5,47.8,54.3,3.9,11.5,28.0,11.8,258.0,315.0,0.819,241.0,512.0,0.471,75.0,227.0,0.33,0.5,3.1,42.6,1.5,1.9784861,115.0,196.0,126.0,316.0,3.0,3.0,37.6341,1.2927,4.1463,4.4878,1.878,0.1707,23.5366,21.065023956194388,73,0.3071718538565629,17.212754476330637,14.287245523669363,51.20603630120187,3.0939636987981274,9.7990679421143,18.2009320578857,7.348393426539121,-3.448393426539121,12.52487122884474,-1.0248712288447397,1.644812362030905,1.4551876379690951,3.233995584988963,-2.733995584988963,6,0,1,3,1.44,2.1875,0.49449999999999966,4.713952872927681,7.800000000000001,4.400000000000006,1.759999999999998,-1.1999999999999993,-8.399999999999999,-0.2999999999999998,-0.7,115.0,0.051999999999999935,0.0
P3ef4d7a55a,2011,36.0,89.4,36.6,53.1,59.2,2.0,8.5,28.6,15.3,250.0,280.0,0.893,221.0,450.0,0.491,121.0,308.0,0.393,0.1,2.1,36.9,1.5,1.19232373,109.0,151.0,112.0,299.0,2.0,3.0,36.1389,0.6389,2.8611,4.3056,1.3333,0.0278,29.3056,22.261464750171115,74,0.40633245382585753,16.29719853836784,20.30280146163216,53.735909866017046,5.464090133982957,10.548940316686965,18.051059683313035,6.044531059683313,-4.044531059683313,14.598757612667475,-6.098757612667475,2.314080389768575,-0.2140803897685748,2.402070645554202,-2.3020706455542017,5,1,0,4,0.8800000000000001,1.7546012269938651,1.5272000000000006,5.035050719715035,4.0,14.300000000000011,-2.3299999999999983,-2.099999999999998,0.10000000000000142,-0.10000000000000009,-0.4,133.0,0.0010000000000000009,0.0
Pb0e43997bd,2011,34.0,83.0,31.9,52.5,57.37,2.6,14.0,25.0,17.8,155.0,185.0,0.838,142.0,305.0,0.466,98.0,246.0,0.398,3.1,2.8,33.6,3.4,1.10433421,66.0,110.0,76.0,195.0,8.0,8.0,34.6765,0.7353,4.5,3.7353,1.6471,0.9412,21.5588,21.308692676249144,78,0.44646098003629764,17.406593143131147,14.493406856868852,53.403121553584285,3.9668784464157127,10.849820187005514,14.150179812994486,5.155334452169743,-2.555334452169743,12.098849196835289,1.901150803164711,1.809446175976984,0.9905538240230158,2.020882282426277,1.0791177175737232,6,2,0,3,1.3409090909090908,1.3297872340425532,0.8770299999999996,4.379175712571663,2.6999999999999993,-3.700000000000003,3.6400000000000006,10.0,-2.0,0.3999999999999999,0.8999999999999999,42.0,0.03699999999999992,0.0
P9e7b32dc92,2011,37.0,78.2,32.1,49.8,57.71,9.1,14.7,19.8,15.0,245.0,298.0,0.822,215.0,421.0,0.511,28.0,95.0,0.295,1.0,2.0,57.8,3.0,1.13404034,122.0,186.0,93.0,235.0,26.0,28.0,31.5946,2.3514,4.1081,2.973,1.0811,0.2973,20.5135,19.865845311430526,78,0.18410852713178294,17.612301493244843,14.487698506755159,57.61460535671959,0.09539464328040737,11.278336098601564,8.521663901398437,5.561768191514576,3.538231808485424,12.29992889310263,2.4000711068973697,1.9496800189618386,0.05031998103816138,1.4958283953543494,-0.4958283953543494,7,2,0,2,0.75,1.2375,0.9329100000000002,4.685764617327144,5.300000000000001,5.1000000000000085,-4.780000000000001,6.300000000000001,1.0,-0.20000000000000018,-0.5,41.0,0.03599999999999992,0.0
P2d49f5a403,2011,38.0,60.7,25.2,62.7,64.16,13.9,24.7,11.0,19.0,103.0,153.0,0.673,170.0,272.0,0.625,25.0,59.0,0.424,4.9,1.9,46.2,4.7,0.67947974,128.0,168.0,42.0,104.0,47.0,50.0,24.3684,2.7105,5.6053,1.3947,0.7895,1.1316,13.6316,21.744010951403148,82,0.1782477341389728,19.075688595492828,6.124311404507171,58.41446391987251,5.745536080127486,15.404165718188024,-4.404165718188024,5.895879808786707,8.004120191213293,12.239858866378327,12.460141133621672,2.2628044616435234,-0.36280446164352353,1.7578875483724106,3.1421124516275896,7,3,2,3,1.192982456140351,0.55,0.7363199999999998,3.389869101424373,5.099999999999998,17.200000000000003,2.969999999999999,0.3000000000000007,-3.8000000000000007,0.3999999999999999,-0.5999999999999996,40.0,0.051000000000000045,0.0
P268ca85d2e,2011,38.0,70.6,25.9,60.1,62.51,11.5,19.0,11.4,13.7,148.0,215.0,0.688,214.0,345.0,0.62,26.0,76.0,0.342,2.4,1.7,51.1,3.6,0.92536297,114.0,147.0,100.0,198.0,31.0,33.0,28.3158,2.6053,5.0263,1.6316,0.8421,0.6316,17.2105,21.744010951403148,81,0.18052256532066507,18.819399161620865,7.080600838379134,58.55328365160688,3.9567163483931154,15.439939450395897,-4.039939450395897,6.105938518863531,5.394061481136469,12.889753143921752,6.110246856078248,2.3040521658127617,-0.6040521658127618,2.096483465300419,0.30351653469958073,7,3,2,3,0.8913043478260869,0.7755102040816327,0.7380899999999997,3.6981915444867055,3.299999999999997,9.299999999999997,1.509999999999998,3.3000000000000007,0.09999999999999964,-0.5000000000000002,1.0999999999999999,44.0,0.027999999999999914,0.0
P22add316a5,2011,34.0,79.6,27.7,46.3,50.78,11.4,25.9,16.4,15.1,110.0,145.0,0.759,175.0,371.0,0.472,23.0,81.0,0.284,1.9,2.8,32.1,3.1,1.15998007,78.0,98.0,97.0,272.0,19.0,19.0,33.0,3.1765,7.5294,2.5588,1.4706,0.5882,15.5588,19.923340177960302,78,0.17920353982300885,18.353983353151015,9.346016646848984,54.131139120095135,-3.3511391200951337,11.91574316290131,4.484256837098689,5.807419738406661,5.59258026159334,10.824233055885854,15.075766944114145,1.7409274673008328,1.059072532699167,2.5351248513674207,-0.6351248513674208,5,1,0,2,1.146341463414634,1.0186335403726707,0.060060000000000086,3.7825574258766275,3.599999999999998,1.8999999999999915,-0.00999999999999801,4.299999999999999,-2.700000000000001,0.0,-0.7000000000000002,7.0,0.03700000000000003,0.0
Pbbfb6a2c4a,2011,34.0,87.0,25.1,53.9,57.8,9.8,25.6,11.0,12.1,123.0,163.0,0.755,186.0,343.0,0.542,29.0,83.0,0.349,4.4,0.9,38.3,3.2,0.93100417,97.0,138.0,89.0,205.0,20.0,24.0,34.9118,2.8529,7.4412,1.5882,0.5294,1.3824,17.1176,20.602327173169062,82,0.19483568075117372,18.714403292181068,6.385596707818934,50.92147179859599,6.878528201404009,12.562841926894214,-1.5628419268942135,4.354901960784313,5.445098039215687,10.642701525054466,14.957298474945535,1.9940208182038244,-1.0940208182038242,1.0887194383926413,3.311280561607359,5,1,1,3,1.261904761904762,0.8396946564885497,0.39779999999999993,3.85039915300727,5.300000000000001,7.0,2.529999999999994,2.0999999999999996,-6.700000000000001,-0.29999999999999993,-0.09999999999999964,47.0,0.03700000000000003,0.0
P47e2698d94,2011,31.0,79.4,28.7,45.4,51.72,5.8,16.4,25.7,14.6,141.0,175.0,0.806,135.0,285.0,0.474,42.0,151.0,0.278,0.7,5.0,40.1,3.5,1.5000001,79.0,114.0,56.0,171.0,19.0,25.0,32.0,1.7419,4.1935,3.4839,2.7419,0.1935,17.3226,20.930869267624914,77,0.3463302752293578,18.130228136882128,10.569771863117872,48.418963878327006,3.3010361216729933,11.790731939163498,13.909268060836501,5.973597908745248,-0.17359790874524794,12.473479087452471,3.9265209125475273,2.3151378326996195,2.6848621673003805,2.6516872623574144,-1.9516872623574144,7,1,2,3,1.2666666666666666,1.6474358974358974,0.14963999999999988,4.16741010000075,7.300000000000001,16.10000000000001,3.479999999999997,1.3999999999999986,-12.4,1.5,0.09999999999999998,40.0,0.08600000000000008,0.0
