pid,draft_year,was_drafted,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042,cgd_ast_pg,cgd_blk_pg,cgd_drb_pg,cgd_ft_a_pg,cgd_ft_m_pg,cgd_observed_gp,cgd_orb_pg,cgd_pf_pg,cgd_points_pg,cgd_stl_pg,cgd_three_a_pg,cgd_three_m_pg,cgd_tov_pg,cgd_two_a_pg,cgd_two_m_pg,f50_assist_usage_efficiency,f50_balanced_stocks,f50_career_slope_ast_tov,f50_career_slope_drb,f50_career_slope_ftp,f50_career_slope_ftr,f50_career_slope_minutes,f50_career_slope_orb,f50_career_slope_three_p,f50_career_slope_ts,f50_career_slope_two_p,f50_foul_adjusted_rebounds,f50_minutes_concentration,f50_nondunk_rim_pct,f50_peer_creation_density,f50_peer_defense_density,f50_peer_rank_ast,f50_peer_rank_blk,f50_peer_rank_drb,f50_peer_rank_orb,f50_peer_rank_stl,f50_peer_rank_tov,f50_peer_rank_ts,f50_peer_rank_usage,f50_peer_rim_diet,f50_peer_sd_ast,f50_peer_sd_blk,f50_peer_sd_drb,f50_peer_sd_orb,f50_peer_sd_stl,f50_peer_sd_tov,f50_peer_sd_ts,f50_peer_sd_usage,f50_peer_three_diet,f50_perimeter_ft_agreement,f50_posterior_dunk,f50_posterior_ft,f50_posterior_mid,f50_posterior_three,f50_posterior_two,f50_rim_ft_pressure,f50_team_share_dunk_a,f50_team_share_fta,f50_team_share_ftm,f50_team_share_rim_a,f50_team_share_three_a,f50_team_share_three_m,f50_usage_concentration,tctx_assists_per_made_fg,tctx_blocks_per_opponent_fga,tctx_defensive_rebound_share,tctx_efg,tctx_efg_margin,tctx_ft_attempts_per_fga,tctx_margin_pg,tctx_offensive_rebound_share,tctx_opponent_assists_per_made_fg,tctx_opponent_efg,tctx_opponent_ft_attempts_per_fga,tctx_opponent_points_pg,tctx_opponent_shot_attempts_pg,tctx_opponent_three_attempt_share,tctx_opponent_turnovers_per_fga,tctx_points_pg,tctx_shot_attempts_pg,tctx_steals_per_opponent_turnover,tctx_three_attempt_share,tctx_turnovers_per_fga,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_height_with_shoes_in,vcmb_height_without_shoes_in,vcmb_lane_agility_s,vcmb_max_vertical_in,vcmb_modified_lane_agility_s,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_made,vcmb_on_move_15ft_pct,vcmb_on_move_college3_attempted,vcmb_on_move_college3_made,vcmb_on_move_college3_pct,vcmb_spot_15ft_attempted,vcmb_spot_15ft_made,vcmb_spot_15ft_pct,vcmb_spot_college3_attempted,vcmb_spot_college3_made,vcmb_spot_college3_pct,vcmb_spot_nba3_attempted,vcmb_spot_nba3_made,vcmb_spot_nba3_pct,vcmb_standing_reach_in,vcmb_standing_vertical_in,vcmb_three_quarter_sprint_s,vcmb_weight_lb,vcmb_wingspan_in,vcmb_wingspan_minus_height_in,vmb_age_reported_years,vmb_college_class_year,vmb_listed_bmi,vmb_listed_height_in,vmb_listed_weight_lb,vmb_position_c,vmb_position_pf,vmb_position_pg,vmb_position_sf,vmb_position_sg
Pbc9cc4070d,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ad01302af,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,23.816323397467009,6.7000000000000002,,,74.75,73.5,11.199999999999999,35,,,,,,,,,,,,,,,,,,,,,,,99.5,30,3.1499999999999999,183,78,4.5,,,,,,,,,,
Pe6c8b117c8,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26.394787955401974,6.7000000000000002,,,76.25,75.5,10.699999999999999,36.5,,,,,,,,,,,,,,,,,,,,,,,102,31.5,3.1899999999999999,214,81,5.5,,,,,,,,,,
P6547eb6540,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7aeaf13cc2,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.208026007511865,9.3000000000000007,,,75.75,74.5,,,,,,,,,,,,,,,,,,,,,,,,,98,,,199,76.5,2,,,,,,,,,,
P3dd4b68d3d,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc02213b2fe,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24.069108638818467,6.7000000000000002,,,82.75,81.25,10.75,33.5,,,,,,,,,,,,,,,,,,,,,,,105.5,29.5,3.25,226,84,2.75,,,,,,,,,,
Pffd0721d82,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.433825454906227,6.7000000000000002,,,87.25,85.75,12.609999999999999,26.5,,,,,,,,,,,,,,,,,,,,,,,111.5,24,3.6000000000000001,266,89.5,3.75,,,,,,,,,,
P984d62c606,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbc201d669f,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8eebd87e26,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.641468216667413,6.7000000000000002,,,76.5,75.5,,,,,,,,,,,,,,,,,,,,,,,,,100,,,216,81,5.5,,,,,,,,,,
Pcc92138fb2,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,25.903991070810072,9.9000000000000004,,,72.75,72,,,,,,,,,,,,,,,,,,,,,,,,,96.5,,,191,78.5,6.5,,,,,,,,,,
Paf7b3d5c90,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb3e080e381,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,26.175237050609134,6.7000000000000002,,,73.25,72,10.449999999999999,35,,,,,,,,,,,,,,,,,,,,,,,98,31.5,3.1400000000000001,193,78.5,6.5,,,,,,,,,,
P8438cd9418,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20571734e6,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,22.643324067853079,8,,,80.25,79,11.630000000000001,32,,,,,,,,,,,,,,,,,,,,,,,107.5,29.5,3.29,201,86,7,,,,,,,,,,
P46af6c0052,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24.505561955144195,6,,,78.5,77.25,10.91,34.5,,,,,,,,,,,,,,,,,,,,,,,102,28.5,3.1699999999999999,208,82,4.75,,,,,,,,,,
P92a5884e77,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd2c0348ebe,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25.279150041421886,9.3000000000000007,,,82,80.5,12.130000000000001,31.5,,,,,,,,,,,,,,,,,,,,,,,108.5,28,3.27,233,86,5.5,,,,,,,,,,
Pfa91aaf1ef,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe4ea2d8948,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,25.546069100348532,10.800000000000001,,,81.5,80.25,11.15,31,,,,,,,,,,,,,,,,,,,,,,,108.5,29.5,3.25,234,85,4.75,,,,,,,,,,
Pf2b6b60b16,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27.019273262708243,6,,,73.75,72.5,10.970000000000001,32,,,,,,,,,,,,,,,,,,,,,,,98.5,29,3.1000000000000001,202,79.5,7,,,,,,,,,,
P35d8517b9d,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd6e783f74c,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27d4bedf9b,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.278106013712506,7.2999999999999998,,,76,74.75,,,,,,,,,,,,,,,,,,,,,,,,,100,,,185,79,4.25,,,,,,,,,,
P51ef89c5e3,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P063b0ea350,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15657a7054,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P391abc2490,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26.781429216566199,14.1,,,85,83.25,,,,,,,,,,,,,,,,,,,,,,,,,113,,,264,88.5,5.25,,,,,,,,,,
P8cdc1bb5f1,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P80665441e6,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2b413e3467,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25.605571764053124,18.5,,,79.5,78.25,11.380000000000001,32,,,,,,,,,,,,,,,,,,,,,,,106,31,3.1899999999999999,223,83,4.75,,,,,,,,,,
P16796cf3ab,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4abddfb1a4,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23c2e6b3e7,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,25.436011502713921,6.7000000000000002,,,69.75,68.75,10.630000000000001,34.5,,,,,,,,,,,,,,,,,,,,,,,92,29,3.0800000000000001,171,73,4.25,,,,,,,,,,
P868c4004ba,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26.67033135629773,7.2999999999999998,,,78,76.5,11.92,31,,,,,,,,,,,,,,,,,,,,,,,106,26.5,3.1499999999999999,222,84,7.5,,,,,,,,,,
P630cc033c0,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,28.891765538296699,16.300000000000001,,,81.5,80,13.32,25,,,,,,,,,,,,,,,,,,,,,,,109,23,3.3999999999999999,263,85.5,5.5,,,,,,,,,,
P5c6144028a,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34cc8e28e0,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pddd42c77c5,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25.722057791676566,12.9,,,83.75,82,12.65,26,,,,,,,,,,,,,,,,,,,,,,,109,22,3.5600000000000001,246,84.5,2.5,,,,,,,,,,
P42d0d6de9a,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,25.784598532138837,,,,82.5,81.5,11.6,31,,,,,,,,,,,,,,,,,,,,,,,110.5,27.5,3.3799999999999999,243.59999999999999,86.5,5,,,,,,,,,,
P471bec0288,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25.07367323296808,,,,80.5,79.5,10.84,34,,,,,,,,,,,,,,,,,,,,,,,103,31,3.3399999999999999,225.40000000000001,85.5,6,,,,,,,,,,
Pdd972253d5,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24.067901501245988,,,,80.5,79.25,,38,,,,,,,,,,,,,,,,,,,,,,,108,33,3.2200000000000002,215,86,6.75,,,,,,,,,,
Pe68742d859,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,25.369950142343271,,,,81,79.75,10.800000000000001,32.5,,,,,,,,,,,,,,,,,,,,,,,106.5,30.5,3.1899999999999999,229.5,84,4.25,,,,,,,,,,
P74b9613d69,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.521436636039503,,,,75.25,74.25,12.130000000000001,31.5,,,,,,,,,,,,,,,,,,,,,,,98,26.5,3.3100000000000001,176.59999999999999,74.75,0.5,,,,,,,,,,
Pf72d9be4b9,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0ad0c7ed95,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24.54902673654145,,,,74.25,72.75,10.49,39,,,,,,,,,,,,,,,,,,,,,,,96.5,31.5,3.29,184.80000000000001,77.5,4.75,,,,,,,,,,
P26b57d2aae,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbd8640195d,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf1999192da,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,27.203890998233614,,,,78.75,77.5,10.699999999999999,33,,,,,,,,,,,,,,,,,,,,,,,104.5,30,3.3399999999999999,232.40000000000001,82,4.5,,,,,,,,,,
Pa24dadc449,2015,0,5.4000000000000004,0.42859999999999998,0.42860000999999998,7.5999999999999996,1.3213999999999999,19.899999999999999,3.3214000000000001,37,30,56.600000000000001,0.56599999999999995,129,73,0,0,0,4.5999999999999996,0.67100000000000004,61.200000000000003,28,46,34.100000000000001,17.607099999999999,13.199999999999999,1.9642999999999999,7.1071,83,58,0.59999999999999998,0.17860000000000001,0,16.600000000000001,59.75,20.399999999999999,0.30681818181818182,1.4642857142857142,2.9403398718661742,0.038999999999999799,,,,,,0.67256637168141598,0.42857142857142855,1.3214285714285714,3.3214285714285716,2.8214285714285716,1.8928571428571428,28,1.9642857142857142,2.0357142857142856,7.1071428571428568,0.17857142857142858,0,0,1,4.6071428571428568,2.6071428571428572,0.2104485981308411,1.1121951219512196,,,,,,,,,,5.9107142857142847,0.10997428588667391,0.60869565217391308,0.71678088925076788,4.1565236051502144,0.20000000000000001,0.93333333333333324,1,0.93333333333333324,0.20000000000000001,0.20000000000000001,0.93333333333333324,0.6333333333333333,0.367938661491924,6.9813115960309906,2.3740433776686718,4.5861721755012361,3.5734376460202379,0.83641292470576833,4.3533364673778907,5.0173963143427347,3.0673756436652022,0.29429458489325938,0,0.82978723404255317,0.6767676767676768,0.35526315789473678,0.34000000000000002,0.55029585798816572,0.7191011235955056,0.2868217054263566,0.093824228028503501,0.086885245901639305,0.11369863013698631,0,0,0.1180989864374435,0.54660529344073649,0.083973128598848368,0.68367346938775508,0.49367408906882593,0.047416891372088876,0.42611336032388664,6.333333333333333,0.34946677604593929,0.48606060606060608,0.44625719769673705,0.33781190019193857,64.805555555555557,57.888888888888886,0.31957773512476007,0.20201535508637236,71.138888888888886,54.888888888888886,0.56294536817102137,0.28441295546558704,0.23431174089068826,,26.776939716735068,5.7999999999999998,9.5,10.25,80.5,79.25,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,,239.19999999999999,87.5,8.25,19.600000000000001,1,25.610978438311093,81,239,1,1,0,0,0
