pid,draft_year,was_drafted,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042,cgd_ast_pg,cgd_blk_pg,cgd_drb_pg,cgd_ft_a_pg,cgd_ft_m_pg,cgd_observed_gp,cgd_orb_pg,cgd_pf_pg,cgd_points_pg,cgd_stl_pg,cgd_three_a_pg,cgd_three_m_pg,cgd_tov_pg,cgd_two_a_pg,cgd_two_m_pg,f50_assist_usage_efficiency,f50_balanced_stocks,f50_career_slope_ast_tov,f50_career_slope_drb,f50_career_slope_ftp,f50_career_slope_ftr,f50_career_slope_minutes,f50_career_slope_orb,f50_career_slope_three_p,f50_career_slope_ts,f50_career_slope_two_p,f50_foul_adjusted_rebounds,f50_minutes_concentration,f50_nondunk_rim_pct,f50_peer_creation_density,f50_peer_defense_density,f50_peer_rank_ast,f50_peer_rank_blk,f50_peer_rank_drb,f50_peer_rank_orb,f50_peer_rank_stl,f50_peer_rank_tov,f50_peer_rank_ts,f50_peer_rank_usage,f50_peer_rim_diet,f50_peer_sd_ast,f50_peer_sd_blk,f50_peer_sd_drb,f50_peer_sd_orb,f50_peer_sd_stl,f50_peer_sd_tov,f50_peer_sd_ts,f50_peer_sd_usage,f50_peer_three_diet,f50_perimeter_ft_agreement,f50_posterior_dunk,f50_posterior_ft,f50_posterior_mid,f50_posterior_three,f50_posterior_two,f50_rim_ft_pressure,f50_team_share_dunk_a,f50_team_share_fta,f50_team_share_ftm,f50_team_share_rim_a,f50_team_share_three_a,f50_team_share_three_m,f50_usage_concentration,tctx_assists_per_made_fg,tctx_blocks_per_opponent_fga,tctx_defensive_rebound_share,tctx_efg,tctx_efg_margin,tctx_ft_attempts_per_fga,tctx_margin_pg,tctx_offensive_rebound_share,tctx_opponent_assists_per_made_fg,tctx_opponent_efg,tctx_opponent_ft_attempts_per_fga,tctx_opponent_points_pg,tctx_opponent_shot_attempts_pg,tctx_opponent_three_attempt_share,tctx_opponent_turnovers_per_fga,tctx_points_pg,tctx_shot_attempts_pg,tctx_steals_per_opponent_turnover,tctx_three_attempt_share,tctx_turnovers_per_fga,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_height_with_shoes_in,vcmb_height_without_shoes_in,vcmb_lane_agility_s,vcmb_max_vertical_in,vcmb_modified_lane_agility_s,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_made,vcmb_on_move_15ft_pct,vcmb_on_move_college3_attempted,vcmb_on_move_college3_made,vcmb_on_move_college3_pct,vcmb_spot_15ft_attempted,vcmb_spot_15ft_made,vcmb_spot_15ft_pct,vcmb_spot_college3_attempted,vcmb_spot_college3_made,vcmb_spot_college3_pct,vcmb_spot_nba3_attempted,vcmb_spot_nba3_made,vcmb_spot_nba3_pct,vcmb_standing_reach_in,vcmb_standing_vertical_in,vcmb_three_quarter_sprint_s,vcmb_weight_lb,vcmb_wingspan_in,vcmb_wingspan_minus_height_in,vmb_age_reported_years,vmb_college_class_year,vmb_listed_bmi,vmb_listed_height_in,vmb_listed_weight_lb,vmb_position_c,vmb_position_pf,vmb_position_pg,vmb_position_sf,vmb_position_sg
P46c8e8cb1c,2015,0,17.199999999999999,2.4443999999999999,1.6296000500000001,0.69999999999999996,0.19439999999999999,11.300000000000001,3,5,5,47.899999999999999,0.48399999999999999,279,135,0.29399999999999998,34,10,1.6000000000000001,0.63700000000000001,29.100000000000001,35,150,82.400000000000006,32.8611,7.7999999999999998,2.1943999999999999,10.1944,128,86,2.7000000000000002,1.4167000000000001,0.108626198083067,15.4,50.25,19.699999999999999,1.0487804878048781,1.3076923076923077,2.8803793235802382,-0.00075000000000000002,,,,,0.6457142857140431,0.65822784810126578,2.4285714285714284,0.20000000000000001,3.0285714285714285,2.6000000000000001,1.6571428571428573,35,2.2285714285714286,1.3428571428571427,10.228571428571428,1.3714285714285714,0.97142857142857142,0.2857142857142857,1.5428571428571429,7.9714285714285715,3.8571428571428572,0.70295652173913048,1.1117647058823528,0.17410507857138149,-0.26857142857148758,0.019371428571415598,-1.5771428571431561,7.6085714285692347,-0.29142857142838258,0.038857142857131599,1.2748571428569595,0.0049714285714302,7.3461538461538467,0.10493715348726559,0.65853658536585369,0.63533805429463619,5.2542364767831513,0.8666666666666667,0.46666666666666667,0.46666666666666667,0.66666666666666663,0.80000000000000004,0.33333333333333331,0.59999999999999998,0.43333333333333329,0.32252059715584902,5.5011957020759139,4.0744604754663838,3.121915704419822,4.8662918676457547,0.91562150393264163,5.2919894666716836,5.6807971690422949,5.6223849280907414,0.31323516547566488,0.070460236594421896,0.93333333333333324,0.64864864864864868,0.33888888888888891,0.3214285714285714,0.48589341692789961,0.47598005891683659,0.071428571428571397,0.13521545319465081,0.13679245283018859,0.22775800711743771,0.059859154929577399,0.054945054945054903,0.1167792254013674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf326870436,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb88771c23a,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P96a831649e,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcb1e0b77ca,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4879fe4868,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe528778159,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pef9b8757a6,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7ab7e9a49e,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0fde3dedb2,2016,1,27.399999999999999,4.7878999999999996,1.4234450999999999,2.5,0.81820000000000004,26.800000000000001,8.6364000000000001,61,56,56.100000000000001,0.56100000000000005,383,215,0.33300000000000002,3,1,3.2000000000000002,0.67000000000000004,76.900000000000006,33,161,86.5,34.878799999999998,9.5999999999999996,3.1212,19.151499999999999,220,159,3.1000000000000001,1.9697,0.0077720207253886,18.600000000000001,59.950000000000003,28.199999999999999,1.3979591836734693,1.3333333333333333,3.8170526359586212,0.81590000000000018,,,,,,0.70799999999999996,4.7878787878787881,0.81818181818181823,8.6363636363636367,9,6.0303030303030303,33,3.1212121212121211,2.7878787878787881,19.151515151515152,1.9696969696969697,0.090909090909090912,0.030303030303030304,3.3636363636363638,11.606060606060606,6.5151515151515156,0.76382191780821906,2.7678571428571432,,,,,,,,,,8.6666666666666661,0.11303580980248849,0.64779874213836475,0.75411271944533309,3.1527334300919212,0.92307692307692324,0.73076923076923073,1,0.92307692307692324,0.76923076923076927,0.69230769230769229,0.84615384615384615,1,0.3190518314121924,6.8590186077569584,1.1091952755854584,2.8478127436948459,2.9317697657149977,0.84671926519222795,6.9267889479316578,5.7188649199769879,3.2623559598918175,0.39834276721889211,0.0052222095094882001,0.91549295774647876,0.67192429022082023,0.35078534031413611,0.33962264150943389,0.55555555555555558,0.67871796856855304,0.48031496062992118,0.3469626168224299,0.34973637961335668,0.30136986301369861,0.0048387096774193004,0.0049261083743842001,0.1338132725104561,0.5540983606557377,0.044532409698169226,0.70138323840520744,0.51080402010050252,-0.0067615415026642811,0.43015075376884421,1.7878787878787878,0.29797570850202432,0.48306010928961751,0.5175655616031668,0.33399307273626916,77.060606060606062,61.242424242424242,0.37060860959920833,0.22563087580405738,78.848484848484844,60.303030303030305,0.57675438596491224,0.31155778894472363,0.19798994974874373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.899999999999999,1,24.990129317929672,82,239,0,1,0,1,0
P53f786523f,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,21.894900403987666,85,225,0,1,0,0,0
P620501ed0d,2016,1,11.4,1.8,0.68477518000000004,2.7000000000000002,0.88570000000000004,28.199999999999999,8.8000000000000007,24,22,61.200000000000003,0.61499999999999999,364,224,0.35699999999999998,14,5,4,0.76800000000000002,51.299999999999997,35,149,79.900000000000006,32.057099999999998,11.6,3.0286,17.485700000000001,214,157,1.1000000000000001,0.59999999999999998,0.037037037037037,18.5,65.090000000000003,26,0.58461538461538465,0.76000000000000001,4.0496636609769574,0.9054000000000002,,,,,4.1000000000027885,0.71721311475409832,1.8,0.88571428571428568,8.8000000000000007,5.5428571428571427,4.2571428571428571,35,3.0285714285714285,3.2285714285714286,17.485714285714284,0.59999999999999998,0.40000000000000002,0.14285714285714285,2.6285714285714286,10.4,6.4000000000000004,0.34411111111111109,1.5631578947368423,0.1254553500000854,4.0000000000027249,0.1070000000000727,-3.700000000002527,25.800000000017569,-1.6000000000010903,0.35700000000024312,-1.2900000000008729,-0.041000000000028,7.9599999999999991,0.13637586489092179,0.71052631578947367,0.76709676826859419,2.8386190476190469,0.63636363636363635,0.90909090909090917,1,0.90909090909090917,0.27272727272727271,0.63636363636363635,0.90909090909090917,0.90909090909090917,0.28729833787490772,5.9627370404542779,0.71822764307628217,2.518338276218941,2.5674712087180978,0.73769588850887768,4.03840900594773,4.8587163676447318,5.0739863862718986,0.4475914476740121,0.0282104534440983,0.91176470588235281,0.76168224299065423,0.44134078212290501,0.34375,0.60396039603960394,0.64606353591160226,0.59999999999999998,0.27953890489913541,0.28326996197718629,0.31892697466467951,0.019471488178025,0.018382352941176398,0.156623624692629,0.49653808110781406,0.051222888786340563,0.74095102909865151,0.55307396733909697,0.10729639465797097,0.34005763688760809,13.333333333333334,0.32510638297872341,0.43189755529685681,0.445777572681126,0.28149515459160129,65.555555555555557,60.194444444444443,0.3308721735117674,0.17305029995385326,78.888888888888886,57.833333333333336,0.49333333333333335,0.3549471661863593,0.20076849183477424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.100000000000001,2,24.153639633647508,82,231,1,1,0,0,0
Pf93789f1b5,2016,1,33.700000000000003,5.2121000000000004,1.8900855400000001,1,0.33329999999999999,11.6,3.6061000000000001,15,13,49.200000000000003,0.437,215,94,0.40600000000000003,101,41,3.3999999999999999,0.79900000000000004,61.399999999999999,33,98,75.299999999999997,30.363600000000002,1.5,0.39389999999999997,14.1212,118,63,2.2999999999999998,1.2121,0.31962025316455689,19.699999999999999,57.090000000000003,26.399999999999999,1.6280193236714977,0.74999999999999989,4.2131266472924338,0.45376000000000011,,,,,6.5000000000044231,0.54729729729729726,5.2121212121212119,0.33333333333333331,3.606060606060606,5.8787878787878789,4.6969696969696972,33,0.39393939393939392,2.5757575757575757,14.121212121212121,1.2121212121212122,3.0606060606060606,1.2424242424242424,2.7575757575757578,6.5151515151515156,2.8484848484848486,0.98763138686131402,1.3939393939393938,-0.4084048600002782,-2.8000000000019107,-0.0090000000000061992,14.800000000010071,3.6000000000024412,-0.80000000000054472,-0.033000000000022497,-1.4600000000009854,0.013000000000008701,2.9772727272727271,0.1112053176788588,0.4854368932038835,0.68392607282755802,3.8815355628827137,1,0.73076923076923073,0.38461538461538458,0.2307692307692307,1,0.92307692307692324,0.53846153846153844,0.92307692307692324,0.32819774949925568,4.0601500972989495,3.5410697743409192,3.8325831371432422,3.4939227620290887,0.37622506666759842,5.3529306209594996,5.7584164400952256,4.0328255961123212,0.39713606061029849,0.25241038684490708,0.88,0.78971962616822433,0.3359375,0.38410596026490068,0.44705882352941179,0.50667729718955556,0.1339285714285714,0.25970548862115128,0.29865125240847779,0.19032258064516119,0.14145658263305319,0.15018315018315009,0.1241806141690996,0.56826137689614931,0.089522872602065914,0.70744288872512895,0.52873869079297497,0.09809432286380626,0.39755188930282065,8.5151515151515156,0.27193744569939182,0.4375,0.43064436792916871,0.34431874077717661,67.424242424242422,61.606060606060609,0.30595179537629119,0.1603541564190851,75.939393939393938,56.939393939393938,0.42638036809815949,0.37998935604044703,0.2054284193720064,,25.562711800582385,5.2000000000000002,9,9.75,76,74.5,10.449999999999999,38,3.0099999999999998,,,,,,,,,,,,,,,,,,,,,,100,32.5,3.1899999999999999,201.80000000000001,83.25,8.75,,,,,,,,,,
P4a1b07df85,2016,1,9.8000000000000007,1.5,0.86440388000000001,0.59999999999999998,0.17649999999999999,15.1,4,25,23,54.100000000000001,0.51800000000000002,251,130,0.38700000000000001,142,55,3,0.81299999999999994,32.600000000000001,34,122,74.299999999999997,29.823499999999999,5,1.2941,15.5588,129,87,1.8,0.94120000000000004,0.361323155216285,14,58.289999999999999,23,0.65333333333333343,0.59999999999999998,3.9510274847460392,0.24869999999999989,,,,,,0.660377358490566,1.5,0.17647058823529413,4,3.7647058823529411,3.0588235294117645,34,1.2941176470588236,2.2058823529411766,15.558823529411764,0.94117647058823528,4.1764705882352944,1.6176470588235294,1.7352941176470589,7.382352941176471,3.8235294117647061,0.35116666666666668,0.90000000000000013,,,,,,,,,,5.0250000000000004,0.11189231999999991,0.61538461538461542,0.63873121282476997,4.5126614987080096,0.63636363636363635,0.45454545454545447,0.45454545454545447,0.36363636363636359,0.45454545454545447,0.090909090909090898,0.81818181818181823,0.77272727272727271,0.4364066102744808,8.2116663962109762,3.9280723746395418,4.1515079756273012,3.238731287755368,0.70132311217256016,3.3370744790010076,4.5616194683705427,4.8484869446670622,0.27109933555819937,0.28808197510487588,0.91428571428571437,0.79729729729729726,0.36184210526315791,0.375,0.51546391752577314,0.41244547315944091,0.20661157024793389,0.16601815823605701,0.19402985074626861,0.1651728553137003,0.22015503875968989,0.25,0.12973459596898951,0.47784810126582278,0.070166582534073707,0.71735537190082643,0.51811949069539665,0.0095379662128121101,0.37757100881488737,4,0.32771693344566133,0.5108571428571429,0.50858152448258453,0.36749116607773852,74,58.264705882352942,0.37001514386673395,0.23422513881877841,78,60.058823529411768,0.52370689655172409,0.31586679725759059,0.21596474045053868,,23.40995679409016,6.9000000000000004,8.5,9,76.5,75.5,,,,,,,,,,,,,,,,,,,,,,,,,100.5,,,189.80000000000001,79,3.5,19.5,1,22.530480710312069,77,190,0,0,0,0,1
P47380ec945,2016,1,6.2999999999999998,0.76470000000000005,0.37681086000000003,5.9000000000000004,1.6175999999999999,11.699999999999999,2.8824000000000001,65,52,56.200000000000003,0.56999999999999995,279,159,0.34999999999999998,60,21,6.5,0.68500000000000005,38.299999999999997,34,133,61.200000000000003,24.911799999999999,9.8000000000000007,2.5,13.823499999999999,145,102,1.8999999999999999,0.94120000000000004,0.17699115044247779,17.600000000000001,58.640000000000001,23.699999999999999,0.33870967741935482,1.04,3.3395101663927886,0.31967999999999991,,,,,,0.68571428571428572,0.76470588235294112,1.6176470588235294,2.8823529411764706,3.8235294117647061,2.6176470588235294,34,2.5,4.0588235294117645,13.823529411764707,0.94117647058823528,1.7647058823529411,0.61764705882352944,2.0294117647058822,8.2058823529411757,4.6764705882352944,0.21017004048582991,2.8743589743589744,,,,,,,,,,2.8666666666666667,0.1208203633125105,0.625,0.76342354724537764,4.4128333713243686,0.53846153846153844,0.84615384615384615,0.46153846153846151,0.76923076923076927,0.69230769230769229,0.61538461538461542,0.84615384615384615,0.84615384615384615,0.33783948047408419,10.421740862629338,3.3156455369666946,2.9252692167207401,2.706637846076827,0.68045943222645822,3.4155220846545702,7.6560769162622009,5.9438251176852086,0.35036499830386209,0.12153392330383481,0.81333333333333335,0.68666666666666665,0.41717791411042943,0.3454545454545454,0.56112852664576807,0.51034830893488137,0.40625,0.13948497854077249,0.13165680473372779,0.19230769230769229,0.079787234042553196,0.0843373493975903,0.14958783860438471,0.50622406639004147,0.10216290842153705,0.64311726147123083,0.48099867432611576,0.0017073719791300124,0.41184268669907204,3.0882352941176472,0.33380381086803107,0.46260683760683763,0.47929130234698575,0.44592728946157384,80.82352941176471,63.911764705882355,0.29360331339162449,0.25448688449148643,83.911764705882348,66.558823529411768,0.47016274864376129,0.33230225364560317,0.207688908528502,,25.122865098819947,8.5,9,9,82,80.75,11.93,38.5,3.0499999999999998,,,,,,,,,,,,,,,,,,,,,,105,32.5,3.2599999999999998,233,84.25,3.5,18.899999999999999,1,24.362762054718047,82,233,0,1,0,0,0
P9668122fb9,2016,1,7.5,0.7429,0.86676001000000003,10.199999999999999,1.8286,19,3.3999999999999999,51,50,59.799999999999997,0.59799999999999998,199,119,0,0,0,4.9000000000000004,0.60499999999999998,19.100000000000001,35,77,46.100000000000001,18.571400000000001,13.6,2.0571000000000002,7.4570999999999996,121,87,0.80000000000000004,0.2571,0,14.800000000000001,60.119999999999997,18.5,0.47468354430379739,1.8644067796610169,2.2164547959084362,-0.15179999999999991,,,,,,0.69536423841059603,0.74285714285714288,1.8285714285714285,3.3999999999999999,1.0857142857142856,0.65714285714285714,35,2.0571428571428569,2.2857142857142856,7.4571428571428573,0.25714285714285712,0,0,0.8571428571428571,5.6857142857142859,3.3999999999999999,0.32769230769230773,1.4836363636363636,,,,,,,,,,5.5254237288135588,0.093890080000000001,0.52857142857142858,1.0559152181354128,3.1955276492619524,0.1333333333333333,1,0.73333333333333328,0.93333333333333324,0.20000000000000001,0.20000000000000001,0.73333333333333328,0.53333333333333333,0.34377521751817292,12.802765847715644,1.8044622824358416,7.1837017693817753,4.8925338050327056,0.60866118115947732,5.4886851177099931,7.381570288222683,5.0875237882289976,0.35227686689091792,0,0.96721311475409844,0.63793103448275867,0.41121495327102803,0.34000000000000002,0.58158995815899583,0.63842017430001852,0.36170212765957449,0.060995184590690199,0.0506607929515418,0.17536231884057971,0,0,0.1120424430696432,0.71258671952428143,0.087407407407407406,0.75681650700073688,0.56280076997112605,0.13020817737853346,0.29980750721847932,15.657142857142857,0.37065972222222221,0.48708010335917312,0.43259259259259258,0.34074074074074073,64.142857142857139,57.857142857142854,0.32493827160493827,0.16543209876543211,79.799999999999997,59.371428571428574,0.46567164179104475,0.35563041385948024,0.20019249278152068,,25.261914022689115,9.6999999999999993,9,9.25,82.5,81.25,,,,,,,,,,,,,,,,,,,,,,,,,108.5,,,237.19999999999999,86.5,5.25,19.5,1,24.187471385466797,83,237,1,1,0,0,0
P9155961dd2,2016,1,41.799999999999997,6.2423999999999999,1.7758307799999999,1.8999999999999999,0.60609999999999997,14.800000000000001,4.2423999999999999,29,27,49.899999999999999,0.47699999999999998,298,142,0.372,113,42,3.3999999999999999,0.69499999999999995,46.200000000000003,33,138,76.900000000000006,32.969700000000003,3.5,1.0909,16.424199999999999,157,99,4.2999999999999998,2.4847999999999999,0.27493917274939172,20.899999999999999,54.060000000000002,29.300000000000001,1.908675799086758,1.4090909090909087,3.6503300324924082,0.37758000000000019,,,,,4.9999999999982974,0.62566844919786091,6.2424242424242422,0.60606060606060608,4.2424242424242422,5.7575757575757578,4,33,1.0909090909090908,2.8181818181818183,16.424242424242426,2.4848484848484849,3.4242424242424243,1.2727272727272727,3.5151515151515151,9.0303030303030312,4.3030303030303028,1.0912145214521451,2.6354838709677422,0.0646218849999637,1.0799999999994836,-0.029899999999973701,2.5299999999974432,15.689999999992189,-0.75000000000000688,0.060899999999962297,3.8569999999980582,0.034399999999984998,4.1590909090909092,0.1304931046373933,0.5625,0.70974825263910024,3.172478147885661,1,0.75,0.58333333333333337,0.29166666666666669,0.91666666666666663,0.75,0.75,1,0.30898363483626617,8.7248022538234515,1.6164869049076327,3.5257605256959836,2.408523889525013,0.48363983470784699,5.5537260633538477,5.2135588724159465,5.4540914823629754,0.4037565001381635,0.19114818676862469,0.92307692307692324,0.69523809523809521,0.3214285714285714,0.3619631901840491,0.47928994082840232,0.48645369995956322,0.3258426966292135,0.24327784891165169,0.2332155477031802,0.2288629737609329,0.14561855670103091,0.16867469879518071,0.1613582199986795,0.62429057888762773,0.059506531204644414,0.69692058346839547,0.48041089345437171,-0.012816005432904509,0.37314859053989491,3.4857142857142858,0.30431491294473884,0.50605060506050603,0.49322689888727622,0.27963231736816641,70.142857142857139,59.057142857142857,0.33139816158684082,0.24625060474117078,73.628571428571433,59.799999999999997,0.44990176817288802,0.37075967510750119,0.18967988533205923,,,,,,76.25,75,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,81.5,6.5,22.199999999999999,3,24.95312739370285,76,205,0,0,1,0,0
P9264b6e63a,2016,1,11,1.7879,0.75643084999999999,4.4000000000000004,1.4847999999999999,24.100000000000001,7.5758000000000001,6,5,48,0.495,331,164,0.28799999999999998,104,30,3,0.749,43.899999999999999,33,218,82.599999999999994,33.545499999999997,7.7999999999999998,2.1515,17,112,69,1.3999999999999999,0.84850000000000003,0.23908045977011491,15,53.350000000000001,25.800000000000001,0.6875,1.4500000000000002,3.937864033648808,0.19430000000000011,,,,,,0.61267605633802813,1.7878787878787878,1.4848484848484849,7.5757575757575761,5.7878787878787881,4.333333333333333,33,2.1515151515151514,2.5454545454545454,17,0.84848484848484851,3.1515151515151514,0.90909090909090906,2.3636363636363638,10.030303030303031,4.9696969696969697,0.3488805970149253,2.1241379310344826,,,,,,,,,,7.9749999999999996,0.12829815560583141,0.60377358490566035,0.69366164672332087,3.8178922155688619,0.54545454545454541,0.90909090909090917,1,0.72727272727272729,0.36363636363636359,0.27272727272727271,0.54545454545454541,1,0.39639586888124961,8.1424962383650428,1.662128873414777,2.6646798771555544,4.3794678042034727,0.93887729026377198,5.0788886311721475,5.8881723637229051,2.9629259794399183,0.32930497642846718,0.17789399139292911,0.875,0.74407582938388628,0.43145161290322581,0.30519480519480519,0.49595687331536381,0.37769728729963009,0.089552238805970102,0.25,0.25765765765765758,0.16279069767441859,0.1818181818181818,0.15463917525773191,0.1427030104276813,0.6029411764705882,0.066087795465508928,0.69298245614035092,0.51959745762711862,0.032863255986983531,0.40466101694915252,2.0909090909090908,0.28093947606142727,0.60270880361173818,0.48673420164013509,0.27978774722624217,74.181818181818187,62.81818181818182,0.34635793535938253,0.22286541244573083,76.272727272727266,57.212121212121211,0.55844155844155841,0.30296610169491528,0.25688559322033899,,25.303812949535484,11.199999999999999,8.5,9.75,83.5,82,,,,,,,,,,,,,,,,,,,,,,,,,108,,,242,86.25,4.25,19.399999999999999,1,24.113214040912212,84,242,0,1,0,0,0
P4ec4ee54f1,2016,1,12.699999999999999,2.0270000000000001,0.66369796000000003,1.3999999999999999,0.48649999999999999,13,4.4865000000000004,22,18,62.299999999999997,0.55200000000000005,279,154,0.45700000000000002,322,147,2.2999999999999998,0.88,33.299999999999997,37,101,87.599999999999994,35.378399999999999,4,1.2432000000000001,25,178,119,1.8,1.1351,0.53577371048252909,17.100000000000001,66.450000000000003,28.399999999999999,0.70165745856353579,0.96969696969696983,4.6669083190919869,1.3817999999999999,,,,,2.7699999999990355,0.65865384615384615,2.0270270270270272,0.48648648648648651,4.4864864864864868,5.4054054054054053,4.756756756756757,37,1.2432432432432432,2.0540540540540539,25,1.1351351351351351,8.7027027027027035,3.9729729729729728,3.0540540540540539,7.5405405405405403,4.1621621621621623,0.35810544217687068,1.575,-0.1466197459999396,1.0499999999995082,0.0213999999999861,5.5299999999977887,10.619999999997102,-1.2999999999995691,0.0632999999999804,5.7079999999979831,0.0169999999999925,5.1515151515151514,0.1285206266085315,0.64743589743589747,0.74017669674054265,4.618763636363636,0.8571428571428571,0.6428571428571429,0.6428571428571429,0.3571428571428571,0.5714285714285714,0.14285714285714279,1,1,0.37076567959170581,8.0700833190005312,3.8612414110179358,4.5018206719857341,3.2030212642858618,0.98910593393222779,3.5883846724436932,6.1336189575338125,3.4292696347695166,0.33120973788909602,0.46271365905309331,0.84375,0.86363636363636365,0.3587786259541984,0.44086021505376338,0.54545454545454541,0.38606676342525398,0.20754716981132071,0.27247956403269757,0.33207547169811319,0.2455172413793103,0.35540838852097129,0.3848167539267015,0.15158807280443259,0.5275049115913556,0.081244598098530685,0.6946354883081155,0.54337078651685389,0.071460674157303339,0.32988764044943819,8.621621621621621,0.3123561013046815,0.43126967471143757,0.47191011235955055,0.28349178910976663,71.054054054054049,62.54054054054054,0.35652549697493519,0.20267934312878133,79.675675675675677,60.135135135135137,0.5266524520255863,0.40719101123595508,0.21752808988764044,,26.024808672850366,6.0999999999999996,8.5,9,77,75.75,,,,,,,,,,,,,,,,,,,,,,,,,101,,,212.40000000000001,81.25,5.5,22.5,4,25.139273213611364,77,212,0,0,0,0,1
