pid,draft_year,was_drafted,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,vcons_mock_mean_rank,vcons_mock_best_rank,vcons_mock_rank_range,vcons_mock_n_sources,f50_career_slope_usage,f50_posterior_rim
P2cac6d11e4,2017,0,27.399999999999999,4.4375,1.5434782600000001,2.3999999999999999,0.6875,17.100000000000001,4.4375,12,12,50.299999999999997,0.47999999999999998,252,121,0.37,108,40,3.1000000000000001,0.77800000000000002,35,30,138,82,32.625,2.2000000000000002,0.59379999999999999,15.2812,113,65,3.2000000000000002,1.7188000000000001,0.29999999999999999,18.600000000000001,54.780000000000001,28.5,1.3979591836734693,1.3658536585365857,3.7687775532647838,0.40630000000000011,,,,,-0.63999999999995549,0.58041958041958042
P7dfb5a7395,2017,0,14.6,2.2121,1.1060500099999999,3.3999999999999999,0.90910000000000002,16.5,4.2727000000000004,36,35,58,0.57499999999999996,287,165,0.40000000000000002,70,28,3.2000000000000002,0.66000000000000003,42.899999999999999,31,157,81.799999999999997,32.909100000000002,3.1000000000000001,0.84850000000000003,16.636399999999998,130,93,2.2999999999999998,1.4241999999999999,0.19607843137254899,14.800000000000001,59.93,23.699999999999999,0.92405063291139244,1.357142857142857,3.324388717592996,0.3674099999999999,,,,,1.4999999999995228,0.69374999999999998
P73cc673745,2017,0,14.5,2.3999999999999999,1.4736584100000001,4.5,1.0857000000000001,18,5.1714000000000002,31,30,56.200000000000003,0.56599999999999995,279,158,0.20000000000000001,5,1,3.2999999999999998,0.625,45.100000000000001,35,135,80.799999999999997,32.314300000000003,10.1,2.6000000000000001,11.4,148,104,1.7,0.88570000000000004,0.017605633802816899,16.100000000000001,57.859999999999999,19.5,0.8479532163742689,1.4418604651162792,3.0373827527260451,-0.039299999999999898,,,,,-0.85999999999970955,0.6853932584269663
P95ea622240,2017,0,22.800000000000001,3.3125,1.2770837799999999,0.80000000000000004,0.28120000000000001,11.800000000000001,3.625,2,2,56.399999999999999,0.54500000000000004,224,122,0.39200000000000002,189,74,2.2000000000000002,0.73399999999999999,38.299999999999997,32,132,81.900000000000006,34.3125,4.4000000000000004,1.25,18.1875,91,55,0.69999999999999996,0.40620000000000001,0.4576271186440678,16.800000000000001,59.630000000000003,26.699999999999999,1.2808988764044944,0.46875,3.72057568442965,0.64521000000000017,,,,,2.6199999999995782,0.60330578512396693
Pf0bc046ece,2017,0,28.800000000000001,4.7999999999999998,2.58467512,0.40000000000000002,0.1143,10,2.5714000000000001,2,2,52,0.54700000000000004,172,94,0.32300000000000001,124,40,2.8999999999999999,0.53000000000000003,39.5,35,84,69.200000000000003,27.685700000000001,2.6000000000000001,0.62860000000000005,10.571400000000001,87,64,1.8999999999999999,0.94289999999999996,0.41891891891891891,17.199999999999999,52.619999999999997,21.5,1.5824175824175826,0.58974358974358976,2.5284628509668026,0.039299999999999898,,,,,-2.7500000000003286,0.70085470085470081
Pf5a8190f4f,2018,0,24.399999999999999,4.3888999999999996,3.36159593,1.1000000000000001,0.30559999999999998,14.1,3.9443999999999999,3,2,46.799999999999997,0.45300000000000001,179,81,0.32500000000000001,151,49,1.8,0.68700000000000006,30,36,108,80.099999999999994,32.277799999999999,2.2999999999999998,0.63890000000000002,10.472200000000001,70,42,2.2000000000000002,1.1667000000000001,0.45757575757575758,12.9,50,19.100000000000001,1.7553956834532372,1.1785714285714288,3.1637519177738191,-0,,,,,0.5500000000001144,0.59999999999999998
P163e85d6f0,2017,0,24.699999999999999,3.7646999999999999,2.2068702999999998,0.29999999999999999,0.058799999999999998,10.6,2.6764999999999999,0,0,50.600000000000001,0.45300000000000001,179,81,0.374,174,65,1.2,0.81299999999999994,25.800000000000001,34,113,79.200000000000003,32.147100000000002,1.3,0.32350000000000001,12.676500000000001,67,37,1.5,0.73529999999999995,0.49291784702549568,14.699999999999999,54.390000000000001,24,1.5732484076433122,0.81818181818181812,3.676214113140869,0.17560000000000001,,,,,3.8599999999989278,0.5670103092783505
P705a98169f,2017,0,6.0999999999999996,1.1175999999999999,0.67852588000000003,1.1000000000000001,0.35289999999999999,11.300000000000001,3.8235000000000001,3,2,56.299999999999997,0.503,173,87,0.40000000000000002,280,112,2.2999999999999998,0.83699999999999997,31.100000000000001,34,112,92.400000000000006,37.235300000000002,2.6000000000000001,0.82350000000000001,18.470600000000001,59,37,2.6000000000000001,1.6175999999999999,0.61810154525386318,12.4,60.390000000000001,20.899999999999999,0.45522388059701491,1.1212121212121211,4.148027247212255,0.093509999999999802,,,,,-0.68000000000001748,0.6179775280898876
P35bbbcf03e,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf3d3c05896,2018,0,23.300000000000001,4.2222,1.7078715600000001,0.59999999999999998,0.19439999999999999,13.699999999999999,3.9443999999999999,1,1,49.399999999999999,0.50700000000000001,288,146,0.28799999999999998,59,17,3.3999999999999999,0.63500000000000001,42.700000000000003,36,99,71.799999999999997,30.416699999999999,5.2999999999999998,1.4722,12.1389,188,115,1.5,0.83330000000000004,0.17002881844380399,19.5,52.359999999999999,22.300000000000001,1.1365853658536589,0.47727272727272718,3.1775059042753666,0.054280000000000002,,,,,2.4999999999985119,0.61009174311926606
P1ee493f763,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc0a7512363,2017,0,8.5999999999999996,1.3332999999999999,0.52378705999999997,1.6000000000000001,0.45450000000000002,25.399999999999999,7.3333000000000004,4,4,53.899999999999999,0.52900000000000003,261,138,0.372,137,51,2,0.76600000000000001,39.700000000000003,31,138,80.200000000000003,31.696999999999999,6,1.6061000000000001,17.7273,123,88,0.69999999999999996,0.45450000000000002,0.34422110552763818,17.699999999999999,58.130000000000003,26.300000000000001,0.4598930481283422,0.76666666666666661,3.8827806189006977,0.51219000000000026,,,,,3.097142857142646,0.69281045751633985
Pf3241f5074,2018,0,9.5999999999999996,1.1943999999999999,0.71662563999999995,0.5,0.1111,5,1.1667000000000001,0,0,53.5,0.48999999999999999,192,94,0.38700000000000001,191,74,2.7999999999999998,0.90800000000000003,31.100000000000001,36,107,61.899999999999999,24.75,2.6000000000000001,0.55559999999999998,14.3889,84,56,1,0.44440000000000002,0.49869451697127931,15,58.93,25,0.59999999999999998,0.39473684210526311,4.3470425024460981,0.44650000000000001,,,,,2.6599999999998585,0.64912280701754388
P9bb134b52c,2018,0,25.100000000000001,3.3437999999999999,1.01907843,0.69999999999999996,0.15620000000000001,10.699999999999999,2.5,1,1,44.5,0.39900000000000002,248,99,0.36299999999999999,113,41,3.5,0.88200000000000001,49.299999999999997,32,148,73,29.3125,1.5,0.375,14.9375,99,58,2.2999999999999998,1.1561999999999999,0.3130193905817174,22,53.640000000000001,29.300000000000001,1.0913043478260871,0.66666666666666663,4.5752742807515459,0.3385200000000001,,,,,1.979999999999229,0.58914728682170547
Pcdc707f847,2017,0,14.800000000000001,2.5455000000000001,1.4237373900000001,0.69999999999999996,0.2424,10.9,3.8182,13,12,46.299999999999997,0.40899999999999997,171,70,0.33600000000000002,217,73,2.3999999999999999,0.81299999999999994,23.5,32,106,91.299999999999997,36.878799999999998,1.2,0.39389999999999997,13.818199999999999,64,41,1.7,1.0303,0.55927835051546393,14.300000000000001,50.210000000000001,20.800000000000001,0.96732026143790839,0.70588235294117652,3.676214113140869,0.0016800000000000001,,,,,0.82571428571422378,0.62765957446808507
Pa84706eb34,2018,0,34.399999999999999,5.1481000000000003,1.40401453,2.2000000000000002,0.48149999999999998,11.5,3.4074,10,7,45.299999999999997,0.46400000000000002,239,111,0.25,36,9,4.0999999999999996,0.65000000000000002,64.400000000000006,25,91,72.200000000000003,32.148099999999999,5.2000000000000002,1.5556000000000001,14.2963,148,83,5,2.8148,0.13090909090909089,23.100000000000001,50.689999999999998,29.100000000000001,1.4273858921161824,1.411764705882353,3.3681593076898557,0.062789999999999804,,,,,2.4099999999998536,0.56741573033707871
P3f77f707c0,2018,0,14,2.5217000000000001,0.98304219000000004,2.5,0.73909999999999998,10.699999999999999,2.9129999999999998,8,7,50.399999999999999,0.48199999999999998,137,66,0.35899999999999999,92,33,2.7999999999999998,0.72399999999999998,42.799999999999997,23,51,50.799999999999997,31.391300000000001,8,1.8695999999999999,13.1304,87,55,2.2999999999999998,1.2174,0.40174672489082969,20.100000000000001,54.799999999999997,23.800000000000001,0.6635071090047393,1.263157894736842,3.3268667714974427,0.1823999999999999,,,,,2.6000000000001195,0.62393162393162394
Pdb9cad4004,2018,1,21.199999999999999,4.6486000000000001,2.1772283899999998,0.20000000000000001,0.054100000000000002,8,2.7837999999999998,18,18,53.600000000000001,0.503,157,79,0.37,276,102,2.3999999999999999,0.84999999999999998,29.300000000000001,37,93,88.299999999999997,35.567599999999999,1.8,0.54049999999999998,15.4595,64,38,2.7999999999999998,1.7297,0.6374133949191686,16.699999999999999,57.969999999999999,20.300000000000001,1.1977401129943503,0.88235294117647056,4.1242257243316747,0.023910000000000001,,,,,-0.54000000000023329,0.5957446808510638
P4f854a47d9,2018,1,5.9000000000000004,0.44829999999999998,0.33335811999999998,8.3000000000000007,1.069,16.800000000000001,2.0345,27,27,58.399999999999999,0.65100000000000002,86,56,0.13300000000000001,15,2,6,0.51600000000000001,63.399999999999999,29,23,34.799999999999997,15.103400000000001,7.2999999999999998,0.8276,5.2069000000000001,64,46,1,0.2414,0.14851485148514851,25.600000000000001,57.460000000000001,20.800000000000001,0.22180451127819539,1.3285714285714287,2.153983831266149,0.059679999999999997,,,,,,0.68085106382978722
P42b9d239c3,2018,1,8.8000000000000007,1.5152000000000001,0.66669599000000002,2.6000000000000001,0.87880000000000003,21.399999999999999,7.0909000000000004,98,94,64,0.64700000000000002,382,247,0.39700000000000002,58,23,2.2000000000000002,0.627,47.5,33,118,74.799999999999997,33.757599999999996,13.800000000000001,4,21.0303,264,193,1.3999999999999999,0.81820000000000004,0.13181818181818181,14.699999999999999,64.349999999999994,25.800000000000001,0.56050955414012749,1.25,3.3526364217598528,0.83229999999999971,,,,,,0.71768707482993199
P35e592001a,2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6786e0dd88,2018,1,10.5,1.6471,0.90326291999999997,5.9000000000000004,1.6471,24.5,7.1764999999999999,18,17,54.399999999999999,0.54700000000000004,331,181,0.35899999999999999,184,66,2,0.79400000000000004,27.399999999999999,34,194,81.799999999999997,33.088200000000001,5.7000000000000002,1.5294000000000001,19.764700000000001,137,92,1.6000000000000001,0.91180000000000005,0.35728155339805823,11.800000000000001,57.729999999999997,27.5,0.8203125,2.5,3.9349266837354011,0.57974999999999977,,,,,3.1900000000006994,0.6586826347305389
Peb77360d78,2018,1,10.6,1.925,1.4259258699999999,3.5,1.075,13.699999999999999,3.9500000000000002,42,35,62.299999999999997,0.59299999999999997,236,140,0.435,239,104,2.7000000000000002,0.85099999999999998,28.199999999999999,40,75,79.700000000000003,32.174999999999997,5.2000000000000002,1.3500000000000001,17.649999999999999,161,109,2.7000000000000002,1.5249999999999999,0.50315789473684214,10.9,65.530000000000001,22,0.89075630252100835,1.6756756756756757,4.1743888364511044,0.31059999999999999,,,,,3.7999999999990051,0.66492146596858637
P57ab80ef44,2018,1,16.600000000000001,2.6471,1.34329644,2.5,0.76470000000000005,18.100000000000001,5.7058999999999997,35,30,53.600000000000001,0.52700000000000002,262,138,0.36599999999999999,194,71,2,0.84499999999999997,24.100000000000001,34,137,75.900000000000006,31.382400000000001,5.2000000000000002,1.2646999999999999,17.117599999999999,128,84,1.2,0.61760000000000004,0.425438596491228,14.699999999999999,57.259999999999998,25,1.0573248407643314,1.2333333333333334,3.9795530201089222,0.36299999999999988,,,,,-0.50000000000002787,0.64556962025316456
Pe581c6d22f,2018,1,21.300000000000001,4,1.7674089399999999,2.5,0.78949999999999998,20,5.7895000000000003,15,14,45.700000000000003,0.48399999999999999,128,62,0.26700000000000002,60,16,2.7000000000000002,0.629,37.200000000000003,19,39,49.600000000000001,33.684199999999997,4.5999999999999996,1.3158000000000001,11.368399999999999,89,48,2.2999999999999998,1.3158000000000001,0.31914893617021278,17.899999999999999,48.810000000000002,22.100000000000001,1.1269841269841272,1.2972972972972971,2.6812256426589878,-0.024989999999999901,,,,,0.60000000000002751,0.55462184873949583
Pcabff956fe,2018,1,18.699999999999999,3.1714000000000002,1.2907086299999999,0.80000000000000004,0.20000000000000001,18.100000000000001,4.6856999999999998,17,13,49.399999999999999,0.52400000000000002,212,111,0.29099999999999998,110,32,2.8999999999999999,0.74299999999999999,32.600000000000001,35,77,74.700000000000003,31.171399999999998,5.9000000000000004,1.5143,11.314299999999999,135,85,2.8999999999999999,1.5713999999999999,0.34161490683229812,21,53.240000000000002,21.699999999999999,0.84999999999999998,0.94871794871794879,3.4649352469252657,0.055079999999999997,,,,,,0.62424242424242427
P9f769e6678,2018,1,26.600000000000001,4.5999999999999996,2.5915492800000002,0.10000000000000001,0.025000000000000001,9.6999999999999993,2.75,6,6,60.399999999999999,0.59899999999999998,307,184,0.40799999999999997,211,86,2.5,0.80200000000000005,31.300000000000001,40,163,78.799999999999997,31.800000000000001,1.2,0.29999999999999999,18.899999999999999,142,101,1.7,0.92500000000000004,0.4073359073359073,12.300000000000001,63.530000000000001,26.100000000000001,2,0.51428571428571435,4.0851876610470237,0.82533000000000034,,,,,1.9999999999995399,0.69186046511627908
P15b5ca7021,2018,1,35.200000000000003,6.6486000000000001,2.5102317599999999,1.2,0.35139999999999999,12.9,3.8649,2,2,49.799999999999997,0.441,313,138,0.39300000000000002,196,77,3.3999999999999999,0.85799999999999998,30.5,37,167,88.299999999999997,35.432400000000001,2.2999999999999998,0.78380000000000005,17.2973,145,68,4.7999999999999998,3.0270000000000001,0.3850687622789784,16.800000000000001,54.920000000000002,25.100000000000001,1.9775280898876408,1.3636363636363635,4.3327764542201024,0.25092000000000009,,,,,2.3100000000005254,0.49142857142857138
P6f990ff013,2018,1,13,2,0.98667985000000002,7.5999999999999996,2.0541,23.100000000000001,6.1081000000000003,58,56,59.100000000000001,0.58599999999999997,273,160,0.41299999999999998,46,19,4.2000000000000002,0.73799999999999999,52.700000000000003,37,97,66.599999999999994,26.837800000000001,12.800000000000001,2.9459,13.5405,175,120,1.7,0.81079999999999997,0.1442006269592476,18.199999999999999,62.810000000000002,23.399999999999999,0.67708333333333337,1.7884615384615381,3.7858652516132278,0.43553999999999982,,,,,,0.67317073170731712
P8ecb19c544,2018,1,9.5,1.2432000000000001,0.90191524000000001,1.6000000000000001,0.35139999999999999,11.5,2.7568000000000001,23,19,47,0.45800000000000002,236,108,0.33800000000000002,77,26,4.2000000000000002,0.61099999999999999,40.299999999999997,37,112,61.799999999999997,24.8108,4.2000000000000002,0.8649,10.026999999999999,124,78,1.8,0.75680000000000003,0.2460063897763578,14.800000000000001,49.75,21.300000000000001,0.60126582278481011,0.65384615384615385,2.9597983098261991,-0.0032499999999999999,,,,,,0.62337662337662336
P58e5b2eaa8,2018,1,20,3.4750000000000001,1.7594936000000001,0.69999999999999996,0.20000000000000001,13.800000000000001,3.6000000000000001,10,10,59,0.57499999999999996,179,103,0.40100000000000002,212,85,2.7999999999999998,0.70999999999999996,27.399999999999999,40,67,72.5,29.274999999999999,4.9000000000000004,1.1499999999999999,13.425000000000001,111,72,2.1000000000000001,1.05,0.5421994884910486,17,60.770000000000003,22.800000000000001,1.1111111111111112,0.73684210526315785,3.3243131712581961,0.30156000000000011,,,,,0.64999999999964175,0.63829787234042556
Pa08fe4841f,2018,0,30.300000000000001,5.5945999999999998,2.02938201,0.5,0.1351,4.9000000000000004,1.4323999999999999,15,12,47.299999999999997,0.48999999999999999,239,117,0.28999999999999998,107,31,3.2000000000000002,0.59599999999999997,25.699999999999999,37,72,73.799999999999997,29.729700000000001,2.1000000000000001,0.54049999999999998,10.270300000000001,167,87,2.7999999999999998,1.4595,0.30924855491329478,23.399999999999999,48.93,22.399999999999999,1.2418032786885247,0.78571428571428559,2.6818865635168376,-0.025679999999999901,,,,,,0.53299492385786806
Pbe6b6d05a9,2018,1,20,3.1389,1.7936571699999999,3.7000000000000002,0.97219999999999995,12,3.3332999999999999,15,13,50.700000000000003,0.46999999999999997,215,101,0.37,162,60,2.6000000000000001,0.754,30.199999999999999,36,133,76.900000000000006,30.75,5.2000000000000002,1.3889,13,84,52,2.6000000000000001,1.3056000000000001,0.42970822281167109,15.6,54.270000000000003,22,1.2048192771084336,1.7500000000000002,3.5776788247858908,0.085400000000000004,,,,,1.8999999999996029,0.61403508771929827
Pb53e68dfee,2018,1,17.899999999999999,2.8666999999999998,1.11688158,2.2000000000000002,0.73329999999999995,14.6,4.4333,39,36,61,0.623,231,144,0.38500000000000001,91,35,2.2999999999999998,0.71199999999999997,36.600000000000001,30,44,82.599999999999994,34.399999999999999,3.8999999999999999,1.1667000000000001,15.9,186,131,3.5,2.1000000000000001,0.28260869565217389,19.5,63.090000000000003,21.800000000000001,0.87317073170731696,1.7272727272727275,3.4027359270954087,0.23562000000000011,,,,,2.299999999999645,0.68981481481481477
P50c2524b85,2018,1,28.800000000000001,5.1081000000000003,1.9090705400000001,1.7,0.48649999999999999,10,3.2431999999999999,11,11,51.600000000000001,0.5,320,160,0.40400000000000003,57,23,2,0.82199999999999995,46.200000000000003,37,138,84,33.729700000000001,3.2000000000000002,0.89190000000000003,14.378399999999999,182,108,2.7999999999999998,1.6486000000000001,0.1511936339522546,19.800000000000001,57.869999999999997,22.800000000000001,1.3846153846153846,1.5,4.2454540705651285,0.22035999999999989,,,,,,0.59433962264150941
P15b4774186,2018,1,31.399999999999999,7.2308000000000003,2.5871409700000001,0.10000000000000001,0.051299999999999998,9.5999999999999996,3.4102999999999999,1,1,51,0.39200000000000002,227,89,0.40600000000000003,271,110,1.5,0.82699999999999996,40.600000000000001,39,103,94.200000000000003,37.820500000000003,2,0.61539999999999995,17.307700000000001,125,54,2.3999999999999999,1.5896999999999999,0.54417670682730923,16.699999999999999,56.82,25.199999999999999,1.7740112994350283,1,4.394021344667558,0.35464000000000001,,,,,1.9700000000005089,0.46451612903225808
P1597c7370a,2018,1,19.600000000000001,3.1471,3.0572178000000001,0.59999999999999998,0.14710000000000001,14.9,3.8529,3,3,55.200000000000003,0.47199999999999998,159,75,0.432,132,57,1.8,0.89400000000000002,29.199999999999999,34,71,79.900000000000006,32.058799999999998,1.3999999999999999,0.35289999999999999,11.676500000000001,88,49,1.8,0.85289999999999999,0.45360824742268041,10.9,59.899999999999999,19.399999999999999,1.6470588235294119,0.85714285714285721,3.982186482850635,-0.059400000000000099,,,,,2.1500000000004453,0.56779661016949157
Pbb5225b691,2018,1,15.199999999999999,2.2121,0.81109525000000005,2.2000000000000002,0.60609999999999997,20.100000000000001,6.2121000000000004,20,18,51.700000000000003,0.52200000000000002,318,166,0.33900000000000002,227,77,2.2999999999999998,0.80700000000000005,25.699999999999999,33,152,80.299999999999997,32.242400000000004,8,2.3332999999999999,20.4848,156,103,2.1000000000000001,1.2423999999999999,0.41651376146788988,15.5,55.270000000000003,29.5,0.92121212121212115,1.3030303030303032,3.9936492315351821,0.50065000000000026,,,,,2.9700000000004763,0.65053763440860213
P75b2e5cfed,2018,1,29.899999999999999,5.8182,1.53599624,0.69999999999999996,0.2424,8.6999999999999993,3.1515,4,4,55.700000000000003,0.48599999999999999,255,124,0.42899999999999999,205,88,2.7999999999999998,0.82799999999999996,41.700000000000003,33,104,92.099999999999994,37.697000000000003,1.6000000000000001,0.51519999999999999,20.333300000000001,151,86,1.8999999999999999,1.2726999999999999,0.4456521739130434,20.600000000000001,60.869999999999997,27.199999999999999,1.3842592592592591,0.68421052631578938,4.3575074764132449,0.78263999999999967,,,,,3.3999999999992432,0.574585635359116
P26d2a90c5b,2018,1,20,3.375,1.3500000000000001,2.1000000000000001,0.65620000000000001,13.1,4.0625,5,5,61.100000000000001,0.59999999999999998,145,87,0.41399999999999998,169,70,2.7999999999999998,0.76300000000000001,30.899999999999999,31,67,85.5,34.343800000000002,3.8999999999999999,0.96879999999999999,14.75,76,54,1.1000000000000001,0.625,0.53821656050955413,20.399999999999999,63.600000000000001,21.5,0.93457943925233655,0.8421052631578948,3.4983301862256466,0.20399999999999999,,,,,5.1000000000002341,0.67924528301886788
P4d03279429,2018,1,23.600000000000001,3.4516,1.02885421,1,0.2581,25.600000000000001,6.8064999999999998,29,26,52.5,0.52500000000000002,297,156,0.34999999999999998,123,43,3.1000000000000001,0.73099999999999998,51.399999999999999,30,132,74.299999999999997,31,3.2000000000000002,0.871,19.967700000000001,165,115,2.7999999999999998,1.4839,0.29285714285714282,18.800000000000001,57.310000000000002,33,1.191919191919192,0.92682926829268297,3.9327049654380759,0.95030000000000037,,,,,5.1600000000011317,0.68205128205128207
Pae17b87a4a,2018,1,9.3000000000000007,1.1143000000000001,0.62905047999999997,14.199999999999999,3,19.699999999999999,4.3143000000000002,31,31,59.5,0.59599999999999997,136,81,0.39600000000000002,96,38,5.9000000000000004,0.79700000000000004,57.299999999999997,35,43,54.399999999999999,21.857099999999999,8.6999999999999993,1.4857,10.914300000000001,93,61,1.6000000000000001,0.59999999999999998,0.4137931034482758,20.800000000000001,64.709999999999994,22.800000000000001,0.4266055045871559,2.2898550724637681,3.9035783205608769,0.41187999999999991,,,,,,0.64227642276422769
Pa129b1725d,2018,1,19.199999999999999,2.8485,1.2702907999999999,1.5,0.42420000000000002,30.600000000000001,8.4847999999999999,11,9,48,0.51400000000000001,249,128,0.28000000000000003,143,40,2.7000000000000002,0.75900000000000001,37,32,148,78.5,31.151499999999999,11.5,3.1515,15,101,64,0.80000000000000004,0.45450000000000002,0.36479591836734693,15.9,52.729999999999997,27.899999999999999,1.136094674556213,0.62162162162162149,3.782557425876627,0.2156699999999997,,,,,1.2000000000000572,0.62595419847328249
P004efe3965,2018,1,8.1999999999999993,1.0938000000000001,0.54689997000000001,2.6000000000000001,0.65620000000000001,23.199999999999999,6.0625,5,5,54.200000000000003,0.49399999999999999,162,80,0.39500000000000002,157,62,3.3999999999999999,0.78200000000000003,27.300000000000001,32,69,70.5,28.531199999999998,7.2000000000000002,1.75,12.9375,93,48,1.1000000000000001,0.53120000000000001,0.49216300940438867,17.899999999999999,57.450000000000003,22.5,0.43386243386243378,0.84090909090909083,3.5012773889219577,0.18625,,,,,0.19714285714290719,0.53658536585365857
Pfc813e5d63,2018,0,11.6,1.5455000000000001,0.76121760999999999,4.7000000000000002,1.4847999999999999,15.699999999999999,5.0606,18,18,49.700000000000003,0.49299999999999999,361,178,0.34100000000000003,85,29,2.5,0.80100000000000005,54,33,186,84.5,34.302999999999997,11.800000000000001,3.5152000000000001,19.2727,177,109,0.80000000000000004,0.45450000000000002,0.1905829596412556,12.800000000000001,56.740000000000002,28.199999999999999,0.84057971014492749,1.5714285714285714,4.3966391186515059,0.55268000000000017,,,,,3.190000000000476,0.61352657004830913
P27d264f43c,2018,1,22.5,3.4722,1.9530880799999999,3.8999999999999999,1.0278,13.6,3.3332999999999999,22,18,48.299999999999997,0.51000000000000001,157,80,0.28399999999999997,74,21,3.2999999999999998,0.70599999999999996,47.200000000000003,36,51,67.299999999999997,27,6,1.3889,8.3332999999999995,107,67,4.0999999999999996,1.9167000000000001,0.32034632034632032,19.699999999999999,53.049999999999997,19.100000000000001,1.0869565217391304,1.8604651162790693,3.318539138249446,-0.027449999999999902,,,,,,0.62043795620437958
P1a46c41bff,2018,1,10,1.5588,0.77939999000000004,6.2999999999999998,1.7353000000000001,21.199999999999999,5.5587999999999997,92,81,53.799999999999997,0.54800000000000004,352,193,0.29999999999999999,40,12,3.2999999999999998,0.72999999999999998,38.799999999999997,34,172,72.099999999999994,30.970600000000001,7.2999999999999998,1.8824000000000001,15.676500000000001,181,122,1.5,0.79410000000000003,0.1020408163265306,15.1,57.409999999999997,25.100000000000001,0.6211180124223602,1.8139534883720927,3.6722196826164777,0.37790999999999991,,,,,3.199999999999398,0.6635071090047393
Paa92a86ff3,2018,1,25.899999999999999,4.3635999999999999,1.9200068800000001,2.2999999999999998,0.63639999999999997,13.5,4.0454999999999997,2,1,55.100000000000001,0.46200000000000002,145,67,0.434,129,56,1.8999999999999999,0.84699999999999998,40.5,22,81,60.600000000000001,36.363599999999998,2.1000000000000001,0.63639999999999997,18,64,31,2.3999999999999999,1.4091,0.47080291970802918,15.699999999999999,60.600000000000001,24.699999999999999,1.5508982035928145,1.6206896551724137,3.9965685439869447,0.49819999999999998,,,,,4.8499999999989445,0.52127659574468088
P0ca52587ca,2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82bbff96e6,2018,1,15.6,2.4582999999999999,0.96718740000000003,2.7999999999999998,0.95830000000000004,13.1,4,17,16,47.5,0.432,220,95,0.38,100,38,3.2000000000000002,0.82099999999999995,50.600000000000001,24,93,67.900000000000006,36.375,7.2999999999999998,2.25,18.208300000000001,127,68,2.8999999999999999,1.75,0.3125,15.699999999999999,55.039999999999999,26.800000000000001,0.93413173652694603,1.357142857142857,4.1819689148623516,0.34271999999999991,,,,,0.2000000000000054,0.54777070063694266
P17f11f33c2,2018,1,4.5999999999999996,0.33329999999999999,0.33329998999999999,2,0.33329999999999999,32.5,5.3333000000000004,0,0,38.299999999999997,0.34999999999999998,20,7,0.29999999999999999,10,3,4.5,0.77800000000000002,30,3,7,4.0999999999999996,17.666699999999999,9.5,1.3332999999999999,10,13,7,3.3999999999999999,1,0.33333333333333331,10.1,43.759999999999998,33.299999999999997,0.4144144144144144,0.98181818181818203,1.7914112023493678,-0.82991999999999999,,,,,,0.58139534883720934
P6ab3598ab0,2018,1,19.5,3.3142999999999998,1.2083197299999999,0.40000000000000002,0.1429,9.4000000000000004,3.0857000000000001,13,12,56.399999999999999,0.53300000000000003,317,169,0.40899999999999997,198,81,2.7999999999999998,0.82999999999999996,34.200000000000003,35,161,89,36,1.6000000000000001,0.51429999999999998,20.7714,157,98,1.3999999999999999,0.85709999999999997,0.38446601941747571,16.5,60.729999999999997,26.300000000000001,1.1142857142857143,0.47368421052631571,4.2962042780362779,0.67598999999999987,,,,,1.8000000000000074,0.6203208556149733
Pd064221ae2,2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4467431c36,2018,1,27.800000000000001,3.6061000000000001,1.29348259,0.29999999999999999,0.090899999999999995,9.6999999999999993,2.7273000000000001,8,5,49.799999999999997,0.495,307,152,0.33600000000000002,131,44,3.2999999999999998,0.77800000000000002,57.5,33,124,68.599999999999994,29.939399999999999,4,1.0303,19.151499999999999,182,103,1.6000000000000001,0.84850000000000003,0.29908675799086759,16.199999999999999,56.659999999999997,32.5,1.6162790697674421,0.44186046511627908,4.3049770222300108,0.83249999999999957,,,,,,0.57075471698113212
