event_id,candidate_id,draft_year,player_name_source,name_normalized,source_category,affiliation_source,status,evidence_available_date,event_effective_date,evidence_date_basis,source_id,source_url,source_view_line,source_capture_sha256
nba_pr_2014_initial_L20,elig_2014_ab05519aec2b2cee20bd,2014,Jordan Adams,jordanadams,college,UCLA,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,20,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L21,elig_2014_38372a609ebe534e60de,2014,William Alston,williamalston,college,CC of Baltimore County Dundalk,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,21,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L22,elig_2014_fd93b422886ceab68ae0,2014,Mychal Ammons,mychalammons,college,South Alabama,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,22,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L23,elig_2014_fe298b23c59028c193a2,2014,Kyle Anderson,kyleanderson,college,UCLA,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,23,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L24,elig_2014_b90b24c4ffeed1acc838,2014,Isaiah Austin,isaiahaustin,college,Baylor,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,24,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L25,elig_2014_522da5a4f092d0b77729,2014,Chane Behanan,chanebehanan,college,Louisville,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,25,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L26,elig_2014_b064a388e43bd8210056,2014,Sim Bhullar,simbhullar,college,New Mexico State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,26,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L27,elig_2014_16e17287bd2094cb58dd,2014,Khem Birch,khembirch,college,UNLV,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,27,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L28,elig_2014_f837b5df4d42ea9f5a4f,2014,Jabari Brown,jabaribrown,college,Missouri,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,28,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L29,elig_2014_7f872d9db8c2047dd57e,2014,Jahii Carson,jahiicarson,college,Arizona State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,29,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L30,elig_2014_4fa5586dd380261e3567,2014,Semaj Christon,semajchriston,college,Xavier,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,30,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L31,elig_2014_f11e4c5529af5d89c180,2014,Jordan Clarkson,jordanclarkson,college,Missouri,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,31,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L32,elig_2014_42002b9e290190c99ec1,2014,DeAndre Daniels,deandredaniels,college,Connecticut,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,32,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L33,elig_2014_daa63c32df2289560bf9,2014,Spencer Dinwiddie,spencerdinwiddie,college,Colorado,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,33,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L34,elig_2014_5bf15c194a08f0fafd0a,2014,Joel Embiid,joelembiid,college,Kansas,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,34,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L35,elig_2014_a45d24490bcc69c503bd,2014,Tyler Ennis,tylerennis,college,Syracuse,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,35,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L36,elig_2014_2e1cfbe2a705e202f30e,2014,Aaron Gordon,aarongordon,college,Arizona,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,36,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L37,elig_2014_f1fcf26b0c6d57a9011a,2014,Jerami Grant,jeramigrant,college,Syracuse,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,37,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L38,elig_2014_d6e567618fb467e3333e,2014,P.J. Hairston,pjhairston,college,North Carolina/Texas (D-League),declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,38,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L39,elig_2014_e267aeaef90400fd9e76,2014,Gary Harris,garyharris,college,Michigan State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,39,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L40,elig_2014_a7afe153a53c6ee786bb,2014,Rodney Hood,rodneyhood,college,Duke,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,40,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L41,elig_2014_ef68caac6c0ed42f0e5c,2014,Nick Johnson,nickjohnson,college,Arizona,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,41,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L42,elig_2014_9007814621d40000f12b,2014,Alex Kirk,alexkirk,college,New Mexico,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,42,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L43,elig_2014_3cabf65d56a3a4c56dd5,2014,Zach LaVine,zachlavine,college,UCLA,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,43,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L44,elig_2014_534cf9bc37de31c214d6,2014,James Michael McAdoo,jamesmichaelmcadoo,college,North Carolina,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,44,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L45,elig_2014_d454fa986a5bb88d0a3a,2014,K.J. McDaniels,kjmcdaniels,college,Clemson,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,45,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L46,elig_2014_c523026b59290568b19a,2014,Mitch McGary,mitchmcgary,college,Michigan,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,46,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L47,elig_2014_f900e5ed23ce24e5f78a,2014,Eric Moreland,ericmoreland,college,Oregon State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,47,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L48,elig_2014_485405e53ced9bea869f,2014,Johnny O’Bryant III,johnnyobryantiii,college,LSU,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,48,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L49,elig_2014_75226e9339aa2e2d1357,2014,Jabari Parker,jabariparker,college,Duke,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,49,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L50,elig_2014_8b16f4b58da48b288b2a,2014,Elfrid Payton,elfridpayton,college,Louisiana-Lafayette,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,50,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L51,elig_2014_eb98282b28e1b28bc86e,2014,Julius Randle,juliusrandle,college,Kentucky,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,51,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L52,elig_2014_e4b6d491953f0608901c,2014,Glenn Robinson III,glennrobinsoniii,college,Michigan,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,52,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L53,elig_2014_eddbb2d2658e211b12b6,2014,LaQuinton Ross,laquintonross,college,Ohio State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,53,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L54,elig_2014_9789bbce6da401c22db3,2014,Antonio Rucker,antoniorucker,college,Clinton JC (SC),declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,54,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L55,elig_2014_b98f4f143df0d6bb1794,2014,Jakarr Sampson,jakarrsampson,college,St. John’s,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,55,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L56,elig_2014_6ad03f98f1d6badb32be,2014,Marcus Smart,marcussmart,college,Oklahoma State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,56,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L57,elig_2014_8a20b322af0bc1c302c4,2014,Roscoe Smith,roscoesmith,college,UNLV,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,57,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L58,elig_2014_9983fed514260e139491,2014,Nik Stauskas,nikstauskas,college,Michigan,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,58,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L59,elig_2014_4e20cddd154eb2930ea6,2014,Jarnell Stokes,jarnellstokes,college,Tennessee,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,59,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L60,elig_2014_78cdbc688135e9156508,2014,Noah Vonleh,noahvonleh,college,Indiana,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,60,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L61,elig_2014_0c385a705cabef260851,2014,T.J. Warren,tjwarren,college,North Carolina State,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,61,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L62,elig_2014_1f632ee5c630d1122f5f,2014,Andrew Wiggins,andrewwiggins,college,Kansas,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,62,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L63,elig_2014_d28b4eb55fa8b78cbcc6,2014,James Young,jamesyoung,college,Kentucky,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,63,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L64,elig_2014_f3a593b79383380a27ca,2014,Ta’Quan Zimmerman,taquanzimmerman,college,Thompson Rivers (Canada),declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,64,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L69,elig_2014_65b88d8ecb7f96df7f5d,2014,Eleftherios Bochoridis,eleftheriosbochoridis,international,Aris (Greece)/Greece,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,69,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L70,elig_2014_b1d7c5719ef1c2daef9b,2014,Matias Bortolin,matiasbortolin,international,Regatas Corrientes (Argentina)/Argentina,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,70,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L71,elig_2014_d001cbe953bdaabce882,2014,Nedim Buza,nedimbuza,international,Spars Sarajevo (Bosnia)/Bosnia & Herzegovina,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,71,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L72,elig_2014_7ee5450b0d3fa7da32e3,2014,Bruno Caboclo,brunocaboclo,international,Pinheiros (Brazil)/Brazil,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,72,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L73,elig_2014_9806cd05dbafc58fce53,2014,Berkay Candan,berkaycandan,international,TED Kolejliler (Turkey)/Turkey,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,73,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L74,elig_2014_c7f54d4a244cda68f1d7,2014,Clint Capela,clintcapela,international,Chalon (France)/,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,74,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L75,elig_2014_1e21b596da49511f41d6,2014,Joonas Cavén,joonascaven,international,Joventut (Spain) /Finland,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,75,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L76,elig_2014_3fee83c6d31b293867d4,2014,Nemanja Dangubic,nemanjadangubic,international,Mega Vizura (Serbia)/Serbia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,76,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L77,elig_2014_0596b0cb36dab763b4af,2014,Moussa Diagne,moussadiagne,international,Fuenlabrada (Spain)/Senegal,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,77,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L78,elig_2014_9a2b90dd76885cf50c00,2014,Tomas Dimša,tomasdimsa,international,Zalgiris (Lithuania)/Lithuania,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,78,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L79,elig_2014_ff9a5f7c578aacb8308b,2014,Marcus Eriksson,marcuseriksson,international,Manresa (Spain) /Sweden,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,79,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L80,elig_2014_349920dd7721c65afe9e,2014,Danté Exum,danteexum,international,Australia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,80,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L81,elig_2014_480e6a37c95fa62b731c,2014,Ilja Gromovs,iljagromovs,international,Ventspils (Latvia)/Latvia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,81,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L82,elig_2014_cf35e2428c957535d61e,2014,Damien Inglis,damieninglis,international,Roanne (France) /France,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,82,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L83,elig_2014_a3d5f2de7e45d2a6cfa1,2014,Nikola Jokic,nikolajokic,international,Mega Vizura (Serbia)/Serbia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,83,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L84,elig_2014_afed231c812eaf14f831,2014,Michalis Kamperidis,michaliskamperidis,international,Filathlitikos (Greece)/Greece,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,84,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L85,elig_2014_98e269984cebb2b2fa99,2014,Artem Klimenko,artemklimenko,international,Avtodor (Russia)/Russia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,85,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L86,elig_2014_59b9bbf9cd0d8be3cc28,2014,Rasmus Larsen,rasmuslarsen,international,Manresa (Spain) /Denmark,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,86,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L87,elig_2014_f6547f752c5beab5a695,2014,Lucas Mariano,lucasmariano,international,Vivo Franca (Brazil)/Brazil,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,87,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L88,elig_2014_3b59495ce621c785c6af,2014,Vasilije Micic,vasilijemicic,international,Mega Vizura (Serbia)/Serbia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,88,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L89,elig_2014_803833d956df895a956d,2014,Jusuf Nurkic,jusufnurkic,international,Cedevita (Croatia)/Bosnia & Herzegovina,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,89,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L90,elig_2014_ac4fa04b85fabe4e8e56,2014,Mateusz Ponitka,mateuszponitka,international,Oostende (Belgium)/Poland,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,90,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L91,elig_2014_b4180b443c597e37cb8a,2014,Kristaps Porzingis,kristapsporzingis,international,Cajasol (Spain)/Latvia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,91,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L92,elig_2014_4ff96d740dc72229a654,2014,Marko Ramljak,markoramljak,international,Zadar (Croatia)/Croatia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,92,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L93,elig_2014_3e94f19ccb79c7a52b68,2014,Dario Šarić,dariosaric,international,Cibona (Croatia)/Croatia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,93,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L94,elig_2014_f35b6db8feb7eb62956c,2014,Ojars Silins,ojarssilins,international,Reggio Emilia (Italy)/Latvia,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,94,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L95,elig_2014_bc633fac00adbdd73cf1,2014,Alejandro Suarez,alejandrosuarez,international,Joventut (Spain)/Spain,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,95,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L96,elig_2014_0df84f295adb13369a47,2014,Devon Van Oostrum,devonvanoostrum,international,Vitoria (Spain)/Holland,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,96,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L97,elig_2014_6352a3a7370c4e063a39,2014,Guillem Vives,guillemvives,international,Joventut (Spain)/Spain,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,97,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
nba_pr_2014_initial_L98,elig_2014_b4f2bc7370dddf7d3b40,2014,Adin Vrabac,adinvrabac,international,Spars Sarajevo (Bosnia)/Bosnia & Herzegovina,declared_unresolved,2014-04-30,,publisher_release_date; exact player filing/withdrawal date unknown,2014_initial,https://pr.nba.com/2014-nba-draft-early-entry-candidates/,98,280bf137c38f8d7c5b27969d668b7aab39cd1228114769cba14960ac4535139f
