event_id,candidate_id,draft_year,player_name_source,name_normalized,source_category,affiliation_source,status,evidence_available_date,event_effective_date,evidence_date_basis,source_id,source_url,source_view_line,source_capture_sha256
nba_pr_2014_final_L120,elig_2014_e4b6d491953f0608901c,2014,Glenn Robinson III,glennrobinsoniii,college,Michigan,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,120,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L122,elig_2014_eddbb2d2658e211b12b6,2014,LaQuinton Ross,laquintonross,college,Ohio State,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,122,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L124,elig_2014_9789bbce6da401c22db3,2014,Antonio Rucker,antoniorucker,college,Clinton JC (SC),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,124,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L126,elig_2014_b98f4f143df0d6bb1794,2014,JaKarr Sampson,jakarrsampson,college,St. John’s,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,126,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L127,elig_2014_6ad03f98f1d6badb32be,2014,Marcus Smart,marcussmart,college,Oklahoma State,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,127,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L129,elig_2014_8a20b322af0bc1c302c4,2014,Roscoe Smith,roscoesmith,college,UNLV,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,129,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L131,elig_2014_9983fed514260e139491,2014,Nik Stauskas,nikstauskas,college,Michigan,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,131,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L133,elig_2014_4e20cddd154eb2930ea6,2014,Jarnell Stokes,jarnellstokes,college,Tennessee,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,133,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L135,elig_2014_78cdbc688135e9156508,2014,Noah Vonleh,noahvonleh,college,Indiana,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,135,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L137,elig_2014_0c385a705cabef260851,2014,T.J. Warren,tjwarren,college,North Carolina State,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,137,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L139,elig_2014_1f632ee5c630d1122f5f,2014,Andrew Wiggins,andrewwiggins,college,Kansas,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,139,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L141,elig_2014_d28b4eb55fa8b78cbcc6,2014,James Young,jamesyoung,college,Kentucky,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,141,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L142,elig_2014_f3a593b79383380a27ca,2014,Ta’Quan Zimmerman,taquanzimmerman,college,Thompson Rivers (Canada),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,142,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L148,elig_2014_7ee5450b0d3fa7da32e3,2014,Bruno Caboclo,brunocaboclo,international,Pinheiros (Brazil),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,148,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L150,elig_2014_c7f54d4a244cda68f1d7,2014,Clint Capela,clintcapela,international,Chalon (France),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,150,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L152,elig_2014_3fee83c6d31b293867d4,2014,Nemanja Dangubic,nemanjadangubic,international,Mega Vizura (Serbia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,152,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L153,elig_2014_349920dd7721c65afe9e,2014,Danté Exum,danteexum,international,Australia,eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,153,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L155,elig_2014_cf35e2428c957535d61e,2014,Damien Inglis,damieninglis,international,Roanne (France),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,155,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L157,elig_2014_a3d5f2de7e45d2a6cfa1,2014,Nikola Jokic,nikolajokic,international,Mega Vizura (Serbia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,157,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L159,elig_2014_afed231c812eaf14f831,2014,Michalis Kamperidis,michaliskamperidis,international,Filathlitikos (Greece),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,159,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L161,elig_2014_98e269984cebb2b2fa99,2014,Artem Klimenko,artemklimenko,international,Avtodor (Russia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,161,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L163,elig_2014_f6547f752c5beab5a695,2014,Lucas Mariano,lucasmariano,international,Vivo Franca (Brazil),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,163,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L165,elig_2014_3b59495ce621c785c6af,2014,Vasilije Micic,vasilijemicic,international,Mega Vizura (Serbia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,165,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L166,elig_2014_803833d956df895a956d,2014,Jusuf Nurkic,jusufnurkic,international,Cedevita (Croatia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,166,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L168,elig_2014_3e94f19ccb79c7a52b68,2014,Dario Šaric,dariosaric,international,Cibona (Croatia),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,168,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
nba_pr_2014_final_L170,elig_2014_f35b6db8feb7eb62956c,2014,Ojars Silinš,ojarssilins,international,Reggio Emilia (Italy),eligible_final_early_entry,2014-06-17,,publisher_release_date; exact player filing/withdrawal date unknown,2014_final,https://pr.nba.com/2014-nba-draft-withdrawals/,170,68b64420741556304fe1850638b59e18ebf8ad4feafff5f43e85702ba96ea8c4
