pid,fiba_id,tid,comp_id,event_id,level,age_group,scope,division,year,date_start,date_end,games,minutes,age_at_tournament,team_finish,field_n_roster,field_n_qual,field_age_mean,field_age_sd,pts40,field_pts_mean,field_pts_sd,reb40,field_reb_mean,field_reb_sd,oreb40,field_oreb_mean,field_oreb_sd,dreb40,field_dreb_mean,field_dreb_sd,ast40,field_ast_mean,field_ast_sd,stl40,field_stl_mean,field_stl_sd,blk40,field_blk_mean,field_blk_sd,tov40,field_tov_mean,field_tov_sd,pir40,field_pir_mean,field_pir_sd,usage40,field_usage_mean,field_usage_sd,ts,field_ts_mean,field_ts_sd,efg,field_efg_mean,field_efg_sd,tpar,field_tpar_mean,field_tpar_sd,ftr,field_ftr_mean,field_ftr_sd,ftpct,field_ftpct_mean,field_ftpct_sd
Pc3e0235987,253933,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,127.433,17.0325,1,192,164,16.8707,0.549015,20.4028,13.6297,6.29877,12.2417,7.82266,3.91205,4.70834,2.57156,1.90715,7.53335,5.2511,2.60945,3.1389,2.92738,1.79192,2.82501,2.03945,1.2786,5.65001,0.8843,1.12185,2.51112,3.58085,1.74045,37.039,14.2974,8.36935,16.8622,18.3289,5.60027,0.710849,0.451383,0.118515,0.675,0.422609,0.127554,0,0.299801,0.212952,0.325,0.310662,0.212748,0.846154,0.624098,0.182167
Pc3e0235987,253933,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,2,7.5,18.0291,1,192,168,18.6256,0.728834,10.6667,14.9774,5.89675,10.6667,7.59112,3.57536,5.33333,2.50232,1.90133,5.33333,5.0888,2.25154,0,3.76513,2.367,0,1.8283,1.12827,5.33333,0.752157,0.973827,5.33333,3.17443,1.35909,10.6667,16.2674,7.67017,20.6933,18.4721,5.13993,0.347222,0.484167,0.109451,0,0.454807,0.11544,0,0.359548,0.228901,1,0.311439,0.241065,1,0.660183,0.20512
Pc53511377b,211762,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,135.5,18.9545,7,192,173,18.7182,0.66399,13.2841,13.572,5.43385,5.01845,7.69236,3.66261,1.18081,2.52264,1.93466,3.83764,5.16972,2.34584,5.31365,3.5206,2.17842,2.65683,1.62705,0.99426,0.590406,0.496983,0.747174,0.590406,3.19164,1.50518,15.0554,14.0574,7.39114,16.9801,17.9216,4.88312,0.405259,0.455339,0.108314,0.394231,0.425426,0.112649,0.5,0.338891,0.227597,0.153846,0.343196,0.196751,0.5,0.596167,0.211854
Pc544b8efa0,144192,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,18,565,17.3474,4,493,386,16.9505,0.574968,24.7788,13.9298,5.58557,4.38938,6.69318,3.18094,1.34513,2.34716,1.63659,3.04425,4.34602,1.99629,3.46903,2.20858,1.78794,3.32743,2.4645,1.29161,0.212389,0.660544,0.907576,3.39823,3.70521,1.86017,17.9115,13.3501,7.66077,27.9561,17.9913,4.82067,0.504497,0.480562,0.114943,0.479938,0.44764,0.122844,0.503086,0.292519,0.224662,0.160494,0.361925,0.24503,0.75,0.622708,0.195562
Pc5cf3e8f14,133277,263_81,263,81,3,18,continental,A,2000,1999-08-01,1999-08-29,5,69,17.4788,0,344,267,17.0496,0.461456,32.4638,13.5921,6.3326,12.1739,6.13672,3.28293,4.63768,2.1635,1.59112,7.53623,3.97322,2.21008,1.73913,1.78516,1.62866,5.7971,2.5728,1.69257,0,0,0,3.47826,3.80672,1.78269,35.942,11.5878,7.71907,30.2841,17.7162,5.89145,0.605536,0.481392,0.130991,0.540541,0.4488,0.142241,0.108108,0.249945,0.220137,0.567568,0.409068,0.287457,0.761905,0.599967,0.22869
Pc5cf3e8f14,133277,263_1927,263,1927,3,18,continental,A,2000,2000-07-14,2000-07-23,8,224,18.4316,1,143,124,17.835,0.588259,16.4286,13.5344,4.99944,5.89286,5.13608,2.75372,1.78571,1.69152,1.36508,4.10714,3.44457,1.71182,1.78571,1.67128,1.17559,3.75,2.27105,1.16485,0,0.0760381,0.197735,2.67857,3.01777,1.28522,15.8929,12.4378,5.59886,17.7643,15.5847,4.40578,0.544508,0.537884,0.114907,0.522727,0.494632,0.124484,0.242424,0.27518,0.210868,0.636364,0.450926,0.262913,0.547619,0.691974,0.170709
Pc692096d48,129929,263_81,263,81,3,18,continental,A,2000,1999-08-01,1999-08-29,5,129,16.2988,0,344,267,17.0496,0.461456,15.1938,13.5921,6.3326,13.0233,6.13672,3.28293,4.34109,2.1635,1.59112,8.68217,3.97322,2.21008,0.930233,1.78516,1.62866,2.48062,2.5728,1.69257,0,0,0,3.72093,3.80672,1.78269,17.9845,11.5878,7.71907,17.8357,17.7162,5.89145,0.538225,0.481392,0.130991,0.516129,0.4488,0.142241,0.193548,0.249945,0.220137,1.06452,0.409068,0.287457,0.515152,0.599967,0.22869
Pc692096d48,129929,263_80,263,80,3,18,continental,A,2000,2000-04-11,2000-04-15,5,136,16.9942,0,215,168,17.5674,0.581802,20,13.4831,5.27421,10.5882,5.87885,2.98016,5,1.90656,1.51803,5.58824,3.97229,2.00827,1.17647,2.23682,2.06598,0.882353,1.49398,1.03332,0,0,0,2.94118,3.05999,1.33843,22.0588,12.2629,6.76656,18.6706,16.0676,4.41158,0.635752,0.515473,0.1163,0.619565,0.472136,0.129376,0.304348,0.274626,0.211591,0.369565,0.484045,0.37211,0.647059,0.654786,0.20688
Pc69570e4d2,298089,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,86.6667,18.8094,1,192,174,18.7341,0.680857,12.9231,14.2694,5.44901,11.0769,7.50804,3.46178,2.76923,2.4377,1.71746,8.30769,5.07034,2.26855,8.76923,3.52297,2.42781,1.84615,1.75459,1.14154,3.69231,0.807696,1.25902,4.61538,3.09985,1.702,23.5385,15.501,7.77007,20.4,17.9679,4.68488,0.409357,0.474649,0.110084,0.375,0.443733,0.117723,0.375,0.362644,0.218583,0.15625,0.286997,0.170106,0.8,0.673577,0.213074
Pc6a39f466a,142655,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,5,129,16.2084,2,493,386,16.9505,0.574968,26.9767,13.9298,5.58557,13.9535,6.69318,3.18094,3.10078,2.34716,1.63659,10.8527,4.34602,1.99629,0.930233,2.20858,1.78794,1.55039,2.4645,1.29161,0.930233,0.660544,0.907576,2.48062,3.70521,1.86017,32.2481,13.3501,7.66077,22.4372,17.9913,4.82067,0.675886,0.480562,0.114943,0.642857,0.44764,0.122844,0.571429,0.292519,0.224662,0.339286,0.361925,0.24503,0.789474,0.622708,0.195562
Pc858ff68e6,135282,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,6,93,17.5363,4,191,169,18.5308,0.778566,15.0538,14.7546,5.86231,10.7527,7.66681,4.08489,4.73118,2.82725,2.17764,6.02151,4.83956,2.42976,1.72043,2.51525,1.77315,1.72043,1.78176,0.971028,0.430108,0.745574,1.06344,2.15054,3.60365,1.61538,19.7849,14.9771,7.76918,15.2774,18.2155,4.73759,0.573394,0.499082,0.103392,0.555556,0.466482,0.108614,0.62963,0.286063,0.223708,0.296296,0.381572,0.266311,0.625,0.6359,0.189796
Pc8a80657b3,174428,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,9,130,19.2831,1,191,165,18.7609,0.690657,13.8462,14.3984,5.52288,8.61538,7.57587,3.44111,2.15385,2.66725,1.77968,6.46154,4.90862,2.14002,3.69231,2.40801,1.76626,4.30769,1.70492,0.965813,3.69231,0.872247,1.01133,4.30769,3.13329,1.42996,25.8462,15.1012,7.07592,14.5108,17.5241,4.72826,0.678528,0.495334,0.114029,0.62963,0.463656,0.116858,0.148148,0.308724,0.227753,0.518519,0.312474,0.190442,0.785714,0.642985,0.213702
Pc8dae45369,167657,256_3333,256,3333,3,18,continental,A,2008,2008-07-14,2008-07-18,5,123,17.3392,3,96,77,17.7237,0.643628,16.5854,14.7148,5.42816,13.3333,8.35717,3.97278,5.20325,2.8591,2.0267,8.13008,5.49807,2.52666,1.62602,2.75356,1.85568,0.650407,1.86936,1.05046,1.30081,1.01607,1.32938,1.62602,3.61421,1.65584,18.8618,14.9968,8.18143,20.4878,19.2494,4.39093,0.439655,0.469203,0.129223,0.404255,0.437811,0.141424,0.0425532,0.292826,0.217529,0.531915,0.358231,0.272305,0.52,0.62142,0.209939
Pc8dae45369,167657,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,8,160,18.3056,7,191,165,18.7609,0.690657,17.25,14.3984,5.52288,11.75,7.57587,3.44111,6,2.66725,1.77968,5.75,4.90862,2.14002,1.25,2.40801,1.76626,2.5,1.70492,0.965813,1.25,0.872247,1.01133,2.5,3.13329,1.42996,18,15.1012,7.07592,22.27,17.5241,4.72826,0.436267,0.495334,0.114029,0.4,0.463656,0.116858,0,0.308724,0.227753,0.492308,0.312474,0.190442,0.53125,0.642985,0.213702
Pc97a1282a3,235752,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,108.15,17.0736,1,192,164,16.8707,0.549015,22.5613,13.6297,6.29877,6.28756,7.82266,3.91205,1.47943,2.57156,1.90715,4.80814,5.2511,2.60945,7.02728,2.92738,1.79192,8.5067,2.03945,1.2786,0.369857,0.8843,1.12185,6.28756,3.58085,1.74045,22.9311,14.2974,8.36935,30.2839,18.3289,5.60027,0.470099,0.451383,0.118515,0.396226,0.422609,0.127554,0.377358,0.299801,0.212952,0.509434,0.310662,0.212748,0.703704,0.624098,0.182167
Pc97a1282a3,235752,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,7,110.783,18.0702,1,192,168,18.6256,0.728834,24.1914,14.9774,5.89675,6.86024,7.59112,3.57536,1.80533,2.50232,1.90133,5.05491,5.0888,2.25154,5.05491,3.76513,2.367,6.13811,1.8283,1.12827,0,0.752157,0.973827,3.24959,3.17443,1.35909,20.5807,16.2674,7.67017,30.4883,18.4721,5.13993,0.444062,0.484167,0.109451,0.367188,0.454807,0.11544,0.5625,0.359548,0.228901,0.40625,0.311439,0.241065,0.769231,0.660183,0.20512
Pc9a1f10582,185719,249_5078,249,5078,3,17,world,A,2012,2012-06-29,2012-07-08,8,221,16.9641,2,142,127,17.0012,0.435933,24.9774,14.1972,5.55481,5.97285,7.45001,3.12231,2.35294,2.5366,1.74237,3.61991,4.91341,1.92891,3.61991,2.59121,2.03869,1.62896,1.89863,1.07827,0.361991,0.788481,1.13416,3.07692,3.46465,1.79913,19.0045,14.4239,7.24874,27.533,18.219,4.61878,0.510657,0.473827,0.0968412,0.464912,0.443589,0.101275,0.307018,0.293986,0.229186,0.421053,0.271897,0.197866,0.666667,0.661614,0.195417
Pc9a1f10582,185719,276_7488,276,7488,4,19,world,A,2013,2013-06-27,2013-07-07,9,265.533,17.9579,4,190,163,18.6149,0.696247,24.705,13.7502,5.42509,4.82049,7.333,3.37317,1.05448,2.38567,1.71678,3.76601,4.94733,2.1867,5.12177,2.21367,1.7035,2.2596,1.54796,0.991925,0.15064,0.727447,1.05025,3.16344,3.00673,1.31394,20.0351,13.6671,7.8175,25.6329,17.2721,4.36533,0.549745,0.477564,0.117473,0.516529,0.446105,0.124661,0.421488,0.299706,0.235645,0.528926,0.319875,0.182303,0.609375,0.62505,0.182817
Pcabff956fe,224410,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,165.983,16.9066,1,191,171,16.8941,0.517517,16.8692,13.9298,6.67868,9.88051,8.20946,4.09228,3.61482,2.77559,2.1245,6.26569,5.43387,2.64062,5.06075,2.6531,1.83642,4.81976,1.85697,1.24533,0.240988,0.669885,0.963228,1.9279,3.64504,1.46955,27.4726,13.7052,8.47552,16.8499,18.8523,5.48244,0.565245,0.446186,0.125912,0.490741,0.416886,0.129648,0.37037,0.303263,0.224477,0.333333,0.349537,0.221993,0.944444,0.59047,0.214261
Pcb16689c6c,320607,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,68.9667,16.7396,1,192,168,16.9275,0.502627,20.8797,13.9661,5.91865,11.5998,8.00354,3.81847,7.53987,2.52822,1.91795,4.05993,5.47531,2.5642,0.57999,3.08275,2.02068,1.15998,1.94293,1.17006,1.73997,0.924849,1.14976,2.31996,3.15323,1.4463,25.5196,15.5163,8.33031,19.9517,17.916,5.19339,0.592105,0.466701,0.114119,0.5,0.443918,0.121251,0.192308,0.333533,0.208066,0.384615,0.246808,0.165743,1,0.600939,0.210643
Pcb16689c6c,320607,276_208303,276,208303,4,19,world,A,2023,2023-06-24,2023-07-02,7,148.267,17.717,4,192,171,18.7755,0.613254,14.5683,14.5229,5.57383,10.5216,7.31327,3.5997,4.85612,2.26354,1.97353,5.66547,5.04973,2.36409,0.809353,3.39522,2.10822,0.539568,1.87556,1.05134,4.31655,0.776271,1.07652,0.809353,3.03164,1.41202,23.741,15.7805,7.34509,13.7806,17.7644,4.99257,0.561564,0.488426,0.11044,0.533333,0.45281,0.117257,0.266667,0.375743,0.229382,0.155556,0.333211,0.259769,0.857143,0.671531,0.195633
Pcb59681372,238349,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,6,29.85,18.1304,5,192,168,18.6256,0.728834,8.0402,14.9774,5.89675,12.0603,7.59112,3.57536,6.70017,2.50232,1.90133,5.36013,5.0888,2.25154,0,3.76513,2.367,0,1.8283,1.12827,4.0201,0.752157,0.973827,4.0201,3.17443,1.35909,10.7203,16.2674,7.67017,15.7588,18.4721,5.13993,0.342466,0.484167,0.109451,0.285714,0.454807,0.11544,0,0.359548,0.228901,0.571429,0.311439,0.241065,0.5,0.660183,0.20512
Pcb993abaa5,182032,256_3935,256,3935,3,18,continental,A,2010,2010-06-26,2010-06-30,5,57,17.5637,3,96,77,17.8311,0.642168,21.0526,14.92,6.47935,13.3333,7.40885,3.62563,8.42105,2.61003,2.12449,4.91228,4.79882,2.16489,1.40351,2.58206,2.14585,2.10526,1.62998,1.0838,2.80702,0.884029,1.47478,0.701754,3.20333,1.67174,30.1754,15.0256,9.28155,20.0982,18.3041,5.14914,0.542692,0.490412,0.12998,0.52,0.454684,0.13257,0,0.275486,0.216548,0.24,0.35016,0.263199,0.666667,0.649623,0.198629
Pcb993abaa5,182032,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,6,118,18.574,11,192,170,18.651,0.680358,25.0847,13.9628,5.5381,12.8814,6.96907,3.32639,6.44068,2.2765,1.60615,6.44068,4.69256,2.26884,1.01695,2.54793,1.8548,1.01695,1.36418,0.869805,1.35593,0.642267,0.93216,4.0678,2.87201,1.41472,25.0847,14.0555,7.05949,26.1017,17.0082,4.58642,0.569231,0.486074,0.11285,0.574074,0.453588,0.118095,0.0185185,0.291718,0.211296,0.462963,0.314934,0.203526,0.48,0.647068,0.216658
Pce366ff1b3,156152,263_4627,263,4627,3,18,continental,A,2007,2007-08-03,2007-08-12,8,186,16.8682,4,192,160,17.9499,0.494652,23.4409,13.825,5.5091,10.7527,6.84425,3.21748,3.44086,2.17524,1.51025,7.31183,4.66901,2.22325,1.72043,1.73823,1.41414,1.29032,1.78942,1.0756,1.29032,0.543883,0.753666,3.44086,3.22704,1.55184,23.6559,12.8963,7.3889,24.843,17.235,4.66647,0.547629,0.491426,0.111663,0.511765,0.458165,0.120228,0.0588235,0.31971,0.214534,0.388235,0.340492,0.186352,0.666667,0.644047,0.191618
Pce366ff1b3,156152,263_4956,263,4956,3,18,continental,A,2008,2008-07-25,2008-08-03,6,189,17.8457,2,190,167,17.9256,0.536053,23.0688,13.988,5.20746,12.9101,6.93028,3.5822,1.90476,2.24383,1.77763,11.0053,4.68645,2.28417,2.1164,2.32297,1.43874,1.69312,1.79539,1.01503,2.32804,0.509386,0.943808,3.59788,3.24236,1.28108,26.455,13.8074,6.98797,24.8889,17.2371,4.04561,0.54175,0.494636,0.112498,0.487952,0.464202,0.115365,0.192771,0.344286,0.205556,0.481928,0.32113,0.203579,0.7,0.650715,0.19044
Pce366ff1b3,156152,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,6,167,18.782,9,191,165,18.7609,0.690657,24.9102,14.3984,5.52288,11.497,7.57587,3.44111,1.43713,2.66725,1.77968,10.0599,4.90862,2.14002,3.83234,2.40801,1.76626,1.1976,1.70492,0.965813,1.67665,0.872247,1.01133,5.7485,3.13329,1.42996,28.7425,15.1012,7.07592,24.2874,17.5241,4.72826,0.671835,0.495334,0.114029,0.637097,0.463656,0.116858,0.225806,0.308724,0.227753,0.564516,0.312474,0.190442,0.714286,0.642985,0.213702
Pce7c8a9da0,280796,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,197.633,19.0394,3,192,174,18.7341,0.680857,22.8706,14.2694,5.44901,5.66706,7.50804,3.46178,2.02395,2.4377,1.71746,3.64311,5.07034,2.26855,2.63114,3.52297,2.42781,0.607185,1.75459,1.14154,0.40479,0.807696,1.25902,3.03593,3.09985,1.702,19.6323,15.501,7.77007,21.9882,17.9679,4.68488,0.603375,0.474649,0.110084,0.55,0.443733,0.117723,0.3625,0.362644,0.218583,0.3875,0.286997,0.170106,0.806452,0.673577,0.213074
Pceb9387e05,217264,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,146.55,17.309,1,191,171,16.8941,0.517517,22.6544,13.9298,6.67868,4.36711,8.20946,4.09228,1.63767,2.77559,2.1245,2.72944,5.43387,2.64062,4.913,2.6531,1.83642,2.18356,1.85697,1.24533,0.272944,0.669885,0.963228,3.82122,3.64504,1.46955,22.1085,13.7052,8.47552,21.0713,18.8523,5.48244,0.656646,0.446186,0.125912,0.639344,0.416886,0.129648,0.606557,0.303263,0.224477,0.0819672,0.349537,0.221993,1,0.59047,0.214261
Pcfe0d93659,181012,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,131,17.3748,3,144,123,17.0365,0.420802,17.4046,14.634,6.05534,6.71756,7.23158,3.56787,1.52672,2.36571,1.70469,5.19084,4.86587,2.26597,5.49618,2.8592,2.15155,1.52672,1.87293,1.1407,0,0.761711,1.11447,1.83206,3.58026,1.49053,21.6794,14.7809,8.47015,15.7557,18.1558,4.72464,0.625,0.491637,0.10797,0.602564,0.45895,0.11802,0.461538,0.327866,0.235277,0.384615,0.373086,0.229118,0.666667,0.600608,0.200517
Pcfe0d93659,181012,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,8,176,18.3686,11,192,170,18.651,0.680358,12.0455,13.9628,5.5381,5.45455,6.96907,3.32639,0.681818,2.2765,1.60615,4.77273,4.69256,2.26884,4.54545,2.54793,1.8548,1.81818,1.36418,0.869805,0.454545,0.642267,0.93216,3.86364,2.87201,1.41472,12.9545,14.0555,7.05949,15.7636,17.0082,4.58642,0.506112,0.486074,0.11285,0.454545,0.453588,0.118095,0.386364,0.291718,0.211296,0.431818,0.314934,0.203526,0.684211,0.647068,0.216658
Pd11ab06c36,135399,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,256,18.5137,2,191,169,18.5308,0.778566,36.4062,14.7546,5.86231,11.0938,7.66681,4.08489,5.15625,2.82725,2.17764,5.9375,4.83956,2.42976,1.40625,2.51525,1.77315,1.5625,1.78176,0.971028,1.09375,0.745574,1.06344,2.96875,3.60365,1.61538,37.3438,14.9771,7.76918,30.5125,18.2155,4.73759,0.66088,0.499082,0.103392,0.607383,0.466482,0.108614,0.167785,0.286063,0.223708,0.416107,0.381572,0.266311,0.83871,0.6359,0.189796
Pd382320a3c,131605,263_80,263,80,3,18,continental,A,2000,2000-04-11,2000-04-15,5,137,17.2433,0,215,168,17.5674,0.581802,16.3504,13.4831,5.27421,8.17518,5.87885,2.98016,2.91971,1.90656,1.51803,5.25547,3.97229,2.00827,0.875912,2.23682,2.06598,1.45985,1.49398,1.03332,0,0,0,1.45985,3.05999,1.33843,19.854,12.2629,6.76656,13.3956,16.0676,4.41158,0.684932,0.515473,0.1163,0.655172,0.472136,0.129376,0,0.274626,0.211591,0.931034,0.484045,0.37211,0.666667,0.654786,0.20688
Pd382320a3c,131605,263_1927,263,1927,3,18,continental,A,2000,2000-07-14,2000-07-23,8,108,17.5007,1,143,124,17.835,0.588259,17.037,13.5344,4.99944,7.40741,5.13608,2.75372,2.22222,1.69152,1.36508,5.18519,3.44457,1.71182,0.740741,1.67128,1.17559,1.48148,2.27105,1.16485,0,0.0760381,0.197735,2.59259,3.01777,1.28522,16.6667,12.4378,5.59886,15.837,15.5847,4.40578,0.643177,0.537884,0.114907,0.608696,0.494632,0.124484,0,0.27518,0.210868,1.26087,0.450926,0.262913,0.62069,0.691974,0.170709
Pd3b81c81b9,182027,256_3935,256,3935,3,18,continental,A,2010,2010-06-26,2010-06-30,5,129,17.7416,3,96,77,17.8311,0.642168,8.99225,14.92,6.47935,12.093,7.40885,3.62563,4.34109,2.61003,2.12449,7.75194,4.79882,2.16489,1.55039,2.58206,2.14585,0.930233,1.62998,1.0838,6.51163,0.884029,1.47478,2.48062,3.20333,1.67174,18.6047,15.0256,9.28155,14.8341,18.3041,5.14914,0.363956,0.490412,0.12998,0.342857,0.454684,0.13257,0.0571429,0.275486,0.216548,0.314286,0.35016,0.263199,0.454545,0.649623,0.198629
Pd4282e2cb6,225711,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,94.7667,17.832,1,94,77,17.8617,0.574362,12.6627,14.0057,5.76617,7.59761,8.21707,3.78513,0,2.56444,1.7462,7.59761,5.65263,2.61089,6.75343,3.11392,2.20868,1.68836,1.77441,1.19438,0,0.793203,0.99331,1.26627,3.21626,1.61855,16.0394,14.6071,8.18991,17.6602,18.7001,5.4949,0.3862,0.446887,0.113778,0.279412,0.406604,0.127223,0.617647,0.324753,0.239791,0.323529,0.326277,0.210162,1,0.668448,0.188214
Pd4287ba490,239742,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,224.633,16.8217,6,192,164,16.8707,0.549015,16.0261,13.6297,6.29877,9.08147,7.82266,3.91205,2.49295,2.57156,1.90715,6.58851,5.2511,2.60945,3.9175,2.92738,1.79192,1.60261,2.03945,1.2786,1.78068,0.8843,1.12185,5.52011,3.58085,1.74045,20.834,14.2974,8.36935,18.6615,18.3289,5.60027,0.609756,0.451383,0.118515,0.592308,0.422609,0.127554,0.169231,0.299801,0.212952,0.307692,0.310662,0.212748,0.65,0.624098,0.182167
Pd50729b5d0,213325,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,149.8,17.4569,5,191,171,16.8941,0.517517,27.5033,13.9298,6.67868,12.8171,8.20946,4.09228,4.27236,2.77559,2.1245,8.54473,5.43387,2.64062,3.20427,2.6531,1.83642,1.60214,1.85697,1.24533,0.267023,0.669885,0.963228,3.73832,3.64504,1.46955,28.3044,13.7052,8.47552,27.984,18.8523,5.48244,0.567181,0.446186,0.125912,0.554878,0.416886,0.129648,0.353659,0.303263,0.224477,0.243902,0.349537,0.221993,0.6,0.59047,0.214261
Pd6e0b051bb,174306,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,112,17.0845,1,144,123,17.0365,0.420802,12.8571,14.634,6.05534,13.2143,7.23158,3.56787,5,2.36571,1.70469,8.21429,4.86587,2.26597,1.07143,2.8592,2.15155,2.5,1.87293,1.1407,0.714286,0.761711,1.11447,2.5,3.58026,1.49053,17.1429,14.7809,8.47015,17.4714,18.1558,4.72464,0.429389,0.491637,0.10797,0.411765,0.45895,0.11802,0.0294118,0.327866,0.235277,0.529412,0.373086,0.229118,0.444444,0.600608,0.200517
Pd7c45f2e6c,185254,249_5078,249,5078,3,17,world,A,2012,2012-06-29,2012-07-08,8,133,16.8847,6,142,127,17.0012,0.435933,12.0301,14.1972,5.55481,4.81203,7.45001,3.12231,0.300752,2.5366,1.74237,4.51128,4.91341,1.92891,6.91729,2.59121,2.03869,3.60902,1.89863,1.07827,1.50376,0.788481,1.13416,4.81203,3.46465,1.79913,15.6391,14.4239,7.24874,18.1293,18.219,4.61878,0.451671,0.473827,0.0968412,0.397436,0.443589,0.101275,0.461538,0.293986,0.229186,0.307692,0.271897,0.197866,0.75,0.661614,0.195417
Pd8244d9a42,195953,256_5945,256,5945,3,18,continental,A,2012,2012-06-16,2012-06-20,5,91,18.2646,1,96,80,17.8897,0.472012,12.3077,14.2097,6.14818,10.989,7.7057,3.36499,3.95604,2.6725,1.7711,7.03297,5.0332,2.3477,0.43956,2.47597,2.11325,0.43956,1.65812,1.22673,0.43956,0.702188,0.969721,1.31868,3.18262,1.66406,11.8681,13.6619,8.50932,16.3692,18.4581,5.47669,0.408879,0.462358,0.129545,0.3,0.429614,0.138616,0.16,0.263251,0.200682,0.84,0.403774,0.24661,0.619048,0.570351,0.204803
Pd8381f9e2c,300454,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,129.717,17.2351,2,192,168,16.9275,0.502627,27.1361,13.9661,5.91865,10.7928,8.00354,3.81847,2.46692,2.52822,1.91795,8.32584,5.47531,2.5642,3.39201,3.08275,2.02068,1.85019,1.94293,1.17006,4.00874,0.924849,1.14976,4.00874,3.15323,1.4463,35.4619,15.5163,8.33031,23.374,17.916,5.19339,0.700637,0.466701,0.114119,0.712963,0.443918,0.121251,0.037037,0.333533,0.208066,0.37037,0.246808,0.165743,0.55,0.600939,0.210643
Pd9273beb4e,174424,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,8,172,19.2228,1,191,165,18.7609,0.690657,20,14.3984,5.52288,3.48837,7.57587,3.44111,1.16279,2.66725,1.77968,2.32558,4.90862,2.14002,8.13953,2.40801,1.76626,3.25581,1.70492,0.965813,0,0.872247,1.01133,4.18605,3.13329,1.42996,19.5349,15.1012,7.07592,23.2279,17.5241,4.72826,0.525159,0.495334,0.114029,0.492857,0.463656,0.116858,0.185714,0.308724,0.227753,0.385714,0.312474,0.190442,0.62963,0.642985,0.213702
Pd9320fa884,143188,263_3163,263,3163,3,18,continental,A,2005,2005-07-13,2005-07-24,8,226,18.3193,1,191,165,17.9,0.519728,12.2124,14.0589,5.34016,4.77876,7.16592,3.44355,0.353982,2.37732,1.73515,4.42478,4.78859,2.17947,6.54867,2.29674,1.53676,1.59292,1.77088,0.975643,0,0.485301,0.754804,4.60177,3.24538,1.49478,11.8584,14.194,6.5678,16.8779,17.0641,4.769,0.497405,0.503583,0.109458,0.483607,0.469928,0.1244,0.639344,0.301113,0.218055,0.311475,0.391309,0.268723,0.526316,0.6348,0.196629
Pda7ff44e77,146596,263_3163,263,3163,3,18,continental,A,2005,2005-07-13,2005-07-24,8,145,16.578,6,191,165,17.9,0.519728,11.8621,14.0589,5.34016,8.82759,7.16592,3.44355,5.24138,2.37732,1.73515,3.58621,4.78859,2.17947,3.31034,2.29674,1.53676,0.827586,1.77088,0.975643,0.275862,0.485301,0.754804,1.93103,3.24538,1.49478,14.8966,14.194,6.5678,14.9076,17.0641,4.769,0.457058,0.503583,0.109458,0.3875,0.469928,0.1244,0.55,0.301113,0.218055,0.4,0.391309,0.268723,0.75,0.6348,0.196629
Pda7ff44e77,146596,263_4068,263,4068,3,18,continental,A,2006,2006-07-18,2006-07-27,8,251,17.5911,1,192,161,17.9132,0.463248,18.1673,14.1964,5.48784,10.0398,7.01645,3.36385,3.98406,2.36669,1.82035,6.05578,4.64975,2.02662,2.39044,2.29341,1.38476,1.43426,1.73085,0.927802,1.43426,0.611494,0.863663,2.86853,3.22115,1.34554,21.992,14.0597,6.31908,18.6773,17.3038,5.04807,0.574597,0.497884,0.0869021,0.575581,0.46465,0.104206,0.267442,0.303888,0.207608,0.348837,0.383594,0.304429,0.5,0.629446,0.183775
