pid,tc_season_final,tc_match_rule,tc_match_tv_agrees,tc_age_bucket,tc_age_at_season,tc_age_imputed,tc_age_cohort_n,tc_pct_age_bpm,tc_pct_age_obpm,tc_pct_age_dbpm,tc_pct_age_usg,tc_pct_age_ts,tc_pct_age_ast,tc_pct_age_stl,tc_pct_age_blk,tc_pct_age_orb,tc_pct_age_drb,tc_pct_age_porpag,tc_resid_age_bpm,tc_z_age_bpm,tc_resid_age_obpm,tc_z_age_obpm,tc_resid_age_dbpm,tc_z_age_dbpm,tc_resid_age_usg,tc_z_age_usg,tc_resid_age_ts,tc_z_age_ts,tc_resid_age_ast,tc_z_age_ast,tc_resid_age_stl,tc_z_age_stl,tc_resid_age_blk,tc_z_age_blk,tc_resid_age_orb,tc_z_age_orb,tc_resid_age_drb,tc_z_age_drb,tc_resid_age_porpag,tc_z_age_porpag,tc_tm_bpm_mw,tc_tm_usg_mw,tc_tm_bpm_max,tc_tm_top2_bpm_mean,tc_tm_recrank_best,tc_tm_n_top100_recruits,tc_bpm_share,tc_usg_share,tc_pts_share,tc_ast_share,tc_porpag_share,tc_team_talent_hhi,tc_team_bpm_sum,tc_team_adjoe_mean,tc_team_adrtg_mean,tc_team_n_players,tc_conf_strength_prior,tc_conf_strength_same,tc_team_games,tc_team_wins,tc_team_losses,tc_team_win_pct,tc_team_barthag,tc_team_barthag_rank,tc_team_opp_barthag_mean,tc_team_neutral_share,tc_ncaa_games,tc_ncaa_wins,tc_final_four,tc_champion,tc_conf_tourn_games,tc_conf_tourn_wins,tc_ncaa_made,tc_ncaa_wins_expected,tc_ncaa_wins_resid,tc_gp_share_final,tc_gp_share_career,tc_gp_share_min,tc_n_seasons,tc_seasons_span,tc_missing_season,tc_missing_season_same_school,tc_team_games_final,tc_slope_bpm,tc_slope_usg,tc_slope_ts,tc_slope_ast,tc_slope_stl,tc_slope_blk,tc_slope_minper,tc_bpm_accel,tc_first_bpm,tc_first_age,tc_first_min_per,tc_first_usg,tc_bpm_first_to_last,tc_freshman_bpm_age_z,tc_ft_shrunk,tc_ft_shrunk_n,tc_3p_shrunk,tc_3p_shrunk_n,tc_ft_minus_3p,tc_dunks_per40,tc_dunk_att_per40,tc_dunk_pct,tc_tpa_per100,tc_rim_att_per40,tc_pts_per40,tc_pts40_resid_usg_ts,tc_ts_resid_usg
P163aa00374,2012,3,,18,18.8474,0,129,0.996124,0.996124,0.996124,0.387597,0.996124,0.174419,0.728682,0.996124,0.910853,0.988372,0.996124,18.1196,4.82899,7.92826,2.97141,10.1913,4.55882,-0.630843,-0.140012,13.806,2.47383,-6.44847,-0.831337,0.491649,0.590464,11.9855,5.45007,6.31426,1.73058,12.1717,2.56439,4.85942,3.51976,6.09752,19.9501,9.83645,8.96739,3,7,0.352131,0.154355,0.183199,0.094162,0.236757,0.209881,39.9659,120.809,87.881,12,15.9839,18.0834,40,38,2,0.95,0.973001,2,0.686887,0.325,6,6,1,1,3,2,1,3.15027,2.84973,1,1,1,1,1,0,0,40,,,,,,,,,17.5778,18.8474,80.1,19.1,0,4.82899,0.69362,203,0.314624,20,0.378995,2.99766,3.06011,0.9796,0.931259,5.43326,17.7049,1.08838,12.6925
P163e85d6f0,2017,2,1,22,22.2861,0,493,0.934077,0.923935,0.806288,0.77789,0.485801,0.888438,0.392495,0.178499,0.127789,0.359026,0.915822,5.19441,1.40343,3.53825,1.35166,1.65616,0.734155,3.4834,0.772226,0.682281,0.122211,10.9322,1.39993,-0.418679,-0.509228,-1.56066,-0.702394,-4.2453,-1.1626,-2.66702,-0.56053,1.92567,1.42744,5.87143,18.9884,11.2942,9.67976,22,4,0.161401,0.192206,0.191897,0.270612,0.179052,0.131929,30.1245,113.26,86.5112,14,20.6749,22.4162,34,23,11,0.676471,0.944798,9,0.749677,0.176471,2,1,0,0,2,1,1,1.93861,-0.938615,1,0.971831,0.941176,4,4,0,0,34,0.772892,3.21603,1.07817,0.556085,-0.0593119,-0.0573567,3.93513,-6.03483,5.84235,19.2854,74.4,12.4,0.29557,1.63498,0.803825,271,0.38578,516,0.418045,0,0,,10.5898,2.45196,15.7731,-2.36039,-0.0419881
P16938f3fa9,2017,3,1,20,20.4736,0,452,0.985619,0.998894,0.563053,0.998894,0.43031,0.998894,0.946903,0.349558,0.417035,0.394912,0.996681,8.07972,2.18299,8.00024,3.0562,0.0794855,0.0352349,13.2677,2.94129,0.429486,0.0769301,30.1055,3.85516,1.2502,1.52059,-1.27467,-0.57368,-2.4578,-0.673084,-1.77978,-0.374059,4.27314,3.16754,5.30299,17.575,7.64268,7.40701,97,1,0.207856,0.238227,0.216911,0.419944,0.211975,0.142793,29.0299,123.25,101.768,15,22.0079,23.6865,32,19,13,0.59375,0.91706,22,0.759175,0.15625,1,0,0,0,1,0,1,1.15213,-1.15213,0.96875,0.828125,0.6875,2,2,0,0,32,1.92575,4.36954,-1.45562,2.09175,0.409677,-0.106713,15.307,,6.05808,19.4716,49,26.5,2.46047,1.66161,0.805118,264,0.354468,133,0.450649,0,0,,5.64915,8.44374,26.2526,1.09756,-1.56039
P16997d7184,2009,2,,22,22.2533,1,622,0.913987,0.886656,0.790193,0.705788,0.647106,0.217846,0.384244,0.213826,0.996785,0.991158,0.91881,5.27835,1.40224,3.40072,1.26773,1.87762,0.817836,2.38996,0.537737,1.22549,0.219461,-6.8962,-0.897735,-0.407837,-0.47441,-1.67123,-0.729266,9.59424,2.66554,12.3715,2.58629,2.16837,1.57258,5.0934,19.3022,8.82544,7.70484,31,7,0.181347,0.170968,0.184003,0.0894483,0.230953,0.145907,26.7077,108.515,89.7388,12,21.8535,21.2898,34,25,9,0.735294,0.941897,10,0.723598,0.147059,2,1,0,0,2,1,1,,,0.970588,0.970149,0.969697,2,2,0,0,34,3.70014,-5,1.93,0,0.4,-0.6,-2.1,,2.86552,21.2512,75.9,28,3.70014,0.532439,0.582769,374,0.336562,1,0.246207,,,,0.0542852,,19.2534,2.33071,2.54927
P169cb5be9a,2026,3,1,21,21.859,0,585,0.976923,0.994017,0.817949,0.757265,0.669231,0.453846,0.790598,0.215385,0.382051,0.15641,0.973504,7.89617,2.15758,5.81739,2.30697,2.07879,0.929433,2.85393,0.619845,4.23328,0.753866,-2.66191,-0.3503,0.606104,0.756307,-1.39425,-0.651359,-2.11143,-0.588917,-4.78446,-0.991474,2.75595,2.07987,7.7829,19.02,13.6104,11.9793,6,8,0.160277,0.173146,0.201125,0.118518,0.194862,0.141019,39.6205,124.595,90.3067,13,23.4684,23.1287,37,30,7,0.810811,0.971392,5,0.733847,0.324324,3,2,0,0,3,2,1,2.50821,-0.508214,1,0.953642,0.891892,4,4,0,0,37,1.791,1.34068,1.52208,1.85152,0.140072,-0.047513,8.84479,-3.75247,1.45929,18.8583,34.7,19,7.20877,0.503783,0.862551,435,0.36813,822,0.494422,0.110304,0.110304,1,14.8103,1.98548,21.0314,2.2572,2.74384
P16b88a2183,2022,3,1,19,19.9206,0,216,0.891204,0.960648,0.668981,0.928241,0.789352,0.837963,0.412037,0.699074,0.349537,0.648148,0.983796,5.32693,1.45101,4.35934,1.69955,0.967595,0.431695,7.84764,1.71525,5.14689,0.914507,5.38808,0.701231,-0.201172,-0.250382,0.244267,0.112098,-2.3002,-0.636895,2.38222,0.492545,3.16588,2.36296,5.83406,18.3038,12.6577,12.0068,64,2,0.140652,0.212674,0.212534,0.18303,0.172867,0.13751,29.4737,121.675,97.0737,14,22.105,18.2806,37,29,8,0.783784,0.92664,14,0.705471,0.27027,3,2,0,0,3,2,1,1.51268,0.487316,0.972973,0.907692,0.821429,2,2,0,0,37,1.06607,2.00003,4.77153,2.32721,-0.0283146,-0.909547,17.6349,,4.63542,18.9213,49.3,25.5,0.83875,1.36921,0.736244,280,0.325835,276,0.410409,0.989401,1.09541,0.9032,9.43351,5.72439,22.0495,0.794492,4.38866
P16bd14d8e6,2008,2,,21,21.2512,1,623,0.861156,0.811396,0.814607,0.97191,0.382825,0.954254,0.507223,0.704655,0.4374,0.697432,0.894864,,,,,,,,,,,,,,,,,,,,,,,3.81104,17.8119,10.3871,7.54392,39,3,0.195424,0.255743,0.234633,0.375003,0.23581,0.210897,21.5345,105.29,89.9366,15,,16.8602,34,23,11,0.676471,0.870156,39,0.661193,0.205882,2,1,0,0,2,1,1,,,1,1,1,1,1,0,0,34,,,,,,,,,4.91212,21.2512,85.7,29.6,0,,,199,,188,,,,,9.13445,,19.8302,-1.32486,-2.45849
P16bfe45561,2023,2,1,21,21.911,0,500,0.871,0.877,0.791,0.962,0.579,0.977,0.221,0.677,0.707,0.739,0.935,3.63688,0.99374,1.88501,0.739825,1.75188,0.782179,7.91621,1.72546,0.996004,0.177341,17.6897,2.3106,-0.584769,-0.729188,0.0983132,0.0452055,0.626943,0.174076,2.70748,0.559266,1.82669,1.36755,1.40254,18.161,3.48698,3.076,,0,0.31652,0.224151,0.200562,0.366584,0.227418,0.213835,11.0288,107.675,100.596,15,4.31698,6.76901,30,21,9,0.7,0.708295,96,0.5004,0.2,3,2,0,0,2,2,1,0.303018,1.69698,1,0.97619,0.961538,3,4,1,1,30,1.761,2.67081,0.678716,4.58311,-0.128857,-0.129938,12.8097,-9.31655,-2.14942,18.9103,33.9,17.8,6.61325,-0.485007,0.60761,310,0.304879,61,0.302731,0.424122,0.424122,1,1.79253,10.2638,19.165,-1.78061,0.695327
P16c24a4b1f,2018,2,,21,21.3662,0,545,0.940367,0.876147,0.90367,0.301835,0.483486,0.636697,0.409174,0.794495,0.516514,0.52844,0.742202,5.75866,1.55832,2.98675,1.14494,2.77192,1.23036,-2.48017,-0.547664,1.20668,0.216166,0.696074,0.0895746,-0.423621,-0.517351,1.10542,0.501253,-1.22479,-0.335887,0.43231,0.0904469,0.98896,0.734934,3.53165,20.1248,10.2483,8.30513,31,6,0.207209,0.127132,0.13455,0.156133,0.151312,0.191801,22.2068,109.528,93.7328,15,17.5409,18.8893,35,22,13,0.628571,0.862776,38,0.748042,0.228571,3,2,0,0,1,0,1,0.752304,1.2477,0.914286,0.883495,0.709677,3,3,0,0,35,1.202,0.754398,1.91502,1.88234,-0.0604099,0.5364,11.4376,3.18636,4.53166,19.3648,44.9,17,1.9773,1.26399,0.666941,149,0.348991,431,0.317949,0.242424,0.282828,0.8571,9.72052,3.23232,14.303,1.09141,-0.0257462
P16dc90cb0b,2025,3,,23,23.7317,0,410,0.954878,0.991463,0.664634,0.930488,0.942683,0.496341,0.239024,0.386585,0.341463,0.713415,0.996341,6.91084,1.89297,5.77111,2.28367,1.13974,0.510918,6.33803,1.3779,10.37,1.84833,-1.26682,-0.166344,-0.437669,-0.546967,-1.10832,-0.516152,-2.29129,-0.638198,1.71799,0.355604,3.72462,2.80245,6.0433,18.4063,9.22502,8.75732,120,0,0.189731,0.210794,0.244265,0.124767,0.232841,0.134188,32.0593,122.213,97.0586,17,18.9096,22.7693,37,27,10,0.72973,0.941028,13,0.741378,0.243243,2,1,0,0,4,3,1,1.56992,-0.569916,1,0.862434,0.25,6,6,0,0,37,1.77988,1.95314,1.63851,1.29399,0.0659385,0.00665544,8.18468,14.3302,-1.41014,18.7296,19.8,19.1,9.25832,-0.250087,0.850321,550,0.361357,585,0.488964,0.590945,0.695229,0.85,11.1378,4.76232,25.1673,2.33098,10.1788
P16e9d60aa9,2020,2,1,21,21.5934,0,582,0.904639,0.727663,0.935567,0.689863,0.581615,0.879725,0.97079,0.744845,0.563574,0.440722,0.784364,4.82592,1.30998,1.46816,0.566925,3.35776,1.49231,2.66666,0.584417,0.629567,0.11212,10.1926,1.31886,1.60193,1.9814,0.489185,0.222431,-1.0703,-0.29499,-0.773146,-0.160433,1.08295,0.805913,4.27294,19.2408,9.171,7.28951,26,3,0.189383,0.177414,0.153681,0.303183,0.135558,0.158828,22.6627,111.82,90.7645,18,20.6653,15.6099,31,26,5,0.83871,0.917717,17,0.686506,0.0967742,,,,,0,0,,,,1,0.992754,0.971429,4,4,0,0,31,0.28507,1.58583,0.537335,1.62372,-0.123047,0.223864,10.7838,-1.34406,5.92522,18.5955,38.4,18.6,-0.3093,1.77198,0.747204,448,0.31138,109,0.435823,0.376963,0.376963,1,3.44856,4.98429,15.0366,-1.96134,1.01445
P16f60c6002,2016,2,1,23,23.0664,0,214,0.936916,0.978972,0.628505,0.504673,0.950935,0.439252,0.647196,0.39486,0.247664,0.189252,0.983645,6.61805,1.78043,5.84452,2.22591,0.773536,0.341221,0.596357,0.132163,10.741,1.92645,-3.45399,-0.441288,-0.0174376,-0.0210753,-1.13427,-0.506769,-3.66432,-1.00028,-4.23164,-0.892296,3.6372,2.68841,5.0115,19.5205,9.73608,8.51597,45,1,0.227958,0.175491,0.216483,0.127854,0.239869,0.149899,27.2103,118.338,95.4786,12,20.5926,20.6749,35,27,8,0.771429,0.916512,18,0.743633,0.228571,3,2,0,0,2,1,1,1.33536,0.66464,1,1,1,4,5,1,0,35,1.24002,0.497167,2.1475,1.64173,-0.0633177,0.0584489,6.5082,-3.06703,4.13128,19.0664,64.2,19.7,3.43929,1.21417,0.81063,625,0.339138,516,0.471492,0.903563,1.00782,0.8966,7.24289,3.96177,19.8089,1.10768,10.794
P16f77dc0c6,2015,3,1,22,22.7214,0,496,0.998992,0.996976,0.984879,0.78125,0.912298,0.972782,0.972782,0.806452,0.485887,0.595766,0.996976,13.334,3.57569,7.07627,2.68814,6.25774,2.75954,3.65995,0.810476,7.92884,1.42163,19.2508,2.45797,1.97208,2.37823,1.31642,0.590362,-1.60376,-0.437521,0.317815,0.0667987,3.9791,2.92538,4.4592,18.8776,8.46412,8.16345,56,1,0.380937,0.203611,0.204435,0.364525,0.276904,0.218993,31.1552,115.281,87.944,13,17.2666,16.117,34,25,9,0.735294,0.944915,8,0.672979,0.147059,3,2,0,0,2,1,1,2.0824,-0.0823968,1,1,1,2,2,0,0,34,2.0736,1.38271,-0.207988,2.66716,-0.0467817,-0.161398,0.569056,,11.5188,21.7221,91.7,23.3,2.7564,2.8585,0.807891,371,0.323057,126,0.484834,0.600859,0.636203,0.9444,4.0533,5.26635,17.4765,-1.61079,8.37573
P170284fab5,2020,3,1,20,20.5886,0,474,0.996835,0.834388,0.996835,0.800633,0.720464,0.477848,0.957806,0.985232,0.944093,0.983122,0.933544,9.59212,2.60375,2.26099,0.873075,7.33114,3.25822,3.53563,0.774857,2.94498,0.524474,-2.84868,-0.368601,1.38966,1.71884,7.61673,3.4633,6.05169,1.66794,12.8951,2.67582,2.08492,1.55156,0.334009,19.1314,5.15006,4.29652,37,4,0.553472,0.169587,0.193665,0.107735,0.299988,0.365777,12.9037,99.4431,93.9976,16,14.2248,19.9038,31,15,16,0.483871,0.75985,84,0.710526,0.0322581,,,,,1,1,,,,0.903226,0.938776,0.903226,3,3,0,0,31,2.39483,2.27705,0.0530843,2.31624,0.223667,1.20542,15.097,4.07892,4.9799,18.59,22.2,18.3,5.0764,1.51634,0.732562,197,0.315579,102,0.416983,1.44256,1.53272,0.9412,3.15088,7.75376,19.1077,1.19761,2.77456
P1715fe72c5,2026,3,,21,21.5852,0,585,0.874359,0.932479,0.636752,0.934188,0.552137,0.694872,0.578632,0.3,0.266667,0.653846,0.95812,4.53058,1.23795,3.67049,1.45559,0.86009,0.38455,7.21233,1.56645,2.73998,0.487938,2.72009,0.357957,0.103286,0.128883,-1.18705,-0.55456,-2.79329,-0.779102,1.10004,0.227958,2.27317,1.71552,6.09968,18.3384,10.7356,9.084,7,3,0.131194,0.209126,0.216491,0.152431,0.161785,0.125452,29.8786,124.452,96.9589,14,14.8013,19.502,35,24,11,0.685714,0.929814,19,0.711127,0.2,2,1,0,0,2,1,1,1.25002,-0.250021,0.971429,0.985612,0.971429,4,4,0,0,35,1.30457,2.6503,1.22567,0.805391,-0.0492583,-0.00878211,7.02871,0.65282,-0.955994,18.5845,46.2,17.8,6.18603,-0.120957,0.833003,448,0.367051,915,0.465952,0,0,,17.4239,4.65028,24.3187,2.60978,1.10531
P1723d857f7,2026,2,,21,21.306,0,585,0.997436,0.764957,0.999145,0.147009,0.848718,0.0803419,0.578632,0.999145,0.862393,0.897436,0.669231,13.251,3.62074,1.84558,0.731892,11.4055,5.09943,-5.1204,-1.1121,7.89098,1.40523,-7.98579,-1.05091,0.101,0.12603,15.6188,7.29671,4.72555,1.31804,6.09049,1.26212,0.506025,0.381889,5.20956,20.0936,10.0058,9.43594,6,5,0.209134,0.0702199,0.0808011,0.0357731,0.0991234,0.146021,30.2768,122.46,97.1305,14,14.8013,19.502,36,30,6,0.833333,0.932395,18,0.677089,0.25,2,1,0,0,3,2,1,1.29471,-0.294709,1,0.735294,0.470588,4,4,0,0,36,2.25175,1.01704,2.19822,1.63258,0.283269,0.503022,8.9864,9.3396,8.64651,18.3053,8,18.8,5.22089,2.52623,0.653488,98,0.256705,37,0.396783,1.85352,2.21226,0.8378,3.24302,5.97908,13.9911,0.629621,6.24641
P1738f63a26,2009,2,,20,20.2519,1,338,0.889053,0.965976,0.424556,0.847633,0.77071,0.976331,0.578402,0.25,0.162722,0.0207101,0.986686,4.47335,1.18838,5.06125,1.88675,-0.587908,-0.256075,4.91478,1.10582,3.82856,0.685619,18.5075,2.40927,-0.003979,-0.00462851,-1.34485,-0.586848,-3.53021,-0.980788,-6.36552,-1.33073,3.8144,2.76633,5.92464,18.6891,8.54271,8.28425,12,5,0.149949,0.227833,0.21817,0.37406,0.248906,0.137016,28.7728,113.375,92.8905,13,18.7654,21.2788,37,27,10,0.72973,0.929791,18,0.733652,0.243243,3,2,0,0,4,3,1,,,1,1,1,2,2,0,0,37,1.76805,3.5,-0.11,5.8,-0.3,-0.1,2.2,,2.99122,19.2498,88.5,21.4,1.76805,0.919602,0.775521,365,0.336625,301,0.438896,,,,5.61545,,18.6302,-0.00686754,3.17733
P173da90181,2020,3,1,19,19.5811,0,332,0.923193,0.862952,0.902108,0.959337,0.501506,0.615964,0.912651,0.796687,0.519578,0.965361,0.959337,5.56382,1.51028,2.78739,1.07634,2.77644,1.23395,8.10564,1.7764,-0.685221,-0.122032,-0.456449,-0.0590617,0.989894,1.22438,0.740492,0.336699,-1.23103,-0.339292,10.694,2.21908,2.32012,1.72659,0.282851,18.2251,2.64193,2.46129,209,0,0.577362,0.233568,0.263535,0.162164,0.275065,0.380369,7.98046,100.077,96.5157,14,11.0672,15.078,32,16,16,0.5,0.668125,110,0.610384,0.15625,,,,,1,1,,,,1,1,1,2,2,0,0,32,3.03938,1.19047,0.0682296,-2.46322,0.514618,0.237911,7.24662,,0.790734,18.5818,77.2,27.3,4.75994,0.380663,0.744551,270,0.354094,346,0.390457,0.560748,0.598131,0.9375,11.5265,4.71028,22.0186,2.04342,-1.93297
P17a4a5cfae,2013,3,1,22,22.9925,0,512,0.99707,0.893555,0.999023,0.371094,0.719727,0.521484,0.829102,0.989258,0.961914,0.94043,0.899414,12.4402,3.32401,2.92791,1.10221,9.51229,4.25419,-2.29449,-0.512038,2.55242,0.455548,-1.29689,-0.166465,0.655769,0.791415,7.52038,3.42625,7.09187,1.93584,8.85342,1.8632,1.60972,1.1745,6.58975,20.0852,9.11314,8.63448,22,6,0.225511,0.115797,0.108462,0.113015,0.152224,0.135737,37.475,115.807,82.697,14,17.0866,19.2939,40,35,5,0.875,0.971813,2,0.728454,0.325,6,6,1,1,3,3,1,3.31205,2.68795,0.825,0.886957,0.825,3,3,0,0,40,1.7511,0.892199,-0.588468,2.34905,0.274142,-1.17181,9.08883,3.4383,10.0594,20.9911,31.6,18.5,3.3255,2.50966,0.634492,272,0.332122,3,0.302369,0.896686,1.01365,0.8846,0,4.05458,12.5926,-0.727046,3.81593
P17aee771c1,2013,2,,22,22.8665,0,512,0.586914,0.647461,0.43457,0.176758,0.420898,0.987305,0.725586,0.286133,0.0341797,0.0341797,0.643555,0.546278,0.146007,0.982248,0.371635,-0.435964,-0.19343,-4.9008,-1.08934,-1.53702,-0.274687,21.0759,2.68748,0.352571,0.423608,-1.37233,-0.62166,-4.94968,-1.34916,-6.86232,-1.44366,0.300673,0.220219,3.99966,20.6783,8.29901,8.12533,2,9,0.0691634,0.137989,0.100999,0.457962,0.103763,0.222724,18.593,109.068,94.7454,14,12.5768,16.0414,35,25,10,0.714286,0.877493,36,0.701346,0.228571,1,0,0,0,3,2,1,0.763441,-0.763441,1,0.890411,0.567568,4,5,1,0,35,0.916453,-0.0054581,1.52532,1.08823,0.132775,0.0588295,10.2326,-4.80583,-1.7958,18.8665,23.2,16.1,3.26508,-0.338152,0.618506,196,0.337963,230,0.280542,0,0,,3.09574,2.34915,8.46341,-1.7224,-0.216977
P17f11f33c2,2018,3,1,19,19.5483,0,330,0.0818182,0.0424242,0.363636,0.99697,0.030303,0.0878788,0.974242,0.713636,0.901515,1,0.666667,-4.8986,-1.32559,-3.88311,-1.48855,-1.0155,-0.450746,13.5069,2.98255,-8.5223,-1.5267,-9.33856,-1.20174,1.46412,1.78807,0.245274,0.111219,4.39157,1.20435,20.2042,4.22709,0.352027,0.261605,3.67172,19.6276,9.57339,7.82675,25,2,0,0.0138898,0.0129084,0.0023415,0.0795181,0.22856,18.7441,112.231,96.1999,13,17.5409,18.8893,32,19,13,0.59375,0.841222,50,0.726965,0.1875,1,0,0,0,1,0,1,0.583827,-0.583827,0.09375,0.09375,0.09375,1,1,0,0,32,,,,,,,,,-4.93235,19.5483,4.1,33.3,0,-1.32559,0.718188,9,0.32738,10,0.390808,0,0,,11.2592,9.8113,22.6415,-0.0549622,-11.2214
P1804943702,2017,2,1,20,20.909,0,452,0.868363,0.952434,0.452434,0.68031,0.899336,0.432522,0.388274,0.293142,0.473451,0.265487,0.956858,3.85503,1.04156,4.26623,1.62976,-0.411203,-0.182281,1.34167,0.297431,7.34151,1.31502,-3.18866,-0.408323,-0.44594,-0.542385,-1.38632,-0.62393,-2.01245,-0.551123,-3.14854,-0.661732,2.30001,1.70492,5.86979,19.4425,11.8465,9.50478,54,3,0.117407,0.162973,0.18601,0.109257,0.174649,0.169937,28.5006,117.342,92.3116,12,17.6193,15.3991,38,32,6,0.842105,0.928432,16,0.678955,0.315789,5,4,1,0,3,2,1,1.41867,2.58133,1,0.973333,0.945946,2,2,0,0,38,0.997778,0.919544,2.56938,0.591752,0.00967714,-0.156713,6.65701,,3.86563,19.9069,70.9,21.6,0.60453,1.0013,0.727304,278,0.384052,366,0.343252,0.175588,0.175588,1,10.2937,4.10877,19.538,1.6745,6.17586
P18c14dbf8f,2023,2,1,22,22.1958,0,566,0.866608,0.856007,0.753534,0.949735,0.461199,0.567019,0.357143,0.577601,0.622575,0.908289,0.97619,3.64203,0.995145,2.3153,0.908704,1.32672,0.592354,7.7612,1.69168,0.0435918,0.00776165,-1.25947,-0.16451,-0.379404,-0.473104,-0.413877,-0.190305,-0.00119152,-0.000330837,7.31472,1.51095,2.89412,2.1667,5.29984,17.9861,7.62463,7.28918,20,8,0.147477,0.250336,0.266298,0.133896,0.23238,0.171439,26.8945,114.021,91.2221,15,23.3803,22.0233,36,28,8,0.777778,0.917672,14,0.776604,0.25,2,1,0,0,3,2,1,1.52423,-0.52423,1,0.762963,0.0666667,4,4,0,0,36,0.45558,2.46753,1.40441,0.234731,0.188709,0.0517529,10.0796,-7.1963,-41.8054,19.1951,0.2,48.5,46.3232,-11.3635,0.731919,429,0.317686,438,0.414233,0,0.0314218,0,9.32991,5.65593,22.718,2.06985,-0.172859
P18f1dedfcb,2016,2,,21,21.462,0,599,0.970785,0.979132,0.880634,0.900668,0.629382,0.46828,0.979967,0.577629,0.779633,0.346411,0.892321,7.0355,1.9146,4.51385,1.75327,2.52164,1.12248,5.99611,1.31058,1.67657,0.299268,-1.81585,-0.235711,1.90377,2.36485,-0.497481,-0.22728,2.19075,0.604815,-2.38186,-0.493592,1.60301,1.19582,5.52987,18.916,10.1272,8.66526,54,3,0.149109,0.148565,0.174609,0.0843153,0.179614,0.127982,29.096,112.942,88.8421,13,20.293,22.0079,35,26,9,0.742857,0.936078,9,0.72357,0.257143,1,0,0,0,3,2,1,1.93766,-1.93766,1,0.985714,0.971429,2,2,0,0,35,1.56956,3.36744,2.68017,1.80736,-0.480246,-0.0571255,16.2741,,5.97484,20.4627,32.1,21.4,1.80683,1.51665,0.720829,159,0.339952,224,0.380877,0.305344,0.356235,0.8571,9.39556,7.27737,24.4276,4.39002,1.00811
P18facb688d,2019,3,1,22,22.2423,0,488,0.974385,0.972336,0.917008,0.326844,0.8125,0.673156,0.235656,0.561475,0.855533,0.577869,0.927254,7.33922,1.98845,4.40103,1.6921,2.9382,1.30527,-2.07781,-0.456699,6.37785,1.13932,1.80153,0.232428,-0.690543,-0.849519,-0.642664,-0.291729,3.69295,1.01641,0.971226,0.202381,2.15411,1.60114,4.28185,20.0112,8.13468,7.63339,28,2,0.260937,0.145747,0.152291,0.197893,0.226346,0.154409,24.7754,111.01,91.0837,16,20.0858,20.6653,37,29,8,0.783784,0.909478,21,0.708792,0.297297,3,2,0,0,3,2,1,1.1876,0.812396,1,0.992908,0.971429,4,4,0,0,37,1.2123,1.4113,0.77697,2.18152,-0.214218,0.0215328,10.1144,2.27196,4.22181,19.2416,42.3,15.4,4.03928,1.19862,0.670928,385,0.326735,165,0.344194,1.29472,1.39693,0.9268,3.77214,5.62181,14.3782,-0.777259,6.07025
P1945d13d34,2024,2,1,24,24.0548,0,143,0.737762,0.91958,0.192308,0.713287,0.828671,0.104895,0.108392,0.234266,0.356643,0.416084,0.975524,1.69004,0.462923,3.72151,1.47263,-2.03146,-0.910657,2.89376,0.629109,5.15041,0.917994,-8.06201,-1.05861,-0.823925,-1.02968,-1.447,-0.673877,-2.3394,-0.651596,-1.64953,-0.341434,2.56477,1.92976,4.63379,19.0983,8.0792,7.95486,82,1,0.100459,0.19769,0.244087,0.0575238,0.218608,0.148075,21.6899,115.681,97.4999,12,13.5213,17.4721,33,22,11,0.666667,0.901233,23,0.653839,0.121212,0,0,0,0,2,1,0,,,1,0.962687,0.875,4,6,2,0,33,0.660069,1.43045,1.30168,0.150542,0.0102001,-0.0553514,6.33524,-2.78845,1.95208,19.0554,57.8,17.1,0.64143,0.621592,0.687384,400,0.367161,789,0.320223,0.324616,0.432822,0.75,14.0469,4.47249,21.9657,3.11879,5.20273
P198bb02a0c,2020,3,1,20,20.564,0,474,0.857595,0.96308,0.448312,0.985232,0.832278,0.975738,0.869198,0.487342,0.280591,0.332278,0.975738,3.72544,1.01126,4.08349,1.57683,-0.358045,-0.159128,9.64253,2.11322,4.76996,0.849486,18.0523,2.33586,0.789526,0.976548,-0.882746,-0.401382,-3.14547,-0.86694,-1.79543,-0.372563,2.9767,2.2152,-0.481415,17.6869,6.21376,4.03904,64,2,0.445939,0.2458,0.258823,0.367122,0.251122,0.327692,7.61713,100.803,102.989,15,19.9926,15.4468,32,11,21,0.34375,0.606092,134,0.651351,0.0625,,,,,1,0,,,,1,1,1,3,3,0,0,32,0.985053,2.57039,1.33542,2.96375,0.0312525,0.0857616,7.86083,6.25024,2.88094,18.5654,66.4,23.8,1.29871,0.95096,0.718323,517,0.332761,265,0.385561,0.914286,1.10476,0.8276,6.5628,8.64762,22.6286,-0.271526,4.07736
