pid,tc_season_final,tc_match_rule,tc_match_tv_agrees,tc_age_bucket,tc_age_at_season,tc_age_imputed,tc_age_cohort_n,tc_pct_age_bpm,tc_pct_age_obpm,tc_pct_age_dbpm,tc_pct_age_usg,tc_pct_age_ts,tc_pct_age_ast,tc_pct_age_stl,tc_pct_age_blk,tc_pct_age_orb,tc_pct_age_drb,tc_pct_age_porpag,tc_resid_age_bpm,tc_z_age_bpm,tc_resid_age_obpm,tc_z_age_obpm,tc_resid_age_dbpm,tc_z_age_dbpm,tc_resid_age_usg,tc_z_age_usg,tc_resid_age_ts,tc_z_age_ts,tc_resid_age_ast,tc_z_age_ast,tc_resid_age_stl,tc_z_age_stl,tc_resid_age_blk,tc_z_age_blk,tc_resid_age_orb,tc_z_age_orb,tc_resid_age_drb,tc_z_age_drb,tc_resid_age_porpag,tc_z_age_porpag,tc_tm_bpm_mw,tc_tm_usg_mw,tc_tm_bpm_max,tc_tm_top2_bpm_mean,tc_tm_recrank_best,tc_tm_n_top100_recruits,tc_bpm_share,tc_usg_share,tc_pts_share,tc_ast_share,tc_porpag_share,tc_team_talent_hhi,tc_team_bpm_sum,tc_team_adjoe_mean,tc_team_adrtg_mean,tc_team_n_players,tc_conf_strength_prior,tc_conf_strength_same,tc_team_games,tc_team_wins,tc_team_losses,tc_team_win_pct,tc_team_barthag,tc_team_barthag_rank,tc_team_opp_barthag_mean,tc_team_neutral_share,tc_ncaa_games,tc_ncaa_wins,tc_final_four,tc_champion,tc_conf_tourn_games,tc_conf_tourn_wins,tc_ncaa_made,tc_ncaa_wins_expected,tc_ncaa_wins_resid,tc_gp_share_final,tc_gp_share_career,tc_gp_share_min,tc_n_seasons,tc_seasons_span,tc_missing_season,tc_missing_season_same_school,tc_team_games_final,tc_slope_bpm,tc_slope_usg,tc_slope_ts,tc_slope_ast,tc_slope_stl,tc_slope_blk,tc_slope_minper,tc_bpm_accel,tc_first_bpm,tc_first_age,tc_first_min_per,tc_first_usg,tc_bpm_first_to_last,tc_freshman_bpm_age_z,tc_ft_shrunk,tc_ft_shrunk_n,tc_3p_shrunk,tc_3p_shrunk_n,tc_ft_minus_3p,tc_dunks_per40,tc_dunk_att_per40,tc_dunk_pct,tc_tpa_per100,tc_rim_att_per40,tc_pts_per40,tc_pts40_resid_usg_ts,tc_ts_resid_usg
P71e4e7122a,2021,2,1,22,22.026,0,509,0.729862,0.824165,0.492141,0.866405,0.445972,0.607073,0.401768,0.577603,0.204322,0.187623,0.90668,2.17311,0.591378,2.33969,0.908782,-0.166571,-0.0741473,5.46498,1.19449,0.04095,0.00730958,1.27489,0.165491,-0.285012,-0.354039,-0.520796,-0.237932,-3.6804,-1.01607,-4.27592,-0.886098,2.00487,1.49561,5.12267,18.6535,7.62322,7.43103,33,3,0.0942944,0.196878,0.21398,0.162231,0.178132,0.144702,24.1931,112.257,89.9498,15,19.7672,19.4736,29,18,11,0.62069,0.922484,12,0.674594,0.172414,2,1,0,0,1,0,1,1.67102,-0.671022,1,0.840426,0.65625,3,3,0,0,29,1.71362,0.731609,1.55733,0.661743,-0.0270304,0.20584,9.29258,-4.2729,-0.968324,20.0246,56.7,25.8,4.0088,-0.318937,0.792229,345,0.322981,375,0.469248,0.0911161,0.0911161,1,9.42654,3.6902,20.5011,1.41805,0.250486
P72048f0a4a,2021,2,1,22,22.8036,0,509,0.759332,0.812377,0.60609,0.63556,0.713163,0.632613,0.450884,0.618861,0.290766,0.0776031,0.767191,2.56014,0.696701,2.14429,0.832887,0.415845,0.185108,1.24835,0.272855,3.78216,0.675116,2.33734,0.303405,-0.161513,-0.20063,-0.375196,-0.171413,-3.39764,-0.938009,-6.2126,-1.28744,1.031,0.769108,5.61532,19.4665,9.80136,9.03628,6,2,0.089469,0.152293,0.151892,0.168045,0.130223,0.141615,27.0225,114.205,93.477,16,15.6099,17.1828,25,18,7,0.72,0.934879,8,0.733814,0.2,3,2,0,0,2,1,1,2.04931,-0.0493101,0.96,0.9375,0.83871,4,4,0,0,25,0.998295,1.39368,2.24562,1.79107,-0.0262771,0.159304,6.86219,3.05143,0.579642,19.8029,46.4,19.1,2.91803,0.13229,0.780378,270,0.355173,479,0.425205,0.401147,0.458453,0.875,8.5334,3.26648,16.7908,-0.241625,4.1844
P721d8fa8f9,2021,3,1,18,18.8528,0,62,0.733871,0.524194,0.830645,0.927419,0.508065,0.798387,0.725806,0.620968,0.564516,0.322581,0.717742,2.38606,0.649327,0.0240269,0.00933251,2.36203,1.05143,7.70594,1.68431,-0.141598,-0.0252753,7.54565,0.979485,0.704884,0.875602,0.175382,0.0801253,-0.0948052,-0.0261735,-0.935374,-0.193837,0.979814,0.730927,4.57209,18.6448,8.98904,7.38134,15,3,0.0567922,0.172989,0.156621,0.167083,0.112471,0.160489,21.3494,109.53,88.4793,14,15.4468,17.8056,27,18,9,0.666667,0.906327,19,0.715688,0.111111,1,0,0,0,2,1,1,1.2701,-1.2701,1,1,1,1,1,0,0,27,,,,,,,,,1.93997,18.8528,62.5,27.3,0,0.649327,0.704284,101,0.318363,48,0.385922,0.888889,1.18519,0.75,4.14465,5.45185,18.0149,-1.53538,-1.98085
P722aa856f7,2008,2,,19,19.2498,1,262,0.990458,0.994275,0.948473,0.998092,0.948473,0.272901,0.683206,0.950382,0.973282,0.998092,0.998092,,,,,,,,,,,,,,,,,,,,,,,4.15098,17.2502,6.61468,6.46082,8,1,0.299351,0.263325,0.336143,0.0743525,0.383016,0.158237,25.5422,108.246,91.3739,13,,21.5763,32,20,12,0.625,0.9203,19,0.687377,0.21875,2,1,0,0,1,0,1,,,1,1,1,1,1,0,0,32,,,,,,,,,9.78775,19.2498,78.4,33.3,0,,,272,,92,,,,,5.03358,,33.3076,6.76112,5.7391
P7235c3ea4e,2026,3,1,19,19.7098,0,236,0.959746,0.942797,0.913136,0.811441,0.951271,0.300847,0.457627,0.896186,0.989407,0.993644,0.985169,8.65037,2.36366,5.16954,2.05006,3.48083,1.55629,4.63739,1.0072,10.859,1.93378,-4.56015,-0.600105,-0.104561,-0.130473,2.14239,1.00087,9.36983,2.61342,12.3847,2.56646,4.25932,3.21444,2.45177,18.9171,5.36567,4.94308,21,7,0.372146,0.192182,0.218467,0.102399,0.25148,0.22924,18.1067,116.781,100.879,14,22.7693,24.4811,33,16,17,0.484848,0.816925,63,0.723853,0.121212,0,0,0,0,2,1,0,,,0.909091,0.909091,0.909091,1,1,0,0,33,,,,,,,,,8.65431,19.7098,77.9,24.4,0,2.36366,0.741211,158,0.314559,53,0.426652,1.11581,1.15429,0.9667,3.01192,7.84918,21.3928,0.170778,8.16309
P7271485ede,2022,2,,22,22.9651,0,566,0.949647,0.871908,0.937279,0.751767,0.852473,0.785336,0.836572,0.522085,0.428445,0.681979,0.871908,5.42905,1.48709,2.63117,1.04117,2.79787,1.25422,2.80328,0.609439,4.14166,0.738197,5.27799,0.693045,0.736204,0.920054,-0.74244,-0.345759,-2.20483,-0.614114,2.0985,0.434366,1.63298,1.22867,2.92556,18.949,5.87214,4.92987,251,0,0.272157,0.185805,0.186988,0.203426,0.192563,0.159751,18.3294,109.274,91.9364,13,8.20161,8.66632,32,24,8,0.75,0.843963,47,0.580276,0.25,1,0,0,0,3,3,1,0.631612,-0.631612,1,0.895062,0.484848,5,5,0,0,32,0.755007,2.22103,-0.16681,2.32989,0.0178167,-0.0773494,8.68624,-4.66412,4.66057,18.9651,50.6,12.7,1.71286,1.37691,0.712797,320,0.360473,573,0.352324,0.195312,0.195312,1,10.8807,3.51562,17.1212,-1.00283,4.71824
P727c27e864,2021,2,1,21,21.7687,0,562,0.047153,0.0578292,0.129004,0.94306,0.354982,0.522242,0.0587189,0.887011,0.6121,0.461744,0.330071,-6.34395,-1.72641,-3.8862,-1.50948,-2.45775,-1.09404,7.22098,1.57831,-2.48273,-0.443168,-1.77589,-0.230524,-1.19071,-1.47909,1.79117,0.818318,-0.346826,-0.0957504,-0.689464,-0.142877,-0.708675,-0.528661,-3.29386,18.9072,1.14185,-0.2496,375,0,0,0.12967,0.136682,0.0699927,0.120227,1,0.635588,90.7507,108.934,14,3.24181,3.83072,25,8,17,0.32,0.133739,325,0.405705,0.08,0,0,0,0,1,0,0,,,0.68,0.741573,0.68,3,3,0,0,25,-0.166121,4.10792,3.66206,3.64665,-0.0415556,-0.270607,6.4408,-10.2047,-3.13061,19.7673,36.8,16.3,-2.39429,-0.872424,0.653128,107,0.305796,108,0.347333,0.782702,1.0436,0.75,7.16486,6.69645,19.3839,-0.292124,-2.36114
P72c5e8d0fa,2017,2,,19,19.5893,0,354,0.275424,0.0861582,0.653955,0.745763,0.597458,0.0451977,0.70904,0.913842,0.833333,0.853107,0.283898,-2.66325,-0.72069,-3.43835,-1.31805,0.775095,0.34404,3.09754,0.683989,3.37239,0.604136,-9.74557,-1.25411,0.164101,0.200409,3.64475,1.65271,3.48725,0.956348,6.18902,1.29485,-0.745504,-0.554012,-4.69279e-05,19.3843,2.19357,1.47844,210,0,0,0.109667,0.0950984,0.0373382,0.0347097,0.474447,2.83871,105.477,106.064,16,4.6722,5.16588,33,21,12,0.636364,0.557719,144,0.400182,0.0606061,0,0,0,0,2,1,0,,,1,1,1,2,2,0,0,33,0.901994,-0.0217297,0.267422,-0.110994,0.161891,-0.00921531,1.25703,,-3.08766,18.5873,53.6,24.8,0.41369,-0.664182,0.662203,250,0.314069,90,0.348134,1.65372,1.78093,0.9286,4.45231,5.21559,16.252,-1.37738,1.30987
P72ce5af049,2019,2,1,22,22.653,0,488,0.882172,0.845287,0.734631,0.717213,0.632172,0.400615,0.824795,0.348361,0.153689,0.691598,0.894467,3.57069,0.969253,2.47897,0.957248,1.09171,0.485195,2.66344,0.58371,2.96374,0.527815,-3.03477,-0.39268,0.530269,0.655878,-1.27121,-0.578016,-3.92859,-1.08278,3.091,0.641403,1.71765,1.27824,-0.805448,19.2395,6.07034,2.91601,99,1,0.368153,0.131178,0.159421,0.0979026,0.347193,0.457494,6.82361,94.4734,100.96,17,4.11494,7.30719,26,14,12,0.538462,0.404918,197,0.51666,0.0384615,0,0,0,0,1,0,0,,,0.615385,0.90991,0.615385,4,4,0,0,26,-0.108685,1.07232,-1.57084,0.503605,-0.165514,-0.13701,4.48549,5.96018,5.71873,19.6523,54.7,21.3,-1.20361,1.54554,0.880825,314,0.384952,654,0.495873,0.339559,0.40747,0.8333,13.5848,3.73514,19.7623,1.77072,2.77138
P72ec1785e5,2024,2,1,23,23.2033,0,398,0.890704,0.953518,0.664573,0.883166,0.689698,0.991206,0.669598,0.282663,0.201005,0.175879,0.973618,4.51416,1.23626,4.01314,1.58321,0.50102,0.224252,5.48624,1.19426,3.33802,0.594514,25.3737,3.32439,0.247285,0.308773,-1.36911,-0.634592,-3.56752,-0.991593,-4.88517,-1.01036,2.89191,2.17159,3.40521,18.3961,8.54747,7.3923,106,0,0.242186,0.226408,0.211965,0.377468,0.268959,0.233884,19.3192,112.257,96.98,14,13.7276,13.6247,34,23,11,0.676471,0.852258,47,0.684909,0.235294,2,1,0,0,3,2,1,0.625057,0.374943,1,0.954545,0.78125,5,5,0,0,34,1.00167,1.31306,0.157693,2.63615,0.0718066,0.0684218,2.71997,1.77156,1.62314,19.2033,80.6,21.8,3.83156,0.506732,0.847389,473,0.376279,601,0.471111,0,0,,7.02373,2.60686,18.4173,-1.96005,3.16479
P72f09d9c22,2020,2,1,22,22.6995,0,516,0.958333,0.710271,0.969961,0.661822,0.523256,0.217054,0.679264,0.955426,0.819767,0.834302,0.776163,6.01929,1.63805,1.09185,0.424096,4.92744,2.19339,2.05857,0.449947,-0.358569,-0.0640045,-5.90809,-0.766917,0.234774,0.291635,4.23395,1.93433,2.9197,0.806059,5.21674,1.08106,0.897882,0.669807,4.42429,19.3174,5.85703,5.81767,50,3,0.19477,0.157128,0.154342,0.0770906,0.124526,0.144939,24.5371,111.556,91.07,15,21.2252,20.5356,31,19,12,0.612903,0.925895,12,0.740074,0.129032,,,,,0,0,,,,1,0.876712,0.526316,4,4,0,0,31,0.0332433,2.79221,1.50275,1.337,-0.18002,-0.220953,15.2694,-8.22667,7.43977,19.7016,4,12.3,-0.48546,2.01343,0.637514,246,0.300126,144,0.337387,0.880649,0.926999,0.95,4.36534,4.9131,16.6396,0.116371,0.357713
P7312c1c32d,2015,4,,21,21.8617,0,578,0.767301,0.677336,0.782872,0.774221,0.819204,0.306228,0.807958,0.920415,0.479239,0.762976,0.812284,2.54976,0.688897,0.938492,0.358517,1.61126,0.714252,3.28029,0.727198,4.57125,0.818809,-5.32028,-0.681288,0.770297,0.936892,4.2702,1.92185,-1.26198,-0.3456,3.48824,0.733128,1.03825,0.769625,-2.32688,19.0557,0.106989,-0.454195,385,0,0.990263,0.187496,0.219879,0.108243,0.319861,0.980715,2.71065,97.5931,106.046,15,5.20621,2.7869,29,13,16,0.448276,0.274605,257,0.418231,0.0344828,0,0,0,0,2,1,0,,,1,0.895161,0.7,4,4,0,0,29,1.40763,2.84864,2.16039,-0.424381,0.269452,0.587808,13.2159,-8.2436,1.10517,18.8611,17,15.9,2.32509,0.432871,0.758974,313,0.354454,281,0.404519,0.565648,0.609159,0.9286,8.07568,4.9603,18.2545,0.460572,4.90545
P7329b5e7c4,2023,2,1,21,21.6865,0,500,0.879,0.929,0.691,0.176,0.619,0.73,0.172,0.28,0.089,0.504,0.931,3.92148,1.0715,2.94359,1.15529,0.97789,0.436609,-4.8341,-1.05367,1.81137,0.32252,3.26226,0.426113,-0.688347,-0.858347,-1.29406,-0.595023,-3.95234,-1.0974,-0.116869,-0.0241409,1.78129,1.33357,2.87893,20.3245,5.983,5.48876,51,3,0.231087,0.133612,0.151462,0.238211,0.185929,0.191805,17.107,110.463,97.9293,14,14.0633,16.2659,34,17,17,0.5,0.811525,64,0.678933,0.205882,0,0,0,0,2,1,0,,,1,0.770833,0.37037,3,3,0,0,34,0.783483,-0.647479,0.122968,-2.02687,-0.14995,0.00042911,24.2228,2.89681,4.38961,19.6879,25.3,22.3,0.31085,1.18931,0.769172,86,0.384951,289,0.384222,0,0,,9.84065,1.67247,12.2648,0.59328,1.66747
P732be498cd,2024,2,1,22,22.412,0,560,0.954464,0.988393,0.713393,0.876786,0.440179,0.974107,0.89375,0.684821,0.435714,0.225,0.95625,6.45435,1.7676,5.22208,2.06014,1.23228,0.551557,5.13854,1.11857,-0.177995,-0.0317016,18.6016,2.43713,1.12446,1.40406,0.0840217,0.0389448,-1.98682,-0.552236,-3.96416,-0.819879,2.37569,1.78395,4.77694,18.7687,10.7038,9.79882,34,3,0.216424,0.198772,0.189788,0.346351,0.191075,0.168341,26.1205,117.573,98.0821,14,18.3715,21.0473,33,20,13,0.606061,0.929097,12,0.70782,0.121212,0,0,0,0,2,1,0,,,1,0.991379,0.967742,4,5,1,0,33,1.88475,1.74756,2.39756,4.50534,0.22484,-0.111048,6.72901,1.24269,-2.30619,18.412,52.2,18.7,9.65302,-0.4432,0.799092,278,0.334761,412,0.464331,0.0789733,0.11846,0.6667,8.97935,4.02764,19.4669,0.338042,-0.496623
P737b0588be,2023,3,1,21,21.1718,0,500,0.989,0.959,0.967,0.238,0.325,0.934,0.699,0.658,0.794,0.775,0.765,8.20366,2.24156,3.67871,1.44381,4.52494,2.0203,-3.70411,-0.80737,-2.68939,-0.478854,12.7362,1.66359,0.305403,0.380828,0.0184214,0.00847036,2.49225,0.691993,3.56419,0.73623,0.871713,0.652611,7.02108,20.0379,12.6992,10.9897,50,6,0.162338,0.113244,0.0783294,0.247075,0.105869,0.138327,36.5693,119.472,90.2885,16,16.1404,18.3715,39,31,8,0.794872,0.96428,1,0.706588,0.282051,6,6,1,1,2,1,1,4.01602,1.98398,0.923077,0.894737,0.695652,3,3,0,0,39,2.51306,1.45123,0.590992,4.35888,0.100375,-0.07127,10.7512,0.9567,2.50652,19.1732,27.8,13.7,6.33654,0.747517,0.704242,121,0.313696,167,0.390546,1.10793,1.37536,0.8056,4.98193,2.97995,9.16911,-2.03139,-3.06066
P73a117bd09,2013,2,1,22,22.089,0,512,0.881836,0.731445,0.924805,0.911133,0.556641,0.408203,0.977539,0.943359,0.861328,0.841797,0.827148,4.46166,1.19215,1.44627,0.544451,3.01538,1.34857,5.95543,1.32901,0.245294,0.0437792,-4.02249,-0.516317,2.03604,2.45719,4.42005,2.01376,4.39383,1.19937,5.16815,1.08764,1.22367,0.892818,-1.10899,19.1586,2.25522,1.80398,100,1,0.475821,0.139113,0.151667,0.0701744,0.244681,0.37752,5.94152,97.796,102.982,14,5.02645,4.70105,31,16,15,0.516129,0.37302,209,0.48808,0.0967742,0,0,0,0,2,1,0,,,0.677419,0.918033,0.677419,4,4,0,0,31,1.70397,1.49588,1.09732,0.722711,0.321975,0.444171,0.86557,-7.40585,1.38101,19.0883,66.9,23.5,4.00599,0.4736,0.78632,369,0.385091,407,0.401229,0.792683,0.914634,0.8667,8.1535,4.32927,20.2439,1.56773,0.785868
P73b9dbd92b,2019,2,1,22,22.3135,0,488,0.435451,0.521516,0.419057,0.626025,0.478484,0.154713,0.235656,0.754098,0.822746,0.894467,0.634221,-0.904951,-0.245183,-0.16008,-0.0615475,-0.744872,-0.330904,1.40864,0.309617,0.00733018,0.00130944,-7.17503,-0.925703,-0.688465,-0.846962,0.55205,0.250596,3.18064,0.875408,7.44777,1.55194,0.36686,0.272686,-2.28651,19.3496,1.28072,0.838926,181,0,0.0120585,0.152717,0.183957,0.0540545,0.27686,0.547917,1.45611,95.0225,106.164,12,12.2049,14.1567,31,4,27,0.129032,0.283978,243,0.61436,0.16129,0,0,0,0,1,0,0,,,1,0.884211,0.666667,3,4,1,0,31,-0.107259,1.50203,-0.067221,0.454621,0.125814,0.363256,15.3027,-3.99759,1.49643,19.3128,7.8,15.7,-1.47087,0.448947,0.699959,233,0.317036,167,0.382924,0.0469483,0.0469483,1,7.12948,6.57276,17.9811,1.82355,-0.322675
P73cc673745,2017,2,1,24,24.5421,0,47,0.989362,0.946809,0.968085,0.425532,0.776596,0.531915,0.531915,0.840426,0.861702,0.734043,0.946809,7.42286,2.00552,2.94971,1.12683,4.47315,1.98289,-1.0574,-0.234413,3.98284,0.713412,2.52695,0.323589,-0.113648,-0.138227,2.28271,1.02736,3.86591,1.0587,4.05398,0.852029,2.02496,1.50104,5.82371,19.8908,8.52023,8.31138,27,2,0.204193,0.158924,0.15352,0.148146,0.164728,0.191291,32.0112,119.204,93.1528,12,12.2098,13.2455,35,30,5,0.857143,0.956152,5,0.610413,0.171429,1,0,0,0,3,3,1,2.49264,-2.49264,1,0.992593,0.966667,4,4,0,0,35,1.04989,0.0467251,0.434599,0.855165,-0.155801,0.0809396,12.4543,-1.8788,6.2017,21.5414,37,21.9,1.88824,1.4567,0.658007,439,0.329071,5,0.328936,1.06101,1.09637,0.9677,0.276649,5.2343,14.1114,-1.44519,3.64014
P74240d498b,2024,3,1,19,19.0281,0,230,0.897826,0.98913,0.271739,0.976087,0.884783,0.965217,0.754348,0.18913,0.108696,0.504348,0.945652,4.87284,1.33449,6.36099,2.50945,-1.48815,-0.666081,10.282,2.23821,7.37278,1.31312,16.4945,2.16107,0.498996,0.623073,-1.42861,-0.662173,-3.66353,-1.01828,-0.511101,-0.105707,2.55351,1.91748,4.8498,18.4875,10.5482,8.77161,3,7,0.102484,0.168661,0.165419,0.215889,0.136248,0.161074,24.7366,122.485,101.775,16,17.217,19.182,33,23,10,0.69697,0.913131,21,0.666282,0.151515,1,0,0,0,1,0,1,1.17489,-1.17489,0.969697,0.969697,0.969697,1,1,0,0,33,,,,,,,,,4.54889,19.0281,55.7,29.9,0,1.33449,0.782531,98,0.376874,144,0.405657,0.215054,0.215054,1,10.5165,6.12903,26.129,2.29594,5.05111
P74435b1e45,2009,2,,21,21.2539,1,691,0.892185,0.822721,0.83864,0.495658,0.814038,0.885673,0.693198,0.442113,0.0969609,0.513025,0.84877,4.29587,1.14123,2.2299,0.831269,2.06597,0.899875,-0.10271,-0.0231095,3.7689,0.674934,10.4017,1.35408,0.262684,0.305563,-0.93021,-0.405912,-4.1865,-1.16312,-1.02757,-0.214816,1.30373,0.94551,4.39938,19.73,11.3356,8.25751,6,4,0.198836,0.190487,0.179391,0.379003,0.189117,0.237563,24.0484,106.296,89.5798,16,21.8535,21.2898,35,22,13,0.628571,0.920069,20,0.740947,0.142857,2,1,0,0,3,3,1,,,1,0.941176,0.878788,2,2,0,0,35,0.19046,3,0.55,4.9,0,0.4,25.8,,4.96806,20.2519,66.9,17.4,0.19046,1.24385,0.761072,258,0.35587,170,0.405203,,,,5.08616,,13.1599,-2.3173,4.93297
P749792a28d,2011,3,1,22,22.2231,0,472,0.981992,0.952331,0.929025,0.489407,0.64089,0.833686,0.443856,0.617585,0.698093,0.897246,0.895127,7.47282,1.97704,4.19766,1.56415,3.27516,1.45633,-0.394218,-0.0878489,1.34444,0.239183,7.6425,0.98749,-0.289616,-0.344516,-0.535455,-0.243252,1.57003,0.431466,6.19367,1.3081,1.61063,1.16141,4.37053,19.768,6.18424,6.06109,12,7,0.274453,0.164521,0.152606,0.261041,0.181864,0.160788,25.2322,112.617,93.1467,11,17.7932,15.9839,37,29,8,0.783784,0.908095,20,0.684397,0.27027,4,3,0,0,3,2,1,,,0.972973,0.993007,0.972973,4,4,0,0,37,1.44172,0.79757,0.362189,2.97887,0.0267587,-0.0455706,8.96071,-0.89297,4.16739,19.2225,51.4,19.5,4.36919,1.20162,0.623863,401,0.334167,454,0.289696,0.716029,0.813669,0.88,5.90179,3.93816,13.2466,-1.30323,2.09421
P74a501a7bb,2009,2,,22,22.2533,1,622,0.87701,0.913987,0.624598,0.971061,0.586013,0.754823,0.778135,0.266077,0.369775,0.653537,0.923633,4.75826,1.2714,4.0013,1.50629,0.756954,0.338533,8.73452,1.94919,1.39805,0.24952,4.72315,0.606252,0.638238,0.770257,-1.38887,-0.632763,-2.0318,-0.554614,1.82734,0.384564,2.47379,1.80494,2.77752,17.8348,8.86223,6.27475,107,0,0.26928,0.259546,0.285345,0.18667,0.262572,0.246821,18.6638,106.462,94.1712,12,12.4783,10.8246,34,22,12,0.647059,0.79435,74,0.639207,0.147059,1,0,0,0,3,3,1,0.334886,-0.334886,1,1,1,2,2,0,0,34,1.38372,2.02161,-1.44164,2.75373,0.19771,-0.124004,2.52376,,4.30281,21.2512,91.7,27,1.39729,0.94892,0.758775,347,0.353051,586,0.405723,,,,15.6024,,22.2334,0.692084,1.08505
P74ab2a2c37,2011,2,,21,21.3771,0,584,0.946062,0.951199,0.773116,0.814212,0.973459,0.284247,0.161815,0.857021,0.625,0.860445,0.968322,6.28996,1.6641,4.748,1.76922,1.54196,0.685647,4.39165,0.978651,10.7699,1.91603,-5.31251,-0.686431,-0.801826,-0.953821,2.28362,1.03743,0.92947,0.255431,5.79735,1.2244,3.2152,2.31845,2.85004,18.8797,6.3868,5.88617,223,0,0.310097,0.197251,0.2565,0.0784695,0.289103,0.196009,18.0906,109.697,95.032,16,12.9211,9.40992,37,29,8,0.783784,0.833481,55,0.582426,0.243243,3,2,0,0,3,3,1,,,1,0.985507,0.935484,4,4,0,0,37,2.73427,1.23179,3.58478,1.85331,-0.046008,0.0848232,12.5511,-3.48781,-2.12564,18.3765,19.6,21.1,9.2213,-0.318119,0.713168,286,0.360743,465,0.352425,0.509338,0.57725,0.8824,9.1893,4.618,22.4449,1.90441,10.6029
P74d19df6a2,2017,3,1,19,19.4606,0,354,0.908192,0.862994,0.896893,0.711864,0.851695,0.412429,0.484463,0.925141,0.881356,0.823446,0.905367,6.00513,1.62247,2.92882,1.11885,3.07631,1.36369,2.53359,0.561664,8.02764,1.43792,-4.16462,-0.5333,-0.351269,-0.427239,3.94431,1.77518,4.54789,1.24547,5.00708,1.05234,1.8468,1.36897,3.33937,19.2512,8.67578,7.59354,20,4,0.216571,0.155622,0.157506,0.102459,0.138383,0.145747,18.7181,114.876,99.0133,14,16.384,18.3383,34,18,16,0.529412,0.875752,37,0.670977,0.147059,0,0,0,0,2,1,0,,,1,1,1,2,2,0,0,34,0.406868,1.06954,-4.51062,1.79175,0.209677,0.793287,10.557,,6.48377,18.4586,56.3,22.1,-0.57729,1.96694,0.710454,284,0.31852,75,0.391934,1.55136,1.59329,0.9737,3.58617,6.03774,17.9035,-0.478461,5.73815
P750617fadd,2022,4,1,20,20.3587,0,366,0.75,0.810109,0.618852,0.976776,0.771858,0.553279,0.515027,0.72541,0.554645,0.438525,0.79918,2.36365,0.643838,1.83654,0.716003,0.5271,0.235167,8.72249,1.90647,4.35994,0.774681,-1.26168,-0.164201,-0.100686,-0.125316,0.535623,0.245806,-0.74631,-0.206644,-0.692857,-0.143254,1.06826,0.797332,2.10634,18.666,6.84352,5.85877,90,1,0.114614,0.136161,0.152955,0.067758,0.166774,0.19041,11.0012,105.49,98.4981,14,9.07927,12.1096,31,17,14,0.548387,0.735652,93,0.621103,0.16129,0,0,0,0,1,0,0,,,0.83871,0.752809,0.555556,3,3,0,0,31,2.17927,2.96907,4.57956,2.95515,-0.240843,0.257301,11.3579,7.46273,-2.40798,18.3573,23.1,21.4,5.12007,-0.459405,0.670908,133,0.330588,139,0.34032,0.626208,0.765366,0.8182,7.71717,5.77503,22.9816,1.11727,3.92012
P75527a2d8c,2025,3,,23,23.5291,0,410,0.676829,0.740244,0.569512,0.993902,0.564634,0.736585,0.640244,0.658537,0.458537,0.786585,0.915854,1.8017,0.493508,1.40589,0.556319,0.395808,0.177432,9.8162,2.13406,1.2335,0.219856,3.02215,0.396834,0.354569,0.443114,0.112407,0.0523485,-1.365,-0.380197,3.06291,0.633987,1.62134,1.21992,1.43342,17.865,6.05702,5.37472,73,2,0.199837,0.236025,0.247587,0.182254,0.276104,0.238563,10.6049,106.525,100.287,16,16.5958,14.8013,32,17,15,0.53125,0.710538,94,0.619792,0.15625,0,0,0,0,1,0,0,,,1,1,1,4,5,1,1,32,0.842209,2.26197,1.40478,2.25233,-0.0311268,0.0611992,8.51635,-8.5935,0.954526,19.5291,45.8,21.3,1.79619,0.281135,0.755914,620,0.326481,443,0.429433,0.9696,0.9696,1,9.4864,5.3328,23.836,0.722342,1.0782
P75585aef52,2017,2,,22,22.0287,0,493,0.901623,0.790061,0.871197,0.986815,0.838742,0.474645,0.131846,0.956389,0.944219,0.909736,0.962475,4.63691,1.2563,2.1336,0.820324,2.50331,1.11208,10.7659,2.36633,5.59454,0.999394,-1.06033,-0.136801,-0.896344,-1.1027,4.77171,2.16606,6.32826,1.74173,7.44256,1.55086,2.66719,1.98251,1.54293,17.9366,3.11862,3.06136,54,3,0.324579,0.22523,0.252097,0.10487,0.29922,0.191595,12.1921,105.381,98.2448,15,9.85712,11.2928,34,22,12,0.647059,0.784096,74,0.530223,0.176471,0,0,0,0,2,1,0,,,1,0.970588,0.941176,2,4,2,1,34,1.24894,2.3935,1.36711,1.84215,0.0239344,0.604276,6.30403,,2.00387,19.0281,59.6,22.2,3.52334,0.632491,0.700079,468,0.254295,1,0.445783,1.47844,1.56057,0.9474,0.0539439,6.11909,28.3777,3.16662,4.6786
