pid,draft_year,actual_pick,reason,n_name_candidates
P2f5200d27c,2007,19.0,no_d1_season_match,0
P40c501f5d6,2007,33.0,no_d1_season_match,3
P41fad117db,2007,22.0,no_d1_season_match,0
P42adf8ab25,2007,24.0,no_d1_season_match,0
P473b24f6eb,2007,23.0,no_d1_season_match,0
P49a2cdbcb5,2007,,no_d1_season_match,1
P49b077589e,2007,11.0,no_d1_season_match,0
P4a79922b86,2007,7.0,no_d1_season_match,0
P544e2d56ac,2007,56.0,no_d1_season_match,0
P56d107e80a,2007,31.0,no_d1_season_match,0
P5713a8b541,2007,2.0,no_d1_season_match,0
P586a0d2a81,2007,,no_d1_season_match,0
P5c6144028a,2007,,no_d1_season_match,0
P61624e71c6,2007,17.0,no_d1_season_match,1
P6525188e53,2007,35.0,no_d1_season_match,0
P67d2056db6,2007,37.0,no_d1_season_match,0
P6950e00d3b,2007,28.0,no_d1_season_match,0
P6a22b03d03,2007,29.0,no_d1_season_match,0
P71e6d4319f,2007,,no_d1_season_match,0
P7703cc27be,2007,34.0,no_d1_season_match,0
P801bf131e6,2007,,no_d1_season_match,0
P8bc7e2260e,2007,12.0,no_d1_season_match,0
P8e68185705,2007,38.0,no_d1_season_match,0
P93e1b535ab,2007,48.0,no_d1_season_match,0
P971be31864,2007,32.0,no_d1_season_match,0
P9bd8ef5672,2007,,no_d1_season_match,0
Pa5107e2b9c,2007,,no_d1_season_match,0
Pa610141ccc,2007,59.0,no_d1_season_match,0
Pac5bd0e496,2007,53.0,no_d1_season_match,0
Pad16010a79,2007,9.0,no_d1_season_match,0
Pb380360b47,2007,41.0,no_d1_season_match,1
Pb70d7d0b57,2007,21.0,no_d1_season_match,0
Pba0c961d37,2007,3.0,no_d1_season_match,0
Pbcd324b348,2007,4.0,no_d1_season_match,0
Pc47bd1a1ea,2007,,no_d1_season_match,0
Pc544b8efa0,2007,18.0,no_d1_season_match,0
Pc86b9a08db,2007,,no_d1_season_match,0
Pcb5c1e8ac6,2007,55.0,no_d1_season_match,0
Pcd53db286a,2007,42.0,no_d1_season_match,0
Pcfbeb8a341,2007,46.0,no_d1_season_match,0
Pd1415c96b7,2007,49.0,no_d1_season_match,1
Pd175d5631f,2007,,no_d1_season_match,0
Pd35ff5934d,2007,8.0,no_d1_season_match,0
Pd5893ad4c2,2007,,no_d1_season_match,1
Pd6f3aa739f,2007,20.0,no_d1_season_match,1
Pd84423f7e2,2007,14.0,no_d1_season_match,0
Pd9ad951135,2007,25.0,no_d1_season_match,0
Pda7f31dba8,2007,,no_d1_season_match,0
Pdd125f24cc,2007,16.0,no_d1_season_match,0
Pea4d2012e7,2007,5.0,no_d1_season_match,0
Peefc30f89c,2007,51.0,no_d1_season_match,0
Pf5e2b9f7f1,2007,52.0,no_d1_season_match,0
Pf6d18cb839,2007,36.0,no_d1_season_match,0
Pf75a340b58,2007,,no_d1_season_match,0
P0157d20b94,2008,24.0,no_d1_season_match,0
P103e95dd1f,2008,,no_d1_season_match,0
P246009ab63,2008,36.0,no_d1_season_match,0
P2528efc939,2008,,no_d1_season_match,1
P267f5baf8e,2008,,no_d1_season_match,0
P3b02df9dfc,2008,,no_d1_season_match,0
P3d1eff1bca,2008,20.0,no_d1_season_match,0
P4b06d66b80,2008,45.0,no_d1_season_match,0
P6dfb5df5c6,2008,41.0,no_d1_season_match,0
P6e6a2db0d6,2008,,no_d1_season_match,0
P94bbcbe8b9,2008,60.0,no_d1_season_match,0
Pb047bb4747,2008,55.0,no_d1_season_match,1
Pb7bd8922eb,2008,,no_d1_season_match,0
Pc90f94ed67,2008,,no_d1_season_match,0
Pc9bef9c2e0,2008,,no_d1_season_match,1
Pda7ff44e77,2008,25.0,no_d1_season_match,0
Pe67238da8c,2008,31.0,no_d1_season_match,0
Peda84f3898,2008,6.0,no_d1_season_match,0
P22c8154970,2009,5.0,no_d1_season_match,0
P2805efe438,2009,30.0,no_d1_season_match,0
P2d06a24aee,2009,22.0,no_d1_season_match,0
P52f9046b71,2009,10.0,no_d1_season_match,1
P57a6e7dc53,2009,25.0,no_d1_season_match,0
P6aab967db9,2009,,no_d1_season_match,0
P7d7c4d5568,2009,23.0,no_d1_season_match,0
P8514f39741,2009,39.0,no_d1_season_match,0
P9378e87d91,2009,,no_d1_season_match,0
Pa5aab1aab8,2009,,no_d1_season_match,0
Pfd96fb33e5,2009,53.0,no_d1_season_match,0
P220e9380db,2010,,no_d1_season_match,0
P29710a392c,2010,,no_d1_season_match,0
P440f6cc00f,2010,17.0,no_d1_season_match,0
P76dbb66d26,2010,,no_d1_season_match,0
P989e9714fc,2010,53.0,no_d1_season_match,0
Pabb4255b19,2010,31.0,no_d1_season_match,0
Pad180fa2f7,2010,,no_d1_season_match,0
Pb486223088,2010,,no_d1_season_match,0
Pba6ba7bcf4,2010,,no_d1_season_match,1
Pdb8fb82c3b,2010,,no_d1_season_match,0
Pe97fa79993,2010,35.0,no_d1_season_match,0
P0f2f594f0f,2011,,no_d1_season_match,0
P148aecdd52,2011,7.0,no_d1_season_match,0
P16bad3a52e,2011,,no_d1_season_match,0
P2606a3d161,2011,42.0,no_d1_season_match,0
P31bc34ca23,2011,23.0,no_d1_season_match,0
P3e5e9d6579,2011,39.0,no_d1_season_match,0
P495da5b1cd,2011,31.0,no_d1_season_match,0
P4ec69893f6,2011,6.0,no_d1_season_match,0
P4f54eef176,2011,,no_d1_season_match,0
P542c8bbfa1,2011,,no_d1_season_match,0
P5969d3ea2a,2011,3.0,no_d1_season_match,0
Pb5da2dd439,2011,5.0,no_d1_season_match,0
Pce366ff1b3,2011,20.0,no_d1_season_match,0
P0c0603520c,2012,,no_d1_season_match,0
P0dca4f55c4,2012,53.0,no_d1_season_match,0
P10bdb64d5d,2012,,no_d1_season_match,0
P289650de8a,2012,,no_d1_season_match,0
P404f9fdfb6,2012,48.0,no_d1_season_match,0
P8e2f7481af,2012,54.0,no_d1_season_match,0
P909613bae5,2012,,no_d1_season_match,0
Pc0b16a51f2,2012,32.0,no_d1_season_match,0
Pc6095e56a1,2012,,no_d1_season_match,0
Pefaae49c8b,2012,20.0,no_d1_season_match,0
Pf0384da7bc,2012,,no_d1_season_match,0
Pf3fb310df6,2012,52.0,no_d1_season_match,0
P15c3bdbcba,2013,,no_d1_season_match,0
P2ad610b277,2013,15.0,no_d1_season_match,0
P56b91ee390,2013,32.0,no_d1_season_match,0
P591a253b3e,2013,,no_d1_season_match,0
P7d52184fb7,2013,,no_d1_season_match,0
P824176de50,2013,19.0,no_d1_season_match,0
P8aa2e06ade,2013,30.0,no_d1_season_match,0
P9702e35c0a,2013,16.0,no_d1_season_match,0
P9dbf445dc5,2013,17.0,no_d1_season_match,0
Pa0a2c9503f,2013,55.0,no_d1_season_match,0
Pa9d4084dfb,2013,47.0,no_d1_season_match,0
Paf55ace901,2013,,no_d1_season_match,0
Pb18185e9fe,2013,27.0,no_d1_season_match,0
Pe364fefd34,2013,,no_d1_season_match,0
Pea46ee56c1,2013,43.0,no_d1_season_match,0
P0acc99bae4,2014,,no_d1_season_match,0
P187235ce4e,2014,,no_d1_season_match,0
P25150e1302,2014,51.0,no_d1_season_match,0
P360c31499c,2014,25.0,no_d1_season_match,0
P3997afa4f2,2014,12.0,no_d1_season_match,0
P44154d877a,2014,27.0,no_d1_season_match,0
P962232fdc6,2014,41.0,no_d1_season_match,0
Paf95fb158c,2014,16.0,no_d1_season_match,0
Pb59dd639f9,2014,,no_d1_season_match,0
Pbac4f67696,2014,43.0,no_d1_season_match,0
Pbed27928bf,2014,52.0,no_d1_season_match,0
Pc9a1f10582,2014,5.0,no_d1_season_match,0
Pe73b4eac92,2014,20.0,no_d1_season_match,0
Pf78412d8c5,2014,31.0,no_d1_season_match,0
P04e5776a76,2015,,no_d1_season_match,0
P11ed05516e,2015,5.0,no_d1_season_match,0
P1ef5f1c321,2015,,no_d1_season_match,0
P35fcccf6c9,2015,,no_d1_season_match,0
P3e493925a2,2015,7.0,no_d1_season_match,0
P4ba2b4830d,2015,,no_d1_season_match,0
P5849f19551,2015,31.0,no_d1_season_match,0
Pa779a7b0cf,2015,35.0,no_d1_season_match,0
Pf1eb0b11c1,2015,4.0,no_d1_season_match,0
Pf326870436,2015,,no_d1_season_match,0
Pfc32d168da,2015,,no_d1_season_match,0
P049f342950,2016,,no_d1_season_match,0
P07954fea73,2016,26.0,no_d1_season_match,0
P1a32cd4176,2016,23.0,no_d1_season_match,0
P2bc89b6490,2016,,no_d1_season_match,0
P41923cb473,2016,,no_d1_season_match,0
P4b59f5fe56,2016,10.0,no_d1_season_match,0
P53f786523f,2016,4.0,no_d1_season_match,0
P64adb31e4d,2016,32.0,no_d1_season_match,0
P7222e0f90b,2016,15.0,no_d1_season_match,0
P83cf60968a,2016,53.0,no_d1_season_match,0
P9c2d575f48,2016,43.0,no_d1_season_match,0
Paca468f5b5,2016,13.0,no_d1_season_match,0
Pcb0e772806,2016,24.0,no_d1_season_match,0
Pcf60b82b9d,2016,48.0,no_d1_season_match,0
Pd7c989b67a,2016,16.0,no_d1_season_match,0
Pfff80834af,2016,,ambiguous_name,2
P1ee493f763,2017,,no_d1_season_match,0
P2ad4235514,2017,43.0,no_d1_season_match,0
P35bbbcf03e,2017,,no_d1_season_match,0
P3e5c820c70,2017,49.0,no_d1_season_match,0
P46cfb45fde,2017,8.0,no_d1_season_match,0
P49f423e70e,2017,,no_d1_season_match,1
P4d32b8b12e,2017,,no_d1_season_match,0
P54d4de841c,2017,21.0,no_d1_season_match,0
P5a43e18763,2017,,no_d1_season_match,0
Pa4877bedac,2017,57.0,no_d1_season_match,0
Pbced5f5600,2017,,no_d1_season_match,0
Pd9320fa884,2017,,no_d1_season_match,0
Pe528778159,2017,,no_d1_season_match,0
Pe5fb05fea3,2017,25.0,no_d1_season_match,0
P379ec45447,2018,40.0,no_d1_season_match,0
P55c2defaf8,2018,,no_d1_season_match,0
P5c0dd77b3d,2018,,no_d1_season_match,0
P5ff9cbca0f,2018,55.0,no_d1_season_match,0
P61add2364f,2018,29.0,no_d1_season_match,0
P7f30d796bb,2018,,no_d1_season_match,0
P8fc9787b05,2018,,no_d1_season_match,0
Pcaa6f4e965,2018,3.0,no_d1_season_match,0
Pd064221ae2,2018,36.0,no_d1_season_match,0
Pefc5241948,2018,39.0,no_d1_season_match,0
Pf271325d7b,2018,24.0,no_d1_season_match,0
Pf5ec6d144b,2018,31.0,no_d1_season_match,0
P027da49c30,2019,37.0,no_d1_season_match,0
P2b2d444bdd,2019,,no_d1_season_match,0
P2bdd03741b,2019,35.0,no_d1_season_match,0
P41398f1a21,2019,,no_d1_season_match,0
P4a4f2b1371,2019,,no_d1_season_match,0
P5277c76d51,2019,18.0,no_d1_season_match,0
P53a27c701d,2019,,no_d1_season_match,0
P63de5d6c2a,2019,,no_d1_season_match,0
P6b5b70ee01,2019,,no_d1_season_match,0
P76650bc6e2,2019,39.0,no_d1_season_match,0
P77bf4c6cd4,2019,,no_d1_season_match,0
P8a97dbabe6,2019,59.0,no_d1_season_match,0
P90844406b5,2019,,no_d1_season_match,0
P9540818d9f,2019,15.0,no_d1_season_match,0
P9b3e496395,2019,19.0,no_d1_season_match,0
Pb15c668c3a,2019,23.0,no_d1_season_match,0
Pc53511377b,2019,,no_d1_season_match,0
P04b95b58e0,2020,44.0,no_d1_season_match,0
P3bfc12237e,2020,37.0,no_d1_season_match,0
P3c885ec031,2020,24.0,no_d1_season_match,0
P3ff36ffdc1,2020,3.0,no_d1_season_match,0
P4cd6438cc3,2020,,no_d1_season_match,0
P539176b694,2020,,no_d1_season_match,0
P625909539a,2020,52.0,no_d1_season_match,1
P837f74ef42,2020,,no_d1_season_match,0
P842bafbfda,2020,17.0,no_d1_season_match,0
P87be528da0,2020,23.0,no_d1_season_match,0
Pa430d00e1f,2020,9.0,no_d1_season_match,0
Pba89c73461,2020,,no_d1_season_match,0
Pde7308c87b,2020,34.0,no_d1_season_match,0
Pee12c1b431,2020,55.0,no_d1_season_match,0
Pf77538a69a,2020,,no_d1_season_match,0
Pfe5913c014,2020,7.0,no_d1_season_match,0
P29e5d27062,2021,,no_d1_season_match,0
P4110110f37,2021,23.0,no_d1_season_match,0
P457b866328,2021,,no_d1_season_match,0
P64263ced9d,2021,2.0,no_d1_season_match,0
P7dcdc4ccdd,2021,7.0,no_d1_season_match,0
P854a3a23a2,2021,6.0,no_d1_season_match,0
Pa09bdf4e64,2021,60.0,no_d1_season_match,0
Pb1d56c9c96,2021,31.0,no_d1_season_match,0
Pb3cfb2c388,2021,16.0,no_d1_season_match,0
Pd7c45f2e6c,2021,,no_d1_season_match,0
Pe225c37146,2021,,no_d1_season_match,0
Pfb1f04f295,2021,,no_d1_season_match,0
P017b3a2bee,2022,,no_d1_season_match,0
P0234a21988,2022,,no_d1_season_match,0
P1191691c20,2022,27.0,no_d1_season_match,0
P20596267f7,2022,37.0,no_d1_season_match,0
P39f2672d8d,2022,,no_d1_season_match,0
P4b5f95e771,2022,11.0,no_d1_season_match,0
P4e8883caf8,2022,24.0,no_d1_season_match,0
P719dac14cb,2022,,no_d1_season_match,0
P7d4b1d6e8f,2022,7.0,no_d1_season_match,0
Pab39ee5462,2022,8.0,no_d1_season_match,0
Paee04abbe6,2022,52.0,no_d1_season_match,0
Paf2b091294,2022,,no_d1_season_match,0
Pd3eb42d2a8,2022,55.0,no_d1_season_match,0
Pd4287ba490,2022,56.0,no_d1_season_match,0
P144ed94c77,2023,1.0,no_d1_season_match,0
P1999b4880f,2023,4.0,no_d1_season_match,0
P2db6f2cc8f,2023,33.0,no_d1_season_match,0
P4e9a2418a1,2023,,no_d1_season_match,0
P51e5ade0ce,2023,3.0,no_d1_season_match,0
P52f2ddbdea,2023,,no_d1_season_match,0
P5dad28f6cf,2023,,no_d1_season_match,0
P71f8c1b48d,2023,43.0,no_d1_season_match,0
P7200ebcdd8,2023,45.0,no_d1_season_match,0
P7f722372b8,2023,,no_d1_season_match,0
P850a7a2631,2023,,no_d1_season_match,0
P8bf21cf88b,2023,,no_d1_season_match,0
P9180c4596b,2023,5.0,no_d1_season_match,0
Pa4e79c2199,2023,7.0,no_d1_season_match,0
Paf63a5d230,2023,56.0,no_d1_season_match,0
Pbf5a7a4d5b,2023,44.0,no_d1_season_match,0
Pc51154c628,2023,,no_d1_season_match,0
Pf9f33f79e7,2023,42.0,no_d1_season_match,0
P23152d31e2,2024,1.0,no_d1_season_match,0
P31a95da41b,2024,,no_d1_season_match,0
P58407301c7,2024,6.0,no_d1_season_match,0
P65b97df144,2024,2.0,no_d1_season_match,0
P6696ce1e71,2024,,no_d1_season_match,0
P68ff50da96,2024,33.0,no_d1_season_match,2
P7070c905f3,2024,23.0,no_d1_season_match,0
P7f11916058,2024,,no_d1_season_match,0
P8b3507dca4,2024,58.0,no_d1_season_match,0
P8cc9424d6a,2024,,no_d1_season_match,0
Pa5d4a8fef6,2024,11.0,no_d1_season_match,0
Pb1c5565b99,2024,57.0,no_d1_season_match,0
Pd018d62aee,2024,12.0,no_d1_season_match,0
Pe083952d4c,2024,5.0,no_d1_season_match,0
Pe64515ec9d,2024,,no_d1_season_match,0
Pe79de9d05b,2024,25.0,no_d1_season_match,0
Peb437378ff,2024,,no_d1_season_match,0
Pedbe6303e0,2024,,no_d1_season_match,0
P04c242f081,2025,,no_d1_season_match,0
P12fddfeea1,2025,,no_d1_season_match,0
P277e56e049,2025,51.0,no_d1_season_match,0
P32fecc73d2,2025,12.0,no_d1_season_match,0
P3651ab0a99,2025,47.0,no_d1_season_match,0
P521d05ff22,2025,,no_d1_season_match,0
P53f54898a1,2025,16.0,no_d1_season_match,0
P6ddd309f80,2025,28.0,no_d1_season_match,0
Pb7270acc46,2025,45.0,no_d1_season_match,0
Pbb5fdc38a3,2025,,no_d1_season_match,0
Pd8f68848a0,2025,19.0,no_d1_season_match,0
Pdde13713ff,2025,17.0,no_d1_season_match,0
Pdec9ef7c46,2025,32.0,no_d1_season_match,0
Pec8256037d,2025,26.0,no_d1_season_match,0
P0fc299eb1c,2026,21.0,no_d1_season_match,0
P2b19f4fd38,2026,25.0,no_d1_season_match,0
P3cb9458e5b,2026,60.0,no_d1_season_match,0
P4eb309e8f6,2026,56.0,no_d1_season_match,0
P79aaab38df,2026,39.0,no_d1_season_match,0
P9f8f735247,2026,57.0,no_d1_season_match,0
