pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
Pc0a66d6cca,2025,75.75,,205.8,81.0,101.5,,8.5,9.75,33.0,39.0,10.53,2.96,3.12,,25.216128177366315,5.25,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
Pab4be0edd9,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P80ff3b7db7,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5bddeea434,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3d8ccdb639,2025,79.75,,221.0,84.0,106.5,,8.75,9.75,29.0,35.5,10.64,2.92,3.3,,24.43032235929352,4.25,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Pf3b62cae3c,2025,76.5,,213.2,82.5,102.0,,9.25,9.25,30.5,36.5,11.07,3.05,3.16,,25.613129032264304,6.0,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P4e09db2338,2025,76.0,,193.2,79.5,101.5,,8.5,9.5,30.0,38.5,11.27,2.93,3.2,,23.516801036406783,3.5,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P12ee990c18,2025,79.5,,202.8,84.5,107.0,,8.5,9.0,27.5,34.5,10.97,2.78,3.12,,22.559631462493023,5.0,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P5f9ce00466,2025,74.5,,179.6,77.25,98.5,,8.25,9.25,32.5,36.5,10.95,3.09,3.05,,22.75056015552327,2.75,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P3ee6bf444e,2025,76.75,,190.4,82.25,101.0,,8.5,8.0,32.0,37.5,10.49,3.11,3.28,,22.725240240349873,5.5,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
Pd8f68848a0,2025,75.0,,175.0,80.0,101.5,,7.75,9.25,28.0,34.0,10.75,2.85,3.26,,21.873275810996066,5.0,,,,,,,,,,,,,,,,,,,,,
P3f654a33fe,2025,81.25,,262.8,90.0,109.0,,8.5,9.0,,,,,,,27.988326328679175,8.75,,,,,,,,,,,,,,,,,,,,,
P07268bf0e1,2025,77.0,,219.0,78.25,101.5,,8.5,9.75,31.5,36.5,11.92,2.92,3.35,,25.96934355557023,1.25,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P15b8c13058,2025,81.25,,247.8,84.5,109.5,,9.0,9.5,23.5,28.0,12.45,3.27,3.52,,26.390819118138126,3.25,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P43b2e2aa2f,2025,80.25,,232.4,89.25,109.0,,9.5,9.5,27.0,32.5,10.95,2.72,3.24,,25.371395123594013,9.0,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
Pcb16689c6c,2025,81.0,,223.8,83.25,107.5,,9.25,10.0,29.5,36.5,10.95,2.78,3.26,,23.982163073196748,2.25,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P32fecc73d2,2025,82.0,,204.0,85.0,110.0,,8.97,10.62,,,10.7,,3.1,,21.3304869491952,3.0,,,,,,,,,,,,,,,,,,,,,
P1a135db58f,2025,80.25,,199.2,82.25,105.5,,8.25,9.25,26.5,32.0,11.31,2.93,3.33,,21.746910105937722,2.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pf54bd6bbc8,2025,76.75,,205.2,79.75,99.5,,8.5,9.75,28.5,35.0,10.99,2.82,3.22,,24.49169799012497,3.0,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P679974836f,2025,72.5,,178.4,78.0,98.5,,8.5,9.5,30.5,38.0,10.97,3.08,3.22,,23.86256608944134,5.5,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P884e8ee6b6,2025,80.25,,185.6,80.75,104.0,,8.5,9.0,27.5,32.0,11.73,3.08,3.21,,20.262181303524304,0.5,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Padf63a93ad,2025,78.75,,214.6,80.5,99.5,,8.75,10.0,30.5,36.5,11.11,2.75,3.16,,24.329147983361228,1.75,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Pb9eccb67f7,2025,84.75,,252.8,90.75,114.0,,9.75,10.25,24.0,30.0,12.05,3.44,3.5,,24.745484600068494,6.0,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P6ddd309f80,2025,78.25,,222.7,82.75,101.5,,10.25,9.0,,,10.91,,3.27,,25.571124806523006,4.5,,,,,,,,,,,,,,,,,,,,,
Pdde13713ff,2025,82.0,,234.8,88.5,111.0,,9.75,10.0,28.5,32.5,11.44,2.97,3.45,,24.550972233681538,6.5,,,,,,,,,,,,,,,,,,,,,
P5699f03b57,2025,78.5,,239.2,84.75,106.0,,8.5,10.25,29.5,34.5,11.21,2.86,3.15,,27.291045226936085,6.25,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
Pf4e651b50c,2025,78.5,,214.8,83.75,106.0,,8.5,9.5,30.5,39.5,11.25,3.14,3.07,,24.507176064991103,5.25,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pdec9ef7c46,2025,79.25,,241.8,83.5,106.5,,8.25,9.75,25.0,31.0,11.7,3.13,3.34,,27.06799340930828,4.25,,,,,,,,,,,,,,,,,,,,,
P445f167264,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P307cead4af,2025,82.5,,251.8,86.25,109.0,,9.25,9.75,24.0,30.0,11.26,2.91,3.51,,26.01034639531906,3.75,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
P24c85e006b,2025,84.25,,236.8,85.25,110.0,,9.0,10.25,28.0,31.5,11.31,3.16,3.23,,23.455256481406437,1.0,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P259fbebd69,2025,78.25,,218.4,84.0,104.5,,9.0,10.25,,,,,,,25.077385081924675,5.75,,,,,,,,,,,,,,,,,,,,,
Pd4c3f94c64,2025,78.25,,211.6,79.25,101.0,,8.5,8.75,30.5,35.5,10.9,3.06,3.13,,24.296587377908704,1.0,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P49b4c451ec,2025,76.25,,183.2,79.25,100.5,,8.25,9.0,30.5,36.5,10.75,3.0,3.19,,22.153588302481097,3.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pec8256037d,2025,78.0,,199.0,80.7,100.0,,9.44,8.07,,,11.1,,3.2,,22.996523068407747,2.700000000000003,,,,,,,,,,,,,,,,,,,,,
P495dd3afc8,2025,75.25,,202.4,78.0,100.5,,8.25,8.5,24.5,31.5,11.42,3.11,3.27,,25.13019201447505,2.75,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P3651ab0a99,2025,82.5,,213.2,83.5,110.0,,8.25,9.75,24.0,27.5,11.4,2.96,3.43,,22.023057392700647,1.0,,,,,,,,,,,,,,,,,,,,,
P6ce9cb925d,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P155e770e32,2025,76.5,,217.6,78.5,100.0,,8.25,9.25,32.0,39.5,10.91,2.93,2.97,,26.141730194281017,2.0,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
Pcb59681372,2025,84.0,,253.4,89.25,111.0,,9.5,11.75,26.5,30.0,11.76,2.95,3.53,,25.249125776723776,5.25,,,,,,,,,,,,,,,,,,,8.0,25.0,0.32
P277e56e049,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf25d15a954,2025,77.75,,201.8,77.25,101.5,,8.5,9.25,27.5,34.0,11.4,3.23,3.31,,23.470301782848786,-0.5,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P53f54898a1,2025,85.0,,252.6,86.75,111.0,,10.0,11.25,26.0,30.0,11.79,3.01,3.38,,24.580674853543485,1.75,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P7ba2fa977b,2025,77.25,,213.0,86.25,106.0,,9.25,10.0,32.5,38.5,10.97,3.02,3.06,,25.09463796368131,9.0,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
P16dc90cb0b,2025,76.75,,211.8,81.0,102.5,,9.0,9.5,30.0,37.0,11.14,3.21,3.2,,25.27944266232197,4.25,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
Pb7270acc46,2025,87.0,,257.0,88.75,114.5,,9.0,9.75,27.5,31.5,11.92,3.0,3.48,,23.872226445668378,1.75,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pc2ef5dcf11,2025,73.0,,190.0,76.75,96.0,,8.25,9.75,33.0,40.5,10.74,2.87,3.07,,25.067220891619495,3.75,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
P95c84fe799,2025,76.25,,206.4,77.75,99.0,,8.0,9.75,29.5,34.5,11.35,3.06,3.21,,24.959064550393546,1.5,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
P41ae7c3c75,2025,73.5,,208.4,79.5,99.5,,8.25,9.25,29.5,38.0,11.06,3.05,3.11,,27.121977027497948,6.0,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Pfc563b417e,2025,79.0,,203.2,80.25,103.0,,8.5,9.25,30.0,36.0,10.95,3.0,3.19,,22.891161445710175,1.25,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P8961a7643a,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P351397d42c,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P03328260f7,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1cb017a474,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P648e1b1924,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98436c11b0,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P694212af03,2025,71.0,,175.8,74.25,94.0,,9.5,8.25,26.5,32.5,11.5,2.88,3.22,,24.518871672399175,3.25,,,,,,,,,,,,,,,,,,,,,
P070f8d3585,2025,83.25,,242.6,87.25,111.0,,9.5,9.0,33.5,37.0,11.45,2.84,3.2,,24.61051033310212,4.0,,,,,,,,,,,,,,,,,,,,,
Pb74dcb5e35,2025,80.75,,230.2,83.25,107.5,,10.0,9.0,23.5,31.0,11.9,3.0,3.45,,24.820959423812663,2.5,,,,,,,,,,,,,,,,,,,,,
P19a9559b15,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34c7aa9885,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9caa5193d5,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P25ddbfff0e,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9b4a07a3b9,2025,77.25,,200.4,84.0,103.0,,8.75,10.0,37.5,43.0,10.71,2.79,3.07,,23.610166422167772,6.75,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P855a9cc2ba,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3b0e47f5ec,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3a6abfac78,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04a83dcaaf,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98f1a6546b,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peb9997d32a,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5af1a30da4,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0e11075372,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P522b25bae5,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1fe8b7c256,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd83ff943df,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd559eb82c1,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14a31d76da,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P072482f331,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43bb69ceef,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0eb002afb8,2025,77.75,,210.0,82.5,103.5,,9.0,10.0,31.5,38.0,11.24,2.98,3.13,,24.424000864213305,4.75,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
