pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
P6e67770ba5,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3cb9458e5b,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53d139a0c8,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb07d6373bb,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1723d857f7,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfc8df2f375,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pad2abbabb5,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P81fe4dcd33,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P03f35a2855,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2086e31fc5,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8d0ea24592,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8db9055dd7,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P865ed42223,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paae5adeebf,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbbefe0eca9,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36ce80df8e,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0d5beb0152,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P86042c98c9,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8e7fe9e7e9,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3dfb31f267,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdf653f9244,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9ac54b5d6d,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd10e0b97d9,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7235c3ea4e,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd88150bb39,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0fc299eb1c,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P011de6a94b,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfd12de1732,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9a9f9fa8f1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5fe334203a,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7c5fe0ebd3,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf02a0c42ed,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd8381f9e2c,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P999bb1cbab,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P279cdc2712,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa5e266180e,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb4d81376d2,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd51160cf5e,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2b19f4fd38,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P84f7cbd5a8,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3778eacc6f,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0b55371179,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1715fe72c5,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf069f7ce7d,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd0d6a519f5,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbe096a5b87,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P169cb5be9a,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paf6b5cd8b6,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1fc9b73472,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd084613a9a,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P79aaab38df,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4eb309e8f6,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4b7967ab2f,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9603a14b7f,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P328a9a467a,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56746fa0a3,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peb3b7288c1,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01dc454b71,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfff8cbaa74,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9f8f735247,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0c63cafc6d,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
