pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
P539176b694,2020,78.0,79.0,213.2,79.25,102.0,5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,,24.637480995902166,1.25,,,,,,,,,,,,,,,,,,,,,
Pdd324c8c3a,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcf413465aa,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P007123cefb,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa5bdbe06a8,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6142a39d2b,2020,80.5,82.2,222.1,87.75,107.0,7.83,9.0,10.25,28.0,37.0,11.95,2.71,3.16,,24.09656319399056,7.25,,,,,,,,,,,,,,,,,,,,,
P173da90181,2020,77.5,78.2,198.6,79.25,100.5,4.2,8.75,10.0,30.5,36.5,11.25,2.63,3.25,,23.247387057870895,1.75,,,,,,,,,,,,,,,,,,,,,
P0fec6c7ff1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9d5ce33ec0,2020,80.25,81.2,249.6,84.25,106.5,8.4,9.25,11.0,30.0,33.5,11.26,2.57,3.25,,27.2491403737051,4.0,,,,,,,,,,,,,,,,,,,,,
P076dcdb147,2020,72.5,73.7,185.2,75.0,95.0,4.6,8.25,10.0,31.5,40.5,10.44,2.22,3.02,,24.772125783433495,2.5,,,,,,,,,,,,,,,,,,,,,
P9cddcdc1ad,2020,77.75,79.0,223.0,82.25,104.0,11.68,8.5,9.25,29.0,35.0,11.29,2.66,3.43,,25.93596282247413,4.5,,,,,,,,,,,,,,,,,,,,,
P98391b949f,2020,80.75,82.0,221.6,80.0,106.0,12.43,8.25,9.25,27.5,32.0,11.6,2.62,3.4,,23.893677707718883,-0.75,,,,,,,,,,,,,,,,,,,,,
Pc5171d01c1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe3d286e6c8,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2943e264b5,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P72ce5af049,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35f0fb7731,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ff36ffdc1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pba698d642d,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfe5913c014,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa430d00e1f,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41612ab4e2,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6232d5a44f,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1388f2fd26,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd70c9ef8df,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7699b7f669,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P272ac40c3c,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb7d583a85a,2020,79.5,80.7,234.0,84.75,108.5,6.7,9.0,10.0,,,,,,,26.030343995184257,5.25,,,,,,,,,,,,,,,,,,,,,
Pe6c9de6d86,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P388cb0d5da,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pad0b972baf,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pde7308c87b,2020,76.0,77.0,187.4,80.75,100.5,2.8,8.5,10.0,,,,,,,22.810810115023973,4.75,,,,,,,,,,,,,,,,,,,,,
Pa3fa433740,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P289da7f9c1,2020,73.5,75.0,170.0,73.75,96.0,7.6,7.5,8.25,30.0,34.0,10.78,2.59,3.28,,22.12445342934094,0.25,,,,,,,,,,,,,,,,,,,,,
P04526b8576,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3c885ec031,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0cd98a270c,2020,76.5,77.5,214.0,81.75,101.5,6.8,8.0,8.75,30.5,39.5,10.64,2.28,3.12,,25.709238334449164,5.25,,,,,,,,,,,,,,,,,,,,,
Pa7dbf13041,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0df73941d8,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc2d24d5902,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P429838957d,2020,74.5,75.7,193.4,78.0,100.5,3.4,8.75,9.75,,,,,,,24.498654421370826,3.5,,,,,,,,,,,,,,,,,,,,,
P48772fff87,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P90a7395cb0,2020,81.25,82.2,224.6,86.25,110.0,3.7,9.25,9.25,,,,,,,23.920007965834635,5.0,,,,,,,,,,,,,,,,,,,,,
P32d7e7e1eb,2020,78.0,79.0,212.8,85.25,105.5,5.0,8.5,9.0,37.0,43.5,11.35,2.75,3.17,,24.591256828930497,7.25,,,,,,,,,,,,,,,,,,,,,
Pdc083a80a9,2020,76.75,78.5,229.0,79.5,101.5,10.2,8.5,8.75,,,,,,,27.3323530201687,2.75,,,,,,,,,,,,,,,,,,,,,
Pe0b660d280,2020,79.25,80.5,243.0,88.75,108.5,7.5,9.0,10.5,,,,,,,27.202325882803606,9.5,,,,,,,,,,,,,,,,,,,,,
Pe237a28a37,2020,81.25,82.5,246.8,86.0,105.5,5.9,9.0,10.5,33.0,38.0,10.94,2.72,3.2,,26.284318637435387,4.75,,,,,,,,,,,,,,,,,,,,,
P63236d3a70,2020,74.0,75.0,185.8,80.25,99.0,8.2,8.0,8.75,29.5,35.5,11.21,2.46,3.17,,23.855063531219102,6.25,,,,,,,,,,,,,,,,,,,,,
P170284fab5,2020,80.5,81.2,219.2,86.0,109.5,6.83,9.0,8.75,26.5,37.5,12.29,2.67,3.45,,23.781929996050113,5.5,,,,,,,,,,,,,,,,,,,,,
P842bafbfda,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P866e6f90bf,2020,75.0,76.5,170.4,79.5,101.0,4.7,8.25,8.25,,,,,,,21.2983211325356,4.5,,,,,,,,,,,,,,,,,,,,,
Pb3e461d4cf,2020,77.0,78.2,201.6,79.0,99.5,5.8,8.25,9.0,34.5,44.0,11.4,2.43,3.09,,23.906025848415336,2.0,,,,,,,,,,,,,,,,,,,,,
P716f6175e4,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69f4c7679c,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf46613d969,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdc49b6ecb0,2020,72.25,73.0,178.4,77.25,96.5,5.4,8.0,8.5,32.5,39.5,11.17,2.45,3.07,,24.02799066249227,5.0,,,,,,,,,,,,,,,,,,,,,
P34a08a87d4,2020,73.5,74.5,193.0,80.0,99.5,4.1,9.0,9.0,29.5,36.5,10.82,2.5,3.13,,25.117761834487062,6.5,,,,,,,,,,,,,,,,,,,,,
Pc74b3d476e,2020,77.75,78.7,228.0,81.0,101.0,6.8,8.5,9.75,35.0,41.0,10.35,2.54,3.2,,26.517486652574448,3.25,,,,,,,,,,,,,,,,,,,,,
Pee12c1b431,2020,77.0,78.2,185.2,81.5,104.5,3.7,8.25,9.75,,,,,,,21.961289618683132,4.5,,,,,,,,,,,,,,,,,,,,,
P80eaeaa85d,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2b95cb9990,2020,82.5,83.5,241.6,86.25,110.0,8.5,9.0,9.0,30.0,34.0,11.42,2.92,3.25,,24.956710441259272,3.75,,,,,,,,,,,,,,,,,,,,,
Pceb9387e05,2020,69.5,71.0,170.8,72.25,91.5,9.91,8.5,7.75,30.5,35.5,11.21,3.17,3.11,,24.86088384708212,2.75,,,,,,,,,,,,,,,,,,,,,
P4cd6438cc3,2020,77.0,78.0,196.0,83.0,102.0,3.73,8.5,9.75,31.0,36.0,11.52,2.64,3.04,,23.24196957484824,6.0,,,,,,,,,,,,,,,,,,,,,
P1f88525e9f,2020,79.5,80.5,266.5,86.0,106.0,8.5,10.25,11.0,26.0,32.5,11.8,3.01,3.49,,29.645669550070956,6.5,,,,,,,,,,,,,,,,,,,,,
P1cf3ac09b1,2020,72.5,73.5,196.0,78.0,97.0,9.0,8.75,8.25,24.0,28.0,11.15,2.74,3.61,,26.216720591538692,5.5,,,,,,,,,,,,,,,,,,,,,
P5be180758a,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04282e0cbf,2020,77.5,79.0,230.2,86.0,105.5,4.5,9.0,10.75,32.0,38.0,11.1,2.49,3.18,,26.946367073121245,8.5,,,,,,,,,,,,,,,,,,,,,
P2ca61183dc,2020,75.0,76.0,204.0,78.0,99.0,7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,,25.497990088246848,3.0,,,,,,,,,,,,,,,,,,,,,
P9580c6ee97,2020,78.0,79.5,196.6,83.0,104.5,7.6,8.75,9.5,31.5,37.5,12.16,2.62,3.38,,22.7191780665777,5.0,,,,,,,,,,,,,,,,,,,,,
P2cd53b2728,2020,75.75,77.7,207.2,79.0,102.5,8.9,8.75,8.5,24.0,31.0,10.6,2.49,3.33,,25.38766646428717,3.25,,,,,,,,,,,,,,,,,,,,,
P641ed83c9a,2020,74.75,76.2,193.4,79.0,97.5,4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,,24.335057854335126,4.25,,,,,,,,,,,,,,,,,,,,,
Pc09cd8c6d0,2020,77.75,79.0,233.5,84.75,102.5,8.7,9.25,10.5,28.5,35.0,11.77,2.9,3.37,,27.157162865684796,7.0,,,,,,,,,,,,,,,,,,,,,
P625909539a,2020,78.0,79.0,213.2,79.25,102.0,5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,,24.637480995902166,1.25,,,,,,,,,,,,,,,,,,,,,
P63a2ab1a2a,2020,80.0,81.7,235.0,86.0,109.5,8.2,9.0,9.5,23.0,31.5,11.56,2.96,3.31,,25.815836127375377,6.0,,,,,,,,,,,,,,,,,,,,,
Pf75af7bb1f,2020,74.0,76.0,200.8,80.0,100.0,12.3,8.75,8.75,28.0,33.0,11.33,2.47,3.26,,25.78092980123141,6.0,,,,,,,,,,,,,,,,,,,,,
