pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
P1ccfa6c1ee,2024,87.75,,299.0,94.75,115.0,,10.0,10.75,26.0,31.5,11.19,3.01,3.42,,27.300791949689838,7.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P4bbcd3bc18,2024,80.75,,236.2,85.0,108.0,,8.75,9.0,27.5,34.0,11.2,3.03,3.25,,25.46790015597112,4.25,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Pdf5a3388b3,2024,80.75,,212.2,83.0,106.5,,8.75,10.0,26.5,32.5,11.49,3.21,3.23,,22.880137227337304,2.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pd62847824a,2024,77.25,,205.8,81.0,103.0,,8.75,9.5,,,,,,,24.24636851138786,3.75,,,,,,,,,,,,,,,,,,,,,
P2382218b2e,2024,80.25,,205.0,86.5,109.0,,9.0,10.0,27.5,32.5,11.63,3.54,3.43,,22.38010327167286,6.25,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
P66484e16cb,2024,78.75,,213.4,82.0,105.0,,9.0,10.0,25.0,32.0,11.14,3.0,3.16,,24.1931042854114,3.25,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P13f5a8ca49,2024,80.25,,216.8,82.25,104.5,,9.0,9.5,28.5,35.5,10.81,2.82,3.09,,23.668323850237442,2.0,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Peb437378ff,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P218d8c92b9,2024,80.25,,239.6,85.5,103.5,,9.0,9.75,32.5,39.5,11.76,3.01,3.35,,26.15742801898935,5.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P1a8fd8dc98,2024,76.5,,236.8,83.0,100.5,,9.0,9.25,26.5,33.5,11.08,2.82,3.25,,28.44835344671758,6.5,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pb1001f743e,2024,77.25,,212.4,79.5,102.0,,8.75,10.25,30.5,38.0,11.15,2.91,3.06,,25.023948842656857,2.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pe64515ec9d,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb1d497dd3b,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82e84aa110,2024,75.25,,191.8,78.75,100.0,,8.5,9.0,25.0,32.5,10.96,2.84,3.24,,23.81408512043634,3.5,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
P0edbaa5011,2024,76.5,,186.6,80.25,100.5,,9.0,10.0,29.0,36.0,11.44,3.16,3.14,,22.417494734617822,3.75,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P72ec1785e5,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P414be319a7,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa5d4a8fef6,2024,80.75,,197.0,82.0,105.5,,8.5,9.25,31.0,38.0,10.73,2.9,3.09,,21.24122070586922,1.25,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pe083952d4c,2024,78.5,,196.8,82.75,104.0,,8.75,9.0,30.0,38.0,11.1,2.91,3.1,,22.453502093064476,4.25,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
P79c8ced5ce,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pca5928b452,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51e90d8f38,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P68ff50da96,2024,81.0,,223.8,85.0,105.0,,8.5,9.0,32.0,38.0,10.74,2.99,3.28,,23.982163073196748,4.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P92095a9676,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbe0b54a1e9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8b23f27bc8,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc19957985f,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23152d31e2,2024,80.5,,194.6,81.5,107.0,,8.5,8.75,25.0,31.0,11.51,2.97,3.38,,21.112972523865658,1.0,,,,,,,,,,,,,,,,,,,,,
P65b97df144,2024,83.75,,224.2,88.25,110.0,,9.0,10.0,30.5,37.0,11.43,3.23,3.27,,22.47316726292352,4.5,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pd018d62aee,2024,77.75,,203.0,77.5,102.0,,8.0,9.0,,,,,,,23.609867502072863,-0.25,,,,,,,,,,,,,,,,,,,,,
P7a95b991f4,2024,77.25,,212.2,81.0,103.5,,8.5,9.5,31.0,39.0,10.56,2.79,3.07,,25.000385802315375,3.75,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
Pa245962e52,2024,78.5,,178.4,85.0,103.0,,8.25,9.0,31.0,35.5,11.17,2.93,3.06,,20.3541909217617,6.5,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P473649a3ff,2024,73.75,,181.6,75.25,93.5,,7.75,9.0,32.5,42.0,10.96,3.03,3.08,,23.474162259115673,1.5,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P2a77fa93f7,2024,77.5,,210.0,81.0,102.0,,8.75,8.75,28.5,37.0,10.93,2.91,3.19,,24.581829215271338,3.5,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
P74240d498b,2024,73.0,,164.2,75.0,95.0,,8.0,8.25,,,,,,,21.663356160020637,2.0,,,,,,,,,,,,,,,,,,,,,
P9f04775c7a,2024,76.25,,197.6,82.0,102.5,,8.75,9.75,30.5,38.5,11.0,2.92,3.04,,23.89491838739227,5.75,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
P4bd2cd3d34,2024,75.75,,194.8,80.0,99.0,,8.5,9.25,28.5,36.5,11.28,2.99,3.16,,23.868327351559564,4.25,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
P429241cb33,2024,74.5,,204.6,76.75,97.5,,8.5,9.0,30.0,34.0,10.77,2.9,3.04,,25.917397593652904,2.25,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
P32ff4229d3,2024,74.25,,193.0,80.75,98.0,,8.75,9.0,35.0,42.0,10.63,2.9,2.87,,24.612895077891416,6.5,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
Pb0cd5d409b,2024,85.75,,282.0,90.75,115.0,,10.0,10.25,25.5,29.0,12.06,3.38,3.46,,26.96367961760735,5.0,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
P2bc6f2a3aa,2024,82.75,,229.8,82.5,107.0,,8.75,9.5,27.0,32.5,11.43,2.93,3.19,,23.59458411676839,-0.25,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pa3f4257d20,2024,74.0,,203.2,75.5,98.0,,8.25,9.5,25.5,33.0,10.87,3.07,3.23,,26.089068404433377,1.5,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pf4a65045a1,2024,79.0,,208.8,82.25,105.0,,9.0,10.25,27.0,32.0,11.9,2.91,3.32,,23.522020225710065,3.25,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P523c7506e7,2024,82.75,,229.4,86.0,109.5,,9.5,10.0,31.0,38.5,11.45,3.12,3.12,,23.55351434458951,3.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P58407301c7,2024,80.75,,217.4,85.5,110.0,,8.5,9.75,27.5,32.0,11.45,3.05,3.37,,23.440819195207965,4.75,,,,,,,,,,,,,,,,,,,,,
Pada60a9da7,2024,83.75,,230.0,88.5,112.5,,9.5,10.25,32.5,36.0,10.97,2.91,3.29,,23.05454268720968,4.75,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
P35654567c0,2024,79.5,,188.8,80.0,104.5,,8.0,9.5,25.5,32.0,11.15,3.17,3.2,,21.002260454234136,0.5,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
Pd1401169e8,2024,73.25,,196.6,74.75,95.0,,8.25,9.5,27.0,34.0,10.97,3.08,3.27,,25.76122808318023,1.5,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
Pb1c5565b99,2024,82.25,,232.4,88.0,109.0,,9.25,10.25,29.0,35.5,11.74,2.84,3.1,,24.152529308951785,5.75,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P8cc9424d6a,2024,78.5,,201.4,80.25,100.5,,8.75,9.5,34.5,42.0,11.01,3.0,3.13,,22.97832988589017,1.75,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pf120e8dc11,2024,77.5,,218.2,80.0,102.5,,8.25,9.5,29.5,36.5,11.13,3.06,3.12,,25.541691117962884,2.5,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
P4b73f3a250,2024,75.0,,201.8,77.0,98.5,,8.5,9.75,23.0,30.5,11.07,3.0,3.35,,25.22301176376575,2.0,,,,,,,,,,,,,,,,,,,18.0,25.0,0.72
P9fc884bebd,2024,81.5,,222.0,83.0,104.5,,9.0,10.0,35.0,39.5,11.25,3.12,3.09,,23.498279450471355,1.5,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P0d7bcc4d57,2024,78.25,,213.6,85.5,103.0,,9.0,9.75,32.0,38.5,10.99,2.88,3.12,,24.52623376144281,7.25,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
Pbdde11b624,2024,72.25,,200.8,75.0,96.0,,8.25,8.75,30.0,37.5,10.87,2.87,2.94,,27.044958099935247,2.75,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
Pdbf2a4e286,2024,78.0,,209.4,82.0,102.5,,8.75,8.75,28.0,32.5,12.07,3.22,3.18,,24.198351409671265,4.0,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P470eca3f49,2024,75.25,,197.0,78.25,101.0,,8.5,8.5,28.0,33.5,11.12,2.95,3.11,,24.45972246468174,3.0,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
Pa306b38c4f,2024,78.25,,224.0,82.25,103.0,,9.25,10.75,31.5,42.0,11.38,3.02,3.03,,25.72039495582018,4.0,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
Pcf591b3097,2024,76.5,,190.4,80.0,101.5,,8.0,8.0,32.5,35.5,11.07,2.95,3.07,,22.87401391999589,3.5,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P367a636ba4,2024,72.25,,187.0,76.5,93.5,,8.25,9.25,32.5,40.5,10.49,2.98,3.24,,25.186290660796267,4.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pf7cf72315c,2024,73.5,,210.4,79.25,98.5,,8.5,9.5,32.0,40.5,10.96,3.02,3.09,,27.38226471490196,5.75,,,,,,,,,,,,,,,,,,,19.0,25.0,0.76
P7070c905f3,2024,76.25,,167.0,80.5,102.0,,8.5,8.5,29.0,38.0,10.76,2.87,3.15,,20.19459195695602,4.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pe79de9d05b,2024,79.75,,216.8,81.0,107.5,,8.5,9.0,29.0,36.0,11.84,2.94,3.21,,23.96603569002188,1.25,,,,,,,,,,,,,,,,,,,,,
P0bcbee5c83,2024,84.0,,244.4,86.5,112.0,,9.25,10.0,24.0,27.0,11.48,3.03,3.4,,24.352353353714648,2.5,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pafffac98b2,2024,78.25,,217.2,86.0,108.5,,8.75,8.75,31.5,37.5,11.14,3.07,3.02,,24.939597251804205,7.75,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P816913601a,2024,82.0,,260.2,90.0,111.0,,9.25,10.0,27.0,33.0,11.55,3.04,3.23,,27.206826981277406,8.0,,,,,,,,,,,,,,,,,,,,,
P0f6f43de8d,2024,78.5,,206.2,79.25,103.5,,8.25,9.25,27.5,36.0,11.28,3.03,3.08,,23.525976278403935,0.75,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P26b4659b22,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd3d2fde686,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P31a95da41b,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd4ca66045e,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0e202d21b8,2024,83.5,,236.0,89.0,111.0,,9.25,10.0,30.5,35.5,11.24,3.23,3.33,,23.797830082805643,5.5,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
P7572949d92,2024,79.25,,212.0,86.0,108.0,,8.75,10.0,30.5,35.0,10.99,3.04,3.26,,23.732070317507674,6.75,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pd3ead775c1,2024,79.75,,235.0,87.0,108.0,,9.25,10.25,29.0,35.0,11.49,3.0,3.38,,25.97794459019899,7.25,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P2524393d71,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6696ce1e71,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdff50197cb,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbdf853cdec,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe8e75a6d90,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P233044615c,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P732be498cd,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf99c720027,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1c48d6e24b,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe6c95cf044,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P99ed7bd6ab,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7f11916058,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2c7c71307b,2024,73.25,,196.44,78.5,100.0,,8.5,9.0,30.0,36.5,10.86,3.08,2.94,,25.74026268901284,5.25,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P424c3aa3f2,2024,75.75,,194.8,80.0,99.0,,8.5,9.25,28.5,36.5,11.28,2.99,3.16,,23.868327351559564,4.25,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Peae8be2d88,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P75990d7854,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paed8dc8f7e,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa757d2e68d,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf59a3a471e,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb8bba3b38a,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pae3adc3ef4,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36a4ba5e62,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1c44c138bb,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf372901c0b,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
