pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
Pc3b8b90cf8,2019,79.25,80.75,245.4,84.5,106.5,6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,27.47099082979426,5.25,,,,14.0,25.0,0.56,11.0,25.0,0.44,3.0,12.0,0.25,,,,15.0,30.0,0.5,,,
P60e6add6f8,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa9b6b7ec3f,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbec5e357b6,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2061b46d22,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9406d39f17,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P63de5d6c2a,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P76650bc6e2,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd00fce6a5a,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4862cd71b2,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1d6fd5f29a,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcb86ff794b,2019,89.25,91.0,288.8,98.25,122.5,6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8.0,25.490540636620352,9.0,,,,4.0,25.0,0.16,3.0,25.0,0.12,4.0,12.0,0.3333333333333333,,,,19.0,32.0,0.59375,,,
P8534216773,2019,69.75,71.0,169.2,77.5,94.0,3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,24.451766626830747,7.75,,,,21.0,25.0,0.84,21.0,25.0,0.84,4.0,12.0,0.3333333333333333,,,,17.0,30.0,0.5666666666666667,,,
P8a97dbabe6,2019,81.0,82.25,232.8,85.75,107.0,6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13.0,24.9465932235934,4.75,,,,13.0,25.0,0.52,13.0,25.0,0.52,8.0,12.0,0.6666666666666666,7.0,12.0,0.5833333333333334,5.0,12.0,0.4166666666666667,8.0,12.0,0.6666666666666666
P5a277fef0e,2019,76.0,77.0,215.6,83.25,104.0,3.9,9.5,10.25,,,,,,,26.243386663816267,7.25,,,,21.0,26.0,0.8076923076923077,16.0,27.0,0.5925925925925926,6.0,12.0,0.5,,,,17.0,31.0,0.5483870967741935,,,
P18facb688d,2019,76.75,78.5,204.6,79.75,101.0,4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6.0,24.420084838107062,3.0,,,,17.0,25.0,0.68,10.0,25.0,0.4,6.0,12.0,0.5,,,,20.0,31.0,0.6451612903225806,,,
P3022e1c032,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P224fa713e4,2019,76.5,77.5,196.8,84.25,103.5,4.7,8.75,9.25,29.5,36.5,11.16,3.04,3.37,9.0,23.642888337474748,7.75,,,,,,,,,,,,,,,,,,,,,
P82887a653c,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdee21247bb,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P273938bb97,2019,84.75,86.5,208.0,91.0,115.5,7.1,9.25,9.5,,,,,,,20.360208848157622,6.25,,,,,,,,,,,,,,,,,,,,,
P00e7133fc6,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa9cae64430,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2f61c21e93,2019,78.5,80.0,207.8,84.5,105.5,4.7,9.0,9.0,,,,,,,23.708525075908526,6.0,,,,,,,,,,,,,,,,,,,,,
Pfe4fcea486,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P846172a369,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43dec358d1,2019,75.5,76.75,191.4,77.0,97.5,4.3,7.75,9.0,,,,,,,23.607301003102513,1.5,,,,,,,,,,,,,,,,,,,,,
Pbc4309c829,2019,77.25,78.75,194.2,81.5,100.5,5.0,8.25,8.5,,,,,,,22.87971217158174,4.25,,,,,,,,,,,,,,,,,,,,,
Peecc71d248,2019,79.25,80.25,207.2,80.25,102.0,4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,23.194740423526365,1.0,18.0,24.0,0.75,,,,11.0,25.0,0.44,8.0,12.0,0.6666666666666666,,,,20.0,32.0,0.625,,,
P9540818d9f,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P297d12820e,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ped6b9a1a7c,2019,82.25,83.5,218.6,87.5,110.5,5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,22.71834297305017,5.25,,,,,,,,,,,,,,,,,,,,,
P6f1d3c64d2,2019,76.25,77.5,203.8,81.5,102.0,5.9,8.5,8.75,,,,,,,24.64465772950681,5.25,,,,,,,,,,,,,,,,,,,,,
P4ebfdd4833,2019,76.5,78.0,192.4,75.25,100.5,7.1,8.0,8.75,,,,,,,23.11428717545803,-1.25,,,,,,,,,,,,,,,,,,,,,
Pa4c28f80ad,2019,76.75,78.0,216.4,81.25,104.0,5.6,8.0,9.25,,,,,,,25.82847682779261,4.5,,,,,,,,,,,,,,,,,,,,,
P714602a9aa,2019,76.5,78.0,,83.0,103.0,,9.0,9.0,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,
P6a5f6ac2d8,2019,76.5,78.0,224.2,85.25,104.5,5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5.0,26.934631937306087,8.75,,,,,,,14.0,25.0,0.56,4.0,12.0,0.3333333333333333,,,,8.0,10.0,0.8,6.0,9.0,0.6666666666666666
P7c5888ec9d,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd17e70140c,2019,79.25,81.5,209.6,85.75,106.5,4.6,9.25,9.25,30.5,37.0,10.88,3.13,3.38,9.0,23.46340537051702,6.5,,,,,,,,,,,,,,,,,,,,,
Pba03162225,2019,76.0,77.5,212.6,81.0,103.0,5.1,8.75,8.75,27.0,34.0,10.82,3.03,3.14,2.0,25.87821894585964,5.0,,,,,,,,,,,,,,,,,,,,,
Pb15c668c3a,2019,79.75,81.0,208.4,84.0,107.0,3.6,9.0,9.75,30.5,37.0,11.09,2.95,3.27,4.0,23.037462351478595,4.25,,,,11.0,25.0,0.44,16.0,25.0,0.64,4.0,12.0,0.3333333333333333,,,,19.0,31.0,0.6129032258064516,,,
P2c24c6affb,2019,73.5,74.75,179.0,75.25,95.0,5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7.0,23.295748022658987,1.75,,,,20.0,25.0,0.8,17.0,25.0,0.68,7.0,12.0,0.5833333333333334,,,,21.0,34.0,0.6176470588235294,,,
Pd50729b5d0,2019,77.75,79.25,220.8,81.25,102.0,6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,25.68009233722999,3.5,,,,17.0,25.0,0.68,18.0,25.0,0.72,6.0,12.0,0.5,,,,27.0,32.0,0.84375,,,
Pe661d7acde,2019,82.0,83.75,216.6,86.5,110.0,4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,22.64795820193961,4.5,,,,15.0,25.0,0.6,14.0,25.0,0.56,6.0,12.0,0.5,,,,9.0,28.0,0.32142857142857145,,,
P37457bff4f,2019,74.75,76.25,222.2,80.5,99.5,5.0,8.5,9.0,32.5,38.0,10.79,3.13,3.22,14.0,27.958892736469828,5.75,,,,,,,,,,,,,,,,,,,,,
P2f4b26e6e1,2019,81.25,82.5,237.6,86.5,110.0,5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,25.304514214970208,5.25,,,,,,,,,,,,,,,,,,,,,
Pb69fbd28c6,2019,72.75,74.25,167.8,76.5,95.5,5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,22.290728822465663,3.75,,,,20.0,25.0,0.8,20.0,25.0,0.8,8.0,12.0,0.6666666666666666,,,,23.0,39.0,0.5897435897435898,,,
P5c11762ec9,2019,74.5,76.0,235.4,85.25,103.0,8.4,9.5,9.75,26.0,34.5,11.34,3.43,3.34,10.0,29.81894131742861,10.75,,,,,,,,,,,,,,,,,,,,,
Pb16e641fe9,2019,76.25,77.5,194.4,76.0,98.0,6.5,8.25,9.5,26.0,31.5,11.21,3.12,3.4,2.0,23.507956146300902,-0.25,,,,,,,,,,,,,,,,,,,,,
Pb14f594f0a,2019,79.0,80.5,205.2,82.0,103.0,5.8,8.0,8.5,30.5,36.5,10.52,3.28,3.26,,23.116468152852995,3.0,,,,,,,,,,,,,,,,,,,,,
P8209ad6040,2019,80.75,82.25,256.2,87.0,109.5,5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,27.624369263165963,6.25,16.0,23.0,0.6956521739130435,,,,17.0,25.0,0.68,7.0,12.0,0.5833333333333334,,,,22.0,32.0,0.6875,,,
P6a3fce0af3,2019,78.75,80.0,195.2,84.25,104.5,4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,22.129774866505645,5.5,,,,17.0,25.0,0.68,14.0,25.0,0.56,8.0,12.0,0.6666666666666666,,,,20.0,29.0,0.6896551724137931,,,
P6b5b70ee01,2019,74.5,76.25,185.2,80.5,98.5,4.0,8.75,8.5,35.0,43.0,11.09,3.3,3.29,1.0,23.459931741664306,6.0,,,,,,,,,,,,,,,,,,,,,
P338a42b9d0,2019,80.25,81.75,191.6,84.25,105.5,5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0.0,20.917208716353752,4.0,,,,15.0,26.0,0.5769230769230769,13.0,27.0,0.48148148148148145,7.0,12.0,0.5833333333333334,,,,20.0,30.0,0.6666666666666666,,,
Pc1416b3728,2019,76.5,77.5,206.4,78.0,101.0,7.5,8.5,9.5,24.0,30.0,11.6,3.34,3.43,,24.796199963693024,1.5,,,,14.0,25.0,0.56,19.0,25.0,0.76,,,,6.0,12.0,0.5,23.0,32.0,0.71875,,,
Pab169ed872,2019,75.25,76.25,202.4,79.25,98.0,6.1,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2.0,25.13019201447505,4.0,,,,15.0,24.0,0.625,9.0,24.0,0.375,9.0,12.0,0.75,,,,24.0,29.0,0.8275862068965517,,,
Pd88f1bdac2,2019,76.25,77.75,205.6,82.75,100.5,4.9,9.0,10.0,30.5,38.5,11.71,3.12,3.17,19.0,24.862323990120704,6.5,,,,19.0,25.0,0.76,15.0,25.0,0.6,9.0,12.0,0.75,,,,19.0,31.0,0.6129032258064516,,,
P7ff4af5e7c,2019,78.0,79.25,254.4,87.75,103.5,6.3,9.0,9.5,33.0,38.0,11.63,3.26,3.3,18.0,29.398570193984575,9.75,,,,,,,,,,,,,,,,,,,,,
Pefa2378416,2019,75.5,77.5,190.8,78.75,99.5,7.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,,23.533296924722883,3.25,18.0,25.0,0.72,,,,20.0,25.0,0.8,5.0,12.0,0.4166666666666667,,,,23.0,34.0,0.6764705882352942,,,
P8df31bfe17,2019,80.25,81.5,255.8,87.25,109.0,14.0,9.5,9.25,26.0,32.5,12.03,3.76,3.42,3.0,27.926002033628865,7.0,14.0,25.0,0.56,,,,13.0,24.0,0.5416666666666666,6.0,12.0,0.5,,,,16.0,32.0,0.5,,,
P90a39c14ab,2019,79.25,80.5,214.0,85.0,106.0,3.9,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9.0,23.955957773333218,5.75,20.0,25.0,0.8,,,,17.0,25.0,0.68,9.0,12.0,0.75,,,,20.0,34.0,0.5882352941176471,,,
P9b3e496395,2019,81.5,83.0,227.2,82.5,107.0,5.6,8.5,9.0,27.0,38.0,11.01,3.03,3.27,7.0,24.048689599761673,1.0,,,,11.0,25.0,0.44,14.0,25.0,0.56,6.0,12.0,0.5,,,,4.0,11.0,0.36363636363636365,,,
P2084d7c5fc,2019,76.0,77.25,240.6,81.75,102.5,6.8,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15.0,29.286450980121494,5.75,,,,,,,,,,,,,,,,,,,,,
P4832cf3ea3,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf6db5ed983,2019,69.5,70.75,172.4,74.25,93.5,6.6,8.0,9.75,30.5,40.5,10.76,3.11,3.07,5.0,25.093772688740973,4.75,,,,18.0,25.0,0.72,22.0,25.0,0.88,7.0,12.0,0.5833333333333334,,,,12.0,21.0,0.5714285714285714,,,
P4797fb50d3,2019,75.0,76.25,206.6,81.0,100.0,6.1,8.5,9.0,31.0,38.0,11.57,3.15,3.16,,25.8229644717245,6.0,,,,18.0,25.0,0.72,19.0,25.0,0.76,10.0,12.0,0.8333333333333334,,,,27.0,34.0,0.7941176470588235,,,
P023bbe5ec1,2019,77.75,79.5,240.2,81.75,104.5,5.4,9.0,10.5,26.0,31.5,10.83,3.27,3.33,20.0,27.936404798019222,4.0,,,,13.0,25.0,0.52,18.0,25.0,0.72,8.0,12.0,0.6666666666666666,,,,23.0,32.0,0.71875,,,
Pf1b3205a09,2019,78.25,79.5,195.8,82.0,104.5,4.6,8.25,9.5,29.0,37.5,10.7,2.94,3.3,8.0,22.482380947989245,3.75,,,,,,,,,,,,,,,,,,,,,
P027da49c30,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc53511377b,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2bdd03741b,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6336d0d324,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P277650e4b3,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P484d9844af,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P90d8771ad4,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P026aafcf31,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ped12aa913a,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2318b539a3,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e9c3ca3d7,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7d0e11d7f1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pca926e63d0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P804e0e2e1c,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe19880ee92,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52c5169542,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0be342d921,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P77bf4c6cd4,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2b2d444bdd,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P90844406b5,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P53a27c701d,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34557a899a,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf0f9e6d8f5,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6514225148,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbda39b05ec,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4043f1171e,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20a99f84fd,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41398f1a21,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfa2560441b,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf450c7fe3d,2019,73.0,74.25,181.2,79.0,98.0,4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,23.90621276611291,6.0,,,,18.0,25.0,0.72,14.0,25.0,0.56,7.0,12.0,0.5833333333333334,,,,23.0,36.0,0.6388888888888888,,,
P4516ced6d5,2019,85.25,86.5,237.2,88.75,113.0,7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,,22.946910231650374,3.5,,,,,,,,,,,,,,,,,,,,,
P1a41a85440,2019,79.25,81.0,212.6,84.75,105.5,6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8.0,23.799236554255334,5.5,,,,10.0,25.0,0.4,14.0,25.0,0.56,6.0,12.0,0.5,,,,19.0,30.0,0.6333333333333333,,,
P2185571f79,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb14e5c1c97,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9308e80088,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19aaf87bc8,2019,77.0,78.25,194.8,81.5,103.0,3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,23.09967180194101,4.5,,,,15.0,27.0,0.5555555555555556,8.0,25.0,0.32,4.0,12.0,0.3333333333333333,,,,17.0,28.0,0.6071428571428571,,,
Pa5b07b6f43,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1464c171bc,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbafaf944fd,2019,79.0,80.5,233.0,86.25,107.5,8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10.0,26.248231382138147,7.25,,,,16.0,25.0,0.64,10.0,25.0,0.4,,,,6.0,12.0,0.5,21.0,31.0,0.6774193548387096,,,
P25c1384060,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7c241c8e95,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb0f44d6b69,2019,73.5,75.0,180.4,77.5,97.0,5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,23.477949403841794,4.0,,,,17.0,25.0,0.68,15.0,25.0,0.6,,,,6.0,12.0,0.5,22.0,32.0,0.6875,,,
Pbac78302af,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56aec34978,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P76d288c08d,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb1eb09fa94,2019,78.25,79.75,208.8,82.75,103.0,4.9,8.5,9.5,27.5,35.0,10.39,3.09,3.34,4.0,23.975082440960954,4.5,18.0,25.0,0.72,,,,13.0,25.0,0.52,6.0,12.0,0.5,,,,24.0,33.0,0.7272727272727273,,,
P03938af6ae,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7a85c71bc1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc7623d005f,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P920b587915,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48e78aee32,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P73b9dbd92b,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P71e4b2b4d3,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6d3980e9f0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
