pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
P86aa3b2a5e,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa9952fefb0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P30aaba02d5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb52cacc824,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P82dc635a40,2021,74.25,75.75,193.0,76.0,98.5,5.1,8.5,8.25,,,,,,,24.612895077891416,1.75,,,,,,,,,,,,,,,,,,,,,
P64263ced9d,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb1d56c9c96,2021,80.75,82.0,219.0,85.25,107.5,6.2,9.0,9.75,28.5,35.5,11.38,3.25,3.31,,23.61333672378355,4.5,,,,,,,,,,,,,,,,,,,10.0,25.0,0.4
Pe225c37146,2021,75.0,76.25,225.6,78.75,100.0,11.8,8.5,9.0,29.5,36.5,11.72,3.18,3.0,,28.197777274061217,3.75,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P7dcdc4ccdd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6675265e20,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9fd480084b,2021,75.5,77.0,194.4,82.25,102.0,4.9,8.5,8.75,27.0,33.5,11.51,3.27,3.23,,23.977321395000672,6.75,,,,,,,,,,,,,,,,,,,,,
P72f09d9c22,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2e4a40f74c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe896f378ca,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7f3328bd09,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29e5d27062,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48e5247a2d,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46419801dd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0d7f7c89fd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ped12721a79,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd7c45f2e6c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P152905cef4,2021,75.25,76.75,202.8,82.5,104.0,7.5,8.25,8.5,33.0,39.0,12.02,3.2,3.03,,25.179856425570854,7.25,,,,,,,,,,,,,,,,,,,,,
P5480a34012,2021,79.75,81.0,242.4,81.75,105.5,8.9,9.0,9.75,27.0,32.0,11.64,3.15,3.29,,26.7959734836776,2.0,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pf6213e9937,2021,75.25,76.5,214.8,81.25,101.0,5.8,8.75,8.5,29.5,37.5,11.32,3.3,3.14,,26.669788758444863,6.0,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P21372aaded,2021,78.0,79.25,206.4,84.25,106.0,5.8,8.5,9.0,28.5,36.5,11.02,3.17,3.25,,23.85167015738371,6.25,,,,,,,,,,,,,,,,,,,8.0,25.0,0.32
P54240b8a24,2021,79.5,81.25,206.0,84.0,105.5,8.1,8.5,9.0,34.0,38.0,11.65,3.32,3.14,,22.91560197866648,4.5,,,,,,,,,,,,,,,,,,,,,
P90b2305671,2021,75.0,76.25,202.0,79.75,99.0,6.3,8.5,9.75,34.5,41.5,11.46,3.1,3.13,,25.248009793264032,4.75,,,,,,,,,,,,,,,,,,,,,
Pb2632428b5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9e82692a6d,2021,80.25,81.75,188.4,82.25,106.5,4.4,9.0,8.75,34.0,39.5,10.69,3.04,3.12,,20.567860762844717,2.0,,,,,,,,,,,,,,,,,,,,,
P6680e3073f,2021,79.25,80.5,206.4,84.25,107.0,5.5,9.0,9.75,33.5,39.0,10.98,2.98,3.19,,23.10518544119615,5.0,,,,,,,,,,,,,,,,,,,,,
P1e1b55c58c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05f9ca4653,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P61d8f8df57,2021,74.0,75.5,169.0,81.25,101.5,5.8,8.75,9.0,26.5,34.0,10.53,3.17,3.1,,21.698093308805316,7.25,,,,,,,,,,,,,,,,,,,,,
P69549f38f2,2021,82.0,83.5,221.4,85.75,110.5,4.7,9.0,9.5,,,,,,,23.14985201250891,3.75,,,,,,,,,,,,,,,,,,,,,
P606c98790a,2021,73.0,74.5,195.2,80.75,99.5,6.0,9.0,9.5,31.0,38.5,11.08,3.13,3.1,,25.753271147600657,7.75,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pa0882490f6,2021,76.5,78.0,210.6,84.75,105.0,6.8,9.0,10.0,,,,,,,25.30077380016352,8.25,,,,,,,,,,,,,,,,,,,,,
P87ada0d006,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfce02776de,2021,75.25,76.25,177.6,76.0,98.5,4.1,8.0,9.0,,,,,,,22.05099852653542,0.75,,,,,,,,,,,,,,,,,,,,,
Pa090759337,2021,75.5,76.75,190.0,80.25,101.5,5.5,8.75,9.0,,,,,,,23.434624820216705,4.75,,,,,,,,,,,,,,,,,,,,,
Pe728a39ea0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc624860c4a,2021,80.5,81.25,203.0,87.25,110.0,6.1,9.25,9.5,31.5,35.0,12.19,3.08,3.06,,22.02432385583108,6.75,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P85bbbd5241,2021,77.75,78.75,206.4,81.5,104.0,6.3,8.75,8.5,27.0,35.0,11.94,3.14,3.34,,24.005303706541078,3.75,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
P392363bcf2,2021,79.75,81.25,209.6,84.25,106.0,4.5,9.75,10.5,,,,,,,23.170115685556205,4.5,,,,,,,,,,,,,,,,,,,,,
P721d8fa8f9,2021,75.5,76.75,184.8,79.25,97.0,4.4,8.5,9.0,41.5,48.0,11.45,3.2,3.0,,22.793256140926566,3.75,,,,,,,,,,,,,,,,,,,,,
P30169adef4,2021,75.0,76.0,180.6,80.5,100.5,5.45,8.5,9.25,30.5,38.5,10.82,3.08,3.13,,22.57322063694794,5.5,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P3364db28a5,2021,79.0,80.0,203.0,83.25,106.0,4.3,8.5,8.25,28.0,37.0,11.3,3.38,3.25,,22.868630774995893,4.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P0057628fa2,2021,78.0,79.25,223.8,79.0,102.0,6.8,8.75,10.0,30.0,37.5,10.91,2.99,3.12,,25.862421420651525,1.0,,,,,,,,,,,,,,,,,,,,,
P2c8aa67899,2021,72.0,73.25,202.4,76.25,96.5,6.2,8.25,8.75,,,,,,,27.450093155664707,4.25,,,,,,,,,,,,,,,,,,,,,
P41bcb3bebd,2021,76.5,77.75,197.2,78.25,101.0,11.0,8.0,8.25,25.0,35.0,10.94,3.19,3.07,,23.69094298856717,1.75,,,,,,,,,,,,,,,,,,,13.0,25.0,0.52
Pe28113186c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P44ea7b86af,2021,76.25,77.5,203.6,80.75,102.5,5.9,8.5,9.0,30.0,39.0,11.21,3.19,3.08,,24.620472589438595,4.5,,,,,,,,,,,,,,,,,,,8.0,25.0,0.32
P4e35bd6add,2021,76.0,77.0,189.0,81.25,102.5,6.3,9.0,10.0,30.5,37.5,10.97,3.36,3.22,,23.005566231267508,5.25,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P2b13664da5,2021,78.5,79.75,268.6,82.75,105.0,17.3,9.25,9.0,26.5,31.5,11.69,3.3,3.25,,30.64537938108292,4.25,,,,,,,,,,,,,,,,,,,9.0,25.0,0.36
Pc9a85d9349,2021,76.5,78.0,209.6,82.75,103.5,5.6,8.5,9.25,29.0,35.0,11.68,3.18,3.07,,25.18063717243245,6.25,,,,,,,,,,,,,,,,,,,,,
P45a39b68c1,2021,79.0,80.0,225.4,86.75,108.0,5.3,9.25,10.25,36.0,39.5,10.88,2.99,3.15,,25.39206589499544,7.75,,,,,,,,,,,,,,,,,,,,,
P60da7b4537,2021,82.0,83.25,242.8,85.5,107.5,11.7,9.0,9.25,24.0,29.5,11.9,3.38,3.51,,25.3874619179637,3.5,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
Pc37129efde,2021,79.5,80.75,237.4,86.25,105.0,10.1,9.5,9.5,28.0,35.0,11.69,3.23,3.27,,26.408562668618558,6.75,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P624b2b5afe,2021,81.0,82.0,239.8,85.25,106.5,7.8,9.0,9.5,30.5,36.5,11.63,3.3,3.21,,25.696705562790797,4.25,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
Pcf11d56327,2021,78.75,80.0,217.4,81.25,102.0,7.9,8.25,9.0,28.5,34.5,11.14,3.07,3.34,,24.6465832785775,2.5,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pd1118f9ab3,2021,76.0,77.25,187.6,84.0,101.5,4.7,8.75,9.75,34.0,42.0,10.45,3.03,2.98,,22.835154629554413,8.0,,,,,,,,,,,,,,,,,,,,,
Pb3cfb2c388,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pba95727095,2021,81.0,82.0,250.2,87.25,106.0,5.5,9.0,9.75,37.0,44.5,11.59,3.38,3.05,,26.811158181026926,6.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
Pac178f1473,2021,77.75,79.25,204.8,83.0,103.0,4.1,8.5,9.25,30.0,42.0,10.7,3.18,3.04,,23.819216080908976,5.25,,,,,,,,,,,,,,,,,,,12.0,25.0,0.48
P854a3a23a2,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf2b31fcc76,2021,77.5,78.75,206.4,84.75,104.0,4.0,9.0,9.25,36.0,42.5,10.89,3.05,3.1,,24.160426428723827,7.25,,,,,,,,,,,,,,,,,,,19.0,25.0,0.76
P213b82c86a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P71399e9935,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4110110f37,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbfadf35dca,2021,77.75,79.25,231.8,81.25,104.5,9.4,9.0,9.5,,,,,,,26.95944476345069,3.5,,,,,,,,,,,,,,,,,,,,,
Pff95561f44,2021,79.75,81.0,225.8,84.75,107.0,5.6,9.0,9.5,31.5,38.0,11.2,3.42,3.15,,24.96093569560397,5.0,,,,,,,,,,,,,,,,,,,7.0,25.0,0.28
Pc97a1282a3,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P130d4826ef,2021,71.25,72.25,192.2,77.25,94.0,6.7,8.5,9.0,31.5,38.0,10.76,3.12,3.08,,26.618400385427424,6.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P61afdc25a4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc3e0235987,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc131e1ee6f,2021,76.5,77.0,190.0,81.75,103.0,5.0,8.75,8.5,29.5,36.0,11.2,3.0,3.04,,22.82595926890346,5.25,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
P3692b72eac,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa8621489c8,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2511a36f77,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P77f7109f5b,2021,74.25,75.75,196.8,79.75,101.0,5.1,8.25,8.75,29.5,35.5,11.5,3.06,3.17,,25.09750130222296,5.5,,,,,,,,,,,,,,,,,,,15.0,25.0,0.6
P3d136e77bf,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb149e1d8c2,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd89d8db6f9,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcfa1d05a1c,2021,72.0,73.0,173.6,77.0,97.5,4.5,8.25,9.0,31.5,36.0,10.96,3.23,3.16,,23.54415104655827,5.0,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
P72048f0a4a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P479c1cba2f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P71e4e7122a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P93a802efd4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paf9449af91,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40d023c55e,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa09bdf4e64,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd4adc2c99d,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb4df715600,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4583d7bf3c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P884d72cac4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd0398785b7,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P70fd4037fb,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P31c152a929,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P03ad9770c3,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf10c6bc653,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P457b866328,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcad1dc504f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1f0712d029,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36846c8c89,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5705590403,2021,77.75,79.0,188.0,82.75,104.0,6.0,9.0,9.75,,,,,,,21.86529601177191,5.0,,,,,,,,,,,,,,,,,,,,,
P9badd97dfe,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P030ee18cdd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9cb019ad12,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfa7ab0de3c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd7fcef8bed,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe6a7666c97,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P91c6876a66,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe77b8e73a4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5b6cf4f1ea,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5ea4e3ee4a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0aa581f174,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8b8dcb5659,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P44ba277b42,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa74bde45e0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4ff3e30134,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pff631d1742,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc4eb6bb8ac,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf0fd005549,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd00c1b3d5c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe0ef621774,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd2d3c5dc1a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfc89c2e5d3,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf54b3f87be,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P300c3416e0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf9546cce6b,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P150b11f782,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P704ac3a95d,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P621ab8f1c3,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P969b4447cc,2021,72.75,73.75,162.2,79.0,98.5,5.0,8.5,9.0,34.5,38.5,11.14,3.1,3.08,,21.546818921358348,6.25,,,,,,,,,,,,,,,,,,,14.0,25.0,0.56
Pdda2ebeb84,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9951cfb317,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P588407dc89,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa47e64a2a6,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P983ac07ff1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P65cc7bdb71,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0843caad4a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P21808403e2,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P082336d76f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e86849b89,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa99e47f62c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P26d0fde68c,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8af3d1371a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa617e8f0a5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pda7b1a3831,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02bad696ed,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e2fe9e886,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P85b734a34a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P281db24dd9,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5d11abfd72,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paa313fca48,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4230b28232,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac3967f922,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdab3fd555f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P8147190bb3,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0c7e217388,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3da5d3f3f2,2021,76.5,77.75,186.2,81.5,103.5,5.6,8.5,9.0,27.5,34.0,11.51,3.17,3.35,,22.369440083525394,5.0,,,,,,,,,,,,,,,,,,,,,
Pc594742bb0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P460426d8cf,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf75780948d,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2c6f1d319f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2e77fdcd5f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf3464e2f59,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2c763c66dd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb463182292,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35327cfd09,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe9bc98eac8,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P142c728ffd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd51997c12f,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10bd72ac44,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfe62281f0a,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02b23e4abb,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe21e6b7c7b,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3fe07be031,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P832ba46d69,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4dedf6acf4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P71a175d36d,2021,82.25,83.25,232.2,85.75,112.0,14.5,8.75,9.5,25.5,31.0,11.87,3.28,3.34,,24.131743999735814,3.5,,,,,,,,,,,,,,,,,,,17.0,25.0,0.68
P6696ac3d31,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0790a32ce5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6bb68789bc,2021,72.75,74.0,180.8,74.75,96.0,7.2,8.0,9.5,30.0,35.5,11.47,3.26,3.11,,24.017662521464796,2.0,,,,,,,,,,,,,,,,,,,16.0,25.0,0.64
Pc9e1d3e456,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd74e65b4cd,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcf6cf087a0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6c257fc7cf,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1ee807d537,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
