pid,draft_year,cgd_observed_gp,cgd_two_m_pg,cgd_two_a_pg,cgd_three_m_pg,cgd_three_a_pg,cgd_ft_m_pg,cgd_ft_a_pg,cgd_points_pg,cgd_orb_pg,cgd_drb_pg,cgd_ast_pg,cgd_tov_pg,cgd_stl_pg,cgd_blk_pg,cgd_pf_pg,tctx_assists_per_made_fg,tctx_blocks_per_opponent_fga,tctx_defensive_rebound_share,tctx_efg,tctx_efg_margin,tctx_ft_attempts_per_fga,tctx_margin_pg,tctx_offensive_rebound_share,tctx_opponent_assists_per_made_fg,tctx_opponent_efg,tctx_opponent_ft_attempts_per_fga,tctx_opponent_points_pg,tctx_opponent_shot_attempts_pg,tctx_opponent_three_attempt_share,tctx_opponent_turnovers_per_fga,tctx_points_pg,tctx_shot_attempts_pg,tctx_steals_per_opponent_turnover,tctx_three_attempt_share,tctx_turnovers_per_fga
Pd808e1b5f8,2017,29,1.9655172413793103,3.4827586206896552,0.0,0.0,0.7931034482758621,1.4827586206896552,4.724137931034483,1.4137931034482758,2.6206896551724137,0.20689655172413793,0.8275862068965517,0.1724137931034483,1.206896551724138,2.4827586206896552,0.6371900826446281,0.08055672711935892,0.7141877998629198,0.5978448275862069,0.11070859814715167,0.2681034482758621,14.277777777777779,0.2911714770797963,0.468,0.48713622943905527,0.25390130746520456,75.52777777777777,65.86111111111111,0.35807676086039647,0.17840573597638126,89.80555555555556,64.44444444444444,0.5011820330969267,0.3758620689655172,0.17370689655172414
Pcc7ddb9ab9,2017,35,5.942857142857143,9.228571428571428,0.7714285714285715,1.6571428571428573,2.057142857142857,3.0285714285714285,16.257142857142856,2.2285714285714286,5.9714285714285715,2.4285714285714284,1.4857142857142858,0.6285714285714286,1.1142857142857143,2.5428571428571427,0.6371900826446281,0.08055672711935892,0.7141877998629198,0.5978448275862069,0.11070859814715167,0.2681034482758621,14.277777777777779,0.2911714770797963,0.468,0.48713622943905527,0.25390130746520456,75.52777777777777,65.86111111111111,0.35807676086039647,0.17840573597638126,89.80555555555556,64.44444444444444,0.5011820330969267,0.3758620689655172,0.17370689655172414
Pf18fe42b62,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P54d4de841c,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P459acdec33,2017,38,3.236842105263158,5.131578947368421,1.0789473684210527,2.8947368421052633,1.3157894736842106,1.5789473684210527,11.026315789473685,1.5,3.8421052631578947,1.3157894736842106,1.105263157894737,0.5,1.5,1.894736842105263,0.5279441117764471,0.05286129970902037,0.7000842459983151,0.5696050096339114,0.050691333591234344,0.30057803468208094,8.631578947368421,0.24691358024691357,0.4582463465553236,0.518913676042677,0.27206595538312317,66.39473684210526,54.26315789473684,0.28758486905916586,0.2318137730358875,75.02631578947368,54.63157894736842,0.4602510460251046,0.45134874759152216,0.1676300578034682
P2ad4235514,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16938f3fa9,2017,31,5.451612903225806,12.03225806451613,1.1290322580645162,3.0,4.67741935483871,5.806451612903226,18.967741935483872,0.7419354838709677,2.6774193548387095,6.451612903225806,2.806451612903226,1.6774193548387097,0.12903225806451613,2.2903225806451615,0.5078369905956113,0.05334051724137931,0.6831238779174147,0.5385365853658537,0.0037844301934398805,0.38341463414634147,7.242424242424242,0.3831223628691983,0.5154285714285715,0.5347521551724138,0.44935344827586204,78.45454545454545,56.24242424242424,0.3453663793103448,0.265625,85.6969696969697,62.121212121212125,0.5111561866125761,0.3570731707317073,0.21073170731707316
Pe5fb05fea3,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P551a484de7,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2e6be7d23b,2017,37,2.6216216216216215,4.648648648648648,0.0,0.0,1.6486486486486487,2.675675675675676,6.891891891891892,2.5135135135135136,2.5405405405405403,0.6216216216216216,0.6486486486486487,0.2702702702702703,0.5945945945945946,1.8108108108108107,0.5889070146818923,0.05847707193941944,0.753028263795424,0.519369540448158,0.03914236333414872,0.34789213824534754,13.825,0.4144736842105263,0.4663951120162933,0.48022717711400925,0.3138409760201935,70.6,59.425,0.3950357593605385,0.22885990744636095,84.425,65.825,0.5202205882352942,0.30307633877706036,0.1796429927838967
Pf781dda14b,2017,31,4.612903225806452,9.419354838709678,0.25806451612903225,0.6451612903225806,4.0,6.032258064516129,14.0,3.032258064516129,7.451612903225806,1.5483870967741935,2.161290322580645,0.6774193548387096,1.0,3.096774193548387,0.506815365551425,0.08183738120380148,0.7598039215686274,0.48142333856619574,0.028413834870314014,0.37676609105180536,4.764705882352941,0.3294314381270903,0.5151915455746368,0.4530095036958817,0.34107708553326294,63.35294117647059,55.705882352941174,0.3252375923970433,0.20010559662090813,68.11764705882354,56.205882352941174,0.43799472295514513,0.34746206174777605,0.2239665096807954
P032d23c9d9,2017,27,5.2592592592592595,9.444444444444445,0.9259259259259259,2.888888888888889,3.0,4.481481481481482,16.296296296296298,2.7777777777777777,6.2592592592592595,2.4444444444444446,2.1481481481481484,0.5925925925925926,0.48148148148148145,1.6666666666666667,0.5085470085470085,0.0598834128245893,0.7612574341546304,0.5619278406031233,0.08763001336411957,0.3349488422186322,10.34375,0.3092485549132948,0.4663278271918678,0.4742978272390037,0.3036565977742448,68.125,58.96875,0.3349231584525702,0.20402755696873343,78.46875,58.03125,0.5064935064935064,0.32794830371567046,0.23209477652127086
P63f00af37c,2017,34,3.0,5.735294117647059,1.4411764705882353,3.676470588235294,2.8529411764705883,3.411764705882353,13.176470588235293,2.323529411764706,6.323529411764706,2.0588235294117645,1.7352941176470589,1.0294117647058822,1.4411764705882353,2.4705882352941178,0.5950782997762863,0.0794044665012407,0.6552,0.5353846153846153,0.0319106699751861,0.35128205128205126,5.235294117647059,0.3162020905923345,0.6724336793540946,0.5034739454094292,0.29181141439205954,71.05882352941177,59.26470588235294,0.4272952853598015,0.22729528535980148,76.29411764705883,57.35294117647059,0.6004366812227074,0.40564102564102567,0.21435897435897436
Pc4f84bc197,2017,35,3.914285714285714,7.4,2.085714285714286,4.914285714285715,4.914285714285715,6.257142857142857,19.0,2.2857142857142856,4.571428571428571,1.5142857142857142,1.4285714285714286,0.42857142857142855,0.4,1.7714285714285714,0.6203501094091903,0.060684647302904564,0.7355769230769231,0.5459710743801653,0.08642750591543508,0.3600206611570248,14.257142857142858,0.37242614145031333,0.5597315436241611,0.45954356846473027,0.245850622406639,60.0,55.08571428571429,0.4553941908713693,0.21161825726141079,74.25714285714285,55.31428571428572,0.49019607843137253,0.36415289256198347,0.1947314049586777
Pa79b34cca8,2017,33,4.454545454545454,7.818181818181818,1.7272727272727273,4.303030303030303,4.242424242424242,5.2727272727272725,18.333333333333332,1.0303030303030303,3.090909090909091,4.303030303030303,2.4545454545454546,1.2424242424242424,1.4242424242424243,2.1818181818181817,0.5326576576576577,0.07381193124368049,0.7194719471947195,0.5082789764174611,0.006003951139402441,0.386352232814852,3.323529411764706,0.3263157894736842,0.49473684210526314,0.5022750252780587,0.3346814964610718,72.20588235294117,58.1764705882353,0.38119312436804853,0.2057633973710819,75.52941176470588,58.61764705882353,0.4226044226044226,0.36026091319618664,0.20572002007024587
P38e6db5ca1,2017,36,2.2777777777777777,4.222222222222222,1.4166666666666667,3.5833333333333335,2.138888888888889,2.8333333333333335,10.944444444444445,0.6388888888888888,1.8611111111111112,1.6944444444444444,1.3611111111111112,0.5555555555555556,0.05555555555555555,2.361111111111111,0.47497546614327774,0.07751239296980622,0.7018450184501845,0.5475524475524476,0.07323969405988334,0.39254079254079255,10.64864864864865,0.31681559707554835,0.46715328467153283,0.47431275349256424,0.31230283911671924,70.1891891891892,59.972972972972975,0.28796755295178006,0.2014420910319964,80.83783783783784,57.972972972972975,0.5055928411633109,0.38275058275058277,0.19627039627039627
P204a101867,2017,35,5.257142857142857,9.6,1.0857142857142856,2.4285714285714284,4.685714285714286,6.0,18.457142857142856,2.742857142857143,9.714285714285714,3.0285714285714285,3.3714285714285714,0.42857142857142855,0.8,2.7714285714285714,0.6530612244897959,0.04055944055944056,0.7558139534883721,0.5565068493150684,0.07958377239199149,0.33268101761252444,11.342857142857143,0.3079677708146822,0.5,0.47692307692307695,0.2289044289044289,68.37142857142857,61.285714285714285,0.33986013986013985,0.1916083916083916,79.71428571428571,58.4,0.44038929440389296,0.38258317025440314,0.22211350293542073
P1ea9c7c88d,2017,36,4.5,7.777777777777778,2.0555555555555554,5.083333333333333,3.5277777777777777,4.722222222222222,18.694444444444443,1.4166666666666667,4.972222222222222,2.9444444444444446,1.9722222222222223,1.5555555555555556,0.2777777777777778,2.25,0.5233160621761658,0.05401387512388504,0.7220421393841167,0.5752053388090349,0.09378809401220634,0.3495893223819302,14.527777777777779,0.30210325047801145,0.5697399527186762,0.48141724479682857,0.22051536174430128,62.666666666666664,56.05555555555556,0.39990089197224976,0.2348860257680872,77.19444444444444,54.111111111111114,0.5464135021097046,0.43275154004106775,0.2068788501026694
Pdb78b3595b,2017,33,6.363636363636363,11.818181818181818,0.24242424242424243,0.9393939393939394,3.787878787878788,5.393939393939394,17.242424242424242,3.6666666666666665,6.212121212121212,2.242424242424242,2.9393939393939394,0.36363636363636365,1.0909090909090908,3.0606060606060606,0.5906623235613464,0.08469387755102041,0.7098865478119936,0.529923273657289,0.06818857977973797,0.3381074168797954,9.2,0.40484739676840215,0.5818639798488665,0.461734693877551,0.29897959183673467,63.65714285714286,56.0,0.35051020408163264,0.20255102040816325,72.85714285714286,55.857142857142854,0.4534005037783375,0.3278772378516624,0.23989769820971868
P86ef73625c,2017,35,4.685714285714286,9.085714285714285,1.6285714285714286,4.885714285714286,2.9714285714285715,3.942857142857143,17.228571428571428,1.0,3.2,1.7428571428571429,2.0285714285714285,1.0,0.11428571428571428,1.5714285714285714,0.49324324324324326,0.08737864077669903,0.7022256331542595,0.5370456663560111,0.05816217121038009,0.38397017707362535,10.0,0.33773740710156896,0.49474912485414235,0.47888349514563106,0.3733009708737864,72.08571428571429,58.857142857142854,0.36067961165048545,0.23980582524271846,82.08571428571429,61.31428571428572,0.5242914979757085,0.3126747437092265,0.19338303821062441
P0d567b6867,2017,35,4.171428571428572,9.228571428571428,1.1142857142857143,3.914285714285714,2.2,3.6857142857142855,13.885714285714286,1.0857142857142856,3.7714285714285714,2.8,2.2285714285714286,1.6571428571428573,0.2857142857142857,2.7714285714285714,,,,,,,,,,,,,,,,,,,,
P9d178fdf5d,2017,28,5.321428571428571,10.357142857142858,1.9642857142857142,5.321428571428571,5.964285714285714,6.714285714285714,22.5,2.392857142857143,7.535714285714286,2.25,2.4285714285714284,0.75,0.32142857142857145,2.2857142857142856,0.49764150943396224,0.049586776859504134,0.734094616639478,0.5002615062761506,0.023763572391853116,0.3723849372384937,5.787878787878788,0.30816505706760317,0.5430711610486891,0.4764979338842975,0.3197314049586777,68.9090909090909,58.666666666666664,0.37861570247933884,0.22004132231404958,74.6969696969697,57.93939393939394,0.4953051643192488,0.350418410041841,0.2217573221757322
P2acab9acdb,2017,21,4.238095238095238,7.9523809523809526,0.5714285714285714,2.0952380952380953,4.761904761904762,6.476190476190476,14.952380952380953,0.5238095238095238,3.8095238095238093,5.0,2.761904761904762,1.2857142857142858,0.7619047619047619,2.4285714285714284,0.5698267074413863,0.04664179104477612,0.7445987654320988,0.5188547486033519,0.0032297486033519007,0.4106145251396648,3.289473684210526,0.3453292496171516,0.549792531120332,0.515625,0.333955223880597,71.34210526315789,56.421052631578945,0.39505597014925375,0.21175373134328357,74.63157894736842,56.526315789473685,0.5022026431718062,0.3608007448789572,0.22253258845437615
P57703dc960,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5351e63d76,2017,36,4.416666666666667,8.833333333333334,2.2777777777777777,4.833333333333333,5.25,6.611111111111111,20.916666666666668,0.6111111111111112,3.5555555555555554,5.194444444444445,2.388888888888889,1.3055555555555556,0.05555555555555555,2.0277777777777777,0.5452847805788982,0.07363636363636364,0.7031363967906638,0.560875512995896,0.0799664220868051,0.359781121751026,11.305555555555555,0.34103585657370517,0.4989177489177489,0.4809090909090909,0.3,71.88888888888889,61.111111111111114,0.3422727272727273,0.21954545454545454,83.19444444444444,60.916666666666664,0.5175983436853002,0.3588691290469676,0.2079343365253078
P964dd1e5f4,2017,31,1.3548387096774193,2.806451612903226,0.2903225806451613,1.1612903225806452,1.064516129032258,1.4516129032258065,4.645161290322581,1.1612903225806452,3.6774193548387095,1.064516129032258,0.8387096774193549,0.6774193548387096,0.8709677419354839,2.064516129032258,0.5486338797814208,0.054945054945054944,0.6964143426294821,0.5034722222222222,0.006968725718725699,0.3229166666666667,0.78125,0.3275,0.5372093023255814,0.4965034965034965,0.3386613386613387,76.71875,62.5625,0.37812187812187814,0.18681318681318682,77.5,63.0,0.4679144385026738,0.27331349206349204,0.19444444444444445
P10187f6389,2017,32,4.28125,9.09375,1.8125,4.625,6.71875,8.09375,20.71875,2.40625,4.5,2.6875,2.375,2.0625,0.9375,2.21875,,,,,,,,,,,,,,,,,,,,
Pc32fe4a167,2017,34,4.147058823529412,7.882352941176471,1.6764705882352942,4.147058823529412,2.6470588235294117,3.5588235294117645,15.970588235294118,0.9705882352941176,2.2941176470588234,2.735294117647059,2.088235294117647,1.088235294117647,0.47058823529411764,2.823529411764706,0.5627864344637947,0.10731285157940286,0.7094972067039106,0.5541850220264317,0.09183106270146418,0.34669603524229076,13.102564102564102,0.3264659270998415,0.4892703862660944,0.46235395932496753,0.2574643011683254,65.76923076923077,59.256410256410255,0.3777585460839463,0.2232799653829511,78.87179487179488,58.205128205128204,0.4903100775193798,0.3876651982378855,0.2
P1804943702,2017,38,2.6052631578947367,5.105263157894737,2.263157894736842,5.342105263157895,2.710526315789474,3.6052631578947367,14.710526315789474,0.7894736842105263,2.6578947368421053,1.763157894736842,1.5526315789473684,0.7894736842105263,0.10526315789473684,1.5,0.5627864344637947,0.10731285157940286,0.7094972067039106,0.5541850220264317,0.09183106270146418,0.34669603524229076,13.102564102564102,0.3264659270998415,0.4892703862660944,0.46235395932496753,0.2574643011683254,65.76923076923077,59.256410256410255,0.3777585460839463,0.2232799653829511,78.87179487179488,58.205128205128204,0.4903100775193798,0.3876651982378855,0.2
P5f230da818,2017,33,5.9393939393939394,10.515151515151516,0.7272727272727273,2.8484848484848486,3.6363636363636362,5.090909090909091,17.696969696969695,1.7878787878787878,4.484848484848484,1.5454545454545454,1.6666666666666667,0.8181818181818182,0.9090909090909091,1.606060606060606,0.4753157290470723,0.06735751295336788,0.6779964221824687,0.5108303249097473,-0.008340659546211215,0.34347601856627125,3.242424242424242,0.3138435081685297,0.4845714285714286,0.5191709844559586,0.24145077720207253,71.54545454545455,58.484848484848484,0.3694300518134715,0.23419689119170983,74.78787878787878,58.75757575757576,0.5199115044247787,0.3450232078390923,0.18256833419288293
P74d19df6a2,2017,34,3.676470588235294,6.617647058823529,0.6764705882352942,1.7647058823529411,3.176470588235294,4.352941176470588,12.558823529411764,2.235294117647059,4.411764705882353,1.4705882352941178,2.2941176470588234,0.7647058823529411,1.5294117647058822,3.0588235294117645,0.5088633993743483,0.0776843146956952,0.7200315457413249,0.5521457085828343,0.06550543149228505,0.3408183632734531,6.470588235294118,0.363556338028169,0.4728950403690888,0.48664027709054924,0.36763978228599703,73.26470588235294,59.44117647058823,0.34240475012370114,0.18753092528451262,79.73529411764706,58.94117647058823,0.5514511873350924,0.3872255489021956,0.25798403193612773
Pa76a1ce248,2017,35,4.628571428571429,9.2,1.542857142857143,4.085714285714285,2.5428571428571427,3.1714285714285713,16.428571428571427,1.1428571428571428,3.6857142857142855,6.2,1.2,1.5142857142857142,0.2857142857142857,1.457142857142857,0.5363724539282251,0.05693296602387511,0.6836115326251897,0.55032021957914,0.059962092857376914,0.27630375114364136,8.571428571428571,0.2566585956416465,0.5187566988210075,0.4903581267217631,0.256198347107438,72.25714285714285,62.22857142857143,0.35858585858585856,0.22543617998163454,80.82857142857142,62.457142857142856,0.5539714867617108,0.3934126258005489,0.16239707227813358
Pea59b43adb,2017,36,2.75,5.25,1.1944444444444444,3.0555555555555554,2.0277777777777777,2.8055555555555554,11.11111111111111,1.7222222222222223,4.388888888888889,0.6388888888888888,1.0833333333333333,0.8611111111111112,0.8055555555555556,2.25,0.4732423924449108,0.08252895752895753,0.7052954719877207,0.5155807365439093,0.05805177901495184,0.40179414542020775,11.38888888888889,0.32098765432098764,0.408716136631331,0.4575289575289575,0.34025096525096526,66.5,57.55555555555556,0.31322393822393824,0.2577220077220077,77.88888888888889,58.833333333333336,0.5074906367041199,0.3659112370160529,0.20349386213408877
P22340c4458,2017,35,2.857142857142857,6.142857142857143,1.7428571428571429,3.8857142857142857,2.4857142857142858,3.142857142857143,13.428571428571429,1.5714285714285714,4.914285714285715,3.0,1.9428571428571428,1.4285714285714286,0.5428571428571428,2.6,0.6203501094091903,0.060684647302904564,0.7355769230769231,0.5459710743801653,0.08642750591543508,0.3600206611570248,14.257142857142858,0.37242614145031333,0.5597315436241611,0.45954356846473027,0.245850622406639,60.0,55.08571428571429,0.4553941908713693,0.21161825726141079,74.25714285714285,55.31428571428572,0.49019607843137253,0.36415289256198347,0.1947314049586777
Pa4877bedac,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e5c820c70,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7697c4ecb8,2017,28,3.5,7.214285714285714,1.6785714285714286,4.214285714285714,3.642857142857143,5.25,15.678571428571429,1.0357142857142858,4.25,2.7857142857142856,2.142857142857143,1.1071428571428572,0.9285714285714286,1.9642857142857142,0.6097560975609756,0.07223476297968397,0.7231040564373897,0.5382870107770845,0.061706875336903944,0.4356211003970505,9.4375,0.2581547064305685,0.5526675786593708,0.4765801354401806,0.34875846501128666,66.4375,55.375,0.39446952595936796,0.2703160270880361,75.875,55.09375,0.5198329853862212,0.38060124787294386,0.21327283040272263
Pba3a4faeb9,2017,38,4.657894736842105,8.842105263157896,1.131578947368421,3.0789473684210527,4.131578947368421,4.7631578947368425,16.842105263157894,0.5789473684210527,5.394736842105263,4.7105263157894735,2.1578947368421053,1.6842105263157894,0.07894736842105263,1.5789473684210527,0.5178416013925152,0.07628178407669862,0.7380952380952381,0.5664182376150811,0.15520523219615662,0.39017974572555897,21.128205128205128,0.3,0.432,0.4112130054189245,0.2692788661942476,61.48717948717949,61.51282051282051,0.32096706961233845,0.19674864526886202,82.61538461538461,58.48717948717949,0.5614406779661016,0.3283647523016221,0.19640508548882069
P27a35575e9,2017,33,2.484848484848485,5.242424242424242,2.393939393939394,6.03030303030303,2.727272727272727,3.272727272727273,14.878787878787879,0.8484848484848485,3.9393939393939394,2.4242424242424243,2.0303030303030303,1.303030303030303,0.48484848484848486,1.5757575757575757,0.4784747847478475,0.06879471656576774,0.7181978798586572,0.5097222222222222,0.03366278358710939,0.3427777777777778,4.909090909090909,0.33394664213431463,0.519053876478318,0.4760594386351128,0.2872867363786461,64.12121212121212,55.06060606060606,0.3472757292239956,0.21574023115024765,69.03030303030303,54.54545454545455,0.5433673469387755,0.32611111111111113,0.23166666666666666
Pfde95d41d3,2017,35,2.6285714285714286,5.571428571428571,1.5142857142857142,4.628571428571429,3.4285714285714284,4.0,13.228571428571428,1.5142857142857142,4.685714285714286,1.2,1.2857142857142858,0.5428571428571428,2.0285714285714285,2.3142857142857145,0.5521472392638037,0.06607495069033531,0.7297939778129953,0.5210970464135021,0.04032781564427129,0.34810126582278483,2.9714285714285715,0.24804856895056374,0.462877030162413,0.4807692307692308,0.3067061143984221,68.14285714285714,57.94285714285714,0.32988165680473375,0.1868836291913215,71.11428571428571,54.17142857142857,0.38786279683377306,0.48575949367088606,0.22679324894514769
P4396f0664b,2017,38,4.368421052631579,7.631578947368421,0.0,0.0,2.8157894736842106,3.6052631578947367,11.552631578947368,1.868421052631579,3.5789473684210527,1.4473684210526316,1.6578947368421053,0.42105263157894735,0.7631578947368421,3.1315789473684212,0.5889070146818923,0.05847707193941944,0.753028263795424,0.519369540448158,0.03914236333414872,0.34789213824534754,13.825,0.4144736842105263,0.4663951120162933,0.48022717711400925,0.3138409760201935,70.6,59.425,0.3950357593605385,0.22885990744636095,84.425,65.825,0.5202205882352942,0.30307633877706036,0.1796429927838967
P2a1ab2724b,2017,34,2.2058823529411766,4.735294117647059,0.9411764705882353,2.2058823529411766,2.5294117647058822,3.411764705882353,9.764705882352942,0.35294117647058826,3.676470588235294,2.9705882352941178,1.911764705882353,1.5588235294117647,0.6176470588235294,2.4411764705882355,0.5127942681678608,0.056105610561056105,0.7395912187736563,0.53662109375,0.059251928262022635,0.4052734375,10.621621621621621,0.3324584426946632,0.5330347144456887,0.47736916548797736,0.28618576143328617,65.94594594594595,57.32432432432432,0.3635077793493635,0.2036775106082037,76.56756756756756,55.351351351351354,0.4652777777777778,0.30517578125,0.20166015625
Pa0580e3001,2017,27,2.7777777777777777,5.185185185185185,2.4074074074074074,6.592592592592593,1.5555555555555556,2.037037037037037,14.333333333333334,0.9629629629629629,3.740740740740741,1.037037037037037,1.8518518518518519,0.6666666666666666,0.2222222222222222,1.9259259259259258,0.506815365551425,0.08183738120380148,0.7598039215686274,0.48142333856619574,0.028413834870314014,0.37676609105180536,4.764705882352941,0.3294314381270903,0.5151915455746368,0.4530095036958817,0.34107708553326294,63.35294117647059,55.705882352941174,0.3252375923970433,0.20010559662090813,68.11764705882354,56.205882352941174,0.43799472295514513,0.34746206174777605,0.2239665096807954
Pc5ec91aab0,2017,30,3.3333333333333335,5.266666666666667,1.1666666666666667,3.3666666666666667,1.5666666666666667,2.7666666666666666,11.733333333333333,1.7666666666666666,4.233333333333333,0.36666666666666664,1.0,0.4,2.533333333333333,2.7666666666666666,0.5627864344637947,0.10731285157940286,0.7094972067039106,0.5541850220264317,0.09183106270146418,0.34669603524229076,13.102564102564102,0.3264659270998415,0.4892703862660944,0.46235395932496753,0.2574643011683254,65.76923076923077,59.256410256410255,0.3777585460839463,0.2232799653829511,78.87179487179488,58.205128205128204,0.4903100775193798,0.3876651982378855,0.2
Pe204bd6fa0,2017,32,7.875,12.28125,0.15625,0.21875,4.84375,5.875,21.0625,2.8125,6.40625,2.28125,3.9375,0.75,2.75,3.125,0.44456177402323127,0.07976366322008863,0.7182186234817813,0.5506329113924051,0.04226265043721067,0.34177215189873417,3.0294117647058822,0.2771300448430493,0.5172798216276477,0.5083702609551944,0.36090595765632694,76.23529411764706,59.73529411764706,0.3599212210733629,0.17676021664204825,79.26470588235294,58.088235294117645,0.4401114206128134,0.37518987341772153,0.21012658227848102
Pd13759b893,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd9320fa884,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P00fdb72e43,2017,35,3.8,8.057142857142857,1.9142857142857144,4.685714285714286,4.942857142857143,5.828571428571428,18.285714285714285,2.4857142857142858,5.914285714285715,2.0285714285714285,2.657142857142857,0.5428571428571428,0.4,2.8,0.5676004872107187,0.06696208764155588,0.7356608478802993,0.49484004127966974,-0.00762180017774039,0.36584107327141385,0.2571428571428571,0.3267162944582299,0.5619469026548672,0.5024618414574101,0.2688330871491876,69.65714285714286,58.02857142857143,0.32447070408665685,0.18660758247168882,69.91428571428571,55.371428571428574,0.5065963060686016,0.38338493292053666,0.23374613003095976
P4d32b8b12e,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P420fe29f13,2017,31,4.548387096774194,8.903225806451612,1.7096774193548387,4.774193548387097,2.967741935483871,4.096774193548387,17.193548387096776,1.032258064516129,3.774193548387097,1.7419354838709677,2.064516129032258,0.6774193548387096,0.0967741935483871,1.5806451612903225,0.4654161781946073,0.05742887249736565,0.6867686768676867,0.5023771790808241,-0.04372398003403366,0.3153724247226624,-8.161290322580646,0.31179039301310046,0.5300668151447662,0.5461011591148578,0.36880927291886195,82.96774193548387,61.225806451612904,0.38198103266596417,0.20126448893572182,74.80645161290323,61.064516129032256,0.4869109947643979,0.3079767564712097,0.23666138404648707
P6358a22feb,2017,36,1.4444444444444444,3.5277777777777777,3.5,9.11111111111111,1.6666666666666667,2.0555555555555554,15.055555555555555,0.4444444444444444,3.8333333333333335,1.9166666666666667,1.8055555555555556,0.6944444444444444,0.027777777777777776,1.7777777777777777,0.48484848484848486,0.06666666666666667,0.7446514837819186,0.5039515279241307,0.07659520608505022,0.3993677555321391,5.888888888888889,0.3263422818791946,0.6090794451450189,0.42735632183908046,0.22298850574712645,61.166666666666664,60.416666666666664,0.4013793103448276,0.16137931034482758,67.05555555555556,52.72222222222222,0.41025641025641024,0.3940990516332982,0.2766069546891465
Pcac223d7f8,2017,38,1.9210526315789473,4.2105263157894735,2.5789473684210527,6.105263157894737,3.9210526315789473,4.473684210526316,15.5,0.4473684210526316,4.342105263157895,4.973684210526316,1.736842105263158,1.131578947368421,0.02631578947368421,1.7105263157894737,0.5279441117764471,0.05286129970902037,0.7000842459983151,0.5696050096339114,0.050691333591234344,0.30057803468208094,8.631578947368421,0.24691358024691357,0.4582463465553236,0.518913676042677,0.27206595538312317,66.39473684210526,54.26315789473684,0.28758486905916586,0.2318137730358875,75.02631578947368,54.63157894736842,0.4602510460251046,0.45134874759152216,0.1676300578034682
P5fd682a91b,2017,27,4.2592592592592595,9.148148148148149,2.888888888888889,7.481481481481482,3.259259259259259,4.703703703703703,20.444444444444443,1.3703703703703705,4.925925925925926,1.7407407407407407,1.962962962962963,1.962962962962963,0.7407407407407407,2.1481481481481484,0.45164960182025027,0.05815602836879433,0.7122781065088757,0.4867149758454106,0.015792990029807774,0.39371980676328505,4.555555555555555,0.3156274056966898,0.48604651162790696,0.47092198581560285,0.31347517730496455,67.97222222222223,58.75,0.4056737588652482,0.19763593380614658,72.52777777777777,57.5,0.5215311004784688,0.36618357487922704,0.18937198067632852
Pba3d18fabf,2017,33,3.1515151515151514,5.9393939393939394,0.0,0.0,1.5454545454545454,2.303030303030303,7.848484848484849,2.5757575757575757,3.4242424242424243,0.7272727272727273,1.1515151515151516,0.5151515151515151,1.121212121212121,2.484848484848485,0.4842436974789916,0.09820485744456177,0.7153225806451613,0.5136690647482014,0.05617170466372412,0.339568345323741,11.323529411764707,0.3671497584541063,0.48289473684210527,0.4574973600844773,0.38753959873284055,65.97058823529412,55.705882352941174,0.3558606124604013,0.24234424498416052,77.29411764705883,61.3235294117647,0.49455337690631807,0.3213429256594724,0.17937649880095924
P2cac6d11e4,2017,30,4.033333333333333,8.4,1.3333333333333333,3.6,3.2666666666666666,4.2,15.333333333333334,0.5666666666666667,4.5,4.366666666666666,2.933333333333333,1.7666666666666666,0.7,2.566666666666667,0.5563380281690141,0.04428904428904429,0.7488061127029608,0.5595781071835804,0.051419599025072205,0.30957810718358036,6.59375,0.2202020202020202,0.489556135770235,0.5081585081585082,0.32284382284382285,66.78125,53.625,0.33916083916083917,0.2674825174825175,73.375,54.8125,0.4749455337690632,0.379133409350057,0.21550741163055873
P7dfb5a7395,2017,31,5.32258064516129,9.258064516129032,0.9032258064516129,2.2580645161290325,3.2580645161290325,4.935483870967742,16.612903225806452,0.8709677419354839,4.290322580645161,2.129032258064516,2.032258064516129,1.3548387096774193,0.9032258064516129,2.6774193548387095,0.5328638497652582,0.03513664249860569,0.7026768642447419,0.518450184501845,-0.03313933027785387,0.35002635740643123,-0.12121212121212122,0.2535087719298246,0.5530921820303384,0.5515895147796989,0.3814835471277189,74.66666666666667,54.333333333333336,0.40100390407138875,0.28890128276631344,74.54545454545455,57.484848484848484,0.47876447876447875,0.3774380600948867,0.21613073273589878
