year,list,name_on_page,link_target,reason
2023,early_entrant,Charles Bediako,Charles Bediako,no_match
2023,early_entrant,Tyrese Wineglass,Tyrese Wineglass,no_match
2023,early_entrant,Kaodirichi Akobundu-Ehiogu,Kaodirichi Akobundu-Ehiogu,no_match
2023,early_entrant,Damezi Anderson Jr.,Damezi Anderson Jr.,no_match
2023,early_entrant,Chase Audige,Chase Audige,no_match
2023,early_entrant,Grant Basile,Grant Basile,no_match
2023,early_entrant,Manny Bates,Manny Bates,no_match
2023,early_entrant,Damion Baugh,Damion Baugh,no_match
2023,early_entrant,Tyger Campbell,Tyger Campbell,no_match
2023,early_entrant,Yuri Collins,Yuri Collins,no_match
2023,early_entrant,Alou Dillon,Alou Dillon,no_match
2023,early_entrant,Armaan Franklin,Armaan Franklin,no_match
2023,early_entrant,Myron Gardner,Myron Gardner,no_match
2023,early_entrant,De'Vion Harmon,De'Vion Harmon,no_match
2023,early_entrant,Joey Hauser,Joey Hauser,no_match
2023,early_entrant,Jackson Kenyon,Jackson Kenyon,no_match
2023,early_entrant,Demetrius Mims,Demetrius Mims,no_match
2023,early_entrant,Omari Moore,Omari Moore,no_match
2023,early_entrant,Landers Nolley II,Landers Nolley II,no_match
2023,early_entrant,Jack Nunge,Jack Nunge,no_match
2023,early_entrant,Nick Ongenda,Nick Ongenda,no_match
2023,early_entrant,Uroš Plavšić,Uroš Plavšić,no_match
2023,early_entrant,Terry Roberts,Terry Roberts (basketball),no_match
2023,early_entrant,Grant Sherfield,Grant Sherfield,no_match
2023,early_entrant,Dontrell Shuler,Dontrell Shuler,no_match
2023,early_entrant,Malachi Smith,Malachi Smith (basketball),no_match
2023,early_entrant,Justice Sueing,Justice Sueing,no_match
2023,early_entrant,Drew Timme,Drew Timme,no_match
2023,early_entrant,Tyler Willoughby,Tyler Willoughby,no_match
2023,early_entrant,Jordan Haber,Jordan Haber,no_match
2023,early_entrant,Nadir Hifi,Nadir Hifi,no_match
2023,early_entrant,James Nnaji,James Nnaji,no_match
2023,early_entrant,Marcio Santos,Marcio Santos (basketball),no_match
2023,early_entrant,Enzo Shahrvin,Enzo Shahrvin,no_match
2023,intl_early_entrant,Nadir Hifi,Nadir Hifi,no_match
2023,intl_early_entrant,James Nnaji,James Nnaji,no_match
2023,intl_early_entrant,Marcio Santos,Marcio Santos (basketball),no_match
2023,intl_early_entrant,Enzo Shahrvin,Enzo Shahrvin,no_match
2023,auto_eligible,Lat Mayen,Lat Mayen,no_match
2024,early_entrant,Carlos Nichols,Carlos Nichols,no_match
2024,early_entrant,Jesse Bingham II,Jesse Bingham II,no_match
2024,early_entrant,Jack Brestel,Jack Brestel,no_match
2024,early_entrant,David Jones,David Jones (basketball),no_match
2024,early_entrant,Tiras Morton,Tiras Morton,no_match
2024,early_entrant,Melvin Ajinça,Melvin Ajinça,no_match
2024,early_entrant,Cui Yongxi,Cui Yongxi,no_match
2024,early_entrant,Lucas Dufeal,Lucas Dufeal,no_match
2024,early_entrant,Nikola Đurišić,Nikola Đurišić,no_match
2024,early_entrant,Quinn Ellis,Quinn Ellis,no_match
2024,early_entrant,Gustav Knudsen,Gustav Knudsen,no_match
2024,early_entrant,Juan Núñez,Juan Núñez (basketball),no_match
2024,early_entrant,Cezar Unitu,Cezar Unitu,no_match
2024,early_entrant,Jalen Lewis,Jalen Lewis,no_match
2024,early_entrant,Babacar Sané,Babacar Sané,no_match
2024,early_entrant,Bryson Warren,Bryson Warren,no_match
2024,intl_early_entrant,Melvin Ajinça,Melvin Ajinça,no_match
2024,intl_early_entrant,Cui Yongxi,Cui Yongxi,no_match
2024,intl_early_entrant,Lucas Dufeal,Lucas Dufeal,no_match
2024,intl_early_entrant,Nikola Đurišić,Nikola Đurišić,no_match
2024,intl_early_entrant,Quinn Ellis,Quinn Ellis,no_match
2024,intl_early_entrant,Gustav Knudsen,Gustav Knudsen,no_match
2024,intl_early_entrant,Juan Núñez,Juan Núñez (basketball),no_match
2024,intl_early_entrant,Cezar Unitu,Cezar Unitu,no_match
2025,early_entrant,Omar Rowe,Omar Rowe (basketball),no_match
2025,early_entrant,Izan Almansa,Izan Almansa,no_match
2025,early_entrant,Ousmane N'Diaye,Ousmane N'Diaye (basketball),no_match
2025,early_entrant,Eli Ndiaye,Eli Ndiaye,no_match
2025,early_entrant,Saliou Niang,Saliou Niang,no_match
2025,early_entrant,Alex Toohey,Alex Toohey,no_match
2025,early_entrant,Isaac Nogués,Isaac Nogués,no_match
2025,early_entrant,Dink Pate,Dink Pate,no_match
2025,intl_early_entrant,Izan Almansa,Izan Almansa,no_match
2025,intl_early_entrant,Ousmane N'Diaye,Ousmane N'Diaye (basketball),no_match
2025,intl_early_entrant,Eli Ndiaye,Eli Ndiaye,no_match
2025,intl_early_entrant,Saliou Niang,Saliou Niang,no_match
2025,intl_early_entrant,Alex Toohey,Alex Toohey,no_match
2026,early_entrant,Mohammad Amini,Mohammad Amini,no_match
2026,early_entrant,Vsevolod Ischenko,Vsevolod Ischenko,no_match
2026,intl_early_entrant,Mohammad Amini,Mohammad Amini,no_match
2026,intl_early_entrant,Vsevolod Ischenko,Vsevolod Ischenko,no_match
