source_subject_id,source_team_id,source_season,cgd_observed_gp,cgd_two_m_pg,cgd_two_a_pg,cgd_three_m_pg,cgd_three_a_pg,cgd_ft_m_pg,cgd_ft_a_pg,cgd_points_pg,cgd_orb_pg,cgd_drb_pg,cgd_ast_pg,cgd_tov_pg,cgd_stl_pg,cgd_blk_pg,cgd_pf_pg
subject_5b51323f3a54f5be48a8df86,team_96a8e7fe41941fecf3b382fc,2010,36,3.7222222222222223,6.888888888888889,0.0,0.0,1.75,2.6666666666666665,9.194444444444445,2.9166666666666665,3.75,1.0,1.6944444444444444,0.8611111111111112,0.9166666666666666,1.8888888888888888
subject_f29b9f5f51d45e1c6b404634,team_8dc13de3f7642fd1b07c74cf,2010,27,1.037037037037037,2.3703703703703702,0.07407407407407407,0.4444444444444444,0.7777777777777778,1.2592592592592593,3.074074074074074,0.6296296296296297,1.0740740740740742,0.3333333333333333,0.5185185185185185,0.1111111111111111,0.1111111111111111,1.4074074074074074
subject_cb5323a096f7d0c3068af218,team_a730d213becbaf987cc53b0f,2010,26,0.6538461538461539,1.5,0.0,0.0,0.19230769230769232,0.3076923076923077,1.5,0.7307692307692307,0.5,0.2692307692307692,0.5384615384615384,0.11538461538461539,0.11538461538461539,2.1153846153846154
subject_367fa0dab50a5bb8e4c824e4,team_d1388c49b177356afabe2546,2010,27,2.5555555555555554,4.7407407407407405,0.0,0.037037037037037035,0.9629629629629629,2.5555555555555554,6.074074074074074,2.185185185185185,2.2962962962962963,0.48148148148148145,1.2222222222222223,0.5555555555555556,0.37037037037037035,3.0
subject_1b38aab1eec31995841a7275,team_d2c1bdbdb774564558d3095e,2010,31,4.612903225806452,9.0,0.0,0.03225806451612903,1.5161290322580645,3.225806451612903,10.741935483870968,1.4838709677419355,1.967741935483871,1.4193548387096775,2.129032258064516,0.8387096774193549,0.45161290322580644,2.967741935483871
subject_eb83886029e4aa4c135901e1,team_5d072dceceaf88a3448a5ac8,2010,12,0.8333333333333334,1.9166666666666667,0.0,0.6666666666666666,0.5833333333333334,0.75,2.25,0.3333333333333333,1.5,2.6666666666666665,1.4166666666666667,0.6666666666666666,0.0,2.3333333333333335
subject_e054b3f6acd831b5944b65b6,team_5d072dceceaf88a3448a5ac8,2010,9,1.6666666666666667,4.444444444444445,0.3333333333333333,1.5555555555555556,1.3333333333333333,1.6666666666666667,5.666666666666667,0.7777777777777778,1.0,0.6666666666666666,1.7777777777777777,1.0,0.2222222222222222,1.7777777777777777
subject_ea54f8ed4b79c73e55e695b6,team_a730d213becbaf987cc53b0f,2010,27,0.5925925925925926,1.2962962962962963,0.37037037037037035,1.2592592592592593,0.3333333333333333,0.8518518518518519,2.6296296296296298,0.6666666666666666,1.2222222222222223,0.4074074074074074,0.7037037037037037,0.2222222222222222,0.48148148148148145,1.1851851851851851
subject_afeb61a1a020361f3a5c6e37,team_a730d213becbaf987cc53b0f,2010,25,2.44,5.04,1.04,2.56,2.44,3.32,10.44,0.56,1.84,2.92,1.88,1.04,0.08,3.04
subject_d62a823679e655c671ee270c,team_a730d213becbaf987cc53b0f,2010,25,2.84,6.68,0.16,0.92,2.56,3.88,8.72,0.72,3.2,2.84,2.2,2.0,0.24,2.0
