source_subject_id,source_team_id,source_season,cgd_observed_gp,cgd_two_m_pg,cgd_two_a_pg,cgd_three_m_pg,cgd_three_a_pg,cgd_ft_m_pg,cgd_ft_a_pg,cgd_points_pg,cgd_orb_pg,cgd_drb_pg,cgd_ast_pg,cgd_tov_pg,cgd_stl_pg,cgd_blk_pg,cgd_pf_pg
subject_6913d4f9a87a81c1637fa8f9,team_96a8e7fe41941fecf3b382fc,2009,35,3.085714285714286,5.885714285714286,0.0,0.0,1.3142857142857143,2.057142857142857,7.485714285714286,2.342857142857143,2.9714285714285715,0.7428571428571429,0.8857142857142857,0.6,0.9428571428571428,2.142857142857143
subject_f382d56c8582a3491a01725a,team_8dc13de3f7642fd1b07c74cf,2009,30,0.5666666666666667,1.4,0.1,0.36666666666666664,0.5333333333333333,0.8,1.9666666666666666,0.36666666666666664,1.0,0.5666666666666667,0.9666666666666667,0.3,0.23333333333333334,1.6333333333333333
subject_cd73f7f9e12f1d182d476997,team_a730d213becbaf987cc53b0f,2009,18,0.5,1.2222222222222223,0.0,0.0,0.4444444444444444,0.6111111111111112,1.4444444444444444,0.3888888888888889,0.6111111111111112,0.1111111111111111,0.4444444444444444,0.0,0.0,1.3333333333333333
subject_2ff116367583b509f67a4f2d,team_d1388c49b177356afabe2546,2009,6,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
subject_72f749dba673ad3d69d32eb3,team_d2c1bdbdb774564558d3095e,2009,33,3.787878787878788,7.0606060606060606,0.0,0.0,2.0,3.515151515151515,9.575757575757576,1.5151515151515151,2.0,0.5757575757575758,1.5454545454545454,0.45454545454545453,0.42424242424242425,3.0
subject_882f5ff148a569c0d6f6eb98,team_5d072dceceaf88a3448a5ac8,2009,27,0.25925925925925924,1.2222222222222223,0.25925925925925924,1.3703703703703705,0.3333333333333333,0.5925925925925926,1.6296296296296295,0.2222222222222222,1.1481481481481481,2.1481481481481484,1.2592592592592593,0.4444444444444444,0.037037037037037035,1.4074074074074074
subject_989d4d7d2ffd15388ce458d0,team_5d072dceceaf88a3448a5ac8,2009,29,2.8275862068965516,7.344827586206897,1.4827586206896552,3.7586206896551726,2.0,2.5517241379310347,12.10344827586207,1.6551724137931034,3.2758620689655173,0.6896551724137931,1.793103448275862,1.103448275862069,0.27586206896551724,2.586206896551724
subject_a90b2d6bcc9dfbb6b4a7b65b,team_a730d213becbaf987cc53b0f,2009,29,0.6206896551724138,1.1724137931034482,0.3448275862068966,1.3793103448275863,0.4482758620689655,0.7586206896551724,2.7241379310344827,0.7586206896551724,1.0344827586206897,0.3448275862068966,0.41379310344827586,0.10344827586206896,0.20689655172413793,0.9310344827586207
subject_3c81e05c1bae3d710779163f,team_a730d213becbaf987cc53b0f,2009,30,1.5666666666666667,3.466666666666667,0.4,1.5666666666666667,1.4333333333333333,1.9,5.766666666666667,0.36666666666666664,1.9666666666666666,2.8333333333333335,2.033333333333333,0.5,0.06666666666666667,2.7333333333333334
subject_644ae45402cb6a8e5eaa322e,team_a730d213becbaf987cc53b0f,2009,30,4.0,7.9,0.1,0.4666666666666667,2.566666666666667,4.366666666666666,10.866666666666667,0.6,2.966666666666667,1.6333333333333333,2.1666666666666665,1.9,0.5,2.2333333333333334
subject_e2c27469f4f4e651ac10defd,team_a730d213becbaf987cc53b0f,2009,27,0.5185185185185185,0.8888888888888888,0.4444444444444444,1.0,0.1111111111111111,0.14814814814814814,2.4814814814814814,0.48148148148148145,0.7407407407407407,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.0,0.5925925925925926
subject_9cb6c8f5f41c68ebabe5b7bc,team_6029feb399940f1646f99e55,2009,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subject_9275e36184ecde31bf5143bb,team_f9b7becf509306cd978ae4b8,2009,28,3.357142857142857,8.107142857142858,0.8214285714285714,2.75,1.8214285714285714,2.857142857142857,11.0,1.5714285714285714,3.7142857142857144,3.2142857142857144,2.5357142857142856,1.1785714285714286,0.32142857142857145,2.8214285714285716
subject_43693ea297da4b9209677ddf,team_15114d3689025da463123ba3,2009,24,1.25,3.9166666666666665,1.8333333333333333,4.5,1.5833333333333333,2.0,9.583333333333334,0.2916666666666667,1.3333333333333333,2.6666666666666665,1.4166666666666667,1.125,0.041666666666666664,1.5833333333333333
subject_bad66df509a5f42d319eee8c,team_5d8ee85b3a8f24859fa69dc5,2009,32,0.875,1.625,0.0,0.03125,0.53125,0.875,2.28125,0.34375,1.03125,0.125,0.40625,0.15625,0.34375,0.84375
subject_4b1e092b277d8aa8db3963d6,team_74ee56a7c2ae6accb3d5b49e,2009,11,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.8181818181818182,2.272727272727273,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.8181818181818182,0.18181818181818182,0.0,0.2727272727272727
