source_subject_id,source_team_id,source_season,cgd_observed_gp,cgd_two_m_pg,cgd_two_a_pg,cgd_three_m_pg,cgd_three_a_pg,cgd_ft_m_pg,cgd_ft_a_pg,cgd_points_pg,cgd_orb_pg,cgd_drb_pg,cgd_ast_pg,cgd_tov_pg,cgd_stl_pg,cgd_blk_pg,cgd_pf_pg
subject_ad6b772eb26e22dcb52b41e9,team_13c871144d136bc3ea902d88,2013,21,0.14285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.047619047619047616,0.9523809523809523,0.5714285714285714,0.5714285714285714,0.47619047619047616,0.14285714285714285,1.0952380952380953
subject_5b32d8a3dae935a799dd864b,team_c9b4a3b6858d4a164035aed4,2013,9,0.0,0.1111111111111111,0.3333333333333333,1.1111111111111112,0.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222
subject_a89293635ae371926253f1ba,team_897cb6393277fa25a1909377,2013,37,4.972972972972973,8.567567567567568,0.02702702702702703,0.02702702702702703,3.7027027027027026,5.1891891891891895,13.72972972972973,2.135135135135135,6.378378378378378,0.9459459459459459,1.972972972972973,0.7567567567567568,3.945945945945946,2.081081081081081
subject_99d329b8a8f6b859470767eb,team_897cb6393277fa25a1909377,2013,37,2.0,4.675675675675675,1.4054054054054055,4.243243243243243,1.6486486486486487,2.1621621621621623,9.864864864864865,0.2972972972972973,2.810810810810811,4.5675675675675675,3.135135135135135,0.9459459459459459,0.1891891891891892,2.4594594594594597
subject_26b682f7e4ddd5b020da5266,team_c4dad0032b030437da6c95a7,2013,23,0.6086956521739131,1.173913043478261,0.08695652173913043,0.391304347826087,0.21739130434782608,0.2608695652173913,1.6956521739130435,0.4782608695652174,1.7826086956521738,1.434782608695652,0.6521739130434783,0.43478260869565216,0.08695652173913043,1.0434782608695652
subject_87fab2e3bbbeaac1e44f869f,team_d44007dd005acf8a8348b783,2013,35,1.3428571428571427,2.657142857142857,0.9142857142857143,2.942857142857143,0.9428571428571428,1.4,6.371428571428571,0.8857142857142857,3.2857142857142856,2.5714285714285716,1.1714285714285715,1.1428571428571428,0.2,1.6
subject_55b1651dbcd0e04ab9179ca3,team_d44007dd005acf8a8348b783,2013,13,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.07692307692307693,0.0,0.0,0.23076923076923078
subject_653c282790b860f8ab672cc8,team_d44007dd005acf8a8348b783,2013,35,3.2857142857142856,6.828571428571428,1.1142857142857143,4.0,2.4,3.257142857142857,12.314285714285715,1.0285714285714285,2.6285714285714286,2.7142857142857144,1.8,2.4571428571428573,0.17142857142857143,1.457142857142857
subject_857719057e7dfe35b9956452,team_d6146aa602e52a35c77d4772,2013,34,2.176470588235294,5.852941176470588,2.5588235294117645,6.647058823529412,2.7941176470588234,3.2941176470588234,14.823529411764707,0.6176470588235294,2.5588235294117645,2.4705882352941178,2.1470588235294117,1.2941176470588236,0.08823529411764706,1.4705882352941178
subject_529c04097d1cf8a47e699811,team_df40d633722d726bf2e9c164,2013,21,0.23809523809523808,0.6666666666666666,0.23809523809523808,0.8571428571428571,0.3333333333333333,0.6666666666666666,1.5238095238095237,0.42857142857142855,0.9047619047619048,0.7619047619047619,0.6190476190476191,0.6666666666666666,0.14285714285714285,1.5238095238095237
