pid,tcf_season_final,tcf_conf_gp,tcf_conf_gp_share,tcf_usg,tcf_d_usg,tcf_ortg,tcf_d_ortg,tcf_adjoe,tcf_d_adjoe,tcf_drtg,tcf_d_drtg,tcf_adrtg,tcf_d_adrtg,tcf_bpm,tcf_d_bpm,tcf_obpm,tcf_d_obpm,tcf_dbpm,tcf_d_dbpm,tcf_ts,tcf_d_ts,tcf_efg,tcf_d_efg,tcf_ast_per,tcf_d_ast_per,tcf_tov_per,tcf_d_tov_per,tcf_orb_per,tcf_d_orb_per,tcf_drb_per,tcf_d_drb_per,tcf_stl_per,tcf_d_stl_per,tcf_blk_per,tcf_d_blk_per,tcf_ftr,tcf_d_ftr,tcf_tp3_pct,tcf_d_tp3_pct,tcf_tpar,tcf_d_tpar,tcf_tpa100,tcf_d_tpa100,tcf_porpag,tcf_d_porpag,tcf_minper,tcf_d_minper,tcf_pts_pg,tcf_d_pts_pg,tcf_reb_pg,tcf_d_reb_pg,tcf_ast_pg,tcf_d_ast_pg
P7dfb5a7395,2017,16,0.516129,23.4,-0.3,111,0.5,111.279,-1.194,101.937,-2.531,103.682,-2.31,1.68353,-0.73001,0.02606,-1.10276,1.65747,0.37275,61.65,1.72,59.9,1.9,14.8,0.2,17.6,2.8,3.1,0,16.3,-0.2,2.7,0.4,3.1,-0.3,39.8,-3.1,0.419,0.019,0.176136,-0.0199421,3.36281,-0.53608,2.66866,-0.13503,81.9,0.1,16.125,-0.5114,5.3125,0.1913,2.3125,0.1004
P7e57b76eb8,2016,18,0.545455,28.1,0.7,106.8,3.4,123.517,4.794,97.1241,2.9574,92.288,3.8934,1.82412,1.00833,1.25783,0.754612,0.566292,0.253719,53.66,2.57,48.7,2.1,3.7,-1.3,11.8,-0.5,7.4,-0.4,21.9,1.3,1.8,0.4,1.4,0.2,45.8,4.3,0.339,0.015,0.275556,0.0207012,7.34916,0.63154,3.3938,0.51586,68.7,8.6,16.3333,1.0606,7.2222,0.0707,0.4444,-0.192
P7e584efe40,2010,16,0.444444,19.8,-0.4,120.1,3.2,127.711,5.28,88.4662,5.7834,80.9252,3.1555,12.2198,0.6293,3.90624,0.77117,8.31358,-0.14181,58.26,-1.35,54.9,-1.3,5.1,-0.7,12,-4.4,12.2,-1.4,23.5,-1.9,2,0.4,12.4,-0.6,66.4,6.4,,,0,0,0,0,3.93611,0.55228,67.5,1.1,11.6875,0.4097,8.9375,-0.8958,0.75,-0.1111
P7e5e28e6b3,2008,18,0.5,22.6,0,104.2,-2.3,114.293,-0.085,94.9862,4.3353,87.0151,1.5158,7.24581,-0.77215,2.13879,0.45079,5.10702,-1.22294,52.51,-4,48.9,-4.7,4.3,-1.1,17.1,-2.4,13.6,1,11.2,-2.8,1.6,0.3,7.8,-1.7,52.7,2.3,,,0,-0.00381679,0,-0.0698993,2.39244,-0.02621,60,-0.5,9.5556,-0.6388,5.2222,-0.4445,0.4444,-0.1667
P7ef2b1cf05,2009,14,0.424242,24.9,0.5,109.7,7.1,116.239,5.418,82.2239,-3.1644,83.7742,0.8419,6.70429,0.95083,1.00824,0.621238,5.69605,0.32959,59.33,3.17,55.9,2.3,9.3,1.2,20.1,1.2,7.3,2.6,23.9,1.8,1.3,-0.3,9.1,1,40.9,8.5,0.483,0.033,0.228346,-0.0208747,4.68421,-0.65489,2.79973,0.47408,65,-0.4,12.8571,0.251,7.7857,1.119,1.2857,0.1645
P7f14bdd3aa,2011,16,0.421053,14.8,-1.1,105.2,-1.3,102.695,-2.695,99.8325,3.9639,95.0988,4.5031,5.52772,-0.6258,2.68873,-0.17371,2.83899,-0.45209,50.73,-1.52,49.1,-0.1,11.2,-3,14.6,-2.7,1.7,-0.5,11,-0.8,2.2,-0.1,1.7,-0.6,29.6,-10.2,0.375,-0.016,0.296296,-0.0521886,4.06279,-0.55028,1.68684,-0.40414,74,-4.8,7.8125,-0.8191,3.4375,-0.5888,1.8125,-0.7138
P7f1d080745,2014,18,0.5625,27.9,-1.6,112.7,5.3,122.777,2.881,100.748,-2.247,102.974,0.359,8.42385,1.55938,5.91244,1.05681,2.51141,0.50257,56.83,2.76,55.2,3.6,34.6,2.3,18.9,-0.5,7.5,0.3,12.3,0.3,3.9,0.3,1.9,0.4,62.5,-2.1,0.273,0.014,0.0948276,-0.0284601,1.84114,-0.70879,4.3704,0.41793,91.4,1.2,19,-0.3438,6.4444,0.1944,6.1667,0.4167
P7f3328bd09,2020,19,0.633333,26.2,0.3,104,-2.3,121.662,2.214,104.638,5.2472,96.3013,4.1513,5.7167,-0.06161,4.41108,0.15345,1.30562,-0.21506,51.61,-1.89,50.7,-1.8,39.9,-3.5,18.1,-3.1,2.4,0,12.2,0,1.7,0,0.1,-0.3,31.7,2,0.344,-0.016,0.272321,0.00102805,5.35453,0.43053,4.37349,0.42645,82.5,1.8,14,1.1,4.5263,0.0596,7.1053,-0.7614
P7f86ce09cc,2010,12,0.428571,27.9,0.6,103.1,-2.5,112.26,-3.342,102.178,7.5345,96.5739,3.8067,4.69227,-1.96648,2.40317,-0.99772,2.2891,-0.96877,53.62,-3.6,45.5,-5.5,21.1,-1.5,17.3,-3.5,4.2,-2.6,18.5,-0.1,2.6,-1.3,3.8,0.8,42,7.2,0.299,-0.057,0.490446,0.0260584,11.6027,1.2054,3.04648,-0.39348,62,-10.6,16.8333,0.119,6.1667,-1.0476,2.8333,-0.2381
P7fd9e8becb,2025,18,0.514286,17.1,-1.3,107.1,0,101.935,-5.071,90.9861,-3.9883,89.7404,-1.2629,4.43748,-0.18969,-1.23263,-0.743975,5.67011,0.55429,58.38,4.71,63.3,8.5,3.6,-0.7,19.5,2.3,13.9,-3.4,24.4,1.7,2.1,0,10.2,0.4,90,-9.2,,,0,0,0,0,0.740056,-0.336504,43.9,-1.1,5.5556,-0.1301,6.0556,-0.4587,0.3889,-0.0682
P7ff4af5e7c,2019,18,0.5,23.2,-0.6,114.6,5,123.946,4.624,104.317,1.356,98.9252,0.6369,3.56133,0.40384,2.59866,0.23986,0.962663,0.163974,59.15,2.15,54.7,1.9,13,0.1,13.9,-2.3,3,-1.2,17.3,1.3,1.2,0,1.8,0.2,39.7,-1.8,0.355,0.007,0.491071,0.0300623,10.1437,0.69163,4.68029,0.72881,92.4,3.1,17.5,0.9722,6.4444,0.3055,2.2222,0.0833
P8030960284,2010,16,0.484848,26.5,-0.3,114.7,2.9,123.945,2.029,109.709,-1.316,106.04,-1.942,2.06164,0.59088,4.46789,0.60774,-2.40625,-0.01686,59.31,0.65,56.9,3.5,18.9,0.1,14.5,-1.7,1.4,0,8.1,-0.9,1.6,0.3,0.3,-0.3,24.7,-13,0.392,0.015,0.380392,-0.0134223,9.56662,0.33504,4.69185,0.31902,88.4,1.4,21.125,0.7917,3.125,-0.2689,3.375,0.2235
P8048267828,2025,17,0.435897,25.7,0.9,114.9,-7.3,134.57,-2.882,105.026,3.917,94.9024,1.1267,7.5251,-1.03256,5.88327,-0.78799,1.64183,-0.24457,55.45,-4.73,52.1,-3.9,25.6,2.4,16.5,-0.4,1.9,0.7,11.1,0.8,2,-0.1,1.3,-0.3,23,-4.5,0.359,-0.027,0.548117,-0.0301271,13.2132,-0.3087,5.19114,-0.19914,78.9,-0.5,17.2941,-0.988,4.1765,0.4842,4.7059,0.5264
P804e0e2e1c,2019,18,0.642857,23.4,-0.7,114.8,0.9,117.974,-0.196,103.438,0.069,102.538,-0.163,2.01086,-0.19979,2.51551,0.01552,-0.504647,-0.215301,64.31,0.22,59,-0.4,7.2,-2.7,16,-0.4,2.9,0.2,19,1,1.7,-0.1,1,-0.1,56.1,-0.8,0.422,0,0.524887,0.0572812,9.838,1.0088,3.86499,2e-05,91.3,3.7,20,-0.3333,6.6111,-0.1222,1.2222,-0.5445
P809c73ddd0,2010,14,0.736842,28.5,0.4,99.5,-0.2,116.762,0.846,103.014,5.689,94.7167,3.2797,5.08174,-0.58708,1.46374,-0.59053,3.618,0.00345,56.01,0.93,54.9,0.5,12.7,-2.7,20.7,0.1,10.2,-1.7,20.7,-0.3,3.9,0.6,2.6,-0.2,44,-4.2,,,0,0,0,0,3.67891,0.09379,66.8,14.2,16.9286,0.8233,9.2143,-0.8383,1.6429,-0.3571
P80e599186b,2014,18,0.545455,32.2,0.9,92.7,-6.3,112.071,-4.583,104.469,1.795,98.0091,-0.8105,0.253679,-0.676615,0.832806,-0.421574,-0.579127,-0.255042,49.35,-2.68,43.5,-3.5,26.9,-2.8,18.3,0.1,2.5,0.1,10.2,0.4,0.9,-0.2,0.1,-0.1,53.3,8.7,0.315,-0.076,0.2,0.0110883,4.76222,0.2259,2.87752,-0.53902,87.2,0.4,18.5556,-0.0505,4.1667,0.1364,3.8889,-0.7475
P80eaeaa85d,2020,18,0.580645,17.5,-0.7,113.1,-5.9,116.433,-5.204,86.1398,-2.5886,84.2717,-2.7767,9.53903,0.2941,5.36946,-0.23084,4.16957,0.52494,51.83,-2.16,47.9,-1.9,15.1,2.1,15.6,2.2,9.2,-0.5,20.8,-1.2,3.3,0.5,0.5,-0.2,27.6,-6.9,0.343,-0.044,0.462069,0.00613027,7.32743,-0.27133,3.31555,-0.47196,76.8,1.6,9.4444,-1.1362,8.3333,-0.3764,2.2778,0.2455
P80ec619552,2016,17,0.586207,24,-0.7,113.4,2.3,120.523,1.211,93.7847,-2.1454,92.8386,-1.5737,5.01384,0.5539,2.57862,0.4757,2.43522,0.07821,55.75,-0.84,52.2,-1,7,-0.6,10.7,-1.2,10.1,1.8,26.3,-0.2,2.9,0.4,2.6,0.2,44.3,-1.4,0.226,0.001,0.261084,-0.0398012,5.4439,-0.9418,3.60049,0.22277,75.2,0.2,16.1176,0.0142,9.7647,0.7992,1.0588,-0.0102
P80ff3b7db7,2024,19,0.558824,28.6,2.3,113.4,-0.8,133.133,5.144,102,4.8148,93.677,2.3049,6.415,0.05458,2.86288,0.30619,3.55212,-0.25161,58.2,-1.52,53.2,-1.6,15.5,0.2,13.7,-1.7,10.3,1.4,18.6,-0.3,1.7,0,4.3,0,42.4,3.5,0.265,-0.026,0.144068,0.000464663,3.43162,0.29597,4.69852,0.61257,72.2,-0.4,17.3684,1.4272,7.8421,0.3421,1.9474,-0.0526
P8147190bb3,2021,14,0.636364,23.1,0,103.2,-4.9,105.694,-5.314,97.1756,2.7396,98.5227,3.1182,0.842114,-1.20718,-0.520626,-1.59978,1.36274,0.392598,54.56,-1.9,52.7,-1.8,10.5,0.9,16.3,1.5,5.3,-2.1,15.8,-0.5,1.4,0,2.7,0.8,14.1,0.7,0.378,0.017,0.351562,0.00706489,7.68815,-0.03396,1.74731,-0.50977,61.6,-1.5,10.6429,-0.7662,4.6429,-0.6298,1.2857,0.1493
P815e63680a,2010,16,0.484848,27.2,0.8,104.1,0.2,112.815,0.287,109.893,0.195,106.497,1.057,0.279427,0.018163,2.40337,0.58497,-2.12394,-0.5668,51.27,-1.97,48.3,-2.5,34.3,4.5,18.7,-2.1,3.4,0.7,7.1,-0.6,1.2,-0.2,0.8,-0.1,30.1,3.4,0.229,-0.014,0.167464,0.00467342,3.54904,0.08856,3.28599,0.07171,87.4,1,15.3125,-0.3239,3.3125,-0.0208,6.25,0.7348
P816913601a,2024,16,0.727273,23,-1.2,118.8,-1.3,130.389,-3.993,100.919,4.2352,94.9238,4.7255,9.59663,-0.63857,3.32835,-0.76572,6.26828,0.12717,68.2,-0.37,69.1,-0.4,10.3,-0.9,18.9,0.7,9.4,-0.9,23.2,-1.3,2.9,-0.3,7.1,0.5,44.3,-6.2,,,0,0,0,0,4.42519,-0.51099,61,13.5,15.375,-1.625,8.125,-1.0568,1.4375,-0.1534
P81fe4dcd33,2026,17,0.515152,29.4,-0.5,121.6,-2.7,144.363,-4.289,117.615,4.187,105.603,2.451,6.85285,-1.68126,7.1884,-1.23039,-0.335548,-0.450873,60.95,-1.65,55.4,-3.1,26.7,-5.2,14,-0.8,1.8,-0.1,7.4,-1.8,1.7,-0.3,0.3,-0.2,47.1,6.3,0.369,-0.03,0.42562,0.00706313,10.5755,-0.1679,5.54864,-0.4392,72.7,0.4,21.2353,-0.7344,2.8824,-0.6631,4.1765,-0.8235
P8209ad6040,2019,18,0.486486,27.2,-0.3,118.8,2.3,139.303,4.74,91.9758,-0.1557,86.9437,-0.0539,7.80072,1.67961,4.05538,1.27235,3.74533,0.40726,60.34,1.07,55.2,1.4,3,-0.2,10.5,-2.1,11.7,0.2,20.6,0.6,1.6,0.1,8.7,0.4,57,2,0.378,0.009,0.224242,0.0254657,5.27021,0.57475,4.07123,0.59732,56.6,3.5,14.0556,0.8394,6.6111,0.6652,0.2778,-0.0195
P821b19c2a1,2022,18,0.580645,34.3,-0.1,102.3,-5,118.953,-7.399,88.5967,-2.012,89.0916,-1.1967,6.57966,-0.69323,0.912904,-1.9841,5.66676,1.29087,54.14,-3.15,50.2,-4,29.4,4.6,20.7,1.3,11.4,-2.7,31.9,2.8,2.9,0.5,2.4,0.2,51.2,4.3,0.25,0.039,0.0390244,-0.0124661,0.915508,-0.366612,3.25377,-0.64744,69.9,1.3,15.3333,-1.1212,10.7778,0.2323,3.7222,0.9646
P82887a653c,2019,18,0.514286,23,-0.4,110.7,-5.1,120.387,-3.327,112.918,5.033,106.765,1.049,3.10628,-0.44042,4.24881,-0.7818,-1.14252,0.34138,56.46,-1.03,52.3,-1,12.2,0.9,15.3,2.6,2.6,-0.9,13.1,-1.6,1.5,0.1,1.6,0,26.2,-1.9,0.385,0.022,0.562738,-0.0121237,12.3701,-0.872,4.29124,-0.3842,93.9,3.6,18.5556,-1.5873,4.9444,-0.9699,2.3333,0.1333
P82bbff96e6,2018,18,0.75,26.8,0,109.2,1.3,127.608,4.101,103.579,2.823,95.7633,-0.0295,6.90144,1.46008,4.75988,1.16528,2.14157,0.29481,55.37,0.33,48.1,0.6,17.9,2.3,15.6,-0.1,7.5,0.2,13.9,0.8,2.8,-0.1,2.8,0,47.9,-2.7,0.362,-0.018,0.330579,0.0180785,7.26181,0.37533,5.09871,0.61494,92.3,24.4,18.2778,0.0695,6.6667,0.4167,2.8889,0.4306
P82dc635a40,2021,14,0.466667,26.9,0,120.5,3.2,140.719,6.76,95.8469,2.7811,91.2979,2.3175,11.7564,2.04643,8.77031,1.59726,2.98606,0.44915,64.51,4.64,62.7,5.4,28.5,0.7,21.7,1.7,1.6,-0.1,11.4,0.1,4.2,0.5,1.3,0,27.2,3,0.448,0.032,0.554913,0.062892,12.4562,0.7327,6.1314,1.00951,79.6,3.8,18,1.2667,3.4286,0.1286,5,0.2
P82dd1ca59f,2008,18,0.514286,26.8,1.1,99.4,-6.1,114.35,-2.413,97.3174,7.8558,89.2011,4.6856,8.36062,-1.33972,2.71446,-0.94592,5.64616,-0.3938,52.8,-3.3,47.8,-2.5,29.1,0.6,23.3,1.6,5.6,1,15.8,-0.6,3.4,-0.1,2.4,-0.2,53.2,-4.5,0.375,0.011,0.253165,0.031688,4.46355,0.66147,3.32127,-0.22549,83.1,1.2,11.6111,-0.5603,5.1111,-0.146,4.3889,0.0746
P82e84aa110,2024,20,0.5,27.6,1.5,111.3,-8.6,128.627,-5.519,99.8447,2.8729,93.3584,1.8854,8.33658,-1.37628,5.38185,-1.49793,2.95474,0.12166,51.46,-4.6,44.5,-5,30.3,-0.9,19.1,2,6.9,1.5,18,1.2,1.4,-0.3,1.5,0.6,46.1,-1.3,0.297,-0.024,0.486842,-0.0165748,10.2645,0.1843,4.64172,-0.60802,83.5,0.5,14.3,-0.775,7.3,0.725,5.75,-0.45
P82f3368572,2018,14,0.451613,22.8,-1.7,109.5,6.1,111.873,2.566,78.9408,-5.4154,82.1675,-2.7011,7.28671,0.89836,1.28631,0.612461,6.0004,0.2859,54.16,3.37,54.9,4.6,20.1,0.7,19.6,-1,13.4,-0.7,37.3,0,2.1,0,1.7,-0.3,18.7,-3.9,0.077,-0.002,0.0970149,-0.0309312,1.82073,-0.69905,2.413,0.34842,72.2,3,11.2857,0.1975,14.1429,0.937,3.2143,0.0967
P830611c613,2010,16,0.516129,24.9,0,101.6,-0.1,110.689,1.311,85.1509,-2.9601,83.7426,-2.941,4.80959,-0.15759,-3.15601,-0.84391,7.96561,0.68634,53.18,-0.37,48.2,-2.8,1.4,-0.4,15.9,-0.5,9.5,-2.5,24.4,0.4,1.4,0.2,19.2,0.9,58.2,-0.6,0.5,-0.1,0.0121212,-0.00517983,0.247464,-0.097828,2.46012,0.307,71,5.4,14,1.2258,9.125,0.2218,0.1875,-0.0383
P831df49905,2015,18,0.5,25.2,1.2,105.6,0.7,118.761,2.735,98.9727,-0.0044,94.5449,-0.2807,5.52437,0.65673,3.26143,0.48678,2.26294,0.16996,53.73,-0.26,49.6,-0.1,13.1,0.3,14.8,-1,2.5,0.6,13.6,0.3,3.5,0.3,1.3,-0.2,32.4,-3.8,0.237,-0.082,0.236,-0.018818,5.64886,0.01086,3.87918,0.46996,89,3.3,17.2222,0.8055,4.7778,0.0834,2.0556,-0.0277
P832ba46d69,2021,14,0.466667,21.9,0.9,123.2,-2.2,135.397,2.052,100.834,2.1793,96.0484,1.7244,8.04347,0.75351,6.83945,0.26706,1.20402,0.486452,58.95,0.23,56.6,0.6,10.6,1.2,11.5,2,5.2,0.2,11.6,1.4,2,0.5,1.3,0,19.7,-0.7,0.438,0.043,0.421965,0.00892184,9.64146,0.18388,5.44453,0.29306,78.2,1,15.9286,0.1286,4.3571,0.3904,1.8571,0.1904
P836329e077,2022,18,0.62069,21.6,1.5,86.7,3.8,84.053,2.9364,95.2013,-1.8841,103.221,1.607,-3.79657,-0.42076,-3.74714,-0.01589,-0.0494258,-0.404863,46.83,2.31,45,1.5,13.6,1.1,25.6,-0.3,5.8,0.9,12.1,-0.2,1.4,0.1,1.1,-0.4,34.9,7.6,0.263,0.009,0.348624,0.0133966,5.67527,0.28458,-0.097585,0.220193,52.3,3.8,6.6111,0.5077,3.5,0.0517,1.5,0.1207
P8379cd574e,2021,10,0.625,15.9,1.1,113.9,3.6,110.92,5.096,109.309,2.199,101.461,0.652,4.50607,-0.01124,2.54517,0.46813,1.9609,-0.47937,56.43,0.58,52.6,-0.7,9.8,1.1,13.6,-1.5,7.2,0.5,19.4,0.4,1.8,-0.5,3.1,-0.1,44.7,-4.4,0.27,-0.024,0.486842,0.00571003,6.12903,0.70085,3.02789,0.70855,65.4,0.3,10.4,1.275,7.8,0.6125,1.7,0.2
P838aeb9cb6,2012,16,0.4,20.4,-0.6,101.2,1.4,107.503,1.316,100.805,3.1629,95.3285,2.2717,1.70772,-0.63984,1.76352,-0.4346,-0.0558005,-0.205241,48.85,-0.23,44.7,-0.2,25.4,-0.1,23.3,-0.5,1.2,-0.4,8,1.3,1.3,-0.4,0.6,-0.2,31.1,-2.7,0.375,0.05,0.242424,0.0151515,3.80129,0.13574,2.54381,0.22816,84.1,2.7,9.25,-0.775,2.75,0.225,4.875,0.1
P83b3d780d7,2012,18,0.486486,27.6,0.3,112.8,-5,130.784,-3.879,89.285,4.12,81.8834,2.3579,9.12475,-0.79859,5.10035,-0.28814,4.0244,-0.51044,57.29,-1.82,53.2,-0.6,8,-0.6,15.9,2.2,13.5,1,21.5,-2.5,2.5,0.2,2.8,-1.2,48.9,-3,0.45,0.05,0.0904977,-0.000618436,2.08709,-0.02086,5.04085,-0.11579,80.6,8.6,17.3333,-0.1532,9.3333,0.1441,1.1667,-0.0765
P83de6de3ec,2014,18,0.486486,29.7,-1,115.6,1.7,134.29,1.701,89.4439,0.3357,86.2321,-0.7124,10.7666,1.54101,6.88084,0.69237,3.8858,0.84868,60.71,3.1,57.6,3.5,31.1,-0.5,18.8,0.7,3.2,0.3,11.1,1.5,4.6,0.6,0.4,0,49.5,4.4,0.474,0.087,0.361111,-0.0151883,8.37862,-1.16635,4.7245,0.22709,74,0.8,18,-0.1892,3.7222,0.4249,4.6667,0.0181
P83f630794b,2015,18,0.473684,20.7,1.1,95.9,-5.5,104.393,-3.535,99.778,2.8678,92.4684,2.5646,7.18564,-0.62689,2.69657,-0.85563,4.48908,0.22875,44.69,-3.69,42.6,-2.4,23.9,-0.4,21.4,-1.4,6.1,-0.4,14.7,0.3,3.2,0.2,1.4,0.1,36.6,-6.6,0.231,-0.144,0.0915493,-0.0265319,1.44316,-0.23685,1.71829,-0.32537,72.7,1.1,8.2778,-0.038,5.5556,-0.0497,4.2778,-0.0117
P83fd4822e5,2013,12,0.352941,22.6,3.4,110,-9.9,122.472,-2.208,92.9109,4.8901,87.9323,3.8973,8.63228,-0.99812,5.60714,-0.26942,3.02513,-0.72871,49.58,-8.98,47,-9.7,10.2,2.5,9.3,-3.3,5.2,0.4,16.2,1.9,3.5,0.4,2.5,-1.1,17.3,1.4,0.326,-0.072,0.593333,0.00394786,15.5374,2.7764,3.96146,-0.06051,50.8,-11.5,13.4167,0.152,5.6667,0.4902,1.3333,0.2745
P84101ffd6c,2013,18,0.5,27.7,1.2,116.3,-3.1,138.799,2.068,93.1596,5.0268,85.9556,2.1925,9.4075,-0.0764,5.10102,-0.22768,4.30649,0.15129,60.58,-1.68,53.6,-2.6,9.6,0.2,17.8,0.7,11.7,-0.7,18.6,-0.1,2.3,0.2,4.3,-0.1,68.2,-5,,,0,-0.00564972,0,-0.111637,5.7298,0.49086,77.1,3.8,17.1111,0.6111,8.1667,0.1111,1.2778,-0.0278
P846172a369,2019,18,0.473684,23.5,0,122.6,-0.3,138.6,2.116,95.0525,0.7784,88.7155,-1.1082,8.97188,0.12919,6.26212,0.02373,2.70977,0.10546,62.83,1.05,59.6,1.7,13.5,0.5,12.8,1,4.4,-1.2,14.6,1.2,1.1,-0.1,2.5,0.1,39.9,0.1,0.5,0.062,0.255319,-0.0111783,5.3398,-0.26406,5.83546,0.36504,82.2,1.8,15.6111,0.3743,5.3889,0.31,2.1111,0.1374
P8482acfde2,2008,16,0.470588,24.9,0.6,112.6,6.5,124.536,9.545,101.813,1.784,94.9294,0.5513,6.56899,1.82179,6.02535,2.20371,0.543648,-0.381913,55.65,0.46,53.3,0.6,19.2,1.9,15.1,-6,5.6,-0.6,11.4,1,1.7,-0.7,0.8,0,17.5,-0.4,0.426,0.056,0.41048,0.0669509,10.0866,2.28859,4.52855,1.333,83.7,7.7,17.25,2.2794,5.125,0.6544,3,0.3824
P848f12bb0d,2016,9,0.428571,25.6,-1.9,100.1,-6.1,113.254,-6.873,111.807,0.705,105.022,-2.139,0.111512,-1.94282,3.12968,-1.72394,-3.01816,-0.21886,54.07,-0.11,51.2,0.1,34.4,-3.6,20.3,3.1,0,-0.7,8.8,0.3,0.9,-0.3,0,0,28.5,1.4,0.347,-0.014,0.609756,0.00147584,12.9917,-1.5314,3.10612,-0.69758,44.2,-13.6,16.7778,-1.5079,3,0.0476,4.6667,-0.619
P84a6c851a9,2017,18,0.580645,21.2,0.9,85,-9.7,88.1797,-8.4722,100.082,-0.551,98.6643,-0.6777,-2.04755,-2.27851,-3.43984,-2.29698,1.3923,0.01848,46.01,-6.04,43,-5.8,7.1,-0.9,21.2,1,3.9,-0.2,14,-0.5,1.8,0.2,2.9,0.6,35.7,-0.6,0.242,-0.102,0.362573,-0.0713252,6.32557,-0.85716,0.0405667,-0.944275,75.3,-4.8,10.2222,-1.202,4.7778,-0.3737,1.1111,-0.2222
P84b2e1b413,2015,18,0.5625,27.4,0.9,105.7,0.4,117.465,0.153,97.7736,3.707,98.7709,5.5587,3.06723,-0.97048,0.453803,-0.969417,2.61343,-0.00106,57.65,1.09,51.8,-0.7,9,0.5,19.7,2.5,11.7,1.3,23.8,1.1,0.5,-0.1,7.8,-0.2,51.8,9.3,0.308,0.024,0.263959,0.0241774,5.39427,0.25753,3.47297,0.08765,83.2,1.7,15.7222,-0.0051,10.3333,0.3636,1.3333,0.0303
P84b7d3abc9,2012,15,0.517241,23.2,0.3,96.7,-5.2,107.521,-2.493,103.853,6.101,98.9816,4.7324,-0.892169,-1.51661,-0.855805,-0.897036,-0.0363644,-0.619579,50.86,-3.69,48.8,-4.4,3.1,-2.1,15.4,-1.6,5.9,-1,21.9,2.3,2.2,0.2,2.2,-0.8,32.3,-2.5,0.4,-0.005,0.19685,0.0294296,4.23575,0.81501,1.82692,-0.03906,56.7,8,9.9333,0.2436,5.6667,0.4598,0.3333,-0.2184
P84dee8d837,2013,17,0.53125,17.1,-0.9,105.2,-4.5,108.65,-1.348,88.9942,2.4929,83.7696,0.4809,9.68226,0.00809,1.93878,-0.09386,7.74349,0.10197,53.62,-1.84,54.3,-2.8,5.3,-0.1,17.3,0.4,12.9,-2.4,18.3,-0.8,1.6,-0.3,11.2,0,39.1,-0.9,,,0,0,0,0,1.95867,-0.03619,56.6,0.5,6.8824,-0.3364,6.1176,-0.2262,0.5882,-0.0368
P84e9dcbb3e,2024,20,0.625,24.4,-1.2,111.4,5.1,123.811,5.48,97.6282,1.7869,92.1503,0.036,10.1926,2.32015,2.01731,1.05821,8.17525,1.26191,62.92,1.25,59,0.5,13.4,1.9,20.1,-2.2,7.7,-1,18,-0.3,3.1,0.4,9.9,1.2,50.3,-7,0,0,0.00621118,-0.00169396,0.114028,-0.030834,3.33781,0.58241,68.3,1.6,12.55,0.1561,5.7,-0.2091,1.45,0.2076
P84f7cbd5a8,2026,20,0.645161,24.2,0.5,123,-3.5,138.71,-0.865,111.891,3.915,102.424,1.49,5.01084,-0.63902,4.41472,-0.87318,0.596124,0.234163,62.87,-2.77,58.9,-2,7.4,0,10.8,-0.2,4.8,0.1,20,2,0.7,-0.3,1.5,0,34.6,-3.4,0.436,-0.028,0.396624,0.00568963,9.42877,0.41016,4.97924,0.09655,77.4,13.1,17.35,-0.2952,6.25,0.6371,1.1,0.0355
P85135a294f,2011,18,0.486486,21.7,0.5,123.3,1.3,135.076,5.813,106.69,5.207,97.9188,2.1828,8.40122,0.38681,6.32245,0.1253,2.07877,0.26151,59.73,1.06,51.8,0.2,12.3,-0.9,11.4,-0.2,8.5,0.3,11.4,-0.6,2.3,-0.1,1.1,0,66.7,3.9,0.321,-0.024,0.145833,-0.00599913,2.55545,-0.07395,6.14926,0.99653,90.8,4.5,16.7778,1.0481,6.0556,-0.0255,2.1111,-0.2132
P8534216773,2019,18,0.461538,24.8,-0.3,114.3,-2.4,129.738,-2.148,108.057,3.05,100.657,2.1866,5.98975,0.69868,6.94415,0.39322,-0.954405,0.305455,56.35,0.34,50.7,0.6,30.3,-2.3,16.9,0,1.1,0.1,6.7,-1.4,2.2,0.2,0,-0.2,43.1,3.2,0.358,-0.011,0.588235,0.0117386,11.4218,-0.19,4.94736,-0.12679,84.3,2,15.3889,0.0639,2.2222,-0.2528,5.1667,-0.5833
P854bff0ae3,2013,11,0.458333,17.4,-0.8,107.9,-1.1,108.906,-0.106,87.9906,6.595,85.4118,6.4877,12.7644,-0.0462,2.01209,-0.42306,10.7523,0.3769,61.19,2.93,63.8,4.8,8.6,-0.9,21.3,2.2,9,-1.4,21.8,-0.5,2.6,-1.3,15.1,1.9,81.2,18.5,,,0,0,0,0,2.7676,0.15242,51.4,-6.1,10.6364,0.1781,9.6364,0.1781,1.4545,-0.1288
P855a9cc2ba,2025,10,0.588235,28.3,0.3,89,-12.6,105.214,-11.85,102.146,7.1383,91.8756,3.116,4.23738,-3.90724,-1.06262,-3.13635,5.3,-0.77088,44.75,-5.2,40.3,-4.5,21.5,-2.5,21.1,4.9,5.8,1,22,-2.6,3.2,-0.6,3.5,-0.2,31.3,-4.4,0.205,-0.061,0.270833,0.0138052,6.30021,0.11518,1.97207,-1.47481,46.3,-0.6,14.8,-2.3176,8.5,-0.3235,4,-0.2353
