pid,cb_a_3PAr,cb_a_AST_TO,cb_a_AST_USG,cb_a_BPM,cb_a_DBPM,cb_a_DWS40,cb_a_FTAr,cb_a_G,cb_a_MP,cb_a_OBPM,cb_a_OWS40,cb_a_PER,cb_a_PTS,cb_a_TS,cb_a_USG,cb_a_WS40,cb_a_eFG,cb_aau_3p,cb_aau_ast,cb_aau_blk,cb_aau_fg,cb_aau_ft,cb_aau_gp,cb_aau_min,cb_aau_pts,cb_aau_stl,cb_aau_tov,cb_aau_trb,cb_ev_3p,cb_ev_ast,cb_ev_blk,cb_ev_fg,cb_ev_gp,cb_ev_pts,cb_ev_stl,cb_ev_trb,cb_j_3PAr,cb_j_3pconf,cb_j_3pprof,cb_j_AST,cb_j_BLK,cb_j_BPM,cb_j_DBPM,cb_j_DRB,cb_j_DRTG,cb_j_FTr,cb_j_OBPM,cb_j_ORB,cb_j_ORTG,cb_j_PER,cb_j_STL,cb_j_TOV,cb_j_TS,cb_j_USG,cb_j_WS40,cb_j_adj_def,cb_j_adj_off,cb_j_age,cb_j_astd_3,cb_j_astd_mid,cb_j_astd_rim,cb_j_dunk_vs_rim,cb_j_dunks,cb_j_dunks_unast,cb_j_fg_mid,cb_j_fg_rim,cb_j_height,cb_j_hob,cb_j_losses,cb_j_offload,cb_j_pct_3,cb_j_pct_mid,cb_j_ppr,cb_j_rim_unast_100,cb_j_stock,cb_j_weight,cb_j_wins,cb_rsci,cb_sos,cb_g_final_season,cb_g_hoopr_matched,cb_g_match_conf,cb_g_3p_att,cb_g_3p_att_career,cb_g_3p_prior_mean,cb_g_3p_prior_n,cb_g_3p_shrunk,cb_g_3p_shrunk_career,cb_g_3par,cb_g_age_at_draft_exact,cb_g_age_curve_n,cb_g_age_final_season,cb_g_age_first_college_game,cb_g_ast_age_z,cb_g_ast_share,cb_g_ast_tov_top_minus_rest,cb_g_ast_tov_top_minus_rest_se,cb_g_ast_tov_vs_bot_opp,cb_g_ast_tov_vs_bot_opp_n,cb_g_ast_tov_vs_bot_opp_se,cb_g_ast_tov_vs_rest_opp,cb_g_ast_tov_vs_rest_opp_n,cb_g_ast_tov_vs_rest_opp_se,cb_g_ast_tov_vs_top_opp,cb_g_ast_tov_vs_top_opp_n,cb_g_ast_tov_vs_top_opp_se,cb_g_ast_usg_slope,cb_g_ast_usg_slope_n,cb_g_ast_usg_slope_pop,cb_g_ast_usg_slope_se,cb_g_ast_usg_slope_shrunk,cb_g_blk_age_z,cb_g_bpm_age_z,cb_g_bpm_share,cb_g_bpm_top_minus_rest,cb_g_bpm_top_minus_rest_se,cb_g_bpm_vs_bot_opp,cb_g_bpm_vs_bot_opp_n,cb_g_bpm_vs_bot_opp_se,cb_g_bpm_vs_rest_opp,cb_g_bpm_vs_rest_opp_n,cb_g_bpm_vs_rest_opp_se,cb_g_bpm_vs_top_opp,cb_g_bpm_vs_top_opp_n,cb_g_bpm_vs_top_opp_se,cb_g_dev_ast_slope,cb_g_dev_ast_slope_n,cb_g_dev_ast_slope_pop,cb_g_dev_ast_slope_se,cb_g_dev_ast_slope_shrunk,cb_g_dev_blk_slope,cb_g_dev_blk_slope_n,cb_g_dev_blk_slope_pop,cb_g_dev_blk_slope_se,cb_g_dev_blk_slope_shrunk,cb_g_dev_bpm_slope,cb_g_dev_bpm_slope_n,cb_g_dev_bpm_slope_pop,cb_g_dev_bpm_slope_se,cb_g_dev_bpm_slope_shrunk,cb_g_dev_mpg_slope,cb_g_dev_mpg_slope_n,cb_g_dev_mpg_slope_pop,cb_g_dev_mpg_slope_se,cb_g_dev_mpg_slope_shrunk,cb_g_dev_n_seasons,cb_g_dev_stl_slope,cb_g_dev_stl_slope_n,cb_g_dev_stl_slope_pop,cb_g_dev_stl_slope_se,cb_g_dev_stl_slope_shrunk,cb_g_dev_ts_slope,cb_g_dev_ts_slope_n,cb_g_dev_ts_slope_pop,cb_g_dev_ts_slope_se,cb_g_dev_ts_slope_shrunk,cb_g_dev_usg_slope,cb_g_dev_usg_slope_n,cb_g_dev_usg_slope_pop,cb_g_dev_usg_slope_se,cb_g_dev_usg_slope_shrunk,cb_g_dob_imputed,cb_g_first_game_censored,cb_g_first_game_season,cb_g_ft_att,cb_g_ft_att_career,cb_g_ft_prior_mean,cb_g_ft_prior_n,cb_g_ft_shrunk,cb_g_ft_shrunk_career,cb_g_ftr,cb_g_gbpm_mw,cb_g_gbpm_se,cb_g_latest_year_improvement_bpm,cb_g_mid_att,cb_g_mid_prior_mean,cb_g_mid_prior_n,cb_g_mid_shrunk,cb_g_minutes_total,cb_g_mpg,cb_g_n_games,cb_g_n_games_bot_opp,cb_g_n_games_post,cb_g_n_games_rest_opp,cb_g_n_games_top_opp,cb_g_n_starts,cb_g_opp_roster_bpm_prior_mw,cb_g_opp_srs_prior_mw,cb_g_opp_talent_mw,cb_g_opp_talent_n,cb_g_rim_att,cb_g_rim_prior_mean,cb_g_rim_prior_n,cb_g_rim_shrunk,cb_g_scoring_share,cb_g_star_absence_games,cb_g_star_anchor_games,cb_g_star_out_ast_delta,cb_g_star_out_ast_delta_n,cb_g_star_out_ast_delta_se,cb_g_star_out_ast_delta_shrunk,cb_g_star_out_bpm_delta,cb_g_star_out_bpm_delta_n,cb_g_star_out_bpm_delta_se,cb_g_star_out_bpm_delta_shrunk,cb_g_star_out_min_delta,cb_g_star_out_min_delta_n,cb_g_star_out_min_delta_se,cb_g_star_out_min_delta_shrunk,cb_g_star_out_tov_delta,cb_g_star_out_tov_delta_n,cb_g_star_out_tov_delta_se,cb_g_star_out_tov_delta_shrunk,cb_g_star_out_ts_delta,cb_g_star_out_ts_delta_n,cb_g_star_out_ts_delta_se,cb_g_star_out_ts_delta_shrunk,cb_g_star_out_usg_delta,cb_g_star_out_usg_delta_n,cb_g_star_out_usg_delta_se,cb_g_star_out_usg_delta_shrunk,cb_g_stl_age_z,cb_g_team_talent_conc,cb_g_tm_bpm_cov,cb_g_tm_bpm_max,cb_g_tm_bpm_mw,cb_g_tm_bpm_mw_n,cb_g_tm_n,cb_g_tm_recrank_avg,cb_g_tm_recrank_n,cb_g_tm_recrank_share,cb_g_tov_usg_slope,cb_g_tov_usg_slope_n,cb_g_tov_usg_slope_pop,cb_g_tov_usg_slope_se,cb_g_tov_usg_slope_shrunk,cb_g_ts_age_z,cb_g_ts_agg,cb_g_ts_top_minus_rest,cb_g_ts_top_minus_rest_se,cb_g_ts_usg_slope,cb_g_ts_usg_slope_n,cb_g_ts_usg_slope_pop,cb_g_ts_usg_slope_se,cb_g_ts_usg_slope_shrunk,cb_g_ts_vs_bot_opp,cb_g_ts_vs_bot_opp_n,cb_g_ts_vs_bot_opp_se,cb_g_ts_vs_rest_opp,cb_g_ts_vs_rest_opp_n,cb_g_ts_vs_rest_opp_se,cb_g_ts_vs_top_opp,cb_g_ts_vs_top_opp_n,cb_g_ts_vs_top_opp_se,cb_g_usg_age_z,cb_g_usg_mw,cb_g_usg_sd,cb_g_usg_share,cb_g_usg_top_minus_rest,cb_g_usg_top_minus_rest_se,cb_g_usg_vs_bot_opp,cb_g_usg_vs_bot_opp_n,cb_g_usg_vs_bot_opp_se,cb_g_usg_vs_rest_opp,cb_g_usg_vs_rest_opp_n,cb_g_usg_vs_rest_opp_se,cb_g_usg_vs_top_opp,cb_g_usg_vs_top_opp_n,cb_g_usg_vs_top_opp_se,cb_h_gp,cb_h_gs,cb_h_post_gp,cb_h_mpg,cb_h_min_std,cb_h_pts_std,cb_h_gsc_mean,cb_h_gsc_std,cb_h_usg_pg,cb_h_team_srs,cb_h_opp_srs_mean,cb_h_gp_top50,cb_h_pts_top50,cb_h_gsc_top50,cb_h_pts_top50_diff,cb_h_gsc_top50_diff,cb_h_pts_last10_diff,cb_h_gsc_last10_diff,cb_h_min_last10_diff,cb_h_pts_pg,cb_h_reb_pg,cb_h_ast_pg,cb_h_stl_pg,cb_h_blk_pg,cb_h_tov_pg,cb_h_fga_pg,cb_h_fg3a_pg,cb_h_fta_pg,cb_h_fg_pct,cb_h_fg3_pct,cb_h_ft_pct,cb_h_ts,cb_h_3par,cb_h_ftr,cb_h_start_share,cb_sh_minutes,cb_sh_weight,cb_sh_bpm,cb_sh_obpm,cb_sh_dbpm,cb_sh_usg,cb_sh_TS_per,cb_sh_eFG,cb_sh_ORtg,cb_sh_porpag,cb_sh_adjoe,cb_sh_adrtg,cb_sh_dporpag,cb_sh_AST_per,cb_sh_TO_per,cb_sh_ORB_per,cb_sh_DRB_per,cb_sh_stl_per,cb_sh_blk_per,cb_sh_TP_per,cb_sh_FT_per,cb_sh_ftr,cb_sh_stops,cb_sh_gbpm,cb_tr_transferred,cb_tr_n_transfers,cb_tr_up_level,cb_tr_conf_strength_delta,cb_tr_bpm_delta,cb_tr_usg_delta,cb_tr_ts_delta,cb_tr_mpg_delta,cb_tr_seasons_at_final_team
P099a8d0c1c,0.055,0.85,0.61,,,0.147,0.459,35.0,35.0,,0.209,0.0,21.0,0.648,29.7,0.356,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,3.0,36.375,3.987071498033962,5.114450967176455,18.404166666666665,5.504581425200891,19.261666666666667,25.5393739078858,17.068860188624594,7.0,18.857142857142858,16.685714285714287,-2.4957983193277293,-2.426050420168064,-0.5571428571428569,-0.17857142857142705,1.7571428571428527,20.625,12.75,2.125,0.8333333333333334,1.5416666666666667,2.9583333333333335,13.791666666666666,0.9583333333333334,5.708333333333333,0.6012084592145015,0.391304347826087,0.6423357664233577,0.6325393580044981,0.06948640483383686,0.41389728096676737,0.5416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3470a61a00,0.178,0.46,0.26,,,0.105,0.66,36.0,22.2,,0.13,0.0,18.3,0.627,21.1,0.24,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,6.0,22.323529411764707,2.704884338929767,4.73401240390065,9.385294117647058,5.490826087483982,10.474117647058824,40.48015311339504,23.593377180419687,21.0,10.761904761904763,9.047619047619047,-1.1611721611721606,-0.8831501831501836,0.6999999999999993,0.06333333333333435,1.3833333333333329,11.205882352941176,6.529411764705882,0.7352941176470589,1.0588235294117647,0.4411764705882353,1.5294117647058822,7.029411764705882,1.2941176470588236,4.352941176470588,0.49372384937238495,0.4318181818181818,0.8513513513513513,0.6263974746810469,0.18410041841004185,0.6192468619246861,0.029411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5e4491e5c3,0.306,2.38,1.57,,,0.06,0.59,32.0,33.4,,0.109,0.0,16.4,0.601,21.5,0.172,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,22.0,2.0,33.964285714285715,4.749129689135978,7.458793326242381,14.267857142857142,7.664929927510803,15.312857142857142,32.24334385126516,22.040424272611308,14.0,17.285714285714285,15.207142857142856,4.2142857142857135,1.8785714285714281,-0.43333333333333357,-0.2766666666666673,1.6111111111111143,15.178571428571429,4.571428571428571,6.607142857142857,2.2857142857142856,0.03571428571428571,2.642857142857143,10.25,3.142857142857143,5.5,0.445993031358885,0.4659090909090909,0.8311688311688312,0.5989965046792197,0.30662020905923343,0.5365853658536586,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc047806c80,0.482,1.93,1.7,,,0.088,0.406,36.0,31.7,,0.095,0.0,14.6,0.589,20.4,0.179,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,32.0,6.0,31.794117647058822,5.0137955849394125,4.744919414442606,11.988235294117645,5.215406355990923,14.505882352941176,40.48015311339504,23.73832384004479,21.0,14.238095238095237,11.533333333333333,3.315018315018314,-1.1897435897435873,3.4416666666666664,0.5833333333333357,3.6916666666666664,12.970588235294118,4.411764705882353,6.882352941176471,2.088235294117647,0.2647058823529412,3.5588235294117645,9.264705882352942,4.411764705882353,3.823529411764706,0.45396825396825397,0.43333333333333335,0.6923076923076923,0.592423428264374,0.47619047619047616,0.4126984126984127,0.9411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf804162018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P572a4194e6,0.039,0.57,,,,,0.462,31.0,25.7,,,,19.0,0.566,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcb4360a784,0.113,0.37,0.3,,,0.089,0.781,32.0,36.4,,0.199,0.0,22.4,0.663,27.3,0.289,0.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,14.0,0.0,36.44444444444444,5.49358600364891,7.45833631762343,18.462962962962962,6.808882668315204,20.312592592592594,21.241158586335423,17.672744771848766,5.0,22.8,21.06,0.5272727272727273,3.1872727272727275,2.4294117647058826,0.48764705882353,4.852941176470587,22.37037037037037,9.851851851851851,1.3333333333333333,0.48148148148148145,2.4074074074074074,3.5555555555555554,12.666666666666666,1.4444444444444444,9.296296296296296,0.564327485380117,0.38461538461538464,0.8087649402390438,0.6674918221200601,0.11403508771929824,0.7339181286549707,0.5185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5afd5b991d,0.455,2.42,1.59,,,0.076,0.234,39.0,33.7,,0.064,0.0,13.4,0.535,22.5,0.14,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,30.0,6.0,34.21621621621622,4.944891500523741,5.797768028656727,9.837837837837839,5.2345195763503645,14.553513513513513,35.225009421872414,19.706879178040673,19.0,12.157894736842104,8.731578947368419,-0.3421052631578956,-2.2739766081871355,-0.7185185185185183,-0.4629629629629637,2.718518518518522,12.324324324324325,3.7027027027027026,6.891891891891892,0.9459459459459459,0.1891891891891892,2.891891891891892,10.567567567567568,4.702702702702703,2.4864864864864864,0.42455242966751916,0.3505747126436782,0.6847826086956522,0.5284138314637989,0.44501278772378516,0.23529411764705882,0.8108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pff47b96114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2f15d5867f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
