pid,sc_athleticism,sc_size,sc_defense,sc_strength,sc_quickness,sc_leadership,sc_jumpshot,sc_nbaready,sc_potential,sc_intangibles,sc_ballhandling,sc_passing,sc_rebounding,sc_postskills,sc_overall,sc_intang_lead,sc_kw_injury,sc_kw_upside,sc_kw_motor,sc_kw_character,sc_kw_shooting_concern,sc_kw_nba_ready,sc_words_strengths,sc_words_weaknesses
Pc9a523c1e4,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,1.0,0.0,106.0,84.0
P0b1f22f2d4,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,131.0,121.0
P0685226773,,,,,,,,,,,,,,,,,,,,,,,,
Pe4a9ff24c9,,,,,,,,,,,,,,,,,,,,,,,,
Pbc9cc4070d,,,,,,,,,,,,,,,,,,,,,,,,
P0ad01302af,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,164.0,142.0
Pe6c8b117c8,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,165.0,144.0
P6547eb6540,,,,,,,,,,,,,,,,,,,,,,,,
P1b3889c122,,,,,,,,,,,,,,,,,,,,,,,,
P7aeaf13cc2,,,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,4.0,0.0,96.0,678.0
P3dd4b68d3d,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,91.0,88.0
P079efef655,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,79.0,22.0
Pc02213b2fe,,,,,,,,,,,,,,,,,,,,,,,,
Pffd0721d82,,,,,,,,,,,,,,,,,,,,,,,,
P984d62c606,,,,,,,,,,,,,,,,,,,,,,,,
Pbc201d669f,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,6.0,0.0,219.0,184.0
P8eebd87e26,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,173.0,174.0
Pcc92138fb2,,,,,,,,,,,,,,,,,,,,,,,,
Paf7b3d5c90,,,,,,,,,,,,,,,,,,,,,,,,
Pb3e080e381,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,68.0,50.0
P8438cd9418,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,79.0,34.0
P20571734e6,,,,,,,,,,,,,,,,,,,,,,,,
P46af6c0052,,,,,,,,,,,,,,,,,,,,,,,,
P92a5884e77,,,,,,,,,,,,,,,,,,,,,,,,
Pd2c0348ebe,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,87.0,146.0
Pfa91aaf1ef,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,107.0,36.0
Pe4ea2d8948,,,,,,,,,,,,,,,,,,,,,,,,
Pf2b6b60b16,,,,,,,,,,,,,,,,,,,,,,,,
P379acc01ca,,,,,,,,,,,,,,,,,,,,,,,,
Pc7cce81961,,,,,,,,,,,,,,,,,,,,,,,,
P8176cc6d95,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,70.0
P7d5e80b812,,,,,,,,,,,,,,,,,,,,,,,,
Pd53814d6fa,,,,,,,,,,,,,,,,,,,,,,,,
P6ce52469e7,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,67.0,58.0
P35d8517b9d,,,,,,,,,,,,,,,,,,,,,,,,
Pd6e783f74c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
P27d4bedf9b,,,,,,,,,,,,,,,,,,,,,,,,
P51ef89c5e3,,,,,,,,,,,,,,,,,,,,,,,,
P391abc2490,,,,,,,,,,,,,,,,,,,,,,,,
P8cdc1bb5f1,,,,,,,,,,,,,,,,,,,,,,,,
P80665441e6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,88.0,82.0
P2b413e3467,,,,,,,,,,,,,,,,,,,,,,,,
P16796cf3ab,,,,,,,,,,,,,,,,,,,,,,,,
P23c2e6b3e7,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,33.0
P868c4004ba,,,,,,,,,,,,,,,,,,,,,,,,
P630cc033c0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,111.0,72.0
P34cc8e28e0,,,,,,,,,,,,,,,,,,,,,,,,
Pddd42c77c5,,,,,,,,,,,,,,,,,,,,,,,,
P099a8d0c1c,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,197.0,128.0
P3470a61a00,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,152.0,70.0
P5afd5b991d,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,89.0,88.0
P5e4491e5c3,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,119.0,68.0
Pc047806c80,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,118.0,61.0
Pf804162018,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,96.0,18.0
P572a4194e6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,83.0,72.0
P42d0d6de9a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,152.0,122.0
Pcb4360a784,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,199.0,201.0
Pff47b96114,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,138.0,144.0
P2f15d5867f,,,,,,,,,,,,,,,,,,,,,,,,
P8a3b7b6860,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,145.0,63.0
P9f246cdbe1,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,148.0,123.0
Pf4d4553b6f,,,,,,,,,,,,,,,,,,,,,,,,
Pc295aab61a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,146.0,66.0
P471bec0288,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,162.0,120.0
P81f3558def,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,131.0
Pdd972253d5,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,84.0,89.0
P959d20dcac,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.0,75.0
P9cbbbfe0cc,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,168.0,68.0
Pa4dad52ff4,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,125.0,134.0
P311b5f6b41,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,121.0,103.0
P6f59c256f3,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,116.0,103.0
P5ea12f1777,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,77.0,85.0
P17786d3599,,,,,,,,,,,,,,,,,,,,,,,,
Pd11ab06c36,,,,,,,,,,,,,,,,,,,,,,,,
P3e3a854ff5,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,236.0,97.0
P8c537f5a4d,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,128.0,206.0
Pe68742d859,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,62.0
P13a7a5112c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,109.0,140.0
Pdb057d444b,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,164.0,82.0
P690d8b352a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,158.0,56.0
P19de9513b3,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,144.0,90.0
Pc6a39f466a,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,87.0,43.0
Pd382320a3c,,,,,,,,,,,,,,,,,,,,,,,,
Peb2d46202e,,,,,,,,,,,,,,,,,,,,,,,,
P83f985b4bd,,,,,,,,,,,,,,,,,,,,,,,,
P74b9613d69,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,100.0,68.0
Pce1d0d3699,,,,,,,,,,,,,,,,,,,,,,,,
P01bc9a886e,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,102.0,52.0
P6b0e9b0b2a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,261.0,108.0
P11475d8eed,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,,131.0
Pf72d9be4b9,,,,,,,,,,,,,,,,,,,,,,,,
P43e7adb565,,,,,,,,,,,,,,,,,,,,,,,,
Pdacd6ab94d,,,,,,,,,,,,,,,,,,,,,,,,
P63a21fbef6,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,67.0,115.0
P74b71b0d31,,,,,,,,,,,,,,,,,,,,,,,,
P83f12f36b1,,,,,,,,,,,,,,,,,,,,,,,,
P1378011126,,,,,,,,,,,,,,,,,,,,,,,,
P2b78092e41,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,162.0,144.0
Pbb4d6101de,,,,,,,,,,,,,,,,,,,,,,,,
P1dfb3826fd,,,,,,,,,,,,,,,,,,,,,,,,
P38dadf836a,,,,,,,,,,,,,,,,,,,,,,,,
P0820723beb,,,,,,,,,,,,,,,,,,,,,,,,
Pb5af3844f5,,,,,,,,,,,,,,,,,,,,,,,,
P927dcf71a8,,,,,,,,,,,,,,,,,,,,,,,,
Pf4d757d073,,,,,,,,,,,,,,,,,,,,,,,,
P5840594df8,,,,,,,,,,,,,,,,,,,,,,,,
P5b1d935a26,,,,,,,,,,,,,,,,,,,,,,,,
Pc067530e3e,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,86.0,63.0
P21b2b49a34,,,,,,,,,,,,,,,,,,,,,,,,
Pb87f242f46,,,,,,,,,,,,,,,,,,,,,,,,
Pd650e439a2,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0
P5104e01e75,,,,,,,,,,,,,,,,,,,,,,,,
P32b8c3a5cb,,,,,,,,,,,,,,,,,,,,,,,,
Pbe0a02c2fd,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,115.0,58.0
Pa68189cdce,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55.0,62.0
Pef98a54ad0,,,,,,,,,,,,,,,,,,,,,,,,
P3928bad8a7,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0
Pb945050559,,,,,,,,,,,,,,,,,,,,,,,,
Pf0c178cb1c,,,,,,,,,,,,,,,,,,,,,,,,
P7f2c8eb929,,,,,,,,,,,,,,,,,,,,,,,,
Pd7ea309dee,,,,,,,,,,,,,,,,,,,,,,,,
P16dd82b034,,,,,,,,,,,,,,,,,,,,,,,,
Pc1044ed1f5,,,,,,,,,,,,,,,,,,,,,,,,
P403a83bdf0,,,,,,,,,,,,,,,,,,,,,,,,
Pdf59a363f3,,,,,,,,,,,,,,,,,,,,,,,,
P1259ebdf13,,,,,,,,,,,,,,,,,,,,,,,,
P55b27de869,,,,,,,,,,,,,,,,,,,,,,,,
Pa09c3091c5,,,,,,,,,,,,,,,,,,,,,,,,
P0a4d4ad000,,,,,,,,,,,,,,,,,,,,,,,,
Pf7c6d819f2,,,,,,,,,,,,,,,,,,,,,,,,
P023105521e,,,,,,,,,,,,,,,,,,,,,,,,
P063b0ea350,,,,,,,,,,,,,,,,,,,,,,,,
P4abddfb1a4,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,153.0,213.0
P0ad0c7ed95,,,,,,,,,,,,,,,,,,,,,,,,
P26b57d2aae,,,,,,,,,,,,,,,,,,,,,,,,
Pbd8640195d,,,,,,,,,,,,,,,,,,,,,,,,
Pf1999192da,,,,,,,,,,,,,,,,,,,,,,,,
P3914f363fb,,,,,,,,,,,,,,,,,,,,,,,,
P8b388e1924,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,109.0,152.0
P6c71d953b6,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,123.0,132.0
Pf747d30e9b,,,,,,,,,,,,,,,,,,,,,,,,
Pc378586c43,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,62.0,39.0
P485a20a47a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,1.0,0.0,70.0,99.0
Pff1fab2e32,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,159.0,119.0
P27f732ca1a,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,0.0,147.0,127.0
P49164b4255,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,153.0,56.0
Pd31d743729,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,103.0,106.0
P91b09695de,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,185.0,140.0
Pa1953f4a95,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,179.0,82.0
Pf919ba1bb3,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,155.0,83.0
P4634e39421,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,105.0,89.0
P4b8155700b,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,109.0,86.0
P05061c84a0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.0,29.0
P14d000eef5,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,136.0,74.0
P4dc7399d2c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,114.0,122.0
P40fd812f54,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,107.0,75.0
P058ee51b71,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,121.0,77.0
P54e5c21a96,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,184.0,88.0
P78afb3722d,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,70.0,91.0
Pd47bfc21b1,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,99.0,40.0
Pe056071397,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,103.0,70.0
Pe5c2b5692d,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,120.0,79.0
P74ff916074,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,3.0,0.0,118.0,80.0
P8b41334856,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,103.0,91.0
P924fa678bb,,,,,,,,,,,,,,,,,,,,,,,,
P842513fba1,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.0,0.0,145.0,79.0
P574724b2cd,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,1.0,0.0,147.0,114.0
P570dcb4282,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,128.0,87.0
P6f3dd59527,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,104.0,106.0
P20a1183fcf,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,107.0
Pdb7c6b10a9,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,150.0,71.0
P1bf2734620,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,102.0,122.0
Pb01091942c,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,150.0,66.0
P51a666d7f5,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.0,1.0,62.0,135.0
P7781579610,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,146.0,116.0
Pad940d555c,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,77.0,92.0
Pce8689cb8f,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.0,52.0
P641f1ca8a3,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,93.0,63.0
P82e987418b,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,69.0,59.0
Pe4baee43bf,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,107.0,66.0
Pa760c9001c,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,1.0,0.0,51.0,83.0
P6565076e45,,,,,,,,,,,,,,,,,,,,,,,,
P2650c293bf,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,86.0,91.0
P9a20aba619,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,77.0
Peed487fb04,,,,,,,,,,,,,,,,,,,,,,,,
Pa24efaf8fd,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,115.0,64.0
P156589bd1a,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,107.0,117.0
P117ae491b1,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,103.0,76.0
Pec84345bbc,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,93.0,91.0
P4bb660105c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,96.0,117.0
P09caf918fb,,,,,,,,,,,,,,,,,,,,,,,,
P20979c9b9c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,89.0,91.0
Pac436e0a75,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,4.0,0.0,149.0,169.0
Pc858ff68e6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,43.0,48.0
P552922b6fa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,128.0,60.0
Pb8998ddf4a,,,,,,,,,,,,,,,,,,,,,,,,
P7363f8a8b4,,,,,,,,,,,,,,,,,,,,,,,,
P6f687d1dcc,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,118.0,102.0
P633e796e6a,,,,,,,,,,,,,,,,,,,,,,,,
Pf037b649bc,,,,,,,,,,,,,,,,,,,,,,,,
P5551ba72f6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,101.0,81.0
Pcbdc976fea,,,,,,,,,,,,,,,,,,,,,,,,
P40d4a587d5,,,,,,,,,,,,,,,,,,,,,,,,
Pd1e1adb03d,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,93.0,108.0
P3bad279cb0,,,,,,,,,,,,,,,,,,,,,,,,
P4c433fbf72,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,1.0,0.0,98.0,154.0
P09e349620c,,,,,,,,,,,,,,,,,,,,,,,,
P2611750e05,,,,,,,,,,,,,,,,,,,,,,,,
Pa0908fe6ff,,,,,,,,,,,,,,,,,,,,,,,,
Pe77ed0b343,,,,,,,,,,,,,,,,,,,,,,,,
Pb87d740adf,,,,,,,,,,,,,,,,,,,,,,,,
P3765a7e186,,,,,,,,,,,,,,,,,,,,,,,,
P2815fbec81,,,,,,,,,,,,,,,,,,,,,,,,
Pe047befac5,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,125.0,131.0
P5fde6f13a3,,,,,,,,,,,,,,,,,,,,,,,,
P05a3993fb1,,,,,,,,,,,,,,,,,,,,,,,,
Pd12b8cef29,,,,,,,,,,,,,,,,,,,,,,,,
P85ac223123,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,38.0
P15657a7054,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,0.0,45.0,105.0
P8be75213cc,,,,,,,,,,,,,,,,,,,,,,,,
P9ba3c3f8a6,,,,,,,,,,,,,,,,,,,,,,,,
Pbdc6b072d0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,104.0,52.0
P87e51fede0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,86.0,57.0
P2224af8be2,10.0,10.0,10.0,9.0,9.0,8.0,7.0,8.0,10.0,8.0,,,10.0,7.0,106.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,255.0,131.0
P5713a8b541,9.0,10.0,7.0,7.0,8.0,8.0,10.0,9.0,10.0,9.0,9.0,8.0,,,104.0,8.5,0.0,0.0,0.0,1.0,1.0,0.0,259.0,237.0
Pba0c961d37,8.0,8.0,8.0,9.0,8.0,6.0,8.0,8.0,9.0,7.0,,,9.0,7.0,95.0,6.5,0.0,0.0,0.0,0.0,1.0,1.0,211.0,135.0
Pbcd324b348,8.0,8.0,8.0,7.0,10.0,8.0,6.0,6.0,9.0,8.0,8.0,8.0,,,94.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,175.0
Pea4d2012e7,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,9.0,7.0,9.0,,,95.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,231.0,133.0
P23d9f5804f,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,,,7.0,8.0,94.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,218.0,212.0
P4a79922b86,9.0,9.0,10.0,6.0,9.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,,,92.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,143.0
Pd35ff5934d,10.0,10.0,9.0,6.0,9.0,7.0,7.0,7.0,10.0,8.0,,,9.0,7.0,99.0,7.5,0.0,0.0,0.0,0.0,2.0,0.0,177.0,116.0
Pad16010a79,8.0,9.0,9.0,7.0,7.0,10.0,6.0,7.0,8.0,8.0,,,8.0,7.0,94.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,207.0,223.0
P12dc2a4dac,6.0,8.0,6.0,8.0,6.0,8.0,9.0,7.0,8.0,8.0,,,8.0,10.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,63.0
P49b077589e,7.0,8.0,7.0,6.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,7.0,,,92.0,8.5,0.0,0.0,0.0,0.0,3.0,0.0,195.0,177.0
P8bc7e2260e,10.0,9.0,7.0,6.0,9.0,7.0,8.0,5.0,10.0,7.0,6.0,8.0,,,92.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,94.0,57.0
P25a045baff,9.0,9.0,8.0,7.0,9.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,,,96.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,190.0,111.0
Pd84423f7e2,9.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,,,7.0,7.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,160.0
P243742fc34,8.0,6.0,7.0,8.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,8.0,,,91.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,113.0
Pdd125f24cc,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,,,93.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,177.0,164.0
P61624e71c6,9.0,9.0,10.0,7.0,8.0,5.0,6.0,7.0,9.0,5.0,,,8.0,6.0,89.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,224.0,192.0
Pc544b8efa0,8.0,8.0,6.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,,,92.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,131.0
P2f5200d27c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,108.0,94.0
Pd6f3aa739f,8.0,10.0,7.0,5.0,7.0,7.0,8.0,7.0,9.0,7.0,,,7.0,8.0,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,137.0
Pb70d7d0b57,9.0,6.0,7.0,8.0,9.0,8.0,8.0,6.0,9.0,8.0,6.0,7.0,,,91.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,170.0,138.0
P41fad117db,6.0,7.0,7.0,8.0,5.0,9.0,8.0,8.0,6.0,10.0,7.0,8.0,,,89.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,256.0,150.0
P473b24f6eb,9.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,,,88.0,6.5,0.0,0.0,0.0,1.0,2.0,0.0,,99.0
P42adf8ab25,9.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,,,91.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,149.0
Pd9ad951135,7.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,7.0,7.0,,,91.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,184.0,139.0
P168e9ad8d4,8.0,6.0,6.0,5.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,,,89.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,155.0
P1311f2955b,6.0,6.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,,,90.0,8.0,0.0,1.0,1.0,0.0,4.0,1.0,247.0,182.0
P6950e00d3b,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,101.0,49.0
P6a22b03d03,9.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,7.0,9.0,6.0,6.0,,,91.0,8.5,0.0,0.0,0.0,0.0,3.0,1.0,186.0,181.0
P56d107e80a,7.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,,,7.0,7.0,85.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,168.0,145.0
P971be31864,9.0,8.0,8.0,5.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,,,90.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,65.0
P40c501f5d6,,,,,,,,,,,,,,,,,,,,,,,,
P7703cc27be,5.0,9.0,7.0,8.0,5.0,8.0,8.0,9.0,6.0,8.0,,,8.0,9.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,131.0
P6525188e53,6.0,6.0,6.0,10.0,6.0,9.0,7.0,8.0,7.0,8.0,,,8.0,9.0,90.0,8.5,0.0,0.0,0.0,0.0,1.0,0.0,268.0,161.0
Pf6d18cb839,8.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,,,8.0,7.0,89.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,204.0,171.0
P67d2056db6,8.0,9.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,,,8.0,7.0,90.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,226.0,226.0
P8e68185705,,,,,,,,,,,,,,,,,,,,,,,,
P1a6f58deb5,,,,,,,,,,,,,,,,,,,,,,,,
Pb380360b47,,,,,,,,,,,,,,,,,,,,,,,,
