pid,sc_athleticism,sc_size,sc_defense,sc_strength,sc_quickness,sc_leadership,sc_jumpshot,sc_nbaready,sc_potential,sc_intangibles,sc_ballhandling,sc_passing,sc_rebounding,sc_postskills,sc_overall,sc_intang_lead,sc_kw_injury,sc_kw_upside,sc_kw_motor,sc_kw_character,sc_kw_shooting_concern,sc_kw_nba_ready,sc_words_strengths,sc_words_weaknesses
Pcd53db286a,8.0,7.0,7.0,8.0,6.0,9.0,8.0,9.0,7.0,9.0,7.0,8.0,,,93.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,189.0,152.0
Pcfbeb8a341,9.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,6.0,,,9.0,6.0,88.0,6.5,0.0,1.0,0.0,0.0,1.0,0.0,172.0,176.0
P0f110bb83f,9.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,,,88.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,130.0,104.0
P93e1b535ab,6.0,9.0,6.0,9.0,5.0,8.0,8.0,7.0,8.0,8.0,,,8.0,8.0,90.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,175.0
Pd1415c96b7,5.0,9.0,7.0,9.0,5.0,8.0,8.0,8.0,7.0,8.0,,,9.0,8.0,91.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,142.0
Peefc30f89c,8.0,6.0,7.0,6.0,8.0,7.0,9.0,7.0,7.0,6.0,8.0,6.0,,,85.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,99.0,111.0
Pf5e2b9f7f1,,,,,,,,,,,,,,,,,,,,,,,,
Pac5bd0e496,7.0,8.0,8.0,7.0,7.0,7.0,9.0,8.0,6.0,8.0,7.0,6.0,,,88.0,7.5,0.0,0.0,0.0,0.0,4.0,0.0,170.0,186.0
Pcb5c1e8ac6,7.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,,,8.0,7.0,88.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,257.0,146.0
P544e2d56ac,,,,,,,,,,,,,,,,,,,,,,,,
Pa610141ccc,8.0,6.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,,,88.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,223.0,160.0
P1605b30cec,,,,,,,,,,,,,,,,,,,,,,,,
Pc86b9a08db,,,,,,,,,,,,,,,,,,,,,,,,
P49a2cdbcb5,8.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0,,,7.0,7.0,85.0,6.5,0.0,0.0,1.0,0.0,0.0,0.0,127.0,95.0
Pd5893ad4c2,,,,,,,,,,,,,,,,,,,,,,,,
P71e6d4319f,,,,,,,,,,,,,,,,,,,,,,,,
P586a0d2a81,,,,,,,,,,,,,,,,,,,,,,,,
P02f9f17423,,,,,,,,,,,,,,,,,,,,,,,,
P9bd8ef5672,8.0,8.0,9.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,,,8.0,6.0,87.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,157.0,152.0
P801bf131e6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0
Pd175d5631f,,,,,,,,,,,,,,,,,,,,,,,,
Pc47bd1a1ea,,,,,,,,,,,,,,,,,,,,,,,,
Pa5107e2b9c,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,78.0,64.0
Pda7f31dba8,,,,,,,,,,,,,,,,,,,,,,,,
P5c6144028a,,,,,,,,,,,,,,,,,,,,,,,,
Pf75a340b58,,,,,,,,,,,,,,,,,,,,,,,,
P2d45174d7f,10.0,9.0,9.0,8.0,10.0,9.0,7.0,8.0,10.0,8.0,8.0,8.0,,,104.0,8.5,0.0,1.0,1.0,1.0,2.0,1.0,415.0,233.0
P722aa856f7,10.0,9.0,7.0,9.0,9.0,6.0,9.0,9.0,10.0,6.0,,,10.0,9.0,103.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,307.0,358.0
P552ea773e2,9.0,7.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,7.0,8.0,7.0,,,96.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,152.0,162.0
P67ee7c4408,10.0,6.0,9.0,6.0,10.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,,,95.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,153.0,85.0
Pdfe2a49906,8.0,8.0,6.0,9.0,5.0,8.0,9.0,8.0,8.0,8.0,,,7.0,9.0,93.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,282.0,235.0
Peda84f3898,7.0,8.0,6.0,7.0,6.0,8.0,9.0,9.0,7.0,10.0,8.0,8.0,,,93.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,203.0,222.0
Pd43d378f42,10.0,6.0,7.0,10.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,,,97.0,8.0,1.0,0.0,0.0,0.0,7.0,0.0,231.0,324.0
P2e38e474e2,10.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,,,8.0,7.0,97.0,7.5,1.0,0.0,0.0,1.0,2.0,1.0,288.0,171.0
P376f10f64c,6.0,5.0,7.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,,,91.0,8.5,0.0,0.0,0.0,0.0,1.0,0.0,134.0,90.0
Pab86c7dfaf,7.0,9.0,8.0,8.0,7.0,7.0,9.0,8.0,9.0,7.0,,,8.0,9.0,96.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,79.0
P5f07dfebd6,10.0,8.0,8.0,8.0,10.0,6.0,9.0,8.0,10.0,8.0,8.0,6.0,,,99.0,7.0,1.0,0.0,0.0,4.0,2.0,0.0,164.0,299.0
P4e0fbd7a78,8.0,9.0,9.0,6.0,8.0,7.0,8.0,8.0,9.0,8.0,,,8.0,6.0,94.0,7.5,0.0,1.0,0.0,0.0,1.0,1.0,189.0,120.0
Pf1e6555cfc,9.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,,,92.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,182.0,123.0
P7c81e9aca5,8.0,10.0,8.0,7.0,9.0,7.0,7.0,7.0,10.0,7.0,8.0,7.0,,,95.0,7.0,0.0,1.0,0.0,3.0,1.0,0.0,197.0,217.0
P7e5e28e6b3,8.0,9.0,9.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,,,8.0,6.0,91.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,109.0
Pdb3f441dab,8.0,9.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,7.0,,,8.0,6.0,93.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,133.0,134.0
P4afc5fb3f7,6.0,10.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,,,8.0,8.0,93.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0,54.0
Pfcb4575061,8.0,10.0,9.0,6.0,9.0,6.0,8.0,6.0,10.0,7.0,,,8.0,7.0,94.0,6.5,0.0,0.0,0.0,1.0,2.0,0.0,246.0,159.0
Pffe825f9b7,8.0,8.0,7.0,9.0,6.0,7.0,7.0,6.0,9.0,7.0,,,9.0,7.0,90.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,202.0,220.0
P3d1eff1bca,8.0,9.0,9.0,6.0,8.0,7.0,7.0,6.0,9.0,7.0,,,7.0,7.0,90.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,135.0,93.0
P969f2b1c13,6.0,8.0,6.0,7.0,6.0,8.0,9.0,7.0,8.0,8.0,,,8.0,9.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,81.0
Pd19bde5a19,7.0,6.0,7.0,8.0,8.0,7.0,9.0,9.0,6.0,8.0,8.0,6.0,,,89.0,7.5,0.0,1.0,0.0,0.0,0.0,2.0,205.0,176.0
Pc3a5f10000,7.0,9.0,7.0,6.0,8.0,8.0,9.0,7.0,9.0,8.0,,,7.0,9.0,94.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,96.0
P0157d20b94,10.0,9.0,9.0,6.0,8.0,7.0,7.0,6.0,9.0,7.0,,,8.0,6.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,182.0
Pda7ff44e77,9.0,9.0,8.0,7.0,9.0,6.0,7.0,8.0,9.0,7.0,7.0,8.0,,,94.0,6.5,0.0,0.0,2.0,0.0,2.0,1.0,184.0,265.0
P0e7908a570,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,,,91.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,157.0,121.0
P4b0ccf34e0,10.0,9.0,8.0,7.0,9.0,7.0,8.0,7.0,9.0,7.0,,,8.0,7.0,96.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,135.0,113.0
Pab534e249b,8.0,9.0,6.0,8.0,7.0,8.0,9.0,6.0,9.0,7.0,8.0,8.0,,,93.0,7.5,0.0,1.0,2.0,0.0,5.0,0.0,158.0,249.0
P9f5758481a,9.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,,,8.0,8.0,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,46.0
P41bc73e83b,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,72.0,57.0
Pe67238da8c,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,,,8.0,7.0,91.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,211.0,118.0
Pbbde966f1e,,,,,,,,,,,,,,,,,,,,,,,,
Pad8df3794d,9.0,7.0,9.0,10.0,7.0,6.0,5.0,8.0,7.0,6.0,,,10.0,6.0,90.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,143.0,128.0
P51f87bc5f4,8.0,8.0,9.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,,,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,67.0
P7c1c1e7eac,10.0,10.0,8.0,8.0,9.0,7.0,7.0,6.0,10.0,7.0,,,8.0,6.0,96.0,7.0,0.0,1.0,0.0,0.0,2.0,1.0,107.0,148.0
P246009ab63,8.0,9.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,,,8.0,7.0,90.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,118.0,126.0
P486b5c76fa,,,,,,,,,,,,,,,,,,,,,,,,
P82dd1ca59f,8.0,9.0,9.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,,,92.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,126.0
P8482acfde2,9.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,,,89.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,127.0
P2fe87c73a6,8.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,,90.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,146.0,177.0
P6dfb5df5c6,9.0,8.0,7.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,,,8.0,7.0,90.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,187.0,135.0
P1ca581fef0,7.0,6.0,6.0,6.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,,,88.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,147.0,108.0
Pc9371b494a,,,,,,,,,,,,,,,,,,,,,,,,
P4b06d66b80,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,84.0,44.0
Pf14243ec5e,9.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,,,90.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,125.0,172.0
P79f9e777a1,7.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,,,87.0,6.5,2.0,0.0,0.0,1.0,0.0,0.0,81.0,147.0
P951f092ec6,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,,,8.0,7.0,86.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,128.0
Pb047bb4747,,,,,,,,,,,,,,,,,,,,,,,,
P28594efa12,8.0,8.0,6.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,,,8.0,7.0,86.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,71.0,83.0
P2bc925c307,8.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,,,87.0,7.5,0.0,0.0,0.0,1.0,3.0,0.0,224.0,186.0
P94bbcbe8b9,9.0,9.0,6.0,7.0,9.0,6.0,7.0,8.0,9.0,6.0,,,7.0,7.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,90.0
P267f5baf8e,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,205.0,126.0
P103e95dd1f,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,82.0,107.0
Pc90f94ed67,,,,,,,,,,,,,,,,,,,,,,,,
Pc9bef9c2e0,7.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,,,85.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,162.0
Pbbe7c2361f,6.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,6.0,8.0,6.0,7.0,,,86.0,7.5,1.0,0.0,0.0,0.0,2.0,0.0,138.0,169.0
P2528efc939,8.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,,,86.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,211.0,186.0
Pc06b79b843,9.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,,,9.0,6.0,87.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,169.0,231.0
P8ff779ec76,8.0,9.0,10.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,,,8.0,5.0,86.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,101.0
Pb7bd8922eb,,,,,,,,,,,,,,,,,,,,,,,,
Pfa9e39fc67,,,,,,,,,,,,,,,,,,,,,,,,
Pb00deeb55d,9.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,,,88.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,204.0,135.0
P6e6a2db0d6,6.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,,,84.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,114.0,94.0
P3b02df9dfc,,,,,,,,,,,,,,,,,,,,,,,,
P4b40cf78ae,10.0,9.0,7.0,7.0,9.0,6.0,9.0,8.0,9.0,6.0,7.0,6.0,,,93.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,137.0,76.0
P16bd14d8e6,8.0,8.0,7.0,9.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,,,89.0,6.5,0.0,0.0,0.0,1.0,1.0,0.0,192.0,229.0
P5c990faeef,,,,,,,,,,,,,,,,,,,,,,,,
Pd2241d6e4b,7.0,7.0,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,,,9.0,8.0,91.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,104.0,109.0
Pb36450dd54,8.0,8.0,9.0,5.0,8.0,7.0,7.0,8.0,7.0,7.0,,,7.0,6.0,87.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,128.0
Pb48635a7c4,8.0,7.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,,,7.0,7.0,89.0,7.5,0.0,0.0,0.0,0.0,3.0,0.0,170.0,109.0
P146ec7320a,10.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,,,10.0,8.0,106.0,8.5,2.0,0.0,0.0,0.0,3.0,0.0,381.0,226.0
P26f8dd510c,8.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,,,9.0,7.0,97.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,231.0,194.0
P2acc089d0e,8.0,7.0,9.0,8.0,7.0,9.0,8.0,8.0,8.0,10.0,7.0,9.0,,,98.0,9.5,0.0,0.0,0.0,0.0,0.0,2.0,271.0,165.0
Pe2d0a4cddd,8.0,9.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,9.0,8.0,,,93.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,265.0,263.0
P22c8154970,8.0,8.0,9.0,7.0,8.0,9.0,6.0,7.0,9.0,9.0,9.0,9.0,,,98.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,256.0,38.0
P1738f63a26,9.0,7.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,,,93.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,175.0
P7b8c6b66e0,7.0,6.0,7.0,7.0,9.0,7.0,10.0,8.0,8.0,8.0,8.0,7.0,,,92.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,343.0,164.0
P3391f209f3,9.0,9.0,9.0,6.0,9.0,7.0,9.0,7.0,9.0,7.0,,,8.0,7.0,96.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,246.0,182.0
Pad8e6fd6b0,10.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,10.0,7.0,7.0,7.0,,,95.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,212.0,213.0
P52f9046b71,10.0,7.0,7.0,7.0,10.0,8.0,8.0,6.0,9.0,7.0,9.0,9.0,,,97.0,7.5,0.0,0.0,0.0,0.0,2.0,0.0,202.0,231.0
P4417860ddd,9.0,7.0,9.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,,,90.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,150.0
Pef77516e2b,9.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,,,94.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,329.0,189.0
P4c4f563b8c,8.0,6.0,7.0,8.0,6.0,8.0,8.0,9.0,6.0,9.0,,,8.0,7.0,90.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,253.0,154.0
Pc430805a15,9.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,9.0,7.0,7.0,8.0,,,93.0,6.5,0.0,0.0,0.0,0.0,2.0,0.0,310.0,273.0
P7ef2b1cf05,7.0,9.0,8.0,5.0,6.0,7.0,10.0,6.0,8.0,8.0,8.0,8.0,,,90.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,197.0,188.0
P60425a0c89,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,,,91.0,7.5,0.0,1.0,0.0,0.0,1.0,0.0,150.0,74.0
Pab257f8a15,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,,,91.0,7.5,0.0,0.0,0.0,0.0,2.0,0.0,169.0,221.0
P20418f8d52,8.0,6.0,6.0,8.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,,,91.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,250.0,119.0
P0086aec335,9.0,8.0,6.0,7.0,9.0,8.0,8.0,6.0,9.0,8.0,8.0,7.0,,,93.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,247.0,295.0
Pe79f6d1bdb,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,,,93.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0,239.0,205.0
P8afd917a6c,7.0,6.0,8.0,6.0,10.0,7.0,8.0,9.0,6.0,8.0,8.0,8.0,,,91.0,7.5,0.0,1.0,0.0,0.0,1.0,0.0,221.0,202.0
P2d06a24aee,8.0,9.0,7.0,7.0,7.0,8.0,8.0,6.0,9.0,9.0,7.0,8.0,,,93.0,8.5,0.0,0.0,0.0,0.0,1.0,0.0,266.0,250.0
P7d7c4d5568,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,,,91.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,298.0,136.0
Pcb72b419f2,9.0,9.0,8.0,8.0,8.0,7.0,8.0,6.0,9.0,8.0,,,8.0,8.0,96.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,117.0,66.0
P57a6e7dc53,8.0,9.0,7.0,6.0,9.0,6.0,7.0,6.0,9.0,7.0,7.0,7.0,,,88.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,130.0
P38fd19ed26,8.0,9.0,8.0,6.0,8.0,6.0,8.0,7.0,7.0,7.0,,,8.0,8.0,90.0,6.5,0.0,0.0,0.0,0.0,2.0,0.0,208.0,171.0
P117b8ca478,,,,,,,,,,,,,,,,,,,,,,,,
P6fd4123c4d,7.0,8.0,6.0,7.0,7.0,9.0,10.0,8.0,8.0,9.0,8.0,8.0,,,95.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,192.0
Pc99e2f6730,7.0,7.0,9.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,,,89.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,141.0
P2805efe438,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,,,85.0,6.5,0.0,2.0,0.0,0.0,1.0,0.0,257.0,133.0
P4f7ec9f72f,8.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,6.0,8.0,,,8.0,6.0,90.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,253.0,145.0
P57802757ed,8.0,6.0,7.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,6.0,7.0,,,88.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,165.0,189.0
P3326a2a68b,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,,,8.0,7.0,92.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,230.0,145.0
P977d8b209e,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,,,93.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,165.0,168.0
Pc643573699,9.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,6.0,7.0,6.0,7.0,,,90.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,153.0,127.0
P5e4e4a8cf1,7.0,6.0,7.0,9.0,6.0,9.0,7.0,8.0,8.0,9.0,,,9.0,8.0,93.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,233.0,217.0
P16997d7184,7.0,5.0,6.0,8.0,6.0,8.0,7.0,8.0,6.0,8.0,,,8.0,8.0,85.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,118.0
P8514f39741,,,,,,,,,,,,,,,,,,,,,,,,
Pe7ad570728,9.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,,,93.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,164.0,191.0
Pa0dded8876,7.0,6.0,6.0,7.0,8.0,8.0,9.0,8.0,6.0,8.0,6.0,6.0,,,85.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,315.0,114.0
P917b0d4d70,,,,,,,,,,,,,,,,,,,,,,,,
P56bb4beeed,7.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,,,90.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,174.0
P922c03ccad,10.0,8.0,6.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,6.0,8.0,,,95.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,277.0,173.0
Pb58f931dd3,6.0,9.0,7.0,6.0,6.0,8.0,9.0,7.0,7.0,9.0,8.0,8.0,,,90.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,79.0
P456fdc6328,,,,,,,,,,,,,,,,,,,,,,,,
P5500e23cae,,,,,,,,,,,,,,,,,,,,,,,,
P322900af3b,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,7.0,,,89.0,6.5,4.0,0.0,0.0,2.0,1.0,0.0,179.0,169.0
Pfd96fb33e5,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,,,84.0,7.5,,,,,,,,
P597d181897,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,6.0,7.0,,,89.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,149.0,156.0
P1015da4297,,,,,,,,,,,,,,,,,,,,,,,,
P4b1ba6339f,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,,,88.0,6.5,0.0,1.0,0.0,2.0,0.0,0.0,262.0,175.0
P9378e87d91,,,,,,,,,,,,,,,,,,,,,,,,
Pa5aab1aab8,,,,,,,,,,,,,,,,,,,,,,,,
P6aab967db9,,,,,,,,,,,,,,,,,,,,,,,,
Pf31133cc3c,,,,,,,,,,,,,,,,,,,,,,,,
Pfc3cc92a5c,,,,,,,,,,,,,,,,,,,,,,,,
P6f23e4dd26,,,,,,,,,,,,,,,,,,,,,,,,
P37b821fb18,9.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,,,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,106.0
P6d59a1d0fb,7.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,,,89.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,117.0
P2d536d911b,,,,,,,,,,,,,,,,,,,,,,,,
P1a8bbe3efe,,,,,,,,,,,,,,,,,,,,,,,,
Peb1d9a0135,,,,,,,,,,,,,,,,,,,,,,,,
P4b68bd7095,,,,,,,,,,,,,,,,,,,,,,,,
P8d411cb20c,,,,,,,,,,,,,,,,,,,,,,,,
P0846fd837c,,,,,,,,,,,,,,,,,,,,,,,,
P74435b1e45,,,,,,,,,,,,,,,,,,,,,,,,
Pfe669c03c3,,,,,,,,,,,,,,,,,,,,,,,,
Pdd4e0d785b,,,,,,,,,,,,,,,,,,,,,,,,
P7d184fd756,7.0,6.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,6.0,7.0,7.0,,,85.0,6.5,0.0,0.0,0.0,2.0,0.0,0.0,163.0,137.0
Pcd4698d422,9.0,6.0,9.0,9.0,8.0,7.0,5.0,6.0,8.0,7.0,8.0,7.0,,,89.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,132.0,220.0
Pb5a94c877c,,,,,,,,,,,,,,,,,,,,,,,,
Pd01ecb3669,10.0,10.0,8.0,7.0,10.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,,,103.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,382.0,322.0
Ped95bfcd7e,8.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,8.0,,,99.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,180.0
Pcc98298533,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,10.0,8.0,,,9.0,7.0,98.0,7.5,0.0,0.0,1.0,0.0,1.0,0.0,224.0,153.0
