pid,dvs_impact_resid_cons,dvs_length_pc1,dvs_impact_pct,dvs_cohort_offset_d,dvs_tall,dvs_athl_pc1,dvs_cons_hype_resid,gls_stl40,gls_t100_spg,gls_ast40,gls_close_d_gmsc40,gls_close_d_ts,gls_late_d_ast40,gls_ncaa_d_stl40,gls_d100_efg,gls_pase_neg,gls_ncaa_d_tov40,scs_intangibles,scs_athleticism,scs_leadership,scs_defense,scs_nbaready,tcs_first_bpm,tcs_seasons_span,tcs_age_at_season,tcs_pct_age_bpm,tcs_pct_age_stl,tcs_conf_tourn_wins,tcs_bpm_first_to_last,tcs_pct_age_obpm,tcs_bpm_share,tcs_champion,wts_years_hs_to_draft,wts_hs_track,wts_hs_football,wts_transferred,wts_hs_multisport,nb_tc_first_bpm,nb_gl2_stl40,nb_gl2_t100_spg,nb_tc_seasons_span,nb_gl2_ast40,nb_sc_intangibles,nb_tc_age_at_season,nb_dv_impact_resid_cons,nb_gl2_close_d_gmsc40,nb_gl2_close_d_ts,nb_dv_length_pc1,nb_gl2_late_d_ast40,nb_gl2_ncaa_d_stl40,nb_gl2_d100_efg,nb_tc_pct_age_bpm,nb_dv_impact_pct,nb_tc_pct_age_stl,nb_sc_intang_lead,nb_gl2_pase_neg,nb_gl2_ncaa_d_tov40,nb_wt_years_hs_to_draft,nb_gl2_d100_gmsc40,nb_gl2_g_all,nb_wt_hs_track,nb_gl2_t50_fg
P297adbbd5f,-2.055516400260818,1.9540753943843323,0.4477611940298507,99.0,0.0,-0.7328556216258675,-0.8364725640353101,1.8144,1.391,1.6907,-2.919,-0.0227,-1.0933,-1.2491,-0.02533,0.0,-1.6044,7.0,9.0,7.0,8.0,8.0,5.28985,2.0,20.2519,0.920043,0.797441,0.0,1.18489,0.787846,0.278906,0.0,2.0,0.0,0.0,0.0,0.0,5.28985,1.8144,1.391,2.0,1.6907,7.0,20.2519,-2.055516400260818,-2.919,-0.0227,1.9540753943843323,-1.0933,-1.2491,-0.02533,0.920043,0.4477611940298507,0.797441,7.0,0.0,-1.6044,2.0,-2.3902,31.0,0.0,0.41573
P7f86ce09cc,-1.493199953942255,0.4712125337800643,0.4626865671641791,,0.0,,-0.3683391229508843,2.5834,2.0,3.7029,1.5504,0.04586,-0.716,,-0.08689,,,8.0,9.0,7.0,7.0,7.0,3.86542,2.0,20.2519,0.928571,0.979744,0.0,2.79333,0.866738,0.637107,0.0,2.0,0.0,0.0,0.0,1.0,3.86542,2.5834,2.0,2.0,3.7029,8.0,20.2519,-1.493199953942255,1.5504,0.04586,0.4712125337800643,-0.716,,-0.08689,0.928571,0.4626865671641791,0.979744,7.5,,,2.0,-3.7195,28.0,0.0,0.38889
P7e584efe40,3.4385500460577454,2.530789671148191,0.9850746268656716,99.0,1.0,-2.6213105567443287,-0.2752792050710102,1.1215,0.731,1.2876,1.6513,0.00171,-0.528,-0.3724,0.00387,-2.3214,1.6069,8.0,7.0,7.0,9.0,8.0,7.55554,3.0,21.2512,0.996732,0.35512,3.0,4.03496,0.842048,0.213471,0.0,3.0,0.0,0.0,0.0,0.0,7.55554,1.1215,0.731,3.0,1.2876,8.0,21.2512,3.4385500460577454,1.6513,0.00171,2.530789671148191,-0.528,-0.3724,0.00387,0.996732,0.9850746268656716,0.35512,7.5,-2.3214,1.6069,3.0,-0.388,36.0,0.0,0.53913
P10d0b75bed,0.0478629507133518,0.0921008235533616,0.7014925373134329,99.0,0.0,0.5895268858404342,0.3178515373122734,2.1818,1.423,2.1414,-6.4089,-0.12951,-1.7421,0.8262,-0.06108,-2.3214,0.1852,8.0,8.0,8.0,7.0,7.0,8.11852,1.0,19.2526,0.982201,0.883495,3.0,0.0,0.991909,0.153718,0.0,1.0,0.0,0.0,0.0,0.0,8.11852,2.1818,1.423,1.0,2.1414,8.0,19.2526,0.0478629507133518,-6.4089,-0.12951,0.0921008235533616,-1.7421,0.8262,-0.06108,0.982201,0.7014925373134329,0.883495,8.0,-2.3214,0.1852,1.0,-2.727,36.0,0.0,0.41045
P8fac339738,-0.7950713648735137,1.7004162579800628,0.5970149253731343,99.0,1.0,0.4174594865026873,-0.4333175369107866,0.5882,0.4,1.4379,-1.9677,-0.01839,,,-0.01882,,,8.0,8.0,7.0,9.0,7.0,6.9768,2.0,20.2519,0.954158,0.0458422,0.0,0.50676,0.698294,0.214007,0.0,2.0,0.0,0.0,0.0,0.0,6.9768,0.5882,0.4,2.0,1.4379,8.0,20.2519,-0.7950713648735137,-1.9677,-0.01839,1.7004162579800628,,,-0.01882,0.954158,0.5970149253731343,0.0458422,7.5,,,2.0,-2.6585,22.0,0.0,0.56667
P3f25ee2633,0.93871719780034,1.81995792610392,0.8208955223880597,99.0,1.0,-0.1730306147626615,-0.3199076746957661,0.8606,0.96,1.1474,-1.3061,-0.00648,-0.4664,0.1276,-0.01759,-0.3214,0.3539,8.0,8.0,8.0,8.0,9.0,5.95019,3.0,21.2512,0.981481,0.168845,3.0,3.08519,0.979303,0.231205,0.0,3.0,0.0,0.0,0.0,0.0,5.95019,0.8606,0.96,3.0,1.1474,8.0,21.2512,0.93871719780034,-1.3061,-0.00648,1.81995792610392,-0.4664,0.1276,-0.01759,0.981481,0.8208955223880597,0.168845,8.0,-0.3214,0.3539,3.0,-1.8003,38.0,0.0,0.51852
P502aba077e,-1.404118663610979,3.195319365568714,0.417910447761194,,1.0,-2.585526105359276,-0.2181921200156478,1.1317,0.818,1.4799,-6.7875,-0.08336,0.2366,,-0.0374,,,8.0,8.0,7.0,9.0,7.0,5.28017,3.0,21.2512,0.933551,0.35512,2.0,1.11752,0.730937,0.215973,0.0,3.0,0.0,0.0,0.0,0.0,5.28017,1.1317,0.818,3.0,1.4799,8.0,21.2512,-1.404118663610979,-6.7875,-0.08336,3.195319365568714,0.2366,,-0.0374,0.933551,0.417910447761194,0.35512,7.5,,,3.0,-1.6577,34.0,0.0,0.42857
P440f6cc00f,-0.4193668654471478,,0.5522388059701493,,1.0,,0.0001669414205918,,,,,,,,,,,7.0,9.0,7.0,7.0,6.0,,,,,,,,,,,,,,0.0,,,,,,,7.0,,-0.4193668654471478,,,,,,,,0.5522388059701493,,7.0,,,,,,,
P0d0da4d2bc,-3.531588333562409,-2.2447517306645692,0.208955223880597,99.0,0.0,,0.3659016146289771,1.8538,1.36,3.8146,-5.451,-0.12131,-1.0882,0.6704,-0.02827,-0.3214,-1.7105,7.0,9.0,7.0,7.0,6.0,4.20548,1.0,19.2526,0.859223,0.79288,3.0,0.0,0.7589,0.0962088,0.0,1.0,0.0,0.0,0.0,0.0,4.20548,1.8538,1.36,1.0,3.8146,7.0,19.2526,-3.531588333562409,-5.451,-0.12131,-2.2447517306645692,-1.0882,0.6704,-0.02827,0.859223,0.208955223880597,0.79288,7.0,-0.3214,-1.7105,1.0,-0.5945,37.0,0.0,0.47619
P871b04878c,-2.9592223599945724,-2.3886939136231646,0.3432835820895522,99.0,0.0,1.1672729622151217,-0.0987086749169781,1.6701,1.208,2.7975,-8.1522,-0.18746,-1.4534,,-0.02537,-0.5357,,7.0,9.0,7.0,9.0,7.0,5.01655,1.0,19.2526,0.911003,0.718447,1.0,0.0,0.878641,0.147985,0.0,1.0,0.0,0.0,1.0,0.0,5.01655,1.6701,1.208,1.0,2.7975,7.0,19.2526,-2.9592223599945724,-8.1522,-0.18746,-2.3886939136231646,-1.4534,,-0.02537,0.911003,0.3432835820895522,0.718447,7.0,-0.5357,,1.0,-1.1557,32.0,0.0,0.35772
Pb46ac34cd7,2.675440907226127,-0.6685213897332222,0.9253731343283582,99.0,0.0,0.1264550886537851,0.3715155820240419,1.6529,1.478,2.7916,-4.3306,-0.02416,0.2617,,-0.01207,-0.9643,,7.0,8.0,7.0,9.0,8.0,3.70373,3.0,21.2512,0.990196,0.744009,1.0,6.62217,0.998911,0.366391,0.0,3.0,0.0,0.0,0.0,0.0,3.70373,1.6529,1.478,3.0,2.7916,7.0,21.2512,2.675440907226127,-4.3306,-0.02416,-0.6685213897332222,0.2617,,-0.01207,0.990196,0.9253731343283582,0.744009,7.0,-0.9643,,3.0,-0.9357,32.0,0.0,0.43407
P54e531f2ec,-2.873533628223674,1.9934715308513735,0.2537313432835821,99.0,1.0,-1.269351053446229,-0.0458360630220484,0.8897,0.609,2.4555,-2.1434,-0.03964,-1.0261,,-0.03568,,,7.0,8.0,7.0,7.0,8.0,1.57549,3.0,21.2512,0.839869,0.212418,0.0,3.10116,0.70915,0.244762,0.0,3.0,,,0.0,,1.57549,0.8897,0.609,3.0,2.4555,7.0,21.2512,-2.873533628223674,-2.1434,-0.03964,1.9934715308513735,-1.0261,,-0.03568,0.839869,0.2537313432835821,0.212418,7.0,,,3.0,-2.4484,32.0,,0.37383
Pd646388a2b,-2.925033974318903,,0.2835820895522388,99.0,0.0,,-0.0458847174295455,1.5887,1.0,4.519,-1.9058,-0.01935,0.6378,,-0.05618,,,8.0,9.0,7.0,8.0,7.0,1.8926,2.0,20.2519,0.845416,0.733475,0.0,2.88929,0.966951,0.198591,0.0,2.0,0.0,0.0,1.0,0.0,1.8926,1.5887,1.0,2.0,4.519,8.0,20.2519,-2.925033974318903,-1.9058,-0.01935,,0.6378,,-0.05618,0.845416,0.2835820895522388,0.733475,7.5,,,2.0,-3.0134,34.0,0.0,0.33333
P38bff88a77,0.6189493381218973,1.3146479034036185,0.7313432835820896,99.0,0.0,0.2024045295108929,-0.0691497243917695,2.0945,1.75,1.3552,-1.4771,-0.06955,0.4937,,-0.01541,-0.5357,,7.0,9.0,7.0,8.0,9.0,6.98494,3.0,22.2533,0.977428,0.874829,1.0,1.3121,0.945964,0.251103,0.0,4.0,0.0,0.0,0.0,0.0,6.98494,2.0945,1.75,3.0,1.3552,7.0,22.2533,0.6189493381218973,-1.4771,-0.06955,1.3146479034036185,0.4937,,-0.01541,0.977428,0.7313432835820896,0.874829,7.0,-0.5357,,4.0,-0.9245,32.0,0.0,0.50968
Pa56ca2c36c,0.8010124303114132,-0.4937022948009902,0.7611940298507462,,0.0,-0.8156905387668951,0.1823696794473259,1.8301,1.45,3.9216,0.6947,0.00544,-1.9281,,-0.01245,,,8.0,7.0,9.0,8.0,9.0,6.0795,3.0,21.2512,0.974946,0.868192,1.0,2.31994,0.98366,0.549489,0.0,3.0,,,0.0,,6.0795,1.8301,1.45,3.0,3.9216,8.0,21.2512,0.8010124303114132,0.6947,0.00544,-0.4937022948009902,-1.9281,,-0.01245,0.974946,0.7611940298507462,0.868192,8.5,,,3.0,-0.0179,33.0,,0.38272
Pdc16ca4e2e,1.6094900128075125,,0.835820895522388,99.0,0.0,,0.2314743766273612,1.5835,1.35,2.1687,-5.9671,-0.09296,0.3439,-0.3339,-0.03975,0.0,0.6941,8.0,9.0,8.0,7.0,7.0,3.84925,3.0,22.2533,0.9829,0.636799,3.0,5.23362,0.98974,0.295498,0.0,4.0,0.0,0.0,0.0,0.0,3.84925,1.5835,1.35,3.0,2.1687,8.0,22.2533,1.6094900128075125,-5.9671,-0.09296,,0.3439,-0.3339,-0.03975,0.9829,0.835820895522388,0.636799,8.0,0.0,0.6941,4.0,-2.9845,36.0,0.0,0.49254
P2c1e066057,-0.0495521196060089,-1.9777744290249155,0.582089552238806,,0.0,0.1343257803957898,0.1226325253848474,1.6391,1.333,3.5222,-3.2666,-0.0477,-0.176,-0.3024,-0.04115,0.0,-0.636,7.0,8.0,6.0,7.0,7.0,3.62853,3.0,21.2512,0.959695,0.744009,1.0,3.80574,0.992375,0.234577,0.0,3.0,0.0,0.0,1.0,0.0,3.62853,1.6391,1.333,3.0,3.5222,7.0,21.2512,-0.0495521196060089,-3.2666,-0.0477,-1.9777744290249155,-0.176,-0.3024,-0.04115,0.959695,0.582089552238806,0.744009,6.5,0.0,-0.636,3.0,-2.6158,35.0,0.0,0.42231
P4793f789c0,1.7464336917421155,-1.7330333407376242,0.8507462686567164,99.0,0.0,,0.3597984335703472,2.0,1.727,7.4286,-0.9525,-0.05666,-0.1667,0.1736,-0.00564,-0.2222,-1.3508,8.0,6.0,9.0,6.0,8.0,5.34178,3.0,22.2533,0.984268,0.857045,0.0,3.80921,0.997948,0.293387,0.0,4.0,0.0,0.0,0.0,0.0,5.34178,2.0,1.727,3.0,7.4286,8.0,22.2533,1.7464336917421155,-0.9525,-0.05666,-1.7330333407376242,-0.1667,0.1736,-0.00564,0.984268,0.8507462686567164,0.857045,8.5,-0.2222,-1.3508,4.0,-0.6806,33.0,0.0,0.39899
Pabb4255b19,3.7222756350208535,,0.9402985074626866,,1.0,,0.3433545829526307,,,,,,,,,,,7.0,6.0,7.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,7.0,,3.7222756350208535,,,,,,,,0.9402985074626866,,7.0,,,,,,,
P581e368d46,0.9089090730388598,4.88269939625404,0.6716417910447762,99.0,1.0,,0.7472690386698102,0.595,0.333,0.9917,-10.0352,-0.10696,0.1049,,-0.06676,-0.5357,,6.0,7.0,6.0,7.0,7.0,3.98721,3.0,22.2533,0.970588,0.107387,1.0,3.99506,0.883037,0.15213,0.0,4.0,0.0,0.0,0.0,0.0,3.98721,0.595,0.333,3.0,0.9917,6.0,22.2533,0.9089090730388598,-10.0352,-0.10696,4.88269939625404,0.1049,,-0.06676,0.970588,0.6716417910447762,0.107387,6.0,-0.5357,,4.0,-3.5754,32.0,0.0,0.51562
P830611c613,-2.8178413946960736,2.3245706932133547,0.3283582089552239,,1.0,-2.3355405617458787,0.4566437210583713,0.8549,0.417,0.4499,-2.8215,-0.01717,0.0161,,-0.08774,,,7.0,9.0,6.0,9.0,6.0,4.96718,1.0,19.2526,0.901294,0.173139,0.0,0.0,0.218447,0.256077,0.0,1.0,0.0,0.0,0.0,0.0,4.96718,0.8549,0.417,1.0,0.4499,7.0,19.2526,-2.8178413946960736,-2.8215,-0.01717,2.3245706932133547,0.0161,,-0.08774,0.901294,0.3283582089552239,0.173139,6.5,,,1.0,-5.8033,34.0,0.0,0.40541
P815e63680a,-7.254909009020404,-1.9674135160584747,0.0149253731343283,,0.0,1.2881693088312942,-0.251540880515257,0.9748,0.846,6.3359,-0.2088,0.00974,-0.1326,,-0.01076,,,7.0,9.0,7.0,7.0,7.0,1.34984,3.0,21.2512,0.473856,0.257081,1.0,-1.08858,0.698257,0.0164707,0.0,3.0,,,0.0,,1.34984,0.9748,0.846,3.0,6.3359,7.0,21.2512,-7.254909009020404,-0.2088,0.00974,-1.9674135160584747,-0.1326,,-0.01076,0.473856,0.0149253731343283,0.257081,7.0,,,3.0,-0.7055,33.0,,0.46875
Pe97fa79993,5.502675376655267,,1.0,,1.0,,0.4816763317832029,,,,,,,,,,,8.0,7.0,8.0,6.0,6.0,,,,,,,,,,,,,,0.0,,,,,,,8.0,,5.502675376655267,,,,,,,,1.0,,8.0,,,,,,,
P96ac6f0cd3,0.297721017411761,-0.7509784288500233,0.6268656716417911,,0.0,-0.385786013199894,0.6795602235631932,1.4979,1.25,5.4468,-1.358,-0.05042,0.4484,-0.395,0.00954,-1.3333,-0.1704,8.0,7.0,8.0,7.0,8.0,7.57519,1.0,21.2512,0.961874,0.678649,1.0,0.0,0.931373,0.302754,0.0,3.0,0.0,0.0,1.0,0.0,7.57519,1.4979,1.25,1.0,5.4468,8.0,21.2512,0.297721017411761,-1.358,-0.05042,-0.7509784288500233,0.4484,-0.395,0.00954,0.961874,0.6268656716417911,0.678649,8.0,-1.3333,-0.1704,3.0,-0.6937,35.0,0.0,0.43571
P7a82e40751,,-2.0117221880659306,0.6119402985074627,,0.0,-2.526478099112563,,2.4274,1.708,6.0158,-4.8135,-0.0676,-1.6543,-0.9434,0.00461,-1.3214,0.5206,8.0,6.0,8.0,6.0,9.0,6.20056,2.0,22.2533,0.96238,0.950068,0.0,1.32329,0.973324,0.186181,0.0,5.0,0.0,0.0,0.0,0.0,6.20056,2.4274,1.708,2.0,6.0158,8.0,22.2533,,-4.8135,-0.0676,-2.0117221880659306,-1.6543,-0.9434,0.00461,0.96238,0.6119402985074627,0.950068,8.0,-1.3214,0.5206,5.0,-0.7973,35.0,0.0,0.43382
P27a3420564,,,0.8059701492537313,464.0,0.0,,,1.7571,1.176,3.0663,1.4109,0.03546,-0.5097,,-0.01702,,,7.0,8.0,7.0,7.0,8.0,3.66342,3.0,22.2533,0.981532,0.77223,1.0,5.18646,0.96238,0.608201,0.0,4.0,0.0,0.0,0.0,0.0,3.66342,1.7571,1.176,3.0,3.0663,7.0,22.2533,,1.4109,0.03546,,-0.5097,,-0.01702,0.981532,0.8059701492537313,0.77223,7.0,,,4.0,-2.0175,32.0,0.0,0.45399
Pe03992058c,2.2272565560178172,,0.8656716417910447,99.0,1.0,,0.5150005863033043,0.8649,0.5,1.0811,-3.2809,-0.06598,0.0314,,-0.0432,,,7.0,9.0,7.0,10.0,7.0,10.3871,3.0,22.2533,0.98974,0.173735,2.0,-0.89004,0.5342,0.345047,0.0,4.0,0.0,0.0,0.0,0.0,10.3871,0.8649,0.5,3.0,1.0811,7.0,22.2533,2.2272565560178172,-3.2809,-0.06598,,0.0314,,-0.0432,0.98974,0.8656716417910447,0.173735,7.0,,,4.0,-3.361,35.0,0.0,0.54321
Pbd2eb786d3,,,0.746268656716418,99.0,0.0,,,1.0882,0.862,3.5,1.16,0.01749,-1.0765,1.4023,0.00421,0.0,0.6225,8.0,7.0,7.0,7.0,8.0,4.25337,3.0,22.2533,0.978796,0.432285,3.0,4.12357,0.984268,0.243361,0.0,4.0,,,0.0,,4.25337,1.0882,0.862,3.0,3.5,8.0,22.2533,,1.16,0.01749,,-1.0765,1.4023,0.00421,0.978796,0.746268656716418,0.432285,7.5,0.0,0.6225,4.0,-0.101,38.0,,0.38491
P966e81614a,-0.4976171655380916,0.2058847094386449,0.5373134328358209,99.0,0.0,-2.397166475884268,0.6971521533132425,1.2403,1.069,2.8596,-2.9556,-0.068,-0.6043,0.393,0.01493,0.0,0.6639,8.0,9.0,7.0,7.0,7.0,7.45769,2.0,20.2519,0.947761,0.509595,3.0,-0.42799,0.824094,0.174597,0.0,2.0,0.0,0.0,0.0,0.0,7.45769,1.2403,1.069,2.0,2.8596,8.0,20.2519,-0.4976171655380916,-2.9556,-0.068,0.2058847094386449,-0.6043,0.393,0.01493,0.947761,0.5373134328358209,0.509595,7.5,0.0,0.6639,2.0,0.0819,34.0,0.0,0.45775
Pe82bc0553e,-5.379839754841897,0.8757832643944324,0.0597014925373134,99.0,1.0,-1.0422457351622711,-0.1477166000366101,0.6719,0.538,0.6271,-3.6518,-0.08642,-0.0008,-0.7092,-0.03355,0.0,1.0402,8.0,8.0,7.0,8.0,8.0,0.548016,3.0,21.2512,0.678649,0.106754,3.0,1.53524,0.506536,0.0615206,0.0,3.0,0.0,0.0,0.0,0.0,0.548016,0.6719,0.538,3.0,0.6271,8.0,21.2512,-5.379839754841897,-3.6518,-0.08642,0.8757832643944324,-0.0008,-0.7092,-0.03355,0.678649,0.0597014925373134,0.106754,7.5,0.0,1.0402,3.0,-2.5833,35.0,0.0,0.5283
P3d55371834,-1.1551776983124808,3.2981780389484285,0.4328358208955223,99.0,1.0,-5.482321842902317,0.0277337714455612,0.9011,0.565,0.7509,-3.8232,-0.04879,-0.473,,-0.01666,-0.5714,,8.0,7.0,7.0,8.0,6.0,-6.09304,3.0,21.2512,0.942266,0.257081,0.0,12.5489,0.521786,0.187389,0.0,3.0,0.0,0.0,0.0,1.0,-6.09304,0.9011,0.565,3.0,0.7509,8.0,21.2512,-1.1551776983124808,-3.8232,-0.04879,3.2981780389484285,-0.473,,-0.01666,0.942266,0.4328358208955223,0.257081,7.5,-0.5714,,3.0,-1.1542,31.0,0.0,0.4955
Pc62b6f4e46,-3.6834433085233353,0.5593628873123074,0.1492537313432835,99.0,0.0,-2.840205302245015,0.112209867015443,0.5662,0.529,1.9009,-6.6308,-0.06178,-0.2686,,-0.02222,-0.9259,,8.0,6.0,7.0,7.0,9.0,5.07587,3.0,22.2533,0.747606,0.0738714,2.0,-1.67452,0.889877,0.0990412,0.0,4.0,0.0,0.0,0.0,0.0,5.07587,0.5662,0.529,3.0,1.9009,8.0,22.2533,-3.6834433085233353,-6.6308,-0.06178,0.5593628873123074,-0.2686,,-0.02222,0.747606,0.1492537313432835,0.0738714,7.5,-0.9259,,4.0,-3.1344,30.0,0.0,0.48193
P989e9714fc,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pec2bc35d4f,-5.525055356290067,-1.7020150548667763,0.044776119402985,99.0,0.0,-2.4543031023966604,0.1520378957305959,1.0274,0.667,4.863,-2.8178,-0.04154,,,0.033,,,7.0,9.0,6.0,6.0,7.0,5.43119,2.0,20.2519,0.640725,0.445629,0.0,-3.57913,0.839019,0.0894056,0.0,2.0,0.0,0.0,0.0,0.0,5.43119,1.0274,0.667,2.0,4.863,7.0,20.2519,-5.525055356290067,-2.8178,-0.04154,-1.7020150548667763,,,0.033,0.640725,0.044776119402985,0.445629,6.5,,,2.0,-0.8535,18.0,0.0,0.45455
Pbbec177bac,,,0.6865671641791045,,1.0,,,1.2431,0.333,1.1099,-2.5341,-0.06039,0.4733,,-0.09757,,,,,,,,7.1523,3.0,22.2533,0.973324,0.5171,2.0,0.96358,0.887141,0.446416,0.0,4.0,0.0,0.0,0.0,0.0,7.1523,1.2431,0.333,3.0,1.1099,,22.2533,,-2.5341,-0.06039,,0.4733,,-0.09757,0.973324,0.6865671641791045,0.5171,,,,4.0,-3.2658,34.0,0.0,0.53846
Pe6ceea2b5e,-0.9490537364438048,,0.4029850746268656,99.0,1.0,,0.1595402416522726,0.5733,0.474,0.6174,1.0639,0.00404,0.0556,,-0.02399,,,,,,,,3.34253,3.0,22.2533,0.921341,0.0738714,0.0,2.87275,0.357729,0.550243,0.0,4.0,0.0,0.0,0.0,1.0,3.34253,0.5733,0.474,3.0,0.6174,,22.2533,-0.9490537364438048,1.0639,0.00404,,0.0556,,-0.02399,0.921341,0.4029850746268656,0.0738714,,,,4.0,-1.6506,32.0,0.0,0.4918
P6ff85cb7e1,-3.050406416916017,2.1977234315679763,0.1940298507462686,99.0,1.0,-3.777425841253984,0.0890202073468282,1.4444,1.0,1.6667,2.395,-0.01531,-0.8152,,-0.00328,-0.5385,,5.0,8.0,6.0,7.0,6.0,3.67853,3.0,22.2533,0.802326,0.594391,2.0,0.44193,0.478112,0.104281,0.0,4.0,0.0,0.0,1.0,0.0,3.67853,1.4444,1.0,3.0,1.6667,5.0,22.2533,-3.050406416916017,2.395,-0.01531,2.1977234315679763,-0.8152,,-0.00328,0.802326,0.1940298507462686,0.594391,5.5,-0.5385,,4.0,-0.6556,27.0,0.0,
P544c115a68,,,0.0746268656716417,,0.0,,,1.0542,0.609,1.9327,-2.0606,0.00119,-0.6122,,-0.01991,-0.5714,,,,,,,2.76888,3.0,22.2533,0.660055,0.334473,0.0,-0.33918,0.338577,0.0605481,0.0,5.0,0.0,0.0,0.0,0.0,2.76888,1.0542,0.609,3.0,1.9327,,22.2533,,-2.0606,0.00119,,-0.6122,,-0.01991,0.660055,0.0746268656716417,0.334473,,-0.5714,,5.0,-1.8178,30.0,0.0,0.43284
P19913201dd,,,0.3880597014925373,,0.0,,,1.1314,0.824,5.4243,-2.7044,-0.05481,0.9544,,-0.03778,,,,,,,,6.37444,3.0,22.2533,0.910397,0.389193,2.0,-0.33751,0.944596,0.385478,0.0,4.0,,,0.0,,6.37444,1.1314,0.824,3.0,5.4243,,22.2533,,-2.7044,-0.05481,,0.9544,,-0.03778,0.910397,0.3880597014925373,0.389193,,,,4.0,-1.6236,35.0,,0.34545
P07a1fb349e,,,0.2368421052631578,463.0,0.0,,,0.7788,0.56,2.7965,-5.9268,-0.08655,0.4071,-0.2468,-0.04136,-0.1538,-0.6843,,,,,,3.45442,3.0,22.2533,0.818741,0.173735,1.0,0.80749,0.869357,0.137226,0.0,5.0,0.0,0.0,0.0,0.0,3.45442,0.7788,0.56,3.0,2.7965,,22.2533,,-5.9268,-0.08655,,0.4071,-0.2468,-0.04136,0.818741,0.2368421052631578,0.173735,,-0.1538,-0.6843,5.0,-2.4721,34.0,0.0,0.41365
P76dbb66d26,,,0.3582089552238806,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.3582089552238806,,,,,,,,,
Pb486223088,,,0.4925373134328358,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,0.4925373134328358,,,,,8.0,,,0.0,
P4570803785,-2.647073210836928,-3.1000111601102023,0.2388059701492537,99.0,0.0,-1.211083243826231,0.1397899153491022,1.3142,1.0,5.4254,-3.3302,-0.01559,0.4562,-0.8165,-0.00846,-2.3214,0.451,8.0,7.0,8.0,6.0,8.0,5.786,3.0,22.2533,0.840629,0.5171,3.0,-1.28796,0.9487,0.102114,0.0,4.0,0.0,1.0,0.0,1.0,5.786,1.3142,1.0,3.0,5.4254,8.0,22.2533,-2.647073210836928,-3.3302,-0.01559,-3.1000111601102023,0.4562,-0.8165,-0.00846,0.840629,0.2388059701492537,0.5171,8.0,-2.3214,0.451,4.0,-0.3794,36.0,0.0,0.41379
P11d27a665c,-3.895435513449774,,0.1343283582089552,99.0,0.0,,0.5803137531004259,0.8264,0.7,1.6116,-1.624,0.01401,-0.5542,,-0.02142,-0.5714,,7.0,8.0,7.0,7.0,7.0,5.33225,2.0,20.2519,0.753731,0.158849,0.0,-1.96546,0.738806,0.124515,0.0,2.0,0.0,0.0,0.0,0.0,5.33225,0.8264,0.7,2.0,1.6116,7.0,20.2519,-3.895435513449774,-1.624,0.01401,,-0.5542,,-0.02142,0.753731,0.1343283582089552,0.158849,7.0,-0.5714,,2.0,-2.8681,33.0,0.0,0.55357
P467d53ba82,,,0.2238805970149253,,0.0,,,1.5674,0.955,6.2696,-2.3663,-0.06879,-1.7948,,0.02032,-1.2174,,,,,,,0.191042,3.0,22.2533,0.814637,0.77223,0.0,4.0523,0.649111,0.214821,0.0,4.0,0.0,0.0,0.0,0.0,0.191042,1.5674,0.955,3.0,6.2696,,22.2533,,-2.3663,-0.06879,,-1.7948,,0.02032,0.814637,0.2238805970149253,0.77223,,-1.2174,,4.0,0.504,29.0,0.0,0.42857
Pebc69ca1f1,,,0.5074626865671642,464.0,0.0,,,0.6281,0.545,1.9504,,,0.0912,-0.1623,-0.02206,0.0,1.2969,8.0,8.0,7.0,8.0,8.0,2.26159,2.0,22.2533,0.93328,0.0755627,0.0,4.7026,0.786977,0.16101,0.0,6.0,0.0,0.0,0.0,0.0,2.26159,0.6281,0.545,2.0,1.9504,8.0,22.2533,,,,,0.0912,-0.1623,-0.02206,0.93328,0.5074626865671642,0.0755627,7.5,0.0,1.2969,6.0,-1.7971,35.0,0.0,0.49457
P05848850fc,,,0.1184210526315789,463.0,0.0,,,1.5398,1.304,5.0394,-0.6458,-0.00173,-1.7522,,-0.01243,,,7.0,9.0,7.0,7.0,8.0,5.01873,3.0,22.2533,0.654583,0.669631,0.0,-2.66523,0.610807,0.114455,0.0,5.0,0.0,0.0,1.0,0.0,5.01873,1.5398,1.304,3.0,5.0394,7.0,22.2533,,-0.6458,-0.00173,,-1.7522,,-0.01243,0.654583,0.1184210526315789,0.669631,7.0,,,5.0,-2.6721,34.0,0.0,0.3785
P25609e2dfe,,,,,0.0,,,,,,,,,,,,,,,,,,-1.96989,3.0,22.2533,0.852941,0.896033,0.0,6.57923,0.464432,0.242712,0.0,8.0,0.0,0.0,1.0,0.0,-1.96989,,,3.0,,,22.2533,,,,,,,,0.852941,,0.896033,,,,8.0,,,0.0,
