pid,dvs_impact_resid_cons,dvs_length_pc1,dvs_impact_pct,dvs_cohort_offset_d,dvs_tall,dvs_athl_pc1,dvs_cons_hype_resid,gls_stl40,gls_t100_spg,gls_ast40,gls_close_d_gmsc40,gls_close_d_ts,gls_late_d_ast40,gls_ncaa_d_stl40,gls_d100_efg,gls_pase_neg,gls_ncaa_d_tov40,scs_intangibles,scs_athleticism,scs_leadership,scs_defense,scs_nbaready,tcs_first_bpm,tcs_seasons_span,tcs_age_at_season,tcs_pct_age_bpm,tcs_pct_age_stl,tcs_conf_tourn_wins,tcs_bpm_first_to_last,tcs_pct_age_obpm,tcs_bpm_share,tcs_champion,wts_years_hs_to_draft,wts_hs_track,wts_hs_football,wts_transferred,wts_hs_multisport,nb_tc_first_bpm,nb_gl2_stl40,nb_gl2_t100_spg,nb_tc_seasons_span,nb_gl2_ast40,nb_sc_intangibles,nb_tc_age_at_season,nb_dv_impact_resid_cons,nb_gl2_close_d_gmsc40,nb_gl2_close_d_ts,nb_dv_length_pc1,nb_gl2_late_d_ast40,nb_gl2_ncaa_d_stl40,nb_gl2_d100_efg,nb_tc_pct_age_bpm,nb_dv_impact_pct,nb_tc_pct_age_stl,nb_sc_intang_lead,nb_gl2_pase_neg,nb_gl2_ncaa_d_tov40,nb_wt_years_hs_to_draft,nb_gl2_d100_gmsc40,nb_gl2_g_all,nb_wt_hs_track,nb_gl2_t50_fg
P58604dcdcf,,1.352770197837817,,,0.0,-0.6311015495437883,,0.9349,0.69,3.3389,-1.1684,0.01543,-1.665,-0.6373,-0.01053,0.0,0.0434,7.0,6.0,8.0,8.0,8.0,3.99955,4.0,22.0835,0.87931,0.339757,2.0,1.21694,0.826572,0.152853,0.0,4.0,0.0,0.0,0.0,0.0,3.99955,0.9349,0.69,4.0,3.3389,7.0,22.0835,,-1.1684,0.01543,1.352770197837817,-1.665,-0.6373,-0.01053,0.87931,,0.339757,7.5,0.0,0.0434,4.0,-0.8379,37.0,0.0,0.43902
P379acc01ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16f60c6002,,,,149.0,0.0,,,,,,,,,,,,,,,,,,4.13128,5.0,23.0664,0.936916,0.647196,1.0,3.43929,0.978972,0.227958,0.0,,,,,,4.13128,,,5.0,,,23.0664,,,,,,,,0.936916,,0.647196,,,,,,,,
P267f5baf8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P8955b1a9c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P099a8d0c1c,,2.507635426231177,1.0,,1.0,-1.9823986749790616,,0.9164,0.4,2.3368,-5.017,0.02146,-0.3356,-0.676,0.03818,0.0,0.8659,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,1.0,,0.9164,0.4,,2.3368,,,,-5.017,0.02146,2.507635426231177,-0.3356,-0.676,0.03818,,1.0,,,0.0,0.8659,2.0,-1.6346,24.0,0.0,0.57895
P3470a61a00,,1.4194322961141517,,351.0,0.0,0.5625670785482747,,1.8972,1.0,1.3175,-4.5541,-0.06726,-0.5863,0.1088,-0.01125,0.0,-1.2752,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,1.8972,1.0,,1.3175,,,,-4.5541,-0.06726,1.4194322961141517,-0.5863,0.1088,-0.01125,,,,,0.0,-1.2752,1.0,0.0557,34.0,0.0,0.43299
P5e4491e5c3,,-3.1750734990944713,,307.0,0.0,1.2967277575681193,,2.7487,2.4,7.7538,-4.8615,-0.09538,0.388,,-0.01576,-2.35,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,2.7487,2.4,,7.7538,,,,-4.8615,-0.09538,-3.1750734990944713,0.388,,-0.01576,,,,,-2.35,,2.0,0.4014,29.0,0.0,0.41333
Pc047806c80,,-2.381724372373635,,359.0,0.0,1.0857933875419303,,2.6272,2.095,8.6586,-6.2528,-0.08523,-2.199,-1.4851,-0.05053,0.0,-1.0295,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,2.6272,2.095,,8.6586,,,,-6.2528,-0.08523,-2.381724372373635,-2.199,-1.4851,-0.05053,,,,,0.0,-1.0295,3.0,-1.1422,34.0,0.0,0.39752
Pf804162018,,0.5733822272357834,,96.0,0.0,-1.4369875373836194,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.5733822272357834,,,,,,,,,,,,,0.0,
P572a4194e6,,1.5377936620117203,,52.0,1.0,-0.9980606014915052,,0.9845,0.667,2.0207,-5.1022,-0.03601,-0.4159,0.3551,-0.03136,-1.35,-1.5208,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,0.9845,0.667,,2.0207,,,,-5.1022,-0.03601,1.5377936620117203,-0.4159,0.3551,-0.03136,,,,,-1.35,-1.5208,2.0,-2.1864,29.0,0.0,0.5
Pcb4360a784,,1.8791460633858288,,71.0,0.0,-1.9727677705397275,,0.5285,0.583,1.4634,-0.5645,-0.00943,-1.2317,,-0.01031,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,0.5285,0.583,,1.4634,,,,-0.5645,-0.00943,1.8791460633858288,-1.2317,,-0.01031,,,,,,,3.0,1.5548,27.0,0.0,0.57353
P5afd5b991d,,-1.7876171101889846,0.45,359.0,0.0,0.543691008144483,,1.118,0.895,8.1056,-2.6878,-0.04074,-1.1758,-0.3237,0.00068,0.0,-0.2301,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,1.118,0.895,,8.1056,,,,-2.6878,-0.04074,-1.7876171101889846,-1.1758,-0.3237,0.00068,,0.45,,,0.0,-0.2301,3.0,-1.3679,38.0,0.0,0.43103
Pff47b96114,,,,425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
P2f15d5867f,,,0.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.9,,,,,,,,,
P8a3b7b6860,,1.342672048099918,,275.0,0.0,-0.0680852392927817,,1.7428,0.952,2.4655,0.7749,0.03327,-1.8473,-0.832,-0.0239,0.0,-1.2308,,,,,,,,,,,,,,,,3.0,,,0.0,,,1.7428,0.952,,2.4655,,,,0.7749,0.03327,1.342672048099918,-1.8473,-0.832,-0.0239,,,,,0.0,-1.2308,3.0,-1.5008,35.0,,0.54359
P9f246cdbe1,,-0.5993169553252762,,451.0,0.0,1.7471152970364,,1.968,0.889,4.1328,-8.6015,-0.11365,-1.0199,-1.2983,-0.01217,0.0,0.135,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,1.968,0.889,,4.1328,,,,-8.6015,-0.11365,-0.5993169553252762,-1.0199,-1.2983,-0.01217,,,,,0.0,0.135,3.0,0.0427,31.0,0.0,0.48148
Pf4d4553b6f,,-0.3712575692908795,,217.0,0.0,-1.9759910442509283,,1.2685,1.154,2.6216,-2.5245,-0.0513,0.0916,,-0.01585,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,1.2685,1.154,,2.6216,,,,-2.5245,-0.0513,-0.3712575692908795,0.0916,,-0.01585,,,,,,,3.0,-2.3158,27.0,0.0,0.43
Pc295aab61a,,-0.2878060146720352,,,0.0,1.6066002396827588,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,-0.2878060146720352,,,,,,,,,,5.0,,,,
P81f3558def,,-0.366052529005585,,-215.0,0.0,1.32547417945985,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.366052529005585,,,,,,,,,,,,,0.0,
P959d20dcac,,0.4648686349820105,,501.0,0.0,-1.1407918212215291,,1.6972,1.467,5.6316,-4.7506,-0.06651,0.5462,0.4384,-0.00707,0.0,-0.6455,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.6972,1.467,,5.6316,,,,-4.7506,-0.06651,0.4648686349820105,0.5462,0.4384,-0.00707,,,,,0.0,-0.6455,4.0,-1.6297,30.0,0.0,0.43609
P9cbbbfe0cc,,,,,0.0,,,2.3402,1.714,5.8505,-1.8626,-0.04448,-2.0529,-0.4532,-0.00871,-1.3,-0.2094,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,1.0,,2.3402,1.714,,5.8505,,,,-1.8626,-0.04448,,-2.0529,-0.4532,-0.00871,,,,,-1.3,-0.2094,3.0,-0.3512,30.0,1.0,0.45946
Pa4dad52ff4,,-1.4163987900622033,,114.0,0.0,-1.1679344276915749,,2.0774,2.133,5.4175,-2.705,-0.05107,0.0594,-0.9276,-0.05108,-0.15,-0.8562,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,2.0774,2.133,,5.4175,,,,-2.705,-0.05107,-1.4163987900622033,0.0594,-0.9276,-0.05108,,,,,-0.15,-0.8562,3.0,-1.0958,29.0,0.0,0.48872
P311b5f6b41,,-0.4171261632321014,,-550.0,0.0,-0.6076367885142925,,2.2677,1.65,4.9071,-4.965,-0.06047,-1.0933,-2.1895,-0.04974,0.0,-0.4593,,,,,,,,,,,,,,,,3.0,,,0.0,,,2.2677,1.65,,4.9071,,,,-4.965,-0.06047,-0.4171261632321014,-1.0933,-2.1895,-0.04974,,,,,0.0,-0.4593,3.0,-3.9713,34.0,,0.38739
P6f59c256f3,,-2.196957739544622,,,0.0,1.3035152345732128,,1.9858,1.632,4.4444,-0.6253,-0.06381,-0.6028,-0.0467,-0.05869,0.0,-0.2312,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.9858,1.632,,4.4444,,,,-0.6253,-0.06381,-2.196957739544622,-0.6028,-0.0467,-0.05869,,,,,0.0,-0.2312,4.0,-2.7936,38.0,0.0,0.41451
P5ea12f1777,,,0.15,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.15,,,,,,,,,
P17786d3599,,1.4828876378478415,,227.0,0.0,,,1.0811,1.176,0.9514,-4.0518,-0.06949,0.073,0.0847,-0.0419,0.0,-0.2513,,,,,,,,,,,,,,,,4.0,,,0.0,,,1.0811,1.176,,0.9514,,,,-4.0518,-0.06949,1.4828876378478415,0.073,0.0847,-0.0419,,,,,0.0,-0.2513,4.0,-1.7367,29.0,,0.48193
Pd11ab06c36,,,0.5,183.0,0.0,,,0.7827,0.438,2.1009,1.0579,0.00327,-1.4387,,-0.0106,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,0.7827,0.438,,2.1009,,,,1.0579,0.00327,,-1.4387,,-0.0106,,0.5,,,,,2.0,-0.5327,31.0,0.0,0.38793
P3e3a854ff5,,,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.4,,,,,,,,0.0,
P8c537f5a4d,,1.3763135868419134,,249.0,1.0,-1.6916573531846546,,0.7538,0.5,1.7085,-0.9459,0.00867,-0.4452,,0.01108,-1.8,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,0.7538,0.5,,1.7085,,,,-0.9459,0.00867,1.3763135868419134,-0.4452,,0.01108,,,,,-1.8,,4.0,-1.4229,23.0,0.0,0.57759
P13a7a5112c,,,,100.0,0.0,,,1.0821,0.933,2.7985,-4.8583,-0.09429,0.6451,0.4939,-0.02775,0.0,0.2695,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.0821,0.933,,2.7985,,,,-4.8583,-0.09429,,0.6451,0.4939,-0.02775,,,,,0.0,0.2695,4.0,-0.1164,34.0,0.0,0.43077
Pdb057d444b,,,,264.0,0.0,,,2.1735,1.824,4.5758,-6.0709,-0.07692,0.096,1.4016,-0.00828,-1.3,0.3701,,,,,,,,,,,,,,,,4.0,,,0.0,,,2.1735,1.824,,4.5758,,,,-6.0709,-0.07692,,0.096,1.4016,-0.00828,,,,,-1.3,0.3701,4.0,-0.3461,30.0,,0.43902
P690d8b352a,,,,300.0,0.0,,,0.9756,0.8,0.8426,-2.1043,-0.0507,-0.0476,,0.04537,-1.1,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,0.9756,0.8,,0.8426,,,,-2.1043,-0.0507,,-0.0476,,0.04537,,,,,-1.1,,2.0,0.7894,27.0,0.0,0.59375
P19de9513b3,,,,202.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Pc6a39f466a,,1.0942005677627356,0.2,,1.0,-3.35970129140192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0942005677627356,,,,,0.2,,,,,,,,,
Pd382320a3c,,1.3238893198931851,0.6,,1.0,-0.0750315312904123,,0.5295,0.333,1.9254,-6.4251,-0.08623,-0.706,0.621,0.0117,-0.8,-0.0571,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,0.5295,0.333,,1.9254,,,,-6.4251,-0.08623,1.3238893198931851,-0.706,0.621,0.0117,,0.6,,,-0.8,-0.0571,4.0,-2.6179,27.0,0.0,
Peb2d46202e,,-3.864239891329506,,-123.0,0.0,-1.1039029350363294,,1.8553,1.286,8.6827,-3.7968,-0.10641,,,-0.07553,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,1.8553,1.286,,8.6827,,,,-3.7968,-0.10641,-3.864239891329506,,,-0.07553,,,,,,,4.0,-5.4069,16.0,,
P83f985b4bd,,,,380.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,
Pce1d0d3699,,,0.95,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.95,,,,,,,,,
P01bc9a886e,,2.033892039752225,,249.0,1.0,-0.4113254888359907,,0.5172,0.267,1.1494,-2.2634,-0.02369,0.3451,,0.01633,-0.55,,,,,,,,,,,,,,,,,2.0,,,0.0,,,0.5172,0.267,,1.1494,,,,-2.2634,-0.02369,2.033892039752225,0.3451,,0.01633,,,,,-0.55,,2.0,-1.699,26.0,,0.67857
P6b0e9b0b2a,,,0.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.3,,,,,,,,0.0,
P11475d8eed,,2.2047541757797497,0.05,,1.0,-3.1116424152112216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.2047541757797497,,,,,0.05,,,,,,,,,
P43e7adb565,,-1.4124321655939294,,363.0,0.0,0.0974671401790706,,1.3107,1.214,3.2524,1.0036,0.00085,0.0825,,-0.00524,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,1.3107,1.214,,3.2524,,,,1.0036,0.00085,-1.4124321655939294,0.0825,,-0.00524,,,,,,,3.0,-0.3648,23.0,0.0,0.43396
Pdacd6ab94d,,,0.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.35,,,,,,,,,
P63a21fbef6,,,,-6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
P74b71b0d31,,,,,0.0,,,1.5486,1.158,3.2483,-0.7542,-0.03557,-0.3702,,-0.02436,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.5486,1.158,,3.2483,,,,-0.7542,-0.03557,,-0.3702,,-0.02436,,,,,,,4.0,-0.29,28.0,0.0,0.45263
P83f12f36b1,,2.030220712172107,,286.0,1.0,-0.8540348550073644,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,1.0,0.0,,,,,,,,,,,2.030220712172107,,,,,,,,,,4.0,,,0.0,
P1378011126,,,,216.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
P2b78092e41,,-0.1249351557697926,,260.0,0.0,,,1.6981,1.6,2.6415,3.1171,0.07349,-0.2156,,0.01637,-0.6,,,,,,,,,,,,,,,,,4.0,,,0.0,,,1.6981,1.6,,2.6415,,,,3.1171,0.07349,-0.1249351557697926,-0.2156,,0.01637,,,,,-0.6,,4.0,1.2751,24.0,,0.56452
Pbb4d6101de,,,,107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
P1dfb3826fd,,,,246.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
P38dadf836a,,2.116213822847516,0.25,,1.0,-0.148330409563602,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,,,,,2.116213822847516,,,,,0.25,,,,,,,,1.0,
Pb5af3844f5,,-0.6960887675950933,,,0.0,-1.2473479842551365,,1.4601,2.0,3.804,3.1957,0.06043,-0.2783,,-0.10074,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,1.4601,2.0,,3.804,,,,3.1957,0.06043,-0.6960887675950933,-0.2783,,-0.10074,,,,,,,3.0,-4.3489,28.0,,
P0820723beb,,,0.55,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.55,,,,,,,,,
P927dcf71a8,,,0.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.8,,,,,,,,,
Pf4d757d073,,,0.65,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.65,,,,,,,,,
P5840594df8,,,0.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.7,,,,,,,,0.0,
P5b1d935a26,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,
Pc067530e3e,,,,144.0,1.0,,,2.0367,0.929,1.7108,-2.7252,0.01498,0.3307,-0.0418,-0.04813,-1.3,-0.2274,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,2.0367,0.929,,1.7108,,,,-2.7252,0.01498,,0.3307,-0.0418,-0.04813,,,,,-1.3,-0.2274,3.0,-1.9055,26.0,0.0,0.27907
P21b2b49a34,,1.661014667613677,,,1.0,-0.368870330668311,,0.6316,0.25,1.5579,-1.2754,0.00519,-0.3071,,0.06614,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,0.6316,0.25,,1.5579,,,,-1.2754,0.00519,1.661014667613677,-0.3071,,0.06614,,,,,,,4.0,-0.0892,26.0,0.0,
Pb87f242f46,,-0.2705582574111746,,,0.0,0.5275958251062962,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,0.0,,,,,,,,,,,-0.2705582574111746,,,,,,,,,,5.0,,,0.0,
Pd650e439a2,,-0.107734844894794,,103.0,0.0,-0.4949489351470102,,1.6337,0.882,2.3188,-4.9139,-0.06363,-1.0161,0.466,-0.01783,0.0,0.7784,,,,,,,,,,,,,,,,4.0,,,0.0,,,1.6337,0.882,,2.3188,,,,-4.9139,-0.06363,-0.107734844894794,-1.0161,0.466,-0.01783,,,,,0.0,0.7784,4.0,-0.8569,28.0,,0.52941
P5104e01e75,,-0.5550676191816424,,227.0,0.0,1.6769663619686694,,3.6364,3.25,4.0083,-0.3302,-0.0269,0.8801,,-0.02492,-0.9,,,,,,,,,,,,,,,,,4.0,,,0.0,,,3.6364,3.25,,4.0083,,,,-0.3302,-0.0269,-0.5550676191816424,0.8801,,-0.02492,,,,,-0.9,,4.0,-0.455,27.0,,0.42105
P32b8c3a5cb,,,0.75,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,0.75,,,,,6.0,,,,
Pbe0a02c2fd,,,,-214.0,0.0,,,1.3723,1.067,4.1677,-1.9514,-0.05104,-0.1598,-0.2518,-0.02045,-0.55,1.5589,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,1.3723,1.067,,4.1677,,,,-1.9514,-0.05104,,-0.1598,-0.2518,-0.02045,,,,,-0.55,1.5589,3.0,-0.866,26.0,0.0,0.40179
Pa68189cdce,,-3.0081545408648105,,-141.0,0.0,1.1099618778423592,,0.9735,0.765,3.0088,-3.9817,-0.08482,-0.4173,-0.3161,-0.05469,-0.55,-0.2856,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,0.9735,0.765,,3.0088,,,,-3.9817,-0.08482,-3.0081545408648105,-0.4173,-0.3161,-0.05469,,,,,-0.55,-0.2856,3.0,-3.3073,30.0,0.0,0.44231
Pef98a54ad0,,2.8038354935645144,0.1,,1.0,-3.868884196320068,,1.1321,0.8,1.9407,-3.3115,-0.04294,-1.0533,-0.237,-0.00494,-0.15,-1.1045,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.1321,0.8,,1.9407,,,,-3.3115,-0.04294,2.8038354935645144,-1.0533,-0.237,-0.00494,,0.1,,,-0.15,-1.1045,4.0,-0.5902,29.0,0.0,0.51613
P3928bad8a7,,-3.2648445141517337,,184.0,0.0,2.677908749785863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,-3.2648445141517337,,,,,,,,,,,,,0.0,
Pb945050559,,1.806429572141444,,,1.0,-1.0862720538404964,,0.3796,0.222,0.9664,-1.2368,0.02529,-0.6036,,0.014,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,0.3796,0.222,,0.9664,,,,-1.2368,0.02529,1.806429572141444,-0.6036,,0.014,,,,,,,3.0,-1.1267,33.0,0.0,0.5
Pf0c178cb1c,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,
P7f2c8eb929,,,,,0.0,,,2.2195,1.5,2.762,-2.2855,0.09,1.1039,,-0.1232,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,2.2195,1.5,,2.762,,,,-2.2855,0.09,,1.1039,,-0.1232,,,,,,,4.0,-10.5506,25.0,,
Pd7ea309dee,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,
P16dd82b034,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc1044ed1f5,,0.7764228109623491,,,0.0,0.0160341389299251,,1.1712,0.875,1.5315,1.5617,-0.02992,0.2126,,0.00446,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.1712,0.875,,1.5315,,,,1.5617,-0.02992,0.7764228109623491,0.2126,,0.00446,,,,,,,4.0,-2.7979,31.0,0.0,0.49565
P103e95dd1f,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,0.0,
Pb8998ddf4a,,,,,0.0,,,1.1638,0.929,8.5776,-4.8749,-0.22455,-1.1461,-0.3686,-0.03339,-1.3,-0.0801,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,1.1638,0.929,,8.5776,,,,-4.8749,-0.22455,,-1.1461,-0.3686,-0.03339,,,,,-1.3,-0.0801,5.0,-0.0371,30.0,0.0,0.44
P403a83bdf0,,-3.1860527849360016,,282.0,0.0,1.4994300053395289,,2.0809,1.8,8.6474,-1.7795,-0.0768,-1.9775,,-0.02681,-1.8,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,2.0809,1.8,,8.6474,,,,-1.7795,-0.0768,-3.1860527849360016,-1.9775,,-0.02681,,,,,-1.8,,4.0,-0.2932,26.0,0.0,0.43333
Pdf59a363f3,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
P7363f8a8b4,,,,560.0,0.0,,,1.0021,0.526,0.6681,-5.6495,-0.1711,0.2488,0.9465,-0.03364,0.0,0.4263,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,,1.0021,0.526,,0.6681,,,,-5.6495,-0.1711,,0.2488,0.9465,-0.03364,,,,,0.0,0.4263,5.0,-0.3191,38.0,0.0,0.46212
P6f687d1dcc,,,,531.0,0.0,,,1.5417,1.0,2.125,-3.2158,0.01602,-0.7589,-0.6492,0.0326,0.0,-0.8113,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,,1.5417,1.0,,2.125,,,,-3.2158,0.01602,,-0.7589,-0.6492,0.0326,,,,,0.0,-0.8113,4.0,-0.9464,33.0,0.0,0.48855
P1259ebdf13,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
P1605b30cec,,,,1169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,
P55b27de869,,-4.495043453581463,,,0.0,0.9023508691148098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.495043453581463,,,,,,,,,,,,,,
Pa09c3091c5,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,
P187b6721ca,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdbacaefe1b,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
P9e0485e8f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
P6d9b6a98b1,,,0.9090909090909092,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,0.9090909090909092,,,,,,,,0.0,
Pd72f71c2bb,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
Pb9c495a67d,-0.1242273910891622,,0.7580645161290323,161.0,1.0,,-1.5090279347374067,1.0149,0.786,1.7148,-2.737,-0.05674,-0.7671,0.214,-0.03766,0.0,-0.2469,9.0,7.0,8.0,7.0,8.0,9.18755,1.0,19.0856,0.992331,0.358896,1.0,0.0,0.986196,0.163706,1.0,1.0,0.0,0.0,0.0,0.0,9.18755,1.0149,0.786,1.0,1.7148,9.0,19.0856,-0.1242273910891622,-2.737,-0.05674,,-0.7671,0.214,-0.03766,0.992331,0.7580645161290323,0.358896,8.5,0.0,-0.2469,1.0,-2.1947,38.0,0.0,0.64502
