pid,tcfs_bpm,tcfs_stl_per,tcfs_obpm,tcfs_d_ts,tcfs_minper,tcfs_ast_per,tcfs_ortg,tcfs_d_usg
P9052f13021,3.90101,2.2,2.4319,-6.58,73.4,7.8,102.9,0.5
P9075a4686f,4.81635,2.6,3.26163,-2.58,85.7,27.7,100.7,-0.2
P90932c4b0a,13.8661,2.3,2.34726,1.58,73.6,19.7,116.9,0.0
P90a39c14ab,7.01166,2.2,2.29339,-1.47,82.0,12.5,100.9,0.1
P90a7395cb0,10.0503,1.2,5.09363,2.83,82.9,5.1,123.7,-0.4
P90b2305671,5.77393,2.9,2.55154,-0.08,59.0,28.2,102.2,0.9
P90d6ceb081,4.78176,1.7,3.69343,0.16,77.0,17.3,111.6,1.0
P90d8771ad4,-5.68524,1.6,-0.503961,0.47,53.2,9.9,104.5,1.5
P9106a597f3,6.27265,2.0,5.19592,1.99,87.6,5.6,120.6,0.5
P9155961dd2,8.0962,4.0,3.86702,-0.9,85.0,40.2,98.8,-1.7
P9161b1752d,4.95954,1.8,3.86255,2.97,79.3,36.8,104.8,0.3
P917b0d4d70,5.59693,1.9,3.13997,1.52,85.3,11.5,104.5,-0.1
P919e355315,4.28948,1.6,1.85594,1.89,86.1,13.1,103.6,-0.4
P91c52ea937,6.74511,2.3,6.8259,0.51,89.7,25.1,113.1,0.4
P91c6876a66,-3.92852,0.3,-1.55491,-2.28,48.9,16.1,91.6,-0.5
P92095a9676,4.50892,2.1,3.80799,3.71,85.3,5.4,123.9,0.0
P920b587915,3.89767,0.6,1.61586,4.67,26.2,3.8,103.3,-0.4
P922c03ccad,9.14916,2.4,8.1637,1.87,95.1,20.0,121.9,0.3
P9260f65add,7.76326,2.9,8.042,-0.6,90.6,51.4,119.8,-1.2
P9264b6e63a,3.82866,1.6,1.05618,-0.01,88.1,8.3,101.1,-1.2
P92b5b7a56d,1.65503,1.9,2.83225,6.5,86.6,13.9,121.9,-1.0
P9305edebac,4.69425,1.1,3.07543,-5.56,55.5,4.7,110.4,-0.8
P9308e80088,7.44848,0.6,3.15197,0.79,27.9,6.4,123.1,0.4
P9345155d6a,8.83466,0.9,3.14874,-3.26,60.8,8.5,117.6,0.0
P93861fcc04,5.44803,2.9,2.28218,-2.3,66.0,11.0,99.0,0.3
P939e5ded71,4.81225,2.1,2.47761,2.1,54.4,11.8,111.6,-1.0
P93a0142eda,-5.70944,0.3,-2.45839,-2.58,28.4,4.3,101.4,1.3
P93a13b19c2,2.44078,1.7,4.10561,-1.7,78.9,5.7,103.7,-0.6
P93a802efd4,6.51629,3.1,5.34171,-0.55,76.0,14.6,111.2,0.0
P9406d39f17,3.71183,2.7,4.06179,1.16,79.5,19.6,118.2,0.6
P9425f36257,-7.52252,1.1,-4.92669,0.78,62.3,10.6,84.0,1.5
P9436ca936e,5.71034,2.9,3.95302,-1.0,85.6,27.1,101.1,-0.8
P944090784f,5.15192,3.5,4.27882,-2.03,91.6,25.6,107.9,-0.3
P944e30c99c,8.14937,2.9,5.17593,-2.64,69.7,19.5,112.9,0.6
P946b6a7bec,4.1697,1.5,3.65795,-0.29,78.1,7.1,109.2,-0.2
P94d904f95a,9.15259,1.3,7.64614,-1.92,81.4,6.9,124.8,-0.2
P94ee422c65,5.73652,1.7,3.59991,-0.44,76.4,5.3,116.9,0.5
P951f092ec6,7.59295,0.8,4.57841,-0.37,64.7,7.5,122.4,-1.2
P9537391b0e,6.64342,2.2,5.40335,1.62,84.7,16.0,113.1,-0.7
P9580c6ee97,1.88653,2.8,-0.305292,1.8,54.5,12.0,94.8,-0.2
P95c84fe799,7.93962,3.3,6.03632,-1.77,82.3,21.6,130.8,-0.3
P95ea622240,3.71415,0.4,5.09284,-2.5,84.5,24.8,108.0,0.3
P9603a14b7f,5.64993,1.2,4.55485,-5.24,77.6,6.7,116.4,0.7
P964dd1e5f4,4.05669,1.6,-0.412339,-2.13,53.6,6.6,100.0,-1.3
P9668122fb9,8.95043,0.7,2.24183,-2.5,47.0,9.7,117.1,-1.2
P966e81614a,8.33053,1.8,4.38553,1.02,85.8,16.7,115.2,0.2
P967c24e09d,-4.43009,1.6,-3.61142,-0.91,50.9,16.7,90.9,1.6
P969b4447cc,4.2975,2.1,3.64632,0.84,76.3,12.7,108.4,0.1
P969f2b1c13,6.00969,0.8,6.78759,-1.72,83.7,8.0,120.9,-0.3
P96a831649e,6.28717,2.6,6.0692,0.59,85.5,24.9,112.5,1.5
P96ac6f0cd3,7.68185,2.1,4.25794,-0.68,84.8,30.2,104.3,-0.9
P96af95e7fd,3.94451,0.8,3.77915,-1.46,84.9,10.7,113.6,1.1
P96b57657ed,2.28965,1.5,1.85669,-3.02,83.3,12.6,101.3,0.6
P96bc00aaed,3.21959,2.3,3.00371,0.58,87.0,20.8,108.7,0.1
P96c6ba4e0f,2.94523,2.5,2.1795,-5.21,63.7,13.0,101.9,0.1
P977d8b209e,2.84142,1.3,1.40898,-4.09,73.3,10.4,97.7,0.4
P97ae54051b,8.71432,1.5,1.96467,-3.96,89.0,12.8,101.0,-0.8
P97df826a61,8.30831,2.1,4.43571,-1.47,87.1,20.2,120.7,0.7
P98102db2bd,9.65845,8.7,3.22208,2.87,28.9,27.1,100.5,1.8
P981540aa5d,6.5713,3.2,4.14192,-2.59,78.5,7.7,107.6,0.6
P982f4d9f47,6.63141,2.3,4.83791,-6.13,82.9,23.7,107.3,0.9
P98391b949f,9.68246,1.5,7.19333,4.01,51.9,13.9,131.2,0.5
P983ac07ff1,2.14868,2.6,1.30907,0.84,77.7,8.8,96.7,1.0
P98436c11b0,7.6755,2.2,2.5445,-0.49,68.8,10.6,114.5,0.1
P98ab129fa2,5.45923,2.4,5.55026,3.25,92.5,28.3,120.7,0.2
P98ee7e9798,5.39153,1.3,3.37442,2.37,74.5,9.0,109.7,0.2
P98f1a6546b,7.97155,1.5,6.65926,1.62,81.6,10.8,124.0,-0.3
P98f4c6dfa5,6.91617,1.4,3.10601,3.57,88.7,7.7,111.3,-0.5
P9926013d5a,11.4725,2.7,10.418,2.42,91.0,28.5,126.3,1.7
P9951cfb317,0.593218,2.0,-0.106457,2.39,85.7,17.1,112.5,-0.4
P9990134f41,1.99133,2.2,1.39669,1.32,92.6,18.9,100.6,0.2
P999bb1cbab,7.34556,2.5,7.3245,-0.44,89.8,27.2,121.5,1.5
P99ed7bd6ab,7.78177,1.9,4.04141,3.43,73.8,12.6,133.0,0.8
P9a02cf437c,7.7998,2.3,5.75434,-2.01,86.7,28.4,117.9,0.3
P9a144a10c5,7.30904,1.1,2.99654,0.91,67.1,5.8,117.9,-0.6
P9a2935e78c,4.72948,1.4,3.70028,-1.47,80.9,11.8,111.1,0.0
P9a9f9fa8f1,11.8824,1.6,6.69889,2.19,64.3,7.8,134.0,0.2
P9ac225720c,-2.91517,2.7,-3.0916,0.22,31.1,22.1,85.7,-1.4
P9ac54b5d6d,6.61514,1.4,3.79573,2.31,71.3,13.9,118.3,-0.5
P9adb5133bc,6.97276,1.3,6.7967,0.47,81.2,8.7,128.2,0.7
P9aef7770b8,2.29486,2.1,3.33026,-3.15,83.6,21.1,101.1,-0.5
P9b0b27ae5d,10.844,2.7,2.4969,-1.22,64.5,7.2,104.5,0.3
P9b1073be42,1.36459,2.5,1.19221,-0.03,90.6,17.5,105.1,-0.2
P9b4a07a3b9,6.14673,1.4,3.70897,-0.47,66.8,7.6,116.6,1.0
P9b79feb6a3,8.3109,1.2,7.24362,-1.15,93.6,12.5,125.6,0.6
P9b886526e3,6.47324,2.2,4.27842,2.8,85.3,20.3,114.2,-0.6
P9badd97dfe,10.8954,2.1,7.27658,-1.08,78.0,14.2,127.9,-0.3
P9bb134b52c,0.536283,2.8,1.51296,0.71,73.4,26.5,98.1,0.9
P9c40b5aa37,3.68129,3.8,2.52949,3.75,72.5,28.1,109.8,-1.2
P9c4bb7f4c2,6.48358,3.3,3.60745,-1.61,84.7,25.9,100.4,-1.0
P9c6ee0d9a6,0.92637,0.9,4.23237,1.26,94.9,15.2,115.9,-1.1
P9caa5193d5,10.5242,4.3,3.83978,1.09,83.4,30.9,111.2,0.6
P9cb019ad12,6.88325,3.4,5.43297,-2.65,79.5,33.6,116.0,0.3
P9cc36d2c64,7.69614,1.8,8.0359,-1.78,83.3,30.9,118.9,0.8
P9cddcdc1ad,6.42101,1.2,4.69845,0.31,84.7,8.4,113.0,-2.4
P9ce3123e64,2.98375,0.0,2.63549,4.98,17.0,2.9,121.5,0.9
P9cedd79bd8,1.81625,1.5,-4.23391,1.88,35.7,0.9,85.8,-1.9
P9d178fdf5d,4.82926,1.2,4.1319,1.51,75.8,16.8,120.1,-1.3
P9d5ce33ec0,5.73041,1.0,4.55131,1.33,82.5,14.2,112.5,1.0
P9d7519067e,6.87364,2.7,5.11145,-3.18,75.1,13.5,110.5,0.3
P9d76a38c5e,2.54673,1.7,-3.5906,-3.31,36.8,4.7,81.9,1.5
P9d84442310,5.35808,2.7,6.11792,-0.14,56.6,18.1,108.2,1.8
P9d848af991,6.77481,1.0,5.30219,-1.2,83.8,9.8,110.2,1.7
P9da0cf7014,6.41996,0.9,5.49719,-0.11,82.3,18.1,114.1,-0.2
P9da71ed5b4,-6.89558,1.4,-5.53281,-5.02,29.1,9.4,82.5,-0.7
P9df5f3f8bb,5.80087,1.1,0.87716,-3.0,55.4,13.8,100.2,-1.7
P9e30954b9f,9.60746,2.7,6.7207,-3.06,83.8,32.7,107.2,2.4
P9e418f4c91,8.2656,2.5,5.26708,8.75,42.9,13.0,117.8,-1.9
P9e732e040b,3.55764,1.2,3.4989,1.01,60.1,12.6,109.5,0.3
P9e7b32dc92,3.71316,1.3,4.70998,-5.29,81.6,19.1,104.4,2.0
P9e82692a6d,0.78241,1.8,-1.26047,1.81,47.0,17.6,87.2,-0.7
P9ee45f9ea5,9.2122,3.7,4.36847,0.08,74.4,16.3,111.0,-0.5
P9f04775c7a,4.28022,1.8,4.22501,-3.5,83.1,8.6,107.8,-0.2
P9f0e3aa432,3.47374,1.4,5.39868,5.88,84.8,13.3,120.0,0.4
P9f172daeb6,-1.91464,1.2,3.63687,-2.86,92.1,29.0,103.3,0.9
P9f5758481a,6.05579,1.3,4.04558,-0.89,87.1,5.4,120.1,0.4
P9f769e6678,5.95096,1.1,6.22076,-4.2,82.3,24.8,120.7,1.4
P9f8d851f22,2.89756,1.9,-0.116062,1.85,89.7,10.1,103.5,-0.7
P9fc884bebd,9.45076,1.9,4.14582,0.15,77.3,17.1,119.3,1.4
P9fd176d178,3.94306,1.5,-0.540972,-4.82,70.6,25.0,91.2,-0.6
P9fd480084b,8.41026,1.8,5.21698,-1.47,74.0,30.2,109.0,0.0
Pa0366802b4,3.8737,0.9,3.7868,-1.5,82.3,14.8,107.2,-0.1
Pa0580e3001,2.81093,1.3,1.04549,-2.12,84.7,7.4,101.8,-0.6
Pa067c50f94,3.30995,2.1,1.59985,-2.62,64.8,26.5,96.9,-0.5
Pa06f6a14b5,6.41404,3.0,3.31989,-2.48,91.1,21.9,112.2,-0.9
Pa0882490f6,5.70889,1.6,4.42226,-0.64,86.4,9.4,115.0,1.0
Pa08fe4841f,2.56537,2.7,1.65932,0.33,69.7,25.6,98.4,-0.1
Pa090759337,4.91136,2.1,4.70484,3.47,41.6,12.6,108.8,1.6
Pa0dded8876,5.32998,1.9,6.46988,-1.51,90.9,11.0,118.5,0.7
Pa0f574a8a8,0.116181,2.1,0.567936,1.42,78.0,9.0,108.6,-0.6
Pa129b1725d,6.8303,1.2,5.2336,1.18,81.7,20.0,110.6,-0.4
Pa12a517258,7.77455,1.9,4.89131,-2.65,76.4,13.8,113.2,1.1
Pa1aae2a35c,8.7152,3.4,4.66394,1.47,60.1,22.2,113.7,0.6
Pa245962e52,4.08938,1.3,2.2484,2.62,43.8,10.1,110.9,-0.4
Pa24dadc449,7.70921,0.5,2.5448,0.59,35.0,9.2,113.5,-1.8
Pa260a40e68,9.39757,2.5,5.70526,0.23,86.4,11.8,113.0,0.3
Pa2709c7876,-0.402786,0.9,-0.2585,-6.46,79.7,7.9,88.1,-0.1
Pa29e5f68db,11.4153,1.0,5.91779,-1.18,86.1,11.4,128.9,1.8
Pa2b1e0c1b9,-3.68559,6.6,-5.94459,1.85,7.5,15.2,72.2,-1.0
Pa2e8c74c1f,8.30999,2.6,2.35185,2.71,81.5,13.4,112.8,1.2
Pa306b38c4f,8.32371,1.2,4.31388,-1.02,68.0,11.8,121.8,-0.1
Pa307fde308,6.40252,2.5,4.78376,0.44,94.0,27.0,108.7,0.3
Pa33d5803eb,-0.694224,2.2,-0.395532,-4.59,79.0,13.6,88.8,0.0
Pa34ab286f7,2.47039,1.7,2.59283,-3.48,80.4,27.5,102.0,0.5
Pa380a0ce3c,5.54644,2.3,2.42862,-0.03,74.1,11.1,103.8,0.3
Pa3f4257d20,5.8958,1.9,4.28574,-3.63,82.9,8.7,117.3,0.2
Pa3f9e715ae,10.6002,1.1,2.16745,5.73,55.4,4.3,115.7,-0.7
Pa3fa433740,4.70092,1.7,3.03955,-0.57,88.2,18.8,105.9,-0.2
Pa408da26a2,6.84874,3.0,5.23962,-1.01,55.7,26.8,110.0,1.2
Pa466887b08,6.04351,2.4,6.24762,-1.87,84.4,27.4,115.0,0.4
Pa47459a77d,5.9323,1.2,3.64929,-2.25,71.6,7.7,112.8,-0.8
Pa47e64a2a6,-2.25286,2.0,-0.51816,0.16,72.5,11.9,96.0,0.6
Pa48064fa8c,4.82966,1.0,2.33387,-4.68,65.7,4.1,110.2,0.9
Pa4c28f80ad,4.73839,1.3,2.60759,-5.1,76.0,13.0,104.4,0.6
Pa5128e8532,16.1129,2.0,3.93259,3.8,67.7,6.7,124.3,-0.4
Pa548aa166c,12.1156,2.9,5.54974,4.08,84.4,23.5,110.8,-0.4
Pa56ca2c36c,6.75012,2.0,5.5446,-0.1,93.0,19.1,112.4,1.1
Pa5b07b6f43,1.04644,1.7,1.90012,-5.3,90.9,13.7,99.4,0.2
Pa5bdbe06a8,5.01241,2.2,2.93548,-1.11,89.0,14.9,110.8,1.0
Pa5c483aef9,6.37941,1.3,6.67245,-0.01,75.3,18.7,128.7,-1.8
Pa5d1a1783b,-0.829729,1.5,0.254641,-0.75,83.7,14.6,96.2,0.6
Pa5d86611c0,4.92223,1.2,1.44516,-2.05,88.4,5.9,105.9,0.6
Pa5e266180e,9.97746,1.3,5.44501,-2.89,69.0,13.7,124.6,-0.4
Pa6029bb5a6,8.27725,4.6,3.42807,-7.34,77.6,10.3,106.6,-1.2
Pa617e8f0a5,5.2277,2.0,0.757584,-0.87,60.0,19.1,95.6,3.1
Pa67da64cf8,5.38756,3.2,2.49972,-2.69,82.6,31.9,106.1,-2.7
Pa6b76d042d,7.10101,2.5,5.12232,-3.55,87.0,20.8,113.1,-1.7
Pa74bde45e0,4.64161,2.9,1.2305,-1.04,83.8,17.6,94.8,0.4
Pa757d2e68d,0.591959,2.2,1.20275,1.49,35.7,18.2,101.3,1.5
Pa76a1ce248,9.72517,2.5,8.08908,-1.82,93.1,33.8,124.6,-0.2
Pa76f81d8c3,3.21738,1.4,-1.2128,-3.11,72.1,9.9,92.6,0.0
Pa78dfd4260,8.69427,1.2,5.72177,0.09,87.4,6.5,135.2,0.0
Pa79b34cca8,9.34879,2.5,6.60578,-1.15,83.7,28.4,121.8,-0.2
Pa7cb2c7354,4.80363,1.1,3.23172,-7.5,74.1,13.7,100.1,-0.6
Pa7dbf13041,2.44781,0.8,-0.547926,-1.64,66.3,14.0,90.3,1.3
Pa813594724,6.54497,3.5,2.79013,-2.3,86.3,25.0,99.3,2.2
Pa84706eb34,5.44257,4.9,1.67474,2.23,68.6,36.6,101.8,0.5
Pa8621489c8,9.10682,2.8,5.52422,3.94,71.0,29.6,114.7,0.2
Pa89859be17,5.023,1.6,4.54715,-1.68,86.3,23.4,117.1,-1.2
Pa8a4b42a31,4.23159,2.8,3.12657,0.59,84.2,5.3,111.3,0.5
Pa8fc4b7ad7,7.41719,1.8,3.16528,-3.05,82.8,7.4,111.3,0.8
Pa93866e530,6.76659,2.0,4.71373,2.0,92.2,26.8,111.8,0.1
Pa9426d162d,2.63991,0.6,2.07707,-4.49,45.4,13.1,102.7,1.4
Pa95793f720,7.22779,1.1,6.66638,1.24,69.1,7.5,126.2,1.3
Pa974d0f28b,0.552665,2.8,0.0605385,1.59,64.4,10.8,89.9,0.3
Pa98bcc077b,10.0671,2.4,8.63988,-1.02,91.3,31.5,114.8,1.7
Pa9952fefb0,2.69973,2.0,1.79492,-0.97,94.9,31.5,102.5,-0.5
Pa99e47f62c,5.71034,2.9,3.95302,-1.0,85.6,27.1,101.1,-0.8
Pa9b6b7ec3f,4.42568,1.9,1.31435,-6.14,54.9,3.3,93.4,0.8
Pa9cae64430,6.87942,0.7,5.87602,0.93,92.1,25.1,108.4,0.1
Pa9f698b274,1.7421,1.0,1.69495,-1.91,71.6,9.3,102.3,-1.9
Paa313fca48,-0.391664,0.7,1.43994,2.25,76.4,22.3,109.3,-1.1
Paa36360f59,6.96921,1.2,2.54212,2.79,78.2,7.6,120.7,-0.3
Paa92a86ff3,7.55555,2.3,6.22405,5.48,45.6,24.8,126.7,-0.6
Paac5dcb74c,1.71485,0.9,0.900322,-0.84,79.1,8.4,94.9,0.2
Paae5adeebf,16.3665,2.8,11.0155,3.52,84.6,24.5,135.8,-1.0
Paae768e6c1,3.97501,1.7,1.22136,4.6,68.8,9.2,117.3,-0.6
Pab169ed872,3.26468,2.6,1.37852,-1.68,84.8,20.5,107.1,0.6
Pab257f8a15,5.75687,2.4,2.6584,-0.72,66.9,23.1,105.6,-0.9
Pab4be0edd9,5.41024,2.3,4.4576,3.78,91.1,26.5,118.6,0.5
Pab534e249b,3.50463,1.7,2.25122,-4.18,89.0,10.5,97.4,1.4
Pab6fbc3e77,-2.56926,1.9,1.84051,1.18,75.8,20.5,104.3,-0.1
Pab86c7dfaf,8.66129,1.1,3.61346,0.78,76.2,10.9,110.1,-0.4
Pab87e9a8b8,4.68811,2.9,4.214,-6.58,16.9,25.3,117.5,-2.4
Pac178f1473,8.24276,2.2,6.36,1.24,73.3,9.0,116.9,-0.3
Pac3967f922,6.75601,1.8,2.50302,1.5,62.0,6.0,107.6,-0.7
Pac86c1698b,-4.72364,1.8,-3.00837,-7.98,13.8,1.6,83.8,-2.8
Pad0b972baf,6.02278,1.7,3.52994,-1.05,61.2,9.6,114.2,0.3
Pad2abbabb5,15.554,1.9,8.57106,-3.33,78.3,17.6,134.9,0.3
Pad8df3794d,6.42697,2.5,1.30131,-2.17,58.0,0.9,109.0,1.4
Pad8e6fd6b0,5.83591,1.7,4.34443,1.18,86.2,8.9,111.5,-0.2
Pad9c27fcb6,12.5625,1.7,6.20392,-3.0,70.7,20.4,116.0,0.0
Pada60a9da7,7.22609,0.6,3.20577,2.73,73.3,8.3,119.1,0.0
Padf63a93ad,0.264948,1.1,1.08455,-0.1,48.1,16.9,104.6,3.2
Pae17b87a4a,15.6965,1.5,5.63724,4.68,55.2,10.2,124.6,-0.1
Pae1e3e2903,3.46638,0.7,5.32057,-0.34,86.3,20.9,117.9,1.0
Pae3adc3ef4,1.28564,3.1,1.6717,-2.51,88.8,26.0,100.7,-1.7
Pae46fa4aa5,5.26664,1.2,5.45078,3.07,80.4,13.1,121.8,-0.1
Pae8a88e0e7,5.57125,1.9,6.32109,-1.83,95.6,14.0,117.4,-0.7
Paec8fae19e,0.90931,2.1,0.562521,-5.25,79.6,10.1,93.8,0.5
Paed8dc8f7e,-6.46066,0.0,-4.75122,,0.1,0.0,,-19.6
Paef9538004,8.07853,1.8,5.86239,-0.27,86.5,22.1,113.3,-0.6
Paf6b5cd8b6,5.79723,1.1,5.83725,-3.4,92.5,14.3,115.8,0.7
Paf9449af91,9.85264,2.4,7.73977,3.05,69.9,9.1,134.9,0.9
Paf99c23c4d,2.57371,1.1,0.741939,-2.64,63.3,5.4,103.7,-0.8
Pafb050f1ad,5.2026,3.0,3.85289,3.34,81.1,21.0,118.4,-1.1
Pafffac98b2,10.7977,2.7,5.8406,0.17,75.7,24.8,130.4,0.5
Pb00deeb55d,8.31698,3.2,5.00602,2.27,80.2,17.4,112.5,0.8
Pb035a35ee9,7.87336,1.5,6.09413,-1.7,75.6,8.0,117.3,-0.7
Pb067831a66,9.83133,2.0,5.24731,-7.77,43.7,15.8,114.1,-1.2
Pb07d6373bb,9.80806,2.6,4.9098,-0.51,83.1,8.2,125.1,-1.2
Pb0a8811014,0.729396,1.9,0.522675,1.01,80.0,15.0,102.1,0.2
Pb0cd5d409b,15.7624,1.1,7.2417,0.6,40.9,15.2,132.1,-1.3
Pb0e43997bd,7.67389,2.4,4.52995,-2.89,83.0,25.7,101.0,0.4
Pb0f44d6b69,4.33806,2.3,4.77355,4.12,77.6,33.9,111.7,-0.7
Pb1001f743e,7.14952,1.9,4.30195,-2.43,75.6,20.4,118.2,0.8
Pb10189ae74,6.13674,3.3,3.18436,-8.32,81.7,37.3,102.8,0.0
Pb10604e423,9.59692,1.7,5.32937,2.22,68.6,10.1,120.0,-0.2
Pb149e1d8c2,3.10724,1.4,-0.635802,-2.7,66.4,25.9,85.4,-0.2
Pb14e5c1c97,6.56614,1.6,4.86305,0.11,82.1,9.0,115.0,-0.6
Pb14f594f0a,12.7048,2.1,9.613,-0.01,76.4,16.3,132.5,0.0
Pb16e641fe9,9.27561,1.9,7.84211,1.14,79.7,35.7,121.8,-0.5
Pb172e7dcfc,9.54653,2.0,7.24174,3.24,82.5,12.5,117.2,-0.8
Pb1d497dd3b,5.21713,1.3,4.35352,0.0,84.9,14.5,119.5,0.0
Pb1eb09fa94,1.10639,0.9,2.07393,0.3,77.4,11.6,104.3,0.5
Pb2632428b5,13.0047,2.7,6.76844,2.56,81.9,16.9,122.6,0.4
Pb2b564e4f2,,,,,,,,
Pb3227aeb5d,7.90064,2.9,4.27388,1.96,83.7,16.4,111.8,-0.4
Pb36450dd54,7.10819,0.8,0.391865,-2.09,50.9,8.9,109.6,0.2
Pb3a7a6f86b,-0.192413,1.1,-3.95845,-0.98,53.2,5.3,92.7,-0.1
Pb3be83363c,10.5887,2.1,6.04693,-0.65,65.6,8.7,116.3,-1.9
Pb3ce9ad2a9,5.26152,2.9,3.44085,1.35,88.5,20.3,113.9,0.0
Pb3e461d4cf,3.05798,0.8,2.74157,-0.92,66.4,7.6,108.3,0.9
Pb3e495f583,4.22144,2.1,2.30213,1.05,75.8,28.9,102.8,0.1
Pb463182292,1.66552,2.4,2.18267,0.0,87.3,23.6,107.4,0.6
Pb46ac34cd7,12.0629,2.3,10.08,2.76,86.2,19.3,123.1,0.4
Pb48635a7c4,2.02393,1.3,-0.366694,-2.07,67.9,9.2,98.2,0.3
Pb4a7c38947,1.20349,2.5,2.26378,2.12,25.8,15.4,101.5,1.5
Pb4d81376d2,12.5601,2.2,4.06723,0.81,66.1,18.1,116.2,-0.9
Pb4df715600,5.1384,1.7,2.09948,0.03,85.9,13.1,101.1,-0.7
Pb4e1522182,9.2628,2.6,3.27462,0.61,74.7,7.7,113.1,-1.5
Pb51c66667f,8.57531,2.7,4.65272,-4.78,82.9,19.2,106.7,1.1
Pb52cacc824,3.76211,1.1,2.03094,-5.47,49.3,11.2,104.6,-3.3
Pb53e68dfee,4.27268,3.4,2.19574,-2.04,81.6,17.1,107.0,0.5
Pb571c7aa88,-4.14618,1.6,-3.49338,-1.25,58.1,1.5,93.9,-1.2
Pb57f8a063b,-1.37921,2.1,1.94283,-1.34,78.8,9.4,115.5,1.4
Pb58f931dd3,9.31793,3.2,7.18153,-0.76,86.1,34.8,111.8,1.0
Pb59be03b24,7.20236,1.5,4.43837,-1.29,91.1,17.5,111.9,1.0
Pb5a94c877c,4.01301,1.3,1.63154,2.27,58.8,2.1,117.5,1.0
Pb5ebcb5d6c,5.78276,2.1,4.60769,-0.44,75.2,5.8,109.5,0.6
Pb5f59c2405,3.69956,0.8,2.6139,-0.54,81.6,6.3,124.7,-1.0
Pb5f5bff7e1,-3.04172,3.2,-5.12354,-3.13,41.0,16.7,80.7,-2.8
Pb657fdb74e,0.034829,1.2,-0.028481,-0.75,75.0,7.4,106.8,-0.1
Pb670429ce2,0.944679,2.3,2.65939,-1.21,69.3,16.6,112.0,0.7
Pb69fbd28c6,8.89622,1.5,7.29876,1.51,87.3,12.2,120.8,-0.2
Pb74dcb5e35,1.50237,1.7,0.943492,-0.05,72.4,11.5,104.4,1.2
Pb779a9fa56,3.23366,0.7,2.54432,-1.48,74.5,19.3,105.1,1.3
Pb7b7147bb1,5.14668,1.9,2.89745,1.57,88.8,21.1,108.9,-0.2
Pb7d583a85a,4.80394,1.7,-0.215189,0.94,79.3,7.4,97.2,0.5
Pb8664aec2d,-0.0324409,1.8,0.110248,-1.35,83.7,14.3,100.6,-1.7
Pb88771c23a,6.2922,3.8,4.50294,4.81,86.6,13.6,114.6,0.1
Pb88d2f0541,0.68857,1.6,4.99037,-1.93,77.3,12.9,120.1,0.7
Pb8a773b356,5.28257,2.5,3.85438,3.68,92.1,25.8,112.3,-0.2
Pb8bba3b38a,2.13458,2.5,1.29223,4.22,70.8,11.6,111.4,-2.0
Pb920680006,5.50876,2.3,3.45106,-5.56,86.0,12.1,105.0,-0.5
Pb9c495a67d,9.24614,1.3,5.78515,-0.64,74.0,9.4,115.0,-1.0
Pb9eccb67f7,9.59908,0.4,5.46523,-6.5,53.1,5.2,136.8,0.8
Pba03162225,-0.270901,1.9,-1.08912,-5.36,38.2,12.9,90.7,0.6
Pba3a4faeb9,11.23,3.3,6.2465,3.77,74.3,26.0,124.8,1.2
Pba3d18fabf,7.44904,1.6,3.26612,1.98,50.3,5.7,118.0,-0.2
Pba42781d58,5.95649,1.1,5.79111,1.78,81.1,15.1,119.7,0.2
Pba698d642d,,,,,,,,
Pba95727095,5.85109,1.3,2.36378,2.64,57.1,5.2,112.3,-0.2
Pbac78302af,0.775017,2.3,-1.11331,0.5,82.5,18.5,96.2,1.2
Pbafaf944fd,8.1979,2.3,4.28607,-0.3,82.5,9.0,111.3,-0.4
Pbb1af08ea5,,,,,,,,
Pbb5225b691,2.37826,1.8,1.98092,-2.87,79.6,15.9,103.6,-0.1
Pbb710ba6e6,6.09958,1.6,1.43845,-2.21,56.2,5.1,110.8,-0.5
Pbb988d44ca,5.02343,1.2,0.573651,1.77,76.7,12.8,107.4,1.0
Pbbde966f1e,,,,,,,,
Pbbdf67d0e0,7.01273,2.0,3.89351,3.07,59.3,11.0,126.6,-0.6
Pbbe7c2361f,5.99533,2.4,5.80318,-0.8,73.4,7.2,119.7,-0.4
Pbbec177bac,9.36516,2.5,5.08548,4.52,66.5,6.6,136.1,0.9
Pbbefe0eca9,12.2851,2.7,6.59505,2.26,51.1,19.7,125.5,-2.0
Pbbfb6a2c4a,9.18126,1.0,5.95634,3.61,87.3,8.6,124.7,0.5
Pbc4309c829,7.77727,2.6,3.32779,-1.8,82.5,22.0,101.7,-0.8
Pbc5d4fc393,11.391,2.1,6.50184,2.15,71.7,5.0,124.0,2.5
Pbccc770021,2.86383,1.9,1.09471,-0.15,87.9,33.1,95.6,-1.6
Pbcdd20a9f9,2.78754,1.8,2.61845,-1.56,70.7,4.3,112.2,-0.7
Pbd2eb786d3,7.69305,1.7,5.88547,-2.41,91.0,18.3,116.6,-0.2
Pbd387aad50,2.94809,1.5,4.69234,0.85,94.1,28.1,101.5,2.3
Pbd6175d1ad,8.01686,1.1,4.66978,3.49,83.3,12.0,115.4,-1.3
Pbda39b05ec,14.2752,1.3,5.07291,1.91,66.1,6.0,131.5,0.2
Pbda800ed55,1.9727,1.5,0.307752,0.0,72.7,9.6,100.6,0.0
Pbdde11b624,11.3975,3.9,6.63891,0.16,85.8,38.0,113.9,1.3
