50,-4,53,2.5,,Kur Teng,52,57,54,50,191,,6'3'',SG,"Lawrence, MA",Michigan State
51,-14,NA,NA,,Khaman Maluach,,,4,9,189,,"7'2""",C,NBA Academy Africa,Duke
51,new,54,4.4,,Jamari Phillips,44,45,52,74,189,,"6'2""",PG,"Chandler, AZ",Arizona
53,6,54,11.7,,Paul McNeil,45,49,67,56,187,,6'5'',SF,"Rockingham, NC",NC State
54,-3,55,10.4,,David Castillo,46,65,48,62,183,,6'1'',PG,"Bartlesville, OK",Kansas State
55,2,56,16.3,,Jaiden Glover,72,42,68,41,181,,6'5'',SF,"Elizabeth, NJ",St. John's
56,-17,57,16.5,,Vyctorius Miller,42,51,74,61,176,,6'5'',SG,"Claremont, CA",LSU
57,-9,58,8,,Jaeden Mustaf,63,47,56,64,174,,6'4'',SG,"Bowie, MD",Georgia Tech
58,-16,59,7,,John Bol,54,68,61,54,167,,7'1'',C,"St. Louis, MO",Mississippi
59,5,NA,NA,,Nasir Mohammed,57,58,42,,146,,6'5'',SF,"Charlotte, NC",Notre Dame
60,-4,65,23.1,,Curtis Givens,39,83,73,65,144,,6'2'',PG,"Memphis, TN",LSU
61,12,NA,NA,,Jahki Howard,60,50,53,,140,,6'6'',SF,"Boston, MA",Auburn
61,-12,66,13,,Jalen Shelley,50,62,76,76,140,,6'7'',SF,"Frisco, TX",USC
63,,68,11.4,,Isaiah Abraham,58,74,80,59,133,,6'7'',SF,"Fairfax, VA",Connecticut
64,-7,68,8,,Robert Miller,86,79,70,37,132,,6'10'',C,"Pasadena, TX",LSU
65,11,68,14.5,,Damarius Owens,81,52,65,75,131,,6'6'',PF,"Hudson, OH",Marquette
66,-16,69,11,,Nic Codie,76,55,71,73,129,,6'7'',PF,"Carrollton, TX",Texas
67,new,73,10.8,,Matthew Hodge,92,75,72,52,113,,"6'8""",PF,"Belmar, NJ",Villanova
68,new,74,7.5,,Justin Pippen,73,73,60,91,107,,"6'3""",SG,"Chatsworth, CA",Michigan
69,27,75,9.6,,Nojus Indrusaitis,67,82,85,66,104,,6'4'',SF,"Chicago, IL",Iowa State
70,new,NA,NA,,Josiah Moseley,69,,63,68,103,,"6'6""",PF,"Round Rock, TX",Villanova
71,-17,76,8.1,,Marcus Allen,71,84,69,78,102,,6'6'',PF,"Miami, FL",Missouri
72,-1,NA,NA,,Kayvaun Mulready,79,67,57,,100,,6'6'',SF,"Worcester, MA",Georgetown
73,-5,77,11.2,,Tyler McKinley,82,61,78,87,96,,6'8'',PF,"Cincinnati, OH",Cincinnati
73,10,77,12.3,,Gicarri Harris,88,71,64,85,96,,6'4'',PG,"Loganville, GA",Purdue
75,-9,NA,NA,,Larry Johnson,75,86,50,,92,,6'4'',SG,"Santa Clarita, CA",Creighton
76,-9,79,13.8,,Bishop Boswell,61,66,87,100,90,,6'4'',PG,"Charlotte, NC",Tennessee
77,-16,NA,NA,,Elijah Moore,,64,51,,87,,"6'4""",SG,"Bronx, NY",Syracuse
78,new,80,25.7,,Amier Ali,51,100,89,79,85,,6'8'',SF,"Plano, TX",Arizona State
78,3,NA,NA,,Nolan Traore,,,,16,85,,"6'4""",CG,"Paris, France",
80,-5,80,2.5,,Travis Perry,74,72,77,97,84,,6'1'',PG,"Eddyville, KY",Kentucky
81,-12,NA,NA,,Chase McCarty,,54,88,81,80,,6'6'',SF,"Huntsville, AL",Houston
82,-5,NA,NA,,Ryan Jones,70,77,79,,77,,6'8'',C,"Gainesville, FL",Virginia Tech
82,-2,NA,NA,,Dallas Thomas,83,85,,58,77,,6'7'',SF,"Little Rock, AR",Clemson
84,new,NA,NA,,Neoklis Avdalas,,,,28,73,,"6'7""",CG,"Athens, Greece",
85,-13,NA,NA,,Peyton Marshall,,,59,77,66,,"7'0""",C,"Marietta, GA",Missouri
86,2,NA,NA,,Micah Robinson,65,,99,88,65,,6'6'',SF,"Dallas, TX",TCU
87,-9,NA,NA,,Cooper Koch,64,,75,,63,,6'8'',PF,"Peoria, IL",Iowa
88,-4,NA,NA,,Juke Harris,77,81,90,,55,,6'3'',SG,"Salisbury, NC",Wake Forest
89,-19,NA,NA,,Andrew Crawford,85,,94,70,54,,"6'6""",CG,"Littleton, CO",Colorado
89,8,NA,NA,,Chris Tadjo,,,,47,54,,"6'8""",PF,"Montreal, Canada",Iowa
91,8,NA,NA,,Jacob Cofie,56,,95,,51,,6'7'',PF,"Bellevue, Wa",Virginia
92,-6,NA,NA,,Royce Parham,,89,83,83,48,,"6'8""",PF,"Hudson, OH",Marquette
93,-11,NA,NA,,James Brown,66,96,,94,47,,6'8'',PF,"Chicago, IL",North Carolina
94,-29,NA,NA,,Eric Freeny,97,,66,96,44,,"6'3""",SG,"Corona, CA",UCLA
94,-2,NA,NA,,Darrion Sutton,,78,91,90,44,,"6'7""",SF,"Atlanta, GA",Georgia Tech
94,new,NA,NA,,Daniel Jacobsen,,,86,72,44,,"7'2""",C,"Chicago, IL",Purdue
97,-5,NA,NA,,Trent Burns,,70,,89,43,,"7'3""",C,"Houston, TX",Missouri
98,new,NA,NA,,Miles Goodman,,76,84,,42,,"6'10""",C,"Santa Clarita, CA",Penn State
99,new,NA,NA,,Ty Davis,,60,,,41,,"6'5""",PG,"Moutain Brook, AL",Creighton
99,-1,NA,NA,,Sebastian Rancik,,,,60,41,,"6'9""",PF,"San Juan Capistrano, CA",Colorado
