,,,,,Rankings from: May 2021,,,,,,,,,,
,,,,,,,,,,,,,,,
RSCI,Chg,Avg,Dev,,,VC,ESPN,Rivals,247Sports,Total,,Ht,Pos,City,College
1,1,1,0,,Chet Holmgren,1,1,1,1,400,,"7'0""",C,"Minneapolis, MN",Gonzaga
2,2,3,0.6,,Jaden Hardy,2,2,3,3,394,,"6'4""",SG,"Henderson, NV",Pro
2,1,3,0.6,,Paolo Banchero,3,3,2,2,394,,"6'9""",PF,"Seattle, WA",Duke
4,,4,0.5,,Jabari Smith,4,5,4,4,387,,"6'9""",PF,"Tyrone, GA",Auburn
5,-4,5,0.5,,Patrick Baldwin,5,4,5,5,385,,"6'9""",PF,"Sussex, WI",Wisconsin-Milwaukee
6,1,8,3,,Caleb Houstan,6,6,6,12,374,,"6'8""",SF,"Montverde, FL",Michigan
6,4,8,0.6,,Kennedy Chandler,7,8,7,8,374,,"6'0""",PG,"Bel Aire, KS",Tennessee
8,10,10,2.9,,Peyton Watson,13,10,9,6,366,,"6'7""",SF,"Long Beach, CA",UCLA
9,5,12,2.1,,JD Davison,10,13,10,14,357,,"6'3""",PG,"Letohatchee, AL",Alabama
10,6,13,3.5,,Kendall Brown,15,15,8,15,351,,"6'7""",SF,"Bel Aire, KS",Baylor
11,8,15,5.1,,Moussa Diabate,12,11,22,13,346,,"6'9""",PF,"Bradenton, FL",Michigan
12,8,15,2.8,,Daimion Collins,17,17,15,11,344,,"6'9""",PF,"Atlanta, TX",Kentucky
13,-5,15,9.8,,Michael Foster,8,7,28,18,343,,"6'9""",PF,"Phoenix, AZ",Pro
14,61,16,5.1,,TyTy Washinton,22,12,11,17,342,,"6'4""",PG,"Phoenix, AZ",Kentucky
15,-6,16,11.9,,Hunter Sallis,9,14,33,7,341,,"6'5""",PG,"Omaha, NE",Gonzaga
16,-4,16,3.3,,Harrison Ingram,16,20,12,16,340,,"6'7""",SF,"Dallas, TX",Stanford
17,-2,17,2.1,,Max Christie,14,16,17,19,338,,"6'5""",SG,"Rollng Meadows, IL",Michigan State
18,-12,17,7.8,,AJ Griffin,19,27,13,9,336,,"6'6""",SF,"White Plains, NY",Duke
19,-2,20,1.3,,Trevor Keels,18,21,19,20,326,,"6'5""",SG,"Fairfax, VA",Duke
20,-7,21,13.8,,Nathan Bittle,11,9,39,23,322,,"6'11""",C,"Napa, CA",Oregon
21,-11,22,4,,Aminu Mohammed,24,25,16,22,317,,"6'4""",SG,"Springfield, MO",Georgetown
22,,23,6.1,,Matthew Cleveland,25,28,14,24,313,,"6'7""",SF,"Atlanta, GA",Florida State
23,new,23,6.1,,Brandon Huntley-Hatfield,20,19,32,21,312,,"6'9""",PF,"Clarksville, TN",Tennessee
24,-3,23,4.8,,Efton Reid,21,18,25,29,311,,"7'1""",C,"Bradenton, FL",LSU
25,1,25,1,,Bryce McGowens,26,24,26,25,303,,"6'6""",SF,"Greenville, SC",Nebraska
26,17,27,10.7,,Nolan Hickman,23,22,20,43,296,,"6'2""",PG,"Mt. Pleasant, UT",Gonzaga
27,71,29,5.5,,Tamar Bates,36,23,30,27,288,,"6'5""",SG,"Bradenton, FL",Indiana
28,8,30,8.5,,Benny Williams,33,30,18,38,285,,"6'8""",SF,"Bradenton, FL",Syracuse
29,-2,31,5.4,,Manny Obaseki,31,35,23,34,281,,"6'4""",SG,"Plano, TX",Texas A&M
30,-7,32,3.5,,Charles Bediako,28,33,36,30,277,,"6'10""",C,"Bradenton, FL",Alabama
31,27,33,3.3,,Jaylon Tyson,34,29,37,33,271,,"6'6""",SF,"Plano, TX",Texas
32,-4,34,4,,Malaki Branham,32,32,40,32,268,,"6'5""",SF,"Akron, OH",Ohio State
33,,34,5,,Bryce Hopkins,30,31,35,41,267,,"6'6""",SF-PF,"Oak Park, IL",Kentucky
34,17,35,2.8,,Tyrese Hunter,35,37,31,37,264,,"6'0""",PG,"Racine, WI",Iowa State
35,-5,35,12.5,,Langston Love,27,26,53,35,263,,"6'4""",SG,"Montverde, FL",Baylor
36,-12,40,12.7,,Jalen Warley,37,59,34,31,243,,"6'5""",PG,"Norristown, PA",Florida State
37,8,42,4.4,,Trey Kaufman,38,43,38,47,238,,"6'8""",PF,"Sellersburg, IN",Purdue
38,-3,42,9.2,,DaRon Holmes,29,44,43,51,237,,"6'8""",PF,"Montverde, FL",Dayton
39,new,43,15.6,,Jonas Aidoo,57,50,21,44,232,,"6'11""",C,"Durham, NC",Tennessee
40,23,44,4.4,,Kobe Bufkin,46,38,48,42,230,,"6'4""",SG,"Grand Rapids, MI",Michigan
41,17,45,6.5,,Frankie Collins,43,36,49,50,226,,"6'1""",PG,"Henderson, NV",Michigan
42,-1,45,2.7,,Arthur Kaluma,41,46,47,46,224,,"6'7""",PF,"Glendale, AZ",UNLV
43,-6,47,15,,Zach Clemence,39,34,46,68,217,,"6'10""",C,"Bel Aire, KS",Kansas
44,17,48,18.3,,Josh Minott,58,68,29,36,213,,"6'8""",SF,"Boca Raton, FL",Memphis
45,11,48,24,,Kowacie Reeves,69,69,27,28,211,,"6'6""",SG,"Macon, GA",Florida
46,-12,49,9.8,,Daeshun Ruffin,40,40,57,57,210,,"5'10""",PG,"Jackson, MS",Mississippi
47,36,51,11.7,,Samson Johnson,45,39,66,54,200,,"6'10""",C,"Elizabeth, NJ",Connecticut
48,24,52,7.4,,Jaden Akins,51,52,44,62,195,,"6'3""",PG,"Ypsilanti, MI",Michigan State
48,6,52,5.3,,Jordan Hawkins,55,57,45,52,195,,"6'4""",SG,"Hyattsville, MD",Connecticut
50,3,54,5.7,,Kaden Perry,52,62,52,49,189,,"6'9""",C,"Battle Ground, WA",Gonzaga
