51,-12,55,10.6,,Will McClendon,53,65,41,61,184,,"6'4""",SG,"Las Vegas, NV",UCLA
52,32,56,15.6,,Julian Reese,50,49,79,45,181,,"6'9""",PF,"Owings Mills, MD",Maryland
52,4,56,1.7,,Rahsool Diggins,54,56,55,58,181,,"6'2""",PG,"Waminster, PA",Connecticut
54,-12,57,12.6,,Zion Harmon,49,48,54,75,178,,"5'9""",PG,"Benton, KY",Western Kentucky
55,11,57,19.8,,Jordan Longino,66,81,42,40,175,,"6'5""",SG,"Germantown, PA",Villanova
56,-12,58,18.2,,Dallan Coleman,44,41,70,77,172,,"6'6""",SG,"Callahan, FL",Georgia Tech
56,16,58,5.9,,Pierre Brooks,56,51,65,60,172,,"6'6""",SF,"Detroit, MI",Michigan State
58,new,NA,NA,,Enoch Boakye,82,,24,26,171,,"6'10""",C,"Mississauga, ON, Canada",Arizona State
59,-28,61,12.4,,Isael Silva,48,53,73,70,160,,"6'3""",PG,"Sacramento, CA",Stanford
60,-5,61,1.7,,Dontrez Styles,61,63,62,59,159,,"6'7""",SF,"Kinston, NC",North Carolina
61,17,62,7.9,,Lawson Lovering,63,72,56,55,158,,"7'0""",C,"Cheyenne, WY",Colorado
62,-30,62,8.3,,Caleb Furst,64,71,51,63,155,,"6'9""",C,"Fort Wayne, IN",Purdue
63,19,63,15.9,,D'Marco Dunn,60,47,60,85,152,,"6'3""",SG,"Fayetteville, NC",North Carolina
64,6,64,14.9,,Jahmai Mashack,75,79,50,53,147,,"6'5""",SF,"Etiwanda, CA",Tennessee
65,2,65,27,,Jackson Grant,42,42,85,92,143,,"6'9""",C,"Olympia, WA",Washington
66,-1,66,22.9,,KJ Adams,47,45,90,80,142,,"6'7""",PF,"Austin, TX",Kansas
66,-14,66,7.7,,John Butler,62,58,76,66,142,,"7'0""",C,"Greenville, SC",Florida State
68,new,67,5.4,,Ryan Nembhard,70,60,72,65,137,,"6'1""",PG,"Montverde, FL",Creighton
69,-22,68,11.6,,Ernest Ross,67,66,84,56,131,,"6'9""",PF,"Alachua, FL",NC State
70,-8,70,14.9,,Trey Alexander,59,55,81,84,125,,"6'4""",SG,"Oklahoma City, OK",
71,,71,10.4,,Mason Miller,65,86,63,71,119,,"6'9""",PF,"Germantown, PA",Creighton
72,new,NA,NA,,Mouhamed Gueye,,,58,39,105,,"6'11""",C,"Napa, CA",Washington State
73,18,76,12,,Logan Duncomb,86,87,68,64,99,,"6'9""",C,"Cincinnati, OH",Indiana
74,-14,NA,NA,,Roosevelt Wheeler,80,82,64,83,95,,"6'10""",C,"Richmond, VA",Louisville
75,new,NA,NA,,Scoota Henderson,,,,10,91,,"6'3""",PG,"Marietta, GA",Pro
76,10,79,10.7,,Michael James,79,77,67,93,88,,"6'6""",SF,"Orlando, FL",Louisville
77,14,80,5.6,,Malik Thomas,84,85,74,76,85,,"6'3""",SG,"La Verne, CA",USC
78,11,82,12.7,,Shane Nowell,76,67,87,96,78,,"6'5""",SG,"Sammamish, WA",Arizona
79,new,NA,NA,,Brandin Podziemski,,,59,67,76,,"6'6""",SG,"Delafield, WI",Illinois
80,-2,82,12.2,,Brandon Weston,83,76,71,99,75,,"6'5""",SF,"Glendale, AZ",Seaton Hall
81,new,NA,NA,,Ramses Melendez,74,54,,,74,,"6'5""",SF,"Kissimmee, FL",Illinois
82,-43,NA,NA,,Jerrell Colbert,68,64,,,70,,"6'9""",C,"Memphis, TN",LSU
83,-3,84,6.5,,Jakai Robinson,81,83,93,78,69,,"6'4""",SF,"Fort Washington, MD",Miami
84,4,NA,,,Jonathan Lawson,73,61,,,68,,"6'6""",SF,"Memphis, TN",Memphis
84,5,NA,,,Wesley Cardet,,,61,73,68,,"6'6""",SF,"Orlando, FL",Samford
86,-9,NA,NA,,Ahmad Bynum,71,73,96,,63,,"6'3""",SG,"Chicago, IL",DePaul
87,-23,86,15.1,,Quincy Allen,72,74,98,100,60,,"6'7""",SF,"Wasington, DC",Colorado
88,-7,NA,NA,,Chance Moore,77,70,,,55,,"6'5""",SG,"Powder Springs, GA",Arkansas
89,new,NA,NA,,Brandon Murray,,93,69,87,54,,"6'5""",SG,"Baltimore, MD",LSU
90,new,NA,NA,,Jeremy Sochan,,,,48,53,,"6'8""",PF,Germany,Baylor
91,8,NA,NA,,Stevie Mitchell,88,88,80,,47,,"6'2""",PG,"West Lawn, PA",Marquette
92,1,NA,NA,,Bensley Joseph,78,78,,,46,,"6'1""",PG,"Putnam, CT",Miami
93,new,90,5.7,,KJ Simpson,93,95,82,90,44,,"6'2""",PG,"West Hills, CA",Colorado
94,new,NA,NA,,Devin Carter,,92,88,82,41,,"6'3""",SG,"Miami, FL",South Carolina
94,new,NA,NA,,Terquavion Smith,94,94,,74,41,,"6'3""",SG,"Farmville, NC",NC State
96,new,91,10.1,,Jasaun Holt,98,99,77,91,39,,"6'6""",SF,"Roswell, GA",Alabama
97,new,NA,NA,,CJ Noland,,96,83,88,36,,"6'3""",SG,"Waxahachie, TX",Oklahoma
98,-1,NA,NA,,Luke Goode,87,80,,,35,,"6'5""",SF,"Fort Wayne, IN",Illinois
98,-11,NA,NA,,Wilhelm Breidenbach,92,75,,,35,,"6'9""",C,"Santa Ana, CA",Nebraska
98,new,NA,NA,,Bobbie Pettiford,89,90,,89,35,,"6'1""",PG,"Creedmoor, NC",Kansas
